ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Waarde_2;CumulatieveWaarde_3
718;4672 Groothandel in metaal en erts;2012 4e kwartaal;108.0;-9.0;-4.0
719;4672 Groothandel in metaal en erts;2012;126.0;-4.0;-4.0
720;4673 Groothandel in bouwmaterialen;2005 1e kwartaal;;;
721;4673 Groothandel in bouwmaterialen;2005 2e kwartaal;;;
722;4673 Groothandel in bouwmaterialen;2005 3e kwartaal;;;
723;4673 Groothandel in bouwmaterialen;2005 4e kwartaal;;;
724;4673 Groothandel in bouwmaterialen;2005;;;
725;4673 Groothandel in bouwmaterialen;2006 1e kwartaal;;;
726;4673 Groothandel in bouwmaterialen;2006 2e kwartaal;;;
727;4673 Groothandel in bouwmaterialen;2006 3e kwartaal;;;
728;4673 Groothandel in bouwmaterialen;2006 4e kwartaal;;;
729;4673 Groothandel in bouwmaterialen;2006;;;
730;4673 Groothandel in bouwmaterialen;2007 1e kwartaal;110.8;;
731;4673 Groothandel in bouwmaterialen;2007 2e kwartaal;130.0;;
732;4673 Groothandel in bouwmaterialen;2007 3e kwartaal;110.2;;
733;4673 Groothandel in bouwmaterialen;2007 4e kwartaal;117.3;;
734;4673 Groothandel in bouwmaterialen;2007;117.1;;
735;4673 Groothandel in bouwmaterialen;2008 1e kwartaal;115.0;3.8;3.8
736;4673 Groothandel in bouwmaterialen;2008 2e kwartaal;135.4;4.2;4.0
737;4673 Groothandel in bouwmaterialen;2008 3e kwartaal;116.9;6.0;4.7
738;4673 Groothandel in bouwmaterialen;2008 4e kwartaal;121.3;3.4;4.3
739;4673 Groothandel in bouwmaterialen;2008;122.2;4.3;4.3
740;4673 Groothandel in bouwmaterialen;2009 1e kwartaal;108.7;-5.5;-5.5
741;4673 Groothandel in bouwmaterialen;2009 2e kwartaal;120.9;-10.8;-8.3
742;4673 Groothandel in bouwmaterialen;2009 3e kwartaal;104.2;-10.9;-9.1
743;4673 Groothandel in bouwmaterialen;2009 4e kwartaal;103.0;-15.1;-10.6
744;4673 Groothandel in bouwmaterialen;2009;109.2;-10.6;-10.6
745;4673 Groothandel in bouwmaterialen;2010 1e kwartaal;92.1;-15.2;-15.2
746;4673 Groothandel in bouwmaterialen;2010 2e kwartaal;115.2;-4.7;-9.7
747;4673 Groothandel in bouwmaterialen;2010 3e kwartaal;100.9;-3.2;-7.6
748;4673 Groothandel in bouwmaterialen;2010 4e kwartaal;104.0;0.9;-5.6
749;4673 Groothandel in bouwmaterialen;2010;103.1;-5.6;-5.6
750;4673 Groothandel in bouwmaterialen;2011 1e kwartaal;100.7;9.3;9.3
751;4673 Groothandel in bouwmaterialen;2011 2e kwartaal;119.5;3.7;6.2
752;4673 Groothandel in bouwmaterialen;2011 3e kwartaal;105.9;5.0;5.8
753;4673 Groothandel in bouwmaterialen;2011 4e kwartaal;109.2;5.0;5.6
754;4673 Groothandel in bouwmaterialen;2011;108.8;5.6;5.6
755;4673 Groothandel in bouwmaterialen;2012 1e kwartaal;95.2;-5.5;-5.5
756;4673 Groothandel in bouwmaterialen;2012 2e kwartaal;107.0;-10.4;-8.2
757;4673 Groothandel in bouwmaterialen;2012 3e kwartaal;95.5;-9.8;-8.7
758;4673 Groothandel in bouwmaterialen;2012 4e kwartaal;97.9;-10.3;-9.1
759;4673 Groothandel in bouwmaterialen;2012;98.9;-9.1;-9.1
760;4674 Groothandel metaalwaren, verwarming;2005 1e kwartaal;;;
761;4674 Groothandel metaalwaren, verwarming;2005 2e kwartaal;;;
762;4674 Groothandel metaalwaren, verwarming;2005 3e kwartaal;;;
763;4674 Groothandel metaalwaren, verwarming;2005 4e kwartaal;;;
764;4674 Groothandel metaalwaren, verwarming;2005;;;
765;4674 Groothandel metaalwaren, verwarming;2006 1e kwartaal;;;
766;4674 Groothandel metaalwaren, verwarming;2006 2e kwartaal;;;
767;4674 Groothandel metaalwaren, verwarming;2006 3e kwartaal;;;
768;4674 Groothandel metaalwaren, verwarming;2006 4e kwartaal;;;
769;4674 Groothandel metaalwaren, verwarming;2006;;;
770;4674 Groothandel metaalwaren, verwarming;2007 1e kwartaal;122.8;;
771;4674 Groothandel metaalwaren, verwarming;2007 2e kwartaal;125.6;;
772;4674 Groothandel metaalwaren, verwarming;2007 3e kwartaal;110.5;;
773;4674 Groothandel metaalwaren, verwarming;2007 4e kwartaal;127.7;;
774;4674 Groothandel metaalwaren, verwarming;2007;121.6;;
775;4674 Groothandel metaalwaren, verwarming;2008 1e kwartaal;132.2;7.7;7.7
776;4674 Groothandel metaalwaren, verwarming;2008 2e kwartaal;138.3;10.2;8.9
777;4674 Groothandel metaalwaren, verwarming;2008 3e kwartaal;121.4;9.8;9.2
778;4674 Groothandel metaalwaren, verwarming;2008 4e kwartaal;127.3;-0.3;6.7
779;4674 Groothandel metaalwaren, verwarming;2008;129.8;6.7;6.7
780;4674 Groothandel metaalwaren, verwarming;2009 1e kwartaal;121.1;-8.4;-8.4
781;4674 Groothandel metaalwaren, verwarming;2009 2e kwartaal;124.7;-9.9;-9.1
782;4674 Groothandel metaalwaren, verwarming;2009 3e kwartaal;104.6;-13.9;-10.6
783;4674 Groothandel metaalwaren, verwarming;2009 4e kwartaal;113.5;-10.9;-10.7
784;4674 Groothandel metaalwaren, verwarming;2009;116.0;-10.7;-10.7
785;4674 Groothandel metaalwaren, verwarming;2010 1e kwartaal;111.3;-8.1;-8.1
786;4674 Groothandel metaalwaren, verwarming;2010 2e kwartaal;116.8;-6.3;-7.2
787;4674 Groothandel metaalwaren, verwarming;2010 3e kwartaal;104.6;0.1;-5.0
788;4674 Groothandel metaalwaren, verwarming;2010 4e kwartaal;113.1;-0.3;-3.9
789;4674 Groothandel metaalwaren, verwarming;2010;111.5;-3.9;-3.9
790;4674 Groothandel metaalwaren, verwarming;2011 1e kwartaal;115.3;3.5;3.5
791;4674 Groothandel metaalwaren, verwarming;2011 2e kwartaal;120.1;2.8;3.2
792;4674 Groothandel metaalwaren, verwarming;2011 3e kwartaal;108.4;3.6;3.3
793;4674 Groothandel metaalwaren, verwarming;2011 4e kwartaal;116.3;2.9;3.2
794;4674 Groothandel metaalwaren, verwarming;2011;115.0;3.2;3.2
795;4674 Groothandel metaalwaren, verwarming;2012 1e kwartaal;115.1;-0.2;-0.2
796;4674 Groothandel metaalwaren, verwarming;2012 2e kwartaal;116.8;-2.8;-1.5
797;4674 Groothandel metaalwaren, verwarming;2012 3e kwartaal;103.5;-4.5;-2.5
798;4674 Groothandel metaalwaren, verwarming;2012 4e kwartaal;114.5;-1.5;-2.2
799;4674 Groothandel metaalwaren, verwarming;2012;112.5;-2.2;-2.2
800;4675 Groothandel in chemische producten;2005 1e kwartaal;;;
801;4675 Groothandel in chemische producten;2005 2e kwartaal;;;
802;4675 Groothandel in chemische producten;2005 3e kwartaal;;;
803;4675 Groothandel in chemische producten;2005 4e kwartaal;;;
804;4675 Groothandel in chemische producten;2005;;;
805;4675 Groothandel in chemische producten;2006 1e kwartaal;;;
806;4675 Groothandel in chemische producten;2006 2e kwartaal;;;
807;4675 Groothandel in chemische producten;2006 3e kwartaal;;;
808;4675 Groothandel in chemische producten;2006 4e kwartaal;;;
809;4675 Groothandel in chemische producten;2006;;;
810;4675 Groothandel in chemische producten;2007 1e kwartaal;96.6;;
811;4675 Groothandel in chemische producten;2007 2e kwartaal;111.0;;
812;4675 Groothandel in chemische producten;2007 3e kwartaal;110.9;;
813;4675 Groothandel in chemische producten;2007 4e kwartaal;113.2;;
814;4675 Groothandel in chemische producten;2007;107.9;;
815;4675 Groothandel in chemische producten;2008 1e kwartaal;120.1;24.3;24.3
816;4675 Groothandel in chemische producten;2008 2e kwartaal;131.6;18.6;21.3
817;4675 Groothandel in chemische producten;2008 3e kwartaal;135.6;22.3;21.6
818;4675 Groothandel in chemische producten;2008 4e kwartaal;102.4;-9.5;13.5
819;4675 Groothandel in chemische producten;2008;122.4;13.5;13.5
820;4675 Groothandel in chemische producten;2009 1e kwartaal;75.5;-37.1;-37.1
821;4675 Groothandel in chemische producten;2009 2e kwartaal;85.9;-34.8;-35.9
822;4675 Groothandel in chemische producten;2009 3e kwartaal;84.6;-37.6;-36.5
823;4675 Groothandel in chemische producten;2009 4e kwartaal;77.3;-24.5;-34.0
824;4675 Groothandel in chemische producten;2009;80.8;-34.0;-34.0
825;4675 Groothandel in chemische producten;2010 1e kwartaal;93.2;23.4;23.4
826;4675 Groothandel in chemische producten;2010 2e kwartaal;107.8;25.6;24.6
827;4675 Groothandel in chemische producten;2010 3e kwartaal;95.0;12.3;20.4
828;4675 Groothandel in chemische producten;2010 4e kwartaal;95.0;22.9;21.0
829;4675 Groothandel in chemische producten;2010;97.8;21.0;21.0
830;4675 Groothandel in chemische producten;2011 1e kwartaal;111.0;19.1;19.1
831;4675 Groothandel in chemische producten;2011 2e kwartaal;124.5;15.5;17.1
832;4675 Groothandel in chemische producten;2011 3e kwartaal;99.7;4.9;13.2
833;4675 Groothandel in chemische producten;2011 4e kwartaal;96.7;1.8;10.4
834;4675 Groothandel in chemische producten;2011;108.0;10.4;10.4
835;4675 Groothandel in chemische producten;2012 1e kwartaal;108.3;-2.4;-2.4
836;4675 Groothandel in chemische producten;2012 2e kwartaal;121.3;-2.6;-2.5
837;4675 Groothandel in chemische producten;2012 3e kwartaal;102.1;2.5;-1.0
838;4675 Groothandel in chemische producten;2012 4e kwartaal;102.6;6.1;0.6
839;4675 Groothandel in chemische producten;2012;108.6;0.6;0.6
