ID;Versie;Voertuigcategorie;Wegtype;Bouwjaar;CO_1;VOS_2;NOx_3;PM10_4
515;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;2001;0.58;0.15;1.02;0.091
516;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;2002;0.58;0.15;1.02;0.091
517;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;2003;0.58;0.15;1.02;0.091
518;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;2004;0.58;0.15;1.02;0.091
519;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;2005;0.35;0.07;0.51;0.044
520;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;Bouwjaar groep 1996 en ouder;0.3;0.14;0.88;0.168
521;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;1997;0.22;0.09;0.76;0.09
522;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;1998;0.22;0.09;0.8;0.086
523;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;1999;0.22;0.08;0.85;0.078
524;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;2000;0.18;0.06;0.79;0.064
525;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;2001;0.13;0.04;0.73;0.051
526;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;2002;0.13;0.04;0.73;0.051
527;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;2003;0.13;0.04;0.73;0.051
528;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;2004;0.13;0.04;0.73;0.051
529;Oude emissiefactoren;Bestelauto-diesel;Buitenwegen;2005;0.1;0.02;0.36;0.024
530;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;0.32;0.18;1.31;0.183
531;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;1997;0.24;0.12;1.06;0.103
532;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;1998;0.23;0.12;1.11;0.098
533;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;1999;0.22;0.12;1.18;0.088
534;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;2000;0.18;0.08;1.09;0.073
535;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;2001;0.14;0.05;1.0;0.057
536;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;2002;0.14;0.05;1.0;0.057
537;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;2003;0.14;0.05;1.0;0.057
538;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;2004;0.14;0.05;1.0;0.057
539;Oude emissiefactoren;Bestelauto-diesel;Autosnelwegen;2005;0.1;0.02;0.49;0.027
540;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;Bouwjaar groep 1996 en ouder;8.64;3.18;3.23;0.02
541;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;1997;2.96;0.76;0.38;0.006
542;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;1998;2.9;0.74;0.38;0.006
543;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;1999;2.84;0.73;0.37;0.006
544;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;2000;2.25;0.59;0.27;0.006
545;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;2001;1.71;0.46;0.18;0.006
546;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;2002;1.68;0.46;0.18;0.006
547;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;2003;1.24;0.33;0.13;0.006
548;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;2004;1.02;0.26;0.1;0.006
549;Oude emissiefactoren;Bestelauto-LPG;Bebouwde kom;2005;0.81;0.2;0.08;0.006
550;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;Bouwjaar groep 1996 en ouder;4.06;2.23;3.14;0.011
551;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;1997;1.42;0.29;0.24;0.002
552;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;1998;1.4;0.29;0.23;0.002
553;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;1999;1.39;0.29;0.23;0.002
554;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;2000;1.12;0.24;0.16;0.002
555;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;2001;0.87;0.19;0.09;0.002
556;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;2002;0.86;0.19;0.09;0.002
557;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;2003;0.64;0.14;0.06;0.002
558;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;2004;0.53;0.11;0.05;0.002
559;Oude emissiefactoren;Bestelauto-LPG;Buitenwegen;2005;0.42;0.08;0.04;0.002
560;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;Bouwjaar groep 1996 en ouder;2.48;1.52;5.18;0.018
561;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;1997;1.04;0.12;0.6;0.009
562;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;1998;1.02;0.11;0.58;0.009
563;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;1999;1.01;0.11;0.56;0.009
564;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;2000;0.81;0.09;0.36;0.009
565;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;2001;0.62;0.07;0.16;0.009
566;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;2002;0.62;0.07;0.16;0.009
567;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;2003;0.45;0.05;0.11;0.009
568;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;2004;0.37;0.04;0.09;0.009
569;Oude emissiefactoren;Bestelauto-LPG;Autosnelwegen;2005;0.29;0.03;0.07;0.009
570;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;Bouwjaar groep 1996 en ouder;4.2;1.64;14.13;0.774
571;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;1997;2.75;0.7;13.65;0.285
572;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;1998;2.73;0.69;13.6;0.279
573;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;1999;2.74;0.69;13.65;0.28
574;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;2000;2.86;0.72;13.66;0.302
575;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;2001;3.03;0.77;12.57;0.346
576;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;2002;3.17;0.82;11.91;0.379
577;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;2003;3.17;0.82;11.91;0.379
578;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;2004;3.17;0.82;11.91;0.379
579;Oude emissiefactoren;Vrachtauto-diesel;Bebouwde kom;2005;2.92;0.8;10.83;0.301
580;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;Bouwjaar groep 1996 en ouder;2.41;0.79;11.02;0.446
581;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;1997;1.71;0.38;10.26;0.196
582;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;1998;1.7;0.38;10.23;0.193
583;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;1999;1.7;0.38;10.26;0.194
584;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;2000;1.77;0.39;10.21;0.2
585;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;2001;1.84;0.43;9.25;0.204
586;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;2002;1.9;0.45;8.65;0.208
587;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;2003;1.9;0.45;8.65;0.208
588;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;2004;1.9;0.45;8.65;0.208
589;Oude emissiefactoren;Vrachtauto-diesel;Buitenwegen;2005;1.76;0.45;7.79;0.166
590;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;1.73;0.56;9.74;0.337
591;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;1997;1.18;0.28;8.87;0.163
592;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;1998;1.17;0.28;8.84;0.161
593;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;1999;1.17;0.28;8.86;0.161
594;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;2000;1.21;0.29;8.67;0.16
595;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;2001;1.24;0.32;7.45;0.14
596;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;2002;1.27;0.34;6.64;0.127
597;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;2003;1.27;0.34;6.64;0.127
598;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;2004;1.27;0.34;6.64;0.127
599;Oude emissiefactoren;Vrachtauto-diesel;Autosnelwegen;2005;1.18;0.34;5.93;0.102
600;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;Bouwjaar groep 1996 en ouder;4.7;1.48;17.46;0.901
601;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;1997;3.84;0.8;17.58;0.399
602;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;1998;3.83;0.79;17.6;0.394
603;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;1999;3.83;0.79;17.6;0.394
604;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;2000;3.84;0.81;17.27;0.403
605;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;2001;3.92;0.88;15.93;0.441
606;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;2002;3.98;0.94;14.93;0.47
607;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;2003;3.98;0.94;14.93;0.47
608;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;2004;3.98;0.94;14.93;0.47
609;Oude emissiefactoren;Trekker-diesel;Bebouwde kom;2005;3.71;0.91;13.92;0.376
610;Oude emissiefactoren;Trekker-diesel;Buitenwegen;Bouwjaar groep 1996 en ouder;2.66;0.69;12.99;0.512
611;Oude emissiefactoren;Trekker-diesel;Buitenwegen;1997;2.37;0.43;12.63;0.269
612;Oude emissiefactoren;Trekker-diesel;Buitenwegen;1998;2.37;0.43;12.64;0.267
613;Oude emissiefactoren;Trekker-diesel;Buitenwegen;1999;2.37;0.43;12.64;0.267
614;Oude emissiefactoren;Trekker-diesel;Buitenwegen;2000;2.38;0.44;12.4;0.266
615;Oude emissiefactoren;Trekker-diesel;Buitenwegen;2001;2.41;0.48;11.42;0.265
616;Oude emissiefactoren;Trekker-diesel;Buitenwegen;2002;2.44;0.51;10.7;0.264
617;Oude emissiefactoren;Trekker-diesel;Buitenwegen;2003;2.44;0.51;10.7;0.264
618;Oude emissiefactoren;Trekker-diesel;Buitenwegen;2004;2.44;0.51;10.7;0.264
619;Oude emissiefactoren;Trekker-diesel;Buitenwegen;2005;2.27;0.5;9.75;0.211
620;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;1.87;0.47;10.8;0.378
621;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;1997;1.64;0.3;10.38;0.217
622;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;1998;1.64;0.3;10.39;0.215
623;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;1999;1.64;0.3;10.39;0.215
624;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;2000;1.64;0.3;10.1;0.209
625;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;2001;1.64;0.33;8.95;0.181
626;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;2002;1.64;0.36;8.09;0.161
627;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;2003;1.64;0.36;8.09;0.161
628;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;2004;1.64;0.36;8.09;0.161
629;Oude emissiefactoren;Trekker-diesel;Autosnelwegen;2005;1.54;0.35;7.21;0.128
630;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;Bouwjaar groep 1996 en ouder;4.18;1.59;13.78;0.773
631;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;1997;2.48;0.56;12.32;0.261
632;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;1998;2.48;0.56;12.33;0.258
633;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;1999;2.48;0.56;12.33;0.258
634;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;2000;2.5;0.57;12.11;0.264
635;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;2001;2.59;0.61;11.24;0.29
636;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;2002;2.66;0.65;10.58;0.309
637;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;2003;2.66;0.65;10.58;0.309
638;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;2004;2.66;0.65;10.58;0.309
639;Oude emissiefactoren;Autobus-diesel;Bebouwde kom;2005;2.47;0.64;9.6;0.246
640;Oude emissiefactoren;Autobus-diesel;Buitenwegen;Bouwjaar groep 1996 en ouder;2.49;0.75;10.67;0.44
641;Oude emissiefactoren;Autobus-diesel;Buitenwegen;1997;1.51;0.3;9.11;0.178
642;Oude emissiefactoren;Autobus-diesel;Buitenwegen;1998;1.5;0.3;9.11;0.176
643;Oude emissiefactoren;Autobus-diesel;Buitenwegen;1999;1.5;0.3;9.11;0.176
644;Oude emissiefactoren;Autobus-diesel;Buitenwegen;2000;1.51;0.31;8.93;0.176
645;Oude emissiefactoren;Autobus-diesel;Buitenwegen;2001;1.54;0.33;8.18;0.174
646;Oude emissiefactoren;Autobus-diesel;Buitenwegen;2002;1.56;0.35;7.62;0.173
647;Oude emissiefactoren;Autobus-diesel;Buitenwegen;2003;1.56;0.35;7.62;0.173
648;Oude emissiefactoren;Autobus-diesel;Buitenwegen;2004;1.56;0.35;7.62;0.173
649;Oude emissiefactoren;Autobus-diesel;Buitenwegen;2005;1.45;0.35;6.83;0.138
650;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;1.83;0.49;9.54;0.323
651;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;1997;1.03;0.22;8.0;0.147
652;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;1998;1.03;0.22;8.01;0.146
653;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;1999;1.03;0.22;8.01;0.146
654;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;2000;1.03;0.23;7.76;0.141
655;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;2001;1.04;0.25;6.77;0.12
656;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;2002;1.05;0.26;6.03;0.104
657;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;2003;1.05;0.26;6.03;0.104
658;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;2004;1.05;0.26;6.03;0.104
659;Oude emissiefactoren;Autobus-diesel;Autosnelwegen;2005;0.98;0.26;5.36;0.083
660;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;Bouwjaar groep 1996 en ouder;26.07;3.65;0.08;0.015
661;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;1997;29.11;4.0;0.1;0.017
662;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;1998;25.66;3.49;0.1;0.016
663;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;1999;17.04;2.21;0.13;0.016
664;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2000;11.87;1.44;0.14;0.015
665;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2001;11.87;1.44;0.14;0.015
666;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2002;11.87;1.44;0.14;0.015
667;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2003;11.87;1.44;0.14;0.015
668;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2004;11.87;1.44;0.14;0.015
669;Oude emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2005;11.87;1.44;0.14;0.015
670;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;Bouwjaar groep 1996 en ouder;15.7;1.53;0.14;0.015
671;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;1997;17.36;1.63;0.17;0.017
672;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;1998;15.1;1.43;0.18;0.016
673;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;1999;9.46;0.95;0.21;0.016
674;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;2000;6.07;0.66;0.22;0.015
675;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;2001;6.07;0.66;0.22;0.015
676;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;2002;6.07;0.66;0.22;0.015
677;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;2003;6.07;0.66;0.22;0.015
678;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;2004;6.07;0.66;0.22;0.015
679;Oude emissiefactoren;Motortweewieler-benzine;Buitenwegen;2005;6.07;0.66;0.22;0.015
680;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;Bouwjaar groep 1996 en ouder;25.27;1.34;0.37;0.015
681;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;1997;27.97;1.35;0.42;0.017
682;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;1998;26.11;1.16;0.43;0.016
683;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;1999;21.45;0.7;0.47;0.016
684;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2000;18.65;0.42;0.49;0.015
685;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2001;18.65;0.42;0.49;0.015
686;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2002;18.65;0.42;0.49;0.015
687;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2003;18.65;0.42;0.49;0.015
688;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2004;18.65;0.42;0.49;0.015
689;Oude emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2005;18.65;0.42;0.49;0.015
690;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;Bouwjaar groep 1996 en ouder;8.85;5.31;0.04;0.035
691;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;1997;10.0;6.0;0.05;0.04
692;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;1998;10.0;6.0;0.05;0.04
693;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;1999;10.0;6.0;0.05;0.04
694;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;2000;10.0;6.0;0.05;0.04
695;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;2001;10.0;6.0;0.05;0.04
696;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;2002;10.0;6.0;0.05;0.04
697;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;2003;10.0;6.0;0.05;0.04
698;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;2004;10.0;6.0;0.05;0.04
699;Oude emissiefactoren;Bromfiets-benzine;Bebouwde kom;2005;10.0;6.0;0.05;0.04
700;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;Bouwjaar groep 1996 en ouder;8.85;5.31;0.04;0.035
701;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;1997;10.0;6.0;0.05;0.04
702;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;1998;10.0;6.0;0.05;0.04
703;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;1999;10.0;6.0;0.05;0.04
704;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;2000;10.0;6.0;0.05;0.04
705;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;2001;10.0;6.0;0.05;0.04
706;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;2002;10.0;6.0;0.05;0.04
707;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;2003;10.0;6.0;0.05;0.04
708;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;2004;10.0;6.0;0.05;0.04
709;Oude emissiefactoren;Bromfiets-benzine;Buitenwegen;2005;10.0;6.0;0.05;0.04
710;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;Bouwjaar groep 1996 en ouder;;;;
711;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;1997;;;;
712;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;1998;;;;
713;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;1999;;;;
714;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;2000;;;;
715;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;2001;;;;
716;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;2002;;;;
717;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;2003;;;;
718;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;2004;;;;
719;Oude emissiefactoren;Bromfiets-benzine;Autosnelwegen;2005;;;;
