ID;ExpenditureCategories;Periods;CPI_1;DerivedCPI_2;MonthOnMonthChangeCPI_3;MonthOnMonthChangeDerivedCPI_4;YearOnYearChangeCPI_5;YearOnYearChangeDerivedCPI_6;WeightingCoefficient_7
3979;011170 Breakfast cereals;2009 November;105.05;105.05;0.3;0.3;1.5;1.5;68
3980;011170 Breakfast cereals;2009 December;105.42;105.42;0.4;0.4;-0.2;-0.2;68
3981;011170 Breakfast cereals;2009;105.19;105.19;;;2.4;2.4;68
3982;011170 Breakfast cereals;2010 January;100.61;100.61;-4.6;-4.6;-4.3;-4.3;70
3983;011170 Breakfast cereals;2010 February;103.02;103.02;2.4;2.4;-2.0;-2.0;70
3984;011170 Breakfast cereals;2010 March;104.44;104.44;1.4;1.4;-0.5;-0.5;70
3985;011170 Breakfast cereals;2010 April;102.89;102.89;-1.5;-1.5;-2.7;-2.7;70
3986;011170 Breakfast cereals;2010 May;103.93;103.93;1.0;1.0;-1.3;-1.3;70
3987;011170 Breakfast cereals;2010 June;101.34;101.34;-2.5;-2.5;-4.0;-4.0;70
3988;011170 Breakfast cereals;2010 July;100.77;100.77;-0.6;-0.6;-4.9;-4.9;70
3989;011170 Breakfast cereals;2010 August;100.21;100.21;-0.6;-0.6;-5.3;-5.3;70
3990;011170 Breakfast cereals;2010 September;97.47;97.47;-2.7;-2.7;-6.0;-6.0;70
3991;011170 Breakfast cereals;2010 October;99.19;99.19;1.8;1.8;-5.3;-5.3;70
3992;011170 Breakfast cereals;2010 November;98.44;98.44;-0.8;-0.8;-6.3;-6.3;70
3993;011170 Breakfast cereals;2010 December;99.24;99.24;0.8;0.8;-5.9;-5.9;70
3994;011170 Breakfast cereals;2010;100.96;100.96;;;-4.0;-4.0;70
3995;011170 Breakfast cereals;2011 January;96.74;96.74;-2.5;-2.5;-3.8;-3.8;69
3996;011170 Breakfast cereals;2011 February;98.78;98.78;2.1;2.1;-4.1;-4.1;69
3997;011170 Breakfast cereals;2011 March;98.65;98.65;-0.1;-0.1;-5.5;-5.5;69
3998;011170 Breakfast cereals;2011 April;102.9;102.9;4.3;4.3;0.0;0.0;69
3999;011170 Breakfast cereals;2011 May;103.58;103.58;0.7;0.7;-0.3;-0.3;69
4000;011170 Breakfast cereals;2011 June;103.15;103.15;-0.4;-0.4;1.8;1.8;69
4001;011170 Breakfast cereals;2011 July;103.22;103.22;0.1;0.1;2.4;2.4;69
4002;011170 Breakfast cereals;2011 August;104.54;104.54;1.3;1.3;4.3;4.3;69
4003;011170 Breakfast cereals;2011 September;103.25;103.25;-1.2;-1.2;5.9;5.9;69
4004;011170 Breakfast cereals;2011 October;103.29;103.29;0.0;0.0;4.1;4.1;69
4005;011170 Breakfast cereals;2011 November;103.0;103.0;-0.3;-0.3;4.6;4.6;69
4006;011170 Breakfast cereals;2011 December;104.12;104.12;1.1;1.1;4.9;4.9;69
4007;011170 Breakfast cereals;2011;102.1;102.1;;;1.1;1.1;69
4008;011170 Breakfast cereals;2012 January;97.5;97.5;-6.4;-6.4;0.8;0.8;73
4009;011170 Breakfast cereals;2012 February;101.87;101.87;4.5;4.5;3.1;3.1;73
4010;011170 Breakfast cereals;2012 March;100.58;100.58;-1.3;-1.3;2.0;2.0;73
4011;011170 Breakfast cereals;2012 April;101.16;101.16;0.6;0.6;-1.7;-1.7;73
4012;011170 Breakfast cereals;2012 May;99.32;99.32;-1.8;-1.8;-4.1;-4.1;73
4013;011170 Breakfast cereals;2012 June;101.86;101.86;2.6;2.6;-1.3;-1.3;73
4014;011170 Breakfast cereals;2012 July;103.56;103.56;1.7;1.7;0.3;0.3;73
4015;011170 Breakfast cereals;2012 August;102.27;102.27;-1.2;-1.2;-2.2;-2.2;73
4016;011170 Breakfast cereals;2012 September;98.62;98.62;-3.6;-3.6;-4.5;-4.5;73
4017;011170 Breakfast cereals;2012 October;101.38;101.38;2.8;2.8;-1.8;-1.8;73
4018;011170 Breakfast cereals;2012 November;100.03;100.03;-1.3;-1.3;-2.9;-2.9;73
4019;011170 Breakfast cereals;2012 December;103.74;103.74;3.7;3.7;-0.4;-0.4;73
4020;011170 Breakfast cereals;2012;100.99;100.99;;;-1.1;-1.1;73
4021;011170 Breakfast cereals;2013 January;101.51;101.51;-2.1;-2.1;4.1;4.1;71
4022;011170 Breakfast cereals;2013 February;103.11;103.11;1.6;1.6;1.2;1.2;71
4023;011170 Breakfast cereals;2013 March;101.95;101.95;-1.1;-1.1;1.4;1.4;71
4024;011170 Breakfast cereals;2013 April;102.57;102.57;0.6;0.6;1.4;1.4;71
4025;011170 Breakfast cereals;2013 May;101.68;101.68;-0.9;-0.9;2.4;2.4;71
4026;011170 Breakfast cereals;2013 June;101.03;101.03;-0.6;-0.6;-0.8;-0.8;71
4027;011170 Breakfast cereals;2013 July;97.4;97.4;-3.6;-3.6;-5.9;-5.9;71
4028;011170 Breakfast cereals;2013 August;99.83;99.83;2.5;2.5;-2.4;-2.4;71
4029;011170 Breakfast cereals;2013 September;102.6;102.6;2.8;2.8;4.0;4.0;71
4030;011170 Breakfast cereals;2013 October;101.92;101.92;-0.7;-0.7;0.5;0.5;71
4031;011170 Breakfast cereals;2013 November;102.08;102.08;0.2;0.2;2.0;2.0;71
4032;011170 Breakfast cereals;2013 December;101.97;101.97;-0.1;-0.1;-1.7;-1.7;71
4033;011170 Breakfast cereals;2013;101.47;101.47;;;0.5;0.5;71
4034;011170 Breakfast cereals;2014 January;102.52;102.52;0.5;0.5;1.0;1.0;82
4035;011170 Breakfast cereals;2014 February;100.93;100.93;-1.6;-1.6;-2.1;-2.1;82
4036;011170 Breakfast cereals;2014 March;100.06;100.06;-0.9;-0.9;-1.9;-1.9;82
4037;011170 Breakfast cereals;2014 April;102.04;102.04;2.0;2.0;-0.5;-0.5;82
4038;011170 Breakfast cereals;2014 May;100.19;100.19;-1.8;-1.8;-1.5;-1.5;82
4039;011170 Breakfast cereals;2014 June;95.72;95.72;-4.5;-4.5;-5.3;-5.3;82
4040;011170 Breakfast cereals;2014 July;99.31;99.31;3.8;3.8;2.0;2.0;82
4041;011170 Breakfast cereals;2014 August;99.99;99.99;0.7;0.7;0.2;0.2;82
4042;011170 Breakfast cereals;2014 September;97.52;97.52;-2.5;-2.5;-5.0;-5.0;82
4043;011170 Breakfast cereals;2014 October;101.5;101.5;4.1;4.1;-0.4;-0.4;82
4044;011170 Breakfast cereals;2014 November;100.69;100.69;-0.8;-0.8;-1.4;-1.4;82
4045;011170 Breakfast cereals;2014 December;100.91;100.91;0.2;0.2;-1.0;-1.0;82
4046;011170 Breakfast cereals;2014;100.12;100.12;;;-1.3;-1.3;82
4047;011170 Breakfast cereals;2015 January;97.02;97.02;-3.9;-3.9;-5.4;-5.4;85
4048;011170 Breakfast cereals;2015 February;100.87;100.87;4.0;4.0;-0.1;-0.1;85
4049;011170 Breakfast cereals;2015 March;101.35;101.35;0.5;0.5;1.3;1.3;85
4050;011170 Breakfast cereals;2015 April;100.8;100.8;-0.5;-0.5;-1.2;-1.2;85
4051;011170 Breakfast cereals;2015 May;100.21;100.21;-0.6;-0.6;0.0;0.0;85
4052;011170 Breakfast cereals;2015 June;100.35;100.35;0.1;0.1;4.8;4.8;85
4053;011170 Breakfast cereals;2015 July;101.07;101.07;0.7;0.7;1.8;1.8;85
4054;011170 Breakfast cereals;2015 August;102.39;102.39;1.3;1.3;2.4;2.4;85
4055;011170 Breakfast cereals;2015 September;100.89;100.89;-1.5;-1.5;3.5;3.5;85
4056;011170 Breakfast cereals;2015 October;100.85;100.85;0.0;0.0;-0.6;-0.6;85
4057;011170 Breakfast cereals;2015 November;99.61;99.61;-1.2;-1.2;-1.1;-1.1;85
4058;011170 Breakfast cereals;2015 December;94.59;94.59;-5.0;-5.0;-6.3;-6.3;85
4059;011170 Breakfast cereals;2015;100.0;100.0;;;-0.1;-0.1;85
4060;011170 Breakfast cereals;2016 January;94.92;94.92;0.3;0.3;-2.2;-2.2;62
4061;011170 Breakfast cereals;2016 February;99.84;99.84;5.2;5.2;-1.0;-1.0;62
4062;011170 Breakfast cereals;2016 March;99.2;99.2;-0.6;-0.6;-2.1;-2.1;62
4063;011170 Breakfast cereals;2016 April;99.48;99.48;0.3;0.3;-1.3;-1.3;62
4064;011170 Breakfast cereals;2016 May;98.06;98.06;-1.4;-1.4;-2.1;-2.1;62
4065;011170 Breakfast cereals;2016 June;99.61;99.61;1.6;1.6;-0.7;-0.7;62
4066;011170 Breakfast cereals;2016 July;97.85;97.85;-1.8;-1.8;-3.2;-3.2;62
4067;011170 Breakfast cereals;2016 August;97.91;97.91;0.1;0.1;-4.4;-4.4;62
4068;011170 Breakfast cereals;2016 September;96.49;96.49;-1.5;-1.5;-4.4;-4.4;62
4069;011170 Breakfast cereals;2016 October;96.49;96.49;0.0;0.0;-4.3;-4.3;62
4070;011170 Breakfast cereals;2016 November;96.49;96.49;0.0;0.0;-3.1;-3.1;62
4071;011170 Breakfast cereals;2016 December;93.87;93.87;-2.7;-2.7;-0.8;-0.8;62
4072;011170 Breakfast cereals;2016;97.52;97.52;;;-2.5;-2.5;62
4073;011170 Breakfast cereals;2017 January;95.29;95.29;1.5;1.5;0.4;0.4;65
4074;011170 Breakfast cereals;2017 February;99.28;99.28;4.2;4.2;-0.6;-0.6;65
4075;011170 Breakfast cereals;2017 March;98.79;98.79;-0.5;-0.5;-0.4;-0.4;65
4076;011170 Breakfast cereals;2017 April;98.44;98.44;-0.4;-0.4;-1.0;-1.0;65
4077;011170 Breakfast cereals;2017 May;97.12;97.12;-1.3;-1.3;-1.0;-1.0;65
4078;011170 Breakfast cereals;2017 June;96.96;96.96;-0.2;-0.2;-2.7;-2.7;65
4079;011170 Breakfast cereals;2017 July;99.47;99.47;2.6;2.6;1.7;1.7;65
4080;011170 Breakfast cereals;2017 August;98.56;98.56;-0.9;-0.9;0.7;0.7;65
4081;011170 Breakfast cereals;2017 September;98.57;98.57;0.0;0.0;2.2;2.2;65
4082;011170 Breakfast cereals;2017 October;99.28;99.28;0.7;0.7;2.9;2.9;65
4083;011170 Breakfast cereals;2017 November;99.28;99.28;0.0;0.0;2.9;2.9;65
4084;011170 Breakfast cereals;2017 December;98.22;98.22;-1.1;-1.1;4.6;4.6;65
4085;011170 Breakfast cereals;2017;98.27;98.27;;;0.8;0.8;65
4086;011170 Breakfast cereals;2018 January;94.5;94.5;-3.8;-3.8;-0.8;-0.8;63
4087;011170 Breakfast cereals;2018 February;99.57;99.57;5.4;5.4;0.3;0.3;63
4088;011170 Breakfast cereals;2018 March;97.11;97.11;-2.5;-2.5;-1.7;-1.7;63
4089;011170 Breakfast cereals;2018 April;98.31;98.31;1.2;1.2;-0.1;-0.1;63
4090;011170 Breakfast cereals;2018 May;99.63;99.63;1.3;1.3;2.6;2.6;63
4091;011170 Breakfast cereals;2018 June;99.4;99.4;-0.2;-0.2;2.5;2.5;63
4092;011170 Breakfast cereals;2018 July;99.88;99.88;0.5;0.5;0.4;0.4;63
4093;011170 Breakfast cereals;2018 August;100.21;100.21;0.3;0.3;1.7;1.7;63
4094;011170 Breakfast cereals;2018 September;97.62;97.62;-2.6;-2.6;-1.0;-1.0;63
4095;011170 Breakfast cereals;2018 October;99.49;99.49;1.9;1.9;0.2;0.2;63
4096;011170 Breakfast cereals;2018 November;97.61;97.61;-1.9;-1.9;-1.7;-1.7;63
4097;011170 Breakfast cereals;2018 December;100.19;100.19;2.6;2.6;2.0;2.0;63
4098;011170 Breakfast cereals;2018;98.63;98.63;;;0.4;0.4;63
4099;011170 Breakfast cereals;2019 January;99.67;96.93;-0.5;-3.3;5.5;2.6;76
4100;011170 Breakfast cereals;2019 February;103.37;100.53;3.7;3.7;3.8;1.0;76
4101;011170 Breakfast cereals;2019 March;103.42;100.57;0.0;0.0;6.5;3.6;76
4102;011170 Breakfast cereals;2019 April;104.32;101.45;0.9;0.9;6.1;3.2;76
4103;011170 Breakfast cereals;2019 May;103.93;101.07;-0.4;-0.4;4.3;1.4;76
4104;011170 Breakfast cereals;2019 June;103.53;100.68;-0.4;-0.4;4.2;1.3;76
4105;011170 Breakfast cereals;2019 July;102.21;99.39;-1.3;-1.3;2.3;-0.5;76
4106;011170 Breakfast cereals;2019 August;103.27;100.43;1.0;1.0;3.1;0.2;76
4107;011170 Breakfast cereals;2019 September;102.34;99.52;-0.9;-0.9;4.8;1.9;76
4108;011170 Breakfast cereals;2019 October;104.51;101.63;2.1;2.1;5.0;2.2;76
4109;011170 Breakfast cereals;2019 November;102.27;99.46;-2.1;-2.1;4.8;1.9;76
4110;011170 Breakfast cereals;2019 December;101.7;98.9;-0.6;-0.6;1.5;-1.3;76
4111;011170 Breakfast cereals;2019;102.88;100.05;;;4.3;1.4;76
4112;011170 Breakfast cereals;2020 January;100.19;97.43;-1.5;-1.5;0.5;0.5;68
4113;011170 Breakfast cereals;2020 February;104.22;101.35;4.0;4.0;0.8;0.8;68
4114;011170 Breakfast cereals;2020 March;104.12;101.25;-0.1;-0.1;0.7;0.7;68
4115;011170 Breakfast cereals;2020 April;105.63;102.72;1.5;1.5;1.3;1.3;68
4116;011170 Breakfast cereals;2020 May;105.51;102.61;-0.1;-0.1;1.5;1.5;68
4117;011170 Breakfast cereals;2020 June;105.68;102.77;0.2;0.2;2.1;2.1;68
4118;011170 Breakfast cereals;2020 July;106.08;103.16;0.4;0.4;3.8;3.8;68
4119;011170 Breakfast cereals;2020 August;106.05;103.13;0.0;0.0;2.7;2.7;68
4120;011170 Breakfast cereals;2020 September;104.0;101.13;-1.9;-1.9;1.6;1.6;68
4121;011170 Breakfast cereals;2020 October;104.66;101.78;0.6;0.6;0.1;0.1;68
4122;011170 Breakfast cereals;2020 November;104.97;102.08;0.3;0.3;2.6;2.6;68
4123;011170 Breakfast cereals;2020 December;105.81;102.9;0.8;0.8;4.0;4.0;68
4124;011170 Breakfast cereals;2020;104.74;101.86;;;1.8;1.8;68
4125;011170 Breakfast cereals;2021 January;101.49;98.7;-4.1;-4.1;1.3;1.3;82
4126;011170 Breakfast cereals;2021 February;106.46;103.53;4.9;4.9;2.1;2.2;82
4127;011170 Breakfast cereals;2021 March;106.13;103.21;-0.3;-0.3;1.9;1.9;82
4128;011170 Breakfast cereals;2021 April;106.63;103.69;0.5;0.5;0.9;0.9;82
4129;011170 Breakfast cereals;2021 May;106.4;103.47;-0.2;-0.2;0.8;0.8;82
4130;011170 Breakfast cereals;2021 June;106.23;103.31;-0.2;-0.2;0.5;0.5;82
4131;011170 Breakfast cereals;2021 July;107.38;104.43;1.1;1.1;1.2;1.2;82
4132;011170 Breakfast cereals;2021 August;108.01;105.04;0.6;0.6;1.8;1.9;82
4133;011170 Breakfast cereals;2021 September;104.76;101.88;-3.0;-3.0;0.7;0.7;82
4134;011170 Breakfast cereals;2021 October;108.2;105.22;3.3;3.3;3.4;3.4;82
4135;011170 Breakfast cereals;2021 November;108.39;105.41;0.2;0.2;3.3;3.3;82
4136;011170 Breakfast cereals;2021 December;107.62;104.66;-0.7;-0.7;1.7;1.7;82
4137;011170 Breakfast cereals;2021;106.48;103.55;;;1.7;1.7;82
4138;011170 Breakfast cereals;2022 January;105.28;102.38;-2.2;-2.2;3.7;3.7;75
4139;011170 Breakfast cereals;2022 February;110.97;107.91;5.4;5.4;4.2;4.2;75
4140;011170 Breakfast cereals;2022 March;110.46;107.42;-0.5;-0.5;4.1;4.1;75
4141;011170 Breakfast cereals;2022 April;112.55;109.46;1.9;1.9;5.6;5.6;75
4142;011170 Breakfast cereals;2022 May;112.84;109.73;0.3;0.2;6.1;6.1;75
4143;011170 Breakfast cereals;2022 June;115.89;112.7;2.7;2.7;9.1;9.1;75
4144;011170 Breakfast cereals;2022 July;117.65;114.41;1.5;1.5;9.6;9.6;75
4145;011170 Breakfast cereals;2022 August;119.63;116.34;1.7;1.7;10.8;10.8;75
4146;011170 Breakfast cereals;2022 September;117.8;114.55;-1.5;-1.5;12.4;12.4;75
4147;011170 Breakfast cereals;2022 October;119.62;116.33;1.5;1.6;10.6;10.6;75
4148;011170 Breakfast cereals;2022 November;122.9;119.52;2.7;2.7;13.4;13.4;75
4149;011170 Breakfast cereals;2022 December;125.42;121.97;2.1;2.0;16.5;16.5;75
4150;011170 Breakfast cereals;2022;115.92;112.73;;;8.9;8.9;75
4151;011170 Breakfast cereals;2023 January;126.34;122.86;0.7;0.7;20.0;20.0;88
4152;011170 Breakfast cereals;2023 February;131.3;127.69;3.9;3.9;18.3;18.3;88
4153;011170 Breakfast cereals;2023 March;131.16;127.55;-0.1;-0.1;18.7;18.7;88
4154;011170 Breakfast cereals;2023 April;132.97;129.31;1.4;1.4;18.1;18.1;88
4155;011170 Breakfast cereals;2023 May;136.82;133.05;2.9;2.9;21.3;21.3;88
4156;011170 Breakfast cereals;2023 June;130.9;127.29;-4.3;-4.3;13.0;12.9;88
4157;011170 Breakfast cereals;2023 July;134.46;130.76;2.7;2.7;14.3;14.3;88
4158;011170 Breakfast cereals;2023 August;134.89;131.18;0.3;0.3;12.8;12.8;88
4159;011170 Breakfast cereals;2023 September;131.61;127.98;-2.4;-2.4;11.7;11.7;88
4160;011170 Breakfast cereals;2023 October;134.46;130.76;2.2;2.2;12.4;12.4;88
4161;011170 Breakfast cereals;2023 November;130.41;126.82;-3.0;-3.0;6.1;6.1;88
4162;011170 Breakfast cereals;2023 December;133.12;129.46;2.1;2.1;6.1;6.1;88
4163;011170 Breakfast cereals;2023;132.37;128.73;;;14.2;14.2;88
4164;011170 Breakfast cereals;2024 January;130.76;127.16;-1.8;-1.8;3.5;3.5;68
4165;011170 Breakfast cereals;2024 February;130.5;126.91;-0.2;-0.2;-0.6;-0.6;68
4166;011170 Breakfast cereals;2024 March;131.05;127.44;0.4;0.4;-0.1;-0.1;68
4167;011170 Breakfast cereals;2024 April;128.95;125.4;-1.6;-1.6;-3.0;-3.0;68
4168;011170 Breakfast cereals;2024 May;128.42;124.89;-0.4;-0.4;-6.1;-6.1;68
4169;011170 Breakfast cereals;2024 June;132.85;129.2;3.4;3.5;1.5;1.5;68
4170;011170 Breakfast cereals;2024 July;133.26;129.59;0.3;0.3;-0.9;-0.9;68
4171;011170 Breakfast cereals;2024 August;128.16;124.63;-3.8;-3.8;-5.0;-5.0;68
4172;011170 Breakfast cereals;2024 September;132.81;129.16;3.6;3.6;0.9;0.9;68
4173;011170 Breakfast cereals;2024 October;130.35;126.76;-1.9;-1.9;-3.1;-3.1;68
4174;011170 Breakfast cereals;2024 November;131.98;128.35;1.3;1.3;1.2;1.2;68
4175;011170 Breakfast cereals;2024 December;134.52;130.82;1.9;1.9;1.1;1.1;68
4176;011170 Breakfast cereals;2024;131.13;127.53;;;-0.9;-0.9;68
4177;011170 Breakfast cereals;2025 January;133.16;129.49;-1.0;-1.0;1.8;1.8;75
4178;011170 Breakfast cereals;2025 February;135.96;132.22;2.1;2.1;4.2;4.2;75
4179;011170 Breakfast cereals;2025 March;134.93;131.22;-0.8;-0.8;3.0;3.0;75
4180;011180 Other cereal products;1996 January;117.78;117.78;;;;;31
4181;011180 Other cereal products;1996 February;117.42;117.42;-0.3;-0.3;;;31
4182;011180 Other cereal products;1996 March;117.47;117.47;0.0;0.0;;;31
4183;011180 Other cereal products;1996 April;116.97;116.97;-0.4;-0.4;;;31
4184;011180 Other cereal products;1996 May;116.87;116.87;-0.1;-0.1;;;31
4185;011180 Other cereal products;1996 June;116.64;116.64;-0.2;-0.2;;;31
4186;011180 Other cereal products;1996 July;116.48;116.48;-0.1;-0.1;;;31
4187;011180 Other cereal products;1996 August;115.4;115.4;-0.9;-0.9;;;31
4188;011180 Other cereal products;1996 September;114.33;114.33;-0.9;-0.9;;;31
4189;011180 Other cereal products;1996 October;114.33;114.33;0.0;0.0;;;31
4190;011180 Other cereal products;1996 November;113.84;113.84;-0.4;-0.4;;;31
4191;011180 Other cereal products;1996 December;113.48;113.48;-0.3;-0.3;;;31
4192;011180 Other cereal products;1996;115.92;115.92;;;;;31
4193;011180 Other cereal products;1997 January;112.7;112.7;-0.7;-0.7;-4.3;-4.3;31
4194;011180 Other cereal products;1997 February;112.44;112.44;-0.2;-0.2;-4.2;-4.2;31
4195;011180 Other cereal products;1997 March;113.23;113.23;0.7;0.7;-3.6;-3.6;31
4196;011180 Other cereal products;1997 April;113.71;113.71;0.4;0.4;-2.8;-2.8;31
4197;011180 Other cereal products;1997 May;114.3;114.3;0.5;0.5;-2.2;-2.2;31
4198;011180 Other cereal products;1997 June;113.74;113.74;-0.5;-0.5;-2.5;-2.5;31
4199;011180 Other cereal products;1997 July;115.54;115.54;1.6;1.6;-0.8;-0.8;31
4200;011180 Other cereal products;1997 August;115.74;115.74;0.2;0.2;0.3;0.3;31
4201;011180 Other cereal products;1997 September;116.2;116.2;0.4;0.4;1.6;1.6;31
4202;011180 Other cereal products;1997 October;116.88;116.88;0.6;0.6;2.2;2.2;31
4203;011180 Other cereal products;1997 November;116.72;116.72;-0.1;-0.1;2.5;2.5;31
4204;011180 Other cereal products;1997 December;115.67;115.67;-0.9;-0.9;1.9;1.9;31
4205;011180 Other cereal products;1997;114.74;114.74;;;-1.0;-1.0;31
4206;011180 Other cereal products;1998 January;116.31;116.31;0.6;0.6;3.2;3.2;31
4207;011180 Other cereal products;1998 February;115.83;115.83;-0.4;-0.4;3.0;3.0;31
4208;011180 Other cereal products;1998 March;116.62;116.62;0.7;0.7;3.0;3.0;31
4209;011180 Other cereal products;1998 April;117.18;117.18;0.5;0.5;3.1;3.1;31
4210;011180 Other cereal products;1998 May;117.18;117.18;0.0;0.0;2.5;2.5;31
4211;011180 Other cereal products;1998 June;117.63;117.63;0.4;0.4;3.4;3.4;31
4212;011180 Other cereal products;1998 July;117.36;117.36;-0.2;-0.2;1.6;1.6;31
4213;011180 Other cereal products;1998 August;117.14;117.14;-0.2;-0.2;1.2;1.2;31
4214;011180 Other cereal products;1998 September;117.0;117.0;-0.1;-0.1;0.7;0.7;31
4215;011180 Other cereal products;1998 October;118.17;118.17;1.0;1.0;1.1;1.1;31
4216;011180 Other cereal products;1998 November;119.16;119.16;0.8;0.8;2.1;2.1;31
4217;011180 Other cereal products;1998 December;119.01;119.01;-0.1;-0.1;2.9;2.9;31
4218;011180 Other cereal products;1998;117.38;117.38;;;2.3;2.3;31
4219;011180 Other cereal products;1999 January;117.98;117.98;-0.9;-0.9;1.4;1.4;31
4220;011180 Other cereal products;1999 February;117.99;117.99;0.0;0.0;1.9;1.9;31
4221;011180 Other cereal products;1999 March;118.54;118.54;0.5;0.5;1.6;1.6;31
4222;011180 Other cereal products;1999 April;118.14;118.14;-0.3;-0.3;0.8;0.8;31
4223;011180 Other cereal products;1999 May;118.41;118.41;0.2;0.2;1.0;1.0;31
4224;011180 Other cereal products;1999 June;118.04;118.04;-0.3;-0.3;0.3;0.3;31
4225;011180 Other cereal products;1999 July;118.3;118.3;0.2;0.2;0.8;0.8;31
4226;011180 Other cereal products;1999 August;119.47;119.47;1.0;1.0;2.0;2.0;31
4227;011180 Other cereal products;1999 September;120.42;120.42;0.8;0.8;2.9;2.9;31
4228;011180 Other cereal products;1999 October;120.38;120.38;0.0;0.0;1.9;1.9;31
4229;011180 Other cereal products;1999 November;120.69;120.69;0.3;0.3;1.3;1.3;31
4230;011180 Other cereal products;1999 December;120.0;120.0;-0.6;-0.6;0.8;0.8;31
4231;011180 Other cereal products;1999;119.03;119.03;;;1.4;1.4;31
4232;011180 Other cereal products;2000 January;120.0;120.0;0.0;0.0;1.7;1.7;26
4233;011180 Other cereal products;2000 February;119.48;119.48;-0.4;-0.4;1.3;1.3;26
4234;011180 Other cereal products;2000 March;114.47;114.47;-4.2;-4.2;-3.4;-3.4;26
4235;011180 Other cereal products;2000 April;114.23;114.23;-0.2;-0.2;-3.3;-3.3;26
4236;011180 Other cereal products;2000 May;115.08;115.08;0.7;0.7;-2.8;-2.8;26
4237;011180 Other cereal products;2000 June;115.17;115.17;0.1;0.1;-2.4;-2.4;26
4238;011180 Other cereal products;2000 July;114.97;114.97;-0.2;-0.2;-2.8;-2.8;26
4239;011180 Other cereal products;2000 August;114.91;114.91;-0.1;-0.1;-3.8;-3.8;26
4240;011180 Other cereal products;2000 September;114.91;114.91;0.0;0.0;-4.6;-4.6;26
4241;011180 Other cereal products;2000 October;115.03;115.03;0.1;0.1;-4.4;-4.4;26
4242;011180 Other cereal products;2000 November;116.36;116.36;1.2;1.2;-3.6;-3.6;26
4243;011180 Other cereal products;2000 December;115.31;115.31;-0.9;-0.9;-3.9;-3.9;26
4244;011180 Other cereal products;2000;115.83;115.83;;;-2.7;-2.7;26
4245;011180 Other cereal products;2001 January;115.54;115.54;0.2;0.2;-3.7;-3.7;26
4246;011180 Other cereal products;2001 February;115.17;115.17;-0.3;-0.3;-3.6;-3.6;26
4247;011180 Other cereal products;2001 March;116.95;116.95;1.5;1.5;2.2;2.2;26
4248;011180 Other cereal products;2001 April;116.79;116.79;-0.1;-0.1;2.2;2.2;26
4249;011180 Other cereal products;2001 May;116.68;116.68;-0.1;-0.1;1.4;1.4;26
4250;011180 Other cereal products;2001 June;117.2;117.2;0.4;0.4;1.8;1.8;26
4251;011180 Other cereal products;2001 July;116.94;116.94;-0.2;-0.2;1.7;1.7;26
4252;011180 Other cereal products;2001 August;118.22;118.22;1.1;1.1;2.9;2.9;26
4253;011180 Other cereal products;2001 September;118.34;118.34;0.1;0.1;3.0;3.0;26
4254;011180 Other cereal products;2001 October;119.1;119.1;0.6;0.6;3.5;3.5;26
4255;011180 Other cereal products;2001 November;120.15;120.15;0.9;0.9;3.3;3.3;26
4256;011180 Other cereal products;2001 December;118.32;118.32;-1.5;-1.5;2.6;2.6;26
4257;011180 Other cereal products;2001;117.45;117.45;;;1.4;1.4;26
4258;011180 Other cereal products;2002 January;118.62;118.62;0.3;0.3;2.7;2.7;26
4259;011180 Other cereal products;2002 February;118.68;118.68;0.1;0.1;3.0;3.0;26
4260;011180 Other cereal products;2002 March;118.96;118.96;0.2;0.2;1.7;1.7;26
4261;011180 Other cereal products;2002 April;123.12;123.12;3.5;3.5;5.4;5.4;26
4262;011180 Other cereal products;2002 May;123.36;123.36;0.2;0.2;5.7;5.7;26
4263;011180 Other cereal products;2002 June;124.11;124.11;0.6;0.6;5.9;5.9;26
4264;011180 Other cereal products;2002 July;122.59;122.59;-1.2;-1.2;4.8;4.8;26
4265;011180 Other cereal products;2002 August;121.43;121.43;-0.9;-0.9;2.7;2.7;26
4266;011180 Other cereal products;2002 September;124.38;124.38;2.4;2.4;5.1;5.1;26
4267;011180 Other cereal products;2002 October;123.64;123.64;-0.6;-0.6;3.8;3.8;26
4268;011180 Other cereal products;2002 November;123.39;123.39;-0.2;-0.2;2.7;2.7;26
4269;011180 Other cereal products;2002 December;123.22;123.22;-0.1;-0.1;4.1;4.1;26
4270;011180 Other cereal products;2002;122.13;122.13;;;4.0;4.0;26
4271;011180 Other cereal products;2003 January;123.41;123.41;0.2;0.2;4.0;4.0;26
4272;011180 Other cereal products;2003 February;123.06;123.06;-0.3;-0.3;3.7;3.7;26
4273;011180 Other cereal products;2003 March;122.27;122.27;-0.6;-0.6;2.8;2.8;26
4274;011180 Other cereal products;2003 April;123.11;123.11;0.7;0.7;0.0;0.0;26
4275;011180 Other cereal products;2003 May;124.37;124.37;1.0;1.0;0.8;0.8;26
4276;011180 Other cereal products;2003 June;124.38;124.38;0.0;0.0;0.2;0.2;26
4277;011180 Other cereal products;2003 July;123.74;123.74;-0.5;-0.5;0.9;0.9;26
4278;011180 Other cereal products;2003 August;122.99;122.99;-0.6;-0.6;1.3;1.3;26
4279;011180 Other cereal products;2003 September;121.91;121.91;-0.9;-0.9;-2.0;-2.0;26
