ID;EnterprisesByActivitySIC93;Periods;RealisationIncreased_1;RealisationRemainedTheSame_2;RealisationDecreased_3;RealisationBalance_4;ForecastIncrease_5;ForecastRemainTheSame_6;ForecastDecrease_7;ForecastBalance_8;CapacityUtilisation_9;CapacityTooLarge_10;CapacitySatisfactory_11;CapacityTooSmall_12;CapacityBalance_13;NoObstaclesToProduction_14;ObstaclesBecauseOfInsufficientDemand_15;ObstaclesBecauseOfLabourShortage_16;ObstaclesTechnCapAndOrMaterials_17;OtherObstacles_18;OrdersReceivedIncreased_19;OrdersReceivedRemainedTheSame_20;OrdersReceivedDecreased_21;OrdersReceivedBalance_22;DomesticOrdersIncreased_23;DomesticOrdersRemainedTheSame_24;DomesticOrdersDecreased_25;DomesticOrdersBalance_26;ForeignOrdersIncreased_27;ForeignOrdersRemainedTheSame_28;ForeignOrdersDecreased_29;ForeignOrdersBalance_30;OrdersReceivedLarge_31;OrdersReceivedNormal_32;OrdersReceivedSmall_33;OrdersReceivedBalance_34;Index_35;OrderPositionLarge_36;OrderPositionNormal_37;OrderPositionSmall_38;OrderPositionBalance_39;ForeignOrderPositionLarge_40;ForeignOrderPositionNormal_41;ForeignOrderPositionSmall_42;ForeignOrderPositionBalance_43;SalesPricesRise_44;SalesPricesRemainTheSame_45;SalesPricesFall_46;SalesPricesBalance_47;StocksFinalProductsTooLarge_48;StocksFinalProductsSufficient_49;StocksFinalProductsTooSmall_50;StocksFinalProductsBalance_51;CompetitivePositionImproved_52;CompetitivePositionRemainedTheSame_53;CompetitivePositionDeclined_54;CompetitivePositionBalance_55;CompetitivePositionImproved_56;CompetitivePositionRemainedTheSame_57;CompetitivePositionDeclined_58;CompetitivePositionBalance_59;CompetitivePositionImproved_60;CompetitivePositionRemainedTheSame_61;CompetitivePositionDeclined_62;CompetitivePositionBalance_63;ForeignSalesIncrease_64;ForeignSalesRemainTheSame_65;ForeignSalesDecrease_66;ForeignSalesBalance_67;NumberOfEmployeesIncrease_68;NumberOfEmployeesRemainTheSame_69;NumberOfEmployeesDecrease_70;Balance_71;RealisationProduction_72;ForecastProduction_73;OpinionOnProductionCapacity_74;TotalOrdersReceived_75;DomesticOrders_76;ForeignOrders_77;OpinionOnOrdersReceived_78;TotalOrderPosition_79;ForeignOrderPosition_80;SalesPrices_81;StocksFinalProducts_82;DutchMarket_83;InsideTheEU_84;OutsideTheEU_85;ForeignSales_86;NumberOfEmployees_87
797;Sector non-durable consumer goods;2010 January;34.0;48.0;18.0;16.0;10.0;54.0;36.0;-26.0;79.4;7.0;88.0;5.0;2.0;55.0;39.0;1.0;1.0;4.0;22.0;60.0;18.0;4.0;;;;;;;;;;;;;99.3;3.0;82.0;15.0;-12.0;4.0;89.0;14.0;-10.0;14.0;66.0;20.0;-6.0;8.0;85.0;7.0;1.0;6.0;92.0;2.0;4.0;7.0;90.0;3.0;4.0;0.0;97.0;3.0;-3.0;13.0;55.0;32.0;-19.0;5.0;78.0;17.0;-12.0;16.0;-26.0;2.0;4.0;;;;-12.0;-10.0;-6.0;1.0;4.0;4.0;-3.0;-19.0;-12.0
798;Sector non-durable consumer goods;2010 February;24.0;56.0;20.0;4.0;17.0;63.0;20.0;-3.0;;;;;;;;;;;14.0;62.0;24.0;-10.0;;;;;;;;;;;;;98.5;2.0;83.0;15.0;-13.0;2.0;90.0;14.0;-12.0;12.0;79.0;9.0;3.0;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;4.0;77.0;19.0;-15.0;4.0;-3.0;;-10.0;;;;-13.0;-12.0;3.0;5.0;;;;;-15.0
799;Sector non-durable consumer goods;2010 March;12.0;66.0;22.0;-10.0;30.0;63.0;7.0;23.0;;;;;;;;;;;22.0;59.0;19.0;3.0;;;;;;;;;;;;;104.2;5.0;78.0;17.0;-12.0;1.0;85.0;10.0;-9.0;11.0;82.0;7.0;4.0;9.0;89.0;2.0;7.0;;;;;;;;;;;;;;;;;3.0;85.0;12.0;-9.0;-10.0;23.0;;3.0;;;;-12.0;-9.0;4.0;7.0;;;;;-9.0
800;Sector non-durable consumer goods;2010 April;18.0;51.0;31.0;-13.0;37.0;57.0;6.0;31.0;79.0;9.0;88.0;3.0;6.0;62.0;28.0;0.0;3.0;7.0;25.0;52.0;23.0;2.0;;;;;;;;;;;;;105.8;2.0;84.0;14.0;-12.0;2.0;83.0;10.0;-8.0;9.0;79.0;12.0;-3.0;8.0;91.0;1.0;7.0;13.0;81.0;6.0;7.0;8.0;89.0;3.0;5.0;3.0;96.0;1.0;2.0;17.0;77.0;6.0;11.0;5.0;81.0;14.0;-9.0;-13.0;31.0;6.0;2.0;;;;-12.0;-8.0;-3.0;7.0;7.0;5.0;2.0;11.0;-9.0
801;Sector non-durable consumer goods;2010 May;17.0;71.0;12.0;5.0;18.0;70.0;12.0;6.0;;;;;;;;;;;22.0;65.0;13.0;9.0;;;;;;;;;;;;;104.4;4.0;81.0;15.0;-11.0;2.0;86.0;16.0;-14.0;11.0;82.0;7.0;4.0;8.0;91.0;1.0;7.0;;;;;;;;;;;;;;;;;7.0;80.0;13.0;-6.0;5.0;6.0;;9.0;;;;-11.0;-14.0;4.0;7.0;;;;;-6.0
802;Sector non-durable consumer goods;2010 June;15.0;71.0;14.0;1.0;16.0;65.0;19.0;-3.0;;;;;;;;;;;14.0;70.0;16.0;-2.0;;;;;;;;;;;;;104.7;2.0;80.0;18.0;-16.0;2.0;91.0;11.0;-9.0;5.0;86.0;9.0;-4.0;7.0;90.0;3.0;4.0;;;;;;;;;;;;;;;;;4.0;82.0;14.0;-10.0;1.0;-3.0;;-2.0;;;;-16.0;-9.0;-4.0;4.0;;;;;-10.0
803;Sector non-durable consumer goods;2010 July;19.0;73.0;8.0;11.0;15.0;62.0;23.0;-8.0;80.4;6.0;90.0;4.0;2.0;68.0;18.0;1.0;2.0;11.0;17.0;74.0;9.0;8.0;;;;;;;;;;;;;104.1;3.0;84.0;13.0;-10.0;2.0;91.0;11.0;-9.0;6.0;92.0;2.0;4.0;9.0;89.0;2.0;7.0;8.0;91.0;1.0;7.0;2.0;96.0;2.0;0.0;4.0;95.0;1.0;3.0;7.0;87.0;6.0;1.0;10.0;80.0;10.0;0.0;11.0;-8.0;2.0;8.0;;;;-10.0;-9.0;4.0;7.0;7.0;0.0;3.0;1.0;0.0
804;Sector non-durable consumer goods;2010 August;13.0;73.0;14.0;-1.0;33.0;60.0;7.0;26.0;;;;;;;;;;;20.0;66.0;14.0;6.0;;;;;;;;;;;;;109.7;1.0;84.0;15.0;-14.0;2.0;94.0;8.0;-6.0;12.0;87.0;1.0;11.0;9.0;88.0;3.0;6.0;;;;;;;;;;;;;;;;;10.0;79.0;11.0;-1.0;-1.0;26.0;;6.0;;;;-14.0;-6.0;11.0;6.0;;;;;-1.0
805;Sector non-durable consumer goods;2010 September;17.0;67.0;16.0;1.0;41.0;54.0;5.0;36.0;;;;;;;;;;;15.0;66.0;19.0;-4.0;;;;;;;;;;;;;106.1;3.0;85.0;12.0;-9.0;5.0;82.0;9.0;-4.0;10.0;79.0;11.0;-1.0;11.0;88.0;1.0;10.0;;;;;;;;;;;;;;;;;9.0;77.0;14.0;-5.0;1.0;36.0;;-4.0;;;;-9.0;-4.0;-1.0;10.0;;;;;-5.0
806;Sector non-durable consumer goods;2010 October;13.0;77.0;10.0;3.0;35.0;51.0;14.0;21.0;80.8;9.0;84.0;7.0;2.0;65.0;21.0;1.0;3.0;10.0;18.0;65.0;17.0;1.0;;;;;;;;;;;;;105.7;4.0;82.0;14.0;-10.0;3.0;82.0;11.0;-8.0;14.0;84.0;2.0;12.0;9.0;89.0;2.0;7.0;10.0;86.0;4.0;6.0;2.0;96.0;2.0;0.0;2.0;97.0;1.0;1.0;19.0;60.0;21.0;-2.0;8.0;79.0;13.0;-5.0;3.0;21.0;2.0;1.0;;;;-10.0;-8.0;12.0;7.0;6.0;0.0;1.0;-2.0;-5.0
807;Sector non-durable consumer goods;2010 November;32.0;55.0;13.0;19.0;20.0;66.0;14.0;6.0;;;;;;;;;;;23.0;63.0;14.0;9.0;;;;;;;;;;;;;109.1;4.0;82.0;14.0;-10.0;3.0;81.0;11.0;-8.0;18.0;77.0;5.0;13.0;6.0;92.0;2.0;4.0;;;;;;;;;;;;;;;;;8.0;81.0;11.0;-3.0;19.0;6.0;;9.0;;;;-10.0;-8.0;13.0;4.0;;;;;-3.0
808;Sector non-durable consumer goods;2010 December;45.0;52.0;3.0;42.0;17.0;46.0;37.0;-20.0;;;;;;;;;;;28.0;68.0;4.0;24.0;;;;;;;;;;;;;106.7;9.0;81.0;10.0;-1.0;8.0;79.0;8.0;0.0;18.0;79.0;3.0;15.0;5.0;92.0;3.0;2.0;;;;;;;;;;;;;;;;;10.0;76.0;14.0;-4.0;42.0;-20.0;;24.0;;;;-1.0;0.0;15.0;2.0;;;;;-4.0
809;Sector non-durable consumer goods;2011 January;38.0;45.0;17.0;21.0;8.0;55.0;37.0;-29.0;77.9;7.0;89.0;4.0;3.0;67.0;24.0;1.0;3.0;5.0;28.0;62.0;10.0;18.0;;;;;;;;;;;;;104.2;4.0;85.0;11.0;-7.0;2.0;92.0;8.0;-6.0;21.0;76.0;3.0;18.0;4.0;94.0;2.0;2.0;14.0;76.0;10.0;4.0;6.0;92.0;2.0;4.0;4.0;92.0;4.0;0.0;15.0;62.0;23.0;-8.0;8.0;78.0;14.0;-6.0;21.0;-29.0;3.0;18.0;;;;-7.0;-6.0;18.0;2.0;4.0;4.0;0.0;-8.0;-6.0
810;Sector non-durable consumer goods;2011 February;25.0;65.0;10.0;15.0;17.0;55.0;28.0;-11.0;;;;;;;;;;;18.0;65.0;17.0;1.0;;;;;;;;;;;;;102.1;3.0;84.0;13.0;-10.0;3.0;92.0;8.0;-5.0;14.0;78.0;8.0;6.0;7.0;91.0;2.0;5.0;;;;;;;;;;;;;;;;;8.0;81.0;11.0;-3.0;15.0;-11.0;;1.0;;;;-10.0;-5.0;6.0;5.0;;;;;-3.0
811;Sector non-durable consumer goods;2011 March;27.0;49.0;24.0;3.0;29.0;57.0;14.0;15.0;;;;;;;;;;;31.0;47.0;22.0;9.0;;;;;;;;;;;;;111.0;8.0;78.0;14.0;-6.0;5.0;89.0;9.0;-4.0;27.0;69.0;4.0;23.0;6.0;92.0;2.0;4.0;;;;;;;;;;;;;;;;;10.0;79.0;11.0;-1.0;3.0;15.0;;9.0;;;;-6.0;-4.0;23.0;4.0;;;;;-1.0
812;Sector non-durable consumer goods;2011 April;23.0;54.0;23.0;0.0;25.0;63.0;12.0;13.0;78.1;12.0;85.0;3.0;9.0;73.0;17.0;3.0;1.0;6.0;23.0;56.0;21.0;2.0;;;;;;;;;;;;;112.1;4.0;87.0;9.0;-5.0;3.0;105.0;4.0;-1.0;24.0;75.0;1.0;23.0;8.0;90.0;2.0;6.0;6.0;92.0;2.0;4.0;5.0;94.0;1.0;4.0;1.0;98.0;1.0;0.0;8.0;72.0;20.0;-12.0;9.0;79.0;12.0;-3.0;0.0;13.0;9.0;2.0;;;;-5.0;-1.0;23.0;6.0;4.0;4.0;0.0;-12.0;-3.0
813;Sector non-durable consumer goods;2011 May;25.0;59.0;16.0;9.0;26.0;60.0;14.0;12.0;;;;;;;;;;;21.0;66.0;13.0;8.0;;;;;;;;;;;;;110.2;3.0;83.0;14.0;-11.0;5.0;94.0;5.0;0.0;26.0;70.0;4.0;22.0;5.0;92.0;3.0;2.0;;;;;;;;;;;;;;;;;5.0;82.0;13.0;-8.0;9.0;12.0;;8.0;;;;-11.0;0.0;22.0;2.0;;;;;-8.0
814;Sector non-durable consumer goods;2011 June;38.0;55.0;7.0;31.0;14.0;74.0;12.0;2.0;;;;;;;;;;;17.0;68.0;15.0;2.0;;;;;;;;;;;;;108.6;2.0;86.0;12.0;-10.0;3.0;83.0;6.0;-3.0;13.0;81.0;6.0;7.0;6.0;92.0;2.0;4.0;;;;;;;;;;;;;;;;;7.0;82.0;11.0;-4.0;31.0;2.0;;2.0;;;;-10.0;-3.0;7.0;4.0;;;;;-4.0
815;Sector non-durable consumer goods;2011 July;15.0;73.0;12.0;3.0;10.0;69.0;21.0;-11.0;78.5;4.0;92.0;4.0;0.0;69.0;14.0;1.0;1.0;15.0;11.0;76.0;13.0;-2.0;;;;;;;;;;;;;107.8;2.0;84.0;14.0;-12.0;3.0;82.0;6.0;-3.0;30.0;65.0;5.0;25.0;6.0;91.0;3.0;3.0;12.0;78.0;10.0;2.0;12.0;86.0;2.0;10.0;2.0;97.0;1.0;1.0;8.0;86.0;6.0;2.0;9.0;75.0;16.0;-7.0;3.0;-11.0;0.0;-2.0;;;;-12.0;-3.0;25.0;3.0;2.0;10.0;1.0;2.0;-7.0
816;Sector non-durable consumer goods;2011 August;10.0;67.0;23.0;-13.0;25.0;72.0;3.0;22.0;;;;;;;;;;;8.0;68.0;24.0;-16.0;;;;;;;;;;;;;109.5;3.0;80.0;17.0;-14.0;4.0;79.0;6.0;-2.0;15.0;83.0;2.0;13.0;6.0;91.0;3.0;3.0;;;;;;;;;;;;;;;;;3.0;81.0;16.0;-13.0;-13.0;22.0;;-16.0;;;;-14.0;-2.0;13.0;3.0;;;;;-13.0
817;Sector non-durable consumer goods;2011 September;5.0;71.0;24.0;-19.0;37.0;58.0;5.0;32.0;;;;;;;;;;;5.0;73.0;22.0;-17.0;;;;;;;;;;;;;107.6;3.0;86.0;11.0;-8.0;4.0;78.0;7.0;-3.0;10.0;85.0;5.0;5.0;5.0;92.0;3.0;2.0;;;;;;;;;;;;;;;;;5.0;81.0;14.0;-9.0;-19.0;32.0;;-17.0;;;;-8.0;-3.0;5.0;2.0;;;;;-9.0
818;Sector non-durable consumer goods;2011 October;20.0;68.0;12.0;8.0;35.0;59.0;6.0;29.0;78.2;3.0;92.0;5.0;-2.0;73.0;13.0;3.0;1.0;10.0;10.0;75.0;15.0;-5.0;;;;;;;;;;;;;107.1;2.0;87.0;11.0;-9.0;3.0;82.0;4.0;-1.0;23.0;71.0;6.0;17.0;5.0;92.0;3.0;2.0;17.0;77.0;6.0;11.0;10.0;88.0;2.0;8.0;7.0;92.0;1.0;6.0;14.0;83.0;3.0;11.0;7.0;80.0;13.0;-6.0;8.0;29.0;-2.0;-5.0;;;;-9.0;-1.0;17.0;2.0;11.0;8.0;6.0;11.0;-6.0
819;Sector consumer goods total;1989 February;14.0;69.0;17.0;-3.0;19.0;76.0;5.0;14.0;;;;;;;;;;;16.0;62.0;22.0;-6.0;19.0;63.0;18.0;1.0;13.0;59.0;28.0;-15.0;7.0;82.0;11.0;-4.0;89.1;5.0;83.0;12.0;-7.0;;;;;;;;;8.0;89.0;3.0;5.0;;;;;;;;;;;;;;;;;;;;;-3.0;14.0;;-6.0;1.0;-15.0;-4.0;-7.0;;;5.0;;;;;
820;Sector consumer goods total;1989 March;14.0;76.0;10.0;4.0;24.0;69.0;7.0;17.0;;;;;;;;;;;25.0;62.0;13.0;12.0;21.0;64.0;15.0;6.0;26.0;67.0;7.0;19.0;7.0;81.0;12.0;-5.0;89.1;5.0;83.0;12.0;-7.0;;;;;;;;;9.0;89.0;2.0;7.0;;;;;;;;;;;;;;;;;;;;;4.0;17.0;;12.0;6.0;19.0;-5.0;-7.0;;;7.0;;;;;
821;Sector consumer goods total;1989 April;25.0;70.0;5.0;20.0;18.0;76.0;6.0;12.0;85.2;9.0;86.0;5.0;4.0;84.0;8.0;2.0;2.0;4.0;26.0;64.0;10.0;16.0;28.0;64.0;8.0;20.0;18.0;71.0;11.0;7.0;7.0;83.0;10.0;-3.0;90.1;5.0;85.0;10.0;-5.0;;;;;;;;;6.0;90.0;4.0;2.0;;;;;;;;;;;;;36.0;57.0;7.0;29.0;9.0;70.0;21.0;-12.0;20.0;12.0;4.0;16.0;20.0;7.0;-3.0;-5.0;;;2.0;;;;29.0;-12.0
822;Sector consumer goods total;1989 May;18.0;73.0;9.0;9.0;17.0;75.0;8.0;9.0;;;;;;;;;;;17.0;66.0;17.0;0.0;16.0;71.0;13.0;3.0;14.0;62.0;24.0;-10.0;6.0;84.0;10.0;-4.0;91.5;4.0;86.0;10.0;-6.0;;;;;;;;;7.0;90.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;9.0;9.0;;0.0;3.0;-10.0;-4.0;-6.0;;;4.0;;;;;
823;Sector consumer goods total;1989 June;18.0;72.0;10.0;8.0;15.0;76.0;9.0;6.0;;;;;;;;;;;20.0;63.0;17.0;3.0;20.0;66.0;14.0;6.0;18.0;61.0;21.0;-3.0;9.0;81.0;10.0;-1.0;92.9;6.0;83.0;11.0;-5.0;;;;;;;;;7.0;88.0;5.0;2.0;;;;;;;;;;;;;;;;;;;;;8.0;6.0;;3.0;6.0;-3.0;-1.0;-5.0;;;2.0;;;;;
824;Sector consumer goods total;1989 July;18.0;71.0;11.0;7.0;12.0;76.0;12.0;0.0;85.5;7.0;88.0;5.0;2.0;82.0;9.0;2.0;3.0;4.0;24.0;63.0;13.0;11.0;19.0;64.0;17.0;2.0;23.0;67.0;10.0;13.0;7.0;84.0;9.0;-2.0;92.3;5.0;85.0;10.0;-5.0;;;;;;;;;8.0;87.0;5.0;3.0;;;;;;;;;;;;;18.0;77.0;5.0;13.0;7.0;73.0;20.0;-13.0;7.0;0.0;2.0;11.0;2.0;13.0;-2.0;-5.0;;;3.0;;;;13.0;-13.0
825;Sector consumer goods total;1989 August;9.0;78.0;13.0;-4.0;20.0;73.0;7.0;13.0;;;;;;;;;;;11.0;63.0;26.0;-15.0;14.0;69.0;17.0;-3.0;6.0;59.0;35.0;-29.0;5.0;87.0;8.0;-3.0;92.4;5.0;85.0;10.0;-5.0;;;;;;;;;7.0;90.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;-4.0;13.0;;-15.0;-3.0;-29.0;-3.0;-5.0;;;4.0;;;;;
826;Sector consumer goods total;1989 September;13.0;73.0;14.0;-1.0;21.0;69.0;10.0;11.0;;;;;;;;;;;27.0;58.0;15.0;12.0;24.0;60.0;16.0;8.0;28.0;59.0;13.0;15.0;6.0;85.0;9.0;-3.0;94.9;5.0;85.0;10.0;-5.0;;;;;;;;;6.0;90.0;4.0;2.0;;;;;;;;;;;;;;;;;;;;;-1.0;11.0;;12.0;8.0;15.0;-3.0;-5.0;;;2.0;;;;;
827;Sector consumer goods total;1989 October;25.0;63.0;12.0;13.0;20.0;71.0;9.0;11.0;85.6;6.0;88.0;6.0;0.0;84.0;7.0;2.0;3.0;4.0;36.0;54.0;10.0;26.0;33.0;58.0;9.0;24.0;38.0;50.0;12.0;26.0;6.0;86.0;8.0;-2.0;95.1;6.0;85.0;9.0;-3.0;;;;;;;;;5.0;91.0;4.0;1.0;;;;;;;;;;;;;14.0;81.0;5.0;9.0;9.0;71.0;20.0;-11.0;13.0;11.0;0.0;26.0;24.0;26.0;-2.0;-3.0;;;1.0;;;;9.0;-11.0
828;Sector consumer goods total;1989 November;13.0;75.0;12.0;1.0;13.0;80.0;7.0;6.0;;;;;;;;;;;18.0;66.0;16.0;2.0;16.0;66.0;18.0;-2.0;14.0;72.0;14.0;0.0;7.0;84.0;9.0;-2.0;95.9;7.0;83.0;10.0;-3.0;;;;;;;;;5.0;91.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;1.0;6.0;;2.0;-2.0;0.0;-2.0;-3.0;;;1.0;;;;;
829;Sector consumer goods total;1989 December;21.0;70.0;9.0;12.0;15.0;70.0;15.0;0.0;;;;;;;;;;;17.0;70.0;13.0;4.0;21.0;70.0;9.0;12.0;11.0;74.0;15.0;-4.0;8.0;84.0;8.0;0.0;94.3;5.0;85.0;10.0;-5.0;;;;;;;;;8.0;90.0;2.0;6.0;;;;;;;;;;;;;;;;;;;;;12.0;0.0;;4.0;12.0;-4.0;0.0;-5.0;;;6.0;;;;;
830;Sector consumer goods total;1990 January;13.0;76.0;11.0;2.0;16.0;72.0;12.0;4.0;86.4;8.0;87.0;5.0;3.0;85.0;6.0;2.0;2.0;5.0;16.0;68.0;16.0;0.0;17.0;72.0;11.0;6.0;13.0;70.0;17.0;-4.0;9.0;82.0;9.0;0.0;94.1;7.0;85.0;8.0;-1.0;;;;;;;;;7.0;90.0;3.0;4.0;;;;;;;;;;;;;12.0;80.0;8.0;4.0;15.0;75.0;10.0;5.0;2.0;4.0;3.0;0.0;6.0;-4.0;0.0;-1.0;;;4.0;;;;4.0;5.0
831;Sector consumer goods total;1990 February;11.0;75.0;14.0;-3.0;25.0;69.0;6.0;19.0;;;;;;;;;;;14.0;61.0;25.0;-11.0;13.0;63.0;24.0;-11.0;10.0;65.0;25.0;-15.0;6.0;83.0;11.0;-5.0;93.0;5.0;84.0;11.0;-6.0;;;;;;;;;7.0;87.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;-3.0;19.0;;-11.0;-11.0;-15.0;-5.0;-6.0;;;1.0;;;;;
832;Sector consumer goods total;1990 March;21.0;75.0;4.0;17.0;19.0;73.0;8.0;11.0;;;;;;;;;;;19.0;68.0;13.0;6.0;24.0;64.0;12.0;12.0;12.0;75.0;13.0;-1.0;6.0;82.0;12.0;-6.0;94.0;7.0;81.0;12.0;-5.0;;;;;;;;;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;;;;;17.0;11.0;;6.0;12.0;-1.0;-6.0;-5.0;;;5.0;;;;;
833;Sector consumer goods total;1990 April;22.0;68.0;10.0;12.0;21.0;74.0;5.0;16.0;85.9;6.0;88.0;6.0;0.0;83.0;5.0;4.0;2.0;6.0;39.0;49.0;12.0;27.0;29.0;57.0;14.0;15.0;47.0;45.0;8.0;39.0;8.0;84.0;8.0;0.0;96.7;7.0;85.0;8.0;-1.0;;;;;;;;;7.0;88.0;5.0;2.0;;;;;;;;;;;;;20.0;75.0;4.0;16.0;18.0;76.0;6.0;12.0;12.0;16.0;0.0;27.0;15.0;39.0;0.0;-1.0;;;2.0;;;;16.0;12.0
834;Sector consumer goods total;1990 May;20.0;72.0;8.0;12.0;17.0;75.0;8.0;9.0;;;;;;;;;;;15.0;69.0;16.0;-1.0;16.0;71.0;13.0;3.0;13.0;71.0;16.0;-3.0;7.0;84.0;9.0;-2.0;96.9;6.0;85.0;9.0;-3.0;;;;;;;;;7.0;88.0;5.0;2.0;;;;;;;;;;;;;;;;;;;;;12.0;9.0;;-1.0;3.0;-3.0;-2.0;-3.0;;;2.0;;;;;
835;Sector consumer goods total;1990 June;17.0;78.0;5.0;12.0;11.0;79.0;10.0;1.0;;;;;;;;;;;17.0;70.0;13.0;4.0;17.0;71.0;12.0;5.0;12.0;71.0;17.0;-5.0;6.0;86.0;8.0;-2.0;98.5;7.0;85.0;8.0;-1.0;;;;;;;;;7.0;88.0;5.0;2.0;;;;;;;;;;;;;;;;;;;;;12.0;1.0;;4.0;5.0;-5.0;-2.0;-1.0;;;2.0;;;;;
836;Sector consumer goods total;1990 July;13.0;70.0;17.0;-4.0;8.0;80.0;12.0;-4.0;86.0;6.0;88.0;6.0;0.0;83.0;7.0;4.0;3.0;3.0;16.0;60.0;24.0;-8.0;11.0;67.0;22.0;-11.0;17.0;59.0;24.0;-7.0;7.0;81.0;12.0;-5.0;98.4;6.0;84.0;10.0;-4.0;;;;;;;;;50.0;2.0;48.0;2.0;;;;;;;;;;;;;12.0;80.0;8.0;4.0;12.0;73.0;15.0;-3.0;-4.0;-4.0;0.0;-8.0;-11.0;-7.0;-5.0;-4.0;;;2.0;;;;4.0;-3.0
837;Sector consumer goods total;1990 August;13.0;77.0;10.0;3.0;17.0;74.0;9.0;8.0;;;;;;;;;;;16.0;63.0;21.0;-5.0;14.0;72.0;14.0;0.0;18.0;53.0;29.0;-11.0;6.0;85.0;9.0;-3.0;100.1;7.0;85.0;8.0;-1.0;;;;;;;;;9.0;88.0;3.0;6.0;;;;;;;;;;;;;;;;;;;;;3.0;8.0;;-5.0;0.0;-11.0;-3.0;-1.0;;;6.0;;;;;
838;Sector consumer goods total;1990 September;17.0;68.0;15.0;2.0;22.0;67.0;11.0;11.0;;;;;;;;;;;18.0;69.0;13.0;5.0;18.0;69.0;13.0;5.0;21.0;66.0;13.0;8.0;8.0;83.0;9.0;-1.0;98.4;8.0;83.0;9.0;-1.0;;;;;;;;;11.0;82.0;7.0;4.0;;;;;;;;;;;;;;;;;;;;;2.0;11.0;;5.0;5.0;8.0;-1.0;-1.0;;;4.0;;;;;
839;Sector consumer goods total;1990 October;19.0;65.0;16.0;3.0;18.0;73.0;9.0;9.0;85.9;4.0;86.0;10.0;-6.0;82.0;4.0;6.0;4.0;4.0;20.0;64.0;16.0;4.0;20.0;68.0;12.0;8.0;17.0;64.0;19.0;-2.0;8.0;81.0;11.0;-3.0;98.1;8.0;80.0;12.0;-4.0;;;;;;;;;10.0;83.0;7.0;3.0;;;;;;;;;;;;;18.0;71.0;11.0;7.0;11.0;80.0;9.0;2.0;3.0;9.0;-6.0;4.0;8.0;-2.0;-3.0;-4.0;;;3.0;;;;7.0;2.0
840;Sector consumer goods total;1990 November;23.0;66.0;11.0;12.0;13.0;76.0;11.0;2.0;;;;;;;;;;;23.0;63.0;14.0;9.0;22.0;64.0;14.0;8.0;15.0;70.0;15.0;0.0;10.0;78.0;12.0;-2.0;97.4;8.0;80.0;12.0;-4.0;5.0;86.0;9.0;-4.0;14.0;81.0;5.0;9.0;10.0;81.0;9.0;1.0;;;;;;;;;;;;;;;;;;;;;12.0;2.0;;9.0;8.0;0.0;-2.0;-4.0;-4.0;9.0;1.0;;;;;
841;Sector consumer goods total;1990 December;19.0;71.0;10.0;9.0;15.0;68.0;17.0;-2.0;;;;;;;;;;;17.0;70.0;13.0;4.0;19.0;67.0;14.0;5.0;14.0;78.0;8.0;6.0;7.0;82.0;11.0;-4.0;97.2;8.0;81.0;11.0;-3.0;6.0;83.0;11.0;-5.0;16.0;79.0;5.0;11.0;10.0;83.0;7.0;3.0;;;;;;;;;;;;;;;;;;;;;9.0;-2.0;;4.0;5.0;6.0;-4.0;-3.0;-5.0;11.0;3.0;;;;;
842;Sector consumer goods total;1991 January;11.0;78.0;11.0;0.0;13.0;73.0;14.0;-1.0;86.3;4.0;88.0;8.0;-4.0;83.0;7.0;4.0;4.0;2.0;12.0;75.0;13.0;-1.0;13.0;74.0;13.0;0.0;10.0;75.0;15.0;-5.0;9.0;80.0;11.0;-2.0;98.0;7.0;82.0;11.0;-4.0;4.0;85.0;11.0;-7.0;24.0;73.0;3.0;21.0;10.0;83.0;7.0;3.0;;;;;;;;;;;;;13.0;78.0;9.0;4.0;10.0;77.0;13.0;-3.0;0.0;-1.0;-4.0;-1.0;0.0;-5.0;-2.0;-4.0;-7.0;21.0;3.0;;;;4.0;-3.0
843;Sector consumer goods total;1991 February;12.0;75.0;13.0;-1.0;21.0;68.0;11.0;10.0;;;;;;;;;;;24.0;60.0;16.0;8.0;23.0;59.0;18.0;5.0;19.0;68.0;13.0;6.0;11.0;75.0;14.0;-3.0;94.1;8.0;80.0;12.0;-4.0;6.0;78.0;16.0;-10.0;14.0;81.0;5.0;9.0;10.0;83.0;7.0;3.0;;;;;;;;;;;;;;;;;;;;;-1.0;10.0;;8.0;5.0;6.0;-3.0;-4.0;-10.0;9.0;3.0;;;;;
844;Sector consumer goods total;1991 March;14.0;73.0;13.0;1.0;24.0;70.0;6.0;18.0;;;;;;;;;;;21.0;61.0;18.0;3.0;18.0;64.0;18.0;0.0;20.0;64.0;16.0;4.0;10.0;77.0;13.0;-3.0;94.8;8.0;81.0;11.0;-3.0;10.0;77.0;13.0;-3.0;14.0;81.0;5.0;9.0;7.0;83.0;10.0;-3.0;;;;;;;;;;;;;;;;;;;;;1.0;18.0;;3.0;0.0;4.0;-3.0;-3.0;-3.0;9.0;-3.0;;;;;
