ID;SIC1993SizeClasses;Periods;UnfilledVacancies_1;NewVacancies_2;FilledVacancies_3;UnfilledVacancies_4;NewVacancies_5;FilledVacancies_6
2048;66 Insurance and pension funds;2003 4th quarter;;;;0.9;1.0;1.0
2049;66 Insurance and pension funds;2003 annual figure;;;;1.0;2.0;2.0
2050;66 Insurance and pension funds;2004 1st quarter;;;;1.7;1.0;1.0
2051;66 Insurance and pension funds;2004 2nd quarter;;;;1.0;0.0;1.0
2052;66 Insurance and pension funds;2004 3rd quarter;;;;0.9;1.0;1.0
2053;66 Insurance and pension funds;2004 4th quarter;;;;1.1;1.0;1.0
2054;66 Insurance and pension funds;2004 annual figure;;;;1.1;4.0;3.0
2055;66 Insurance and pension funds;2005 1st quarter;;;;0.7;1.0;1.0
2056;66 Insurance and pension funds;2005 2nd quarter;;;;1.1;1.0;1.0
2057;66 Insurance and pension funds;2005 3rd quarter;;;;0.8;0.0;1.0
2058;66 Insurance and pension funds;2005 4th quarter;;;;1.2;1.0;1.0
2059;66 Insurance and pension funds;2005 annual figure;;;;1.0;3.0;3.0
2060;66 Insurance and pension funds;2006 1st quarter;;;;1.7;1.0;1.0
2061;66 Insurance and pension funds;2006 2nd quarter;;;;1.8;1.0;1.0
2062;66 Insurance and pension funds;2006 3rd quarter;;;;1.5;1.0;1.0
2063;66 Insurance and pension funds;2006 4th quarter;2.2;1.0;1.0;2.3;1.0;0.0
2064;66 Insurance and pension funds;2006 annual figure;;;;1.7;5.0;4.0
2065;66 Insurance and pension funds;2007 1st quarter;2.3;2.0;1.0;;;
2066;66 Insurance and pension funds;2007 2nd quarter;2.1;1.0;2.0;;;
2067;66 Insurance and pension funds;2007 3rd quarter;2.0;1.0;1.0;;;
2068;66 Insurance and pension funds;2007 4th quarter;2.2;1.0;1.0;;;
2069;66 Insurance and pension funds;2007 annual figure;2.2;5.0;5.0;;;
2070;66 Insurance and pension funds;2008 1st quarter;1.7;1.0;1.0;;;
2071;66 Insurance and pension funds;2008 2nd quarter;1.9;1.0;1.0;;;
2072;66 Insurance and pension funds;2008 3rd quarter;1.4;1.0;1.0;;;
2073;66 Insurance and pension funds;2008 4rd quarter;2.4;2.0;1.0;;;
2074;66 Insurance and pension funds;2008 annual figure;1.9;5.0;5.0;;;
2075;66 Insurance and pension funds;2009 1st quarter;2.1;1.0;2.0;;;
2076;66 Insurance and pension funds;2009 2nd quarter;1.2;1.0;2.0;;;
2077;66 Insurance and pension funds;2009 3rd quarter;0.7;1.0;1.0;;;
2078;66 Insurance and pension funds;2009 4rd quarter;0.9;1.0;1.0;;;
2079;66 Insurance and pension funds;2009 annual figure;1.4;4.0;6.0;;;
2080;67 Other financial institutions;1997 1st quarter;;;;1.7;2.0;2.0
2081;67 Other financial institutions;1997 2nd quarter;;;;2.0;3.0;2.0
2082;67 Other financial institutions;1997 3rd quarter;;;;1.4;3.0;3.0
2083;67 Other financial institutions;1997 4th quarter;;;;2.2;3.0;2.0
2084;67 Other financial institutions;1997 annual figure;;;;;;
2085;67 Other financial institutions;1998 1st quarter;;;;1.9;2.0;2.0
2086;67 Other financial institutions;1998 2nd quarter;;;;2.1;3.0;3.0
2087;67 Other financial institutions;1998 3rd quarter;;;;2.4;3.0;3.0
2088;67 Other financial institutions;1998 4th quarter;;;;2.4;2.0;2.0
2089;67 Other financial institutions;1998 annual figure;;;;2.2;10.0;10.0
2090;67 Other financial institutions;1999 1st quarter;;;;1.7;2.0;3.0
2091;67 Other financial institutions;1999 2nd quarter;;;;4.5;5.0;3.0
2092;67 Other financial institutions;1999 3rd quarter;;;;2.1;1.0;4.0
2093;67 Other financial institutions;1999 4th quarter;;;;3.1;4.0;3.0
2094;67 Other financial institutions;1999 annual figure;;;;2.8;13.0;13.0
2095;67 Other financial institutions;2000 1st quarter;;;;3.8;4.0;3.0
2096;67 Other financial institutions;2000 2nd quarter;;;;3.0;3.0;4.0
2097;67 Other financial institutions;2000 3rd quarter;;;;1.8;2.0;3.0
2098;67 Other financial institutions;2000 4th quarter;;;;2.6;3.0;3.0
2099;67 Other financial institutions;2000 annual figure;;;;2.8;12.0;13.0
2100;67 Other financial institutions;2001 1st quarter;;;;3.1;4.0;3.0
2101;67 Other financial institutions;2001 2nd quarter;;;;3.2;3.0;3.0
2102;67 Other financial institutions;2001 3rd quarter;;;;2.4;3.0;3.0
2103;67 Other financial institutions;2001 4th quarter;;;;2.9;3.0;3.0
2104;67 Other financial institutions;2001 annual figure;;;;2.9;13.0;13.0
2105;67 Other financial institutions;2002 1st quarter;;;;2.9;3.0;3.0
2106;67 Other financial institutions;2002 2nd quarter;;;;2.3;2.0;3.0
2107;67 Other financial institutions;2002 3rd quarter;;;;1.4;2.0;2.0
2108;67 Other financial institutions;2002 4th quarter;;;;1.7;2.0;2.0
2109;67 Other financial institutions;2002 annual figure;;;;2.2;9.0;10.0
2110;67 Other financial institutions;2003 1st quarter;;;;1.8;2.0;2.0
2111;67 Other financial institutions;2003 2nd quarter;;;;1.5;2.0;2.0
2112;67 Other financial institutions;2003 3rd quarter;;;;1.5;1.0;2.0
2113;67 Other financial institutions;2003 4th quarter;;;;1.7;2.0;1.0
2114;67 Other financial institutions;2003 annual figure;;;;1.6;7.0;7.0
2115;67 Other financial institutions;2004 1st quarter;;;;2.6;3.0;2.0
2116;67 Other financial institutions;2004 2nd quarter;;;;2.1;2.0;3.0
2117;67 Other financial institutions;2004 3rd quarter;;;;3.0;3.0;2.0
2118;67 Other financial institutions;2004 4th quarter;;;;1.7;2.0;3.0
2119;67 Other financial institutions;2004 annual figure;;;;2.4;11.0;11.0
2120;67 Other financial institutions;2005 1st quarter;;;;2.7;3.0;2.0
2121;67 Other financial institutions;2005 2nd quarter;;;;2.5;3.0;3.0
2122;67 Other financial institutions;2005 3rd quarter;;;;3.1;3.0;3.0
2123;67 Other financial institutions;2005 4th quarter;;;;2.6;2.0;3.0
2124;67 Other financial institutions;2005 annual figure;;;;2.6;11.0;11.0
2125;67 Other financial institutions;2006 1st quarter;;;;3.0;3.0;3.0
2126;67 Other financial institutions;2006 2nd quarter;;;;2.9;3.0;3.0
2127;67 Other financial institutions;2006 3rd quarter;;;;2.5;2.0;2.0
2128;67 Other financial institutions;2006 4th quarter;3.3;3.0;4.0;2.2;2.0;2.0
2129;67 Other financial institutions;2006 annual figure;;;;2.7;10.0;10.0
2130;67 Other financial institutions;2007 1st quarter;3.0;3.0;3.0;;;
2131;67 Other financial institutions;2007 2nd quarter;2.5;3.0;3.0;;;
2132;67 Other financial institutions;2007 3rd quarter;2.2;2.0;3.0;;;
2133;67 Other financial institutions;2007 4th quarter;2.5;2.0;2.0;;;
2134;67 Other financial institutions;2007 annual figure;2.7;10.0;10.0;;;
2135;67 Other financial institutions;2008 1st quarter;2.5;3.0;2.0;;;
2136;67 Other financial institutions;2008 2nd quarter;2.3;3.0;3.0;;;
2137;67 Other financial institutions;2008 3rd quarter;2.0;2.0;2.0;;;
2138;67 Other financial institutions;2008 4rd quarter;1.5;1.0;2.0;;;
2139;67 Other financial institutions;2008 annual figure;2.2;8.0;9.0;;;
2140;67 Other financial institutions;2009 1st quarter;1.4;2.0;2.0;;;
2141;67 Other financial institutions;2009 2nd quarter;1.1;1.0;2.0;;;
2142;67 Other financial institutions;2009 3rd quarter;1.0;1.0;1.0;;;
2143;67 Other financial institutions;2009 4rd quarter;1.2;2.0;1.0;;;
2144;67 Other financial institutions;2009 annual figure;1.2;6.0;6.0;;;
2145;K Business activities;1997 1st quarter;;;;19.1;27.0;25.0
2146;K Business activities;1997 2nd quarter;;;;20.6;32.0;30.0
2147;K Business activities;1997 3rd quarter;;;;19.4;35.0;36.0
2148;K Business activities;1997 4th quarter;;;;25.0;37.0;32.0
2149;K Business activities;1997 annual figure;;;;;;
2150;K Business activities;1998 1st quarter;;;;31.4;45.0;39.0
2151;K Business activities;1998 2nd quarter;;;;35.8;45.0;40.0
2152;K Business activities;1998 3rd quarter;;;;29.9;34.0;40.0
2153;K Business activities;1998 4th quarter;;;;29.7;35.0;35.0
2154;K Business activities;1998 annual figure;;;;31.1;159.0;155.0
2155;K Business activities;1999 1st quarter;;;;32.4;45.0;42.0
2156;K Business activities;1999 2nd quarter;;;;39.6;44.0;37.0
2157;K Business activities;1999 3rd quarter;;;;35.7;38.0;41.0
2158;K Business activities;1999 4th quarter;;;;40.5;45.0;40.0
2159;K Business activities;1999 annual figure;;;;35.7;171.0;161.0
2160;K Business activities;2000 1st quarter;;;;51.4;59.0;48.0
2161;K Business activities;2000 2nd quarter;;;;49.4;44.0;46.0
2162;K Business activities;2000 3rd quarter;;;;41.8;39.0;47.0
2163;K Business activities;2000 4th quarter;;;;49.1;52.0;45.0
2164;K Business activities;2000 annual figure;;;;46.8;194.0;186.0
2165;K Business activities;2001 1st quarter;;;;54.4;56.0;51.0
2166;K Business activities;2001 2nd quarter;;;;54.9;63.0;62.0
2167;K Business activities;2001 3rd quarter;;;;39.2;37.0;53.0
2168;K Business activities;2001 4th quarter;;;;34.2;34.0;39.0
2169;K Business activities;2001 annual figure;;;;47.6;191.0;206.0
2170;K Business activities;2002 1st quarter;;;;36.9;40.0;37.0
2171;K Business activities;2002 2nd quarter;;;;32.0;35.0;40.0
2172;K Business activities;2002 3rd quarter;;;;23.2;27.0;35.0
2173;K Business activities;2002 4th quarter;;;;24.5;33.0;31.0
2174;K Business activities;2002 annual figure;;;;30.4;135.0;144.0
2175;K Business activities;2003 1st quarter;;;;26.4;37.0;35.0
2176;K Business activities;2003 2nd quarter;;;;26.2;36.0;36.0
2177;K Business activities;2003 3rd quarter;;;;16.2;25.0;35.0
2178;K Business activities;2003 4th quarter;;;;19.9;32.0;28.0
2179;K Business activities;2003 annual figure;;;;22.7;130.0;135.0
2180;K Business activities;2004 1st quarter;;;;28.2;38.0;30.0
2181;K Business activities;2004 2nd quarter;;;;30.6;40.0;38.0
2182;K Business activities;2004 3rd quarter;;;;26.1;34.0;38.0
2183;K Business activities;2004 4th quarter;;;;30.2;38.0;34.0
2184;K Business activities;2004 annual figure;;;;27.5;151.0;140.0
2185;K Business activities;2005 1st quarter;;;;41.2;52.0;41.0
2186;K Business activities;2005 2nd quarter;;;;39.7;48.0;50.0
2187;K Business activities;2005 3rd quarter;;;;40.0;48.0;48.0
2188;K Business activities;2005 4th quarter;;;;39.5;46.0;47.0
2189;K Business activities;2005 annual figure;;;;38.9;195.0;186.0
2190;K Business activities;2006 1st quarter;;;;46.8;57.0;50.0
2191;K Business activities;2006 2nd quarter;;;;51.3;57.0;52.0
2192;K Business activities;2006 3rd quarter;;;;51.0;56.0;56.0
2193;K Business activities;2006 4th quarter;57.3;58.0;59.0;52.9;52.0;50.0
2194;K Business activities;2006 annual figure;;;;48.8;222.0;209.0
2195;K Business activities;2007 1st quarter;58.2;58.0;58.0;;;
2196;K Business activities;2007 2nd quarter;60.2;64.0;62.0;;;
2197;K Business activities;2007 3rd quarter;55.8;54.0;58.0;;;
2198;K Business activities;2007 4th quarter;59.3;57.0;53.0;;;
2199;K Business activities;2007 annual figure;58.1;233.0;231.0;;;
2200;K Business activities;2008 1st quarter;59.5;56.0;56.0;;;
2201;K Business activities;2008 2nd quarter;60.5;58.0;57.0;;;
2202;K Business activities;2008 3rd quarter;55.7;52.0;57.0;;;
2203;K Business activities;2008 4rd quarter;44.5;43.0;54.0;;;
2204;K Business activities;2008 annual figure;56.9;209.0;224.0;;;
2205;K Business activities;2009 1st quarter;33.4;37.0;48.0;;;
2206;K Business activities;2009 2nd quarter;26.7;31.0;37.0;;;
2207;K Business activities;2009 3rd quarter;24.9;33.0;35.0;;;
2208;K Business activities;2009 4rd quarter;24.7;34.0;34.0;;;
2209;K Business activities;2009 annual figure;29.9;135.0;155.0;;;
2210;7000D Trade and leasing real estate;1997 1st quarter;;;;1.6;2.0;2.0
2211;7000D Trade and leasing real estate;1997 2nd quarter;;;;1.2;2.0;2.0
2212;7000D Trade and leasing real estate;1997 3rd quarter;;;;0.9;3.0;3.0
2213;7000D Trade and leasing real estate;1997 4th quarter;;;;1.8;3.0;2.0
2214;7000D Trade and leasing real estate;1997 annual figure;;;;;;
2215;7000D Trade and leasing real estate;1998 1st quarter;;;;2.1;3.0;3.0
2216;7000D Trade and leasing real estate;1998 2nd quarter;;;;1.9;3.0;3.0
2217;7000D Trade and leasing real estate;1998 3rd quarter;;;;1.7;3.0;3.0
2218;7000D Trade and leasing real estate;1998 4th quarter;;;;2.0;3.0;3.0
2219;7000D Trade and leasing real estate;1998 annual figure;;;;1.9;12.0;12.0
2220;7000D Trade and leasing real estate;1999 1st quarter;;;;2.2;4.0;4.0
2221;7000D Trade and leasing real estate;1999 2nd quarter;;;;3.2;5.0;4.0
2222;7000D Trade and leasing real estate;1999 3rd quarter;;;;2.5;3.0;4.0
2223;7000D Trade and leasing real estate;1999 4th quarter;;;;3.0;4.0;4.0
2224;7000D Trade and leasing real estate;1999 annual figure;;;;2.6;16.0;15.0
2225;7000D Trade and leasing real estate;2000 1st quarter;;;;3.7;5.0;5.0
2226;7000D Trade and leasing real estate;2000 2nd quarter;;;;3.6;4.0;4.0
2227;7000D Trade and leasing real estate;2000 3rd quarter;;;;2.9;3.0;4.0
2228;7000D Trade and leasing real estate;2000 4th quarter;;;;3.0;4.0;4.0
2229;7000D Trade and leasing real estate;2000 annual figure;;;;3.3;16.0;16.0
2230;7000D Trade and leasing real estate;2001 1st quarter;;;;4.0;5.0;4.0
2231;7000D Trade and leasing real estate;2001 2nd quarter;;;;3.4;5.0;6.0
2232;7000D Trade and leasing real estate;2001 3rd quarter;;;;2.4;3.0;4.0
2233;7000D Trade and leasing real estate;2001 4th quarter;;;;3.0;4.0;3.0
2234;7000D Trade and leasing real estate;2001 annual figure;;;;3.2;17.0;17.0
2235;7000D Trade and leasing real estate;2002 1st quarter;;;;2.8;4.0;5.0
2236;7000D Trade and leasing real estate;2002 2nd quarter;;;;2.9;3.0;3.0
2237;7000D Trade and leasing real estate;2002 3rd quarter;;;;1.8;2.0;3.0
2238;7000D Trade and leasing real estate;2002 4th quarter;;;;1.9;3.0;2.0
2239;7000D Trade and leasing real estate;2002 annual figure;;;;2.5;12.0;13.0
2240;7000D Trade and leasing real estate;2003 1st quarter;;;;2.2;3.0;2.0
2241;7000D Trade and leasing real estate;2003 2nd quarter;;;;1.9;3.0;3.0
2242;7000D Trade and leasing real estate;2003 3rd quarter;;;;1.4;2.0;2.0
2243;7000D Trade and leasing real estate;2003 4th quarter;;;;1.9;3.0;2.0
2244;7000D Trade and leasing real estate;2003 annual figure;;;;1.9;10.0;10.0
2245;7000D Trade and leasing real estate;2004 1st quarter;;;;2.6;3.0;3.0
2246;7000D Trade and leasing real estate;2004 2nd quarter;;;;2.8;4.0;4.0
2247;7000D Trade and leasing real estate;2004 3rd quarter;;;;3.1;3.0;3.0
2248;7000D Trade and leasing real estate;2004 4th quarter;;;;2.9;4.0;4.0
2249;7000D Trade and leasing real estate;2004 annual figure;;;;2.7;15.0;14.0
2250;7000D Trade and leasing real estate;2005 1st quarter;;;;3.3;4.0;4.0
2251;7000D Trade and leasing real estate;2005 2nd quarter;;;;3.0;4.0;4.0
2252;7000D Trade and leasing real estate;2005 3rd quarter;;;;2.6;4.0;4.0
2253;7000D Trade and leasing real estate;2005 4th quarter;;;;3.3;5.0;4.0
2254;7000D Trade and leasing real estate;2005 annual figure;;;;3.0;16.0;16.0
2255;7000D Trade and leasing real estate;2006 1st quarter;;;;3.8;5.0;4.0
2256;7000D Trade and leasing real estate;2006 2nd quarter;;;;3.8;5.0;5.0
2257;7000D Trade and leasing real estate;2006 3rd quarter;;;;3.4;4.0;5.0
2258;7000D Trade and leasing real estate;2006 4th quarter;4.2;4.0;4.0;3.5;4.0;4.0
2259;7000D Trade and leasing real estate;2006 annual figure;;;;3.6;18.0;18.0
2260;7000D Trade and leasing real estate;2007 1st quarter;4.8;5.0;5.0;;;
2261;7000D Trade and leasing real estate;2007 2nd quarter;5.2;6.0;5.0;;;
2262;7000D Trade and leasing real estate;2007 3rd quarter;3.9;4.0;5.0;;;
2263;7000D Trade and leasing real estate;2007 4th quarter;4.6;5.0;5.0;;;
2264;7000D Trade and leasing real estate;2007 annual figure;4.6;20.0;20.0;;;
2265;7000D Trade and leasing real estate;2008 1st quarter;4.8;5.0;5.0;;;
2266;7000D Trade and leasing real estate;2008 2nd quarter;4.0;4.0;5.0;;;
2267;7000D Trade and leasing real estate;2008 3rd quarter;4.0;4.0;4.0;;;
2268;7000D Trade and leasing real estate;2008 4rd quarter;2.7;3.0;4.0;;;
2269;7000D Trade and leasing real estate;2008 annual figure;4.1;16.0;18.0;;;
2270;7000D Trade and leasing real estate;2009 1st quarter;2.3;3.0;4.0;;;
2271;7000D Trade and leasing real estate;2009 2nd quarter;1.9;3.0;3.0;;;
2272;7000D Trade and leasing real estate;2009 3rd quarter;1.5;2.0;3.0;;;
2273;7000D Trade and leasing real estate;2009 4rd quarter;1.4;2.0;2.0;;;
2274;7000D Trade and leasing real estate;2009 annual figure;1.9;11.0;12.0;;;
2275;72 Computer services, IT;1997 1st quarter;;;;3.2;4.0;3.0
2276;72 Computer services, IT;1997 2nd quarter;;;;4.3;5.0;4.0
2277;72 Computer services, IT;1997 3rd quarter;;;;4.3;5.0;5.0
2278;72 Computer services, IT;1997 4th quarter;;;;5.3;6.0;5.0
2279;72 Computer services, IT;1997 annual figure;;;;;;
2280;72 Computer services, IT;1998 1st quarter;;;;9.4;12.0;8.0
2281;72 Computer services, IT;1998 2nd quarter;;;;7.7;7.0;9.0
2282;72 Computer services, IT;1998 3rd quarter;;;;7.3;6.0;6.0
2283;72 Computer services, IT;1998 4th quarter;;;;7.8;7.0;6.0
2284;72 Computer services, IT;1998 annual figure;;;;7.7;32.0;29.0
2285;72 Computer services, IT;1999 1st quarter;;;;8.0;7.0;6.0
2286;72 Computer services, IT;1999 2nd quarter;;;;8.5;5.0;5.0
2287;72 Computer services, IT;1999 3rd quarter;;;;7.0;4.0;6.0
2288;72 Computer services, IT;1999 4th quarter;;;;7.8;7.0;7.0
2289;72 Computer services, IT;1999 annual figure;;;;7.8;23.0;23.0
2290;72 Computer services, IT;2000 1st quarter;;;;10.6;11.0;8.0
2291;72 Computer services, IT;2000 2nd quarter;;;;8.2;4.0;7.0
2292;72 Computer services, IT;2000 3rd quarter;;;;6.8;5.0;6.0
2293;72 Computer services, IT;2000 4th quarter;;;;8.3;7.0;5.0
2294;72 Computer services, IT;2000 annual figure;;;;8.4;27.0;27.0
2295;72 Computer services, IT;2001 1st quarter;;;;10.7;9.0;7.0
2296;72 Computer services, IT;2001 2nd quarter;;;;8.4;6.0;9.0
2297;72 Computer services, IT;2001 3rd quarter;;;;6.1;5.0;7.0
2298;72 Computer services, IT;2001 4th quarter;;;;5.0;4.0;6.0
2299;72 Computer services, IT;2001 annual figure;;;;7.9;25.0;28.0
2300;72 Computer services, IT;2002 1st quarter;;;;4.1;3.0;4.0
2301;72 Computer services, IT;2002 2nd quarter;;;;3.3;3.0;4.0
2302;72 Computer services, IT;2002 3rd quarter;;;;1.8;2.0;4.0
2303;72 Computer services, IT;2002 4th quarter;;;;2.3;3.0;3.0
2304;72 Computer services, IT;2002 annual figure;;;;3.2;12.0;14.0
2305;72 Computer services, IT;2003 1st quarter;;;;2.0;3.0;3.0
2306;72 Computer services, IT;2003 2nd quarter;;;;2.5;3.0;2.0
2307;72 Computer services, IT;2003 3rd quarter;;;;1.5;2.0;3.0
2308;72 Computer services, IT;2003 4th quarter;;;;2.9;4.0;3.0
2309;72 Computer services, IT;2003 annual figure;;;;2.1;12.0;11.0
2310;72 Computer services, IT;2004 1st quarter;;;;3.3;3.0;3.0
2311;72 Computer services, IT;2004 2nd quarter;;;;3.8;3.0;3.0
2312;72 Computer services, IT;2004 3rd quarter;;;;4.7;4.0;3.0
2313;72 Computer services, IT;2004 4th quarter;;;;4.4;4.0;4.0
2314;72 Computer services, IT;2004 annual figure;;;;3.9;14.0;12.0
2315;72 Computer services, IT;2005 1st quarter;;;;7.1;8.0;5.0
2316;72 Computer services, IT;2005 2nd quarter;;;;6.3;5.0;6.0
2317;72 Computer services, IT;2005 3rd quarter;;;;7.4;7.0;6.0
2318;72 Computer services, IT;2005 4th quarter;;;;8.0;6.0;6.0
2319;72 Computer services, IT;2005 annual figure;;;;6.8;27.0;23.0
2320;72 Computer services, IT;2006 1st quarter;;;;9.8;9.0;7.0
2321;72 Computer services, IT;2006 2nd quarter;;;;9.5;8.0;8.0
2322;72 Computer services, IT;2006 3rd quarter;;;;9.5;8.0;8.0
2323;72 Computer services, IT;2006 4th quarter;9.8;8.0;8.0;10.1;8.0;7.0
2324;72 Computer services, IT;2006 annual figure;;;;9.4;33.0;31.0
2325;72 Computer services, IT;2007 1st quarter;8.8;7.0;8.0;;;
2326;72 Computer services, IT;2007 2nd quarter;9.9;8.0;7.0;;;
2327;72 Computer services, IT;2007 3rd quarter;9.6;8.0;9.0;;;
2328;72 Computer services, IT;2007 4th quarter;10.7;8.0;7.0;;;
2329;72 Computer services, IT;2007 annual figure;9.7;32.0;31.0;;;
2330;72 Computer services, IT;2008 1st quarter;10.6;7.0;8.0;;;
2331;72 Computer services, IT;2008 2nd quarter;13.4;10.0;8.0;;;
2332;72 Computer services, IT;2008 3rd quarter;11.0;7.0;9.0;;;
2333;72 Computer services, IT;2008 4rd quarter;8.6;6.0;8.0;;;
2334;72 Computer services, IT;2008 annual figure;11.2;30.0;32.0;;;
2335;72 Computer services, IT;2009 1st quarter;5.5;4.0;8.0;;;
2336;72 Computer services, IT;2009 2nd quarter;4.2;3.0;5.0;;;
2337;72 Computer services, IT;2009 3rd quarter;3.9;4.0;4.0;;;
2338;72 Computer services, IT;2009 4rd quarter;4.3;4.0;4.0;;;
2339;72 Computer services, IT;2009 annual figure;5.0;16.0;20.0;;;
2340;73 Research institutions;1997 1st quarter;;;;0.6;1.0;1.0
2341;73 Research institutions;1997 2nd quarter;;;;0.6;1.0;1.0
2342;73 Research institutions;1997 3rd quarter;;;;0.6;1.0;1.0
2343;73 Research institutions;1997 4th quarter;;;;0.8;1.0;1.0
2344;73 Research institutions;1997 annual figure;;;;;;
2345;73 Research institutions;1998 1st quarter;;;;1.0;1.0;1.0
2346;73 Research institutions;1998 2nd quarter;;;;1.0;1.0;1.0
2347;73 Research institutions;1998 3rd quarter;;;;1.0;1.0;1.0
2348;73 Research institutions;1998 4th quarter;;;;0.8;1.0;1.0
2349;73 Research institutions;1998 annual figure;;;;1.0;3.0;3.0
2350;73 Research institutions;1999 1st quarter;;;;1.0;1.0;1.0
2351;73 Research institutions;1999 2nd quarter;;;;1.4;1.0;1.0
2352;73 Research institutions;1999 3rd quarter;;;;1.0;0.0;1.0
2353;73 Research institutions;1999 4th quarter;;;;1.5;1.0;1.0
2354;73 Research institutions;1999 annual figure;;;;1.1;3.0;3.0
2355;73 Research institutions;2000 1st quarter;;;;1.0;1.0;1.0
2356;73 Research institutions;2000 2nd quarter;;;;1.8;1.0;1.0
2357;73 Research institutions;2000 3rd quarter;;;;0.7;0.0;1.0
2358;73 Research institutions;2000 4th quarter;;;;1.0;1.0;1.0
2359;73 Research institutions;2000 annual figure;;;;1.2;3.0;4.0
2360;73 Research institutions;2001 1st quarter;;;;1.4;1.0;1.0
2361;73 Research institutions;2001 2nd quarter;;;;1.2;1.0;1.0
2362;73 Research institutions;2001 3rd quarter;;;;1.2;1.0;1.0
2363;73 Research institutions;2001 4th quarter;;;;1.1;1.0;1.0
2364;73 Research institutions;2001 annual figure;;;;1.2;4.0;4.0
2365;73 Research institutions;2002 1st quarter;;;;1.4;1.0;1.0
2366;73 Research institutions;2002 2nd quarter;;;;1.5;1.0;1.0
2367;73 Research institutions;2002 3rd quarter;;;;0.9;1.0;1.0
2368;73 Research institutions;2002 4th quarter;;;;0.7;1.0;1.0
2369;73 Research institutions;2002 annual figure;;;;1.2;3.0;4.0
2370;73 Research institutions;2003 1st quarter;;;;0.9;1.0;1.0
2371;73 Research institutions;2003 2nd quarter;;;;2.2;2.0;1.0
2372;73 Research institutions;2003 3rd quarter;;;;0.5;0.0;2.0
2373;73 Research institutions;2003 4th quarter;;;;0.7;1.0;1.0
2374;73 Research institutions;2003 annual figure;;;;1.1;5.0;5.0
2375;73 Research institutions;2004 1st quarter;;;;0.5;0.0;1.0
2376;73 Research institutions;2004 2nd quarter;;;;0.9;1.0;1.0
2377;73 Research institutions;2004 3rd quarter;;;;0.7;1.0;1.0
2378;73 Research institutions;2004 4th quarter;;;;0.9;1.0;1.0
2379;73 Research institutions;2004 annual figure;;;;0.7;3.0;3.0
2380;73 Research institutions;2005 1st quarter;;;;0.8;0.0;1.0
2381;73 Research institutions;2005 2nd quarter;;;;1.0;1.0;1.0
2382;73 Research institutions;2005 3rd quarter;;;;1.0;1.0;1.0
2383;73 Research institutions;2005 4th quarter;;;;1.2;1.0;1.0
2384;73 Research institutions;2005 annual figure;;;;1.0;4.0;4.0
2385;73 Research institutions;2006 1st quarter;;;;2.1;2.0;1.0
2386;73 Research institutions;2006 2nd quarter;;;;2.2;1.0;1.0
2387;73 Research institutions;2006 3rd quarter;;;;2.0;2.0;2.0
2388;73 Research institutions;2006 4th quarter;1.6;1.0;1.0;1.8;1.0;1.0
2389;73 Research institutions;2006 annual figure;;;;1.9;6.0;5.0
2390;73 Research institutions;2007 1st quarter;2.8;2.0;1.0;;;
2391;73 Research institutions;2007 2nd quarter;2.6;1.0;2.0;;;
2392;73 Research institutions;2007 3rd quarter;2.6;2.0;1.0;;;
2393;73 Research institutions;2007 4th quarter;2.0;1.0;2.0;;;
2394;73 Research institutions;2007 annual figure;2.4;6.0;6.0;;;
2395;73 Research institutions;2008 1st quarter;2.0;1.0;1.0;;;
2396;73 Research institutions;2008 2nd quarter;1.6;1.0;1.0;;;
2397;73 Research institutions;2008 3rd quarter;1.5;1.0;1.0;;;
2398;73 Research institutions;2008 4rd quarter;1.4;1.0;1.0;;;
2399;73 Research institutions;2008 annual figure;1.7;4.0;5.0;;;
2400;73 Research institutions;2009 1st quarter;1.2;1.0;1.0;;;
2401;73 Research institutions;2009 2nd quarter;1.1;1.0;1.0;;;
2402;73 Research institutions;2009 3rd quarter;0.8;1.0;1.0;;;
2403;73 Research institutions;2009 4rd quarter;0.8;1.0;1.0;;;
2404;73 Research institutions;2009 annual figure;1.0;3.0;4.0;;;
2405;7410A Consult, jurid.,administr services;1997 1st quarter;;;;6.7;8.0;8.0
2406;7410A Consult, jurid.,administr services;1997 2nd quarter;;;;8.4;10.0;8.0
2407;7410A Consult, jurid.,administr services;1997 3rd quarter;;;;7.4;9.0;10.0
2408;7410A Consult, jurid.,administr services;1997 4th quarter;;;;9.9;13.0;11.0
2409;7410A Consult, jurid.,administr services;1997 annual figure;;;;;;
2410;7410A Consult, jurid.,administr services;1998 1st quarter;;;;11.9;15.0;13.0
2411;7410A Consult, jurid.,administr services;1998 2nd quarter;;;;12.7;12.0;11.0
2412;7410A Consult, jurid.,administr services;1998 3rd quarter;;;;10.8;11.0;13.0
2413;7410A Consult, jurid.,administr services;1998 4th quarter;;;;9.8;11.0;12.0
2414;7410A Consult, jurid.,administr services;1998 annual figure;;;;11.3;49.0;49.0
2415;7410A Consult, jurid.,administr services;1999 1st quarter;;;;11.1;12.0;11.0
2416;7410A Consult, jurid.,administr services;1999 2nd quarter;;;;13.9;16.0;13.0
2417;7410A Consult, jurid.,administr services;1999 3rd quarter;;;;12.6;12.0;13.0
2418;7410A Consult, jurid.,administr services;1999 4th quarter;;;;15.6;15.0;12.0
2419;7410A Consult, jurid.,administr services;1999 annual figure;;;;12.6;55.0;49.0
2420;7410A Consult, jurid.,administr services;2000 1st quarter;;;;17.9;17.0;15.0
