ID;Leeftijd;Perioden;TotaalAantalKinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
1148;38 jaar;2024;0.05038;0.01327;0.01824;0.0114;0.00747
1149;38 jaar;2025;0.05041;0.01329;0.01823;0.01141;0.00748
1150;38 jaar;2026;0.05043;0.01331;0.01822;0.01141;0.00749
1151;38 jaar;2027;0.05046;0.01333;0.01821;0.01142;0.0075
1152;38 jaar;2028;0.05047;0.01334;0.01819;0.01143;0.00751
1153;38 jaar;2029;0.05049;0.01336;0.01818;0.01143;0.00752
1154;38 jaar;2030;0.05051;0.01337;0.01817;0.01144;0.00753
1155;38 jaar;2031;0.05051;0.01338;0.01815;0.01144;0.00754
1156;38 jaar;2032;0.05051;0.01339;0.01814;0.01144;0.00754
1157;38 jaar;2033;0.05052;0.0134;0.01812;0.01145;0.00755
1158;38 jaar;2034;0.05052;0.01341;0.0181;0.01145;0.00756
1159;38 jaar;2035;0.05052;0.01342;0.01809;0.01145;0.00756
1160;38 jaar;2036;0.05052;0.01343;0.01807;0.01145;0.00757
1161;38 jaar;2037;0.05053;0.01344;0.01806;0.01146;0.00757
1162;38 jaar;2038;0.05053;0.01345;0.01804;0.01146;0.00758
1163;38 jaar;2039;0.05051;0.01345;0.01802;0.01146;0.00758
1164;38 jaar;2040;0.05051;0.01346;0.018;0.01146;0.00759
1165;38 jaar;2041;0.05051;0.01347;0.01799;0.01146;0.00759
1166;38 jaar;2042;0.05051;0.01348;0.01797;0.01146;0.0076
1167;38 jaar;2043;0.05049;0.01348;0.01795;0.01146;0.0076
1168;38 jaar;2044;0.05049;0.01349;0.01794;0.01146;0.0076
1169;38 jaar;2045;0.05048;0.01349;0.01792;0.01146;0.00761
1170;38 jaar;2046;0.05047;0.0135;0.0179;0.01146;0.00761
1171;38 jaar;2047;0.05046;0.01351;0.01788;0.01146;0.00761
1172;38 jaar;2048;0.05046;0.01351;0.01787;0.01146;0.00762
1173;38 jaar;2049;0.05045;0.01352;0.01785;0.01146;0.00762
1174;38 jaar;2050;0.05043;0.01352;0.01783;0.01146;0.00762
1175;39 jaar;2004;0.03339;0.00859;0.01207;0.00803;0.00469
1176;39 jaar;2005;0.03396;0.00862;0.01218;0.00828;0.00488
1177;39 jaar;2006;0.0348;0.00889;0.01231;0.00851;0.0051
1178;39 jaar;2007;0.03547;0.0091;0.01243;0.00868;0.00525
1179;39 jaar;2008;0.03609;0.0092;0.01255;0.00884;0.0055
1180;39 jaar;2009;0.03664;0.00931;0.01265;0.00897;0.0057
1181;39 jaar;2010;0.03714;0.0095;0.01272;0.00906;0.00586
1182;39 jaar;2011;0.0373;0.00958;0.01274;0.00913;0.00585
1183;39 jaar;2012;0.0374;0.00958;0.01274;0.00919;0.00589
1184;39 jaar;2013;0.03752;0.00957;0.01276;0.00925;0.00594
1185;39 jaar;2014;0.03774;0.00965;0.01277;0.00929;0.00603
1186;39 jaar;2015;0.03788;0.00971;0.01282;0.00933;0.00602
1187;39 jaar;2016;0.03798;0.00974;0.01284;0.00936;0.00604
1188;39 jaar;2017;0.03809;0.00979;0.01286;0.00938;0.00606
1189;39 jaar;2018;0.03817;0.00982;0.01288;0.0094;0.00607
1190;39 jaar;2019;0.03822;0.00981;0.0129;0.00942;0.00609
1191;39 jaar;2020;0.03829;0.00983;0.01292;0.00943;0.00611
1192;39 jaar;2021;0.03834;0.00985;0.01293;0.00944;0.00612
1193;39 jaar;2022;0.03838;0.00987;0.01293;0.00945;0.00613
1194;39 jaar;2023;0.03843;0.00989;0.01294;0.00946;0.00614
1195;39 jaar;2024;0.03846;0.0099;0.01294;0.00947;0.00615
1196;39 jaar;2025;0.03851;0.00992;0.01294;0.00948;0.00617
1197;39 jaar;2026;0.03854;0.00993;0.01295;0.00948;0.00618
1198;39 jaar;2027;0.03856;0.00994;0.01295;0.00948;0.00619
1199;39 jaar;2028;0.03858;0.00995;0.01295;0.00949;0.00619
1200;39 jaar;2029;0.03859;0.00995;0.01295;0.00949;0.0062
1201;39 jaar;2030;0.03861;0.00996;0.01295;0.00949;0.00621
1202;39 jaar;2031;0.03863;0.00996;0.01295;0.0095;0.00622
1203;39 jaar;2032;0.03865;0.00997;0.01295;0.0095;0.00623
1204;39 jaar;2033;0.03864;0.00997;0.01294;0.0095;0.00623
1205;39 jaar;2034;0.03866;0.00998;0.01294;0.0095;0.00624
1206;39 jaar;2035;0.03867;0.00998;0.01294;0.0095;0.00625
1207;39 jaar;2036;0.03867;0.00998;0.01294;0.0095;0.00625
1208;39 jaar;2037;0.03868;0.00998;0.01294;0.0095;0.00626
1209;39 jaar;2038;0.03869;0.00999;0.01294;0.0095;0.00626
1210;39 jaar;2039;0.03869;0.00999;0.01293;0.0095;0.00627
1211;39 jaar;2040;0.03869;0.00999;0.01293;0.0095;0.00627
1212;39 jaar;2041;0.0387;0.00999;0.01293;0.0095;0.00628
1213;39 jaar;2042;0.0387;0.00999;0.01293;0.0095;0.00628
1214;39 jaar;2043;0.0387;0.00999;0.01292;0.0095;0.00629
1215;39 jaar;2044;0.0387;0.00999;0.01292;0.0095;0.00629
1216;39 jaar;2045;0.0387;0.00999;0.01292;0.0095;0.00629
1217;39 jaar;2046;0.03871;0.01;0.01291;0.0095;0.0063
1218;39 jaar;2047;0.03871;0.01;0.01291;0.0095;0.0063
1219;39 jaar;2048;0.03871;0.01;0.01291;0.0095;0.0063
1220;39 jaar;2049;0.03872;0.01;0.01291;0.0095;0.00631
1221;39 jaar;2050;0.03871;0.01;0.0129;0.0095;0.00631
1222;40 jaar;2004;0.02099;0.00532;0.00703;0.00471;0.00393
1223;40 jaar;2005;0.0215;0.00543;0.00713;0.00485;0.00409
1224;40 jaar;2006;0.02185;0.00546;0.00721;0.0049;0.00428
1225;40 jaar;2007;0.02253;0.00564;0.00733;0.00509;0.00447
1226;40 jaar;2008;0.02297;0.00576;0.00744;0.00519;0.00459
1227;40 jaar;2009;0.02349;0.00582;0.00754;0.00531;0.00481
1228;40 jaar;2010;0.02388;0.00595;0.00761;0.00537;0.00495
1229;40 jaar;2011;0.02404;0.00599;0.00765;0.0054;0.005
1230;40 jaar;2012;0.02398;0.00605;0.00769;0.00526;0.00498
1231;40 jaar;2013;0.02432;0.00606;0.00771;0.00553;0.00502
1232;40 jaar;2014;0.02426;0.00607;0.00775;0.00537;0.00507
1233;40 jaar;2015;0.02473;0.00612;0.00778;0.00566;0.00517
1234;40 jaar;2016;0.02493;0.00616;0.00784;0.00578;0.00515
1235;40 jaar;2017;0.02512;0.00618;0.00788;0.0059;0.00516
1236;40 jaar;2018;0.0253;0.00623;0.00792;0.00597;0.00518
1237;40 jaar;2019;0.02543;0.00625;0.00796;0.00603;0.00519
1238;40 jaar;2020;0.02554;0.00625;0.00799;0.00609;0.00521
1239;40 jaar;2021;0.02571;0.00628;0.00804;0.00616;0.00523
1240;40 jaar;2022;0.0258;0.0063;0.00806;0.00621;0.00523
1241;40 jaar;2023;0.02592;0.00632;0.00809;0.00626;0.00525
1242;40 jaar;2024;0.02603;0.00634;0.00812;0.00631;0.00526
1243;40 jaar;2025;0.0261;0.00635;0.00814;0.00635;0.00526
1244;40 jaar;2026;0.02621;0.00637;0.00817;0.0064;0.00527
1245;40 jaar;2027;0.0263;0.00639;0.00819;0.00644;0.00528
1246;40 jaar;2028;0.02638;0.0064;0.00822;0.00647;0.00529
1247;40 jaar;2029;0.02646;0.00641;0.00824;0.00651;0.0053
1248;40 jaar;2030;0.02653;0.00643;0.00826;0.00654;0.0053
1249;40 jaar;2031;0.02662;0.00644;0.00829;0.00658;0.00531
1250;40 jaar;2032;0.02668;0.00645;0.00831;0.00661;0.00531
1251;40 jaar;2033;0.02675;0.00646;0.00833;0.00664;0.00532
1252;40 jaar;2034;0.0268;0.00647;0.00835;0.00666;0.00532
1253;40 jaar;2035;0.02687;0.00648;0.00837;0.00669;0.00533
1254;40 jaar;2036;0.02692;0.00649;0.00839;0.00671;0.00533
1255;40 jaar;2037;0.02699;0.0065;0.00842;0.00673;0.00534
1256;40 jaar;2038;0.02705;0.00651;0.00844;0.00676;0.00534
1257;40 jaar;2039;0.0271;0.00652;0.00846;0.00678;0.00534
1258;40 jaar;2040;0.02715;0.00653;0.00848;0.0068;0.00534
1259;40 jaar;2041;0.0272;0.00654;0.0085;0.00681;0.00535
1260;40 jaar;2042;0.02725;0.00655;0.00852;0.00683;0.00535
1261;40 jaar;2043;0.02729;0.00655;0.00854;0.00685;0.00535
1262;40 jaar;2044;0.02733;0.00656;0.00856;0.00686;0.00535
1263;40 jaar;2045;0.02738;0.00657;0.00858;0.00688;0.00535
1264;40 jaar;2046;0.02742;0.00658;0.0086;0.00689;0.00535
1265;40 jaar;2047;0.02748;0.00659;0.00862;0.00691;0.00536
1266;40 jaar;2048;0.02752;0.0066;0.00864;0.00692;0.00536
1267;40 jaar;2049;0.02755;0.0066;0.00866;0.00693;0.00536
1268;40 jaar;2050;0.02759;0.00661;0.00868;0.00694;0.00536
1269;41 jaar;2004;0.01332;0.00308;0.00483;0.00302;0.0024
1270;41 jaar;2005;0.01369;0.00319;0.00492;0.0031;0.00249
1271;41 jaar;2006;0.01402;0.00325;0.00497;0.00319;0.00261
1272;41 jaar;2007;0.01424;0.00328;0.00502;0.00322;0.00272
1273;41 jaar;2008;0.01465;0.00336;0.00509;0.00335;0.00284
1274;41 jaar;2009;0.01494;0.00345;0.00515;0.00342;0.00291
1275;41 jaar;2010;0.01521;0.00351;0.0052;0.00348;0.00302
1276;41 jaar;2011;0.01533;0.00354;0.00521;0.00353;0.00305
1277;41 jaar;2012;0.01541;0.00356;0.00523;0.00354;0.00308
1278;41 jaar;2013;0.01535;0.00359;0.00524;0.00345;0.00307
1279;41 jaar;2014;0.01557;0.0036;0.00524;0.00363;0.0031
1280;41 jaar;2015;0.01551;0.0036;0.00526;0.00352;0.00313
1281;41 jaar;2016;0.01579;0.00363;0.00526;0.00371;0.00319
1282;41 jaar;2017;0.01591;0.00365;0.00529;0.00379;0.00318
1283;41 jaar;2018;0.01602;0.00366;0.0053;0.00387;0.00319
1284;41 jaar;2019;0.01613;0.00369;0.00532;0.00391;0.00321
1285;41 jaar;2020;0.0162;0.0037;0.00533;0.00395;0.00322
1286;41 jaar;2021;0.01626;0.0037;0.00534;0.00399;0.00323
1287;41 jaar;2022;0.01635;0.00371;0.00536;0.00404;0.00324
1288;41 jaar;2023;0.0164;0.00372;0.00536;0.00407;0.00325
1289;41 jaar;2024;0.01645;0.00373;0.00537;0.0041;0.00325
1290;41 jaar;2025;0.0165;0.00374;0.00537;0.00413;0.00326
1291;41 jaar;2026;0.01656;0.00375;0.00538;0.00416;0.00327
1292;41 jaar;2027;0.01661;0.00376;0.00538;0.00419;0.00328
1293;41 jaar;2028;0.01664;0.00376;0.00538;0.00422;0.00328
1294;41 jaar;2029;0.01669;0.00377;0.00539;0.00424;0.00329
1295;41 jaar;2030;0.01674;0.00378;0.00539;0.00427;0.0033
1296;41 jaar;2031;0.01676;0.00378;0.00539;0.00429;0.0033
1297;41 jaar;2032;0.01681;0.00379;0.0054;0.00431;0.00331
1298;41 jaar;2033;0.01683;0.00379;0.0054;0.00433;0.00331
1299;41 jaar;2034;0.01686;0.0038;0.0054;0.00435;0.00331
1300;41 jaar;2035;0.01688;0.0038;0.0054;0.00436;0.00332
1301;41 jaar;2036;0.01691;0.00381;0.0054;0.00438;0.00332
1302;41 jaar;2037;0.01695;0.00381;0.00541;0.0044;0.00333
1303;41 jaar;2038;0.01697;0.00382;0.00541;0.00441;0.00333
1304;41 jaar;2039;0.01699;0.00382;0.00541;0.00443;0.00333
1305;41 jaar;2040;0.01701;0.00382;0.00541;0.00444;0.00334
1306;41 jaar;2041;0.01703;0.00383;0.00541;0.00445;0.00334
1307;41 jaar;2042;0.01704;0.00383;0.00541;0.00446;0.00334
1308;41 jaar;2043;0.01707;0.00383;0.00542;0.00447;0.00335
1309;41 jaar;2044;0.0171;0.00384;0.00542;0.00449;0.00335
1310;41 jaar;2045;0.01711;0.00384;0.00542;0.0045;0.00335
1311;41 jaar;2046;0.01712;0.00384;0.00542;0.00451;0.00335
1312;41 jaar;2047;0.01714;0.00385;0.00542;0.00451;0.00336
1313;41 jaar;2048;0.01715;0.00385;0.00542;0.00452;0.00336
1314;41 jaar;2049;0.01716;0.00385;0.00542;0.00453;0.00336
1315;41 jaar;2050;0.01718;0.00386;0.00542;0.00454;0.00336
1316;42 jaar;2004;0.00767;0.00171;0.00247;0.00166;0.00182
1317;42 jaar;2005;0.00795;0.00177;0.00251;0.00176;0.00191
1318;42 jaar;2006;0.00819;0.00183;0.00254;0.00182;0.00199
1319;42 jaar;2007;0.00839;0.00186;0.00258;0.00186;0.00208
1320;42 jaar;2008;0.00853;0.00187;0.00261;0.00188;0.00217
1321;42 jaar;2009;0.00881;0.00194;0.00264;0.00197;0.00225
1322;42 jaar;2010;0.00896;0.00199;0.00268;0.002;0.00229
1323;42 jaar;2011;0.00905;0.002;0.00269;0.00204;0.00232
1324;42 jaar;2012;0.00913;0.00201;0.0027;0.00207;0.00235
1325;42 jaar;2013;0.00918;0.00202;0.00271;0.00208;0.00237
1326;42 jaar;2014;0.00914;0.00203;0.00272;0.00203;0.00236
1327;42 jaar;2015;0.00927;0.00203;0.00273;0.00213;0.00238
1328;42 jaar;2016;0.00925;0.00203;0.00274;0.00207;0.00241
1329;42 jaar;2017;0.00942;0.00204;0.00274;0.00218;0.00246
1330;42 jaar;2018;0.00949;0.00205;0.00276;0.00223;0.00245
1331;42 jaar;2019;0.00956;0.00206;0.00277;0.00228;0.00245
1332;42 jaar;2020;0.00962;0.00207;0.00278;0.00231;0.00246
1333;42 jaar;2021;0.00966;0.00207;0.00279;0.00233;0.00247
1334;42 jaar;2022;0.0097;0.00207;0.00279;0.00236;0.00248
1335;42 jaar;2023;0.00974;0.00207;0.0028;0.00238;0.00249
1336;42 jaar;2024;0.00977;0.00207;0.00281;0.0024;0.00249
1337;42 jaar;2025;0.0098;0.00207;0.00281;0.00242;0.0025
1338;42 jaar;2026;0.00984;0.00208;0.00282;0.00244;0.0025
1339;42 jaar;2027;0.00987;0.00208;0.00282;0.00246;0.00251
1340;42 jaar;2028;0.0099;0.00208;0.00283;0.00248;0.00251
1341;42 jaar;2029;0.00993;0.00208;0.00283;0.0025;0.00252
1342;42 jaar;2030;0.00995;0.00208;0.00284;0.00251;0.00252
1343;42 jaar;2031;0.00998;0.00208;0.00284;0.00253;0.00253
1344;42 jaar;2032;0.00999;0.00208;0.00284;0.00254;0.00253
1345;42 jaar;2033;0.01002;0.00208;0.00285;0.00256;0.00253
1346;42 jaar;2034;0.01004;0.00208;0.00285;0.00257;0.00254
1347;42 jaar;2035;0.01005;0.00208;0.00285;0.00258;0.00254
1348;42 jaar;2036;0.01007;0.00208;0.00286;0.00259;0.00254
1349;42 jaar;2037;0.01008;0.00208;0.00286;0.0026;0.00254
1350;42 jaar;2038;0.0101;0.00208;0.00286;0.00261;0.00255
1351;42 jaar;2039;0.01012;0.00208;0.00287;0.00262;0.00255
1352;42 jaar;2040;0.01013;0.00208;0.00287;0.00263;0.00255
1353;42 jaar;2041;0.01014;0.00208;0.00287;0.00264;0.00255
1354;42 jaar;2042;0.01016;0.00208;0.00287;0.00265;0.00256
1355;42 jaar;2043;0.01018;0.00208;0.00288;0.00266;0.00256
1356;42 jaar;2044;0.01018;0.00208;0.00288;0.00266;0.00256
1357;42 jaar;2045;0.01019;0.00208;0.00288;0.00267;0.00256
1358;42 jaar;2046;0.01021;0.00208;0.00289;0.00268;0.00256
1359;42 jaar;2047;0.01021;0.00207;0.00289;0.00269;0.00256
1360;42 jaar;2048;0.01021;0.00207;0.00289;0.00269;0.00256
1361;42 jaar;2049;0.01023;0.00207;0.00289;0.0027;0.00257
1362;42 jaar;2050;0.01024;0.00207;0.0029;0.0027;0.00257
1363;43 jaar;2004;0.00478;0.00113;0.00146;0.00106;0.00113
1364;43 jaar;2005;0.00488;0.00115;0.00147;0.00108;0.00118
1365;43 jaar;2006;0.00504;0.00117;0.00149;0.00115;0.00123
1366;43 jaar;2007;0.00518;0.00121;0.0015;0.00118;0.00128
1367;43 jaar;2008;0.00528;0.00123;0.00151;0.0012;0.00133
1368;43 jaar;2009;0.00536;0.00123;0.00153;0.00121;0.00139
1369;43 jaar;2010;0.00549;0.00127;0.00153;0.00125;0.00144
1370;43 jaar;2011;0.00552;0.00128;0.00154;0.00127;0.00143
1371;43 jaar;2012;0.00556;0.00128;0.00154;0.00128;0.00146
1372;43 jaar;2013;0.00556;0.00127;0.00153;0.00129;0.00147
1373;43 jaar;2014;0.00558;0.00127;0.00153;0.00129;0.00149
1374;43 jaar;2015;0.00554;0.00127;0.00153;0.00126;0.00148
1375;43 jaar;2016;0.00559;0.00127;0.00152;0.00131;0.00149
1376;43 jaar;2017;0.00556;0.00126;0.00152;0.00127;0.00151
1377;43 jaar;2018;0.00564;0.00126;0.00151;0.00133;0.00154
1378;43 jaar;2019;0.00566;0.00125;0.00151;0.00136;0.00154
1379;43 jaar;2020;0.00568;0.00125;0.00151;0.00138;0.00154
1380;43 jaar;2021;0.00569;0.00125;0.0015;0.00139;0.00155
1381;43 jaar;2022;0.00569;0.00124;0.0015;0.0014;0.00155
1382;43 jaar;2023;0.0057;0.00123;0.0015;0.00141;0.00156
1383;43 jaar;2024;0.00571;0.00123;0.00149;0.00142;0.00157
1384;43 jaar;2025;0.00571;0.00122;0.00149;0.00143;0.00157
1385;43 jaar;2026;0.00569;0.00121;0.00148;0.00143;0.00157
1386;43 jaar;2027;0.00571;0.00121;0.00148;0.00144;0.00158
1387;43 jaar;2028;0.00569;0.0012;0.00147;0.00144;0.00158
1388;43 jaar;2029;0.0057;0.0012;0.00146;0.00145;0.00159
1389;43 jaar;2030;0.00569;0.00119;0.00146;0.00145;0.00159
1390;43 jaar;2031;0.00568;0.00118;0.00145;0.00146;0.00159
1391;43 jaar;2032;0.00569;0.00118;0.00145;0.00146;0.0016
1392;43 jaar;2033;0.00567;0.00117;0.00144;0.00146;0.0016
1393;43 jaar;2034;0.00565;0.00116;0.00143;0.00146;0.0016
1394;43 jaar;2035;0.00566;0.00115;0.00143;0.00147;0.00161
1395;43 jaar;2036;0.00565;0.00115;0.00142;0.00147;0.00161
1396;43 jaar;2037;0.00563;0.00114;0.00141;0.00147;0.00161
1397;43 jaar;2038;0.00562;0.00113;0.00141;0.00147;0.00161
1398;43 jaar;2039;0.00561;0.00113;0.0014;0.00147;0.00161
1399;43 jaar;2040;0.0056;0.00112;0.00139;0.00147;0.00162
1400;43 jaar;2041;0.00559;0.00111;0.00139;0.00147;0.00162
1401;43 jaar;2042;0.00558;0.00111;0.00138;0.00147;0.00162
1402;43 jaar;2043;0.00556;0.0011;0.00137;0.00147;0.00162
1403;43 jaar;2044;0.00555;0.00109;0.00137;0.00147;0.00162
1404;43 jaar;2045;0.00555;0.00109;0.00136;0.00147;0.00163
1405;43 jaar;2046;0.00553;0.00108;0.00135;0.00147;0.00163
1406;43 jaar;2047;0.00552;0.00107;0.00135;0.00147;0.00163
1407;43 jaar;2048;0.00551;0.00107;0.00134;0.00147;0.00163
1408;43 jaar;2049;0.0055;0.00106;0.00134;0.00147;0.00163
1409;43 jaar;2050;0.00548;0.00105;0.00133;0.00147;0.00163
1410;44 jaar;2004;0.00243;0.00045;0.00078;0.00056;0.00063
1411;44 jaar;2005;0.00252;0.00048;0.00079;0.00059;0.00066
1412;44 jaar;2006;0.00258;0.00049;0.00079;0.0006;0.00069
1413;44 jaar;2007;0.00266;0.00051;0.00079;0.00063;0.00073
1414;44 jaar;2008;0.00272;0.00052;0.0008;0.00065;0.00076
1415;44 jaar;2009;0.00278;0.00053;0.0008;0.00066;0.00079
1416;44 jaar;2010;0.00281;0.00054;0.00079;0.00066;0.00082
1417;44 jaar;2011;0.00282;0.00055;0.00078;0.00067;0.00082
1418;44 jaar;2012;0.00283;0.00055;0.00078;0.00068;0.00082
1419;44 jaar;2013;0.00285;0.00055;0.00077;0.00069;0.00084
1420;44 jaar;2014;0.00284;0.00055;0.00076;0.00069;0.00084
1421;44 jaar;2015;0.00285;0.00055;0.00076;0.00069;0.00085
1422;44 jaar;2016;0.00281;0.00055;0.00075;0.00066;0.00085
1423;44 jaar;2017;0.00284;0.00055;0.00074;0.00069;0.00086
1424;44 jaar;2018;0.00281;0.00054;0.00073;0.00067;0.00087
1425;44 jaar;2019;0.00284;0.00054;0.00072;0.0007;0.00088
1426;44 jaar;2020;0.00283;0.00054;0.00071;0.0007;0.00088
1427;44 jaar;2021;0.00284;0.00054;0.0007;0.00071;0.00089
1428;44 jaar;2022;0.00285;0.00054;0.0007;0.00072;0.00089
1429;44 jaar;2023;0.00284;0.00054;0.00069;0.00072;0.00089
1430;44 jaar;2024;0.00283;0.00053;0.00068;0.00072;0.0009
1431;44 jaar;2025;0.00282;0.00053;0.00067;0.00072;0.0009
1432;44 jaar;2026;0.00281;0.00053;0.00066;0.00072;0.0009
1433;44 jaar;2027;0.0028;0.00053;0.00065;0.00072;0.0009
1434;44 jaar;2028;0.0028;0.00053;0.00064;0.00072;0.00091
1435;44 jaar;2029;0.00278;0.00052;0.00063;0.00072;0.00091
1436;44 jaar;2030;0.00277;0.00052;0.00062;0.00072;0.00091
1437;44 jaar;2031;0.00276;0.00052;0.00061;0.00072;0.00091
1438;44 jaar;2032;0.00275;0.00052;0.0006;0.00072;0.00091
1439;44 jaar;2033;0.00274;0.00051;0.00059;0.00072;0.00092
1440;44 jaar;2034;0.00273;0.00051;0.00058;0.00072;0.00092
1441;44 jaar;2035;0.00272;0.00051;0.00057;0.00072;0.00092
1442;44 jaar;2036;0.00271;0.00051;0.00056;0.00072;0.00092
1443;44 jaar;2037;0.00268;0.0005;0.00055;0.00071;0.00092
1444;44 jaar;2038;0.00267;0.0005;0.00054;0.00071;0.00092
1445;44 jaar;2039;0.00267;0.0005;0.00053;0.00071;0.00093
1446;44 jaar;2040;0.00266;0.00049;0.00053;0.00071;0.00093
1447;44 jaar;2041;0.00265;0.00049;0.00052;0.00071;0.00093
1448;44 jaar;2042;0.00263;0.00049;0.00051;0.0007;0.00093
1449;44 jaar;2043;0.00262;0.00049;0.0005;0.0007;0.00093
1450;44 jaar;2044;0.0026;0.00048;0.00049;0.0007;0.00093
1451;44 jaar;2045;0.00259;0.00048;0.00048;0.0007;0.00093
1452;44 jaar;2046;0.00257;0.00048;0.00047;0.00069;0.00093
1453;44 jaar;2047;0.00256;0.00048;0.00046;0.00069;0.00093
1454;44 jaar;2048;0.00255;0.00047;0.00045;0.00069;0.00094
1455;44 jaar;2049;0.00254;0.00047;0.00044;0.00069;0.00094
1456;44 jaar;2050;0.00252;0.00047;0.00043;0.00068;0.00094
1457;45 jaar;2004;0.00125;0.00025;0.00025;0.00027;0.00047
1458;45 jaar;2005;0.00129;0.00024;0.00028;0.00029;0.00049
1459;45 jaar;2006;0.00135;0.00026;0.00028;0.0003;0.00052
1460;45 jaar;2007;0.00136;0.00026;0.00027;0.0003;0.00053
1461;45 jaar;2008;0.00142;0.00027;0.00027;0.00032;0.00056
1462;45 jaar;2009;0.00146;0.00028;0.00027;0.00032;0.00059
1463;45 jaar;2010;0.00148;0.00029;0.00026;0.00033;0.0006
1464;45 jaar;2011;0.00148;0.00028;0.00026;0.00033;0.00061
1465;45 jaar;2012;0.0015;0.00029;0.00026;0.00033;0.00062
1466;45 jaar;2013;0.0015;0.00029;0.00025;0.00034;0.00062
1467;45 jaar;2014;0.00151;0.00029;0.00025;0.00034;0.00063
1468;45 jaar;2015;0.0015;0.00029;0.00024;0.00034;0.00063
1469;45 jaar;2016;0.00151;0.00029;0.00024;0.00034;0.00064
1470;45 jaar;2017;0.00149;0.00029;0.00023;0.00033;0.00064
1471;45 jaar;2018;0.0015;0.00029;0.00023;0.00034;0.00064
1472;45 jaar;2019;0.00149;0.00029;0.00022;0.00033;0.00065
1473;45 jaar;2020;0.00152;0.00029;0.00022;0.00034;0.00067
1474;45 jaar;2021;0.0015;0.00029;0.00021;0.00034;0.00066
1475;45 jaar;2022;0.00152;0.00029;0.00021;0.00035;0.00067
1476;45 jaar;2023;0.00152;0.00029;0.00021;0.00035;0.00067
1477;45 jaar;2024;0.0015;0.00028;0.0002;0.00035;0.00067
1478;45 jaar;2025;0.0015;0.00028;0.0002;0.00035;0.00067
1479;45 jaar;2026;0.0015;0.00028;0.00019;0.00035;0.00068
1480;45 jaar;2027;0.0015;0.00028;0.00019;0.00035;0.00068
1481;45 jaar;2028;0.00149;0.00028;0.00018;0.00035;0.00068
1482;45 jaar;2029;0.00149;0.00028;0.00018;0.00035;0.00068
1483;45 jaar;2030;0.00148;0.00028;0.00017;0.00035;0.00068
1484;45 jaar;2031;0.00148;0.00027;0.00017;0.00035;0.00069
1485;45 jaar;2032;0.00147;0.00027;0.00016;0.00035;0.00069
1486;45 jaar;2033;0.00147;0.00027;0.00016;0.00035;0.00069
1487;45 jaar;2034;0.00146;0.00027;0.00015;0.00035;0.00069
1488;45 jaar;2035;0.00145;0.00027;0.00015;0.00034;0.00069
1489;45 jaar;2036;0.00144;0.00027;0.00014;0.00034;0.00069
1490;45 jaar;2037;0.00143;0.00026;0.00014;0.00034;0.00069
1491;45 jaar;2038;0.00143;0.00026;0.00013;0.00034;0.0007
1492;45 jaar;2039;0.00143;0.00026;0.00013;0.00034;0.0007
1493;45 jaar;2040;0.00142;0.00026;0.00012;0.00034;0.0007
1494;45 jaar;2041;0.00142;0.00026;0.00012;0.00034;0.0007
1495;45 jaar;2042;0.0014;0.00026;0.00011;0.00033;0.0007
1496;45 jaar;2043;0.0014;0.00026;0.00011;0.00033;0.0007
1497;45 jaar;2044;0.00138;0.00025;0.0001;0.00033;0.0007
1498;45 jaar;2045;0.00138;0.00025;0.0001;0.00033;0.0007
1499;45 jaar;2046;0.00137;0.00025;9e-05;0.00033;0.0007
1500;45 jaar;2047;0.00137;0.00025;9e-05;0.00033;0.0007
1501;45 jaar;2048;0.00136;0.00025;8e-05;0.00033;0.0007
1502;45 jaar;2049;0.00136;0.00025;8e-05;0.00032;0.00071
1503;45 jaar;2050;0.00134;0.00024;7e-05;0.00032;0.00071
1504;46 jaar;2004;0.0004;1e-05;8e-05;0.0001;0.00022
1505;46 jaar;2005;0.00043;1e-05;9e-05;0.00011;0.00022
1506;46 jaar;2006;0.00045;1e-05;9e-05;0.00012;0.00023
1507;46 jaar;2007;0.00049;2e-05;9e-05;0.00013;0.00025
1508;46 jaar;2008;0.0005;2e-05;9e-05;0.00013;0.00026
1509;46 jaar;2009;0.00051;2e-05;9e-05;0.00014;0.00026
1510;46 jaar;2010;0.00052;2e-05;9e-05;0.00014;0.00027
1511;46 jaar;2011;0.00054;3e-05;9e-05;0.00014;0.00028
1512;46 jaar;2012;0.00053;3e-05;8e-05;0.00014;0.00028
1513;46 jaar;2013;0.00054;3e-05;8e-05;0.00015;0.00028
1514;46 jaar;2014;0.00055;4e-05;8e-05;0.00015;0.00028
1515;46 jaar;2015;0.00056;4e-05;8e-05;0.00015;0.00029
1516;46 jaar;2016;0.00056;4e-05;8e-05;0.00015;0.00029
1517;46 jaar;2017;0.00056;4e-05;8e-05;0.00015;0.00029
1518;46 jaar;2018;0.00056;4e-05;8e-05;0.00015;0.00029
1519;46 jaar;2019;0.00057;5e-05;7e-05;0.00015;0.0003
1520;46 jaar;2020;0.00057;5e-05;7e-05;0.00015;0.0003
1521;46 jaar;2021;0.00059;5e-05;7e-05;0.00016;0.00031
1522;46 jaar;2022;0.00058;5e-05;7e-05;0.00016;0.0003
1523;46 jaar;2023;0.0006;6e-05;7e-05;0.00016;0.00031
