ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenFTEEindSeptember_2;WerknemersFTEOpEigenLoonlijst_3;TotaleBedrijfsopbrengsten_4;TotaleNettoOmzet_5;OmzetHoofdactiviteit_6;OmzetUitNevenactiviteiten_7;OverigeBedrijfsopbrengsten_8;TotaleBedrijfslasten_9;InkoopwaardeOmzet_10;InkoopwaardeHandelsgoederen_11;InkoopwaardeGrondEnHulpstoffen_12;Arbeidskosten_13;BrutoLonenEnSalarissen_14;OverigePersoneelskosten_15;Verkoopkosten_16;KostenVanHuisvesting_17;KostenEnergieverbruik_18;KostenMachinesEnInstallaties_19;KostenVervoermiddelen_20;Communicatiekosten_21;KostenVanDienstverleningDoorDerden_22;OverigeBedrijfslasten_23;AfschrijvingenOpVasteActiva_24;Bedrijfsresultaat_25;SaldoOverigeFinancieleResultaten_26;ResultaatVoorBelastingen_27
254;7450a Uitzend- en uitleenbedrijven;2002;3800.0;;;;;;;;;;;;;;;;;;;;;;;;;;
255;7450a Uitzend- en uitleenbedrijven;2003;4060.0;;;;;;;;;;;;;;;;;;;;;;;;;;
256;7450a Uitzend- en uitleenbedrijven;2004;4235.0;28.9;102.7;9845.0;9752.0;9603.0;149.0;93.0;9303.0;3907.0;38.0;3752.0;3695.0;3015.0;578.0;140.0;168.0;15.0;37.0;214.0;64.0;122.0;281.0;84.0;542.0;-15.0;527.0
257;7450a Uitzend- en uitleenbedrijven;2005;4215.0;33.2;116.6;11458.0;11306.0;11197.0;109.0;152.0;10714.0;4739.0;19.0;4570.0;4059.0;3354.0;690.0;154.0;169.0;16.0;39.0;221.0;72.0;148.0;322.0;85.0;744.0;-17.0;727.0
258;7450b Uitleen- en uitzendbureaus, ..;2000;4100.0;;;;;;;;;;;;;;;;;;;;;;;;;;
259;7450b Uitleen- en uitzendbureaus, ..;2001;4990.0;;;;;;;;;;;;;;;;;;;;;;;;;;
260;7450b Uitleen- en uitzendbureaus, ..;2002;5990.0;55.9;155.9;11699.0;11609.0;;;89.0;11008.0;3843.0;;;4929.0;4021.0;;;;;;;;;;164.0;689.0;-90.0;599.0
261;7450b Uitleen- en uitzendbureaus, ..;2003;6305.0;45.7;122.8;10646.0;10553.0;10444.0;110.0;92.0;10088.0;3702.0;5.0;3453.0;4291.0;3521.0;596.0;173.0;267.0;20.0;56.0;230.0;87.0;223.0;305.0;138.0;558.0;-41.0;517.0
262;7450b Uitleen- en uitzendbureaus, ..;2004;6480.0;;;;;;;;;;;;;;;;;;;;;;;;;;
263;7450b Uitleen- en uitzendbureaus, ..;2005;6505.0;44.9;128.1;12785.0;12626.0;12406.0;221.0;159.0;11937.0;4933.0;23.0;4684.0;4609.0;3812.0;832.0;191.0;245.0;20.0;50.0;249.0;92.0;232.0;378.0;107.0;848.0;19.0;867.0
264;7450c Uitleenbedrijven en ..;2000;2420.0;;;;;;;;;;;;;;;;;;;;;;;;;;
265;7450c Uitleenbedrijven en ..;2001;2835.0;;;3935.0;3922.0;;;12.0;3723.0;607.0;;;2064.0;1725.0;;103.0;;7.0;;;;103.0;;103.0;211.0;-98.0;113.0
266;7450c Uitleenbedrijven en ..;2002;3280.0;27.0;56.7;4066.0;4041.0;3996.0;45.0;24.0;3870.0;486.0;10.0;275.0;2176.0;1806.0;381.0;86.0;137.0;9.0;23.0;144.0;41.0;140.0;190.0;57.0;195.0;-82.0;113.0
267;7450c Uitleenbedrijven en ..;2003;3465.0;20.4;53.2;3886.0;3861.0;3782.0;79.0;25.0;3692.0;399.0;5.0;206.0;2132.0;1784.0;416.0;69.0;137.0;9.0;21.0;143.0;35.0;128.0;148.0;54.0;194.0;-31.0;163.0
268;7450c Uitleenbedrijven en ..;2004;3630.0;;;;;;;;;;;;;;;;;;;;;;;;;;
269;7450c Uitleenbedrijven en ..;2005;3670.0;;;;;;;;;;;;;;;;;;;;;;;;;;
270;74503 Arbeidsbemiddeling, testen, ..;2000;1650.0;;;;;;;;;;;;;;;;;;;;;;;;;;
271;74503 Arbeidsbemiddeling, testen, ..;2001;1870.0;;;;;;;;;;;;;;;;;;;;;;;;;;
272;74503 Arbeidsbemiddeling, testen, ..;2002;2105.0;;;;;;;;;;;;;;;;;;;;;;;;;;
273;74503 Arbeidsbemiddeling, testen, ..;2003;2165.0;;;;;;;;;;;;;;;;;;;;;;;;;;
274;74503 Arbeidsbemiddeling, testen, ..;2004;2160.0;;;;;;;;;;;;;;;;;;;;;;;;;;
275;74503 Arbeidsbemiddeling, testen, ..;2005;2205.0;11.7;11.5;1327.0;1321.0;1209.0;112.0;6.0;1223.0;;;;549.0;458.0;142.0;36.0;76.0;4.0;11.0;28.0;20.0;84.0;56.0;23.0;104.0;35.0;139.0
276;74504 Banenpools ..;2000;115.0;;34.3;502.0;;;;;507.0;1.0;;;424.0;391.0;;;;;;;;;;;;;
277;74504 Banenpools ..;2001;100.0;2.7;29.5;498.0;488.0;;;10.0;494.0;3.0;;;420.0;389.0;;;;;;;;;;2.0;3.0;1.0;4.0
278;74504 Banenpools ..;2002;85.0;1.5;24.2;448.0;441.0;;;7.0;448.0;6.0;;;389.0;301.0;;;;;;;;;;2.0;-1.0;1.0;0.0
279;74504 Banenpools ..;2003;85.0;1.4;21.2;422.0;407.0;;;15.0;424.0;6.0;;;363.0;281.0;;;;;;;;;;2.0;-2.0;1.0;-1.0
280;74504 Banenpools ..;2004;90.0;0.9;15.4;339.0;334.0;;;5.0;338.0;6.0;;;282.0;223.0;;;;;;;;;;2.0;1.0;-2.0;-1.0
281;74504 Banenpools ..;2005;85.0;0.9;12.4;295.0;289.0;;;5.0;291.0;8.0;;;235.0;187.0;;;;;;;;;;1.0;4.0;-2.0;2.0
282;746 Beveiliging en opsporing;2000;730.0;;;780.0;779.0;;;1.0;;;;;613.0;;;;;;;;;;;;;;
283;746 Beveiliging en opsporing;2001;780.0;;;960.0;959.0;;;0.0;;;;;743.0;;;;;;;;;;;;;;
284;746 Beveiliging en opsporing;2002;920.0;27.6;24.7;1250.0;1248.0;1247.0;1.0;2.0;1174.0;55.0;10.0;36.0;782.0;662.0;157.0;12.0;19.0;1.0;8.0;37.0;13.0;15.0;48.0;26.0;77.0;2.0;79.0
285;746 Beveiliging en opsporing;2003;1040.0;27.5;26.1;1421.0;1410.0;1404.0;6.0;11.0;1331.0;81.0;10.0;64.0;884.0;747.0;141.0;12.0;24.0;2.0;10.0;49.0;18.0;21.0;57.0;32.0;90.0;-6.0;84.0
286;746 Beveiliging en opsporing;2004;1160.0;27.3;25.9;1379.0;1372.0;1343.0;28.0;8.0;1315.0;73.0;7.0;62.0;888.0;736.0;136.0;11.0;24.0;2.0;11.0;49.0;14.0;18.0;55.0;33.0;64.0;-17.0;47.0
287;746 Beveiliging en opsporing;2005;1250.0;28.5;26.2;1481.0;1477.0;1425.0;53.0;4.0;1412.0;102.0;28.0;65.0;960.0;787.0;133.0;14.0;28.0;3.0;8.0;49.0;15.0;22.0;48.0;31.0;69.0;-11.0;58.0
288;747 Reiniging van gebouwen en ..;2000;6205.0;;;;;;;;;;;;;;;;;;;;;;;;;;
289;747 Reiniging van gebouwen en ..;2001;6080.0;106.2;94.2;3698.0;3633.0;;;65.0;3337.0;508.0;;;2023.0;1691.0;;43.0;;5.0;;;;51.0;;104.0;361.0;-13.0;348.0
290;747 Reiniging van gebouwen en ..;2002;6030.0;95.3;81.6;3680.0;3598.0;3523.0;76.0;82.0;3268.0;463.0;40.0;209.0;1977.0;1619.0;274.0;43.0;55.0;7.0;37.0;128.0;22.0;50.0;103.0;109.0;412.0;-26.0;386.0
291;747 Reiniging van gebouwen en ..;2003;6230.0;96.4;85.2;3853.0;3790.0;3714.0;76.0;63.0;3410.0;519.0;37.0;250.0;2056.0;1677.0;222.0;51.0;60.0;8.0;30.0;142.0;27.0;80.0;105.0;112.0;443.0;-22.0;421.0
292;747 Reiniging van gebouwen en ..;2004;6550.0;96.9;85.8;3933.0;3860.0;3770.0;90.0;73.0;3537.0;487.0;43.0;215.0;2207.0;1779.0;233.0;46.0;67.0;8.0;29.0;139.0;28.0;75.0;105.0;112.0;396.0;-10.0;386.0
293;747 Reiniging van gebouwen en ..;2005;6685.0;99.5;84.6;4018.0;3953.0;3843.0;110.0;65.0;3586.0;554.0;54.0;241.0;2167.0;1747.0;237.0;50.0;71.0;10.0;34.0;153.0;26.0;64.0;110.0;110.0;433.0;-13.0;420.0
294;74701 Reiniging van gebouwen;2000;5625.0;;;;;;;;;;;;;;;;;;;;;;;;;;
295;74701 Reiniging van gebouwen;2001;5515.0;99.3;88.2;3180.0;3122.0;;;58.0;2887.0;411.0;;;1823.0;1526.0;;34.0;;3.0;;;;44.0;;80.0;293.0;-9.0;284.0
296;74701 Reiniging van gebouwen;2002;5470.0;88.3;75.9;3154.0;3078.0;3028.0;50.0;76.0;2816.0;370.0;38.0;161.0;1775.0;1453.0;232.0;35.0;42.0;4.0;30.0;97.0;18.0;42.0;90.0;82.0;338.0;-21.0;317.0
297;74701 Reiniging van gebouwen;2003;5670.0;90.5;80.3;3332.0;3272.0;3216.0;56.0;60.0;2956.0;419.0;34.0;189.0;1871.0;1526.0;190.0;41.0;47.0;5.0;21.0;108.0;23.0;56.0;85.0;89.0;376.0;-21.0;355.0
298;74701 Reiniging van gebouwen;2004;5985.0;91.2;81.1;3412.0;3347.0;3291.0;55.0;65.0;3074.0;384.0;33.0;169.0;2025.0;1630.0;197.0;34.0;51.0;6.0;18.0;108.0;23.0;54.0;86.0;87.0;338.0;-11.0;327.0
299;74701 Reiniging van gebouwen;2005;6085.0;;;3460.0;3399.0;3334.0;65.0;61.0;3088.0;419.0;48.0;190.0;1981.0;1597.0;193.0;41.0;56.0;6.0;22.0;121.0;22.0;56.0;89.0;81.0;372.0;-12.0;360.0
300;74702 Reiniging van transportmiddelen ..;2000;575.0;6.7;6.0;488.0;;;;;437.0;108.0;;;185.0;153.0;35.0;;10.0;1.0;;;;;;23.0;52.0;-4.0;48.0
301;74702 Reiniging van transportmiddelen ..;2001;565.0;6.9;6.0;518.0;511.0;;;7.0;450.0;97.0;;;200.0;165.0;;9.0;;2.0;;;;7.0;;24.0;68.0;-4.0;64.0
302;74702 Reiniging van transportmiddelen ..;2002;560.0;7.0;5.7;526.0;521.0;495.0;26.0;6.0;452.0;94.0;2.0;48.0;202.0;166.0;42.0;9.0;13.0;2.0;8.0;31.0;4.0;8.0;13.0;27.0;74.0;-5.0;69.0
303;74702 Reiniging van transportmiddelen ..;2003;565.0;6.0;4.9;521.0;519.0;498.0;21.0;2.0;454.0;;;;185.0;151.0;32.0;10.0;13.0;2.0;9.0;33.0;4.0;23.0;20.0;;67.0;-1.0;66.0
304;74702 Reiniging van transportmiddelen ..;2004;565.0;5.8;4.7;521.0;513.0;478.0;35.0;8.0;463.0;102.0;10.0;47.0;183.0;149.0;36.0;12.0;16.0;2.0;10.0;31.0;5.0;21.0;19.0;25.0;58.0;1.0;59.0
305;74702 Reiniging van transportmiddelen ..;2005;600.0;5.8;4.4;558.0;554.0;509.0;44.0;5.0;498.0;;;;186.0;150.0;44.0;10.0;15.0;3.0;11.0;32.0;4.0;8.0;21.0;29.0;61.0;-1.0;60.0
306;748 Fotografie, pakken en sorteren ..;2000;13185.0;48.4;38.6;6857.0;;;;;6328.0;3428.0;;;1282.0;1064.0;273.0;;190.0;37.0;;;;;;317.0;528.0;-35.0;493.0
307;748 Fotografie, pakken en sorteren ..;2001;12935.0;;;;;;;;;;;;;;;;;;;;;;;;;;
308;748 Fotografie, pakken en sorteren ..;2002;13670.0;56.5;40.9;6192.0;6068.0;5838.0;230.0;124.0;5540.0;2125.0;64.0;1822.0;1477.0;1222.0;297.0;174.0;242.0;45.0;77.0;104.0;77.0;157.0;389.0;376.0;652.0;-85.0;567.0
309;748 Fotografie, pakken en sorteren ..;2003;13740.0;;;;;;;;;;;;;;;;;;;;;;;;;;
310;748 Fotografie, pakken en sorteren ..;2004;14555.0;56.5;41.3;6116.0;5994.0;5793.0;201.0;122.0;5528.0;1987.0;219.0;1533.0;1589.0;1318.0;313.0;206.0;271.0;45.0;84.0;126.0;86.0;195.0;312.0;315.0;588.0;-90.0;498.0
311;748 Fotografie, pakken en sorteren ..;2005;15080.0;59.1;41.4;6390.0;6204.0;5707.0;496.0;186.0;5676.0;2190.0;202.0;1661.0;1559.0;1294.0;345.0;180.0;262.0;44.0;90.0;114.0;91.0;186.0;329.0;287.0;714.0;-26.0;688.0
312;7481 Fotografie en ontwikkelen van ..;2000;2785.0;;;;;;;;;;;;;;;;;;;;;;;;;;
313;7481 Fotografie en ontwikkelen van ..;2001;2635.0;5.6;2.8;443.0;440.0;;;3.0;370.0;188.0;;;68.0;57.0;;14.0;;4.0;;;;10.0;;28.0;73.0;-6.0;67.0
314;7481 Fotografie en ontwikkelen van ..;2002;2815.0;6.0;3.1;417.0;413.0;404.0;9.0;5.0;;125.0;8.0;110.0;83.0;69.0;;;;;;;;;;;;;
315;7481 Fotografie en ontwikkelen van ..;2003;2865.0;5.6;2.9;369.0;366.0;359.0;7.0;3.0;312.0;103.0;9.0;92.0;94.0;75.0;7.0;9.0;18.0;5.0;8.0;11.0;6.0;7.0;18.0;26.0;57.0;-2.0;55.0
316;7481 Fotografie en ontwikkelen van ..;2004;2975.0;4.3;2.3;321.0;317.0;311.0;7.0;3.0;302.0;134.0;13.0;119.0;65.0;52.0;10.0;6.0;19.0;4.0;7.0;10.0;5.0;5.0;15.0;22.0;19.0;-2.0;17.0
317;7481 Fotografie en ontwikkelen van ..;2005;3075.0;5.0;2.5;328.0;326.0;320.0;5.0;2.0;298.0;136.0;17.0;118.0;65.0;51.0;9.0;6.0;21.0;4.0;7.0;8.0;5.0;4.0;13.0;20.0;30.0;1.0;31.0
318;7484a Overige zakelijke dienstverlening;2000;10350.0;;;;;;;;;;;;;;;;;;;;;;;;;;
319;7484a Overige zakelijke dienstverlening;2001;10265.0;;;;;;;;;;;;;;;;;;;;;;;;;;
320;7484a Overige zakelijke dienstverlening;2002;10820.0;45.3;32.9;5249.0;5146.0;4962.0;185.0;103.0;;1997.0;57.0;1708.0;1175.0;979.0;;;;;;;;;;;;;
321;7484a Overige zakelijke dienstverlening;2003;10845.0;;;;;;;;;;;;;;;;;;;;;;;;;;
322;7484a Overige zakelijke dienstverlening;2004;11545.0;47.1;34.2;5273.0;5172.0;5041.0;131.0;101.0;4726.0;1848.0;206.0;1409.0;1301.0;1092.0;263.0;186.0;205.0;29.0;66.0;111.0;75.0;167.0;259.0;215.0;547.0;-85.0;462.0
323;7484a Overige zakelijke dienstverlening;2005;11970.0;49.1;34.3;5544.0;5394.0;4947.0;447.0;150.0;4893.0;2049.0;185.0;1539.0;1281.0;1076.0;300.0;160.0;199.0;29.0;69.0;101.0;80.0;158.0;275.0;193.0;650.0;-12.0;638.0
324;74873 Veilingen van landbouw-, ..;2000;45.0;;;;;;;;;;;;;;;;;;;;;;;;;;
325;74873 Veilingen van landbouw-, ..;2001;45.0;5.6;5.1;507.0;474.0;;;33.0;486.0;5.0;;;222.0;176.0;;16.0;;11.0;;;;20.0;;74.0;21.0;-11.0;10.0
326;74873 Veilingen van landbouw-, ..;2002;40.0;5.3;5.0;526.0;509.0;473.0;37.0;16.0;495.0;4.0;0.0;4.0;220.0;173.0;48.0;22.0;37.0;10.0;9.0;7.0;7.0;22.0;34.0;75.0;30.0;-16.0;14.0
327;74873 Veilingen van landbouw-, ..;2003;30.0;5.0;4.5;641.0;624.0;472.0;152.0;17.0;610.0;95.0;61.0;33.0;231.0;184.0;49.0;18.0;48.0;12.0;11.0;6.0;8.0;20.0;36.0;77.0;30.0;-12.0;18.0
328;74873 Veilingen van landbouw-, ..;2004;30.0;5.1;4.8;522.0;504.0;441.0;63.0;18.0;499.0;4.0;0.0;4.0;223.0;174.0;39.0;13.0;46.0;12.0;10.0;5.0;6.0;23.0;38.0;78.0;23.0;-4.0;19.0
329;74873 Veilingen van landbouw-, ..;2005;30.0;4.9;4.6;518.0;484.0;440.0;44.0;34.0;485.0;5.0;0.0;5.0;213.0;166.0;37.0;14.0;42.0;11.0;14.0;5.0;6.0;24.0;41.0;74.0;33.0;-13.0;20.0
330;93 Overige dienstverlening;2000;24000.0;;;;;;;;;;;;;;;;;;;;;;;;;;
331;93 Overige dienstverlening;2001;24440.0;;;;;;;;;;;;;;;;;;;;;;;;;;
332;93 Overige dienstverlening;2002;24560.0;;;;;;;;;;;;;;;;;;;;;;;;;;
333;93 Overige dienstverlening;2003;25295.0;;;;;;;;;;;;;;;;;;;;;;;;;;
334;93 Overige dienstverlening;2004;27095.0;;;;;;;;;;;;;;;;;;;;;;;;;;
335;93 Overige dienstverlening;2005;27685.0;;;;;;;;;;;;;;;;;;;;;;;;;;
336;9301 Reinigen van kleding en textiel;2000;1160.0;;;;;;;;;;;;;;;;;;;;;;;;;;
337;9301 Reinigen van kleding en textiel;2001;1130.0;11.5;9.3;726.0;719.0;;;7.0;618.0;79.0;;;240.0;188.0;;11.0;;29.0;;;;23.0;;93.0;108.0;1.0;109.0
338;9301 Reinigen van kleding en textiel;2002;1065.0;12.3;9.9;795.0;790.0;747.0;43.0;6.0;685.0;86.0;26.0;43.0;265.0;207.0;51.0;15.0;33.0;32.0;17.0;28.0;5.0;25.0;23.0;104.0;111.0;-14.0;97.0
339;9301 Reinigen van kleding en textiel;2003;1040.0;10.2;8.2;751.0;748.0;729.0;19.0;3.0;622.0;85.0;19.0;52.0;242.0;190.0;42.0;9.0;31.0;26.0;18.0;25.0;4.0;21.0;17.0;102.0;129.0;-8.0;121.0
340;9301 Reinigen van kleding en textiel;2004;1030.0;9.7;7.8;766.0;762.0;746.0;16.0;4.0;637.0;117.0;12.0;61.0;244.0;194.0;31.0;9.0;30.0;24.0;16.0;26.0;4.0;21.0;15.0;102.0;129.0;-10.0;119.0
341;9301 Reinigen van kleding en textiel;2005;975.0;10.3;8.5;818.0;813.0;798.0;15.0;6.0;687.0;94.0;11.0;70.0;269.0;215.0;43.0;11.0;35.0;31.0;17.0;31.0;5.0;25.0;21.0;105.0;131.0;-8.0;123.0
342;9302 Kappers en schoonheidsverzorging;2000;18245.0;;;;;;;;;;;;;;;;;;;;;;;;;;
343;9302 Kappers en schoonheidsverzorging;2001;18495.0;37.6;20.2;1159.0;1153.0;;;5.0;806.0;155.0;;;343.0;287.0;;29.0;;22.0;;;;16.0;;56.0;353.0;-10.0;343.0
344;9302 Kappers en schoonheidsverzorging;2002;18500.0;39.3;20.7;1252.0;1240.0;1182.0;58.0;12.0;867.0;168.0;51.0;102.0;375.0;313.0;19.0;36.0;69.0;24.0;14.0;17.0;11.0;20.0;54.0;62.0;385.0;-10.0;375.0
345;9302 Kappers en schoonheidsverzorging;2003;19090.0;;;;;;;;;;;;;;;;;;;;;;;;;;
346;9302 Kappers en schoonheidsverzorging;2004;20585.0;33.4;19.1;1206.0;1191.0;1146.0;44.0;15.0;856.0;153.0;68.0;78.0;370.0;303.0;42.0;29.0;90.0;20.0;11.0;13.0;9.0;20.0;42.0;59.0;349.0;-2.0;347.0
347;9302 Kappers en schoonheidsverzorging;2005;20975.0;38.3;21.5;1216.0;1195.0;1158.0;38.0;20.0;888.0;174.0;77.0;89.0;362.0;297.0;28.0;31.0;106.0;20.0;11.0;14.0;9.0;21.0;49.0;63.0;328.0;4.0;332.0
348;9303 Uitvaartverzorging, crematoria, ..;2000;675.0;;;;;;;;;;;;;;;;;;;;;;;;;;
349;9303 Uitvaartverzorging, crematoria, ..;2001;695.0;3.9;3.2;574.0;570.0;;;4.0;507.0;282.0;;;116.0;95.0;;9.0;;5.0;;;;14.0;;24.0;67.0;-7.0;60.0
350;9303 Uitvaartverzorging, crematoria, ..;2002;695.0;4.8;4.0;692.0;690.0;678.0;11.0;2.0;625.0;332.0;14.0;278.0;143.0;116.0;12.0;21.0;20.0;5.0;4.0;14.0;5.0;14.0;24.0;31.0;66.0;-16.0;50.0
351;9303 Uitvaartverzorging, crematoria, ..;2003;700.0;4.5;3.7;703.0;698.0;676.0;22.0;5.0;644.0;329.0;4.0;305.0;152.0;120.0;13.0;18.0;32.0;7.0;4.0;13.0;6.0;18.0;15.0;36.0;59.0;-10.0;49.0
352;9303 Uitvaartverzorging, crematoria, ..;2004;755.0;4.6;3.8;727.0;720.0;704.0;16.0;7.0;666.0;348.0;7.0;329.0;151.0;120.0;16.0;18.0;31.0;7.0;3.0;14.0;8.0;20.0;13.0;37.0;60.0;2.0;62.0
353;9303 Uitvaartverzorging, crematoria, ..;2005;775.0;5.2;4.6;757.0;754.0;748.0;6.0;3.0;696.0;340.0;8.0;327.0;171.0;136.0;19.0;18.0;38.0;8.0;5.0;15.0;7.0;19.0;21.0;36.0;61.0;35.0;96.0
354;9304 Fitnesscentra, sauna's, ..;2000;1720.0;;;;;;;;;;;;;;;;;;;;;;;;;;
355;9304 Fitnesscentra, sauna's, ..;2001;1785.0;7.5;5.5;413.0;411.0;;;2.0;330.0;32.0;;;97.0;82.0;;17.0;;16.0;;;;13.0;;58.0;83.0;-13.0;70.0
356;9304 Fitnesscentra, sauna's, ..;2002;1780.0;6.7;4.6;362.0;359.0;340.0;19.0;3.0;287.0;30.0;11.0;14.0;96.0;81.0;8.0;13.0;48.0;13.0;9.0;5.0;3.0;10.0;15.0;37.0;75.0;-5.0;70.0
357;9304 Fitnesscentra, sauna's, ..;2003;1920.0;7.5;5.3;442.0;437.0;427.0;11.0;4.0;371.0;44.0;11.0;27.0;125.0;105.0;14.0;15.0;62.0;15.0;14.0;8.0;3.0;13.0;20.0;39.0;71.0;-4.0;67.0
358;9304 Fitnesscentra, sauna's, ..;2004;2110.0;8.1;5.5;464.0;462.0;449.0;14.0;2.0;392.0;40.0;11.0;27.0;144.0;122.0;11.0;19.0;56.0;19.0;15.0;4.0;2.0;14.0;22.0;46.0;73.0;-13.0;60.0
359;9304 Fitnesscentra, sauna's, ..;2005;2190.0;8.2;6.4;515.0;512.0;488.0;24.0;3.0;456.0;51.0;17.0;33.0;160.0;137.0;15.0;24.0;74.0;18.0;19.0;7.0;4.0;20.0;24.0;41.0;59.0;0.0;59.0
