ID;Sales;SBI2008;Periods;WeightFactor_1;IndexNumbers_2;MonthOnMonthDevelopment_3;YearOnYearDevelopment_4
5331;Total sales;18 Printing and reproduction;2007 February;5372;100.6;0.1;0.3
5332;Total sales;18 Printing and reproduction;2007 March;5372;100.6;0.0;0.3
5333;Total sales;18 Printing and reproduction;2007 April;5372;100.6;0.0;0.2
5334;Total sales;18 Printing and reproduction;2007 May;5372;100.6;0.0;0.2
5335;Total sales;18 Printing and reproduction;2007 June;5372;100.6;-0.1;0.1
5336;Total sales;18 Printing and reproduction;2007 July;5372;100.3;-0.3;0.8
5337;Total sales;18 Printing and reproduction;2007 August;5372;100.3;0.0;0.8
5338;Total sales;18 Printing and reproduction;2007 September;5372;100.3;0.0;0.5
5339;Total sales;18 Printing and reproduction;2007 October;5372;100.4;0.1;0.6
5340;Total sales;18 Printing and reproduction;2007 November;5372;100.4;0.0;0.6
5341;Total sales;18 Printing and reproduction;2007 December;5372;100.4;0.0;0.6
5342;Total sales;18 Printing and reproduction;2007;5372;100.5;;0.4
5343;Total sales;18 Printing and reproduction;2008 January;5372;100.7;0.4;0.3
5344;Total sales;18 Printing and reproduction;2008 February;5372;100.8;0.1;0.2
5345;Total sales;18 Printing and reproduction;2008 March;5372;100.8;0.0;0.2
5346;Total sales;18 Printing and reproduction;2008 April;5372;100.7;-0.1;0.1
5347;Total sales;18 Printing and reproduction;2008 May;5372;100.7;0.0;0.1
5348;Total sales;18 Printing and reproduction;2008 June;5372;100.6;-0.1;0.1
5349;Total sales;18 Printing and reproduction;2008 July;5372;101.0;0.4;0.7
5350;Total sales;18 Printing and reproduction;2008 August;5372;100.9;-0.1;0.6
5351;Total sales;18 Printing and reproduction;2008 September;5372;101.0;0.1;0.7
5352;Total sales;18 Printing and reproduction;2008 October;5372;101.2;0.2;0.8
5353;Total sales;18 Printing and reproduction;2008 November;5372;101.1;-0.1;0.7
5354;Total sales;18 Printing and reproduction;2008 December;5372;100.9;-0.2;0.5
5355;Total sales;18 Printing and reproduction;2008;5372;100.9;;0.4
5356;Total sales;18 Printing and reproduction;2009 January;5372;100.8;-0.1;0.1
5357;Total sales;18 Printing and reproduction;2009 February;5372;100.7;-0.1;-0.1
5358;Total sales;18 Printing and reproduction;2009 March;5372;100.5;-0.1;-0.3
5359;Total sales;18 Printing and reproduction;2009 April;5372;100.2;-0.3;-0.5
5360;Total sales;18 Printing and reproduction;2009 May;5372;100.1;-0.1;-0.6
5361;Total sales;18 Printing and reproduction;2009 June;5372;100.1;0.0;-0.6
5362;Total sales;18 Printing and reproduction;2009 July;5372;99.3;-0.8;-1.7
5363;Total sales;18 Printing and reproduction;2009 August;5372;99.2;-0.2;-1.8
5364;Total sales;18 Printing and reproduction;2009 September;5372;99.2;0.1;-1.8
5365;Total sales;18 Printing and reproduction;2009 October;5372;98.6;-0.6;-2.5
5366;Total sales;18 Printing and reproduction;2009 November;5372;98.7;0.0;-2.4
5367;Total sales;18 Printing and reproduction;2009 December;5372;98.6;0.0;-2.2
5368;Total sales;18 Printing and reproduction;2009;5372;99.7;;-1.2
5369;Total sales;18 Printing and reproduction;2010 January;5372;97.5;-1.1;-3.2
5370;Total sales;18 Printing and reproduction;2010 February;5372;97.4;-0.1;-3.2
5371;Total sales;18 Printing and reproduction;2010 March;5372;97.3;-0.2;-3.2
5372;Total sales;18 Printing and reproduction;2010 April;5372;97.1;-0.2;-3.1
5373;Total sales;18 Printing and reproduction;2010 May;5372;97.3;0.2;-2.9
5374;Total sales;18 Printing and reproduction;2010 June;5372;97.3;0.0;-2.8
5375;Total sales;18 Printing and reproduction;2010 July;5372;97.5;0.2;-1.8
5376;Total sales;18 Printing and reproduction;2010 August;5372;97.6;0.1;-1.6
5377;Total sales;18 Printing and reproduction;2010 September;5372;97.6;0.1;-1.6
5378;Total sales;18 Printing and reproduction;2010 October;5372;97.7;0.1;-0.9
5379;Total sales;18 Printing and reproduction;2010 November;5372;97.7;0.0;-0.9
5380;Total sales;18 Printing and reproduction;2010 December;5372;97.7;0.0;-0.9
5381;Total sales;18 Printing and reproduction;2010;5372;97.5;;-2.2
5382;Total sales;18 Printing and reproduction;2011 January;5372;98.4;0.7;0.9
5383;Total sales;18 Printing and reproduction;2011 February;5372;98.5;0.1;1.1
5384;Total sales;18 Printing and reproduction;2011 March;5372;98.6;0.1;1.3
5385;Total sales;18 Printing and reproduction;2011 April;5372;98.5;-0.1;1.4
5386;Total sales;18 Printing and reproduction;2011 May;5372;98.5;0.0;1.2
5387;Total sales;18 Printing and reproduction;2011 June;5372;98.5;0.0;1.2
5388;Total sales;18 Printing and reproduction;2011 July;5372;98.5;0.0;1.0
5389;Total sales;18 Printing and reproduction;2011 August;5372;98.4;0.0;0.9
5390;Total sales;18 Printing and reproduction;2011 September;5372;98.4;0.0;0.8
5391;Total sales;18 Printing and reproduction;2011 October;5372;98.3;-0.1;0.5
5392;Total sales;18 Printing and reproduction;2011 November;5372;98.2;-0.1;0.5
5393;Total sales;18 Printing and reproduction;2011 December;5372;98.2;0.0;0.4
5394;Total sales;18 Printing and reproduction;2011;5372;98.4;;0.9
5395;Total sales;18 Printing and reproduction;2012 January;5372;98.0;-0.2;-0.4
5396;Total sales;18 Printing and reproduction;2012 February;5372;98.0;0.0;-0.5
5397;Total sales;18 Printing and reproduction;2012 March;5372;98.1;0.1;-0.5
5398;Total sales;18 Printing and reproduction;2012 April;5372;98.1;0.0;-0.4
5399;Total sales;18 Printing and reproduction;2012 May;5372;98.1;0.0;-0.3
5400;Total sales;18 Printing and reproduction;2012 June;5372;98.2;0.0;-0.3
5401;Total sales;18 Printing and reproduction;2012 July;5372;97.4;-0.8;-1.1
5402;Total sales;18 Printing and reproduction;2012 August;5372;97.4;0.0;-1.0
5403;Total sales;18 Printing and reproduction;2012 September;5372;97.5;0.1;-1.0
5404;Total sales;18 Printing and reproduction;2012 October;5372;97.6;0.1;-0.7
5405;Total sales;18 Printing and reproduction;2012 November;5372;97.6;0.0;-0.6
5406;Total sales;18 Printing and reproduction;2012 December;5372;97.5;0.0;-0.6
5407;Total sales;18 Printing and reproduction;2012;5372;97.8;;-0.6
5408;Total sales;19 Manufacture of coke and petroleum;1981 January;0;53.7;;
5409;Total sales;19 Manufacture of coke and petroleum;1981 February;0;57.5;7.1;
5410;Total sales;19 Manufacture of coke and petroleum;1981 March ;0;57.6;0.2;
5411;Total sales;19 Manufacture of coke and petroleum;1981 April;0;58.8;2.1;
5412;Total sales;19 Manufacture of coke and petroleum;1981 May;0;61.3;4.2;
5413;Total sales;19 Manufacture of coke and petroleum;1981 June;0;61.6;0.4;
5414;Total sales;19 Manufacture of coke and petroleum;1981 July;0;62.3;1.1;
5415;Total sales;19 Manufacture of coke and petroleum;1981 August;0;64.1;2.9;
5416;Total sales;19 Manufacture of coke and petroleum;1981 September;0;62.1;-3.2;
5417;Total sales;19 Manufacture of coke and petroleum;1981 October;0;59.4;-4.3;
5418;Total sales;19 Manufacture of coke and petroleum;1981 November;0;59.5;0.2;
5419;Total sales;19 Manufacture of coke and petroleum;1981 December;0;60.1;0.9;
5420;Total sales;19 Manufacture of coke and petroleum;1981;0;59.8;;
5421;Total sales;19 Manufacture of coke and petroleum;1982 January;0;59.4;-1.2;10.6
5422;Total sales;19 Manufacture of coke and petroleum;1982 February;0;59.2;-0.3;3.0
5423;Total sales;19 Manufacture of coke and petroleum;1982 March ;0;57.2;-3.5;-0.8
5424;Total sales;19 Manufacture of coke and petroleum;1982 April;0;55.6;-2.7;-5.4
5425;Total sales;19 Manufacture of coke and petroleum;1982 May;0;57.2;2.8;-6.7
5426;Total sales;19 Manufacture of coke and petroleum;1982 June;0;60.5;5.8;-1.7
5427;Total sales;19 Manufacture of coke and petroleum;1982 July;0;59.4;-1.9;-4.6
5428;Total sales;19 Manufacture of coke and petroleum;1982 August;0;59.1;-0.5;-7.7
5429;Total sales;19 Manufacture of coke and petroleum;1982 September;0;60.7;2.6;-2.2
5430;Total sales;19 Manufacture of coke and petroleum;1982 October;0;62.6;3.2;5.4
5431;Total sales;19 Manufacture of coke and petroleum;1982 November;0;61.9;-1.2;3.9
5432;Total sales;19 Manufacture of coke and petroleum;1982 December;0;57.5;-7.0;-4.3
5433;Total sales;19 Manufacture of coke and petroleum;1982;0;59.2;;-1.1
5434;Total sales;19 Manufacture of coke and petroleum;1983 January;0;55.3;-4.0;-7.0
5435;Total sales;19 Manufacture of coke and petroleum;1983 February;0;54.0;-2.3;-8.8
5436;Total sales;19 Manufacture of coke and petroleum;1983 March ;0;51.9;-3.9;-9.3
5437;Total sales;19 Manufacture of coke and petroleum;1983 April;0;54.1;4.2;-2.8
5438;Total sales;19 Manufacture of coke and petroleum;1983 May;0;54.8;1.3;-4.3
5439;Total sales;19 Manufacture of coke and petroleum;1983 June;0;56.2;2.7;-7.1
5440;Total sales;19 Manufacture of coke and petroleum;1983 July;0;58.0;3.1;-2.4
5441;Total sales;19 Manufacture of coke and petroleum;1983 August;0;60.6;4.5;2.5
5442;Total sales;19 Manufacture of coke and petroleum;1983 September;0;60.2;-0.7;-0.8
5443;Total sales;19 Manufacture of coke and petroleum;1983 October;0;58.0;-3.6;-7.3
5444;Total sales;19 Manufacture of coke and petroleum;1983 November;0;60.1;3.6;-2.9
5445;Total sales;19 Manufacture of coke and petroleum;1983 December;0;60.4;0.5;4.9
5446;Total sales;19 Manufacture of coke and petroleum;1983;0;57.0;;-3.8
5447;Total sales;19 Manufacture of coke and petroleum;1984 January;0;61.4;1.6;11.0
5448;Total sales;19 Manufacture of coke and petroleum;1984 February;0;60.2;-1.8;11.6
5449;Total sales;19 Manufacture of coke and petroleum;1984 March ;0;58.7;-2.5;13.2
5450;Total sales;19 Manufacture of coke and petroleum;1984 April;0;59.7;1.7;10.5
5451;Total sales;19 Manufacture of coke and petroleum;1984 May;0;60.8;1.8;11.0
5452;Total sales;19 Manufacture of coke and petroleum;1984 June;0;60.3;-0.9;7.2
5453;Total sales;19 Manufacture of coke and petroleum;1984 July;0;59.7;-0.9;3.0
5454;Total sales;19 Manufacture of coke and petroleum;1984 August;0;60.3;0.9;-0.6
5455;Total sales;19 Manufacture of coke and petroleum;1984 September;0;63.5;5.3;5.5
5456;Total sales;19 Manufacture of coke and petroleum;1984 October;0;64.8;2.1;11.7
5457;Total sales;19 Manufacture of coke and petroleum;1984 November;0;62.3;-3.9;3.7
5458;Total sales;19 Manufacture of coke and petroleum;1984 December;0;62.7;0.6;3.8
5459;Total sales;19 Manufacture of coke and petroleum;1984;0;61.2;;7.4
5460;Total sales;19 Manufacture of coke and petroleum;1985 January;0;63.9;1.9;4.1
5461;Total sales;19 Manufacture of coke and petroleum;1985 February;0;65.7;2.9;9.0
5462;Total sales;19 Manufacture of coke and petroleum;1985 March ;0;67.6;3.0;15.1
5463;Total sales;19 Manufacture of coke and petroleum;1985 April;0;63.9;-5.5;6.9
5464;Total sales;19 Manufacture of coke and petroleum;1985 May;0;62.5;-2.1;2.8
5465;Total sales;19 Manufacture of coke and petroleum;1985 June;0;61.4;-1.8;1.8
5466;Total sales;19 Manufacture of coke and petroleum;1985 July;0;59.4;-3.2;-0.5
5467;Total sales;19 Manufacture of coke and petroleum;1985 August;0;58.3;-1.8;-3.2
5468;Total sales;19 Manufacture of coke and petroleum;1985 September;0;59.9;2.7;-5.6
5469;Total sales;19 Manufacture of coke and petroleum;1985 October;0;57.8;-3.5;-10.8
5470;Total sales;19 Manufacture of coke and petroleum;1985 November;0;58.2;0.6;-6.6
5471;Total sales;19 Manufacture of coke and petroleum;1985 December;0;54.3;-6.7;-13.4
5472;Total sales;19 Manufacture of coke and petroleum;1985;0;61.1;;-0.2
5473;Total sales;19 Manufacture of coke and petroleum;1986 January;0;47.9;-11.8;-25.0
5474;Total sales;19 Manufacture of coke and petroleum;1986 February;0;42.4;-11.4;-35.4
5475;Total sales;19 Manufacture of coke and petroleum;1986 March ;0;38.9;-8.3;-42.5
5476;Total sales;19 Manufacture of coke and petroleum;1986 April;0;36.0;-7.5;-43.6
5477;Total sales;19 Manufacture of coke and petroleum;1986 May;0;35.5;-1.4;-43.3
5478;Total sales;19 Manufacture of coke and petroleum;1986 June;0;32.8;-7.5;-46.5
5479;Total sales;19 Manufacture of coke and petroleum;1986 July;0;29.6;-9.9;-50.3
5480;Total sales;19 Manufacture of coke and petroleum;1986 August;0;30.7;4.0;-47.3
5481;Total sales;19 Manufacture of coke and petroleum;1986 September;0;31.3;1.9;-47.8
5482;Total sales;19 Manufacture of coke and petroleum;1986 October;0;30.0;-4.3;-48.2
5483;Total sales;19 Manufacture of coke and petroleum;1986 November;0;31.2;4.1;-46.4
5484;Total sales;19 Manufacture of coke and petroleum;1986 December;0;31.5;1.1;-41.9
5485;Total sales;19 Manufacture of coke and petroleum;1986;0;34.8;;-43.0
5486;Total sales;19 Manufacture of coke and petroleum;1987 January;0;34.0;7.7;-29.1
5487;Total sales;19 Manufacture of coke and petroleum;1987 February;0;32.1;-5.4;-24.2
5488;Total sales;19 Manufacture of coke and petroleum;1987 March ;0;33.0;2.7;-15.1
5489;Total sales;19 Manufacture of coke and petroleum;1987 April;0;33.4;1.2;-7.2
5490;Total sales;19 Manufacture of coke and petroleum;1987 May;0;33.3;-0.4;-6.2
5491;Total sales;19 Manufacture of coke and petroleum;1987 June;0;33.9;2.0;3.4
5492;Total sales;19 Manufacture of coke and petroleum;1987 July;0;35.0;3.1;18.4
5493;Total sales;19 Manufacture of coke and petroleum;1987 August;0;34.6;-1.0;12.7
5494;Total sales;19 Manufacture of coke and petroleum;1987 September;0;33.1;-4.3;5.8
5495;Total sales;19 Manufacture of coke and petroleum;1987 October;0;33.8;2.0;12.8
5496;Total sales;19 Manufacture of coke and petroleum;1987 November;0;31.9;-5.7;2.3
5497;Total sales;19 Manufacture of coke and petroleum;1987 December;0;30.5;-4.4;-3.3
5498;Total sales;19 Manufacture of coke and petroleum;1987;0;33.2;;-4.6
5499;Total sales;19 Manufacture of coke and petroleum;1988 January;0;29.7;-2.8;-12.7
5500;Total sales;19 Manufacture of coke and petroleum;1988 February;0;29.6;-0.1;-7.8
5501;Total sales;19 Manufacture of coke and petroleum;1988 March ;0;29.1;-1.8;-11.9
5502;Total sales;19 Manufacture of coke and petroleum;1988 April;0;30.2;3.9;-9.5
5503;Total sales;19 Manufacture of coke and petroleum;1988 May;0;30.0;-0.8;-9.9
5504;Total sales;19 Manufacture of coke and petroleum;1988 June;0;30.2;0.6;-11.0
5505;Total sales;19 Manufacture of coke and petroleum;1988 July;0;30.3;0.5;-13.3
5506;Total sales;19 Manufacture of coke and petroleum;1988 August;0;30.7;1.2;-11.4
5507;Total sales;19 Manufacture of coke and petroleum;1988 September;0;29.9;-2.6;-9.7
5508;Total sales;19 Manufacture of coke and petroleum;1988 October;0;29.1;-2.7;-14.0
5509;Total sales;19 Manufacture of coke and petroleum;1988 November;0;29.8;2.4;-6.6
5510;Total sales;19 Manufacture of coke and petroleum;1988 December;0;30.9;3.6;1.2
5511;Total sales;19 Manufacture of coke and petroleum;1988;0;29.9;;-9.9
5512;Total sales;19 Manufacture of coke and petroleum;1989 January;0;32.3;4.6;8.9
5513;Total sales;19 Manufacture of coke and petroleum;1989 February;0;32.1;-0.7;8.2
5514;Total sales;19 Manufacture of coke and petroleum;1989 March ;0;33.6;4.8;15.5
5515;Total sales;19 Manufacture of coke and petroleum;1989 April;0;36.3;8.1;20.2
5516;Total sales;19 Manufacture of coke and petroleum;1989 May;0;36.3;-0.1;21.0
5517;Total sales;19 Manufacture of coke and petroleum;1989 June;0;35.2;-3.1;16.5
5518;Total sales;19 Manufacture of coke and petroleum;1989 July;0;34.0;-3.3;12.1
5519;Total sales;19 Manufacture of coke and petroleum;1989 August;0;34.3;0.8;11.7
5520;Total sales;19 Manufacture of coke and petroleum;1989 September;0;35.9;4.7;20.0
5521;Total sales;19 Manufacture of coke and petroleum;1989 October;0;36.2;0.8;24.4
5522;Total sales;19 Manufacture of coke and petroleum;1989 November;0;36.2;0.0;21.5
5523;Total sales;19 Manufacture of coke and petroleum;1989 December;0;37.4;3.5;21.3
5524;Total sales;19 Manufacture of coke and petroleum;1989;0;35.0;;16.8
5525;Total sales;19 Manufacture of coke and petroleum;1990 January;0;36.5;-2.5;13.1
5526;Total sales;19 Manufacture of coke and petroleum;1990 February;0;34.4;-5.8;7.3
5527;Total sales;19 Manufacture of coke and petroleum;1990 March ;0;33.2;-3.6;-1.3
5528;Total sales;19 Manufacture of coke and petroleum;1990 April;0;32.3;-2.8;-11.2
5529;Total sales;19 Manufacture of coke and petroleum;1990 May;0;31.1;-3.7;-14.4
5530;Total sales;19 Manufacture of coke and petroleum;1990 June;0;29.8;-4.0;-15.2
5531;Total sales;19 Manufacture of coke and petroleum;1990 July;0;31.4;5.3;-7.7
5532;Total sales;19 Manufacture of coke and petroleum;1990 August;0;42.2;34.4;23.1
5533;Total sales;19 Manufacture of coke and petroleum;1990 September;0;50.2;19.0;40.0
5534;Total sales;19 Manufacture of coke and petroleum;1990 October;0;54.1;7.8;49.7
5535;Total sales;19 Manufacture of coke and petroleum;1990 November;0;47.9;-11.5;32.5
5536;Total sales;19 Manufacture of coke and petroleum;1990 December;0;43.9;-8.5;17.2
5537;Total sales;19 Manufacture of coke and petroleum;1990;0;38.9;;11.3
5538;Total sales;19 Manufacture of coke and petroleum;1991 January;0;43.8;-0.1;20.1
5539;Total sales;19 Manufacture of coke and petroleum;1991 February;0;39.6;-9.8;15.0
5540;Total sales;19 Manufacture of coke and petroleum;1991 March ;0;35.2;-11.1;6.0
5541;Total sales;19 Manufacture of coke and petroleum;1991 April;0;35.9;2.2;11.4
5542;Total sales;19 Manufacture of coke and petroleum;1991 May;0;36.7;2.0;18.0
5543;Total sales;19 Manufacture of coke and petroleum;1991 June;0;36.6;-0.2;22.6
5544;Total sales;19 Manufacture of coke and petroleum;1991 July;0;36.9;0.8;17.4
5545;Total sales;19 Manufacture of coke and petroleum;1991 August;0;37.2;1.0;-11.8
5546;Total sales;19 Manufacture of coke and petroleum;1991 September;0;37.3;0.2;-25.8
5547;Total sales;19 Manufacture of coke and petroleum;1991 October;0;39.0;4.5;-28.0
5548;Total sales;19 Manufacture of coke and petroleum;1991 November;0;38.0;-2.6;-20.8
5549;Total sales;19 Manufacture of coke and petroleum;1991 December;0;33.4;-12.1;-24.0
5550;Total sales;19 Manufacture of coke and petroleum;1991;0;37.5;;-3.8
5551;Total sales;19 Manufacture of coke and petroleum;1992 January;0;32.4;-2.9;-26.1
5552;Total sales;19 Manufacture of coke and petroleum;1992 February;0;32.3;-0.2;-18.3
5553;Total sales;19 Manufacture of coke and petroleum;1992 March ;0;32.0;-1.0;-9.0
5554;Total sales;19 Manufacture of coke and petroleum;1992 April;0;33.2;3.7;-7.7
5555;Total sales;19 Manufacture of coke and petroleum;1992 May;0;34.2;3.1;-6.7
5556;Total sales;19 Manufacture of coke and petroleum;1992 June;0;34.7;1.4;-5.1
5557;Total sales;19 Manufacture of coke and petroleum;1992 July;0;32.7;-5.7;-11.2
5558;Total sales;19 Manufacture of coke and petroleum;1992 August;0;31.3;-4.5;-16.1
5559;Total sales;19 Manufacture of coke and petroleum;1992 September;0;31.7;1.4;-15.0
5560;Total sales;19 Manufacture of coke and petroleum;1992 October;0;33.2;4.6;-14.9
5561;Total sales;19 Manufacture of coke and petroleum;1992 November;0;33.7;1.7;-11.2
5562;Total sales;19 Manufacture of coke and petroleum;1992 December;0;31.6;-6.1;-5.1
5563;Total sales;19 Manufacture of coke and petroleum;1992;0;32.7;;-12.6
5564;Total sales;19 Manufacture of coke and petroleum;1993 January;0;31.5;-0.4;-2.6
5565;Total sales;19 Manufacture of coke and petroleum;1993 February;0;32.5;3.1;0.6
5566;Total sales;19 Manufacture of coke and petroleum;1993 March ;0;33.1;1.7;3.4
5567;Total sales;19 Manufacture of coke and petroleum;1993 April;0;32.7;-1.2;-1.5
5568;Total sales;19 Manufacture of coke and petroleum;1993 May;0;32.8;0.2;-4.2
5569;Total sales;19 Manufacture of coke and petroleum;1993 June;0;31.8;-2.8;-8.2
5570;Total sales;19 Manufacture of coke and petroleum;1993 July;0;32.2;1.1;-1.7
5571;Total sales;19 Manufacture of coke and petroleum;1993 August;0;31.3;-2.6;0.2
5572;Total sales;19 Manufacture of coke and petroleum;1993 September;0;29.9;-4.7;-5.9
5573;Total sales;19 Manufacture of coke and petroleum;1993 October;0;31.2;4.6;-5.9
5574;Total sales;19 Manufacture of coke and petroleum;1993 November;0;30.8;-1.3;-8.6
5575;Total sales;19 Manufacture of coke and petroleum;1993 December;0;28.4;-7.7;-10.2
5576;Total sales;19 Manufacture of coke and petroleum;1993;0;31.5;;-3.8
5577;Total sales;19 Manufacture of coke and petroleum;1994 January;0;28.5;0.2;-9.7
5578;Total sales;19 Manufacture of coke and petroleum;1994 February;0;29.6;3.8;-9.1
5579;Total sales;19 Manufacture of coke and petroleum;1994 March ;0;28.8;-2.7;-13.0
5580;Total sales;19 Manufacture of coke and petroleum;1994 April;0;29.9;4.0;-8.5
5581;Total sales;19 Manufacture of coke and petroleum;1994 May;0;30.3;1.3;-7.5
5582;Total sales;19 Manufacture of coke and petroleum;1994 June;0;30.7;1.3;-3.5
5583;Total sales;19 Manufacture of coke and petroleum;1994 July;0;30.4;-1.0;-5.5
5584;Total sales;19 Manufacture of coke and petroleum;1994 August;0;30.6;0.6;-2.3
5585;Total sales;19 Manufacture of coke and petroleum;1994 September;0;28.7;-6.1;-3.8
5586;Total sales;19 Manufacture of coke and petroleum;1994 October;0;29.1;1.3;-6.8
5587;Total sales;19 Manufacture of coke and petroleum;1994 November;0;30.2;3.6;-2.1
5588;Total sales;19 Manufacture of coke and petroleum;1994 December;0;29.3;-2.8;3.1
5589;Total sales;19 Manufacture of coke and petroleum;1994;0;29.7;;-5.9
5590;Total sales;19 Manufacture of coke and petroleum;1995 January;0;29.5;0.8;3.7
5591;Total sales;19 Manufacture of coke and petroleum;1995 February;0;29.4;-0.3;-0.4
5592;Total sales;19 Manufacture of coke and petroleum;1995 March ;0;28.4;-3.7;-1.4
5593;Total sales;19 Manufacture of coke and petroleum;1995 April;0;29.0;2.4;-2.9
5594;Total sales;19 Manufacture of coke and petroleum;1995 May;0;30.4;4.8;0.5
5595;Total sales;19 Manufacture of coke and petroleum;1995 June;0;29.1;-4.2;-5.1
5596;Total sales;19 Manufacture of coke and petroleum;1995 July;0;26.6;-8.8;-12.6
5597;Total sales;19 Manufacture of coke and petroleum;1995 August;0;27.9;5.1;-8.7
5598;Total sales;19 Manufacture of coke and petroleum;1995 September;0;29.0;3.9;1.0
5599;Total sales;19 Manufacture of coke and petroleum;1995 October;0;27.2;-6.4;-6.6
5600;Total sales;19 Manufacture of coke and petroleum;1995 November;0;28.1;3.4;-6.8
5601;Total sales;19 Manufacture of coke and petroleum;1995 December;0;29.8;6.2;1.8
5602;Total sales;19 Manufacture of coke and petroleum;1995;0;28.7;;-3.2
5603;Total sales;19 Manufacture of coke and petroleum;1996 January;0;30.5;2.4;3.4
5604;Total sales;19 Manufacture of coke and petroleum;1996 February;0;31.4;2.8;6.6
5605;Total sales;19 Manufacture of coke and petroleum;1996 March ;0;33.0;5.2;16.4
5606;Total sales;19 Manufacture of coke and petroleum;1996 April;0;35.4;7.4;22.0
5607;Total sales;19 Manufacture of coke and petroleum;1996 May;0;34.3;-3.1;12.8
5608;Total sales;19 Manufacture of coke and petroleum;1996 June;0;32.1;-6.6;10.0
5609;Total sales;19 Manufacture of coke and petroleum;1996 July;0;33.3;3.8;25.3
5610;Total sales;19 Manufacture of coke and petroleum;1996 August;0;33.8;1.4;20.9
5611;Total sales;19 Manufacture of coke and petroleum;1996 September;0;38.2;13.0;31.6
5612;Total sales;19 Manufacture of coke and petroleum;1996 October;0;41.2;7.9;51.7
5613;Total sales;19 Manufacture of coke and petroleum;1996 November;0;39.5;-4.1;40.6
5614;Total sales;19 Manufacture of coke and petroleum;1996 December;0;40.5;2.6;35.9
5615;Total sales;19 Manufacture of coke and petroleum;1996;0;35.3;;22.8
5616;Total sales;19 Manufacture of coke and petroleum;1997 January;0;41.7;2.8;36.5
5617;Total sales;19 Manufacture of coke and petroleum;1997 February;0;39.2;-6.0;24.7
5618;Total sales;19 Manufacture of coke and petroleum;1997 March ;0;37.6;-4.1;13.8
5619;Total sales;19 Manufacture of coke and petroleum;1997 April;0;35.8;-4.7;1.0
5620;Total sales;19 Manufacture of coke and petroleum;1997 May;0;36.6;2.4;6.7
5621;Total sales;19 Manufacture of coke and petroleum;1997 June;0;36.0;-1.8;12.3
5622;Total sales;19 Manufacture of coke and petroleum;1997 July;0;37.6;4.6;13.0
5623;Total sales;19 Manufacture of coke and petroleum;1997 August;0;41.2;9.5;22.0
5624;Total sales;19 Manufacture of coke and petroleum;1997 September;0;39.7;-3.7;3.9
5625;Total sales;19 Manufacture of coke and petroleum;1997 October;0;40.5;2.1;-1.7
5626;Total sales;19 Manufacture of coke and petroleum;1997 November;0;39.8;-1.7;0.8
5627;Total sales;19 Manufacture of coke and petroleum;1997 December;0;37.0;-7.2;-8.8
5628;Total sales;19 Manufacture of coke and petroleum;1997;0;38.6;;9.3
5629;Total sales;19 Manufacture of coke and petroleum;1998 January;0;34.8;-5.9;-16.6
5630;Total sales;19 Manufacture of coke and petroleum;1998 February;0;33.2;-4.5;-15.2
5631;Total sales;19 Manufacture of coke and petroleum;1998 March ;0;31.8;-4.3;-15.4
5632;Total sales;19 Manufacture of coke and petroleum;1998 April;0;32.4;1.9;-9.6
5633;Total sales;19 Manufacture of coke and petroleum;1998 May;0;31.3;-3.2;-14.4
5634;Total sales;19 Manufacture of coke and petroleum;1998 June;0;29.8;-5.1;-17.3
5635;Total sales;19 Manufacture of coke and petroleum;1998 July;0;29.9;0.6;-20.5
5636;Total sales;19 Manufacture of coke and petroleum;1998 August;0;28.2;-6.0;-31.7
5637;Total sales;19 Manufacture of coke and petroleum;1998 September;0;28.5;1.2;-28.2
5638;Total sales;19 Manufacture of coke and petroleum;1998 October;0;28.2;-1.1;-30.5
5639;Total sales;19 Manufacture of coke and petroleum;1998 November;0;27.0;-4.2;-32.2
5640;Total sales;19 Manufacture of coke and petroleum;1998 December;0;24.3;-10.1;-34.4
5641;Total sales;19 Manufacture of coke and petroleum;1998;0;29.9;;-22.4
5642;Total sales;19 Manufacture of coke and petroleum;1999 January;0;25.1;3.6;-27.7
5643;Total sales;19 Manufacture of coke and petroleum;1999 February;0;24.6;-2.1;-25.8
5644;Total sales;19 Manufacture of coke and petroleum;1999 March ;0;29.0;17.9;-8.7
5645;Total sales;19 Manufacture of coke and petroleum;1999 April;0;33.1;14.2;2.4
5646;Total sales;19 Manufacture of coke and petroleum;1999 May;0;33.6;1.5;7.3
5647;Total sales;19 Manufacture of coke and petroleum;1999 June;0;35.1;4.2;17.8
5648;Total sales;19 Manufacture of coke and petroleum;1999 July;0;40.8;16.2;36.2
5649;Total sales;19 Manufacture of coke and petroleum;1999 August;0;44.0;8.0;56.4
5650;Total sales;19 Manufacture of coke and petroleum;1999 September;0;46.9;6.6;64.8
5651;Total sales;19 Manufacture of coke and petroleum;1999 October;0;47.2;0.5;67.4
5652;Total sales;19 Manufacture of coke and petroleum;1999 November;0;51.0;8.1;88.9
5653;Total sales;19 Manufacture of coke and petroleum;1999 December;0;54.7;7.2;125.3
5654;Total sales;19 Manufacture of coke and petroleum;1999;0;38.8;;29.5
5655;Total sales;19 Manufacture of coke and petroleum;2000 January;23483;55.3;1.1;120.0
5656;Total sales;19 Manufacture of coke and petroleum;2000 February;23483;59.4;7.5;141.4
5657;Total sales;19 Manufacture of coke and petroleum;2000 March;23483;63.9;7.5;120.1
