ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
436;Totaal provinciale heffingen;Zeeland (PV);1997;15.2
437;Totaal provinciale heffingen;Zeeland (PV);1998;17.0
438;Totaal provinciale heffingen;Zeeland (PV);1999;17.4
439;Totaal provinciale heffingen;Zeeland (PV);2000;18.8
440;Totaal provinciale heffingen;Zeeland (PV);2001;19.2
441;Totaal provinciale heffingen;Zeeland (PV);2002;20.8
442;Totaal provinciale heffingen;Zeeland (PV);2003;22.3
443;Totaal provinciale heffingen;Zeeland (PV);2004;23.4
444;Totaal provinciale heffingen;Zeeland (PV);2005;24.7
445;Totaal provinciale heffingen;Zeeland (PV);2006;26.4
446;Totaal provinciale heffingen;Zeeland (PV);2007;26.9
447;Totaal provinciale heffingen;Zeeland (PV);2008;28.8
448;Totaal provinciale heffingen;Zeeland (PV);2009;30.2
449;Totaal provinciale heffingen;Zeeland (PV);2010;30.4
450;Totaal provinciale heffingen;Zeeland (PV);2011;31.0
451;Totaal provinciale heffingen;Zeeland (PV);2012;35.0
452;Totaal provinciale heffingen;Zeeland (PV);2013;34.9
453;Totaal provinciale heffingen;Zeeland (PV);2014;35.8
454;Totaal provinciale heffingen;Zeeland (PV);2015;35.8
455;Totaal provinciale heffingen;Zeeland (PV);2016;36.6
456;Totaal provinciale heffingen;Zeeland (PV);2017;38.9
457;Totaal provinciale heffingen;Zeeland (PV);2018;39.3
458;Totaal provinciale heffingen;Zeeland (PV);2019;44.0
459;Totaal provinciale heffingen;Zeeland (PV);2020;45.4
460;Totaal provinciale heffingen;Zeeland (PV);2021;46.1
461;Totaal provinciale heffingen;Zeeland (PV);2022;42.8
462;Totaal provinciale heffingen;Zeeland (PV);2023;44.5
463;Totaal provinciale heffingen;Zeeland (PV);2024;44.8
464;Totaal provinciale heffingen;Zeeland (PV);2025;45.5
465;Totaal provinciale heffingen;Noord-Brabant (PV);1995;33.4
466;Totaal provinciale heffingen;Noord-Brabant (PV);1996;35.0
467;Totaal provinciale heffingen;Noord-Brabant (PV);1997;93.4
468;Totaal provinciale heffingen;Noord-Brabant (PV);1998;105.7
469;Totaal provinciale heffingen;Noord-Brabant (PV);1999;107.0
470;Totaal provinciale heffingen;Noord-Brabant (PV);2000;128.0
471;Totaal provinciale heffingen;Noord-Brabant (PV);2001;133.8
472;Totaal provinciale heffingen;Noord-Brabant (PV);2002;150.4
473;Totaal provinciale heffingen;Noord-Brabant (PV);2003;168.1
474;Totaal provinciale heffingen;Noord-Brabant (PV);2004;180.8
475;Totaal provinciale heffingen;Noord-Brabant (PV);2005;187.5
476;Totaal provinciale heffingen;Noord-Brabant (PV);2006;195.5
477;Totaal provinciale heffingen;Noord-Brabant (PV);2007;205.6
478;Totaal provinciale heffingen;Noord-Brabant (PV);2008;204.6
479;Totaal provinciale heffingen;Noord-Brabant (PV);2009;210.7
480;Totaal provinciale heffingen;Noord-Brabant (PV);2010;220.3
481;Totaal provinciale heffingen;Noord-Brabant (PV);2011;219.4
482;Totaal provinciale heffingen;Noord-Brabant (PV);2012;225.3
483;Totaal provinciale heffingen;Noord-Brabant (PV);2013;241.8
484;Totaal provinciale heffingen;Noord-Brabant (PV);2014;255.0
485;Totaal provinciale heffingen;Noord-Brabant (PV);2015;256.0
486;Totaal provinciale heffingen;Noord-Brabant (PV);2016;259.9
487;Totaal provinciale heffingen;Noord-Brabant (PV);2017;262.6
488;Totaal provinciale heffingen;Noord-Brabant (PV);2018;256.2
489;Totaal provinciale heffingen;Noord-Brabant (PV);2019;265.2
490;Totaal provinciale heffingen;Noord-Brabant (PV);2020;265.2
491;Totaal provinciale heffingen;Noord-Brabant (PV);2021;275.3
492;Totaal provinciale heffingen;Noord-Brabant (PV);2022;282.8
493;Totaal provinciale heffingen;Noord-Brabant (PV);2023;290.7
494;Totaal provinciale heffingen;Noord-Brabant (PV);2024;301.7
495;Totaal provinciale heffingen;Noord-Brabant (PV);2025;318.2
496;Totaal provinciale heffingen;Limburg (PV);1995;11.8
497;Totaal provinciale heffingen;Limburg (PV);1996;12.4
498;Totaal provinciale heffingen;Limburg (PV);1997;41.5
499;Totaal provinciale heffingen;Limburg (PV);1998;46.1
500;Totaal provinciale heffingen;Limburg (PV);1999;46.3
501;Totaal provinciale heffingen;Limburg (PV);2000;50.7
502;Totaal provinciale heffingen;Limburg (PV);2001;53.3
503;Totaal provinciale heffingen;Limburg (PV);2002;57.5
504;Totaal provinciale heffingen;Limburg (PV);2003;62.4
505;Totaal provinciale heffingen;Limburg (PV);2004;71.6
506;Totaal provinciale heffingen;Limburg (PV);2005;76.4
507;Totaal provinciale heffingen;Limburg (PV);2006;83.2
508;Totaal provinciale heffingen;Limburg (PV);2007;89.7
509;Totaal provinciale heffingen;Limburg (PV);2008;94.3
510;Totaal provinciale heffingen;Limburg (PV);2009;98.0
511;Totaal provinciale heffingen;Limburg (PV);2010;101.2
512;Totaal provinciale heffingen;Limburg (PV);2011;104.8
513;Totaal provinciale heffingen;Limburg (PV);2012;98.4
514;Totaal provinciale heffingen;Limburg (PV);2013;99.4
515;Totaal provinciale heffingen;Limburg (PV);2014;98.2
516;Totaal provinciale heffingen;Limburg (PV);2015;101.1
517;Totaal provinciale heffingen;Limburg (PV);2016;102.1
518;Totaal provinciale heffingen;Limburg (PV);2017;107.5
519;Totaal provinciale heffingen;Limburg (PV);2018;107.5
520;Totaal provinciale heffingen;Limburg (PV);2019;109.4
521;Totaal provinciale heffingen;Limburg (PV);2020;110.9
522;Totaal provinciale heffingen;Limburg (PV);2021;112.0
523;Totaal provinciale heffingen;Limburg (PV);2022;112.5
524;Totaal provinciale heffingen;Limburg (PV);2023;117.7
525;Totaal provinciale heffingen;Limburg (PV);2024;123.1
526;Totaal provinciale heffingen;Limburg (PV);2025;130.9
527;Opcenten motorrijtuigenbelastingen;Nederland;1995;146.4
528;Opcenten motorrijtuigenbelastingen;Nederland;1996;203.9
529;Opcenten motorrijtuigenbelastingen;Nederland;1997;512.7
530;Opcenten motorrijtuigenbelastingen;Nederland;1998;577.8
531;Opcenten motorrijtuigenbelastingen;Nederland;1999;601.6
532;Opcenten motorrijtuigenbelastingen;Nederland;2000;657.7
533;Opcenten motorrijtuigenbelastingen;Nederland;2001;715.1
534;Opcenten motorrijtuigenbelastingen;Nederland;2002;773.2
535;Opcenten motorrijtuigenbelastingen;Nederland;2003;845.5
536;Opcenten motorrijtuigenbelastingen;Nederland;2004;945.9
537;Opcenten motorrijtuigenbelastingen;Nederland;2005;1026.5
538;Opcenten motorrijtuigenbelastingen;Nederland;2006;1094.0
539;Opcenten motorrijtuigenbelastingen;Nederland;2007;1173.7
540;Opcenten motorrijtuigenbelastingen;Nederland;2008;1289.6
541;Opcenten motorrijtuigenbelastingen;Nederland;2009;1376.2
542;Opcenten motorrijtuigenbelastingen;Nederland;2010;1414.7
543;Opcenten motorrijtuigenbelastingen;Nederland;2011;1441.0
544;Opcenten motorrijtuigenbelastingen;Nederland;2012;1456.0
545;Opcenten motorrijtuigenbelastingen;Nederland;2013;1450.7
546;Opcenten motorrijtuigenbelastingen;Nederland;2014;1518.8
547;Opcenten motorrijtuigenbelastingen;Nederland;2015;1536.3
548;Opcenten motorrijtuigenbelastingen;Nederland;2016;1532.1
549;Opcenten motorrijtuigenbelastingen;Nederland;2017;1566.1
550;Opcenten motorrijtuigenbelastingen;Nederland;2018;1603.7
551;Opcenten motorrijtuigenbelastingen;Nederland;2019;1643.5
552;Opcenten motorrijtuigenbelastingen;Nederland;2020;1659.5
553;Opcenten motorrijtuigenbelastingen;Nederland;2021;1701.3
554;Opcenten motorrijtuigenbelastingen;Nederland;2022;1735.4
555;Opcenten motorrijtuigenbelastingen;Nederland;2023;1802.5
556;Opcenten motorrijtuigenbelastingen;Nederland;2024;1877.5
557;Opcenten motorrijtuigenbelastingen;Nederland;2025;1997.1
558;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);1995;14.7
559;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);1996;13.9
560;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);1997;50.3
561;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);1998;55.4
562;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);1999;57.2
563;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2000;63.2
564;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2001;69.6
565;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2002;76.4
566;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2003;87.0
567;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2004;93.3
568;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2005;105.5
569;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2006;114.9
570;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2007;122.4
571;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2008;135.0
572;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2009;142.7
573;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2010;144.9
574;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2011;152.0
575;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2012;158.8
576;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2013;159.2
577;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2014;167.2
578;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2015;173.8
579;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2016;158.7
580;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2017;161.4
581;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2018;166.0
582;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2019;169.3
583;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2020;186.7
584;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2021;190.3
585;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2022;194.5
586;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2023;199.0
587;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2024;200.9
588;Opcenten motorrijtuigenbelastingen;Noord-Nederland (LD);2025;206.4
589;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);1995;26.7
590;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);1996;27.2
591;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);1997;102.8
592;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);1998;120.6
593;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);1999;127.9
594;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2000;142.3
595;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2001;159.9
596;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2002;174.0
597;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2003;191.3
598;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2004;203.9
599;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2005;235.1
600;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2006;259.8
601;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2007;274.7
602;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2008;293.3
603;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2009;306.1
604;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2010;316.8
605;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2011;323.8
606;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2012;326.3
607;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2013;328.5
608;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2014;347.1
609;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2015;352.8
610;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2016;355.1
611;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2017;369.6
612;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2018;389.5
613;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2019;401.7
614;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2020;389.4
615;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2021;397.6
616;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2022;399.2
617;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2023;409.0
618;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2024;415.7
619;Opcenten motorrijtuigenbelastingen;Oost-Nederland (LD);2025;443.8
620;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);1995;71.4
621;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);1996;127.4
622;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);1997;237.4
623;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);1998;265.2
624;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);1999;273.1
625;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2000;295.2
626;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2001;316.3
627;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2002;333.8
628;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2003;355.0
629;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2004;416.4
630;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2005;443.0
631;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2006;461.6
632;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2007;502.2
633;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2008;573.9
634;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2009;625.8
635;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2010;641.6
636;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2011;651.3
637;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2012;658.2
638;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2013;632.2
639;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2014;663.3
640;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2015;663.5
641;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2016;665.2
642;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2017;676.1
643;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2018;693.6
644;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2019;708.6
645;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2020;718.1
646;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2021;736.5
647;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2022;757.3
648;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2023;796.6
649;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2024;852.5
650;Opcenten motorrijtuigenbelastingen;West-Nederland (LD);2025;915.0
651;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);1995;33.6
652;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);1996;35.1
653;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);1997;122.0
654;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);1998;136.8
655;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);1999;143.3
656;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2000;157.0
657;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2001;169.3
658;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2002;189.0
659;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2003;212.2
660;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2004;232.3
661;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2005;242.9
662;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2006;257.7
663;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2007;274.4
664;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2008;287.4
665;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2009;301.6
666;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2010;311.4
667;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2011;313.7
668;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2012;312.7
669;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2013;330.7
670;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2014;341.2
671;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2015;346.2
672;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2016;353.1
673;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2017;358.9
674;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2018;354.7
675;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2019;363.9
676;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2020;365.4
677;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2021;376.8
678;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2022;384.4
679;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2023;397.8
680;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2024;408.3
681;Opcenten motorrijtuigenbelastingen;Zuid-Nederland (LD);2025;431.9
682;Opcenten motorrijtuigenbelastingen;Groningen (PV);1995;4.4
683;Opcenten motorrijtuigenbelastingen;Groningen (PV);1996;4.6
684;Opcenten motorrijtuigenbelastingen;Groningen (PV);1997;16.8
685;Opcenten motorrijtuigenbelastingen;Groningen (PV);1998;18.2
686;Opcenten motorrijtuigenbelastingen;Groningen (PV);1999;18.7
687;Opcenten motorrijtuigenbelastingen;Groningen (PV);2000;21.4
688;Opcenten motorrijtuigenbelastingen;Groningen (PV);2001;23.9
689;Opcenten motorrijtuigenbelastingen;Groningen (PV);2002;26.6
690;Opcenten motorrijtuigenbelastingen;Groningen (PV);2003;29.3
691;Opcenten motorrijtuigenbelastingen;Groningen (PV);2004;31.6
692;Opcenten motorrijtuigenbelastingen;Groningen (PV);2005;35.9
693;Opcenten motorrijtuigenbelastingen;Groningen (PV);2006;38.0
694;Opcenten motorrijtuigenbelastingen;Groningen (PV);2007;40.3
695;Opcenten motorrijtuigenbelastingen;Groningen (PV);2008;41.9
696;Opcenten motorrijtuigenbelastingen;Groningen (PV);2009;44.3
697;Opcenten motorrijtuigenbelastingen;Groningen (PV);2010;45.1
698;Opcenten motorrijtuigenbelastingen;Groningen (PV);2011;47.3
699;Opcenten motorrijtuigenbelastingen;Groningen (PV);2012;49.3
700;Opcenten motorrijtuigenbelastingen;Groningen (PV);2013;49.4
701;Opcenten motorrijtuigenbelastingen;Groningen (PV);2014;51.2
702;Opcenten motorrijtuigenbelastingen;Groningen (PV);2015;52.5
703;Opcenten motorrijtuigenbelastingen;Groningen (PV);2016;53.1
704;Opcenten motorrijtuigenbelastingen;Groningen (PV);2017;54.2
705;Opcenten motorrijtuigenbelastingen;Groningen (PV);2018;56.2
706;Opcenten motorrijtuigenbelastingen;Groningen (PV);2019;56.2
707;Opcenten motorrijtuigenbelastingen;Groningen (PV);2020;57.8
708;Opcenten motorrijtuigenbelastingen;Groningen (PV);2021;59.6
709;Opcenten motorrijtuigenbelastingen;Groningen (PV);2022;62.7
710;Opcenten motorrijtuigenbelastingen;Groningen (PV);2023;64.4
711;Opcenten motorrijtuigenbelastingen;Groningen (PV);2024;64.3
712;Opcenten motorrijtuigenbelastingen;Groningen (PV);2025;67.5
713;Opcenten motorrijtuigenbelastingen;Fryslân (PV);1995;5.7
714;Opcenten motorrijtuigenbelastingen;Fryslân (PV);1996;3.8
715;Opcenten motorrijtuigenbelastingen;Fryslân (PV);1997;17.2
716;Opcenten motorrijtuigenbelastingen;Fryslân (PV);1998;18.2
717;Opcenten motorrijtuigenbelastingen;Fryslân (PV);1999;19.4
718;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2000;20.9
719;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2001;22.8
720;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2002;24.7
721;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2003;30.1
722;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2004;32.1
723;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2005;37.0
724;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2006;41.1
725;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2007;44.1
726;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2008;50.4
727;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2009;54.0
728;Opcenten motorrijtuigenbelastingen;Fryslân (PV);2010;54.1
