ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;AlleStijgers_1;NormaleStijgers_2;SnelleStijgers_3;BedrijvenMetOmzetStabiel_4;AlleDalers_5;NormaleDalers_6;SnelleDalers_7
4090;Totaal 1 of meer werkzame personen;4519 Handel in vrachtwagens, aanhangers;2024 1e kwartaal;48.0;18.0;30.0;2.0;50.0;24.0;26.0
4091;Totaal 1 of meer werkzame personen;4519 Handel in vrachtwagens, aanhangers;2024 2e kwartaal;52.0;22.0;30.0;2.0;46.0;21.0;25.0
4092;Totaal 1 of meer werkzame personen;4519 Handel in vrachtwagens, aanhangers;2024 3e kwartaal;52.0;19.0;32.0;1.0;47.0;21.0;26.0
4093;Totaal 1 of meer werkzame personen;4519 Handel in vrachtwagens, aanhangers;2024 4e kwartaal;56.0;19.0;37.0;1.0;42.0;19.0;23.0
4094;Totaal 1 of meer werkzame personen;4519 Handel in vrachtwagens, aanhangers;2024;;;;;;;
4095;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2012 1e kwartaal;46.0;22.0;24.0;2.0;52.0;27.0;26.0
4096;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2012 2e kwartaal;39.0;19.0;20.0;2.0;59.0;31.0;28.0
4097;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2012 3e kwartaal;43.0;19.0;24.0;2.0;55.0;27.0;28.0
4098;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2012 4e kwartaal;30.0;15.0;16.0;2.0;68.0;31.0;37.0
4099;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2012;34.0;20.0;14.0;2.0;64.0;39.0;25.0
4100;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2013 1e kwartaal;34.0;16.0;18.0;2.0;65.0;30.0;35.0
4101;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2013 2e kwartaal;45.0;21.0;24.0;2.0;52.0;26.0;26.0
4102;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2013 3e kwartaal;42.0;19.0;23.0;2.0;57.0;28.0;29.0
4103;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2013 4e kwartaal;55.0;24.0;31.0;2.0;43.0;23.0;20.0
4104;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2013;42.0;23.0;19.0;3.0;55.0;34.0;21.0
4105;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2014 1e kwartaal;54.0;22.0;32.0;2.0;44.0;24.0;21.0
4106;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2014 2e kwartaal;49.0;23.0;26.0;2.0;49.0;25.0;24.0
4107;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2014 3e kwartaal;50.0;22.0;28.0;2.0;48.0;26.0;22.0
4108;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2014 4e kwartaal;48.0;20.0;27.0;1.0;51.0;26.0;25.0
4109;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2014;50.0;26.0;24.0;2.0;48.0;30.0;18.0
4110;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2015 1e kwartaal;52.0;23.0;29.0;2.0;46.0;24.0;22.0
4111;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2015 2e kwartaal;55.0;25.0;30.0;2.0;44.0;23.0;20.0
4112;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2015 3e kwartaal;58.0;24.0;35.0;2.0;40.0;20.0;20.0
4113;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2015 4e kwartaal;62.0;24.0;38.0;1.0;36.0;19.0;18.0
4114;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2015;60.0;31.0;29.0;2.0;38.0;24.0;14.0
4115;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2016 1e kwartaal;57.0;26.0;32.0;2.0;41.0;22.0;19.0
4116;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2016 2e kwartaal;61.0;26.0;34.0;2.0;38.0;20.0;17.0
4117;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2016 3e kwartaal;58.0;23.0;34.0;1.0;41.0;20.0;21.0
4118;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2016 4e kwartaal;52.0;22.0;30.0;2.0;46.0;24.0;22.0
4119;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2016;60.0;32.0;28.0;2.0;38.0;23.0;15.0
4120;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2017 1e kwartaal;58.0;25.0;33.0;2.0;40.0;21.0;19.0
4121;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2017 2e kwartaal;52.0;25.0;27.0;2.0;46.0;25.0;21.0
4122;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2017 3e kwartaal;52.0;22.0;30.0;2.0;46.0;24.0;23.0
4123;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2017 4e kwartaal;55.0;24.0;31.0;2.0;43.0;22.0;21.0
4124;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2017;56.0;30.0;26.0;2.0;42.0;25.0;16.0
4125;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2018 1e kwartaal;57.0;25.0;32.0;2.0;41.0;21.0;20.0
4126;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2018 2e kwartaal;61.0;27.0;34.0;2.0;38.0;21.0;17.0
4127;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2018 3e kwartaal;57.0;25.0;32.0;2.0;42.0;21.0;20.0
4128;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2018 4e kwartaal;55.0;25.0;30.0;1.0;44.0;22.0;21.0
4129;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2018;60.0;32.0;28.0;2.0;38.0;23.0;16.0
4130;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2019 1e kwartaal;52.0;24.0;28.0;2.0;46.0;25.0;22.0
4131;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2019 2e kwartaal;49.0;23.0;27.0;2.0;49.0;27.0;22.0
4132;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2019 3e kwartaal;56.0;23.0;32.0;2.0;42.0;22.0;20.0
4133;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2019 4e kwartaal;56.0;24.0;31.0;2.0;43.0;22.0;21.0
4134;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2019;55.0;30.0;25.0;2.0;43.0;27.0;16.0
4135;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2020 1e kwartaal;54.0;26.0;29.0;2.0;44.0;24.0;20.0
4136;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2020 2e kwartaal;35.0;15.0;19.0;1.0;64.0;28.0;36.0
4137;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2020 3e kwartaal;46.0;19.0;26.0;2.0;53.0;26.0;27.0
4138;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2020 4e kwartaal;45.0;21.0;24.0;2.0;53.0;26.0;27.0
4139;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2020;42.0;22.0;20.0;2.0;56.0;32.0;24.0
4140;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2021 1e kwartaal;48.0;21.0;26.0;1.0;51.0;25.0;26.0
4141;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2021 2e kwartaal;70.0;23.0;46.0;1.0;29.0;15.0;14.0
4142;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2021 3e kwartaal;60.0;26.0;35.0;2.0;38.0;20.0;18.0
4143;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2021 4e kwartaal;65.0;26.0;39.0;2.0;34.0;17.0;16.0
4144;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2021;66.0;34.0;32.0;2.0;33.0;20.0;13.0
4145;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2022 1e kwartaal;65.0;27.0;38.0;2.0;33.0;17.0;16.0
4146;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2022 2e kwartaal;62.0;27.0;35.0;1.0;36.0;19.0;18.0
4147;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2022 3e kwartaal;58.0;24.0;34.0;2.0;40.0;20.0;20.0
4148;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2022 4e kwartaal;59.0;25.0;34.0;2.0;39.0;20.0;19.0
4149;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2022;64.0;32.0;32.0;2.0;34.0;20.0;14.0
4150;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2023 1e kwartaal;64.0;25.0;39.0;1.0;35.0;18.0;16.0
4151;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2023 2e kwartaal;66.0;26.0;39.0;2.0;33.0;16.0;17.0
4152;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2023 3e kwartaal;64.0;26.0;38.0;1.0;35.0;18.0;17.0
4153;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2023 4e kwartaal;63.0;26.0;37.0;1.0;35.0;18.0;17.0
4154;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2023;69.0;33.0;37.0;2.0;29.0;16.0;13.0
4155;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2024 1e kwartaal;67.0;34.0;34.0;1.0;31.0;16.0;15.0
4156;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2024 2e kwartaal;62.0;29.0;33.0;2.0;37.0;19.0;18.0
4157;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2024 3e kwartaal;61.0;27.0;34.0;1.0;37.0;19.0;18.0
4158;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2024 4e kwartaal;62.0;28.0;34.0;2.0;37.0;18.0;19.0
4159;Totaal 1 of meer werkzame personen;452 Gespecialiseerde autoreparatie;2024;;;;;;;
4160;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2012 1e kwartaal;46.0;24.0;22.0;2.0;52.0;29.0;23.0
4161;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2012 2e kwartaal;39.0;20.0;19.0;2.0;59.0;32.0;27.0
4162;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2012 3e kwartaal;39.0;19.0;20.0;2.0;59.0;31.0;28.0
4163;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2012 4e kwartaal;32.0;14.0;17.0;1.0;67.0;32.0;35.0
4164;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2012;34.0;18.0;16.0;2.0;64.0;40.0;23.0
4165;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2013 1e kwartaal;31.0;15.0;16.0;2.0;67.0;35.0;32.0
4166;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2013 2e kwartaal;45.0;23.0;22.0;3.0;52.0;28.0;24.0
4167;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2013 3e kwartaal;43.0;22.0;21.0;2.0;55.0;28.0;27.0
4168;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2013 4e kwartaal;50.0;25.0;25.0;2.0;48.0;26.0;22.0
4169;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2013;39.0;21.0;18.0;2.0;59.0;37.0;22.0
4170;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2014 1e kwartaal;52.0;25.0;26.0;2.0;46.0;26.0;20.0
4171;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2014 2e kwartaal;44.0;24.0;21.0;2.0;54.0;30.0;24.0
4172;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2014 3e kwartaal;46.0;23.0;22.0;3.0;51.0;30.0;22.0
4173;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2014 4e kwartaal;44.0;22.0;23.0;2.0;54.0;29.0;25.0
4174;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2014;42.0;24.0;19.0;2.0;55.0;36.0;19.0
4175;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2015 1e kwartaal;53.0;27.0;26.0;3.0;44.0;25.0;20.0
4176;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2015 2e kwartaal;54.0;27.0;28.0;2.0;44.0;23.0;20.0
4177;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2015 3e kwartaal;55.0;28.0;27.0;2.0;43.0;21.0;22.0
4178;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2015 4e kwartaal;58.0;27.0;30.0;2.0;41.0;21.0;20.0
4179;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2015;56.0;30.0;26.0;2.0;42.0;25.0;17.0
4180;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2016 1e kwartaal;56.0;29.0;27.0;3.0;42.0;23.0;19.0
4181;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2016 2e kwartaal;58.0;27.0;32.0;2.0;39.0;22.0;17.0
4182;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2016 3e kwartaal;54.0;26.0;28.0;2.0;43.0;23.0;20.0
4183;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2016 4e kwartaal;54.0;29.0;25.0;2.0;44.0;24.0;20.0
4184;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2016;57.0;32.0;24.0;2.0;41.0;23.0;18.0
4185;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2017 1e kwartaal;57.0;31.0;26.0;2.0;42.0;22.0;19.0
4186;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2017 2e kwartaal;47.0;23.0;23.0;3.0;50.0;28.0;22.0
4187;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2017 3e kwartaal;53.0;28.0;25.0;2.0;45.0;24.0;21.0
4188;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2017 4e kwartaal;54.0;28.0;27.0;2.0;43.0;22.0;22.0
4189;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2017;54.0;33.0;21.0;2.0;44.0;25.0;18.0
4190;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2018 1e kwartaal;51.0;25.0;25.0;2.0;47.0;26.0;21.0
4191;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2018 2e kwartaal;57.0;30.0;27.0;3.0;40.0;22.0;18.0
4192;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2018 3e kwartaal;51.0;24.0;27.0;2.0;47.0;26.0;21.0
4193;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2018 4e kwartaal;49.0;24.0;25.0;2.0;49.0;26.0;23.0
4194;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2018;52.0;31.0;22.0;2.0;45.0;28.0;17.0
4195;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2019 1e kwartaal;51.0;26.0;25.0;2.0;47.0;26.0;21.0
4196;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2019 2e kwartaal;46.0;22.0;24.0;2.0;52.0;30.0;22.0
4197;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2019 3e kwartaal;52.0;26.0;27.0;2.0;46.0;24.0;22.0
4198;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2019 4e kwartaal;50.0;24.0;26.0;2.0;48.0;24.0;24.0
4199;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2019;49.0;28.0;21.0;2.0;49.0;30.0;19.0
4200;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2020 1e kwartaal;46.0;21.0;25.0;2.0;52.0;29.0;23.0
4201;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2020 2e kwartaal;38.0;16.0;22.0;2.0;60.0;27.0;32.0
4202;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2020 3e kwartaal;54.0;24.0;30.0;2.0;44.0;22.0;22.0
4203;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2020 4e kwartaal;53.0;25.0;28.0;1.0;45.0;23.0;22.0
4204;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2020;45.0;24.0;21.0;3.0;53.0;31.0;21.0
4205;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2021 1e kwartaal;61.0;28.0;33.0;2.0;37.0;18.0;19.0
4206;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2021 2e kwartaal;69.0;23.0;45.0;1.0;30.0;15.0;15.0
4207;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2021 3e kwartaal;62.0;30.0;31.0;2.0;37.0;19.0;18.0
4208;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2021 4e kwartaal;64.0;24.0;39.0;2.0;35.0;17.0;17.0
4209;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2021;67.0;34.0;33.0;1.0;32.0;18.0;14.0
4210;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2022 1e kwartaal;59.0;27.0;32.0;2.0;39.0;22.0;18.0
4211;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2022 2e kwartaal;59.0;29.0;30.0;3.0;38.0;19.0;19.0
4212;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2022 3e kwartaal;58.0;28.0;30.0;2.0;40.0;20.0;20.0
4213;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2022 4e kwartaal;53.0;27.0;26.0;2.0;45.0;22.0;22.0
4214;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2022;58.0;34.0;25.0;2.0;39.0;24.0;15.0
4215;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2023 1e kwartaal;64.0;31.0;32.0;2.0;35.0;17.0;17.0
4216;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2023 2e kwartaal;62.0;30.0;32.0;2.0;36.0;17.0;19.0
4217;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2023 3e kwartaal;59.0;28.0;31.0;2.0;39.0;20.0;19.0
4218;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2023 4e kwartaal;58.0;25.0;32.0;2.0;40.0;20.0;20.0
4219;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2023;64.0;36.0;28.0;2.0;34.0;19.0;16.0
4220;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2024 1e kwartaal;61.0;35.0;26.0;3.0;37.0;20.0;17.0
4221;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2024 2e kwartaal;58.0;29.0;29.0;3.0;40.0;20.0;20.0
4222;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2024 3e kwartaal;57.0;30.0;26.0;2.0;41.0;21.0;20.0
4223;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2024 4e kwartaal;55.0;28.0;27.0;2.0;42.0;21.0;21.0
4224;Totaal 1 of meer werkzame personen;453 Handel in auto-onderdelen;2024;;;;;;;
4225;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2012 1e kwartaal;50.0;22.0;29.0;1.0;48.0;21.0;27.0
4226;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2012 2e kwartaal;37.0;16.0;22.0;1.0;62.0;27.0;35.0
4227;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2012 3e kwartaal;48.0;20.0;28.0;1.0;51.0;24.0;27.0
4228;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2012 4e kwartaal;40.0;15.0;25.0;1.0;59.0;20.0;39.0
4229;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2012;40.0;21.0;19.0;3.0;58.0;34.0;24.0
4230;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2013 1e kwartaal;33.0;12.0;20.0;1.0;67.0;18.0;49.0
4231;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2013 2e kwartaal;45.0;19.0;25.0;3.0;53.0;24.0;29.0
4232;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2013 3e kwartaal;43.0;17.0;26.0;1.0;56.0;26.0;30.0
4233;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2013 4e kwartaal;52.0;20.0;32.0;1.0;47.0;20.0;27.0
4234;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2013;38.0;18.0;20.0;1.0;60.0;32.0;29.0
4235;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2014 1e kwartaal;64.0;19.0;45.0;1.0;36.0;16.0;20.0
4236;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2014 2e kwartaal;50.0;20.0;30.0;1.0;49.0;24.0;26.0
4237;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2014 3e kwartaal;49.0;21.0;28.0;1.0;49.0;22.0;27.0
4238;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2014 4e kwartaal;53.0;19.0;34.0;2.0;46.0;20.0;26.0
4239;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2014;56.0;29.0;27.0;2.0;42.0;24.0;18.0
4240;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2015 1e kwartaal;49.0;17.0;32.0;2.0;49.0;22.0;27.0
4241;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2015 2e kwartaal;53.0;23.0;30.0;1.0;46.0;22.0;24.0
4242;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2015 3e kwartaal;56.0;23.0;33.0;1.0;43.0;19.0;25.0
4243;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2015 4e kwartaal;55.0;17.0;38.0;1.0;44.0;18.0;26.0
4244;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2015;55.0;28.0;28.0;2.0;43.0;25.0;18.0
4245;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2016 1e kwartaal;52.0;21.0;31.0;1.0;47.0;20.0;27.0
4246;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2016 2e kwartaal;56.0;24.0;32.0;1.0;43.0;20.0;23.0
4247;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2016 3e kwartaal;55.0;21.0;34.0;1.0;44.0;18.0;26.0
4248;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2016 4e kwartaal;51.0;18.0;33.0;1.0;48.0;19.0;28.0
4249;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2016;57.0;30.0;26.0;2.0;41.0;22.0;20.0
4250;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2017 1e kwartaal;56.0;21.0;35.0;2.0;42.0;19.0;24.0
4251;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2017 2e kwartaal;52.0;21.0;31.0;2.0;46.0;22.0;24.0
4252;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2017 3e kwartaal;48.0;19.0;28.0;1.0;51.0;24.0;27.0
4253;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2017 4e kwartaal;50.0;15.0;35.0;1.0;49.0;19.0;30.0
4254;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2017;51.0;27.0;25.0;2.0;47.0;27.0;20.0
4255;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2018 1e kwartaal;48.0;17.0;31.0;2.0;50.0;21.0;30.0
4256;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2018 2e kwartaal;55.0;22.0;33.0;2.0;43.0;20.0;23.0
4257;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2018 3e kwartaal;58.0;20.0;38.0;2.0;41.0;17.0;23.0
4258;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2018 4e kwartaal;57.0;18.0;39.0;1.0;42.0;17.0;25.0
4259;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2018;56.0;26.0;30.0;2.0;41.0;24.0;18.0
4260;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2019 1e kwartaal;41.0;13.0;27.0;1.0;58.0;21.0;37.0
4261;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2019 2e kwartaal;31.0;10.0;20.0;1.0;69.0;18.0;51.0
4262;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2019 3e kwartaal;35.0;11.0;24.0;1.0;64.0;16.0;48.0
4263;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2019 4e kwartaal;35.0;11.0;24.0;1.0;64.0;16.0;48.0
4264;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2019;33.0;12.0;21.0;1.0;67.0;19.0;47.0
4265;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2020 1e kwartaal;53.0;24.0;30.0;1.0;45.0;20.0;26.0
4266;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2020 2e kwartaal;56.0;21.0;35.0;1.0;43.0;18.0;25.0
4267;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2020 3e kwartaal;63.0;24.0;39.0;1.0;37.0;16.0;21.0
4268;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2020 4e kwartaal;62.0;21.0;41.0;0.0;38.0;17.0;21.0
4269;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2020;60.0;27.0;33.0;2.0;38.0;20.0;18.0
4270;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2021 1e kwartaal;57.0;19.0;38.0;2.0;42.0;17.0;25.0
4271;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2021 2e kwartaal;57.0;21.0;36.0;1.0;42.0;19.0;23.0
4272;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2021 3e kwartaal;50.0;21.0;29.0;1.0;49.0;21.0;28.0
4273;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2021 4e kwartaal;58.0;20.0;38.0;1.0;42.0;16.0;26.0
4274;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2021;56.0;24.0;32.0;2.0;43.0;24.0;19.0
4275;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2022 1e kwartaal;60.0;19.0;41.0;1.0;39.0;15.0;24.0
4276;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2022 2e kwartaal;49.0;19.0;30.0;1.0;51.0;23.0;27.0
