ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;AlleStijgers_1;NormaleStijgers_2;SnelleStijgers_3;BedrijvenMetOmzetStabiel_4;AlleDalers_5;NormaleDalers_6;SnelleDalers_7
2967;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 3e kwartaal;53.0;16.0;36.0;1.0;46.0;17.0;30.0
2968;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 4e kwartaal;58.0;23.0;35.0;1.0;41.0;15.0;26.0
2969;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020;56.0;22.0;34.0;1.0;42.0;19.0;23.0
2970;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 1e kwartaal;53.0;17.0;36.0;1.0;45.0;17.0;28.0
2971;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 2e kwartaal;60.0;18.0;42.0;1.0;39.0;16.0;23.0
2972;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 3e kwartaal;56.0;18.0;38.0;1.0;43.0;16.0;27.0
2973;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 4e kwartaal;59.0;20.0;39.0;1.0;40.0;16.0;24.0
2974;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021;61.0;24.0;37.0;1.0;38.0;19.0;19.0
2975;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 1e kwartaal;58.0;18.0;40.0;1.0;41.0;16.0;25.0
2976;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 2e kwartaal;58.0;19.0;39.0;1.0;41.0;17.0;24.0
2977;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 3e kwartaal;58.0;18.0;40.0;1.0;41.0;15.0;26.0
2978;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 4e kwartaal;57.0;20.0;36.0;1.0;42.0;17.0;25.0
2979;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022;62.0;24.0;37.0;1.0;37.0;18.0;19.0
2980;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 1e kwartaal;57.0;19.0;38.0;1.0;42.0;15.0;26.0
2981;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 2e kwartaal;54.0;19.0;35.0;1.0;45.0;18.0;27.0
2982;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 3e kwartaal;52.0;17.0;35.0;1.0;46.0;17.0;30.0
2983;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 4e kwartaal;49.0;16.0;32.0;1.0;50.0;21.0;29.0
2984;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023;56.0;24.0;32.0;2.0;43.0;20.0;23.0
2985;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2024 1e kwartaal;45.0;15.0;30.0;1.0;54.0;28.0;25.0
2986;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2024 2e kwartaal;55.0;21.0;34.0;2.0;43.0;17.0;26.0
2987;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2024 3e kwartaal;56.0;20.0;36.0;1.0;43.0;16.0;27.0
2988;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2024 4e kwartaal;56.0;21.0;35.0;1.0;43.0;17.0;26.0
2989;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2024;;;;;;;
2990;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2012 1e kwartaal;46.0;15.0;32.0;3.0;50.0;15.0;35.0
2991;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2012 2e kwartaal;44.0;16.0;29.0;3.0;53.0;16.0;36.0
2992;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2012 3e kwartaal;46.0;15.0;31.0;3.0;50.0;16.0;34.0
2993;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2012 4e kwartaal;42.0;12.0;30.0;2.0;56.0;16.0;40.0
2994;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2012;44.0;15.0;29.0;2.0;54.0;18.0;36.0
2995;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2013 1e kwartaal;45.0;17.0;28.0;4.0;52.0;15.0;37.0
2996;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2013 2e kwartaal;46.0;15.0;31.0;4.0;51.0;16.0;35.0
2997;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2013 3e kwartaal;42.0;13.0;29.0;4.0;55.0;18.0;37.0
2998;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2013 4e kwartaal;46.0;14.0;32.0;3.0;51.0;16.0;35.0
2999;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2013;43.0;16.0;27.0;2.0;55.0;17.0;38.0
3000;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2014 1e kwartaal;47.0;16.0;31.0;5.0;48.0;17.0;31.0
3001;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2014 2e kwartaal;48.0;16.0;32.0;5.0;47.0;16.0;32.0
3002;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2014 3e kwartaal;46.0;15.0;31.0;5.0;49.0;17.0;32.0
3003;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2014 4e kwartaal;48.0;14.0;34.0;4.0;48.0;16.0;33.0
3004;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2014;46.0;15.0;30.0;3.0;51.0;19.0;33.0
3005;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2015 1e kwartaal;47.0;16.0;31.0;5.0;49.0;18.0;30.0
3006;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2015 2e kwartaal;45.0;13.0;33.0;5.0;50.0;18.0;32.0
3007;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2015 3e kwartaal;49.0;16.0;32.0;5.0;46.0;16.0;30.0
3008;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2015 4e kwartaal;47.0;14.0;33.0;5.0;48.0;17.0;32.0
3009;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2015;46.0;15.0;31.0;3.0;51.0;19.0;32.0
3010;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2016 1e kwartaal;48.0;13.0;34.0;6.0;46.0;17.0;29.0
3011;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2016 2e kwartaal;52.0;19.0;33.0;7.0;42.0;12.0;29.0
3012;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2016 3e kwartaal;49.0;14.0;35.0;6.0;45.0;15.0;30.0
3013;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2016 4e kwartaal;52.0;14.0;38.0;5.0;43.0;14.0;29.0
3014;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2016;53.0;18.0;35.0;3.0;43.0;16.0;27.0
3015;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2017 1e kwartaal;46.0;14.0;32.0;6.0;47.0;17.0;30.0
3016;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2017 2e kwartaal;48.0;13.0;34.0;6.0;46.0;15.0;30.0
3017;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2017 3e kwartaal;49.0;15.0;33.0;6.0;45.0;16.0;29.0
3018;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2017 4e kwartaal;50.0;14.0;35.0;5.0;46.0;14.0;32.0
3019;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2017;51.0;17.0;33.0;4.0;46.0;16.0;29.0
3020;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2018 1e kwartaal;52.0;17.0;35.0;6.0;42.0;15.0;28.0
3021;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2018 2e kwartaal;50.0;16.0;34.0;4.0;46.0;16.0;29.0
3022;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2018 3e kwartaal;51.0;16.0;35.0;5.0;44.0;16.0;28.0
3023;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2018 4e kwartaal;49.0;16.0;33.0;4.0;47.0;14.0;33.0
3024;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2018;51.0;18.0;32.0;3.0;46.0;18.0;29.0
3025;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2019 1e kwartaal;51.0;18.0;33.0;4.0;44.0;17.0;28.0
3026;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2019 2e kwartaal;51.0;18.0;33.0;5.0;45.0;15.0;30.0
3027;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2019 3e kwartaal;50.0;17.0;33.0;5.0;46.0;15.0;30.0
3028;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2019 4e kwartaal;50.0;15.0;35.0;4.0;45.0;15.0;31.0
3029;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2019;50.0;19.0;31.0;3.0;48.0;18.0;29.0
3030;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2020 1e kwartaal;53.0;18.0;35.0;4.0;43.0;15.0;28.0
3031;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2020 2e kwartaal;44.0;13.0;31.0;4.0;52.0;17.0;35.0
3032;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2020 3e kwartaal;47.0;15.0;32.0;4.0;49.0;19.0;30.0
3033;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2020 4e kwartaal;51.0;18.0;33.0;3.0;47.0;16.0;31.0
3034;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2020;48.0;18.0;31.0;3.0;49.0;18.0;31.0
3035;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2021 1e kwartaal;46.0;16.0;30.0;5.0;50.0;18.0;31.0
3036;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2021 2e kwartaal;52.0;17.0;34.0;5.0;43.0;15.0;28.0
3037;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2021 3e kwartaal;53.0;17.0;36.0;5.0;42.0;12.0;30.0
3038;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2021 4e kwartaal;49.0;15.0;34.0;4.0;47.0;15.0;32.0
3039;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2021;52.0;19.0;33.0;3.0;46.0;16.0;29.0
3040;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2022 1e kwartaal;55.0;21.0;35.0;5.0;40.0;13.0;27.0
3041;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2022 2e kwartaal;52.0;19.0;33.0;4.0;44.0;16.0;28.0
3042;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2022 3e kwartaal;52.0;21.0;31.0;4.0;44.0;13.0;31.0
3043;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2022 4e kwartaal;49.0;16.0;33.0;4.0;47.0;19.0;29.0
3044;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2022;50.0;19.0;32.0;3.0;47.0;18.0;29.0
3045;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2023 1e kwartaal;52.0;18.0;34.0;4.0;44.0;14.0;30.0
3046;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2023 2e kwartaal;52.0;19.0;33.0;4.0;44.0;16.0;28.0
3047;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2023 3e kwartaal;51.0;19.0;32.0;5.0;44.0;14.0;30.0
3048;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2023 4e kwartaal;52.0;19.0;34.0;3.0;45.0;14.0;31.0
3049;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2023;51.0;19.0;32.0;3.0;46.0;18.0;29.0
3050;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2024 1e kwartaal;52.0;22.0;29.0;5.0;43.0;16.0;27.0
3051;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2024 2e kwartaal;53.0;18.0;35.0;5.0;42.0;14.0;28.0
3052;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2024 3e kwartaal;56.0;18.0;38.0;4.0;40.0;12.0;28.0
3053;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2024 4e kwartaal;51.0;18.0;33.0;3.0;46.0;17.0;29.0
3054;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2024;;;;;;;
3055;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 1e kwartaal;42.0;13.0;29.0;1.0;57.0;18.0;39.0
3056;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 2e kwartaal;39.0;13.0;26.0;1.0;60.0;19.0;41.0
3057;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 3e kwartaal;45.0;14.0;31.0;1.0;54.0;18.0;36.0
3058;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 4e kwartaal;38.0;13.0;26.0;1.0;61.0;19.0;42.0
3059;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012;36.0;17.0;19.0;1.0;63.0;27.0;35.0
3060;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 1e kwartaal;39.0;12.0;27.0;1.0;60.0;17.0;43.0
3061;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 2e kwartaal;45.0;14.0;31.0;1.0;54.0;19.0;35.0
3062;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 3e kwartaal;45.0;13.0;32.0;1.0;54.0;18.0;36.0
3063;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 4e kwartaal;55.0;16.0;40.0;1.0;44.0;16.0;28.0
3064;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013;46.0;19.0;27.0;1.0;53.0;24.0;29.0
3065;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 1e kwartaal;59.0;15.0;44.0;1.0;40.0;14.0;26.0
3066;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 2e kwartaal;52.0;16.0;36.0;1.0;47.0;17.0;30.0
3067;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 3e kwartaal;50.0;15.0;35.0;1.0;49.0;17.0;32.0
3068;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 4e kwartaal;51.0;16.0;35.0;2.0;48.0;18.0;30.0
3069;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014;55.0;22.0;32.0;1.0;44.0;21.0;22.0
3070;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 1e kwartaal;54.0;15.0;38.0;1.0;45.0;16.0;29.0
3071;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 2e kwartaal;59.0;16.0;43.0;1.0;40.0;16.0;24.0
3072;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 3e kwartaal;49.0;15.0;34.0;1.0;50.0;17.0;32.0
3073;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 4e kwartaal;53.0;17.0;36.0;1.0;45.0;17.0;29.0
3074;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015;58.0;23.0;35.0;1.0;41.0;21.0;20.0
3075;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 1e kwartaal;54.0;16.0;37.0;1.0;45.0;16.0;29.0
3076;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 2e kwartaal;48.0;16.0;33.0;1.0;50.0;19.0;32.0
3077;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 3e kwartaal;58.0;16.0;42.0;1.0;41.0;15.0;25.0
3078;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 4e kwartaal;58.0;18.0;40.0;1.0;41.0;16.0;25.0
3079;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016;58.0;24.0;34.0;1.0;41.0;21.0;20.0
3080;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 1e kwartaal;56.0;16.0;40.0;1.0;43.0;16.0;26.0
3081;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 2e kwartaal;56.0;18.0;39.0;1.0;42.0;17.0;25.0
3082;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 3e kwartaal;54.0;17.0;38.0;1.0;45.0;17.0;28.0
3083;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 4e kwartaal;55.0;18.0;37.0;1.0;44.0;18.0;26.0
3084;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017;59.0;24.0;35.0;2.0;40.0;21.0;19.0
3085;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 1e kwartaal;58.0;17.0;40.0;1.0;41.0;16.0;25.0
3086;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 2e kwartaal;59.0;18.0;40.0;1.0;40.0;17.0;24.0
3087;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 3e kwartaal;57.0;17.0;40.0;1.0;42.0;17.0;26.0
3088;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 4e kwartaal;58.0;19.0;39.0;1.0;41.0;17.0;24.0
3089;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018;62.0;25.0;37.0;1.0;36.0;19.0;17.0
3090;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 1e kwartaal;57.0;18.0;39.0;1.0;42.0;16.0;26.0
3091;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 2e kwartaal;55.0;19.0;37.0;1.0;44.0;18.0;26.0
3092;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 3e kwartaal;54.0;17.0;37.0;1.0;45.0;17.0;27.0
3093;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 4e kwartaal;51.0;18.0;33.0;1.0;47.0;19.0;28.0
3094;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019;58.0;24.0;33.0;2.0;41.0;22.0;19.0
3095;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 1e kwartaal;58.0;19.0;39.0;1.0;41.0;17.0;24.0
3096;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 2e kwartaal;49.0;17.0;32.0;1.0;49.0;19.0;30.0
3097;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 3e kwartaal;53.0;17.0;36.0;1.0;46.0;18.0;28.0
3098;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 4e kwartaal;58.0;23.0;34.0;1.0;41.0;17.0;24.0
3099;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020;57.0;25.0;33.0;2.0;41.0;21.0;20.0
3100;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 1e kwartaal;53.0;18.0;35.0;1.0;46.0;19.0;27.0
3101;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 2e kwartaal;59.0;19.0;40.0;1.0;39.0;17.0;22.0
3102;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 3e kwartaal;55.0;18.0;37.0;1.0;44.0;18.0;26.0
3103;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 4e kwartaal;59.0;21.0;38.0;1.0;40.0;17.0;23.0
3104;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021;60.0;25.0;35.0;2.0;38.0;21.0;17.0
3105;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 1e kwartaal;57.0;19.0;39.0;1.0;41.0;17.0;24.0
3106;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 2e kwartaal;57.0;20.0;37.0;1.0;41.0;18.0;23.0
3107;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 3e kwartaal;57.0;18.0;39.0;1.0;42.0;17.0;25.0
3108;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 4e kwartaal;57.0;20.0;37.0;1.0;42.0;18.0;24.0
3109;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022;61.0;26.0;36.0;2.0;37.0;20.0;17.0
3110;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 1e kwartaal;58.0;19.0;38.0;1.0;41.0;16.0;25.0
3111;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 2e kwartaal;55.0;20.0;35.0;1.0;44.0;18.0;26.0
3112;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 3e kwartaal;53.0;18.0;35.0;1.0;46.0;18.0;28.0
3113;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 4e kwartaal;50.0;18.0;32.0;1.0;49.0;21.0;28.0
3114;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023;57.0;25.0;32.0;2.0;41.0;21.0;20.0
3115;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2024 1e kwartaal;46.0;17.0;29.0;3.0;51.0;26.0;25.0
3116;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2024 2e kwartaal;54.0;20.0;33.0;2.0;45.0;19.0;26.0
3117;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2024 3e kwartaal;55.0;20.0;35.0;1.0;44.0;17.0;27.0
3118;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2024 4e kwartaal;55.0;21.0;34.0;1.0;44.0;18.0;25.0
3119;Totaal 1 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2024;;;;;;;
3120;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2012 1e kwartaal;42.0;11.0;31.0;1.0;57.0;16.0;41.0
3121;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2012 2e kwartaal;38.0;12.0;26.0;1.0;61.0;17.0;44.0
3122;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2012 3e kwartaal;45.0;12.0;33.0;1.0;54.0;16.0;38.0
3123;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2012 4e kwartaal;39.0;12.0;27.0;1.0;60.0;16.0;44.0
3124;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2012;36.0;15.0;21.0;1.0;63.0;23.0;39.0
3125;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2013 1e kwartaal;40.0;10.0;30.0;1.0;59.0;16.0;43.0
3126;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2013 2e kwartaal;46.0;12.0;34.0;1.0;53.0;17.0;36.0
3127;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2013 3e kwartaal;45.0;12.0;33.0;1.0;54.0;16.0;38.0
3128;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2013 4e kwartaal;57.0;14.0;42.0;1.0;42.0;14.0;29.0
3129;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2013;47.0;17.0;30.0;1.0;52.0;21.0;30.0
3130;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2014 1e kwartaal;59.0;14.0;45.0;1.0;40.0;12.0;28.0
3131;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2014 2e kwartaal;53.0;15.0;38.0;1.0;46.0;15.0;31.0
3132;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2014 3e kwartaal;51.0;14.0;37.0;1.0;48.0;15.0;33.0
3133;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2014 4e kwartaal;51.0;14.0;37.0;2.0;47.0;15.0;31.0
3134;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2014;56.0;20.0;36.0;1.0;43.0;19.0;24.0
3135;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2015 1e kwartaal;54.0;14.0;40.0;1.0;45.0;14.0;31.0
3136;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2015 2e kwartaal;60.0;15.0;46.0;1.0;39.0;14.0;25.0
3137;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2015 3e kwartaal;48.0;13.0;35.0;1.0;51.0;16.0;35.0
3138;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2015 4e kwartaal;53.0;16.0;37.0;1.0;46.0;15.0;31.0
3139;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2015;58.0;20.0;38.0;1.0;41.0;19.0;22.0
3140;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2016 1e kwartaal;54.0;15.0;39.0;1.0;45.0;14.0;31.0
3141;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2016 2e kwartaal;46.0;14.0;33.0;1.0;53.0;18.0;35.0
3142;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2016 3e kwartaal;59.0;15.0;44.0;1.0;40.0;14.0;26.0
3143;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2016 4e kwartaal;58.0;16.0;41.0;1.0;41.0;15.0;27.0
3144;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2016;57.0;21.0;36.0;1.0;42.0;19.0;23.0
3145;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2017 1e kwartaal;57.0;15.0;42.0;1.0;42.0;15.0;28.0
3146;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2017 2e kwartaal;57.0;16.0;41.0;1.0;42.0;15.0;27.0
3147;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2017 3e kwartaal;55.0;15.0;40.0;1.0;44.0;15.0;29.0
3148;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2017 4e kwartaal;56.0;17.0;39.0;1.0;43.0;16.0;27.0
3149;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2017;59.0;21.0;38.0;1.0;39.0;19.0;20.0
3150;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2018 1e kwartaal;58.0;16.0;42.0;1.0;41.0;15.0;26.0
3151;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2018 2e kwartaal;59.0;17.0;42.0;1.0;40.0;15.0;25.0
3152;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2018 3e kwartaal;57.0;16.0;41.0;1.0;42.0;15.0;27.0
3153;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2018 4e kwartaal;58.0;17.0;40.0;1.0;41.0;16.0;26.0
3154;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2018;63.0;22.0;40.0;1.0;36.0;18.0;19.0
3155;Totaal 1 of meer werkzame personen;412 Algemene B&U-bouw;2019 1e kwartaal;56.0;16.0;40.0;1.0;42.0;15.0;27.0
