ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
6768;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2020 4e kwartaal ;117.7;-2.5
6769;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2020 ;101.6;4.7
6770;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 januari;63.2;-0.4
6771;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 februari;71.8;-8.2
6772;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 maart;97.3;-1.3
6773;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 1e kwartaal;77.4;-3.3
6774;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 april;99.6;0.7
6775;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 mei;93.7;-11.1
6776;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 juni;107.5;-4.4
6777;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 2e kwartaal;100.3;-5.0
6778;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 juli;116.1;1.4
6779;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 augustus;85.3;1.9
6780;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 september;111.9;1.3
6781;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 3e kwartaal;104.4;1.5
6782;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 oktober;99.3;-13.3
6783;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 november;117.4;2.7
6784;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 december;136.8;10.3
6785;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021 4e kwartaal;117.9;0.2
6786;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2021;100.0;-1.5
6787;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 januari;56.9;-10.0
6788;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 februari;79.6;10.9
6789;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 maart;103.4;6.3
6790;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 1e kwartaal;80.0;3.3
6791;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 april;95.5;-4.1
6792;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 mei;109.2;16.6
6793;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 juni;118.4;10.1
6794;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 2e kwartaal;107.7;7.4
6795;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 juli;112.6;-3.0
6796;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 augustus;80.1;-6.1
6797;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 september;108.7;-2.9
6798;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 3e kwartaal;100.5;-3.8
6799;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 oktober;114.0;14.9
6800;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 november;129.7;10.4
6801;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 december;149.0;8.9
6802;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022 4e kwartaal;130.9;11.1
6803;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2022;104.8;4.8
6804;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 januari;61.9;8.7
6805;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 februari;85.3;7.1
6806;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 maart;111.2;7.6
6807;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 1e kwartaal;86.1;7.7
6808;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 april;100.9;5.6
6809;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 mei;110.3;1.0
6810;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 juni;129.7;9.6
6811;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 2e kwartaal;113.6;5.5
6812;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 juli;120.1;6.7
6813;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 augustus;88.7;10.7
6814;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 september;111.3;2.4
6815;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 3e kwartaal;106.7;6.2
6816;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 oktober;127.8;12.1
6817;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 november;130.9;0.9
6818;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 december;146.2;-1.8
6819;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023 4e kwartaal;135.0;3.1
6820;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2023;110.4;5.4
6821;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 januari;63.3;2.3
6822;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 februari;84.9;-0.5
6823;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 maart;108.5;-2.4
6824;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 1e kwartaal;85.6;-0.7
6825;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 april;112.1;11.1
6826;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 mei;114.7;3.9
6827;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 juni;113.9;-12.2
6828;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 2e kwartaal;113.6;-0.1
6829;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 juli;123.5;2.8
6830;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 augustus;90.9;2.5
6831;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 september;118.4;6.4
6832;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 3e kwartaal;110.9;4.0
6833;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 oktober;137.7;7.7
6834;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 november;138.9;6.1
6835;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 december;152.5;4.3
6836;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024 4e kwartaal;143.0;5.9
6837;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2024;113.3;2.6
6838;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2025 januari;74.6;17.9
6839;10 of meer werkzame personen;42 Grond-, water-  en wegenbouw;2025 februari;96.0;13.1
6840;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 januari;34.5;10.0
6841;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 februari;48.9;3.6
6842;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 maart;55.3;-0.1
6843;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 1e kwartaal;46.2;3.6
6844;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 april;65.9;9.8
6845;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 mei;68.2;6.6
6846;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 juni;82.7;14.9
6847;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 2e kwartaal;72.3;10.7
6848;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 juli;69.0;17.1
6849;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 augustus;61.0;21.8
6850;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 september;82.8;7.5
6851;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 3e kwartaal;70.9;14.4
6852;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 oktober;82.3;4.5
6853;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 november;89.8;10.4
6854;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 december;125.5;-2.3
6855;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005 4e kwartaal;99.2;3.1
6856;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2005;72.1;7.6
6857;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 januari;31.5;-8.6
6858;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 februari;52.0;6.3
6859;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 maart;64.2;16.2
6860;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 1e kwartaal;49.2;6.5
6861;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 april;65.7;-0.2
6862;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 mei;81.8;19.9
6863;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 juni;87.8;6.2
6864;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 2e kwartaal;78.4;8.6
6865;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 juli;72.5;4.9
6866;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 augustus;71.7;17.6
6867;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 september;93.8;13.4
6868;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 3e kwartaal;79.3;11.8
6869;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 oktober;92.3;12.2
6870;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 november;100.7;12.1
6871;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 december;142.6;13.6
6872;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006 4e kwartaal;111.8;12.8
6873;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2006;79.7;10.5
6874;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 januari;39.2;24.3
6875;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 februari;60.4;16.1
6876;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 maart;70.6;10.0
6877;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 1e kwartaal;56.7;15.2
6878;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 april;69.4;5.5
6879;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 mei;86.3;5.5
6880;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 juni;91.4;4.1
6881;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 2e kwartaal;82.4;5.0
6882;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 juli;69.9;-3.5
6883;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 augustus;79.7;11.1
6884;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 september;89.8;-4.3
6885;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 3e kwartaal;79.8;0.6
6886;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 oktober;97.1;5.2
6887;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 november;99.4;-1.3
6888;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 december;146.8;3.0
6889;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007 4e kwartaal;114.4;2.3
6890;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2007;83.3;4.5
6891;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 januari;39.5;1.0
6892;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 februari;64.0;6.0
6893;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 maart;75.2;6.5
6894;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 1e kwartaal;59.6;5.1
6895;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 april;82.7;19.3
6896;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 mei;85.8;-0.6
6897;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 juni;99.3;8.6
6898;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 2e kwartaal;89.3;8.4
6899;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 juli;74.6;6.7
6900;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 augustus;84.2;5.7
6901;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 september;97.0;8.1
6902;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 3e kwartaal;85.2;6.9
6903;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 oktober;98.4;1.3
6904;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 november;96.0;-3.4
6905;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 december;144.3;-1.7
6906;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008 4e kwartaal;112.9;-1.4
6907;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2008;86.7;4.1
6908;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 januari;39.1;-1.1
6909;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 februari;55.8;-12.9
6910;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 maart;84.6;12.5
6911;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 1e kwartaal;59.8;0.4
6912;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 april;86.5;4.6
6913;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 mei;84.9;-1.0
6914;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 juni;90.8;-8.5
6915;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 2e kwartaal;87.4;-2.1
6916;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 juli;80.7;8.2
6917;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 augustus;84.8;0.7
6918;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 september;97.0;-0.1
6919;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 3e kwartaal;87.5;2.6
6920;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 oktober;101.6;3.3
6921;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 november;95.1;-0.9
6922;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 december;132.6;-8.1
6923;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009 4e kwartaal;109.8;-2.7
6924;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2009;86.1;-0.7
6925;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 januari;40.0;2.4
6926;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 februari;48.9;-12.4
6927;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 maart;63.2;-25.3
6928;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 1e kwartaal;50.7;-15.2
6929;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 april;81.4;-6.0
6930;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 mei;78.5;-7.5
6931;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 juni;96.7;6.4
6932;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 2e kwartaal;85.5;-2.2
6933;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 juli;93.8;16.2
6934;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 augustus;61.9;-27.0
6935;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 september;86.6;-10.7
6936;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 3e kwartaal;80.7;-7.7
6937;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 oktober;95.4;-6.1
6938;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 november;105.4;10.8
6939;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 december;126.4;-4.7
6940;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010 4e kwartaal;109.1;-0.7
6941;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2010;81.5;-5.4
6942;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 januari;39.9;-0.3
6943;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 februari;58.9;20.6
6944;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 maart;82.1;29.9
6945;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 1e kwartaal;60.3;19.0
6946;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 april;84.3;3.7
6947;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 mei;102.2;30.2
6948;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 juni;89.2;-7.7
6949;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 2e kwartaal;91.9;7.5
6950;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 juli;89.9;-4.2
6951;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 augustus;68.7;11.0
6952;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 september;103.5;19.6
6953;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 3e kwartaal;87.4;8.2
6954;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 oktober;103.2;8.2
6955;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 november;117.0;10.9
6956;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 december;143.4;13.4
6957;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011 4e kwartaal;121.2;11.1
6958;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2011;90.2;10.7
6959;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 januari;42.4;6.3
6960;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 februari;60.6;2.9
6961;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 maart;85.2;3.7
6962;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 1e kwartaal;62.7;4.0
6963;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 april;87.5;3.7
6964;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 mei;92.2;-9.8
6965;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 juni;97.4;9.2
6966;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 2e kwartaal;92.4;0.5
6967;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 juli;85.5;-4.8
6968;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 augustus;65.9;-4.1
6969;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 september;112.6;8.8
6970;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 3e kwartaal;88.0;0.8
6971;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 oktober;103.7;0.5
6972;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 november;121.5;3.9
6973;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 december;129.1;-9.9
6974;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012 4e kwartaal;118.1;-2.5
6975;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2012;90.3;0.1
6976;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 januari;52.0;22.6
6977;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 februari;51.6;-14.9
6978;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 maart;77.8;-8.6
6979;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 1e kwartaal;60.5;-3.6
6980;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 april;81.7;-6.6
6981;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 mei;90.6;-1.7
6982;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 juni;94.7;-2.8
6983;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 2e kwartaal;89.0;-3.6
6984;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 juli;83.7;-2.1
6985;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 augustus;65.6;-0.5
6986;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 september;104.6;-7.2
6987;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 3e kwartaal;84.6;-3.9
6988;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 oktober;100.5;-3.1
6989;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 november;107.5;-11.5
6990;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 december;114.0;-11.7
6991;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013 4e kwartaal;107.3;-9.1
6992;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2013;85.4;-5.5
6993;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 januari;43.9;-15.7
6994;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 februari;56.8;10.0
6995;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 maart;71.9;-7.7
6996;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 1e kwartaal;57.5;-4.9
6997;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 april;78.4;-4.0
6998;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 mei;85.6;-5.5
6999;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 juni;86.0;-9.2
7000;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 2e kwartaal;83.4;-6.3
7001;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 juli;83.2;-0.6
7002;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 augustus;64.6;-1.5
7003;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 september;99.2;-5.1
7004;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 3e kwartaal;82.3;-2.7
7005;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 oktober;96.6;-3.8
7006;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 november;100.5;-6.5
7007;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 december;126.2;10.7
7008;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014 4e kwartaal;107.8;0.4
7009;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2014;82.8;-3.1
7010;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 januari;44.7;1.8
7011;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 februari;51.2;-9.8
7012;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 maart;72.9;1.4
7013;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 1e kwartaal;56.3;-2.2
7014;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 april;70.9;-9.6
7015;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 mei;75.0;-12.4
7016;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 juni;92.6;7.7
7017;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 2e kwartaal;79.5;-4.6
7018;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 juli;87.0;4.6
7019;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 augustus;86.2;33.5
7020;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 september;96.6;-2.7
7021;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 3e kwartaal;90.0;9.2
7022;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 oktober;107.0;10.7
7023;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 november;110.5;9.9
7024;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 december;119.3;-5.5
7025;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015 4e kwartaal;112.3;4.1
7026;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2015;84.5;2.1
7027;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 januari;42.5;-5.0
7028;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 februari;58.9;15.0
7029;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 maart;76.1;4.4
7030;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 1e kwartaal;59.2;5.1
7031;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 april;78.1;10.2
7032;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 mei;77.2;2.9
7033;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 juni;92.2;-0.5
7034;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 2e kwartaal;82.5;3.8
7035;10 of meer werkzame personen;421 Bouw van wegen, spoorwegen, tunnels;2016 juli;87.6;0.6
