ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1
439;Totaal wel of niet geregistreerd;Lelystad;2023;65
440;Totaal wel of niet geregistreerd;Leudal;2022;30
441;Totaal wel of niet geregistreerd;Leudal;2023;31
442;Totaal wel of niet geregistreerd;Leusden;2022;25
443;Totaal wel of niet geregistreerd;Leusden;2023;25
444;Totaal wel of niet geregistreerd;Lingewaard;2022;38
445;Totaal wel of niet geregistreerd;Lingewaard;2023;38
446;Totaal wel of niet geregistreerd;Lisse;2022;19
447;Totaal wel of niet geregistreerd;Lisse;2023;19
448;Totaal wel of niet geregistreerd;Lochem;2022;28
449;Totaal wel of niet geregistreerd;Lochem;2023;28
450;Totaal wel of niet geregistreerd;Loon op Zand;2022;20
451;Totaal wel of niet geregistreerd;Loon op Zand;2023;20
452;Totaal wel of niet geregistreerd;Lopik;2022;12
453;Totaal wel of niet geregistreerd;Lopik;2023;12
454;Totaal wel of niet geregistreerd;Losser;2022;19
455;Totaal wel of niet geregistreerd;Losser;2023;19
456;Totaal wel of niet geregistreerd;Maasdriel;2022;21
457;Totaal wel of niet geregistreerd;Maasdriel;2023;21
458;Totaal wel of niet geregistreerd;Maasgouw;2022;21
459;Totaal wel of niet geregistreerd;Maasgouw;2023;21
460;Totaal wel of niet geregistreerd;Maashorst;2022;47
461;Totaal wel of niet geregistreerd;Maashorst;2023;48
462;Totaal wel of niet geregistreerd;Maassluis;2022;27
463;Totaal wel of niet geregistreerd;Maassluis;2023;28
464;Totaal wel of niet geregistreerd;Maastricht;2022;106
465;Totaal wel of niet geregistreerd;Maastricht;2023;107
466;Totaal wel of niet geregistreerd;Medemblik;2022;37
467;Totaal wel of niet geregistreerd;Medemblik;2023;37
468;Totaal wel of niet geregistreerd;Meerssen;2022;16
469;Totaal wel of niet geregistreerd;Meerssen;2023;16
470;Totaal wel of niet geregistreerd;Meierijstad;2022;67
471;Totaal wel of niet geregistreerd;Meierijstad;2023;68
472;Totaal wel of niet geregistreerd;Meppel;2022;28
473;Totaal wel of niet geregistreerd;Meppel;2023;29
474;Totaal wel of niet geregistreerd;Middelburg (Z.);2022;40
475;Totaal wel of niet geregistreerd;Middelburg (Z.);2023;41
476;Totaal wel of niet geregistreerd;Midden-Delfland;2022;15
477;Totaal wel of niet geregistreerd;Midden-Delfland;2023;16
478;Totaal wel of niet geregistreerd;Midden-Drenthe;2022;28
479;Totaal wel of niet geregistreerd;Midden-Drenthe;2023;28
480;Totaal wel of niet geregistreerd;Midden-Groningen;2022;50
481;Totaal wel of niet geregistreerd;Midden-Groningen;2023;51
482;Totaal wel of niet geregistreerd;Moerdijk;2022;31
483;Totaal wel of niet geregistreerd;Moerdijk;2023;31
484;Totaal wel of niet geregistreerd;Molenlanden;2022;35
485;Totaal wel of niet geregistreerd;Molenlanden;2023;35
486;Totaal wel of niet geregistreerd;Montferland;2022;30
487;Totaal wel of niet geregistreerd;Montferland;2023;31
488;Totaal wel of niet geregistreerd;Montfoort;2022;11
489;Totaal wel of niet geregistreerd;Montfoort;2023;11
490;Totaal wel of niet geregistreerd;Mook en Middelaar;2022;7
491;Totaal wel of niet geregistreerd;Mook en Middelaar;2023;7
492;Totaal wel of niet geregistreerd;Neder-Betuwe;2022;19
493;Totaal wel of niet geregistreerd;Neder-Betuwe;2023;19
494;Totaal wel of niet geregistreerd;Nederweert;2022;14
495;Totaal wel of niet geregistreerd;Nederweert;2023;15
496;Totaal wel of niet geregistreerd;Nieuwegein;2022;53
497;Totaal wel of niet geregistreerd;Nieuwegein;2023;54
498;Totaal wel of niet geregistreerd;Nieuwkoop;2022;24
499;Totaal wel of niet geregistreerd;Nieuwkoop;2023;24
500;Totaal wel of niet geregistreerd;Nijkerk;2022;35
501;Totaal wel of niet geregistreerd;Nijkerk;2023;35
502;Totaal wel of niet geregistreerd;Nijmegen;2022;150
503;Totaal wel of niet geregistreerd;Nijmegen;2023;153
504;Totaal wel of niet geregistreerd;Nissewaard;2022;70
505;Totaal wel of niet geregistreerd;Nissewaard;2023;70
506;Totaal wel of niet geregistreerd;Noardeast-Fryslân;2022;36
507;Totaal wel of niet geregistreerd;Noardeast-Fryslân;2023;37
508;Totaal wel of niet geregistreerd;Noord-Beveland;2022;7
509;Totaal wel of niet geregistreerd;Noord-Beveland;2023;7
510;Totaal wel of niet geregistreerd;Noordenveld;2022;26
511;Totaal wel of niet geregistreerd;Noordenveld;2023;26
512;Totaal wel of niet geregistreerd;Noordoostpolder;2022;37
513;Totaal wel of niet geregistreerd;Noordoostpolder;2023;39
514;Totaal wel of niet geregistreerd;Noordwijk;2022;36
515;Totaal wel of niet geregistreerd;Noordwijk;2023;37
516;Totaal wel of niet geregistreerd;Nuenen, Gerwen en Nederwetten;2022;19
517;Totaal wel of niet geregistreerd;Nuenen, Gerwen en Nederwetten;2023;20
518;Totaal wel of niet geregistreerd;Nunspeet;2022;22
519;Totaal wel of niet geregistreerd;Nunspeet;2023;22
520;Totaal wel of niet geregistreerd;Oegstgeest;2022;20
521;Totaal wel of niet geregistreerd;Oegstgeest;2023;20
522;Totaal wel of niet geregistreerd;Oirschot;2022;16
523;Totaal wel of niet geregistreerd;Oirschot;2023;16
524;Totaal wel of niet geregistreerd;Oisterwijk;2022;27
525;Totaal wel of niet geregistreerd;Oisterwijk;2023;27
526;Totaal wel of niet geregistreerd;Oldambt;2022;32
527;Totaal wel of niet geregistreerd;Oldambt;2023;33
528;Totaal wel of niet geregistreerd;Oldebroek;2022;19
529;Totaal wel of niet geregistreerd;Oldebroek;2023;19
530;Totaal wel of niet geregistreerd;Oldenzaal;2022;26
531;Totaal wel of niet geregistreerd;Oldenzaal;2023;26
532;Totaal wel of niet geregistreerd;Olst-Wijhe;2022;15
533;Totaal wel of niet geregistreerd;Olst-Wijhe;2023;15
534;Totaal wel of niet geregistreerd;Ommen;2022;15
535;Totaal wel of niet geregistreerd;Ommen;2023;15
536;Totaal wel of niet geregistreerd;Oost Gelre;2022;24
537;Totaal wel of niet geregistreerd;Oost Gelre;2023;24
538;Totaal wel of niet geregistreerd;Oosterhout;2022;46
539;Totaal wel of niet geregistreerd;Oosterhout;2023;47
540;Totaal wel of niet geregistreerd;Ooststellingwerf;2022;21
541;Totaal wel of niet geregistreerd;Ooststellingwerf;2023;21
542;Totaal wel of niet geregistreerd;Oostzaan;2022;8
543;Totaal wel of niet geregistreerd;Oostzaan;2023;8
544;Totaal wel of niet geregistreerd;Opmeer;2022;10
545;Totaal wel of niet geregistreerd;Opmeer;2023;10
546;Totaal wel of niet geregistreerd;Opsterland;2022;24
547;Totaal wel of niet geregistreerd;Opsterland;2023;24
548;Totaal wel of niet geregistreerd;Oss;2022;76
549;Totaal wel of niet geregistreerd;Oss;2023;78
550;Totaal wel of niet geregistreerd;Oude IJsselstreek;2022;33
551;Totaal wel of niet geregistreerd;Oude IJsselstreek;2023;33
552;Totaal wel of niet geregistreerd;Ouder-Amstel;2022;11
553;Totaal wel of niet geregistreerd;Ouder-Amstel;2023;11
554;Totaal wel of niet geregistreerd;Oudewater;2022;8
555;Totaal wel of niet geregistreerd;Oudewater;2023;8
556;Totaal wel of niet geregistreerd;Overbetuwe;2022;38
557;Totaal wel of niet geregistreerd;Overbetuwe;2023;39
558;Totaal wel of niet geregistreerd;Papendrecht;2022;26
559;Totaal wel of niet geregistreerd;Papendrecht;2023;26
560;Totaal wel of niet geregistreerd;Peel en Maas;2022;37
561;Totaal wel of niet geregistreerd;Peel en Maas;2023;38
562;Totaal wel of niet geregistreerd;Pekela;2022;10
563;Totaal wel of niet geregistreerd;Pekela;2023;10
564;Totaal wel of niet geregistreerd;Pijnacker-Nootdorp;2022;43
565;Totaal wel of niet geregistreerd;Pijnacker-Nootdorp;2023;44
566;Totaal wel of niet geregistreerd;Purmerend;2022;76
567;Totaal wel of niet geregistreerd;Purmerend;2023;77
568;Totaal wel of niet geregistreerd;Putten;2022;19
569;Totaal wel of niet geregistreerd;Putten;2023;20
570;Totaal wel of niet geregistreerd;Raalte;2022;31
571;Totaal wel of niet geregistreerd;Raalte;2023;31
572;Totaal wel of niet geregistreerd;Reimerswaal;2022;17
573;Totaal wel of niet geregistreerd;Reimerswaal;2023;18
574;Totaal wel of niet geregistreerd;Renkum;2022;26
575;Totaal wel of niet geregistreerd;Renkum;2023;26
576;Totaal wel of niet geregistreerd;Renswoude;2022;4
577;Totaal wel of niet geregistreerd;Renswoude;2023;4
578;Totaal wel of niet geregistreerd;Reusel-De Mierden;2022;11
579;Totaal wel of niet geregistreerd;Reusel-De Mierden;2023;11
580;Totaal wel of niet geregistreerd;Rheden;2022;36
581;Totaal wel of niet geregistreerd;Rheden;2023;36
582;Totaal wel of niet geregistreerd;Rhenen;2022;16
583;Totaal wel of niet geregistreerd;Rhenen;2023;16
584;Totaal wel of niet geregistreerd;Ridderkerk;2022;38
585;Totaal wel of niet geregistreerd;Ridderkerk;2023;38
586;Totaal wel of niet geregistreerd;Rijssen-Holten;2022;29
587;Totaal wel of niet geregistreerd;Rijssen-Holten;2023;29
588;Totaal wel of niet geregistreerd;Rijswijk (ZH.);2022;46
589;Totaal wel of niet geregistreerd;Rijswijk (ZH.);2023;46
590;Totaal wel of niet geregistreerd;Roerdalen;2022;17
591;Totaal wel of niet geregistreerd;Roerdalen;2023;18
592;Totaal wel of niet geregistreerd;Roermond;2022;49
593;Totaal wel of niet geregistreerd;Roermond;2023;50
594;Totaal wel of niet geregistreerd;De Ronde Venen;2022;36
595;Totaal wel of niet geregistreerd;De Ronde Venen;2023;37
596;Totaal wel of niet geregistreerd;Roosendaal;2022;64
597;Totaal wel of niet geregistreerd;Roosendaal;2023;64
598;Totaal wel of niet geregistreerd;Rotterdam;2022;534
599;Totaal wel of niet geregistreerd;Rotterdam;2023;542
600;Totaal wel of niet geregistreerd;Rozendaal;2022;1
601;Totaal wel of niet geregistreerd;Rozendaal;2023;1
602;Totaal wel of niet geregistreerd;Rucphen;2022;20
603;Totaal wel of niet geregistreerd;Rucphen;2023;20
604;Totaal wel of niet geregistreerd;Schagen;2022;38
605;Totaal wel of niet geregistreerd;Schagen;2023;39
606;Totaal wel of niet geregistreerd;Scherpenzeel;2022;8
607;Totaal wel of niet geregistreerd;Scherpenzeel;2023;8
608;Totaal wel of niet geregistreerd;Schiedam;2022;65
609;Totaal wel of niet geregistreerd;Schiedam;2023;65
610;Totaal wel of niet geregistreerd;Schiermonnikoog;2022;1
611;Totaal wel of niet geregistreerd;Schiermonnikoog;2023;1
612;Totaal wel of niet geregistreerd;Schouwen-Duiveland;2022;28
613;Totaal wel of niet geregistreerd;Schouwen-Duiveland;2023;29
614;Totaal wel of niet geregistreerd;Simpelveld;2022;9
615;Totaal wel of niet geregistreerd;Simpelveld;2023;9
616;Totaal wel of niet geregistreerd;Sint-Michielsgestel;2022;24
617;Totaal wel of niet geregistreerd;Sint-Michielsgestel;2023;24
618;Totaal wel of niet geregistreerd;Sittard-Geleen;2022;78
619;Totaal wel of niet geregistreerd;Sittard-Geleen;2023;78
620;Totaal wel of niet geregistreerd;Sliedrecht;2022;20
621;Totaal wel of niet geregistreerd;Sliedrecht;2023;21
622;Totaal wel of niet geregistreerd;Sluis;2022;20
623;Totaal wel of niet geregistreerd;Sluis;2023;20
624;Totaal wel of niet geregistreerd;Smallingerland;2022;45
625;Totaal wel of niet geregistreerd;Smallingerland;2023;45
626;Totaal wel of niet geregistreerd;Soest;2022;38
627;Totaal wel of niet geregistreerd;Soest;2023;38
628;Totaal wel of niet geregistreerd;Someren;2022;16
629;Totaal wel of niet geregistreerd;Someren;2023;16
630;Totaal wel of niet geregistreerd;Son en Breugel;2022;14
631;Totaal wel of niet geregistreerd;Son en Breugel;2023;14
632;Totaal wel of niet geregistreerd;Stadskanaal;2022;26
633;Totaal wel of niet geregistreerd;Stadskanaal;2023;27
634;Totaal wel of niet geregistreerd;Staphorst;2022;13
635;Totaal wel of niet geregistreerd;Staphorst;2023;13
636;Totaal wel of niet geregistreerd;Stede Broec;2022;18
637;Totaal wel of niet geregistreerd;Stede Broec;2023;18
638;Totaal wel of niet geregistreerd;Steenbergen;2022;20
639;Totaal wel of niet geregistreerd;Steenbergen;2023;20
640;Totaal wel of niet geregistreerd;Steenwijkerland;2022;36
641;Totaal wel of niet geregistreerd;Steenwijkerland;2023;37
642;Totaal wel of niet geregistreerd;Stein (L.);2022;21
643;Totaal wel of niet geregistreerd;Stein (L.);2023;21
644;Totaal wel of niet geregistreerd;Stichtse Vecht;2022;52
645;Totaal wel of niet geregistreerd;Stichtse Vecht;2023;52
646;Totaal wel of niet geregistreerd;Súdwest-Fryslân;2022;73
647;Totaal wel of niet geregistreerd;Súdwest-Fryslân;2023;74
648;Totaal wel of niet geregistreerd;Terneuzen;2022;45
649;Totaal wel of niet geregistreerd;Terneuzen;2023;46
650;Totaal wel of niet geregistreerd;Terschelling;2022;4
651;Totaal wel of niet geregistreerd;Terschelling;2023;4
652;Totaal wel of niet geregistreerd;Texel;2022;12
653;Totaal wel of niet geregistreerd;Texel;2023;12
654;Totaal wel of niet geregistreerd;Teylingen;2022;31
655;Totaal wel of niet geregistreerd;Teylingen;2023;31
656;Totaal wel of niet geregistreerd;Tholen;2022;21
657;Totaal wel of niet geregistreerd;Tholen;2023;21
658;Totaal wel of niet geregistreerd;Tiel;2022;34
659;Totaal wel of niet geregistreerd;Tiel;2023;35
660;Totaal wel of niet geregistreerd;Tilburg;2022;185
661;Totaal wel of niet geregistreerd;Tilburg;2023;189
662;Totaal wel of niet geregistreerd;Tubbergen;2022;17
663;Totaal wel of niet geregistreerd;Tubbergen;2023;17
664;Totaal wel of niet geregistreerd;Twenterand;2022;26
665;Totaal wel of niet geregistreerd;Twenterand;2023;27
666;Totaal wel of niet geregistreerd;Tynaarlo;2022;27
667;Totaal wel of niet geregistreerd;Tynaarlo;2023;28
668;Totaal wel of niet geregistreerd;Tytsjerksteradiel;2022;26
669;Totaal wel of niet geregistreerd;Tytsjerksteradiel;2023;26
670;Totaal wel of niet geregistreerd;Uitgeest;2022;11
671;Totaal wel of niet geregistreerd;Uitgeest;2023;11
672;Totaal wel of niet geregistreerd;Uithoorn;2022;25
673;Totaal wel of niet geregistreerd;Uithoorn;2023;25
674;Totaal wel of niet geregistreerd;Urk;2022;14
675;Totaal wel of niet geregistreerd;Urk;2023;15
676;Totaal wel of niet geregistreerd;Utrecht (gemeente);2022;291
677;Totaal wel of niet geregistreerd;Utrecht (gemeente);2023;297
678;Totaal wel of niet geregistreerd;Utrechtse Heuvelrug;2022;40
679;Totaal wel of niet geregistreerd;Utrechtse Heuvelrug;2023;41
680;Totaal wel of niet geregistreerd;Vaals;2022;9
681;Totaal wel of niet geregistreerd;Vaals;2023;9
682;Totaal wel of niet geregistreerd;Valkenburg aan de Geul;2022;14
683;Totaal wel of niet geregistreerd;Valkenburg aan de Geul;2023;14
684;Totaal wel of niet geregistreerd;Valkenswaard;2022;26
685;Totaal wel of niet geregistreerd;Valkenswaard;2023;26
686;Totaal wel of niet geregistreerd;Veendam;2022;23
687;Totaal wel of niet geregistreerd;Veendam;2023;23
688;Totaal wel of niet geregistreerd;Veenendaal;2022;53
689;Totaal wel of niet geregistreerd;Veenendaal;2023;54
690;Totaal wel of niet geregistreerd;Veere;2022;18
691;Totaal wel of niet geregistreerd;Veere;2023;18
692;Totaal wel of niet geregistreerd;Veldhoven;2022;37
693;Totaal wel of niet geregistreerd;Veldhoven;2023;38
694;Totaal wel of niet geregistreerd;Velsen;2022;56
695;Totaal wel of niet geregistreerd;Velsen;2023;56
696;Totaal wel of niet geregistreerd;Venlo;2022;85
697;Totaal wel of niet geregistreerd;Venlo;2023;86
698;Totaal wel of niet geregistreerd;Venray;2022;36
699;Totaal wel of niet geregistreerd;Venray;2023;37
700;Totaal wel of niet geregistreerd;Vijfheerenlanden;2022;46
701;Totaal wel of niet geregistreerd;Vijfheerenlanden;2023;48
702;Totaal wel of niet geregistreerd;Vlaardingen;2022;60
703;Totaal wel of niet geregistreerd;Vlaardingen;2023;61
704;Totaal wel of niet geregistreerd;Vlieland;2022;1
705;Totaal wel of niet geregistreerd;Vlieland;2023;1
706;Totaal wel of niet geregistreerd;Vlissingen;2022;37
707;Totaal wel of niet geregistreerd;Vlissingen;2023;38
708;Totaal wel of niet geregistreerd;Voerendaal;2022;10
709;Totaal wel of niet geregistreerd;Voerendaal;2023;10
710;Totaal wel of niet geregistreerd;Voorne aan Zee;2022;60
711;Totaal wel of niet geregistreerd;Voorne aan Zee;2023;61
712;Totaal wel of niet geregistreerd;Voorschoten;2022;20
713;Totaal wel of niet geregistreerd;Voorschoten;2023;20
714;Totaal wel of niet geregistreerd;Voorst;2022;20
715;Totaal wel of niet geregistreerd;Voorst;2023;20
716;Totaal wel of niet geregistreerd;Vught;2022;25
717;Totaal wel of niet geregistreerd;Vught;2023;26
718;Totaal wel of niet geregistreerd;Waadhoeke;2022;38
719;Totaal wel of niet geregistreerd;Waadhoeke;2023;38
720;Totaal wel of niet geregistreerd;Waalre;2022;14
721;Totaal wel of niet geregistreerd;Waalre;2023;14
722;Totaal wel of niet geregistreerd;Waalwijk;2022;40
723;Totaal wel of niet geregistreerd;Waalwijk;2023;41
724;Totaal wel of niet geregistreerd;Waddinxveen;2022;24
725;Totaal wel of niet geregistreerd;Waddinxveen;2023;25
726;Totaal wel of niet geregistreerd;Wageningen;2022;34
727;Totaal wel of niet geregistreerd;Wageningen;2023;35
728;Totaal wel of niet geregistreerd;Wassenaar;2022;21
729;Totaal wel of niet geregistreerd;Wassenaar;2023;21
730;Totaal wel of niet geregistreerd;Waterland;2022;14
731;Totaal wel of niet geregistreerd;Waterland;2023;14
732;Totaal wel of niet geregistreerd;Weert;2022;42
733;Totaal wel of niet geregistreerd;Weert;2023;42
734;Totaal wel of niet geregistreerd;West Betuwe;2022;41
735;Totaal wel of niet geregistreerd;West Betuwe;2023;42
736;Totaal wel of niet geregistreerd;West Maas en Waal;2022;16
737;Totaal wel of niet geregistreerd;West Maas en Waal;2023;17
738;Totaal wel of niet geregistreerd;Westerkwartier;2022;51
739;Totaal wel of niet geregistreerd;Westerkwartier;2023;52
740;Totaal wel of niet geregistreerd;Westerveld;2022;17
741;Totaal wel of niet geregistreerd;Westerveld;2023;17
742;Totaal wel of niet geregistreerd;Westervoort;2022;12
743;Totaal wel of niet geregistreerd;Westervoort;2023;12
744;Totaal wel of niet geregistreerd;Westerwolde;2022;22
745;Totaal wel of niet geregistreerd;Westerwolde;2023;22
746;Totaal wel of niet geregistreerd;Westland;2022;90
747;Totaal wel of niet geregistreerd;Westland;2023;92
748;Totaal wel of niet geregistreerd;Weststellingwerf;2022;21
749;Totaal wel of niet geregistreerd;Weststellingwerf;2023;22
750;Totaal wel of niet geregistreerd;Wierden;2022;20
751;Totaal wel of niet geregistreerd;Wierden;2023;20
752;Totaal wel of niet geregistreerd;Wijchen;2022;34
753;Totaal wel of niet geregistreerd;Wijchen;2023;34
754;Totaal wel of niet geregistreerd;Wijdemeren;2022;20
755;Totaal wel of niet geregistreerd;Wijdemeren;2023;20
756;Totaal wel of niet geregistreerd;Wijk bij Duurstede;2022;19
757;Totaal wel of niet geregistreerd;Wijk bij Duurstede;2023;19
758;Totaal wel of niet geregistreerd;Winterswijk;2022;24
759;Totaal wel of niet geregistreerd;Winterswijk;2023;24
760;Totaal wel of niet geregistreerd;Woensdrecht;2022;18
761;Totaal wel of niet geregistreerd;Woensdrecht;2023;19
762;Totaal wel of niet geregistreerd;Woerden;2022;42
763;Totaal wel of niet geregistreerd;Woerden;2023;42
764;Totaal wel of niet geregistreerd;De Wolden;2022;20
765;Totaal wel of niet geregistreerd;De Wolden;2023;20
766;Totaal wel of niet geregistreerd;Wormerland;2022;13
767;Totaal wel of niet geregistreerd;Wormerland;2023;14
768;Totaal wel of niet geregistreerd;Woudenberg;2022;11
769;Totaal wel of niet geregistreerd;Woudenberg;2023;11
770;Totaal wel of niet geregistreerd;Zaanstad;2022;126
771;Totaal wel of niet geregistreerd;Zaanstad;2023;128
772;Totaal wel of niet geregistreerd;Zaltbommel;2022;23
773;Totaal wel of niet geregistreerd;Zaltbommel;2023;24
774;Totaal wel of niet geregistreerd;Zandvoort;2022;14
775;Totaal wel of niet geregistreerd;Zandvoort;2023;15
776;Totaal wel of niet geregistreerd;Zeewolde;2022;18
777;Totaal wel of niet geregistreerd;Zeewolde;2023;19
778;Totaal wel of niet geregistreerd;Zeist;2022;52
779;Totaal wel of niet geregistreerd;Zeist;2023;53
780;Totaal wel of niet geregistreerd;Zevenaar;2022;37
781;Totaal wel of niet geregistreerd;Zevenaar;2023;37
782;Totaal wel of niet geregistreerd;Zoetermeer;2022;100
783;Totaal wel of niet geregistreerd;Zoetermeer;2023;101
