ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkarrangement;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
273;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2016;8780.0;57.0
274;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2016;8960.0;58.0
275;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2016;9545.0;62.0
276;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2017;9040.0;59.0
277;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2017;9235.0;60.0
278;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2017;10055.0;65.0
279;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2018;9415.0;61.0
280;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2018;9495.0;61.0
281;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2018;10325.0;67.0
282;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2019;9145.0;59.0
283;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2019;9330.0;60.0
284;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2019;10190.0;65.0
285;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2020;9405.0;60.0
286;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2020;9510.0;60.0
287;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2020;10395.0;66.0
288;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2015;;
289;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2015;;
290;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2015;;
291;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2016;;
292;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2016;3270.0;37.0
293;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2016;;
294;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2017;3460.0;39.0
295;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2017;3645.0;41.0
296;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2017;3975.0;45.0
297;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2018;;
298;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2018;;
299;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2018;;
300;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2019;;
301;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2019;;
302;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2019;;
303;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2020;;
304;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2020;;
305;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2020;;
306;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2015;;
307;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2015;57340.0;70.0
308;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2015;;
309;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2016;56600.0;68.0
310;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2016;57450.0;69.0
311;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2016;60370.0;73.0
312;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2017;58075.0;69.0
313;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2017;57995.0;69.0
314;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2017;61925.0;74.0
315;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2018;63215.0;74.0
316;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2018;64330.0;75.0
317;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2018;67870.0;80.0
318;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2019;66030.0;77.0
319;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2019;66495.0;77.0
320;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2019;70295.0;82.0
321;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2020;66765.0;77.0
322;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2020;66960.0;77.0
323;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2020;70580.0;81.0
324;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2015;11515.0;75.0
325;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2015;11105.0;70.0
326;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2015;12080.0;75.0
327;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2016;10240.0;64.0
328;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2016;10190.0;64.0
329;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2016;11015.0;69.0
330;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2017;10075.0;63.0
331;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2017;10235.0;64.0
332;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2017;10985.0;69.0
333;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2018;10525.0;65.0
334;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2018;10780.0;67.0
335;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2018;11500.0;71.0
336;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2019;11475.0;71.0
337;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2019;11890.0;73.0
338;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2019;12650.0;78.0
339;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2020;11945.0;73.0
340;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2020;11950.0;73.0
341;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2020;12870.0;79.0
342;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;1e halfjaar 2015;;
343;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2e halfjaar 2015;;
344;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2015;;
345;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;1e halfjaar 2016;;
346;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2e halfjaar 2016;;
347;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2016;;
348;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;1e halfjaar 2017;;
349;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2e halfjaar 2017;;
350;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2017;;
351;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;1e halfjaar 2018;;
352;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2e halfjaar 2018;;
353;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2018;;
354;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;1e halfjaar 2019;650.0;55.0
355;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2e halfjaar 2019;;
356;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2019;;
357;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;1e halfjaar 2020;845.0;73.0
358;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2e halfjaar 2020;850.0;73.0
359;Totaal mannen en vrouwen;Totaal personen;Totaal;Appingedam;2020;935.0;80.0
360;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;1e halfjaar 2015;;
361;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2e halfjaar 2015;;
362;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2015;;
363;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;1e halfjaar 2016;7730.0;50.0
364;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2e halfjaar 2016;8220.0;53.0
365;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2016;8665.0;56.0
366;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;1e halfjaar 2017;11390.0;73.0
367;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2e halfjaar 2017;11865.0;76.0
368;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2017;12295.0;79.0
369;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;1e halfjaar 2018;12420.0;79.0
370;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2e halfjaar 2018;13015.0;83.0
371;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2018;13610.0;87.0
372;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;1e halfjaar 2019;10635.0;67.0
373;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2e halfjaar 2019;11530.0;72.0
374;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2019;12375.0;78.0
375;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;1e halfjaar 2020;11865.0;74.0
376;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2e halfjaar 2020;12210.0;76.0
377;Totaal mannen en vrouwen;Totaal personen;Totaal;Arnhem;2020;13285.0;82.0
378;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;1e halfjaar 2015;;
379;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2e halfjaar 2015;;
380;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2015;;
381;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;1e halfjaar 2016;5030.0;75.0
382;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2e halfjaar 2016;4990.0;74.0
383;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2016;5445.0;81.0
384;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;1e halfjaar 2017;5100.0;75.0
385;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2e halfjaar 2017;5090.0;75.0
386;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2017;5550.0;82.0
387;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;1e halfjaar 2018;5265.0;78.0
388;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2e halfjaar 2018;5390.0;80.0
389;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2018;5780.0;85.0
390;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;1e halfjaar 2019;5795.0;85.0
391;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2e halfjaar 2019;5855.0;86.0
392;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2019;6245.0;92.0
393;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;1e halfjaar 2020;5885.0;86.0
394;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2e halfjaar 2020;5950.0;87.0
395;Totaal mannen en vrouwen;Totaal personen;Totaal;Assen;2020;6325.0;92.0
396;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;1e halfjaar 2015;;
397;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2e halfjaar 2015;;
398;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2015;;
399;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;1e halfjaar 2016;;
400;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2e halfjaar 2016;855.0;52.0
401;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2016;;
402;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;1e halfjaar 2017;550.0;33.0
403;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2e halfjaar 2017;580.0;35.0
404;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2017;630.0;38.0
405;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;1e halfjaar 2018;990.0;59.0
406;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2e halfjaar 2018;995.0;60.0
407;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2018;1070.0;64.0
408;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;1e halfjaar 2019;1020.0;61.0
409;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2e halfjaar 2019;1035.0;62.0
410;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2019;1110.0;66.0
411;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;1e halfjaar 2020;1000.0;60.0
412;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2e halfjaar 2020;980.0;59.0
413;Totaal mannen en vrouwen;Totaal personen;Totaal;Asten;2020;1080.0;65.0
414;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;1e halfjaar 2015;;
415;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2e halfjaar 2015;;
416;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2015;;
417;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;1e halfjaar 2016;;
418;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2e halfjaar 2016;235.0;36.0
419;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2016;;
420;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;1e halfjaar 2017;270.0;41.0
421;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2e halfjaar 2017;290.0;44.0
422;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2017;310.0;47.0
423;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;1e halfjaar 2018;305.0;45.0
424;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2e halfjaar 2018;330.0;49.0
425;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2018;360.0;53.0
426;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;1e halfjaar 2019;395.0;58.0
427;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2e halfjaar 2019;430.0;63.0
428;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2019;460.0;67.0
429;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;1e halfjaar 2020;450.0;66.0
430;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2e halfjaar 2020;470.0;69.0
431;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarle-Nassau;2020;510.0;74.0
432;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;1e halfjaar 2015;1295.0;55.0
433;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2e halfjaar 2015;1270.0;50.0
434;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2015;1385.0;55.0
435;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;1e halfjaar 2016;1610.0;66.0
436;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2e halfjaar 2016;1615.0;66.0
437;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2016;1710.0;70.0
438;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;1e halfjaar 2017;1605.0;65.0
439;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2e halfjaar 2017;1635.0;67.0
440;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2017;1745.0;71.0
441;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;1e halfjaar 2018;1650.0;67.0
442;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2e halfjaar 2018;1665.0;68.0
443;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2018;1795.0;73.0
444;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;1e halfjaar 2019;1635.0;66.0
445;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2e halfjaar 2019;1560.0;63.0
446;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2019;1670.0;67.0
447;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;1e halfjaar 2020;1870.0;75.0
448;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2e halfjaar 2020;1885.0;76.0
449;Totaal mannen en vrouwen;Totaal personen;Totaal;Baarn;2020;2030.0;82.0
450;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;1e halfjaar 2015;1360.0;30.0
451;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2e halfjaar 2015;1350.0;30.0
452;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2015;1490.0;30.0
453;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;1e halfjaar 2016;2135.0;45.0
454;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2e halfjaar 2016;2170.0;45.0
455;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2016;2270.0;47.0
456;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;1e halfjaar 2017;2225.0;46.0
457;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2e halfjaar 2017;2215.0;46.0
458;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2017;2355.0;49.0
459;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;1e halfjaar 2018;2225.0;46.0
460;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2e halfjaar 2018;2265.0;47.0
461;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2018;2410.0;50.0
462;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;1e halfjaar 2019;2460.0;51.0
463;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2e halfjaar 2019;2500.0;51.0
464;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2019;2670.0;55.0
465;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;1e halfjaar 2020;2555.0;52.0
466;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2e halfjaar 2020;2595.0;53.0
467;Totaal mannen en vrouwen;Totaal personen;Totaal;Barendrecht;2020;2735.0;56.0
468;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;1e halfjaar 2015;;
469;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2e halfjaar 2015;;
470;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2015;;
471;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;1e halfjaar 2016;1725.0;31.0
472;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2e halfjaar 2016;1745.0;31.0
473;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2016;1855.0;33.0
474;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;1e halfjaar 2017;1815.0;32.0
475;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2e halfjaar 2017;1865.0;33.0
476;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2017;1975.0;35.0
477;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;1e halfjaar 2018;1920.0;33.0
478;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2e halfjaar 2018;1950.0;34.0
479;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2018;2090.0;36.0
480;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;1e halfjaar 2019;2010.0;35.0
481;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2e halfjaar 2019;2350.0;41.0
482;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2019;2520.0;43.0
483;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;1e halfjaar 2020;2435.0;41.0
484;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2e halfjaar 2020;2465.0;42.0
485;Totaal mannen en vrouwen;Totaal personen;Totaal;Barneveld;2020;2645.0;45.0
486;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;1e halfjaar 2015;;
487;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2e halfjaar 2015;;
488;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2015;;
489;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;1e halfjaar 2016;;
490;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2e halfjaar 2016;;
491;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2016;;
492;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;1e halfjaar 2017;;
493;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2e halfjaar 2017;;
494;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2017;;
495;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;1e halfjaar 2018;;
496;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2e halfjaar 2018;;
497;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2018;;
498;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;1e halfjaar 2019;;
499;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2e halfjaar 2019;;
500;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2019;;
501;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;1e halfjaar 2020;;
502;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2e halfjaar 2020;;
503;Totaal mannen en vrouwen;Totaal personen;Totaal;Bedum;2020;;
504;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);1e halfjaar 2015;;
505;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2e halfjaar 2015;1105.0;70.0
506;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2015;;
507;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);1e halfjaar 2016;1105.0;69.0
508;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2e halfjaar 2016;1080.0;67.0
509;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2016;1190.0;74.0
510;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);1e halfjaar 2017;1075.0;67.0
511;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2e halfjaar 2017;1035.0;65.0
512;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2017;1160.0;73.0
513;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);1e halfjaar 2018;1075.0;68.0
514;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2e halfjaar 2018;1085.0;68.0
515;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2018;1160.0;73.0
516;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);1e halfjaar 2019;1065.0;67.0
517;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2e halfjaar 2019;1075.0;67.0
518;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2019;1170.0;73.0
519;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);1e halfjaar 2020;1075.0;68.0
520;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2e halfjaar 2020;1070.0;67.0
521;Totaal mannen en vrouwen;Totaal personen;Totaal;Beek (L.);2020;1175.0;74.0
522;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;1e halfjaar 2015;;
523;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2e halfjaar 2015;;
524;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2015;;
525;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;1e halfjaar 2016;;
526;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2e halfjaar 2016;;
527;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2016;;
528;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;1e halfjaar 2017;;
529;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2e halfjaar 2017;;
530;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2017;;
531;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;1e halfjaar 2018;;
532;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2e halfjaar 2018;;
533;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;2018;;
534;Totaal mannen en vrouwen;Totaal personen;Totaal;Beekdaelen;1e halfjaar 2019;;
