ID;Marges;BedrijfstakkenBranchesSBI2008;Perioden;OmzetAfgelopen3Mnd_1;OmzetKomende3Mnd_2;OmzetVolgendJaar_3;BuitenlandseOmzetAfgelopen3Mnd_4;BuitenlandseOmzetKomende3Mnd_5;BuitenlandseOmzetVolgendJaar_6;VerkoopprijzenTarievenKomende3Mnd_7;OrderontvangstAfgelopen3Mnd_8;OrderontvangstKomende3Mnd_9;BuitenlOrderontvKomende3Mnd_10;InkoopordersKomende3Mnd_11;OordeelOrderpositie_12;OordeelVoorradenEindproduct_13;PersoneelssterkteVolgendJaar_14;PersoneelssterkteKomende3Mnd_15;PersoneelssterkteAfgelopen3Mnd_16;InvesteringenVerslagjaar_17;InvesteringenVolgendJaar_18;ConcurrentiepositieNLAfg3Mnd_19;ConcurrentiepositieInEUAfg3Mnd_20;ConcurrentiepositieBuitenEUAfg3Mnd_21;EconomischKlimaatAfgelopen3Mnd_22;EconomischKlimaatKomende3Mnd_23;WinstgevendheidAfgelopen3Mnd_24
3320;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2021 1e kwartaal;2.7;-17.4;;-4.7;-9.8;;21.4;-6.9;-15.3;-11.3;-18.6;-17.5;;;-12.3;-8.7;-24.3;;-0.3;-6.5;-2.9;-6.7;-1.9;-16.0
3321;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2021 2e kwartaal;-1.5;9.6;;0.3;2.8;;2.2;-7.2;1.4;-3.0;-1.2;-15.5;;;5.3;-1.9;-2.6;;3.7;3.0;2.0;-5.7;6.9;-0.1
3322;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2021 3e kwartaal;25.4;15.0;;6.8;8.2;;-3.1;18.4;9.8;4.7;5.4;-6.4;;;17.9;6.6;6.5;;3.4;8.7;4.1;14.9;12.2;9.1
3323;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2021 4e kwartaal;20.3;-3.4;15.1;7.3;5.0;7.2;21.8;5.3;-1.9;2.2;0.1;-4.3;;21.6;15.0;9.3;6.3;6.3;7.8;2.3;4.3;13.6;-6.7;-3.3
3324;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2022 1e kwartaal;7.3;7.0;;3.3;4.1;;31.2;9.3;5.3;2.5;-1.9;0.8;;;17.8;9.6;4.4;;0.5;-3.2;0.6;-7.4;-2.3;3.5
3325;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2022 2e kwartaal;-4.5;1.9;;-6.6;-1.3;;15.9;-8.7;0.5;-2.5;5.9;-3.0;;;14.0;3.6;19.7;;3.6;-1.0;0.7;-7.7;-5.3;-3.1
3326;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2022 3e kwartaal;14.3;-1.2;;6.6;-7.2;;7.9;-0.7;-6.9;-7.7;-6.6;-0.3;;;16.3;0.2;-0.2;;-3.0;-1.6;-1.0;-1.5;-14.9;7.4
3327;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2022 4e kwartaal;5.6;-12.4;-2.3;-2.8;-13.0;-10.7;5.5;-5.7;-8.6;-11.6;-12.2;-3.7;;13.5;8.2;11.6;-0.4;0.4;-7.2;-5.6;-5.2;-14.3;-34.5;-12.8
3328;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2023 1e kwartaal;-9.1;-1.8;;-9.8;-1.3;;42.6;-12.2;-10.4;-6.5;-4.2;-14.7;;;10.6;2.0;5.6;;-1.8;-5.3;-4.0;-17.9;-17.5;-15.8
3329;Ondergrens 95%-interval;52 Opslag, dienstverlening voor vervoer;2023 2e kwartaal;-24.8;4.0;;-14.5;-3.0;;8.7;-21.7;-6.0;-6.5;-9.9;-19.3;;;-6.5;-1.8;4.5;;-1.5;-5.3;-4.6;-20.1;-4.0;-23.0
3330;Ondergrens 95%-interval;53 Post en koeriers;2016 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3331;Ondergrens 95%-interval;53 Post en koeriers;2016 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3332;Ondergrens 95%-interval;53 Post en koeriers;2016 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3333;Ondergrens 95%-interval;53 Post en koeriers;2016 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3334;Ondergrens 95%-interval;53 Post en koeriers;2017 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3335;Ondergrens 95%-interval;53 Post en koeriers;2017 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3336;Ondergrens 95%-interval;53 Post en koeriers;2017 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3337;Ondergrens 95%-interval;53 Post en koeriers;2017 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3338;Ondergrens 95%-interval;53 Post en koeriers;2018 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3339;Ondergrens 95%-interval;53 Post en koeriers;2018 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3340;Ondergrens 95%-interval;53 Post en koeriers;2018 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3341;Ondergrens 95%-interval;53 Post en koeriers;2018 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3342;Ondergrens 95%-interval;53 Post en koeriers;2019 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3343;Ondergrens 95%-interval;53 Post en koeriers;2019 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3344;Ondergrens 95%-interval;53 Post en koeriers;2019 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3345;Ondergrens 95%-interval;53 Post en koeriers;2019 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3346;Ondergrens 95%-interval;53 Post en koeriers;2020 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3347;Ondergrens 95%-interval;53 Post en koeriers;2020 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3348;Ondergrens 95%-interval;53 Post en koeriers;2020 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3349;Ondergrens 95%-interval;53 Post en koeriers;2020 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3350;Ondergrens 95%-interval;53 Post en koeriers;2021 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3351;Ondergrens 95%-interval;53 Post en koeriers;2021 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3352;Ondergrens 95%-interval;53 Post en koeriers;2021 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3353;Ondergrens 95%-interval;53 Post en koeriers;2021 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3354;Ondergrens 95%-interval;53 Post en koeriers;2022 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3355;Ondergrens 95%-interval;53 Post en koeriers;2022 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3356;Ondergrens 95%-interval;53 Post en koeriers;2022 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3357;Ondergrens 95%-interval;53 Post en koeriers;2022 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3358;Ondergrens 95%-interval;53 Post en koeriers;2023 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3359;Ondergrens 95%-interval;53 Post en koeriers;2023 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
3360;Ondergrens 95%-interval;I Horeca;2016 1e kwartaal;-5.7;-14.4;;;;;2.5;-10.0;-12.4;;-14.6;-7.9;;;-10.7;-20.9;-2.6;;0.8;;;3.9;-4.2;2.4
3361;Ondergrens 95%-interval;I Horeca;2016 2e kwartaal;-0.5;26.2;;;;;9.3;-4.6;18.9;;17.1;-8.4;;;16.7;-10.9;-2.0;;3.9;;;5.8;10.0;-1.4
3362;Ondergrens 95%-interval;I Horeca;2016 3e kwartaal;22.0;8.1;;;;;3.1;7.4;-1.4;;1.4;-10.5;;;1.0;4.9;-6.3;;-6.0;;;-1.3;1.4;0.0
3363;Ondergrens 95%-interval;I Horeca;2016 4e kwartaal;18.4;-15.7;12.2;;;;1.0;8.8;-14.3;;-12.1;-8.7;;2.0;-17.6;-0.1;8.3;-2.3;1.8;;;13.2;2.1;10.5
3364;Ondergrens 95%-interval;I Horeca;2017 1e kwartaal;-0.3;-13.4;;;;;10.5;-4.4;-9.5;;-11.0;-5.7;;;-0.9;-13.1;-2.2;;-0.6;;;10.2;7.4;5.4
3365;Ondergrens 95%-interval;I Horeca;2017 2e kwartaal;3.5;37.9;;;;;15.5;6.1;26.5;;24.5;-6.7;;;22.9;-2.7;1.5;;1.2;;;8.9;14.8;-3.3
3366;Ondergrens 95%-interval;I Horeca;2017 3e kwartaal;38.0;9.9;;;;;5.4;22.5;8.2;;8.7;-1.1;;;14.5;16.4;0.2;;3.6;;;12.6;5.5;11.9
3367;Ondergrens 95%-interval;I Horeca;2017 4e kwartaal;5.9;-1.7;28.2;;;;3.7;6.7;-2.6;;-2.3;-4.5;;14.1;-8.7;4.8;-4.2;5.1;-0.2;;;9.5;1.2;6.9
3368;Ondergrens 95%-interval;I Horeca;2018 1e kwartaal;9.6;-13.2;;;;;11.3;2.3;-4.5;;-7.1;-6.7;;;5.3;-7.2;-7.6;;-0.5;;;8.6;3.9;6.1
3369;Ondergrens 95%-interval;I Horeca;2018 2e kwartaal;-3.2;27.4;;;;;12.3;0.6;18.7;;21.7;-4.6;;;24.4;2.6;4.5;;3.4;;;4.3;13.7;-1.5
3370;Ondergrens 95%-interval;I Horeca;2018 3e kwartaal;22.0;8.0;;;;;3.6;8.2;4.1;;5.5;-2.8;;;8.1;7.2;0.4;;0.3;;;9.4;5.3;7.5
3371;Ondergrens 95%-interval;I Horeca;2018 4e kwartaal;9.9;-8.0;10.7;;;;12.2;6.9;-7.6;;-7.2;-3.8;;3.3;-10.4;-1.9;-1.1;-1.9;-3.5;;;2.9;-0.5;-0.6
3372;Ondergrens 95%-interval;I Horeca;2019 1e kwartaal;1.1;-17.1;;;;;26.8;5.2;-12.4;;-10.1;-9.1;;;-6.7;-16.6;1.0;;1.4;;;2.1;-9.4;-5.0
3373;Ondergrens 95%-interval;I Horeca;2019 2e kwartaal;-9.4;36.4;;;;;14.0;7.9;20.6;;18.7;-3.7;;;24.4;-4.5;1.6;;-5.6;;;-11.8;1.6;-5.0
3374;Ondergrens 95%-interval;I Horeca;2019 3e kwartaal;24.3;5.6;;;;;2.4;15.3;6.0;;7.0;-6.0;;;-0.7;11.9;-1.4;;-0.7;;;-2.9;-9.0;4.5
3375;Ondergrens 95%-interval;I Horeca;2019 4e kwartaal;8.0;-19.6;13.1;;;;-0.5;0.4;-15.7;;-16.1;-6.6;;5.6;-15.6;-5.3;2.6;1.9;-8.5;;;-7.2;-13.7;-4.7
3376;Ondergrens 95%-interval;I Horeca;2020 1e kwartaal;-11.4;-24.8;;;;;16.1;-8.1;-15.9;;-14.1;-11.3;;;-14.3;-18.9;-0.4;;-8.4;;;-9.6;-12.7;-12.5
3377;Ondergrens 95%-interval;I Horeca;2020 2e kwartaal;-81.1;-94.2;;;;;-25.7;-68.3;-78.2;;-81.8;-71.0;;;-61.4;-42.1;-75.0;;-23.7;;;-85.1;-91.4;-83.8
3378;Ondergrens 95%-interval;I Horeca;2020 3e kwartaal;-81.3;5.8;;;;;2.7;-59.3;-3.4;;-1.6;-61.7;;;-19.9;-50.0;-75.6;;-22.1;;;-82.6;-12.3;-86.0
3379;Ondergrens 95%-interval;I Horeca;2020 4e kwartaal;2.8;-82.3;4.6;;;;-11.4;-14.1;-68.3;;-66.4;-62.3;;-10.7;-63.3;-38.5;-69.1;-24.0;-18.1;;;-35.7;-79.1;-37.1
3380;Ondergrens 95%-interval;I Horeca;2021 1e kwartaal;-84.0;-53.2;;;;;-4.0;-67.0;-42.8;;-49.5;-66.6;;;-43.3;-66.2;-63.9;;-20.7;;;-79.0;-46.9;-85.1
3381;Ondergrens 95%-interval;I Horeca;2021 2e kwartaal;-57.1;8.0;;;;;7.3;-36.8;3.4;;4.8;-63.5;;;1.5;-41.4;-51.6;;-22.9;;;-61.8;-6.4;-66.6
3382;Ondergrens 95%-interval;I Horeca;2021 3e kwartaal;41.7;55.3;;;;;15.2;27.2;32.6;;39.2;-37.4;;;34.5;6.4;-9.4;;-0.2;;;23.3;35.6;13.3
3383;Ondergrens 95%-interval;I Horeca;2021 4e kwartaal;50.8;-13.3;51.2;;;;18.3;28.6;-6.6;;-5.2;-27.1;;32.3;5.8;4.5;-4.9;19.1;3.4;;;35.1;3.5;28.1
3384;Ondergrens 95%-interval;I Horeca;2022 1e kwartaal;-65.7;-48.6;;;;;19.9;-45.7;-33.0;;-37.2;-52.3;;;-3.6;-25.8;-19.4;;-18.1;;;-61.0;-26.8;-66.4
3385;Ondergrens 95%-interval;I Horeca;2022 2e kwartaal;23.3;49.8;;;;;47.9;23.1;33.8;;38.5;-19.7;;;26.7;-5.7;6.5;;2.3;;;11.7;18.2;-2.4
3386;Ondergrens 95%-interval;I Horeca;2022 3e kwartaal;51.4;0.2;;;;;27.3;29.4;5.3;;11.9;-3.3;;;13.8;15.3;8.3;;2.8;;;10.1;-9.9;8.7
3387;Ondergrens 95%-interval;I Horeca;2022 4e kwartaal;11.5;-37.8;1.1;;;;32.0;5.2;-22.6;;-21.9;-13.3;;5.4;-21.8;4.5;-4.4;-3.4;-7.0;;;-24.8;-46.5;-19.8
3388;Ondergrens 95%-interval;I Horeca;2023 1e kwartaal;-10.7;-37.7;;;;;37.1;-10.2;-24.9;;-18.1;-16.5;;;2.5;-10.4;-6.1;;1.3;;;-26.0;-32.8;-33.8
3389;Ondergrens 95%-interval;I Horeca;2023 2e kwartaal;-6.2;37.2;;;;;31.6;4.9;27.3;;35.1;-10.3;;;28.2;4.3;3.3;;1.4;;;-17.2;-7.8;-28.8
3390;Ondergrens 95%-interval;55 Logiesverstrekking;2016 1e kwartaal;-12.3;-20.3;;;;;-22.7;-13.4;-5.4;;-11.8;-9.0;;;-21.2;-23.8;4.8;;9.2;;;13.6;0.1;8.0
3391;Ondergrens 95%-interval;55 Logiesverstrekking;2016 2e kwartaal;-4.6;41.9;;;;;25.8;-7.4;36.5;;33.6;-9.0;;;27.1;-22.2;3.1;;5.9;;;11.3;14.3;6.7
3392;Ondergrens 95%-interval;55 Logiesverstrekking;2016 3e kwartaal;32.3;11.4;;;;;6.5;14.4;5.8;;7.9;-10.4;;;1.1;20.3;-8.0;;-4.5;;;1.3;2.4;2.8
3393;Ondergrens 95%-interval;55 Logiesverstrekking;2016 4e kwartaal;17.4;-16.7;24.1;;;;-18.3;19.4;-22.0;;-18.9;-10.6;;4.0;-25.4;9.5;6.9;9.1;1.6;;;13.8;2.1;7.6
3394;Ondergrens 95%-interval;55 Logiesverstrekking;2017 1e kwartaal;-6.3;-13.2;;;;;-3.1;-10.3;-10.0;;-9.0;-9.3;;;-10.7;-33.3;-3.7;;-6.8;;;10.4;4.5;2.1
3395;Ondergrens 95%-interval;55 Logiesverstrekking;2017 2e kwartaal;-23.1;61.4;;;;;38.7;-5.0;41.4;;34.8;-4.2;;;31.3;-18.2;10.4;;0.6;;;3.0;17.0;-14.5
3396;Ondergrens 95%-interval;55 Logiesverstrekking;2017 3e kwartaal;41.9;14.7;;;;;15.4;35.8;19.2;;18.9;9.1;;;13.5;21.5;7.4;;4.7;;;10.1;-0.4;16.6
3397;Ondergrens 95%-interval;55 Logiesverstrekking;2017 4e kwartaal;12.0;-18.1;26.9;;;;-11.3;12.5;-16.3;;-15.7;-3.1;;9.5;-26.8;1.9;3.1;1.3;-2.5;;;13.9;-4.4;16.3
3398;Ondergrens 95%-interval;55 Logiesverstrekking;2018 1e kwartaal;0.1;-20.5;;;;;-8.6;-3.3;-7.6;;-8.0;1.0;;;-5.7;-21.9;-1.0;;-4.2;;;10.8;1.4;6.4
3399;Ondergrens 95%-interval;55 Logiesverstrekking;2018 2e kwartaal;-23.2;56.6;;;;;32.4;-10.0;27.5;;18.4;0.7;;;36.9;-2.8;-1.2;;12.5;;;1.5;17.9;3.8
3400;Ondergrens 95%-interval;55 Logiesverstrekking;2018 3e kwartaal;52.2;16.6;;;;;1.9;24.8;17.9;;10.9;0.2;;;12.1;8.3;-4.8;;4.9;;;16.8;0.3;26.2
3401;Ondergrens 95%-interval;55 Logiesverstrekking;2018 4e kwartaal;19.5;1.0;21.9;;;;8.5;12.4;-2.4;;1.8;1.6;;2.3;1.3;2.5;-4.0;2.2;-2.0;;;3.8;-4.4;7.8
3402;Ondergrens 95%-interval;55 Logiesverstrekking;2019 1e kwartaal;6.4;-37.4;;;;;2.0;5.0;-16.1;;-20.9;-6.6;;;-25.1;-21.5;5.9;;1.4;;;-2.8;-22.7;-8.3
3403;Ondergrens 95%-interval;55 Logiesverstrekking;2019 2e kwartaal;-28.7;50.9;;;;;36.5;5.5;29.5;;34.0;-2.1;;;31.7;-16.4;8.0;;0.7;;;-18.8;0.1;-21.4
3404;Ondergrens 95%-interval;55 Logiesverstrekking;2019 3e kwartaal;31.3;-0.5;;;;;0.7;19.0;-1.1;;2.1;-2.6;;;8.5;4.5;-1.5;;0.9;;;0.3;-12.1;15.1
3405;Ondergrens 95%-interval;55 Logiesverstrekking;2019 4e kwartaal;19.1;-34.2;21.0;;;;-17.1;4.8;-25.8;;-25.7;-5.0;;-14.8;-29.6;-0.4;3.1;-6.4;-1.0;;;-4.0;-17.9;6.8
3406;Ondergrens 95%-interval;55 Logiesverstrekking;2020 1e kwartaal;-17.0;-39.2;;;;;-11.7;-12.6;-30.1;;-29.5;-19.5;;;-26.1;-25.0;-0.3;;-11.9;;;-7.2;-18.3;8.0
3407;Ondergrens 95%-interval;55 Logiesverstrekking;2020 2e kwartaal;-89.3;-95.0;;;;;-65.0;-80.3;-83.9;;-86.7;-87.6;;;-72.1;-58.3;-77.4;;-22.7;;;-89.0;-93.3;-88.6
3408;Ondergrens 95%-interval;55 Logiesverstrekking;2020 3e kwartaal;-74.6;44.4;;;;;14.4;-58.2;28.4;;22.0;-62.4;;;-10.8;-57.8;-75.0;;-24.5;;;-75.7;4.9;-86.8
3409;Ondergrens 95%-interval;55 Logiesverstrekking;2020 4e kwartaal;11.2;-90.2;-1.5;;;;-52.0;-10.1;-81.1;;-73.3;-65.3;;-26.9;-69.6;-31.6;-66.3;-40.1;-16.8;;;-32.3;-77.5;-29.4
3410;Ondergrens 95%-interval;55 Logiesverstrekking;2021 1e kwartaal;-92.9;-56.0;;;;;-26.0;-79.4;-51.7;;-57.6;-82.2;;;-43.3;-74.5;-61.2;;-13.8;;;-85.0;-40.0;-87.8
3411;Ondergrens 95%-interval;55 Logiesverstrekking;2021 2e kwartaal;-54.5;23.3;;;;;11.3;-34.2;15.1;;12.2;-67.2;;;17.1;-36.7;-51.2;;-24.8;;;-58.0;4.6;-63.5
3412;Ondergrens 95%-interval;55 Logiesverstrekking;2021 3e kwartaal;48.9;57.4;;;;;17.3;41.7;41.1;;41.8;-43.1;;;36.2;17.9;-5.3;;-1.7;;;25.6;26.8;26.1
3413;Ondergrens 95%-interval;55 Logiesverstrekking;2021 4e kwartaal;51.8;-39.1;47.1;;;;-8.1;32.7;-25.1;;-24.7;-31.3;;14.2;-17.8;-1.6;-7.8;12.4;8.7;;;39.8;-3.5;30.5
3414;Ondergrens 95%-interval;55 Logiesverstrekking;2022 1e kwartaal;-75.8;-56.4;;;;;-14.5;-57.3;-35.8;;-42.6;-62.5;;;-5.0;-44.3;-25.7;;-8.8;;;-58.5;-31.4;-80.1
3415;Ondergrens 95%-interval;55 Logiesverstrekking;2022 2e kwartaal;6.7;73.5;;;;;40.8;26.9;52.6;;51.5;-23.0;;;37.0;-22.1;-2.6;;6.0;;;13.8;44.8;8.0
3416;Ondergrens 95%-interval;55 Logiesverstrekking;2022 3e kwartaal;71.4;3.5;;;;;9.6;48.4;-3.2;;8.6;-7.0;;;20.1;20.8;3.6;;8.1;;;34.2;-3.8;31.0
3417;Ondergrens 95%-interval;55 Logiesverstrekking;2022 4e kwartaal;40.0;-63.9;21.2;;;;-12.5;13.4;-54.2;;-43.0;-12.1;;34.3;-41.2;28.6;5.1;10.4;2.7;;;4.6;-46.4;0.8
3418;Ondergrens 95%-interval;55 Logiesverstrekking;2023 1e kwartaal;-30.7;-46.2;;;;;4.8;-21.9;-26.8;;-22.0;-13.8;;;3.0;-16.1;13.3;;5.8;;;-11.1;-19.4;-24.5
3419;Ondergrens 95%-interval;55 Logiesverstrekking;2023 2e kwartaal;-34.1;62.8;;;;;39.6;6.0;45.9;;39.3;-11.3;;;34.9;4.1;20.4;;8.9;;;-7.1;10.4;-28.5
3420;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2016 1e kwartaal;-7.3;-15.6;;;;;8.7;-11.9;-17.3;;-18.4;-9.5;;;-9.4;-22.5;-8.0;;-4.2;;;-2.1;-8.2;-2.5
3421;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2016 2e kwartaal;-2.5;18.1;;;;;1.9;-6.7;10.4;;8.7;-10.0;;;10.6;-9.5;-6.5;;0.9;;;1.4;6.1;-7.1
3422;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2016 3e kwartaal;15.3;3.7;;;;;1.1;2.0;-6.8;;-4.0;-12.8;;;-1.2;-3.0;-8.6;;-9.1;;;-4.8;-1.4;-4.0
3423;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2016 4e kwartaal;15.1;-19.2;5.8;;;;6.0;2.2;-14.6;;-13.0;-10.0;;-1.1;-18.0;-6.1;5.7;-8.9;-0.5;;;10.3;-0.3;8.4
3424;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2017 1e kwartaal;-2.1;-16.6;;;;;12.9;-5.6;-12.2;;-14.5;-6.6;;;-0.3;-9.2;-4.8;;-1.0;;;7.4;5.8;3.5
3425;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2017 2e kwartaal;9.1;27.2;;;;;6.1;6.8;19.0;;18.3;-9.8;;;17.4;-0.2;-4.5;;-0.8;;;8.2;11.4;-2.5
3426;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2017 3e kwartaal;33.6;5.0;;;;;0.5;15.5;1.8;;2.6;-6.7;;;12.2;11.7;-5.1;;0.8;;;10.8;5.1;7.2
3427;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2017 4e kwartaal;0.3;0.1;25.7;;;;6.4;2.0;-1.2;;-1.0;-6.9;;13.4;-5.8;2.7;-9.6;3.7;-1.8;;;5.2;0.4;0.9
3428;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2018 1e kwartaal;9.1;-14.1;;;;;15.4;1.1;-6.4;;-9.8;-11.1;;;6.5;-5.3;-12.6;;-1.4;;;5.3;2.2;2.9
3429;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2018 2e kwartaal;0.1;15.2;;;;;4.5;1.5;13.2;;20.1;-7.9;;;17.7;1.7;3.4;;-1.5;;;2.8;9.8;-6.2
3430;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2018 3e kwartaal;9.1;2.2;;;;;2.8;-0.1;-3.2;;1.1;-6.0;;;3.9;3.8;-1.2;;-3.3;;;4.1;4.4;-1.8
3431;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2018 4e kwartaal;3.4;-14.1;4.4;;;;10.9;2.7;-11.9;;-12.8;-7.1;;1.5;-17.4;-6.2;-3.1;-6.3;-6.2;;;0.1;-1.5;-6.3
3432;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2019 1e kwartaal;-4.1;-13.4;;;;;32.3;2.9;-13.6;;-9.0;-11.2;;;-3.2;-18.1;-3.6;;-0.3;;;1.3;-7.4;-6.5
3433;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2019 2e kwartaal;-6.2;28.5;;;;;4.6;5.9;14.9;;10.8;-5.8;;;19.3;-3.3;-3.4;;-10.1;;;-12.0;-0.6;-2.5
3434;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2019 3e kwartaal;18.9;4.6;;;;;1.4;11.3;5.8;;6.0;-9.3;;;-6.7;11.2;-4.2;;-3.6;;;-6.5;-10.4;-2.2
3435;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2019 4e kwartaal;1.3;-18.0;7.7;;;;2.9;-3.7;-15.6;;-16.1;-9.0;;10.3;-14.0;-10.0;-0.3;2.0;-13.5;;;-10.8;-14.7;-11.8
3436;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2020 1e kwartaal;-13.7;-23.4;;;;;23.2;-9.6;-14.1;;-12.0;-10.5;;;-13.0;-19.9;-3.7;;-10.0;;;-13.2;-13.5;-22.8
3437;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2020 2e kwartaal;-81.8;-96.6;;;;;-13.9;-67.6;-79.4;;-83.1;-67.8;;;-60.8;-39.7;-77.4;;-26.9;;;-86.5;-93.2;-85.0
3438;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2020 3e kwartaal;-86.7;-11.7;;;;;-3.4;-63.5;-18.1;;-13.8;-64.6;;;-26.7;-50.7;-79.2;;-23.8;;;-87.7;-22.6;-88.7
3439;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2020 4e kwartaal;-4.8;-82.6;2.1;;;;1.5;-19.8;-66.8;;-67.2;-64.3;;-9.2;-64.3;-44.5;-73.4;-22.5;-21.6;;;-41.4;-82.4;-44.5
3440;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2021 1e kwartaal;-84.0;-56.1;;;;;1.0;-66.1;-43.4;;-50.4;-64.5;;;-46.6;-66.5;-68.2;;-25.7;;;-80.1;-52.8;-86.8
3441;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2021 2e kwartaal;-61.2;-0.9;;;;;3.5;-40.5;-3.7;;-1.2;-65.3;;;-6.6;-46.0;-54.8;;-25.2;;;-66.2;-13.9;-70.4
3442;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2021 3e kwartaal;35.6;50.9;;;;;12.1;19.2;26.6;;35.2;-38.5;;;30.8;-1.0;-13.8;;-2.5;;;18.8;35.2;5.1
3443;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2021 4e kwartaal;47.1;-8.8;49.1;;;;24.9;24.1;-3.9;;-2.6;-28.2;;35.1;10.3;2.6;-7.1;18.0;-0.9;;;29.9;2.4;23.4
3444;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2022 1e kwartaal;-66.6;-50.5;;;;;27.9;-45.8;-36.1;;-39.8;-52.3;;;-6.7;-23.6;-21.3;;-24.0;;;-65.2;-29.4;-66.0
3445;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2022 2e kwartaal;23.9;39.1;;;;;46.6;17.9;24.8;;31.0;-21.5;;;19.7;-4.8;5.7;;-1.6;;;6.7;6.1;-10.1
3446;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2022 3e kwartaal;41.3;-4.4;;;;;30.0;20.1;5.2;;9.2;-4.5;;;7.8;9.0;5.6;;-1.3;;;-1.4;-14.9;-2.7
3447;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2022 4e kwartaal;-2.1;-34.5;-10.0;;;;43.9;-1.6;-16.7;;-20.0;-16.9;;-7.4;-19.6;-7.1;-11.9;-12.0;-13.0;;;-38.0;-50.5;-30.9
3448;Ondergrens 95%-interval;56 Eet- en drinkgelegenheden;2023 1e kwartaal;-8.7;-38.4;;;;;44.9;-10.0;-27.3;;-20.2;-19.8;;;-1.1;-12.6;-15.2;;-2.6;;;-34.2;-39.9;-40.6
