ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
470;All countries;Oost-Nederland (LD);2013 2nd quarter;715.0;1193.0
471;All countries;Oost-Nederland (LD);2013 July;231.0;450.0
472;All countries;Oost-Nederland (LD);2013 August;257.0;477.0
473;All countries;Oost-Nederland (LD);2013 September;235.0;398.0
474;All countries;Oost-Nederland (LD);2013 3rd quarter;723.0;1325.0
475;All countries;Oost-Nederland (LD);2013 October;244.0;394.0
476;All countries;Oost-Nederland (LD);2013 November;200.0;305.0
477;All countries;Oost-Nederland (LD);2013 December;173.0;274.0
478;All countries;Oost-Nederland (LD);2013 4th quarter;617.0;974.0
479;All countries;Oost-Nederland (LD);2013;2564.0;4270.0
480;All countries;Oost-Nederland (LD);2014 January;152.0;233.0
481;All countries;Oost-Nederland (LD);2014 February;156.0;237.0
482;All countries;Oost-Nederland (LD);2014 March;203.0;317.0
483;All countries;Oost-Nederland (LD);2014 1st quarter;511.0;786.0
484;All countries;Oost-Nederland (LD);2014 April;221.0;353.0
485;All countries;Oost-Nederland (LD);2014 May;253.0;416.0
486;All countries;Oost-Nederland (LD);2014 June;245.0;396.0
487;All countries;Oost-Nederland (LD);2014 2nd quarter;719.0;1166.0
488;All countries;Oost-Nederland (LD);2014 July;234.0;414.0
489;All countries;Oost-Nederland (LD);2014 August;271.0;486.0
490;All countries;Oost-Nederland (LD);2014 September;255.0;422.0
491;All countries;Oost-Nederland (LD);2014 3rd quarter;759.0;1322.0
492;All countries;Oost-Nederland (LD);2014 October;253.0;391.0
493;All countries;Oost-Nederland (LD);2014 November;212.0;319.0
494;All countries;Oost-Nederland (LD);2014 December;188.0;279.0
495;All countries;Oost-Nederland (LD);2014 4th quarter;654.0;989.0
496;All countries;Oost-Nederland (LD);2014;2642.0;4263.0
497;All countries;Oost-Nederland (LD);2015 January;168.0;252.0
498;All countries;Oost-Nederland (LD);2015 February;193.0;286.0
499;All countries;Oost-Nederland (LD);2015 March;213.0;316.0
500;All countries;Oost-Nederland (LD);2015 1st quarter;574.0;854.0
501;All countries;Oost-Nederland (LD);2015 April;265.0;411.0
502;All countries;Oost-Nederland (LD);2015 May;280.0;471.0
503;All countries;Oost-Nederland (LD);2015 June;268.0;426.0
504;All countries;Oost-Nederland (LD);2015 2nd quarter;812.0;1308.0
505;All countries;Oost-Nederland (LD);2015 July;287.0;484.0
506;All countries;Oost-Nederland (LD);2015 August;305.0;529.0
507;All countries;Oost-Nederland (LD);2015 September;278.0;446.0
508;All countries;Oost-Nederland (LD);2015 3rd quarter;870.0;1459.0
509;All countries;Oost-Nederland (LD);2015 October;293.0;457.0
510;All countries;Oost-Nederland (LD);2015 November;245.0;359.0
511;All countries;Oost-Nederland (LD);2015 December;218.0;334.0
512;All countries;Oost-Nederland (LD);2015 4th quarter;755.0;1149.0
513;All countries;Oost-Nederland (LD);2015;3012.0;4771.0
514;All countries;Oost-Nederland (LD);2016 January;194.0;292.0
515;All countries;Oost-Nederland (LD);2016 February;230.0;332.0
516;All countries;Oost-Nederland (LD);2016 March;253.0;386.0
517;All countries;Oost-Nederland (LD);2016 1st quarter;677.0;1010.0
518;All countries;Oost-Nederland (LD);2016 April;278.0;433.0
519;All countries;Oost-Nederland (LD);2016 May;317.0;495.0
520;All countries;Oost-Nederland (LD);2016 June;291.0;454.0
521;All countries;Oost-Nederland (LD);2016 2nd quarter;885.0;1381.0
522;All countries;Oost-Nederland (LD);2016 July;311.0;537.0
523;All countries;Oost-Nederland (LD);2016 August;338.0;583.0
524;All countries;Oost-Nederland (LD);2016 September;299.0;483.0
525;All countries;Oost-Nederland (LD);2016 3rd quarter;949.0;1603.0
526;All countries;Oost-Nederland (LD);2016 October;328.0;501.0
527;All countries;Oost-Nederland (LD);2016 November;248.0;364.0
528;All countries;Oost-Nederland (LD);2016 December;230.0;353.0
529;All countries;Oost-Nederland (LD);2016 4th quarter;805.0;1217.0
530;All countries;Oost-Nederland (LD);2016;3315.0;5212.0
531;All countries;Oost-Nederland (LD);2017 January;198.0;294.0
532;All countries;Oost-Nederland (LD);2017 February;218.0;320.0
533;All countries;Oost-Nederland (LD);2017 March;253.0;372.0
534;All countries;Oost-Nederland (LD);2017 1st quarter;669.0;985.0
535;All countries;Oost-Nederland (LD);2017 April;330.0;503.0
536;All countries;Oost-Nederland (LD);2017 May;331.0;512.0
537;All countries;Oost-Nederland (LD);2017 June;323.0;507.0
538;All countries;Oost-Nederland (LD);2017 2nd quarter;984.0;1522.0
539;All countries;Oost-Nederland (LD);2017 July;341.0;559.0
540;All countries;Oost-Nederland (LD);2017 August;364.0;593.0
541;All countries;Oost-Nederland (LD);2017 September;313.0;501.0
542;All countries;Oost-Nederland (LD);2017 3rd quarter;1018.0;1653.0
543;All countries;Oost-Nederland (LD);2017 October;327.0;500.0
544;All countries;Oost-Nederland (LD);2017 November;258.0;380.0
545;All countries;Oost-Nederland (LD);2017 December;251.0;379.0
546;All countries;Oost-Nederland (LD);2017 4th quarter;836.0;1259.0
547;All countries;Oost-Nederland (LD);2017;3508.0;5419.0
548;All countries;Oost-Nederland (LD);2018 January;231.0;335.0
549;All countries;Oost-Nederland (LD);2018 February;237.0;343.0
550;All countries;Oost-Nederland (LD);2018 March;273.0;411.0
551;All countries;Oost-Nederland (LD);2018 1st quarter;740.0;1088.0
552;All countries;Oost-Nederland (LD);2018 April;315.0;477.0
553;All countries;Oost-Nederland (LD);2018 May;345.0;528.0
554;All countries;Oost-Nederland (LD);2018 June;328.0;517.0
555;All countries;Oost-Nederland (LD);2018 2nd quarter;988.0;1522.0
556;All countries;Oost-Nederland (LD);2018 July;331.0;551.0
557;All countries;Oost-Nederland (LD);2018 August;378.0;608.0
558;All countries;Oost-Nederland (LD);2018 September;346.0;535.0
559;All countries;Oost-Nederland (LD);2018 3rd quarter;1055.0;1694.0
560;All countries;Oost-Nederland (LD);2018 October;333.0;509.0
561;All countries;Oost-Nederland (LD);2018 November;280.0;419.0
562;All countries;Oost-Nederland (LD);2018 December;247.0;366.0
563;All countries;Oost-Nederland (LD);2018 4th quarter;859.0;1294.0
564;All countries;Oost-Nederland (LD);2018;3642.0;5598.0
565;All countries;Oost-Nederland (LD);2019 January;207.0;320.0
566;All countries;Oost-Nederland (LD);2019 February;228.0;342.0
567;All countries;Oost-Nederland (LD);2019 March;282.0;424.0
568;All countries;Oost-Nederland (LD);2019 1st quarter;717.0;1086.0
569;All countries;Oost-Nederland (LD);2019 April;313.0;499.0
570;All countries;Oost-Nederland (LD);2019 May;334.0;527.0
571;All countries;Oost-Nederland (LD);2019 June;342.0;556.0
572;All countries;Oost-Nederland (LD);2019 2nd quarter;989.0;1582.0
573;All countries;Oost-Nederland (LD);2019 July;330.0;572.0
574;All countries;Oost-Nederland (LD);2019 August;367.0;627.0
575;All countries;Oost-Nederland (LD);2019 September;339.0;559.0
576;All countries;Oost-Nederland (LD);2019 3rd quarter;1037.0;1758.0
577;All countries;Oost-Nederland (LD);2019 October;335.0;532.0
578;All countries;Oost-Nederland (LD);2019 November;309.0;456.0
579;All countries;Oost-Nederland (LD);2019 December;267.0;398.0
580;All countries;Oost-Nederland (LD);2019 4th quarter;911.0;1386.0
581;All countries;Oost-Nederland (LD);2019;3653.0;5811.0
582;All countries;Oost-Nederland (LD);2020 January;232.0;359.0
583;All countries;Oost-Nederland (LD);2020 February;252.0;405.0
584;All countries;Oost-Nederland (LD);2020 March;131.0;206.0
585;All countries;Oost-Nederland (LD);2020 1st quarter;615.0;970.0
586;All countries;Oost-Nederland (LD);2020 April;38.0;64.0
587;All countries;Oost-Nederland (LD);2020 May;96.0;154.0
588;All countries;Oost-Nederland (LD);2020 June;227.0;378.0
589;All countries;Oost-Nederland (LD);2020 2nd quarter;361.0;595.0
590;All countries;Oost-Nederland (LD);2020 July;345.0;605.0
591;All countries;Oost-Nederland (LD);2020 August;397.0;677.0
592;All countries;Oost-Nederland (LD);2020 September;340.0;595.0
593;All countries;Oost-Nederland (LD);2020 3rd quarter;1081.0;1876.0
594;All countries;Oost-Nederland (LD);2020 October;247.0;400.0
595;All countries;Oost-Nederland (LD);2020 November;185.0;281.0
596;All countries;Oost-Nederland (LD);2020 December;135.0;206.0
597;All countries;Oost-Nederland (LD);2020 4th quarter;567.0;887.0
598;All countries;Oost-Nederland (LD);2020;2625.0;4328.0
599;All countries;Oost-Nederland (LD);2021 January;78.0;110.0
600;All countries;Oost-Nederland (LD);2021 February;120.0;176.0
601;All countries;Oost-Nederland (LD);2021 March;137.0;205.0
602;All countries;Oost-Nederland (LD);2021 1th quarter;335.0;491.0
603;All countries;Oost-Nederland (LD);2021 April;184.0;288.0
604;All countries;Oost-Nederland (LD);2021 May;266.0;416.0
605;All countries;Oost-Nederland (LD);2021 June;307.0;500.0
606;All countries;Oost-Nederland (LD);2021 2nd quarter;758.0;1205.0
607;All countries;Oost-Nederland (LD);2021 July;382.0;663.0
608;All countries;Oost-Nederland (LD);2021 August;431.0;761.0
609;All countries;Oost-Nederland (LD);2021 September;351.0;605.0
610;All countries;Oost-Nederland (LD);2021 3rd quarter;1164.0;2029.0
611;All countries;Oost-Nederland (LD);2021 October;372.0;589.0
612;All countries;Oost-Nederland (LD);2021 November;252.0;393.0
613;All countries;Oost-Nederland (LD);2021 December;134.0;206.0
614;All countries;Oost-Nederland (LD);2021 4th quarter;758.0;1189.0
615;All countries;Oost-Nederland (LD);2021;3015.0;4914.0
616;All countries;Oost-Nederland (LD);2022 January;115.0;172.0
617;All countries;Oost-Nederland (LD);2022 February;196.0;295.0
618;All countries;Oost-Nederland (LD);2022 March;266.0;428.0
619;All countries;Oost-Nederland (LD);2022 1th quarter;576.0;895.0
620;All countries;Oost-Nederland (LD);2022 April;319.0;543.0
621;All countries;Oost-Nederland (LD);2022 May;373.0;585.0
622;All countries;Oost-Nederland (LD);2022 June;353.0;601.0
623;All countries;Oost-Nederland (LD);2022 2nd quarter;1046.0;1728.0
624;All countries;Oost-Nederland (LD);2022 July;380.0;671.0
625;All countries;Oost-Nederland (LD);2022 August;394.0;700.0
626;All countries;Oost-Nederland (LD);2022 September;346.0;588.0
627;All countries;Oost-Nederland (LD);2022 3rd quarter;1119.0;1959.0
628;All countries;Oost-Nederland (LD);2022 October;367.0;610.0
629;All countries;Oost-Nederland (LD);2022 November;317.0;474.0
630;All countries;Oost-Nederland (LD);2022 December;288.0;453.0
631;All countries;Oost-Nederland (LD);2022 4th quarter;972.0;1537.0
632;All countries;Oost-Nederland (LD);2022;3712.0;6119.0
633;All countries;Oost-Nederland (LD);2023 January;254.0;406.0
634;All countries;Oost-Nederland (LD);2023 February;284.0;419.0
635;All countries;Oost-Nederland (LD);2023 March;306.0;497.0
636;All countries;Oost-Nederland (LD);2023 1st quarter;844.0;1322.0
637;All countries;Oost-Nederland (LD);2023 April;361.0;598.0
638;All countries;Oost-Nederland (LD);2023 May;393.0;651.0
639;All countries;Oost-Nederland (LD);2023 June;361.0;631.0
640;All countries;Oost-Nederland (LD);2023 2nd quarter;1115.0;1879.0
641;All countries;Oost-Nederland (LD);2023 July;381.0;643.0
642;All countries;Oost-Nederland (LD);2023 August;393.0;702.0
643;All countries;Oost-Nederland (LD);2023 September;373.0;614.0
644;All countries;Oost-Nederland (LD);2023 3rd quarter;1147.0;1959.0
645;All countries;Oost-Nederland (LD);2023 October;361.0;615.0
646;All countries;Oost-Nederland (LD);2023 November;321.0;495.0
647;All countries;Oost-Nederland (LD);2023 December;297.0;480.0
648;All countries;Oost-Nederland (LD);2023 4th quarter;979.0;1591.0
649;All countries;Oost-Nederland (LD);2023;4085.0;6751.0
650;All countries;Oost-Nederland (LD);2024 January;249.0;423.0
651;All countries;Oost-Nederland (LD);2024 February;266.0;441.0
652;All countries;Oost-Nederland (LD);2024 March;309.0;486.0
653;All countries;Oost-Nederland (LD);2024 1st quarter;823.0;1349.0
654;All countries;Oost-Nederland (LD);2024 April;351.0;619.0
655;All countries;Oost-Nederland (LD);2024 May;375.0;634.0
656;All countries;Oost-Nederland (LD);2024 June;371.0;638.0
657;All countries;Oost-Nederland (LD);2024 2nd quarter;1096.0;1891.0
658;All countries;Oost-Nederland (LD);2024 July;363.0;658.0
659;All countries;Oost-Nederland (LD);2024 August;401.0;759.0
660;All countries;Oost-Nederland (LD);2024 September;368.0;618.0
661;All countries;Oost-Nederland (LD);2024 3rd quarter;1138.0;2035.0
662;All countries;Oost-Nederland (LD);2024 October;361.0;601.0
663;All countries;Oost-Nederland (LD);2024 November;326.0;515.0
664;All countries;Oost-Nederland (LD);2024 December;299.0;476.0
665;All countries;Oost-Nederland (LD);2024 4th quarter;985.0;1594.0
666;All countries;Oost-Nederland (LD);2024;4041.0;6866.0
667;All countries;Oost-Nederland (LD);2025 January;255.0;429.0
668;All countries;Oost-Nederland (LD);2025 February;277.0;448.0
669;All countries;West-Nederland (LD);2012 January;821.0;1353.0
670;All countries;West-Nederland (LD);2012 February;827.0;1364.0
671;All countries;West-Nederland (LD);2012 March;1016.0;1711.0
672;All countries;West-Nederland (LD);2012 1st quarter;2663.0;4429.0
673;All countries;West-Nederland (LD);2012 April;1255.0;2293.0
674;All countries;West-Nederland (LD);2012 May;1277.0;2278.0
675;All countries;West-Nederland (LD);2012 June;1226.0;2175.0
676;All countries;West-Nederland (LD);2012 2nd quarter;3758.0;6747.0
677;All countries;West-Nederland (LD);2012 July;1248.0;2375.0
678;All countries;West-Nederland (LD);2012 August;1301.0;2519.0
679;All countries;West-Nederland (LD);2012 September;1230.0;2137.0
680;All countries;West-Nederland (LD);2012 3rd quarter;3780.0;7031.0
681;All countries;West-Nederland (LD);2012 October;1188.0;2036.0
682;All countries;West-Nederland (LD);2012 November;1026.0;1675.0
683;All countries;West-Nederland (LD);2012 December;863.0;1467.0
684;All countries;West-Nederland (LD);2012 4th quarter;3077.0;5178.0
685;All countries;West-Nederland (LD);2012;13278.0;23384.0
686;All countries;West-Nederland (LD);2013 January;855.0;1428.0
687;All countries;West-Nederland (LD);2013 February;838.0;1398.0
688;All countries;West-Nederland (LD);2013 March;1078.0;1861.0
689;All countries;West-Nederland (LD);2013 1st quarter;2771.0;4687.0
690;All countries;West-Nederland (LD);2013 April;1253.0;2219.0
691;All countries;West-Nederland (LD);2013 May;1366.0;2445.0
692;All countries;West-Nederland (LD);2013 June;1281.0;2238.0
693;All countries;West-Nederland (LD);2013 2nd quarter;3900.0;6902.0
694;All countries;West-Nederland (LD);2013 July;1374.0;2563.0
695;All countries;West-Nederland (LD);2013 August;1421.0;2735.0
696;All countries;West-Nederland (LD);2013 September;1278.0;2216.0
697;All countries;West-Nederland (LD);2013 3rd quarter;4072.0;7514.0
698;All countries;West-Nederland (LD);2013 October;1262.0;2188.0
699;All countries;West-Nederland (LD);2013 November;1094.0;1817.0
700;All countries;West-Nederland (LD);2013 December;927.0;1580.0
701;All countries;West-Nederland (LD);2013 4th quarter;3283.0;5585.0
702;All countries;West-Nederland (LD);2013;14026.0;24688.0
703;All countries;West-Nederland (LD);2014 January;934.0;1527.0
704;All countries;West-Nederland (LD);2014 February;964.0;1583.0
705;All countries;West-Nederland (LD);2014 March;1210.0;2039.0
706;All countries;West-Nederland (LD);2014 1st quarter;3108.0;5149.0
707;All countries;West-Nederland (LD);2014 April;1387.0;2479.0
708;All countries;West-Nederland (LD);2014 May;1464.0;2578.0
709;All countries;West-Nederland (LD);2014 June;1415.0;2511.0
710;All countries;West-Nederland (LD);2014 2nd quarter;4266.0;7568.0
711;All countries;West-Nederland (LD);2014 July;1452.0;2687.0
712;All countries;West-Nederland (LD);2014 August;1537.0;2909.0
713;All countries;West-Nederland (LD);2014 September;1400.0;2442.0
714;All countries;West-Nederland (LD);2014 3rd quarter;4389.0;8038.0
715;All countries;West-Nederland (LD);2014 October;1379.0;2371.0
716;All countries;West-Nederland (LD);2014 November;1179.0;1964.0
717;All countries;West-Nederland (LD);2014 December;1038.0;1779.0
718;All countries;West-Nederland (LD);2014 4th quarter;3596.0;6114.0
719;All countries;West-Nederland (LD);2014;15358.0;26869.0
720;All countries;West-Nederland (LD);2015 January;970.0;1649.0
721;All countries;West-Nederland (LD);2015 February;1023.0;1734.0
722;All countries;West-Nederland (LD);2015 March;1186.0;2018.0
723;All countries;West-Nederland (LD);2015 1st quarter;3178.0;5400.0
724;All countries;West-Nederland (LD);2015 April;1446.0;2608.0
725;All countries;West-Nederland (LD);2015 May;1496.0;2654.0
726;All countries;West-Nederland (LD);2015 June;1442.0;2522.0
727;All countries;West-Nederland (LD);2015 2nd quarter;4385.0;7784.0
728;All countries;West-Nederland (LD);2015 July;1533.0;2846.0
729;All countries;West-Nederland (LD);2015 August;1589.0;3021.0
730;All countries;West-Nederland (LD);2015 September;1426.0;2475.0
731;All countries;West-Nederland (LD);2015 3rd quarter;4548.0;8342.0
732;All countries;West-Nederland (LD);2015 October;1433.0;2459.0
733;All countries;West-Nederland (LD);2015 November;1227.0;2018.0
734;All countries;West-Nederland (LD);2015 December;1091.0;1867.0
735;All countries;West-Nederland (LD);2015 4th quarter;3752.0;6344.0
736;All countries;West-Nederland (LD);2015;15863.0;27871.0
