ID;TypeWoning;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
1127;Onbekend;2017 3e kwartaal;;;;1700;-6.1;-9.2;261089;444
1128;Onbekend;2017 4e kwartaal;;;;1785;5.0;-16.7;259960;464
1129;Onbekend;2017;;;;6974;-9.8;-9.8;256538;1789
1130;Onbekend;2018 1e kwartaal;;;;1532;-14.2;-8.7;264129;405
1131;Onbekend;2018 2e kwartaal;;;;1409;-8.0;-22.2;272597;384
1132;Onbekend;2018 3e kwartaal;;;;1521;7.9;-10.5;277610;422
1133;Onbekend;2018 4e kwartaal;;;;1610;5.9;-9.8;260489;419
1134;Onbekend;2018;;;;6072;-12.9;-12.9;268506;1630
1135;Onbekend;2019 1e kwartaal;;;;1273;-20.9;-16.9;245851;313
1136;Onbekend;2019 2e kwartaal;;;;1393;9.4;-1.1;242531;338
1137;Onbekend;2019 3e kwartaal;;;;1465;5.2;-3.7;260486;382
1138;Onbekend;2019 4e kwartaal;;;;1679;14.6;4.3;242569;407
1139;Onbekend;2019;;;;5810;-4.3;-4.3;247797;1440
1140;Onbekend;2020 1e kwartaal;;;;1369;-18.5;7.5;246649;338
1141;Onbekend;2020 2e kwartaal;;;;1828;33.5;31.2;233252;426
1142;Onbekend;2020 3e kwartaal;;;;1677;-8.3;14.5;256672;430
1143;Onbekend;2020 4e kwartaal;;;;2791;66.4;66.2;254821;711
1144;Onbekend;2020;;;;7665;31.9;31.9;248622;1906
1145;Onbekend;2021 1e kwartaal;;;;1801;-35.5;31.6;265345;478
1146;Onbekend;2021 2e kwartaal;;;;2348;30.4;28.4;254377;597
1147;Onbekend;2021 3e kwartaal;;;;695;-70.4;-58.6;383852;267
1148;Onbekend;2021 4e kwartaal;;;;779;12.1;-72.1;368875;287
1149;Onbekend;2021;;;;5623;-26.6;-26.6;289755;1629
1150;Onbekend;2022 1e kwartaal;;;;591;-24.1;-67.2;404194;239
1151;Onbekend;2022 2e kwartaal;;;;626;5.9;-73.3;392611;246
1152;Onbekend;2022 3e kwartaal;;;;624;-0.3;-10.2;399948;250
1153;Onbekend;2022 4e kwartaal;;;;685;9.8;-12.1;382471;262
1154;Onbekend;2022;;;;2526;-55.1;-55.1;394384;996
1155;Onbekend;2023 1e kwartaal;;;;290;-57.7;-50.9;399893;116
1156;Onbekend;2023 2e kwartaal;;;;366;26.2;-41.5;388274;142
1157;Onbekend;2023 3e kwartaal;;;;379;3.6;-39.3;403568;153
1158;Onbekend;2023 4e kwartaal;;;;475;25.3;-30.7;410330;195
1159;Onbekend;2023;;;;1510;-40.2;-40.2;401282;606
