ID;SBI93;Perioden;Bedrijven_1;TotaalAantalWerkzamePersonen_2;TotaalAantalFTE_3;AantalWerknemersVanDeEigenLoonlijst_4;AantalFTEVanDeEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzetTotaal_7;NettoOmzetHoofdactiviteitTotaal_8;VerkopenVanZelfvervaardigdeProducten_9;IndustrieleDiensten_10;NettoOmzetNevenactiviteitenTotaal_11;VerkopenVanHandelsgoederen_12;NietIndustrieleDiensten_13;NettoOmzetBuitenland_14;OmzetHoofdactiviteitTotaalBuitenland_15;VerkopenUitProductieInEULanden_16;VerkopenUitProductieInOverigeLanden_17;IndustrieleDienstenEULanden_18;IndustrieleDienstenOverigeLanden_19;OmzetUitNevenactiviteitenBuitenland_20;VerkopenHandelsgoederenEULanden_21;VerkopenHandelsgoederenOverigeLanden_22;NietIndustrieleDienstenEULanden_23;NietIndustrieleDienstenOverigeLanden_24;TotaalOverigeBedrijfsopbrengsten_25;Voorraadmutaties_26;Beginvoorraad_27;Eindvoorraad_28;VergoedingenUitgeleendPersoneel_29;GeactiveerdeKostenZelfvervaardigde_30;OntvangenRestitutieSubsidiebedragen_31;BedrijfsschadeUitkeringen_32;OverigeOpbrengstenNietEldersGes_33;TotaleBedrijfslasten_34;InkoopwaardeOmzetTotaal_35;InkoopwaardeGrondEnHulpstoffen_36;BeginvoorraadGrondEnHulpstoffen_37;InkopenGrondEnHulpstoffen_38;EindvoorraadGrondEnHulpstoffen_39;InkoopwaardeHandelsgoederen_40;BeginvoorraadHandelsgoederen_41;InkoopkostenVanHandelsgoederen_42;EindvoorraadHandelsgoederen_43;TotaalOverigeInkoopwaarde_44;KostenUitbesteedWerk_45;InkoopwaardeNietEldersGenoemd_46;Arbeidskosten_47;BrutoLonenEnSalarissen_48;WerkgeversdeelSocVerzekeringspremies_49;PremiesPensioenVUTInkoopsommenEnz_50;OverigeSocialeLasten_51;OverigeBedrijfslasten_52;OverigeKostenMBTPersoneel_53;BetaaldeBedragenAanUitzendbedrijven_54;KostenIngehuurdPersoneel_55;KostenStudieOfOpleiding_56;OverigePersoneelskosten_57;KostenVervoermiddelen_58;KostenHuurEnLeaseVanVervoermiddelen_59;KostenReparatieOnderhoudVervoermid_60;BrandstofkostenVervoermiddelen_61;Motorrijtuigenbelasting_62;KostenVerzekeringVervoermiddelen_63;OverigeAutokosten_64;KostenEnergieverbruik_65;KostenAardgasverbruik_66;KostenElektriciteitsverbruik_67;KostenVerbruikOverigeEnergiedragers_68;KostenVanHuisvesting_69;KostenHuurLeaseGebouwenTerreinen_70;KostenOnderhoudRepGebouwenTerreinen_71;SchoonmaakkostenVanGebouwenEnTerrein_72;MilieuheffingenEnZuiveringslasten_73;Onroerendezaakbelasting_74;KostenVerzekeringGebouwenEnTerreinen_75;OverigeHuisvestingskosten_76;KostenMachinesInstallatiesED_77;KostenHuurLeaseMachInstallatED_78;KostenReparatieMachinesED_79;OverigeMachineEnInventariskosten_80;Verkoopkosten_81;ReclameBeursEnRepresentatiekosten_82;Agentenprovisie_83;KostenReisVerblijfEnRepresentatie_84;OnderzoekOntwikkelingDoorDerden_85;OverigeVerkoopkosten_86;Communicatiekosten_87;KostenVanDienstverleningDoorDerden_88;Bankzaken_89;OverigeVerzekeringspremies_90;AccountantsEnAdvieskosten_91;Automatiseringskosten_92;KostenVuilafvoerEnVuilverwerking_93;OvKostenDienstverleningDoorDerden_94;OverigeBedrijfslasten_95;OctrooirechtenLicenties_96;BetalingenIntraconcerndienstenBeheer_97;KantoorbehoeftenContributiesAbonnement_98;KostenOverigeHuurOperationeleLease_99;OverigeKostprijsverhogendeBelastingen_100;KostenOnderhoudRepOverigeActiva_101;OngespecificeerdeAlgemeneKosten_102;AfschrijvingenOpVasteActiva_103;Bedrijfsresultaat_104;FinancieleLasten_105;FinancieelResultaat_106;FinancieleBaten_107;SaldoVoorzieningen_108;OnttrekkingenVrijvalVanVoorzieningen_109;ToevoegingenAanVoorzieningen_110;SaldoBuitengewoneBatenMinusLasten_111;BuitengewoneBaten_112;BuitengewoneLasten_113;ResultaatVoorBelastingen_114
22;151 Slachterijen en vleesverwerking;2004;55.0;169.0;157.0;128.0;119.0;5173.0;5161.0;4981.0;4973.0;8.0;180.0;179.0;1.0;2368.0;2339.0;2275.0;64.0;0.0;0.0;29.0;28.0;1.0;0.0;0.0;12.0;-5.0;107.0;102.0;1.0;0.0;2.0;4.0;10.0;5018.0;3865.0;3652.0;60.0;3654.0;62.0;148.0;6.0;148.0;6.0;65.0;25.0;41.0;492.0;393.0;62.0;33.0;4.0;569.0;191.0;133.0;27.0;2.0;29.0;20.0;8.0;3.0;4.0;0.0;1.0;3.0;40.0;12.0;26.0;1.0;64.0;12.0;9.0;24.0;9.0;1.0;4.0;5.0;54.0;8.0;44.0;2.0;81.0;27.0;21.0;3.0;3.0;27.0;6.0;62.0;1.0;6.0;6.0;6.0;17.0;25.0;51.0;4.0;14.0;5.0;1.0;4.0;1.0;22.0;91.0;156.0;36.0;-31.0;5.0;-8.0;4.0;12.0;-11.0;21.0;32.0;106.0
23;151 Slachterijen en vleesverwerking;2005;45.0;158.0;146.0;112.0;104.0;5194.0;5159.0;5009.0;4997.0;12.0;150.0;149.0;1.0;2631.0;2601.0;2554.0;33.0;14.0;0.0;30.0;28.0;2.0;0.0;0.0;35.0;17.0;94.0;111.0;1.0;0.0;2.0;2.0;12.0;5040.0;3961.0;3778.0;65.0;3787.0;75.0;123.0;8.0;124.0;8.0;60.0;35.0;25.0;435.0;345.0;57.0;30.0;3.0;549.0;186.0;141.0;19.0;3.0;22.0;21.0;8.0;2.0;5.0;0.0;1.0;5.0;42.0;13.0;28.0;1.0;63.0;13.0;8.0;24.0;8.0;2.0;4.0;5.0;53.0;6.0;45.0;2.0;78.0;23.0;23.0;3.0;3.0;27.0;5.0;62.0;1.0;5.0;7.0;6.0;14.0;29.0;39.0;2.0;10.0;4.0;1.0;4.0;1.0;16.0;96.0;154.0;39.0;-30.0;9.0;2.0;6.0;4.0;-8.0;9.0;16.0;118.0
24;1511 Slachterijen (excl. pluimvee-);2000;25.0;70.0;66.0;48.0;46.0;3272.0;3237.0;3157.0;;;79.0;;;0.0;;;;;;;;;;;35.0;6.0;41.0;46.0;1.0;0.0;27.0;1.0;1.0;3250.0;2857.0;2750.0;11.0;2753.0;14.0;74.0;1.0;74.0;1.0;33.0;25.0;8.0;158.0;130.0;20.0;6.0;2.0;206.0;89.0;40.0;41.0;1.0;8.0;9.0;2.0;1.0;3.0;0.0;0.0;2.0;15.0;4.0;10.0;1.0;17.0;2.0;2.0;7.0;2.0;1.0;1.0;2.0;15.0;1.0;12.0;2.0;18.0;3.0;6.0;2.0;1.0;7.0;2.0;24.0;1.0;3.0;3.0;2.0;4.0;12.0;17.0;0.0;4.0;2.0;0.0;4.0;0.0;8.0;29.0;22.0;22.0;-21.0;1.0;0.0;5.0;6.0;1.0;2.0;2.0;2.0
25;1511 Slachterijen (excl. pluimvee-);2001;20.0;62.0;60.0;44.0;42.0;2872.0;2821.0;2734.0;2724.0;10.0;87.0;86.0;1.0;1420.0;1420.0;1380.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;32.0;44.0;76.0;1.0;0.0;11.0;1.0;6.0;2810.0;2438.0;2329.0;13.0;2328.0;12.0;63.0;0.0;63.0;0.0;46.0;25.0;20.0;152.0;124.0;21.0;6.0;2.0;191.0;79.0;44.0;27.0;1.0;7.0;7.0;2.0;1.0;2.0;0.0;0.0;1.0;14.0;5.0;9.0;1.0;17.0;3.0;3.0;5.0;2.0;1.0;1.0;3.0;13.0;1.0;11.0;1.0;13.0;1.0;7.0;1.0;0.0;4.0;2.0;22.0;1.0;2.0;2.0;2.0;8.0;6.0;24.0;0.0;5.0;2.0;0.0;6.0;0.0;10.0;29.0;62.0;22.0;-21.0;0.0;6.0;9.0;3.0;6.0;10.0;3.0;53.0
26;1511 Slachterijen (excl. pluimvee-);2002;20.0;62.0;55.0;43.0;40.0;2580.0;2592.0;2535.0;2533.0;2.0;57.0;56.0;1.0;1407.0;1407.0;1353.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-12.0;-25.0;71.0;46.0;1.0;0.0;7.0;3.0;3.0;2552.0;2186.0;2117.0;11.0;2118.0;12.0;35.0;0.0;35.0;0.0;33.0;12.0;21.0;140.0;113.0;20.0;6.0;1.0;197.0;84.0;55.0;22.0;1.0;7.0;6.0;2.0;1.0;2.0;0.0;0.0;0.0;11.0;3.0;8.0;0.0;18.0;3.0;2.0;7.0;3.0;1.0;1.0;2.0;12.0;1.0;11.0;1.0;18.0;1.0;11.0;1.0;0.0;5.0;2.0;28.0;1.0;2.0;2.0;3.0;8.0;12.0;18.0;0.0;3.0;2.0;0.0;3.0;0.0;10.0;29.0;28.0;21.0;-20.0;0.0;-2.0;2.0;4.0;9.0;10.0;1.0;15.0
27;1511 Slachterijen (excl. pluimvee-);2003;20.0;55.0;53.0;39.0;37.0;2501.0;2506.0;2489.0;2488.0;1.0;17.0;13.0;3.0;1432.0;1431.0;1381.0;50.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;-5.0;-15.0;44.0;28.0;1.0;0.0;2.0;2.0;6.0;2473.0;2086.0;2035.0;7.0;2034.0;6.0;10.0;0.0;10.0;0.0;41.0;16.0;25.0;151.0;122.0;19.0;9.0;2.0;209.0;80.0;60.0;12.0;1.0;7.0;6.0;2.0;1.0;2.0;0.0;0.0;0.0;12.0;3.0;8.0;0.0;19.0;3.0;2.0;7.0;3.0;0.0;1.0;2.0;13.0;1.0;11.0;1.0;21.0;1.0;12.0;1.0;0.0;7.0;2.0;34.0;1.0;3.0;2.0;2.0;11.0;15.0;22.0;0.0;9.0;2.0;0.0;2.0;0.0;9.0;28.0;28.0;13.0;-12.0;1.0;-6.0;1.0;7.0;3.0;5.0;2.0;12.0
28;1511 Slachterijen (excl. pluimvee-);2004;15.0;52.0;50.0;36.0;34.0;2650.0;2643.0;2627.0;2627.0;0.0;16.0;15.0;1.0;1612.0;1610.0;1560.0;50.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;7.0;-1.0;30.0;29.0;1.0;0.0;1.0;3.0;3.0;2638.0;2269.0;2210.0;9.0;2210.0;10.0;10.0;0.0;10.0;0.0;50.0;14.0;35.0;146.0;115.0;20.0;9.0;2.0;200.0;77.0;54.0;15.0;1.0;6.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;12.0;3.0;8.0;0.0;18.0;3.0;2.0;7.0;3.0;1.0;1.0;1.0;13.0;1.0;12.0;0.0;22.0;1.0;13.0;1.0;0.0;7.0;2.0;31.0;1.0;2.0;2.0;2.0;9.0;16.0;21.0;0.0;6.0;2.0;0.0;2.0;0.0;10.0;26.0;12.0;12.0;-12.0;1.0;-5.0;0.0;5.0;3.0;5.0;2.0;-1.0
29;1511 Slachterijen (excl. pluimvee-);2005;15.0;48.0;45.0;30.0;28.0;2670.0;2665.0;2663.0;2663.0;0.0;1.0;0.0;1.0;1823.0;1821.0;1787.0;20.0;14.0;0.0;2.0;2.0;0.0;0.0;0.0;6.0;1.0;22.0;23.0;1.0;0.0;1.0;1.0;2.0;2668.0;2341.0;2301.0;15.0;2297.0;12.0;0.0;0.0;0.0;0.0;40.0;23.0;17.0;116.0;91.0;18.0;6.0;1.0;187.0;73.0;58.0;10.0;1.0;5.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;11.0;4.0;8.0;0.0;16.0;3.0;2.0;6.0;3.0;1.0;1.0;1.0;13.0;0.0;12.0;0.0;22.0;0.0;14.0;1.0;0.0;6.0;1.0;34.0;1.0;1.0;2.0;2.0;7.0;21.0;13.0;0.0;4.0;1.0;0.0;1.0;0.0;7.0;24.0;3.0;11.0;-10.0;1.0;-3.0;1.0;4.0;0.0;1.0;1.0;-11.0
30;1512 Pluimveeslachterijen;2000;15.0;43.0;39.0;32.0;30.0;1155.0;1161.0;1094.0;;;68.0;;;0.0;;;;;;;;;;;-6.0;-11.0;47.0;36.0;0.0;0.0;0.0;0.0;5.0;1151.0;873.0;802.0;47.0;760.0;5.0;62.0;1.0;62.0;1.0;9.0;3.0;6.0;96.0;79.0;12.0;3.0;2.0;164.0;45.0;36.0;1.0;0.0;7.0;19.0;1.0;1.0;2.0;0.0;0.0;14.0;9.0;1.0;6.0;1.0;12.0;3.0;1.0;4.0;2.0;0.0;0.0;1.0;13.0;1.0;12.0;0.0;34.0;9.0;8.0;1.0;1.0;15.0;1.0;7.0;0.0;1.0;1.0;1.0;3.0;1.0;24.0;0.0;4.0;1.0;0.0;2.0;0.0;16.0;19.0;4.0;7.0;-5.0;2.0;-1.0;0.0;1.0;-3.0;1.0;4.0;-5.0
31;1512 Pluimveeslachterijen;2001;10.0;43.0;39.0;35.0;32.0;1207.0;1191.0;1105.0;1101.0;4.0;86.0;86.0;0.0;666.0;624.0;622.0;2.0;0.0;0.0;42.0;35.0;0.0;7.0;0.0;16.0;14.0;25.0;39.0;0.0;0.0;0.0;0.0;2.0;1191.0;938.0;855.0;12.0;862.0;19.0;73.0;1.0;73.0;1.0;11.0;3.0;8.0;111.0;89.0;14.0;6.0;2.0;123.0;43.0;36.0;1.0;1.0;6.0;4.0;1.0;1.0;1.0;0.0;0.0;1.0;7.0;2.0;5.0;0.0;11.0;2.0;1.0;4.0;2.0;0.0;0.0;1.0;11.0;1.0;9.0;0.0;21.0;10.0;8.0;1.0;1.0;3.0;1.0;9.0;0.0;1.0;1.0;1.0;3.0;2.0;16.0;0.0;5.0;1.0;0.0;1.0;0.0;8.0;19.0;16.0;9.0;-7.0;2.0;-1.0;1.0;1.0;-1.0;0.0;1.0;7.0
32;1512 Pluimveeslachterijen;2002;15.0;38.0;35.0;29.0;27.0;1130.0;1130.0;1027.0;1027.0;0.0;103.0;103.0;0.0;486.0;459.0;458.0;1.0;0.0;0.0;27.0;27.0;0.0;0.0;0.0;0.0;-7.0;33.0;26.0;0.0;0.0;0.0;0.0;7.0;1144.0;891.0;790.0;11.0;787.0;8.0;95.0;1.0;94.0;0.0;6.0;1.0;5.0;92.0;73.0;12.0;6.0;2.0;141.0;47.0;37.0;3.0;0.0;7.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;7.0;2.0;5.0;0.0;13.0;1.0;1.0;6.0;3.0;0.0;1.0;1.0;12.0;2.0;11.0;0.0;21.0;10.0;6.0;0.0;0.0;5.0;1.0;9.0;1.0;1.0;1.0;1.0;3.0;3.0;27.0;0.0;3.0;1.0;1.0;2.0;0.0;20.0;18.0;-14.0;8.0;-6.0;2.0;-2.0;2.0;4.0;-1.0;0.0;1.0;-23.0
33;1512 Pluimveeslachterijen;2003;15.0;30.0;27.0;23.0;21.0;651.0;648.0;561.0;561.0;0.0;87.0;86.0;0.0;249.0;220.0;219.0;1.0;0.0;0.0;29.0;29.0;0.0;0.0;0.0;2.0;-1.0;22.0;21.0;1.0;0.0;0.0;1.0;2.0;661.0;485.0;396.0;3.0;395.0;2.0;76.0;0.0;76.0;0.0;13.0;9.0;4.0;75.0;60.0;9.0;5.0;1.0;89.0;32.0;22.0;4.0;0.0;5.0;5.0;1.0;2.0;1.0;0.0;0.0;0.0;6.0;1.0;5.0;0.0;10.0;1.0;1.0;5.0;2.0;0.0;1.0;1.0;10.0;2.0;8.0;0.0;6.0;0.0;3.0;0.0;0.0;3.0;1.0;8.0;0.0;1.0;1.0;1.0;2.0;2.0;11.0;0.0;1.0;1.0;0.0;2.0;0.0;7.0;13.0;-11.0;10.0;-8.0;2.0;-6.0;1.0;7.0;0.0;0.0;1.0;-25.0
34;1512 Pluimveeslachterijen;2004;10.0;30.0;26.0;23.0;21.0;697.0;701.0;648.0;648.0;0.0;53.0;53.0;0.0;231.0;219.0;217.0;2.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;-4.0;-5.0;21.0;16.0;0.0;0.0;0.0;0.0;1.0;691.0;515.0;460.0;1.0;459.0;1.0;48.0;2.0;48.0;1.0;7.0;3.0;4.0;75.0;61.0;10.0;4.0;0.0;91.0;33.0;21.0;5.0;0.0;6.0;5.0;1.0;2.0;2.0;0.0;0.0;0.0;7.0;2.0;5.0;0.0;11.0;0.0;1.0;6.0;3.0;0.0;1.0;1.0;10.0;1.0;8.0;0.0;7.0;0.0;2.0;0.0;0.0;4.0;1.0;8.0;0.0;1.0;1.0;1.0;3.0;1.0;9.0;0.0;1.0;1.0;0.0;2.0;0.0;5.0;12.0;6.0;7.0;-6.0;0.0;-1.0;1.0;1.0;-3.0;0.0;3.0;-4.0
35;1512 Pluimveeslachterijen;2005;10.0;30.0;26.0;20.0;18.0;854.0;843.0;788.0;788.0;0.0;56.0;56.0;0.0;357.0;353.0;350.0;3.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;11.0;9.0;18.0;27.0;0.0;0.0;0.0;0.0;1.0;830.0;644.0;588.0;4.0;591.0;7.0;50.0;3.0;50.0;3.0;7.0;2.0;5.0;71.0;56.0;10.0;4.0;0.0;101.0;41.0;31.0;4.0;0.0;5.0;5.0;1.0;1.0;2.0;0.0;0.0;1.0;8.0;2.0;6.0;0.0;12.0;1.0;1.0;7.0;2.0;0.0;1.0;1.0;10.0;1.0;9.0;0.0;9.0;0.0;1.0;0.0;0.0;7.0;1.0;7.0;0.0;1.0;1.0;1.0;3.0;1.0;8.0;0.0;2.0;1.0;0.0;2.0;0.0;4.0;14.0;24.0;6.0;-5.0;1.0;0.0;0.0;0.0;-1.0;1.0;1.0;19.0
36;1513 Vleesverwerking;2000;20.0;100.0;93.0;77.0;71.0;1795.0;1789.0;1682.0;;;108.0;;;0.0;;;;;;;;;;;5.0;1.0;67.0;68.0;1.0;0.0;2.0;0.0;2.0;1743.0;1148.0;1051.0;47.0;1051.0;47.0;86.0;5.0;87.0;6.0;11.0;4.0;7.0;259.0;211.0;30.0;13.0;4.0;286.0;92.0;68.0;9.0;3.0;12.0;10.0;5.0;1.0;2.0;0.0;0.0;2.0;21.0;7.0;14.0;1.0;29.0;8.0;2.0;11.0;4.0;0.0;1.0;1.0;34.0;4.0;27.0;3.0;51.0;34.0;5.0;3.0;5.0;4.0;3.0;20.0;0.0;1.0;5.0;3.0;3.0;7.0;26.0;0.0;11.0;3.0;1.0;0.0;0.0;12.0;49.0;52.0;13.0;-9.0;4.0;0.0;0.0;1.0;6.0;11.0;5.0;49.0
37;1513 Vleesverwerking;2001;25.0;96.0;87.0;76.0;70.0;1907.0;1885.0;1755.0;1754.0;1.0;130.0;130.0;0.0;501.0;496.0;473.0;23.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;22.0;6.0;59.0;64.0;0.0;0.0;2.0;0.0;14.0;1841.0;1224.0;1099.0;56.0;1095.0;52.0;114.0;6.0;115.0;8.0;11.0;9.0;1.0;270.0;224.0;29.0;15.0;2.0;293.0;96.0;72.0;8.0;3.0;12.0;12.0;4.0;0.0;2.0;0.0;1.0;5.0;23.0;8.0;15.0;0.0;31.0;10.0;3.0;12.0;4.0;1.0;1.0;2.0;31.0;4.0;26.0;2.0;51.0;29.0;6.0;2.0;5.0;9.0;3.0;20.0;0.0;2.0;5.0;4.0;3.0;6.0;26.0;1.0;9.0;3.0;1.0;0.0;0.0;12.0;54.0;65.0;23.0;-11.0;12.0;-1.0;0.0;2.0;-16.0;4.0;20.0;37.0
38;1513 Vleesverwerking;2002;30.0;99.0;91.0;79.0;73.0;1886.0;1883.0;1790.0;1789.0;1.0;93.0;93.0;0.0;485.0;481.0;463.0;18.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;3.0;-3.0;55.0;51.0;2.0;0.0;2.0;0.0;2.0;1791.0;1123.0;1035.0;63.0;1026.0;55.0;77.0;6.0;79.0;9.0;11.0;10.0;1.0;286.0;234.0;32.0;18.0;3.0;321.0;104.0;74.0;11.0;3.0;16.0;11.0;4.0;0.0;2.0;0.0;0.0;4.0;24.0;8.0;15.0;1.0;36.0;8.0;6.0;13.0;5.0;1.0;1.0;2.0;35.0;5.0;28.0;2.0;59.0;30.0;8.0;3.0;5.0;14.0;4.0;21.0;1.0;3.0;5.0;5.0;5.0;3.0;27.0;2.0;10.0;4.0;1.0;0.0;0.0;10.0;62.0;95.0;22.0;-18.0;4.0;0.0;1.0;1.0;-7.0;27.0;34.0;70.0
39;1513 Vleesverwerking;2003;25.0;100.0;92.0;79.0;73.0;1815.0;1802.0;1716.0;1708.0;9.0;86.0;86.0;0.0;482.0;466.0;453.0;13.0;0.0;0.0;16.0;16.0;0.0;0.0;0.0;13.0;4.0;61.0;64.0;0.0;0.0;1.0;0.0;8.0;1718.0;1051.0;968.0;53.0;968.0;54.0;70.0;6.0;70.0;5.0;13.0;12.0;1.0;291.0;236.0;33.0;20.0;2.0;313.0;96.0;67.0;9.0;2.0;18.0;11.0;5.0;1.0;2.0;0.0;0.0;4.0;22.0;8.0;14.0;1.0;38.0;8.0;6.0;13.0;5.0;1.0;2.0;2.0;37.0;8.0;27.0;2.0;62.0;34.0;7.0;2.0;4.0;15.0;4.0;23.0;1.0;3.0;4.0;4.0;5.0;7.0;20.0;2.0;4.0;4.0;0.0;0.0;0.0;9.0;63.0;98.0;20.0;-13.0;7.0;2.0;3.0;2.0;-6.0;6.0;11.0;81.0
40;1513 Vleesverwerking;2004;25.0;88.0;81.0;69.0;64.0;1826.0;1818.0;1707.0;1699.0;8.0;111.0;111.0;0.0;524.0;510.0;498.0;12.0;0.0;0.0;14.0;14.0;0.0;0.0;0.0;8.0;1.0;56.0;57.0;0.0;0.0;1.0;0.0;6.0;1688.0;1081.0;982.0;49.0;984.0;50.0;90.0;5.0;90.0;5.0;9.0;7.0;1.0;271.0;217.0;32.0;21.0;2.0;283.0;82.0;58.0;7.0;1.0;16.0;12.0;6.0;1.0;1.0;0.0;0.0;3.0;21.0;7.0;13.0;1.0;36.0;8.0;6.0;12.0;4.0;1.0;3.0;2.0;32.0;6.0;24.0;2.0;53.0;26.0;6.0;2.0;3.0;17.0;3.0;23.0;0.0;3.0;4.0;3.0;5.0;8.0;21.0;4.0;7.0;3.0;1.0;0.0;1.0;6.0;54.0;138.0;17.0;-13.0;4.0;-2.0;3.0;5.0;-10.0;16.0;27.0;111.0
41;1513 Vleesverwerking;2005;20.0;79.0;75.0;62.0;58.0;1670.0;1651.0;1558.0;1546.0;12.0;93.0;93.0;0.0;450.0;426.0;416.0;10.0;0.0;0.0;24.0;22.0;2.0;0.0;0.0;19.0;7.0;55.0;61.0;1.0;0.0;2.0;0.0;9.0;1542.0;976.0;889.0;46.0;899.0;56.0;74.0;5.0;74.0;5.0;13.0;10.0;3.0;248.0;197.0;29.0;20.0;2.0;260.0;72.0;52.0;6.0;2.0;12.0;13.0;6.0;1.0;2.0;0.0;0.0;4.0;22.0;7.0;14.0;1.0;35.0;9.0;5.0;11.0;3.0;1.0;2.0;3.0;30.0;5.0;24.0;2.0;47.0;22.0;7.0;2.0;2.0;14.0;3.0;21.0;0.0;3.0;4.0;3.0;4.0;7.0;17.0;2.0;5.0;3.0;0.0;1.0;1.0;5.0;58.0;127.0;22.0;-15.0;7.0;5.0;5.0;1.0;-7.0;7.0;14.0;110.0
42;15131 Vervaardiging van snacks en..;2000;10.0;35.0;33.0;27.0;25.0;472.0;470.0;442.0;;;28.0;;;0.0;;;;;;;;;;;2.0;2.0;17.0;19.0;0.0;0.0;0.0;0.0;0.0;456.0;261.0;237.0;17.0;236.0;16.0;21.0;1.0;21.0;1.0;3.0;3.0;0.0;89.0;76.0;9.0;3.0;1.0;90.0;26.0;20.0;1.0;1.0;4.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;8.0;3.0;5.0;0.0;11.0;3.0;1.0;4.0;2.0;0.0;0.0;0.0;9.0;1.0;8.0;0.0;19.0;14.0;1.0;1.0;1.0;2.0;1.0;7.0;0.0;0.0;1.0;1.0;1.0;3.0;5.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;16.0;17.0;3.0;-1.0;2.0;0.0;0.0;0.0;6.0;9.0;3.0;22.0
43;15131 Vervaardiging van snacks en..;2001;10.0;36.0;34.0;28.0;26.0;534.0;521.0;485.0;484.0;1.0;36.0;36.0;0.0;118.0;113.0;107.0;6.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;12.0;0.0;15.0;16.0;0.0;0.0;0.0;0.0;11.0;504.0;283.0;252.0;20.0;251.0;19.0;31.0;1.0;34.0;4.0;0.0;0.0;0.0;102.0;88.0;10.0;4.0;1.0;98.0;32.0;25.0;1.0;1.0;5.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;9.0;3.0;6.0;0.0;12.0;4.0;1.0;4.0;2.0;0.0;0.0;1.0;9.0;1.0;8.0;0.0;18.0;13.0;1.0;1.0;1.0;2.0;1.0;7.0;0.0;1.0;2.0;1.0;1.0;2.0;6.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;17.0;30.0;6.0;-4.0;1.0;0.0;0.0;0.0;-9.0;2.0;11.0;16.0
44;15131 Vervaardiging van snacks en..;2002;15.0;40.0;36.0;32.0;29.0;628.0;626.0;582.0;581.0;1.0;44.0;44.0;0.0;187.0;183.0;172.0;11.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;2.0;1.0;16.0;17.0;0.0;0.0;0.0;0.0;0.0;590.0;322.0;286.0;23.0;287.0;25.0;35.0;6.0;36.0;6.0;1.0;0.0;0.0;119.0;101.0;12.0;5.0;1.0;123.0;38.0;27.0;4.0;1.0;6.0;6.0;3.0;0.0;1.0;0.0;0.0;2.0;11.0;3.0;7.0;1.0;15.0;4.0;2.0;4.0;3.0;0.0;1.0;1.0;12.0;2.0;9.0;1.0;23.0;14.0;1.0;1.0;2.0;5.0;2.0;7.0;0.0;1.0;2.0;1.0;2.0;1.0;9.0;1.0;3.0;2.0;0.0;0.0;0.0;3.0;28.0;38.0;8.0;-7.0;1.0;0.0;0.0;0.0;1.0;23.0;21.0;32.0
45;15131 Vervaardiging van snacks en..;2003;15.0;40.0;36.0;33.0;29.0;598.0;592.0;546.0;545.0;1.0;46.0;46.0;0.0;190.0;174.0;169.0;5.0;0.0;0.0;16.0;16.0;0.0;0.0;0.0;6.0;1.0;21.0;22.0;0.0;0.0;0.0;0.0;5.0;573.0;306.0;269.0;21.0;271.0;23.0;37.0;5.0;36.0;5.0;0.0;0.0;0.0;122.0;102.0;14.0;6.0;1.0;117.0;30.0;24.0;0.0;1.0;5.0;6.0;3.0;0.0;1.0;0.0;0.0;1.0;10.0;3.0;7.0;0.0;17.0;4.0;2.0;5.0;3.0;0.0;1.0;1.0;12.0;2.0;9.0;1.0;24.0;17.0;1.0;1.0;2.0;3.0;2.0;9.0;0.0;1.0;1.0;1.0;2.0;4.0;7.0;0.0;1.0;2.0;0.0;0.0;0.0;4.0;29.0;25.0;5.0;-5.0;0.0;1.0;3.0;1.0;-1.0;3.0;3.0;21.0
