ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
4792;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2022;;
4793;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2023;;
4794;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2024;;
4795;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2025;;
4796;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2015;0.0;0.0
4797;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2016;0.0;0.0
4798;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2017;0.0;0.0
4799;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2018;0.0;0.0
4800;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2019;0.0;0.0
4801;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2020;0.0;0.0
4802;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2021;0.0;0.0
4803;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2022;0.0;0.0
4804;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2023;0.0;0.0
4805;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2024;0.0;
4806;Verontreinigingsheffing totaal;Hoogheemraadschap van Delfland (WS);2025;0.0;
4807;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2015;0.0;0.0
4808;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2016;0.0;1.0
4809;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2017;0.0;0.0
4810;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2018;0.0;0.0
4811;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2019;0.0;0.0
4812;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2020;0.0;0.0
4813;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2021;0.0;0.0
4814;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2022;0.0;0.0
4815;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2023;0.0;0.0
4816;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2024;0.0;
4817;Verontreinigingsheffing totaal;Waterschap De Dommel (WS);2025;0.0;
4818;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2015;1.0;1.0
4819;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2016;1.0;1.0
4820;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2017;;
4821;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2018;;
4822;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2019;;
4823;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2020;;
4824;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2021;;
4825;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2022;;
4826;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2023;;
4827;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2024;;
4828;Verontreinigingsheffing totaal;Waterschap Roer en Overmaas (WS);2025;;
4829;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2015;1.0;0.0
4830;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2016;1.0;0.0
4831;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2017;0.0;0.0
4832;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2018;0.0;0.0
4833;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2019;0.0;1.0
4834;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2020;0.0;0.0
4835;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2021;1.0;1.0
4836;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2022;0.0;1.0
4837;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2023;0.0;0.0
4838;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2024;1.0;
4839;Verontreinigingsheffing totaal;Hoogheemraadschap van Rijnland (WS);2025;0.0;
4840;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2015;0.0;
4841;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2016;0.0;
4842;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2017;0.0;0.0
4843;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2018;0.0;0.0
4844;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2019;0.0;0.0
4845;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2020;0.0;0.0
4846;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2021;0.0;0.0
4847;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2022;0.0;0.0
4848;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2023;0.0;0.0
4849;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2024;0.0;
4850;Verontreinigingsheffing totaal;Waterschap Rivierenland (WS);2025;0.0;
4851;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2015;;0.0
4852;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2016;;0.0
4853;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2017;;0.0
4854;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2018;;
4855;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2019;;0.0
4856;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2020;;0.0
4857;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2021;0.0;0.0
4858;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2022;0.0;0.0
4859;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2023;0.0;0.0
4860;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2024;0.0;
4861;Verontreinigingsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2025;0.0;
4862;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2015;;
4863;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2016;;0.0
4864;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2017;;
4865;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2018;;
4866;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2019;;
4867;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2020;;
4868;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2021;;
4869;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2022;;
4870;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2023;;
4871;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2024;;
4872;Verontreinigingsheffing totaal;Waterschap Peel en Maasvallei (WS);2025;;
4873;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2015;0.0;0.0
4874;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2016;0.0;0.0
4875;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2017;0.0;0.0
4876;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2018;0.0;0.0
4877;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2019;0.0;1.0
4878;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2020;0.0;1.0
4879;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2021;0.0;1.0
4880;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2022;1.0;1.0
4881;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2023;1.0;1.0
4882;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2024;1.0;
4883;Verontreinigingsheffing totaal;Waterschap Hunze en Aa's (WS);2025;1.0;
4884;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2015;0.0;0.0
4885;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2016;0.0;0.0
4886;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2017;0.0;0.0
4887;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2018;0.0;0.0
4888;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2019;0.0;0.0
4889;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2020;0.0;0.0
4890;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2021;0.0;0.0
4891;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2022;0.0;0.0
4892;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2023;0.0;0.0
4893;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2024;1.0;
4894;Verontreinigingsheffing totaal;Waterschap Noorderzijlvest (WS);2025;1.0;
4895;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2015;;0.0
4896;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2016;;
4897;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2017;;
4898;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2018;;
4899;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2019;;
4900;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2020;;
4901;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2021;;
4902;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2022;;
4903;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2023;;
4904;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2024;;
4905;Verontreinigingsheffing totaal;Waterschap Reest en Wieden (WS);2025;;
4906;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2015;1.0;1.0
4907;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2016;1.0;0.0
4908;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2017;1.0;1.0
4909;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2018;1.0;1.0
4910;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2019;1.0;1.0
4911;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2020;1.0;1.0
4912;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2021;1.0;1.0
4913;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2022;1.0;1.0
4914;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2023;1.0;1.0
4915;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2024;1.0;
4916;Verontreinigingsheffing totaal;Waterschap Zuiderzeeland (WS);2025;1.0;
4917;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2015;1.0;1.0
4918;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2016;1.0;1.0
4919;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2017;1.0;0.0
4920;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2018;1.0;1.0
4921;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2019;1.0;1.0
4922;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2020;1.0;1.0
4923;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2021;1.0;1.0
4924;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2022;1.0;1.0
4925;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2023;1.0;2.0
4926;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2024;2.0;
4927;Verontreinigingsheffing totaal;Hhs Hollands Noorderkwartier (WS);2025;2.0;
4928;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2015;0.0;1.0
4929;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2016;0.0;0.0
4930;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2017;0.0;0.0
4931;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2018;0.0;0.0
4932;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2019;0.0;0.0
4933;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2020;0.0;0.0
4934;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2021;0.0;0.0
4935;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2022;0.0;0.0
4936;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2023;0.0;0.0
4937;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2024;0.0;
4938;Verontreinigingsheffing totaal;Waterschap Brabantse Delta (WS);2025;0.0;
4939;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2015;2.0;2.0
4940;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2016;2.0;2.0
4941;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2017;2.0;2.0
4942;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2018;2.0;2.0
4943;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2019;2.0;2.0
4944;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2020;2.0;2.0
4945;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2021;2.0;2.0
4946;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2022;2.0;2.0
4947;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2023;2.0;2.0
4948;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2024;2.0;
4949;Verontreinigingsheffing totaal;Wetterskip Fryslân (WS);2025;2.0;
4950;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2015;0.0;0.0
4951;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2016;0.0;0.0
4952;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2017;0.0;0.0
4953;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2018;0.0;0.0
4954;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2019;0.0;1.0
4955;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2020;0.0;0.0
4956;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2021;0.0;0.0
4957;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2022;0.0;0.0
4958;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2023;0.0;0.0
4959;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2024;0.0;
4960;Verontreinigingsheffing totaal;Waterschap Aa en Maas (WS);2025;0.0;
4961;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2015;0.0;0.0
4962;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2016;0.0;0.0
4963;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2017;0.0;0.0
4964;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2018;0.0;0.0
4965;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2019;0.0;0.0
4966;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2020;0.0;0.0
4967;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2021;0.0;0.0
4968;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2022;0.0;0.0
4969;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2023;0.0;0.0
4970;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2024;0.0;
4971;Verontreinigingsheffing totaal;Waterschap Hollandse Delta (WS);2025;0.0;
4972;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2015;0.0;0.0
4973;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2016;0.0;
4974;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2017;0.0;0.0
4975;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2018;0.0;0.0
4976;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2019;0.0;0.0
4977;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2020;0.0;0.0
4978;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2021;0.0;0.0
4979;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2022;0.0;0.0
4980;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2023;0.0;0.0
4981;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2024;0.0;
4982;Verontreinigingsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2025;0.0;
4983;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2015;1.0;1.0
4984;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2016;1.0;1.0
4985;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2017;1.0;1.0
4986;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2018;1.0;1.0
4987;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2019;1.0;1.0
4988;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2020;1.0;1.0
4989;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2021;1.0;1.0
4990;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2022;1.0;1.0
4991;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2023;1.0;1.0
4992;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2024;1.0;
4993;Verontreinigingsheffing totaal;Waterschap Scheldestromen (WS);2025;1.0;
4994;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2015;;0.0
4995;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2016;0.0;0.0
4996;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2017;0.0;0.0
4997;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2018;0.0;0.0
4998;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2019;0.0;1.0
4999;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2020;0.0;0.0
5000;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2021;0.0;0.0
5001;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2022;0.0;0.0
5002;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2023;0.0;1.0
5003;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2024;1.0;
5004;Verontreinigingsheffing totaal;Waterschap Vallei en Veluwe (WS);2025;1.0;
5005;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2015;0.0;1.0
5006;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2016;0.0;0.0
5007;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2017;0.0;0.0
5008;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2018;0.0;0.0
5009;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2019;0.0;1.0
5010;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2020;0.0;0.0
5011;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2021;0.0;0.0
5012;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2022;0.0;1.0
5013;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2023;1.0;1.0
5014;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2024;1.0;
5015;Verontreinigingsheffing totaal;Waterschap Vechtstromen (WS);2025;1.0;
5016;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2015;;
5017;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2016;0.0;0.0
5018;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2017;0.0;0.0
5019;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2018;0.0;0.0
5020;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2019;0.0;0.0
5021;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2020;0.0;0.0
5022;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2021;0.0;1.0
5023;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2022;0.0;0.0
5024;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2023;0.0;0.0
5025;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2024;0.0;
5026;Verontreinigingsheffing totaal;WS Drents Overijsselse Delta (WS);2025;1.0;
5027;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2015;;
5028;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2016;;
5029;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2017;0.0;0.0
5030;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2018;0.0;0.0
5031;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2019;0.0;0.0
5032;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2020;0.0;0.0
5033;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2021;0.0;0.0
5034;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2022;0.0;0.0
5035;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2023;0.0;0.0
5036;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2024;1.0;
5037;Verontreinigingsheffing totaal;Waterschap Limburg (WS);2025;1.0;
5038;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2015;;
5039;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2016;;
5040;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2017;1.0;1.0
5041;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2018;1.0;1.0
5042;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2019;1.0;1.0
5043;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2020;1.0;1.0
5044;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2021;1.0;0.0
5045;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2022;1.0;1.0
5046;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2023;1.0;0.0
5047;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2024;1.0;
5048;Verontreinigingsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2025;1.0;
5049;Verontreinigingsheffing huishoudens;Nederland;2015;3.0;
5050;Verontreinigingsheffing huishoudens;Nederland;2016;3.0;
5051;Verontreinigingsheffing huishoudens;Nederland;2017;3.0;
5052;Verontreinigingsheffing huishoudens;Nederland;2018;3.0;
5053;Verontreinigingsheffing huishoudens;Nederland;2019;3.0;
5054;Verontreinigingsheffing huishoudens;Nederland;2020;3.0;
