ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
2612;Watersysteemheffing gebouwd;Waterschap Scheldestromen (WS);2020;30.0;30.0
2613;Watersysteemheffing gebouwd;Waterschap Scheldestromen (WS);2021;32.0;33.0
2614;Watersysteemheffing gebouwd;Waterschap Scheldestromen (WS);2022;34.0;35.0
2615;Watersysteemheffing gebouwd;Waterschap Scheldestromen (WS);2023;38.0;38.0
2616;Watersysteemheffing gebouwd;Waterschap Scheldestromen (WS);2024;39.0;
2617;Watersysteemheffing gebouwd;Waterschap Scheldestromen (WS);2025;41.0;
2618;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2015;27.0;27.0
2619;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2016;29.0;29.0
2620;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2017;30.0;30.0
2621;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2018;31.0;32.0
2622;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2019;32.0;34.0
2623;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2020;34.0;34.0
2624;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2021;34.0;34.0
2625;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2022;35.0;37.0
2626;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2023;37.0;40.0
2627;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2024;47.0;
2628;Watersysteemheffing gebouwd;Waterschap Vallei en Veluwe (WS);2025;53.0;
2629;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2015;31.0;32.0
2630;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2016;32.0;32.0
2631;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2017;33.0;33.0
2632;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2018;34.0;35.0
2633;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2019;35.0;36.0
2634;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2020;35.0;36.0
2635;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2021;35.0;36.0
2636;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2022;36.0;38.0
2637;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2023;38.0;40.0
2638;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2024;42.0;
2639;Watersysteemheffing gebouwd;Waterschap Vechtstromen (WS);2025;48.0;
2640;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2015;;
2641;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2016;33.0;34.0
2642;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2017;33.0;33.0
2643;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2018;31.0;32.0
2644;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2019;33.0;33.0
2645;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2020;34.0;35.0
2646;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2021;37.0;37.0
2647;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2022;38.0;39.0
2648;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2023;41.0;42.0
2649;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2024;47.0;
2650;Watersysteemheffing gebouwd;WS Drents Overijsselse Delta (WS);2025;48.0;
2651;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2015;;
2652;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2016;;
2653;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2017;28.0;28.0
2654;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2018;31.0;31.0
2655;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2019;32.0;33.0
2656;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2020;37.0;37.0
2657;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2021;39.0;39.0
2658;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2022;40.0;40.0
2659;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2023;42.0;42.0
2660;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2024;49.0;
2661;Watersysteemheffing gebouwd;Waterschap Limburg (WS);2025;52.0;
2662;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2015;;
2663;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2016;;
2664;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2017;35.0;36.0
2665;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2018;36.0;40.0
2666;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2019;37.0;40.0
2667;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2020;39.0;40.0
2668;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2021;40.0;40.0
2669;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2022;44.0;44.0
2670;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2023;51.0;51.0
2671;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2024;64.0;
2672;Watersysteemheffing gebouwd;Waterschap Amstel, Gooi en Vecht (WS);2025;78.0;
2673;Zuiveringsheffing totaal;Nederland;2015;1255.0;1254.0
2674;Zuiveringsheffing totaal;Nederland;2016;1270.0;1285.0
2675;Zuiveringsheffing totaal;Nederland;2017;1275.0;1295.0
2676;Zuiveringsheffing totaal;Nederland;2018;1291.0;1318.0
2677;Zuiveringsheffing totaal;Nederland;2019;1327.0;1360.0
2678;Zuiveringsheffing totaal;Nederland;2020;1380.0;1374.0
2679;Zuiveringsheffing totaal;Nederland;2021;1425.0;1427.0
2680;Zuiveringsheffing totaal;Nederland;2022;1459.0;1457.0
2681;Zuiveringsheffing totaal;Nederland;2023;1609.0;1600.0
2682;Zuiveringsheffing totaal;Nederland;2024;1822.0;
2683;Zuiveringsheffing totaal;Nederland;2025;1949.0;
2684;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2015;25.0;25.0
2685;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2016;;
2686;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2017;;
2687;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2018;;
2688;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2019;;
2689;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2020;;
2690;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2021;;
2691;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2022;;
2692;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2023;;
2693;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2024;;
2694;Zuiveringsheffing totaal;Waterschap Groot Salland (WS);2025;;
2695;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2015;41.0;41.0
2696;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2016;42.0;45.0
2697;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2017;45.0;44.0
2698;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2018;48.0;48.0
2699;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2019;52.0;54.0
2700;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2020;55.0;50.0
2701;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2021;56.0;55.0
2702;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2022;56.0;58.0
2703;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2023;60.0;63.0
2704;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2024;64.0;
2705;Zuiveringsheffing totaal;Waterschap Rijn en IJssel (WS);2025;66.0;
2706;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2015;87.0;87.0
2707;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2016;87.0;89.0
2708;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2017;;
2709;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2018;;
2710;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2019;;
2711;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2020;;
2712;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2021;;
2713;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2022;;
2714;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2023;;
2715;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2024;;
2716;Zuiveringsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2025;;
2717;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2015;133.0;136.0
2718;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2016;135.0;136.0
2719;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2017;135.0;133.0
2720;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2018;136.0;137.0
2721;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2019;136.0;137.0
2722;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2020;138.0;140.0
2723;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2021;141.0;136.0
2724;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2022;127.0;126.0
2725;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2023;150.0;148.0
2726;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2024;163.0;
2727;Zuiveringsheffing totaal;Hoogheemraadschap van Delfland (WS);2025;164.0;
2728;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2015;56.0;57.0
2729;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2016;57.0;58.0
2730;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2017;56.0;57.0
2731;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2018;58.0;60.0
2732;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2019;60.0;61.0
2733;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2020;62.0;59.0
2734;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2021;65.0;62.0
2735;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2022;66.0;66.0
2736;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2023;70.0;69.0
2737;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2024;81.0;
2738;Zuiveringsheffing totaal;Waterschap De Dommel (WS);2025;92.0;
2739;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2015;48.0;49.0
2740;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2016;48.0;48.0
2741;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2017;;
2742;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2018;;
2743;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2019;;
2744;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2020;;
2745;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2021;;
2746;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2022;;
2747;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2023;;
2748;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2024;;
2749;Zuiveringsheffing totaal;Waterschap Roer en Overmaas (WS);2025;;
2750;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2015;72.0;71.0
2751;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2016;80.0;80.0
2752;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2017;86.0;88.0
2753;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2018;88.0;90.0
2754;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2019;91.0;96.0
2755;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2020;98.0;97.0
2756;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2021;103.0;106.0
2757;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2022;106.0;105.0
2758;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2023;111.0;112.0
2759;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2024;128.0;
2760;Zuiveringsheffing totaal;Hoogheemraadschap van Rijnland (WS);2025;150.0;
2761;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2015;65.0;66.0
2762;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2016;65.0;67.0
2763;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2017;65.0;66.0
2764;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2018;66.0;69.0
2765;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2019;67.0;70.0
2766;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2020;69.0;71.0
2767;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2021;73.0;74.0
2768;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2022;77.0;78.0
2769;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2023;85.0;86.0
2770;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2024;89.0;
2771;Zuiveringsheffing totaal;Waterschap Rivierenland (WS);2025;93.0;
2772;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2015;60.0;60.0
2773;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2016;62.0;61.0
2774;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2017;64.0;65.0
2775;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2018;66.0;68.0
2776;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2019;68.0;68.0
2777;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2020;67.0;67.0
2778;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2021;66.0;66.0
2779;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2022;66.0;68.0
2780;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2023;68.0;65.0
2781;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2024;71.0;
2782;Zuiveringsheffing totaal;Hhs De Stichtse Rijnlanden (WS);2025;79.0;
2783;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2015;27.0;28.0
2784;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2016;27.0;27.0
2785;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2017;;
2786;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2018;;
2787;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2019;;
2788;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2020;;
2789;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2021;;
2790;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2022;;
2791;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2023;;
2792;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2024;;
2793;Zuiveringsheffing totaal;Waterschap Peel en Maasvallei (WS);2025;;
2794;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2015;42.0;42.0
2795;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2016;43.0;42.0
2796;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2017;41.0;41.0
2797;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2018;39.0;39.0
2798;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2019;40.0;40.0
2799;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2020;40.0;41.0
2800;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2021;41.0;42.0
2801;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2022;40.0;40.0
2802;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2023;41.0;41.0
2803;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2024;45.0;
2804;Zuiveringsheffing totaal;Waterschap Hunze en Aa's (WS);2025;47.0;
2805;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2015;26.0;26.0
2806;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2016;26.0;26.0
2807;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2017;26.0;26.0
2808;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2018;26.0;26.0
2809;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2019;27.0;27.0
2810;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2020;28.0;27.0
2811;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2021;28.0;29.0
2812;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2022;29.0;30.0
2813;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2023;33.0;33.0
2814;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2024;37.0;
2815;Zuiveringsheffing totaal;Waterschap Noorderzijlvest (WS);2025;38.0;
2816;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2015;20.0;19.0
2817;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2016;;
2818;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2017;;
2819;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2018;;
2820;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2019;;
2821;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2020;;
2822;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2021;;
2823;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2022;;
2824;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2023;;
2825;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2024;;
2826;Zuiveringsheffing totaal;Waterschap Reest en Wieden (WS);2025;;
2827;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2015;29.0;28.0
2828;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2016;28.0;29.0
2829;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2017;29.0;28.0
2830;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2018;30.0;31.0
2831;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2019;30.0;32.0
2832;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2020;31.0;32.0
2833;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2021;33.0;36.0
2834;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2022;35.0;35.0
2835;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2023;38.0;38.0
2836;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2024;41.0;
2837;Zuiveringsheffing totaal;Waterschap Zuiderzeeland (WS);2025;45.0;
2838;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2015;84.0;84.0
2839;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2016;88.0;86.0
2840;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2017;85.0;84.0
2841;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2018;80.0;80.0
2842;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2019;81.0;82.0
2843;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2020;83.0;83.0
2844;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2021;85.0;84.0
2845;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2022;88.0;88.0
2846;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2023;96.0;94.0
2847;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2024;108.0;
2848;Zuiveringsheffing totaal;Hhs Hollands Noorderkwartier (WS);2025;114.0;
2849;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2015;63.0;63.0
2850;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2016;61.0;67.0
2851;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2017;61.0;68.0
2852;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2018;64.0;64.0
2853;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2019;68.0;69.0
2854;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2020;70.0;70.0
2855;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2021;73.0;74.0
2856;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2022;77.0;77.0
2857;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2023;85.0;84.0
2858;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2024;91.0;
2859;Zuiveringsheffing totaal;Waterschap Brabantse Delta (WS);2025;97.0;
2860;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2015;51.0;51.0
2861;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2016;53.0;53.0
2862;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2017;52.0;53.0
2863;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2018;52.0;52.0
2864;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2019;52.0;54.0
2865;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2020;54.0;53.0
2866;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2021;56.0;57.0
2867;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2022;58.0;58.0
2868;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2023;58.0;56.0
2869;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2024;66.0;
2870;Zuiveringsheffing totaal;Wetterskip Fryslân (WS);2025;69.0;
2871;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2015;55.0;53.0
2872;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2016;53.0;55.0
2873;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2017;54.0;56.0
2874;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2018;55.0;60.0
2875;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2019;58.0;60.0
2876;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2020;59.0;60.0
2877;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2021;61.0;59.0
2878;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2022;62.0;61.0
2879;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2023;65.0;64.0
2880;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2024;67.0;
2881;Zuiveringsheffing totaal;Waterschap Aa en Maas (WS);2025;74.0;
2882;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2015;69.0;65.0
2883;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2016;69.0;70.0
2884;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2017;69.0;68.0
2885;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2018;70.0;71.0
2886;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2019;73.0;73.0
2887;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2020;81.0;83.0
2888;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2021;88.0;88.0
2889;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2022;92.0;90.0
2890;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2023;99.0;98.0
2891;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2024;104.0;
2892;Zuiveringsheffing totaal;Waterschap Hollandse Delta (WS);2025;113.0;
2893;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2015;41.0;42.0
2894;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2016;41.0;42.0
2895;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2017;39.0;40.0
2896;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2018;40.0;41.0
2897;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2019;38.0;39.0
2898;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2020;39.0;41.0
2899;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2021;41.0;40.0
2900;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2022;43.0;42.0
2901;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2023;55.0;54.0
2902;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2024;59.0;
2903;Zuiveringsheffing totaal;Hhs van Schieland en Krimpenerwaard (WS);2025;62.0;
2904;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2015;32.0;31.0
2905;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2016;31.0;30.0
2906;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2017;32.0;31.0
2907;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2018;32.0;32.0
2908;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2019;33.0;35.0
2909;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2020;34.0;34.0
2910;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2021;36.0;37.0
2911;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2022;37.0;38.0
2912;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2023;40.0;41.0
2913;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2024;44.0;
2914;Zuiveringsheffing totaal;Waterschap Scheldestromen (WS);2025;51.0;
2915;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2015;74.0;75.0
2916;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2016;74.0;75.0
2917;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2017;75.0;78.0
2918;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2018;78.0;79.0
2919;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2019;81.0;84.0
2920;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2020;84.0;83.0
2921;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2021;87.0;90.0
2922;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2022;93.0;95.0
2923;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2023;105.0;105.0
2924;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2024;118.0;
2925;Zuiveringsheffing totaal;Waterschap Vallei en Veluwe (WS);2025;124.0;
2926;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2015;54.0;54.0
