ID;ProvincialTasks;Regions;Periods;Revenues_1;Expenditure_2;Balance_3;Revenues_4;Expenditure_5;Balance_6
5251;Noise pollution;Groningen (PV);2021;0.0;0.0;0.0;0;0;0
5252;Noise pollution;Groningen (PV);2022;0.0;0.0;0.0;0;0;0
5253;Noise pollution;Groningen (PV);2023;0.0;0.0;0.0;0;0;0
5254;Noise pollution;Groningen (PV);2024;0.0;0.0;0.0;0;0;0
5255;Noise pollution;Groningen (PV);2025;0.0;0.0;0.0;0;0;0
5256;Noise pollution;Fryslân (PV);2017;0.0;0.0;0.0;0;0;0
5257;Noise pollution;Fryslân (PV);2018;0.0;0.0;0.0;0;0;0
5258;Noise pollution;Fryslân (PV);2019;0.0;0.1;-0.1;0;0;0
5259;Noise pollution;Fryslân (PV);2020;0.0;0.2;-0.2;0;0;0
5260;Noise pollution;Fryslân (PV);2021;0.0;0.0;0.0;0;0;0
5261;Noise pollution;Fryslân (PV);2022;0.0;0.0;0.0;0;0;0
5262;Noise pollution;Fryslân (PV);2023;0.0;0.0;0.0;0;0;0
5263;Noise pollution;Fryslân (PV);2024;0.0;0.0;0.0;0;0;0
5264;Noise pollution;Fryslân (PV);2025;0.0;0.0;0.0;0;0;0
5265;Noise pollution;Drenthe (PV);2017;0.0;0.0;0.0;0;0;0
5266;Noise pollution;Drenthe (PV);2018;0.0;0.0;0.0;0;0;0
5267;Noise pollution;Drenthe (PV);2019;0.0;0.0;0.0;0;0;0
5268;Noise pollution;Drenthe (PV);2020;0.0;0.0;0.0;0;0;0
5269;Noise pollution;Drenthe (PV);2021;0.0;0.0;0.0;0;0;0
5270;Noise pollution;Drenthe (PV);2022;0.0;0.0;0.0;0;0;0
5271;Noise pollution;Drenthe (PV);2023;0.0;0.0;0.0;0;0;0
5272;Noise pollution;Drenthe (PV);2024;0.0;0.0;0.0;0;0;0
5273;Noise pollution;Drenthe (PV);2025;0.0;0.0;0.0;0;0;0
5274;Noise pollution;Overijssel (PV);2017;0.1;0.1;0.0;0;0;0
5275;Noise pollution;Overijssel (PV);2018;0.0;0.0;0.0;0;0;0
5276;Noise pollution;Overijssel (PV);2019;0.0;1.7;-1.7;0;1;-1
5277;Noise pollution;Overijssel (PV);2020;0.0;0.0;0.0;0;0;0
5278;Noise pollution;Overijssel (PV);2021;0.0;0.0;0.0;0;0;0
5279;Noise pollution;Overijssel (PV);2022;0.0;0.0;0.0;0;0;0
5280;Noise pollution;Overijssel (PV);2023;0.0;0.0;0.0;0;0;0
5281;Noise pollution;Overijssel (PV);2024;0.0;0.0;0.0;0;0;0
5282;Noise pollution;Overijssel (PV);2025;0.0;0.0;0.0;0;0;0
5283;Noise pollution;Flevoland (PV);2017;0.0;0.0;0.0;0;0;0
5284;Noise pollution;Flevoland (PV);2018;0.0;0.0;0.0;0;0;0
5285;Noise pollution;Flevoland (PV);2019;0.0;0.0;0.0;0;0;0
5286;Noise pollution;Flevoland (PV);2020;0.0;0.0;0.0;0;0;0
5287;Noise pollution;Flevoland (PV);2021;0.0;0.0;0.0;0;0;0
5288;Noise pollution;Flevoland (PV);2022;0.0;0.0;0.0;0;0;0
5289;Noise pollution;Flevoland (PV);2023;0.0;0.0;0.0;0;0;0
5290;Noise pollution;Flevoland (PV);2024;0.1;0.2;-0.1;0;0;0
5291;Noise pollution;Flevoland (PV);2025;0.1;0.1;0.0;0;0;0
5292;Noise pollution;Gelderland (PV);2017;0.0;0.6;-0.6;0;0;0
5293;Noise pollution;Gelderland (PV);2018;0.0;0.1;-0.1;0;0;0
5294;Noise pollution;Gelderland (PV);2019;0.0;0.1;-0.1;0;0;0
5295;Noise pollution;Gelderland (PV);2020;0.0;0.1;-0.1;0;0;0
5296;Noise pollution;Gelderland (PV);2021;0.0;0.3;-0.3;0;0;0
5297;Noise pollution;Gelderland (PV);2022;0.0;1.3;-1.3;0;1;-1
5298;Noise pollution;Gelderland (PV);2023;0.0;0.0;0.0;0;0;0
5299;Noise pollution;Gelderland (PV);2024;0.0;0.3;-0.3;0;0;0
5300;Noise pollution;Gelderland (PV);2025;0.0;0.0;0.0;0;0;0
5301;Noise pollution;Utrecht (PV);2017;0.0;0.1;-0.1;0;0;0
5302;Noise pollution;Utrecht (PV);2018;0.0;0.3;-0.3;0;0;0
5303;Noise pollution;Utrecht (PV);2019;0.0;0.3;-0.3;0;0;0
5304;Noise pollution;Utrecht (PV);2020;0.0;0.8;-0.8;0;1;-1
5305;Noise pollution;Utrecht (PV);2021;0.0;0.8;-0.8;0;1;-1
5306;Noise pollution;Utrecht (PV);2022;0.0;0.8;-0.8;0;1;-1
5307;Noise pollution;Utrecht (PV);2023;0.0;0.5;-0.5;0;0;0
5308;Noise pollution;Utrecht (PV);2024;0.0;0.5;-0.5;0;0;0
5309;Noise pollution;Utrecht (PV);2025;0.0;1.0;-1.0;0;1;-1
5310;Noise pollution;Noord-Holland (PV);2017;0.0;0.0;0.0;0;0;0
5311;Noise pollution;Noord-Holland (PV);2018;0.0;0.0;0.0;0;0;0
5312;Noise pollution;Noord-Holland (PV);2019;0.0;1.3;-1.3;0;0;0
5313;Noise pollution;Noord-Holland (PV);2020;0.0;0.4;-0.4;0;0;0
5314;Noise pollution;Noord-Holland (PV);2021;0.0;0.5;-0.5;0;0;0
5315;Noise pollution;Noord-Holland (PV);2022;0.0;0.4;-0.4;0;0;0
5316;Noise pollution;Noord-Holland (PV);2023;0.0;0.4;-0.4;0;0;0
5317;Noise pollution;Noord-Holland (PV);2024;0.0;0.4;-0.4;0;0;0
5318;Noise pollution;Noord-Holland (PV);2025;0.0;0.3;-0.3;0;0;0
5319;Noise pollution;Zuid-Holland (PV);2017;0.0;0.5;-0.5;0;0;0
5320;Noise pollution;Zuid-Holland (PV);2018;0.0;0.6;-0.6;0;0;0
5321;Noise pollution;Zuid-Holland (PV);2019;0.0;0.2;-0.2;0;0;0
5322;Noise pollution;Zuid-Holland (PV);2020;0.0;0.6;-0.6;0;0;0
5323;Noise pollution;Zuid-Holland (PV);2021;0.0;0.3;-0.3;0;0;0
5324;Noise pollution;Zuid-Holland (PV);2022;0.0;0.2;-0.2;0;0;0
5325;Noise pollution;Zuid-Holland (PV);2023;0.0;0.4;-0.4;0;0;0
5326;Noise pollution;Zuid-Holland (PV);2024;0.0;0.4;-0.4;0;0;0
5327;Noise pollution;Zuid-Holland (PV);2025;0.0;0.6;-0.6;0;0;0
5328;Noise pollution;Zeeland (PV);2017;0.0;0.0;0.0;0;0;0
5329;Noise pollution;Zeeland (PV);2018;0.0;0.0;0.0;0;0;0
5330;Noise pollution;Zeeland (PV);2019;0.0;0.0;0.0;0;0;0
5331;Noise pollution;Zeeland (PV);2020;0.0;0.0;0.0;0;0;0
5332;Noise pollution;Zeeland (PV);2021;0.0;0.0;0.0;0;0;0
5333;Noise pollution;Zeeland (PV);2022;0.0;0.0;0.0;0;0;0
5334;Noise pollution;Zeeland (PV);2023;0.0;0.0;0.0;0;0;0
5335;Noise pollution;Zeeland (PV);2024;0.0;0.0;0.0;0;0;0
5336;Noise pollution;Zeeland (PV);2025;0.0;0.0;0.0;0;0;0
5337;Noise pollution;Noord-Brabant (PV);2017;0.0;0.0;0.0;0;0;0
5338;Noise pollution;Noord-Brabant (PV);2018;0.0;0.0;0.0;0;0;0
5339;Noise pollution;Noord-Brabant (PV);2019;0.0;0.2;-0.1;0;0;0
5340;Noise pollution;Noord-Brabant (PV);2020;0.0;0.2;-0.1;0;0;0
5341;Noise pollution;Noord-Brabant (PV);2021;0.0;0.2;-0.2;0;0;0
5342;Noise pollution;Noord-Brabant (PV);2022;0.0;0.5;-0.4;0;0;0
5343;Noise pollution;Noord-Brabant (PV);2023;0.0;0.7;-0.7;0;0;0
5344;Noise pollution;Noord-Brabant (PV);2024;0.0;0.3;-0.3;0;0;0
5345;Noise pollution;Noord-Brabant (PV);2025;0.0;0.3;-0.3;0;0;0
5346;Noise pollution;Limburg (PV);2017;0.0;0.1;-0.1;0;0;0
5347;Noise pollution;Limburg (PV);2018;0.0;0.1;-0.1;0;0;0
5348;Noise pollution;Limburg (PV);2019;0.0;0.1;-0.1;0;0;0
5349;Noise pollution;Limburg (PV);2020;0.0;0.2;-0.1;0;0;0
5350;Noise pollution;Limburg (PV);2021;0.0;0.2;-0.1;0;0;0
5351;Noise pollution;Limburg (PV);2022;0.0;0.2;-0.1;0;0;0
5352;Noise pollution;Limburg (PV);2023;0.0;0.2;-0.2;0;0;0
5353;Noise pollution;Limburg (PV);2024;0.0;0.2;-0.2;0;0;0
5354;Noise pollution;Limburg (PV);2025;0.0;0.3;-0.3;0;0;0
5355;Licensing and enforcement;The Netherlands;2017;11.0;136.2;-125.3;1;8;-7
5356;Licensing and enforcement;The Netherlands;2018;8.2;140.3;-132.1;0;8;-8
5357;Licensing and enforcement;The Netherlands;2019;9.5;156.5;-147.0;1;9;-9
5358;Licensing and enforcement;The Netherlands;2020;10.9;180.4;-169.5;1;10;-10
5359;Licensing and enforcement;The Netherlands;2021;9.5;176.8;-167.3;1;10;-10
5360;Licensing and enforcement;The Netherlands;2022;8.8;185.2;-176.4;1;11;-10
5361;Licensing and enforcement;The Netherlands;2023;10.9;197.4;-186.5;1;11;-10
5362;Licensing and enforcement;The Netherlands;2024;18.1;223.7;-205.6;1;12;-11
5363;Licensing and enforcement;The Netherlands;2025;21.9;258.1;-236.2;1;14;-13
5364;Licensing and enforcement;Noord-Nederland (LD);2017;1.2;18.1;-16.9;1;11;-10
5365;Licensing and enforcement;Noord-Nederland (LD);2018;1.3;19.1;-17.8;1;11;-10
5366;Licensing and enforcement;Noord-Nederland (LD);2019;1.2;19.5;-18.3;1;11;-11
5367;Licensing and enforcement;Noord-Nederland (LD);2020;1.1;20.9;-19.7;1;12;-11
5368;Licensing and enforcement;Noord-Nederland (LD);2021;0.8;22.9;-22.1;0;13;-13
5369;Licensing and enforcement;Noord-Nederland (LD);2022;0.9;24.4;-23.6;1;14;-14
5370;Licensing and enforcement;Noord-Nederland (LD);2023;1.2;27.7;-26.4;1;16;-15
5371;Licensing and enforcement;Noord-Nederland (LD);2024;1.3;28.4;-27.1;1;16;-15
5372;Licensing and enforcement;Noord-Nederland (LD);2025;1.6;30.4;-28.8;1;17;-16
5373;Licensing and enforcement;Oost-Nederland (LD);2017;1.9;18.6;-16.8;1;5;-5
5374;Licensing and enforcement;Oost-Nederland (LD);2018;0.5;17.5;-17.0;0;5;-5
5375;Licensing and enforcement;Oost-Nederland (LD);2019;1.8;19.4;-17.5;1;5;-5
5376;Licensing and enforcement;Oost-Nederland (LD);2020;2.0;25.6;-23.5;1;7;-6
5377;Licensing and enforcement;Oost-Nederland (LD);2021;0.8;22.0;-21.2;0;6;-6
5378;Licensing and enforcement;Oost-Nederland (LD);2022;0.9;21.8;-20.9;0;6;-6
5379;Licensing and enforcement;Oost-Nederland (LD);2023;1.5;24.6;-23.1;0;7;-6
5380;Licensing and enforcement;Oost-Nederland (LD);2024;1.7;38.0;-36.3;0;10;-10
5381;Licensing and enforcement;Oost-Nederland (LD);2025;2.4;42.8;-40.3;1;11;-11
5382;Licensing and enforcement;West-Nederland (LD);2017;5.4;67.0;-61.6;1;8;-8
5383;Licensing and enforcement;West-Nederland (LD);2018;4.6;69.4;-64.8;1;8;-8
5384;Licensing and enforcement;West-Nederland (LD);2019;4.6;77.3;-72.7;1;9;-9
5385;Licensing and enforcement;West-Nederland (LD);2020;5.6;89.2;-83.6;1;11;-10
5386;Licensing and enforcement;West-Nederland (LD);2021;5.9;88.6;-82.7;1;11;-10
5387;Licensing and enforcement;West-Nederland (LD);2022;5.2;92.5;-87.3;1;11;-10
5388;Licensing and enforcement;West-Nederland (LD);2023;5.8;100.2;-94.4;1;12;-11
5389;Licensing and enforcement;West-Nederland (LD);2024;10.5;114.2;-103.7;1;13;-12
5390;Licensing and enforcement;West-Nederland (LD);2025;13.2;135.3;-122.0;2;16;-14
5391;Licensing and enforcement;Zuid-Nederland (LD);2017;2.5;32.5;-30.1;1;9;-8
5392;Licensing and enforcement;Zuid-Nederland (LD);2018;1.7;34.2;-32.5;0;9;-9
5393;Licensing and enforcement;Zuid-Nederland (LD);2019;1.9;40.4;-38.5;1;11;-11
5394;Licensing and enforcement;Zuid-Nederland (LD);2020;2.2;44.8;-42.6;1;12;-12
5395;Licensing and enforcement;Zuid-Nederland (LD);2021;2.0;43.3;-41.3;1;12;-11
5396;Licensing and enforcement;Zuid-Nederland (LD);2022;1.8;46.4;-44.6;0;13;-12
5397;Licensing and enforcement;Zuid-Nederland (LD);2023;2.3;44.9;-42.6;1;12;-11
5398;Licensing and enforcement;Zuid-Nederland (LD);2024;4.5;43.0;-38.5;1;11;-10
5399;Licensing and enforcement;Zuid-Nederland (LD);2025;4.6;49.7;-45.1;1;13;-12
5400;Licensing and enforcement;Groningen (PV);2017;0.6;7.2;-6.6;1;12;-11
5401;Licensing and enforcement;Groningen (PV);2018;0.7;8.0;-7.3;1;14;-13
5402;Licensing and enforcement;Groningen (PV);2019;0.8;8.2;-7.5;1;14;-13
5403;Licensing and enforcement;Groningen (PV);2020;0.8;9.6;-8.8;1;16;-15
5404;Licensing and enforcement;Groningen (PV);2021;0.5;9.5;-9.0;1;16;-15
5405;Licensing and enforcement;Groningen (PV);2022;0.6;10.0;-9.4;1;17;-16
5406;Licensing and enforcement;Groningen (PV);2023;0.9;10.7;-9.8;2;18;-16
5407;Licensing and enforcement;Groningen (PV);2024;1.0;10.8;-9.7;2;18;-16
5408;Licensing and enforcement;Groningen (PV);2025;1.0;13.0;-12.0;2;22;-20
5409;Licensing and enforcement;Fryslân (PV);2017;0.5;7.0;-6.5;1;11;-10
5410;Licensing and enforcement;Fryslân (PV);2018;0.4;7.1;-6.7;1;11;-10
5411;Licensing and enforcement;Fryslân (PV);2019;0.2;6.9;-6.7;0;11;-10
5412;Licensing and enforcement;Fryslân (PV);2020;0.1;6.7;-6.6;0;10;-10
5413;Licensing and enforcement;Fryslân (PV);2021;0.1;8.5;-8.4;0;13;-13
5414;Licensing and enforcement;Fryslân (PV);2022;0.1;9.2;-9.1;0;14;-14
5415;Licensing and enforcement;Fryslân (PV);2023;0.1;11.7;-11.7;0;18;-18
5416;Licensing and enforcement;Fryslân (PV);2024;0.1;12.2;-12.1;0;18;-18
5417;Licensing and enforcement;Fryslân (PV);2025;0.4;11.8;-11.4;1;18;-17
5418;Licensing and enforcement;Drenthe (PV);2017;0.2;3.9;-3.7;0;8;-7
5419;Licensing and enforcement;Drenthe (PV);2018;0.2;4.0;-3.8;0;8;-8
5420;Licensing and enforcement;Drenthe (PV);2019;0.2;4.3;-4.1;0;9;-8
5421;Licensing and enforcement;Drenthe (PV);2020;0.2;4.6;-4.3;0;9;-9
5422;Licensing and enforcement;Drenthe (PV);2021;0.2;4.9;-4.6;0;10;-9
5423;Licensing and enforcement;Drenthe (PV);2022;0.2;5.3;-5.1;0;11;-10
5424;Licensing and enforcement;Drenthe (PV);2023;0.2;5.2;-5.0;0;10;-10
5425;Licensing and enforcement;Drenthe (PV);2024;0.2;5.5;-5.3;0;11;-10
5426;Licensing and enforcement;Drenthe (PV);2025;0.2;5.6;-5.4;0;11;-11
5427;Licensing and enforcement;Overijssel (PV);2017;0.3;3.3;-2.9;0;3;-3
5428;Licensing and enforcement;Overijssel (PV);2018;0.2;2.1;-1.9;0;2;-2
5429;Licensing and enforcement;Overijssel (PV);2019;0.2;3.8;-3.6;0;3;-3
5430;Licensing and enforcement;Overijssel (PV);2020;0.2;5.8;-5.6;0;5;-5
5431;Licensing and enforcement;Overijssel (PV);2021;0.2;5.4;-5.2;0;5;-4
5432;Licensing and enforcement;Overijssel (PV);2022;0.2;4.9;-4.7;0;4;-4
5433;Licensing and enforcement;Overijssel (PV);2023;0.2;5.3;-5.1;0;4;-4
5434;Licensing and enforcement;Overijssel (PV);2024;0.5;5.4;-4.9;0;5;-4
5435;Licensing and enforcement;Overijssel (PV);2025;0.8;5.4;-4.5;1;4;-4
5436;Licensing and enforcement;Flevoland (PV);2017;0.0;4.7;-4.7;0;12;-12
5437;Licensing and enforcement;Flevoland (PV);2018;0.0;4.7;-4.7;0;11;-11
5438;Licensing and enforcement;Flevoland (PV);2019;0.0;4.2;-4.2;0;10;-10
5439;Licensing and enforcement;Flevoland (PV);2020;0.0;4.5;-4.5;0;11;-11
5440;Licensing and enforcement;Flevoland (PV);2021;0.0;4.5;-4.5;0;11;-11
5441;Licensing and enforcement;Flevoland (PV);2022;0.0;4.9;-4.9;0;11;-11
5442;Licensing and enforcement;Flevoland (PV);2023;0.0;5.3;-5.3;0;12;-12
5443;Licensing and enforcement;Flevoland (PV);2024;0.0;5.8;-5.8;0;13;-13
5444;Licensing and enforcement;Flevoland (PV);2025;0.0;6.2;-6.2;0;14;-14
5445;Licensing and enforcement;Gelderland (PV);2017;1.5;10.6;-9.1;1;5;-4
5446;Licensing and enforcement;Gelderland (PV);2018;0.3;10.7;-10.4;0;5;-5
5447;Licensing and enforcement;Gelderland (PV);2019;1.6;11.4;-9.7;1;5;-5
5448;Licensing and enforcement;Gelderland (PV);2020;1.8;15.2;-13.4;1;7;-6
5449;Licensing and enforcement;Gelderland (PV);2021;0.6;12.1;-11.5;0;6;-5
5450;Licensing and enforcement;Gelderland (PV);2022;0.7;12.0;-11.3;0;6;-5
5451;Licensing and enforcement;Gelderland (PV);2023;1.3;14.0;-12.7;1;7;-6
5452;Licensing and enforcement;Gelderland (PV);2024;1.2;26.7;-25.5;1;12;-12
5453;Licensing and enforcement;Gelderland (PV);2025;1.6;31.2;-29.6;1;14;-14
5454;Licensing and enforcement;Utrecht (PV);2017;0.6;8.9;-8.2;1;7;-6
5455;Licensing and enforcement;Utrecht (PV);2018;0.1;8.6;-8.5;0;7;-7
5456;Licensing and enforcement;Utrecht (PV);2019;0.1;9.0;-8.9;0;7;-7
5457;Licensing and enforcement;Utrecht (PV);2020;0.1;9.9;-9.8;0;7;-7
5458;Licensing and enforcement;Utrecht (PV);2021;0.2;10.0;-9.8;0;7;-7
5459;Licensing and enforcement;Utrecht (PV);2022;0.1;9.4;-9.4;0;7;-7
5460;Licensing and enforcement;Utrecht (PV);2023;0.1;9.0;-8.9;0;7;-6
5461;Licensing and enforcement;Utrecht (PV);2024;0.1;8.9;-8.8;0;6;-6
5462;Licensing and enforcement;Utrecht (PV);2025;2.4;22.1;-19.7;2;16;-14
5463;Licensing and enforcement;Noord-Holland (PV);2017;1.3;12.4;-11.1;0;4;-4
5464;Licensing and enforcement;Noord-Holland (PV);2018;1.1;15.0;-13.9;0;5;-5
5465;Licensing and enforcement;Noord-Holland (PV);2019;1.1;15.8;-14.8;0;6;-5
5466;Licensing and enforcement;Noord-Holland (PV);2020;2.1;20.8;-18.8;1;7;-7
5467;Licensing and enforcement;Noord-Holland (PV);2021;2.3;19.3;-17.0;1;7;-6
5468;Licensing and enforcement;Noord-Holland (PV);2022;1.3;21.5;-20.2;0;7;-7
5469;Licensing and enforcement;Noord-Holland (PV);2023;1.9;22.5;-20.6;1;8;-7
5470;Licensing and enforcement;Noord-Holland (PV);2024;2.6;32.9;-30.3;1;11;-10
5471;Licensing and enforcement;Noord-Holland (PV);2025;2.5;33.6;-31.1;1;11;-10
5472;Licensing and enforcement;Zuid-Holland (PV);2017;3.4;41.0;-37.6;1;11;-10
5473;Licensing and enforcement;Zuid-Holland (PV);2018;3.4;41.4;-38.0;1;11;-10
5474;Licensing and enforcement;Zuid-Holland (PV);2019;3.4;47.1;-43.7;1;13;-12
5475;Licensing and enforcement;Zuid-Holland (PV);2020;3.4;51.7;-48.3;1;14;-13
5476;Licensing and enforcement;Zuid-Holland (PV);2021;3.4;51.2;-47.8;1;14;-13
5477;Licensing and enforcement;Zuid-Holland (PV);2022;3.4;52.7;-49.3;1;14;-13
5478;Licensing and enforcement;Zuid-Holland (PV);2023;3.4;59.1;-55.7;1;16;-15
5479;Licensing and enforcement;Zuid-Holland (PV);2024;7.4;62.3;-54.9;2;16;-14
5480;Licensing and enforcement;Zuid-Holland (PV);2025;7.4;66.4;-59.0;2;17;-15
5481;Licensing and enforcement;Zeeland (PV);2017;0.0;4.7;-4.6;0;12;-12
5482;Licensing and enforcement;Zeeland (PV);2018;0.0;4.5;-4.4;0;12;-12
5483;Licensing and enforcement;Zeeland (PV);2019;0.0;5.4;-5.3;0;14;-14
5484;Licensing and enforcement;Zeeland (PV);2020;0.0;6.9;-6.8;0;18;-18
5485;Licensing and enforcement;Zeeland (PV);2021;0.0;8.1;-8.1;0;21;-21
5486;Licensing and enforcement;Zeeland (PV);2022;0.5;8.9;-8.4;1;23;-22
5487;Licensing and enforcement;Zeeland (PV);2023;0.5;9.6;-9.1;1;24;-23
5488;Licensing and enforcement;Zeeland (PV);2024;0.5;10.1;-9.6;1;26;-25
5489;Licensing and enforcement;Zeeland (PV);2025;1.0;13.2;-12.2;2;34;-31
5490;Licensing and enforcement;Noord-Brabant (PV);2017;1.0;23.1;-22.0;0;9;-9
5491;Licensing and enforcement;Noord-Brabant (PV);2018;1.0;26.8;-25.7;0;11;-10
5492;Licensing and enforcement;Noord-Brabant (PV);2019;1.2;30.6;-29.4;0;12;-12
5493;Licensing and enforcement;Noord-Brabant (PV);2020;1.4;32.8;-31.4;1;13;-12
5494;Licensing and enforcement;Noord-Brabant (PV);2021;1.3;31.3;-30.0;1;12;-12
5495;Licensing and enforcement;Noord-Brabant (PV);2022;1.3;31.9;-30.6;0;12;-12
5496;Licensing and enforcement;Noord-Brabant (PV);2023;1.7;35.8;-34.1;1;14;-13
5497;Licensing and enforcement;Noord-Brabant (PV);2024;1.5;32.1;-30.6;1;12;-12
5498;Licensing and enforcement;Noord-Brabant (PV);2025;1.4;38.3;-36.9;1;14;-14
5499;Licensing and enforcement;Limburg (PV);2017;1.4;9.5;-8.0;1;8;-7
5500;Licensing and enforcement;Limburg (PV);2018;0.7;7.4;-6.7;1;7;-6
5501;Licensing and enforcement;Limburg (PV);2019;0.7;9.8;-9.1;1;9;-8
5502;Licensing and enforcement;Limburg (PV);2020;0.7;11.9;-11.2;1;11;-10
5503;Licensing and enforcement;Limburg (PV);2021;0.7;12.0;-11.3;1;11;-10
5504;Licensing and enforcement;Limburg (PV);2022;0.6;14.5;-14.0;0;13;-13
5505;Licensing and enforcement;Limburg (PV);2023;0.5;9.1;-8.5;0;8;-8
5506;Licensing and enforcement;Limburg (PV);2024;3.1;10.9;-7.8;3;10;-7
5507;Licensing and enforcement;Limburg (PV);2025;3.2;11.4;-8.2;3;10;-7
5508;Soil preparation;The Netherlands;2017;1.2;1.8;-0.7;0;0;0
5509;Soil preparation;The Netherlands;2018;1.1;1.7;-0.6;0;0;0
5510;Soil preparation;The Netherlands;2019;1.1;1.6;-0.5;0;0;0
5511;Soil preparation;The Netherlands;2020;1.4;1.6;-0.3;0;0;0
5512;Soil preparation;The Netherlands;2021;1.0;1.5;-0.5;0;0;0
5513;Soil preparation;The Netherlands;2022;0.7;0.6;0.2;0;0;0
5514;Soil preparation;The Netherlands;2023;1.0;0.7;0.3;0;0;0
5515;Soil preparation;The Netherlands;2024;0.9;0.5;0.4;0;0;0
5516;Soil preparation;The Netherlands;2025;1.0;2.6;-1.5;0;0;0
5517;Soil preparation;Noord-Nederland (LD);2017;0.2;0.3;-0.1;0;0;0
5518;Soil preparation;Noord-Nederland (LD);2018;0.2;0.4;-0.1;0;0;0
5519;Soil preparation;Noord-Nederland (LD);2019;0.2;0.3;-0.1;0;0;0
5520;Soil preparation;Noord-Nederland (LD);2020;0.3;0.3;0.0;0;0;0
5521;Soil preparation;Noord-Nederland (LD);2021;0.3;0.4;-0.1;0;0;0
5522;Soil preparation;Noord-Nederland (LD);2022;0.2;0.4;-0.2;0;0;0
5523;Soil preparation;Noord-Nederland (LD);2023;0.2;0.4;-0.2;0;0;0
5524;Soil preparation;Noord-Nederland (LD);2024;0.1;0.3;-0.2;0;0;0
5525;Soil preparation;Noord-Nederland (LD);2025;0.1;0.5;-0.4;0;0;0
5526;Soil preparation;Oost-Nederland (LD);2017;0.1;0.4;-0.3;0;0;0
5527;Soil preparation;Oost-Nederland (LD);2018;0.1;0.4;-0.3;0;0;0
5528;Soil preparation;Oost-Nederland (LD);2019;0.1;0.4;-0.4;0;0;0
5529;Soil preparation;Oost-Nederland (LD);2020;0.1;0.0;0.0;0;0;0
5530;Soil preparation;Oost-Nederland (LD);2021;0.1;0.0;0.0;0;0;0
5531;Soil preparation;Oost-Nederland (LD);2022;0.1;0.0;0.0;0;0;0
5532;Soil preparation;Oost-Nederland (LD);2023;0.3;0.3;0.0;0;0;0
5533;Soil preparation;Oost-Nederland (LD);2024;0.3;0.1;0.2;0;0;0
5534;Soil preparation;Oost-Nederland (LD);2025;0.3;0.1;0.3;0;0;0
5535;Soil preparation;West-Nederland (LD);2017;0.2;0.0;0.2;0;0;0
5536;Soil preparation;West-Nederland (LD);2018;0.2;0.0;0.2;0;0;0
5537;Soil preparation;West-Nederland (LD);2019;0.1;0.0;0.1;0;0;0
5538;Soil preparation;West-Nederland (LD);2020;0.1;0.0;0.1;0;0;0
5539;Soil preparation;West-Nederland (LD);2021;0.0;0.0;0.0;0;0;0
5540;Soil preparation;West-Nederland (LD);2022;0.1;0.0;0.1;0;0;0
5541;Soil preparation;West-Nederland (LD);2023;0.1;0.0;0.1;0;0;0
5542;Soil preparation;West-Nederland (LD);2024;0.1;0.0;0.1;0;0;0
5543;Soil preparation;West-Nederland (LD);2025;0.1;2.0;-2.0;0;0;0
5544;Soil preparation;Zuid-Nederland (LD);2017;0.7;1.2;-0.5;0;0;0
5545;Soil preparation;Zuid-Nederland (LD);2018;0.6;1.0;-0.4;0;0;0
5546;Soil preparation;Zuid-Nederland (LD);2019;0.6;0.9;-0.3;0;0;0
5547;Soil preparation;Zuid-Nederland (LD);2020;0.9;1.3;-0.4;0;0;0
5548;Soil preparation;Zuid-Nederland (LD);2021;0.6;1.1;-0.5;0;0;0
5549;Soil preparation;Zuid-Nederland (LD);2022;0.4;0.2;0.2;0;0;0
5550;Soil preparation;Zuid-Nederland (LD);2023;0.4;0.0;0.4;0;0;0
5551;Soil preparation;Zuid-Nederland (LD);2024;0.3;0.0;0.3;0;0;0
5552;Soil preparation;Zuid-Nederland (LD);2025;0.5;0.0;0.5;0;0;0
5553;Soil preparation;Groningen (PV);2017;0.1;0.1;0.0;0;0;0
5554;Soil preparation;Groningen (PV);2018;0.1;0.2;-0.1;0;0;0
5555;Soil preparation;Groningen (PV);2019;0.1;0.1;0.0;0;0;0
5556;Soil preparation;Groningen (PV);2020;0.1;0.1;0.1;0;0;0
5557;Soil preparation;Groningen (PV);2021;0.1;0.1;0.0;0;0;0
5558;Soil preparation;Groningen (PV);2022;0.1;0.1;0.0;0;0;0
5559;Soil preparation;Groningen (PV);2023;0.1;0.1;0.0;0;0;0
5560;Soil preparation;Groningen (PV);2024;0.0;0.1;0.0;0;0;0
5561;Soil preparation;Groningen (PV);2025;0.0;0.1;-0.1;0;0;0
5562;Soil preparation;Fryslân (PV);2017;0.1;0.0;0.1;0;0;0
5563;Soil preparation;Fryslân (PV);2018;0.1;0.0;0.1;0;0;0
5564;Soil preparation;Fryslân (PV);2019;0.1;0.0;0.1;0;0;0
5565;Soil preparation;Fryslân (PV);2020;0.2;0.0;0.2;0;0;0
5566;Soil preparation;Fryslân (PV);2021;0.1;0.0;0.1;0;0;0
5567;Soil preparation;Fryslân (PV);2022;0.1;0.0;0.1;0;0;0
5568;Soil preparation;Fryslân (PV);2023;0.1;0.0;0.1;0;0;0
5569;Soil preparation;Fryslân (PV);2024;0.1;0.0;0.1;0;0;0
5570;Soil preparation;Fryslân (PV);2025;0.0;0.0;0.0;0;0;0
