ID;ProvincialTasks;Regions;Periods;Revenues_1;Expenditure_2;Balance_3;Revenues_4;Expenditure_5;Balance_6
4914;Soil protection;Oost-Nederland (LD);2017;3.9;28.7;-24.8;1;8;-7
4915;Soil protection;Oost-Nederland (LD);2018;3.4;24.5;-21.1;1;7;-6
4916;Soil protection;Oost-Nederland (LD);2019;3.9;16.2;-12.2;1;4;-3
4917;Soil protection;Oost-Nederland (LD);2020;0.4;19.9;-19.4;0;5;-5
4918;Soil protection;Oost-Nederland (LD);2021;0.4;24.7;-24.2;0;7;-7
4919;Soil protection;Oost-Nederland (LD);2022;0.4;26.9;-26.4;0;7;-7
4920;Soil protection;Oost-Nederland (LD);2023;7.9;22.7;-14.8;2;6;-4
4921;Soil protection;Oost-Nederland (LD);2024;3.1;10.0;-6.9;1;3;-2
4922;Soil protection;Oost-Nederland (LD);2025;7.5;14.5;-7.1;2;4;-2
4923;Soil protection;West-Nederland (LD);2017;1.3;13.8;-12.5;0;2;-2
4924;Soil protection;West-Nederland (LD);2018;1.3;22.2;-20.9;0;3;-3
4925;Soil protection;West-Nederland (LD);2019;3.7;15.7;-12.0;0;2;-1
4926;Soil protection;West-Nederland (LD);2020;4.1;18.4;-14.3;0;2;-2
4927;Soil protection;West-Nederland (LD);2021;1.2;13.1;-11.9;0;2;-1
4928;Soil protection;West-Nederland (LD);2022;0.2;16.7;-16.5;0;2;-2
4929;Soil protection;West-Nederland (LD);2023;4.5;17.5;-13.0;1;2;-2
4930;Soil protection;West-Nederland (LD);2024;5.5;13.4;-7.9;1;2;-1
4931;Soil protection;West-Nederland (LD);2025;1.3;9.6;-8.4;0;1;-1
4932;Soil protection;Zuid-Nederland (LD);2017;2.7;15.8;-13.1;1;4;-4
4933;Soil protection;Zuid-Nederland (LD);2018;0.0;14.8;-14.8;0;4;-4
4934;Soil protection;Zuid-Nederland (LD);2019;0.0;13.7;-13.7;0;4;-4
4935;Soil protection;Zuid-Nederland (LD);2020;0.0;10.9;-10.9;0;3;-3
4936;Soil protection;Zuid-Nederland (LD);2021;0.0;5.3;-5.3;0;1;-1
4937;Soil protection;Zuid-Nederland (LD);2022;0.0;4.9;-4.9;0;1;-1
4938;Soil protection;Zuid-Nederland (LD);2023;0.7;6.8;-6.1;0;2;-2
4939;Soil protection;Zuid-Nederland (LD);2024;1.7;7.1;-5.4;0;2;-1
4940;Soil protection;Zuid-Nederland (LD);2025;0.8;9.6;-8.9;0;3;-2
4941;Soil protection;Groningen (PV);2017;0.1;5.8;-5.7;0;10;-10
4942;Soil protection;Groningen (PV);2018;1.1;7.7;-6.5;2;13;-11
4943;Soil protection;Groningen (PV);2019;1.0;12.9;-12.0;2;22;-21
4944;Soil protection;Groningen (PV);2020;0.5;5.2;-4.7;1;9;-8
4945;Soil protection;Groningen (PV);2021;1.3;6.7;-5.4;2;11;-9
4946;Soil protection;Groningen (PV);2022;3.9;5.0;-1.1;7;8;-2
4947;Soil protection;Groningen (PV);2023;13.5;18.6;-5.0;23;31;-8
4948;Soil protection;Groningen (PV);2024;19.5;21.1;-1.5;33;35;-3
4949;Soil protection;Groningen (PV);2025;81.3;84.2;-2.9;135;140;-5
4950;Soil protection;Fryslân (PV);2017;0.0;2.3;-2.3;0;3;-3
4951;Soil protection;Fryslân (PV);2018;0.0;3.1;-3.1;0;5;-5
4952;Soil protection;Fryslân (PV);2019;0.0;6.7;-6.7;0;10;-10
4953;Soil protection;Fryslân (PV);2020;0.0;12.4;-12.4;0;19;-19
4954;Soil protection;Fryslân (PV);2021;0.0;0.2;-0.2;0;0;0
4955;Soil protection;Fryslân (PV);2022;0.0;1.2;-1.2;0;2;-2
4956;Soil protection;Fryslân (PV);2023;0.0;1.4;-1.4;0;2;-2
4957;Soil protection;Fryslân (PV);2024;0.0;1.3;-1.3;0;2;-2
4958;Soil protection;Fryslân (PV);2025;0.0;1.2;-1.2;0;2;-2
4959;Soil protection;Drenthe (PV);2017;0.2;4.4;-4.2;1;9;-9
4960;Soil protection;Drenthe (PV);2018;0.2;4.2;-3.9;1;8;-8
4961;Soil protection;Drenthe (PV);2019;0.5;4.2;-3.8;1;9;-8
4962;Soil protection;Drenthe (PV);2020;0.7;10.8;-10.1;1;22;-20
4963;Soil protection;Drenthe (PV);2021;5.5;14.6;-9.0;11;29;-18
4964;Soil protection;Drenthe (PV);2022;0.3;1.8;-1.5;1;4;-3
4965;Soil protection;Drenthe (PV);2023;5.5;15.5;-10.1;11;31;-20
4966;Soil protection;Drenthe (PV);2024;0.0;0.9;-0.9;0;2;-2
4967;Soil protection;Drenthe (PV);2025;0.0;2.2;-2.2;0;4;-4
4968;Soil protection;Overijssel (PV);2017;0.0;18.4;-18.4;0;16;-16
4969;Soil protection;Overijssel (PV);2018;3.0;14.6;-11.6;3;13;-10
4970;Soil protection;Overijssel (PV);2019;0.0;7.1;-7.0;0;6;-6
4971;Soil protection;Overijssel (PV);2020;0.0;8.8;-8.8;0;8;-8
4972;Soil protection;Overijssel (PV);2021;0.0;9.5;-9.4;0;8;-8
4973;Soil protection;Overijssel (PV);2022;0.0;13.2;-13.1;0;11;-11
4974;Soil protection;Overijssel (PV);2023;6.7;15.6;-8.9;6;13;-7
4975;Soil protection;Overijssel (PV);2024;0.6;1.7;-1.1;0;1;-1
4976;Soil protection;Overijssel (PV);2025;6.8;7.9;-1.1;6;7;-1
4977;Soil protection;Flevoland (PV);2017;0.4;0.5;-0.1;1;1;0
4978;Soil protection;Flevoland (PV);2018;0.4;0.5;0.0;1;1;0
4979;Soil protection;Flevoland (PV);2019;0.4;1.8;-1.4;1;4;-3
4980;Soil protection;Flevoland (PV);2020;0.4;1.5;-1.1;1;4;-3
4981;Soil protection;Flevoland (PV);2021;0.4;1.0;-0.6;1;2;-1
4982;Soil protection;Flevoland (PV);2022;0.4;1.4;-1.0;1;3;-2
4983;Soil protection;Flevoland (PV);2023;0.5;1.6;-1.0;1;3;-2
4984;Soil protection;Flevoland (PV);2024;0.4;1.2;-0.8;1;3;-2
4985;Soil protection;Flevoland (PV);2025;0.4;0.8;-0.4;1;2;-1
4986;Soil protection;Gelderland (PV);2017;3.5;9.8;-6.3;2;5;-3
4987;Soil protection;Gelderland (PV);2018;0.0;9.5;-9.5;0;5;-5
4988;Soil protection;Gelderland (PV);2019;3.5;7.3;-3.9;2;4;-2
4989;Soil protection;Gelderland (PV);2020;0.0;9.5;-9.5;0;5;-5
4990;Soil protection;Gelderland (PV);2021;0.0;14.2;-14.2;0;7;-7
4991;Soil protection;Gelderland (PV);2022;0.0;12.3;-12.3;0;6;-6
4992;Soil protection;Gelderland (PV);2023;0.6;5.6;-4.9;0;3;-2
4993;Soil protection;Gelderland (PV);2024;2.1;7.1;-5.0;1;3;-2
4994;Soil protection;Gelderland (PV);2025;0.3;5.9;-5.6;0;3;-3
4995;Soil protection;Utrecht (PV);2017;0.0;4.9;-4.9;0;4;-4
4996;Soil protection;Utrecht (PV);2018;0.0;5.9;-5.9;0;5;-5
4997;Soil protection;Utrecht (PV);2019;2.7;4.3;-1.6;2;3;-1
4998;Soil protection;Utrecht (PV);2020;2.8;6.9;-4.1;2;5;-3
4999;Soil protection;Utrecht (PV);2021;0.0;5.4;-5.4;0;4;-4
5000;Soil protection;Utrecht (PV);2022;0.0;5.4;-5.4;0;4;-4
5001;Soil protection;Utrecht (PV);2023;1.6;4.4;-2.8;1;3;-2
5002;Soil protection;Utrecht (PV);2024;0.0;5.2;-5.2;0;4;-4
5003;Soil protection;Utrecht (PV);2025;0.0;2.6;-2.6;0;2;-2
5004;Soil protection;Noord-Holland (PV);2017;0.4;0.0;0.4;0;0;0
5005;Soil protection;Noord-Holland (PV);2018;0.4;0.0;0.4;0;0;0
5006;Soil protection;Noord-Holland (PV);2019;0.2;1.8;-1.6;0;1;-1
5007;Soil protection;Noord-Holland (PV);2020;0.2;0.7;-0.5;0;0;0
5008;Soil protection;Noord-Holland (PV);2021;0.0;4.6;-4.6;0;2;-2
5009;Soil protection;Noord-Holland (PV);2022;0.0;4.6;-4.6;0;2;-2
5010;Soil protection;Noord-Holland (PV);2023;2.6;5.0;-2.4;1;2;-1
5011;Soil protection;Noord-Holland (PV);2024;2.8;3.2;-0.4;1;1;0
5012;Soil protection;Noord-Holland (PV);2025;0.0;3.3;-3.3;0;1;-1
5013;Soil protection;Zuid-Holland (PV);2017;0.8;6.9;-6.1;0;2;-2
5014;Soil protection;Zuid-Holland (PV);2018;0.7;7.7;-7.0;0;2;-2
5015;Soil protection;Zuid-Holland (PV);2019;0.7;7.1;-6.4;0;2;-2
5016;Soil protection;Zuid-Holland (PV);2020;1.0;8.3;-7.3;0;2;-2
5017;Soil protection;Zuid-Holland (PV);2021;1.0;1.9;-0.9;0;1;0
5018;Soil protection;Zuid-Holland (PV);2022;0.0;5.7;-5.7;0;2;-2
5019;Soil protection;Zuid-Holland (PV);2023;0.0;6.8;-6.8;0;2;-2
5020;Soil protection;Zuid-Holland (PV);2024;2.3;4.1;-1.8;1;1;0
5021;Soil protection;Zuid-Holland (PV);2025;1.1;3.1;-2.0;0;1;-1
5022;Soil protection;Zeeland (PV);2017;0.0;1.9;-1.9;0;5;-5
5023;Soil protection;Zeeland (PV);2018;0.2;8.5;-8.4;0;22;-22
5024;Soil protection;Zeeland (PV);2019;0.1;2.4;-2.4;0;6;-6
5025;Soil protection;Zeeland (PV);2020;0.2;2.6;-2.4;0;7;-6
5026;Soil protection;Zeeland (PV);2021;0.2;1.1;-0.9;1;3;-2
5027;Soil protection;Zeeland (PV);2022;0.2;0.9;-0.8;0;2;-2
5028;Soil protection;Zeeland (PV);2023;0.3;1.3;-1.0;1;3;-3
5029;Soil protection;Zeeland (PV);2024;0.3;0.9;-0.6;1;2;-1
5030;Soil protection;Zeeland (PV);2025;0.2;0.7;-0.6;0;2;-1
5031;Soil protection;Noord-Brabant (PV);2017;2.7;12.9;-10.2;1;5;-4
5032;Soil protection;Noord-Brabant (PV);2018;0.0;12.0;-12.0;0;5;-5
5033;Soil protection;Noord-Brabant (PV);2019;0.0;11.3;-11.3;0;4;-4
5034;Soil protection;Noord-Brabant (PV);2020;0.0;8.6;-8.6;0;3;-3
5035;Soil protection;Noord-Brabant (PV);2021;0.0;4.5;-4.5;0;2;-2
5036;Soil protection;Noord-Brabant (PV);2022;0.0;4.1;-4.1;0;2;-2
5037;Soil protection;Noord-Brabant (PV);2023;0.7;6.3;-5.6;0;2;-2
5038;Soil protection;Noord-Brabant (PV);2024;1.7;6.7;-5.0;1;3;-2
5039;Soil protection;Noord-Brabant (PV);2025;0.8;8.4;-7.6;0;3;-3
5040;Soil protection;Limburg (PV);2017;0.0;2.9;-2.9;0;3;-3
5041;Soil protection;Limburg (PV);2018;0.0;2.8;-2.8;0;3;-3
5042;Soil protection;Limburg (PV);2019;0.0;2.4;-2.4;0;2;-2
5043;Soil protection;Limburg (PV);2020;0.0;2.3;-2.3;0;2;-2
5044;Soil protection;Limburg (PV);2021;0.0;0.8;-0.8;0;1;-1
5045;Soil protection;Limburg (PV);2022;0.0;0.8;-0.8;0;1;-1
5046;Soil protection;Limburg (PV);2023;0.0;0.5;-0.5;0;0;0
5047;Soil protection;Limburg (PV);2024;0.0;0.4;-0.4;0;0;0
5048;Soil protection;Limburg (PV);2025;0.0;1.2;-1.2;0;1;-1
5049;Air pollution;The Netherlands;2017;8.4;14.0;-5.7;0;1;0
5050;Air pollution;The Netherlands;2018;0.4;7.7;-7.3;0;0;0
5051;Air pollution;The Netherlands;2019;0.3;6.4;-6.1;0;0;0
5052;Air pollution;The Netherlands;2020;0.2;5.4;-5.2;0;0;0
5053;Air pollution;The Netherlands;2021;0.0;6.0;-6.0;0;0;0
5054;Air pollution;The Netherlands;2022;0.0;4.1;-4.1;0;0;0
5055;Air pollution;The Netherlands;2023;0.0;7.2;-7.2;0;0;0
5056;Air pollution;The Netherlands;2024;0.1;3.9;-3.9;0;0;0
5057;Air pollution;The Netherlands;2025;0.1;4.5;-4.4;0;0;0
5058;Air pollution;Noord-Nederland (LD);2017;0.0;0.0;0.0;0;0;0
5059;Air pollution;Noord-Nederland (LD);2018;0.0;0.0;0.0;0;0;0
5060;Air pollution;Noord-Nederland (LD);2019;0.0;0.0;0.0;0;0;0
5061;Air pollution;Noord-Nederland (LD);2020;0.0;0.0;0.0;0;0;0
5062;Air pollution;Noord-Nederland (LD);2021;0.0;0.0;0.0;0;0;0
5063;Air pollution;Noord-Nederland (LD);2022;0.0;0.0;0.0;0;0;0
5064;Air pollution;Noord-Nederland (LD);2023;0.0;0.0;0.0;0;0;0
5065;Air pollution;Noord-Nederland (LD);2024;0.0;0.0;0.0;0;0;0
5066;Air pollution;Noord-Nederland (LD);2025;0.0;0.0;0.0;0;0;0
5067;Air pollution;Oost-Nederland (LD);2017;0.1;0.8;-0.7;0;0;0
5068;Air pollution;Oost-Nederland (LD);2018;0.0;0.5;-0.5;0;0;0
5069;Air pollution;Oost-Nederland (LD);2019;0.0;0.6;-0.6;0;0;0
5070;Air pollution;Oost-Nederland (LD);2020;0.0;0.4;-0.4;0;0;0
5071;Air pollution;Oost-Nederland (LD);2021;0.0;0.6;-0.6;0;0;0
5072;Air pollution;Oost-Nederland (LD);2022;0.0;0.7;-0.7;0;0;0
5073;Air pollution;Oost-Nederland (LD);2023;0.0;0.4;-0.4;0;0;0
5074;Air pollution;Oost-Nederland (LD);2024;-0.1;0.8;-0.8;0;0;0
5075;Air pollution;Oost-Nederland (LD);2025;0.0;1.0;-1.0;0;0;0
5076;Air pollution;West-Nederland (LD);2017;8.1;12.8;-4.6;1;2;-1
5077;Air pollution;West-Nederland (LD);2018;0.4;6.2;-5.8;0;1;-1
5078;Air pollution;West-Nederland (LD);2019;0.3;4.9;-4.6;0;1;-1
5079;Air pollution;West-Nederland (LD);2020;0.2;3.4;-3.3;0;0;0
5080;Air pollution;West-Nederland (LD);2021;0.0;3.6;-3.6;0;0;0
5081;Air pollution;West-Nederland (LD);2022;0.0;2.3;-2.3;0;0;0
5082;Air pollution;West-Nederland (LD);2023;0.0;5.5;-5.5;0;1;-1
5083;Air pollution;West-Nederland (LD);2024;0.1;2.0;-1.8;0;0;0
5084;Air pollution;West-Nederland (LD);2025;0.0;2.1;-2.1;0;0;0
5085;Air pollution;Zuid-Nederland (LD);2017;0.1;0.4;-0.3;0;0;0
5086;Air pollution;Zuid-Nederland (LD);2018;0.0;1.0;-1.0;0;0;0
5087;Air pollution;Zuid-Nederland (LD);2019;0.0;0.9;-0.9;0;0;0
5088;Air pollution;Zuid-Nederland (LD);2020;0.0;1.6;-1.6;0;0;0
5089;Air pollution;Zuid-Nederland (LD);2021;0.0;1.8;-1.8;0;0;0
5090;Air pollution;Zuid-Nederland (LD);2022;0.0;1.0;-1.0;0;0;0
5091;Air pollution;Zuid-Nederland (LD);2023;0.0;1.3;-1.3;0;0;0
5092;Air pollution;Zuid-Nederland (LD);2024;0.0;1.2;-1.2;0;0;0
5093;Air pollution;Zuid-Nederland (LD);2025;0.1;1.4;-1.3;0;0;0
5094;Air pollution;Groningen (PV);2017;0.0;0.0;0.0;0;0;0
5095;Air pollution;Groningen (PV);2018;0.0;0.0;0.0;0;0;0
5096;Air pollution;Groningen (PV);2019;0.0;0.0;0.0;0;0;0
5097;Air pollution;Groningen (PV);2020;0.0;0.0;0.0;0;0;0
5098;Air pollution;Groningen (PV);2021;0.0;0.0;0.0;0;0;0
5099;Air pollution;Groningen (PV);2022;0.0;0.0;0.0;0;0;0
5100;Air pollution;Groningen (PV);2023;0.0;0.0;0.0;0;0;0
5101;Air pollution;Groningen (PV);2024;0.0;0.0;0.0;0;0;0
5102;Air pollution;Groningen (PV);2025;0.0;0.0;0.0;0;0;0
5103;Air pollution;Fryslân (PV);2017;0.0;0.0;0.0;0;0;0
5104;Air pollution;Fryslân (PV);2018;0.0;0.0;0.0;0;0;0
5105;Air pollution;Fryslân (PV);2019;0.0;0.0;0.0;0;0;0
5106;Air pollution;Fryslân (PV);2020;0.0;0.0;0.0;0;0;0
5107;Air pollution;Fryslân (PV);2021;0.0;0.0;0.0;0;0;0
5108;Air pollution;Fryslân (PV);2022;0.0;0.0;0.0;0;0;0
5109;Air pollution;Fryslân (PV);2023;0.0;0.0;0.0;0;0;0
5110;Air pollution;Fryslân (PV);2024;0.0;0.0;0.0;0;0;0
5111;Air pollution;Fryslân (PV);2025;0.0;0.0;0.0;0;0;0
5112;Air pollution;Drenthe (PV);2017;0.0;0.0;0.0;0;0;0
5113;Air pollution;Drenthe (PV);2018;0.0;0.0;0.0;0;0;0
5114;Air pollution;Drenthe (PV);2019;0.0;0.0;0.0;0;0;0
5115;Air pollution;Drenthe (PV);2020;0.0;0.0;0.0;0;0;0
5116;Air pollution;Drenthe (PV);2021;0.0;0.0;0.0;0;0;0
5117;Air pollution;Drenthe (PV);2022;0.0;0.0;0.0;0;0;0
5118;Air pollution;Drenthe (PV);2023;0.0;0.0;0.0;0;0;0
5119;Air pollution;Drenthe (PV);2024;0.0;0.0;0.0;0;0;0
5120;Air pollution;Drenthe (PV);2025;0.0;0.0;0.0;0;0;0
5121;Air pollution;Overijssel (PV);2017;0.0;0.0;0.0;0;0;0
5122;Air pollution;Overijssel (PV);2018;0.0;0.0;0.0;0;0;0
5123;Air pollution;Overijssel (PV);2019;0.0;0.0;0.0;0;0;0
5124;Air pollution;Overijssel (PV);2020;0.0;0.0;0.0;0;0;0
5125;Air pollution;Overijssel (PV);2021;0.0;0.0;0.0;0;0;0
5126;Air pollution;Overijssel (PV);2022;0.0;0.0;0.0;0;0;0
5127;Air pollution;Overijssel (PV);2023;0.0;0.0;0.0;0;0;0
5128;Air pollution;Overijssel (PV);2024;0.0;0.0;0.0;0;0;0
5129;Air pollution;Overijssel (PV);2025;0.0;0.0;0.0;0;0;0
5130;Air pollution;Flevoland (PV);2017;0.0;0.0;0.0;0;0;0
5131;Air pollution;Flevoland (PV);2018;0.0;0.0;0.0;0;0;0
5132;Air pollution;Flevoland (PV);2019;0.0;0.0;0.0;0;0;0
5133;Air pollution;Flevoland (PV);2020;0.0;0.0;0.0;0;0;0
5134;Air pollution;Flevoland (PV);2021;0.0;0.0;0.0;0;0;0
5135;Air pollution;Flevoland (PV);2022;0.0;0.0;0.0;0;0;0
5136;Air pollution;Flevoland (PV);2023;0.0;0.0;0.0;0;0;0
5137;Air pollution;Flevoland (PV);2024;0.0;0.0;0.0;0;0;0
5138;Air pollution;Flevoland (PV);2025;0.0;0.0;0.0;0;0;0
5139;Air pollution;Gelderland (PV);2017;0.1;0.8;-0.7;0;0;0
5140;Air pollution;Gelderland (PV);2018;0.0;0.5;-0.5;0;0;0
5141;Air pollution;Gelderland (PV);2019;0.0;0.6;-0.6;0;0;0
5142;Air pollution;Gelderland (PV);2020;0.0;0.4;-0.4;0;0;0
5143;Air pollution;Gelderland (PV);2021;0.0;0.6;-0.6;0;0;0
5144;Air pollution;Gelderland (PV);2022;0.0;0.7;-0.7;0;0;0
5145;Air pollution;Gelderland (PV);2023;0.0;0.4;-0.4;0;0;0
5146;Air pollution;Gelderland (PV);2024;-0.1;0.7;-0.8;0;0;0
5147;Air pollution;Gelderland (PV);2025;0.0;1.0;-1.0;0;0;0
5148;Air pollution;Utrecht (PV);2017;0.0;0.0;0.0;0;0;0
5149;Air pollution;Utrecht (PV);2018;0.0;2.7;-2.7;0;2;-2
5150;Air pollution;Utrecht (PV);2019;0.0;0.5;-0.5;0;0;0
5151;Air pollution;Utrecht (PV);2020;0.0;0.6;-0.6;0;0;0
5152;Air pollution;Utrecht (PV);2021;0.0;0.9;-0.9;0;1;-1
5153;Air pollution;Utrecht (PV);2022;0.0;0.9;-0.9;0;1;-1
5154;Air pollution;Utrecht (PV);2023;0.0;0.5;-0.5;0;0;0
5155;Air pollution;Utrecht (PV);2024;0.0;0.5;-0.5;0;0;0
5156;Air pollution;Utrecht (PV);2025;0.0;0.0;0.0;0;0;0
5157;Air pollution;Noord-Holland (PV);2017;1.4;1.6;-0.3;0;1;0
5158;Air pollution;Noord-Holland (PV);2018;0.0;0.3;-0.3;0;0;0
5159;Air pollution;Noord-Holland (PV);2019;0.0;0.9;-0.9;0;0;0
5160;Air pollution;Noord-Holland (PV);2020;0.0;0.6;-0.6;0;0;0
5161;Air pollution;Noord-Holland (PV);2021;0.0;0.2;-0.2;0;0;0
5162;Air pollution;Noord-Holland (PV);2022;0.0;0.2;-0.2;0;0;0
5163;Air pollution;Noord-Holland (PV);2023;0.0;3.2;-3.2;0;1;-1
5164;Air pollution;Noord-Holland (PV);2024;0.0;0.0;0.0;0;0;0
5165;Air pollution;Noord-Holland (PV);2025;0.0;0.0;0.0;0;0;0
5166;Air pollution;Zuid-Holland (PV);2017;6.8;11.1;-4.3;2;3;-1
5167;Air pollution;Zuid-Holland (PV);2018;0.4;3.2;-2.7;0;1;-1
5168;Air pollution;Zuid-Holland (PV);2019;0.3;3.5;-3.2;0;1;-1
5169;Air pollution;Zuid-Holland (PV);2020;0.2;2.2;-2.0;0;1;-1
5170;Air pollution;Zuid-Holland (PV);2021;0.0;2.5;-2.5;0;1;-1
5171;Air pollution;Zuid-Holland (PV);2022;0.0;1.2;-1.2;0;0;0
5172;Air pollution;Zuid-Holland (PV);2023;0.0;1.8;-1.8;0;0;0
5173;Air pollution;Zuid-Holland (PV);2024;0.1;1.5;-1.3;0;0;0
5174;Air pollution;Zuid-Holland (PV);2025;0.0;2.1;-2.1;0;1;-1
5175;Air pollution;Zeeland (PV);2017;0.0;0.1;-0.1;0;0;0
5176;Air pollution;Zeeland (PV);2018;0.0;0.1;-0.1;0;0;0
5177;Air pollution;Zeeland (PV);2019;0.0;0.1;-0.1;0;0;0
5178;Air pollution;Zeeland (PV);2020;0.0;0.0;0.0;0;0;0
5179;Air pollution;Zeeland (PV);2021;0.0;0.0;0.0;0;0;0
5180;Air pollution;Zeeland (PV);2022;0.0;0.0;0.0;0;0;0
5181;Air pollution;Zeeland (PV);2023;0.0;0.0;0.0;0;0;0
5182;Air pollution;Zeeland (PV);2024;0.0;0.0;0.0;0;0;0
5183;Air pollution;Zeeland (PV);2025;0.0;0.0;0.0;0;0;0
5184;Air pollution;Noord-Brabant (PV);2017;0.1;0.4;-0.3;0;0;0
5185;Air pollution;Noord-Brabant (PV);2018;0.0;1.0;-1.0;0;0;0
5186;Air pollution;Noord-Brabant (PV);2019;0.0;0.9;-0.9;0;0;0
5187;Air pollution;Noord-Brabant (PV);2020;0.0;1.6;-1.6;0;1;-1
5188;Air pollution;Noord-Brabant (PV);2021;0.0;1.8;-1.8;0;1;-1
5189;Air pollution;Noord-Brabant (PV);2022;0.0;1.0;-1.0;0;0;0
5190;Air pollution;Noord-Brabant (PV);2023;0.0;1.3;-1.3;0;0;0
5191;Air pollution;Noord-Brabant (PV);2024;0.0;1.2;-1.2;0;0;0
5192;Air pollution;Noord-Brabant (PV);2025;0.0;1.3;-1.3;0;0;0
5193;Air pollution;Limburg (PV);2017;0.0;0.0;0.0;0;0;0
5194;Air pollution;Limburg (PV);2018;0.0;0.0;0.0;0;0;0
5195;Air pollution;Limburg (PV);2019;0.0;0.0;0.0;0;0;0
5196;Air pollution;Limburg (PV);2020;0.0;0.0;0.0;0;0;0
5197;Air pollution;Limburg (PV);2021;0.0;0.0;0.0;0;0;0
5198;Air pollution;Limburg (PV);2022;0.0;0.0;0.0;0;0;0
5199;Air pollution;Limburg (PV);2023;0.0;0.0;0.0;0;0;0
5200;Air pollution;Limburg (PV);2024;0.0;0.0;0.0;0;0;0
5201;Air pollution;Limburg (PV);2025;0.1;0.1;0.0;0;0;0
5202;Noise pollution;The Netherlands;2017;0.1;1.5;-1.4;0;0;0
5203;Noise pollution;The Netherlands;2018;0.0;1.2;-1.1;0;0;0
5204;Noise pollution;The Netherlands;2019;0.0;4.1;-4.0;0;0;0
5205;Noise pollution;The Netherlands;2020;0.0;2.3;-2.3;0;0;0
5206;Noise pollution;The Netherlands;2021;0.0;2.3;-2.3;0;0;0
5207;Noise pollution;The Netherlands;2022;0.0;3.3;-3.3;0;0;0
5208;Noise pollution;The Netherlands;2023;0.0;2.1;-2.1;0;0;0
5209;Noise pollution;The Netherlands;2024;0.1;2.3;-2.2;0;0;0
5210;Noise pollution;The Netherlands;2025;0.1;2.6;-2.5;0;0;0
5211;Noise pollution;Noord-Nederland (LD);2017;0.0;0.0;0.0;0;0;0
5212;Noise pollution;Noord-Nederland (LD);2018;0.0;0.0;0.0;0;0;0
5213;Noise pollution;Noord-Nederland (LD);2019;0.0;0.1;-0.1;0;0;0
5214;Noise pollution;Noord-Nederland (LD);2020;0.0;0.2;-0.2;0;0;0
5215;Noise pollution;Noord-Nederland (LD);2021;0.0;0.0;0.0;0;0;0
5216;Noise pollution;Noord-Nederland (LD);2022;0.0;0.0;0.0;0;0;0
5217;Noise pollution;Noord-Nederland (LD);2023;0.0;0.0;0.0;0;0;0
5218;Noise pollution;Noord-Nederland (LD);2024;0.0;0.0;0.0;0;0;0
5219;Noise pollution;Noord-Nederland (LD);2025;0.0;0.0;0.0;0;0;0
5220;Noise pollution;Oost-Nederland (LD);2017;0.1;0.7;-0.6;0;0;0
5221;Noise pollution;Oost-Nederland (LD);2018;0.0;0.1;-0.1;0;0;0
5222;Noise pollution;Oost-Nederland (LD);2019;0.0;1.8;-1.8;0;0;0
5223;Noise pollution;Oost-Nederland (LD);2020;0.0;0.1;-0.1;0;0;0
5224;Noise pollution;Oost-Nederland (LD);2021;0.0;0.3;-0.3;0;0;0
5225;Noise pollution;Oost-Nederland (LD);2022;0.0;1.3;-1.3;0;0;0
5226;Noise pollution;Oost-Nederland (LD);2023;0.0;0.0;0.0;0;0;0
5227;Noise pollution;Oost-Nederland (LD);2024;0.1;0.5;-0.4;0;0;0
5228;Noise pollution;Oost-Nederland (LD);2025;0.1;0.1;0.0;0;0;0
5229;Noise pollution;West-Nederland (LD);2017;0.0;0.6;-0.6;0;0;0
5230;Noise pollution;West-Nederland (LD);2018;0.0;0.9;-0.9;0;0;0
5231;Noise pollution;West-Nederland (LD);2019;0.0;1.9;-1.9;0;0;0
5232;Noise pollution;West-Nederland (LD);2020;0.0;1.7;-1.7;0;0;0
5233;Noise pollution;West-Nederland (LD);2021;0.0;1.6;-1.6;0;0;0
5234;Noise pollution;West-Nederland (LD);2022;0.0;1.4;-1.4;0;0;0
5235;Noise pollution;West-Nederland (LD);2023;0.0;1.3;-1.3;0;0;0
5236;Noise pollution;West-Nederland (LD);2024;0.0;1.3;-1.3;0;0;0
5237;Noise pollution;West-Nederland (LD);2025;0.0;1.9;-1.9;0;0;0
5238;Noise pollution;Zuid-Nederland (LD);2017;0.0;0.2;-0.1;0;0;0
5239;Noise pollution;Zuid-Nederland (LD);2018;0.0;0.2;-0.1;0;0;0
5240;Noise pollution;Zuid-Nederland (LD);2019;0.0;0.3;-0.3;0;0;0
5241;Noise pollution;Zuid-Nederland (LD);2020;0.0;0.3;-0.3;0;0;0
5242;Noise pollution;Zuid-Nederland (LD);2021;0.0;0.4;-0.4;0;0;0
5243;Noise pollution;Zuid-Nederland (LD);2022;0.0;0.6;-0.6;0;0;0
5244;Noise pollution;Zuid-Nederland (LD);2023;0.0;0.8;-0.8;0;0;0
5245;Noise pollution;Zuid-Nederland (LD);2024;0.0;0.5;-0.5;0;0;0
5246;Noise pollution;Zuid-Nederland (LD);2025;0.0;0.6;-0.6;0;0;0
5247;Noise pollution;Groningen (PV);2017;0.0;0.0;0.0;0;0;0
5248;Noise pollution;Groningen (PV);2018;0.0;0.0;0.0;0;0;0
5249;Noise pollution;Groningen (PV);2019;0.0;0.0;0.0;0;0;0
5250;Noise pollution;Groningen (PV);2020;0.0;0.0;0.0;0;0;0
