ID;SectorsBranches;Periods;BusinessConfidence_1
954;46 Wholesale trade (no motor vehicles);2011 2nd quarter;20.1
955;46 Wholesale trade (no motor vehicles);2011 3rd quarter;8.3
956;46 Wholesale trade (no motor vehicles);2011 4th quarter;-4.5
957;46 Wholesale trade (no motor vehicles);2012 1st quarter;-6.7
958;46 Wholesale trade (no motor vehicles);2012 2nd quarter;-6.5
959;46 Wholesale trade (no motor vehicles);2012 3rd quarter;-11.7
960;46 Wholesale trade (no motor vehicles);2012 4th quarter;-14.9
961;46 Wholesale trade (no motor vehicles);2013 1st quarter;-21.6
962;46 Wholesale trade (no motor vehicles);2013 2nd quarter;-22.0
963;46 Wholesale trade (no motor vehicles);2013 3rd quarter;-11.7
964;46 Wholesale trade (no motor vehicles);2013 4th quarter;-1.5
965;46 Wholesale trade (no motor vehicles);2014 1st quarter;6.6
966;46 Wholesale trade (no motor vehicles);2014 2nd quarter;12.3
967;46 Wholesale trade (no motor vehicles);2014 3rd quarter;10.8
968;46 Wholesale trade (no motor vehicles);2014 4th quarter;10.9
969;46 Wholesale trade (no motor vehicles);2015 1st quarter;5.9
970;46 Wholesale trade (no motor vehicles);2015 2nd quarter;12.1
971;46 Wholesale trade (no motor vehicles);2015 3rd quarter;20.3
972;46 Wholesale trade (no motor vehicles);2015 4th quarter;18.8
973;46 Wholesale trade (no motor vehicles);2016 1st quarter;19.2
974;46 Wholesale trade (no motor vehicles);2016 2nd quarter;19.2
975;46 Wholesale trade (no motor vehicles);2016 3rd quarter;17.5
976;46 Wholesale trade (no motor vehicles);2016 4th quarter;18.7
977;46 Wholesale trade (no motor vehicles);2017 1st quarter;25.2
978;46 Wholesale trade (no motor vehicles);2017 2nd quarter;27.4
979;46 Wholesale trade (no motor vehicles);2017 3rd quarter;30.2
980;46 Wholesale trade (no motor vehicles);2017 4th quarter;19.9
981;46 Wholesale trade (no motor vehicles);2018 1st quarter;29.3
982;46 Wholesale trade (no motor vehicles);2018 2nd quarter;25.3
983;46 Wholesale trade (no motor vehicles);2018 3rd quarter;27.8
984;46 Wholesale trade (no motor vehicles);2018 4th quarter;18.4
985;46 Wholesale trade (no motor vehicles);2019 1st quarter;15.3
986;46 Wholesale trade (no motor vehicles);2019 2nd quarter;13.4
987;46 Wholesale trade (no motor vehicles);2019 3rd quarter;12.9
988;46 Wholesale trade (no motor vehicles);2019 4th quarter;10.8
989;46 Wholesale trade (no motor vehicles);2020 1st quarter;12.3
990;46 Wholesale trade (no motor vehicles);2020 2nd quarter;-34.0
991;46 Wholesale trade (no motor vehicles);2020 3rd quarter;-19.0
992;46 Wholesale trade (no motor vehicles);2020 4th quarter;1.3
993;46 Wholesale trade (no motor vehicles);2021 1st quarter;0.0
994;46 Wholesale trade (no motor vehicles);2021 2nd quarter;12.3
995;46 Wholesale trade (no motor vehicles);2021 3rd quarter;25.9
996;46 Wholesale trade (no motor vehicles);2021 4th quarter;23.5
997;46 Wholesale trade (no motor vehicles);2022 1st quarter;9.9
998;46 Wholesale trade (no motor vehicles);2022 2nd quarter;18.4
999;46 Wholesale trade (no motor vehicles);2022 3rd quarter;7.7
1000;46 Wholesale trade (no motor vehicles);2022 4th quarter;-2.7
1001;46 Wholesale trade (no motor vehicles);2023 1st quarter;7.4
1002;46 Wholesale trade (no motor vehicles);2023 2nd quarter;12.0
1003;47 Retail trade (not in motor vehicles);2008 4th quarter;13.8
1004;47 Retail trade (not in motor vehicles);2009 1st quarter;-3.0
1005;47 Retail trade (not in motor vehicles);2009 2nd quarter;-5.5
1006;47 Retail trade (not in motor vehicles);2009 3rd quarter;-4.7
1007;47 Retail trade (not in motor vehicles);2009 4th quarter;-9.1
1008;47 Retail trade (not in motor vehicles);2010 1st quarter;2.4
1009;47 Retail trade (not in motor vehicles);2010 2nd quarter;2.0
1010;47 Retail trade (not in motor vehicles);2010 3rd quarter;0.5
1011;47 Retail trade (not in motor vehicles);2010 4th quarter;8.0
1012;47 Retail trade (not in motor vehicles);2011 1st quarter;2.3
1013;47 Retail trade (not in motor vehicles);2011 2nd quarter;4.4
1014;47 Retail trade (not in motor vehicles);2011 3rd quarter;2.2
1015;47 Retail trade (not in motor vehicles);2011 4th quarter;-1.9
1016;47 Retail trade (not in motor vehicles);2012 1st quarter;0.3
1017;47 Retail trade (not in motor vehicles);2012 2nd quarter;1.1
1018;47 Retail trade (not in motor vehicles);2012 3rd quarter;2.9
1019;47 Retail trade (not in motor vehicles);2012 4th quarter;-2.3
1020;47 Retail trade (not in motor vehicles);2013 1st quarter;-3.4
1021;47 Retail trade (not in motor vehicles);2013 2nd quarter;-4.6
1022;47 Retail trade (not in motor vehicles);2013 3rd quarter;-4.5
1023;47 Retail trade (not in motor vehicles);2013 4th quarter;-4.2
1024;47 Retail trade (not in motor vehicles);2014 1st quarter;-4.0
1025;47 Retail trade (not in motor vehicles);2014 2nd quarter;3.4
1026;47 Retail trade (not in motor vehicles);2014 3rd quarter;5.9
1027;47 Retail trade (not in motor vehicles);2014 4th quarter;7.1
1028;47 Retail trade (not in motor vehicles);2015 1st quarter;2.5
1029;47 Retail trade (not in motor vehicles);2015 2nd quarter;9.0
1030;47 Retail trade (not in motor vehicles);2015 3rd quarter;7.7
1031;47 Retail trade (not in motor vehicles);2015 4th quarter;7.4
1032;47 Retail trade (not in motor vehicles);2016 1st quarter;9.0
1033;47 Retail trade (not in motor vehicles);2016 2nd quarter;3.2
1034;47 Retail trade (not in motor vehicles);2016 3rd quarter;7.5
1035;47 Retail trade (not in motor vehicles);2016 4th quarter;9.0
1036;47 Retail trade (not in motor vehicles);2017 1st quarter;12.0
1037;47 Retail trade (not in motor vehicles);2017 2nd quarter;9.0
1038;47 Retail trade (not in motor vehicles);2017 3rd quarter;15.1
1039;47 Retail trade (not in motor vehicles);2017 4th quarter;14.7
1040;47 Retail trade (not in motor vehicles);2018 1st quarter;14.8
1041;47 Retail trade (not in motor vehicles);2018 2nd quarter;2.4
1042;47 Retail trade (not in motor vehicles);2018 3rd quarter;8.6
1043;47 Retail trade (not in motor vehicles);2018 4th quarter;12.6
1044;47 Retail trade (not in motor vehicles);2019 1st quarter;4.9
1045;47 Retail trade (not in motor vehicles);2019 2nd quarter;10.9
1046;47 Retail trade (not in motor vehicles);2019 3rd quarter;7.6
1047;47 Retail trade (not in motor vehicles);2019 4th quarter;12.9
1048;47 Retail trade (not in motor vehicles);2020 1st quarter;5.7
1049;47 Retail trade (not in motor vehicles);2020 2nd quarter;-12.8
1050;47 Retail trade (not in motor vehicles);2020 3rd quarter;4.5
1051;47 Retail trade (not in motor vehicles);2020 4th quarter;1.7
1052;47 Retail trade (not in motor vehicles);2021 1st quarter;-10.4
1053;47 Retail trade (not in motor vehicles);2021 2nd quarter;-1.6
1054;47 Retail trade (not in motor vehicles);2021 3rd quarter;5.7
1055;47 Retail trade (not in motor vehicles);2021 4th quarter;1.9
1056;47 Retail trade (not in motor vehicles);2022 1st quarter;-5.0
1057;47 Retail trade (not in motor vehicles);2022 2nd quarter;1.8
1058;47 Retail trade (not in motor vehicles);2022 3rd quarter;1.6
1059;47 Retail trade (not in motor vehicles);2022 4th quarter;1.0
1060;47 Retail trade (not in motor vehicles);2023 1st quarter;3.5
1061;47 Retail trade (not in motor vehicles);2023 2nd quarter;6.5
1062;H Transportation and storage;2008 4th quarter;-25.2
1063;H Transportation and storage;2009 1st quarter;-28.2
1064;H Transportation and storage;2009 2nd quarter;-41.5
1065;H Transportation and storage;2009 3rd quarter;-34.1
1066;H Transportation and storage;2009 4th quarter;-16.2
1067;H Transportation and storage;2010 1st quarter;-11.4
1068;H Transportation and storage;2010 2nd quarter;2.3
1069;H Transportation and storage;2010 3rd quarter;3.8
1070;H Transportation and storage;2010 4th quarter;4.9
1071;H Transportation and storage;2011 1st quarter;8.0
1072;H Transportation and storage;2011 2nd quarter;8.8
1073;H Transportation and storage;2011 3rd quarter;-2.8
1074;H Transportation and storage;2011 4th quarter;-15.5
1075;H Transportation and storage;2012 1st quarter;-14.4
1076;H Transportation and storage;2012 2nd quarter;-11.9
1077;H Transportation and storage;2012 3rd quarter;-4.8
1078;H Transportation and storage;2012 4th quarter;-7.1
1079;H Transportation and storage;2013 1st quarter;-17.7
1080;H Transportation and storage;2013 2nd quarter;-19.0
1081;H Transportation and storage;2013 3rd quarter;-13.8
1082;H Transportation and storage;2013 4th quarter;-4.4
1083;H Transportation and storage;2014 1st quarter;2.4
1084;H Transportation and storage;2014 2nd quarter;1.0
1085;H Transportation and storage;2014 3rd quarter;-0.1
1086;H Transportation and storage;2014 4th quarter;4.0
1087;H Transportation and storage;2015 1st quarter;4.0
1088;H Transportation and storage;2015 2nd quarter;2.4
1089;H Transportation and storage;2015 3rd quarter;2.9
1090;H Transportation and storage;2015 4th quarter;4.5
1091;H Transportation and storage;2016 1st quarter;2.6
1092;H Transportation and storage;2016 2nd quarter;2.5
1093;H Transportation and storage;2016 3rd quarter;2.3
1094;H Transportation and storage;2016 4th quarter;4.8
1095;H Transportation and storage;2017 1st quarter;8.1
1096;H Transportation and storage;2017 2nd quarter;7.4
1097;H Transportation and storage;2017 3rd quarter;7.5
1098;H Transportation and storage;2017 4th quarter;8.0
1099;H Transportation and storage;2018 1st quarter;12.1
1100;H Transportation and storage;2018 2nd quarter;9.1
1101;H Transportation and storage;2018 3rd quarter;7.6
1102;H Transportation and storage;2018 4th quarter;8.3
1103;H Transportation and storage;2019 1st quarter;-0.2
1104;H Transportation and storage;2019 2nd quarter;8.4
1105;H Transportation and storage;2019 3rd quarter;10.3
1106;H Transportation and storage;2019 4th quarter;0.0
1107;H Transportation and storage;2020 1st quarter;1.6
1108;H Transportation and storage;2020 2nd quarter;-50.1
1109;H Transportation and storage;2020 3rd quarter;-21.7
1110;H Transportation and storage;2020 4th quarter;-4.8
1111;H Transportation and storage;2021 1st quarter;2.9
1112;H Transportation and storage;2021 2nd quarter;-3.9
1113;H Transportation and storage;2021 3rd quarter;23.0
1114;H Transportation and storage;2021 4th quarter;20.2
1115;H Transportation and storage;2022 1st quarter;14.1
1116;H Transportation and storage;2022 2nd quarter;13.1
1117;H Transportation and storage;2022 3rd quarter;8.7
1118;H Transportation and storage;2022 4th quarter;-1.5
1119;H Transportation and storage;2023 1st quarter;3.5
1120;H Transportation and storage;2023 2nd quarter;-3.4
1121;49-96 Total services;2008 4th quarter;-9.8
1122;49-96 Total services;2009 1st quarter;-29.7
1123;49-96 Total services;2009 2nd quarter;-36.0
1124;49-96 Total services;2009 3rd quarter;-28.9
1125;49-96 Total services;2009 4th quarter;-15.7
1126;49-96 Total services;2010 1st quarter;-4.9
1127;49-96 Total services;2010 2nd quarter;4.9
1128;49-96 Total services;2010 3rd quarter;10.6
1129;49-96 Total services;2010 4th quarter;12.2
1130;49-96 Total services;2011 1st quarter;12.3
1131;49-96 Total services;2011 2nd quarter;14.3
1132;49-96 Total services;2011 3rd quarter;5.9
1133;49-96 Total services;2011 4th quarter;-3.3
1134;49-96 Total services;2012 1st quarter;-7.7
1135;49-96 Total services;2012 2nd quarter;-7.7
1136;49-96 Total services;2012 3rd quarter;-7.2
1137;49-96 Total services;2012 4th quarter;-8.0
1138;49-96 Total services;2013 1st quarter;-10.9
1139;49-96 Total services;2013 2nd quarter;-10.6
1140;49-96 Total services;2013 3rd quarter;-10.9
1141;49-96 Total services;2013 4th quarter;-2.4
1142;49-96 Total services;2014 1st quarter;2.5
1143;49-96 Total services;2014 2nd quarter;5.7
1144;49-96 Total services;2014 3rd quarter;2.8
1145;49-96 Total services;2014 4th quarter;5.4
1146;49-96 Total services;2015 1st quarter;9.4
1147;49-96 Total services;2015 2nd quarter;5.7
1148;49-96 Total services;2015 3rd quarter;7.1
1149;49-96 Total services;2015 4th quarter;6.5
1150;49-96 Total services;2016 1st quarter;10.1
1151;49-96 Total services;2016 2nd quarter;10.0
1152;49-96 Total services;2016 3rd quarter;7.1
1153;49-96 Total services;2016 4th quarter;9.2
1154;49-96 Total services;2017 1st quarter;13.9
1155;49-96 Total services;2017 2nd quarter;14.0
1156;49-96 Total services;2017 3rd quarter;14.9
1157;49-96 Total services;2017 4th quarter;13.8
1158;49-96 Total services;2018 1st quarter;17.0
1159;49-96 Total services;2018 2nd quarter;14.2
1160;49-96 Total services;2018 3rd quarter;15.1
1161;49-96 Total services;2018 4th quarter;13.3
1162;49-96 Total services;2019 1st quarter;9.4
1163;49-96 Total services;2019 2nd quarter;12.8
1164;49-96 Total services;2019 3rd quarter;11.5
1165;49-96 Total services;2019 4th quarter;6.3
1166;49-96 Total services;2020 1st quarter;6.4
1167;49-96 Total services;2020 2nd quarter;-47.1
1168;49-96 Total services;2020 3rd quarter;-28.1
1169;49-96 Total services;2020 4th quarter;-6.1
1170;49-96 Total services;2021 1st quarter;-11.1
1171;49-96 Total services;2021 2nd quarter;-2.4
1172;49-96 Total services;2021 3rd quarter;21.1
1173;49-96 Total services;2021 4th quarter;23.3
1174;49-96 Total services;2022 1st quarter;3.8
1175;49-96 Total services;2022 2nd quarter;21.6
1176;49-96 Total services;2022 3rd quarter;8.0
1177;49-96 Total services;2022 4th quarter;-3.0
1178;49-96 Total services;2023 1st quarter;6.7
1179;49-96 Total services;2023 2nd quarter;7.1
1180;I Accommodation and food serving;2008 4th quarter;-10.4
1181;I Accommodation and food serving;2009 1st quarter;-29.6
1182;I Accommodation and food serving;2009 2nd quarter;-30.5
1183;I Accommodation and food serving;2009 3rd quarter;-29.4
1184;I Accommodation and food serving;2009 4th quarter;-23.9
1185;I Accommodation and food serving;2010 1st quarter;-4.0
1186;I Accommodation and food serving;2010 2nd quarter;4.3
1187;I Accommodation and food serving;2010 3rd quarter;8.6
1188;I Accommodation and food serving;2010 4th quarter;15.4
1189;I Accommodation and food serving;2011 1st quarter;6.1
1190;I Accommodation and food serving;2011 2nd quarter;9.4
1191;I Accommodation and food serving;2011 3rd quarter;11.4
1192;I Accommodation and food serving;2011 4th quarter;-4.1
1193;I Accommodation and food serving;2012 1st quarter;-5.2
1194;I Accommodation and food serving;2012 2nd quarter;-11.6
1195;I Accommodation and food serving;2012 3rd quarter;-16.7
1196;I Accommodation and food serving;2012 4th quarter;-14.0
1197;I Accommodation and food serving;2013 1st quarter;-17.5
1198;I Accommodation and food serving;2013 2nd quarter;-25.1
1199;I Accommodation and food serving;2013 3rd quarter;-21.5
1200;I Accommodation and food serving;2013 4th quarter;-15.5
1201;I Accommodation and food serving;2014 1st quarter;-4.1
1202;I Accommodation and food serving;2014 2nd quarter;9.5
1203;I Accommodation and food serving;2014 3rd quarter;2.8
1204;I Accommodation and food serving;2014 4th quarter;4.8
1205;I Accommodation and food serving;2015 1st quarter;6.8
1206;I Accommodation and food serving;2015 2nd quarter;7.1
1207;I Accommodation and food serving;2015 3rd quarter;10.8
1208;I Accommodation and food serving;2015 4th quarter;13.2
1209;I Accommodation and food serving;2016 1st quarter;10.3
1210;I Accommodation and food serving;2016 2nd quarter;13.4
1211;I Accommodation and food serving;2016 3rd quarter;9.7
1212;I Accommodation and food serving;2016 4th quarter;13.3
1213;I Accommodation and food serving;2017 1st quarter;14.9
1214;I Accommodation and food serving;2017 2nd quarter;19.8
1215;I Accommodation and food serving;2017 3rd quarter;21.5
1216;I Accommodation and food serving;2017 4th quarter;13.0
1217;I Accommodation and food serving;2018 1st quarter;18.4
1218;I Accommodation and food serving;2018 2nd quarter;12.0
1219;I Accommodation and food serving;2018 3rd quarter;12.3
1220;I Accommodation and food serving;2018 4th quarter;11.2
1221;I Accommodation and food serving;2019 1st quarter;11.9
1222;I Accommodation and food serving;2019 2nd quarter;8.6
1223;I Accommodation and food serving;2019 3rd quarter;7.4
1224;I Accommodation and food serving;2019 4th quarter;1.9
1225;I Accommodation and food serving;2020 1st quarter;0.2
1226;I Accommodation and food serving;2020 2nd quarter;-84.3
1227;I Accommodation and food serving;2020 3rd quarter;-52.4
1228;I Accommodation and food serving;2020 4th quarter;-27.4
1229;I Accommodation and food serving;2021 1st quarter;-57.1
1230;I Accommodation and food serving;2021 2nd quarter;-32.6
1231;I Accommodation and food serving;2021 3rd quarter;39.8
1232;I Accommodation and food serving;2021 4th quarter;34.5
1233;I Accommodation and food serving;2022 1st quarter;-35.3
1234;I Accommodation and food serving;2022 2nd quarter;40.9
1235;I Accommodation and food serving;2022 3rd quarter;15.5
1236;I Accommodation and food serving;2022 4th quarter;-12.2
1237;I Accommodation and food serving;2023 1st quarter;3.2
1238;I Accommodation and food serving;2023 2nd quarter;11.5
1239;J Information and communication;2008 4th quarter;16.2
1240;J Information and communication;2009 1st quarter;-22.2
1241;J Information and communication;2009 2nd quarter;-35.2
1242;J Information and communication;2009 3rd quarter;-28.8
1243;J Information and communication;2009 4th quarter;-10.0
1244;J Information and communication;2010 1st quarter;4.1
1245;J Information and communication;2010 2nd quarter;6.8
1246;J Information and communication;2010 3rd quarter;-5.8
1247;J Information and communication;2010 4th quarter;19.3
1248;J Information and communication;2011 1st quarter;7.9
1249;J Information and communication;2011 2nd quarter;17.2
1250;J Information and communication;2011 3rd quarter;15.8
1251;J Information and communication;2011 4th quarter;-7.8
1252;J Information and communication;2012 1st quarter;2.6
1253;J Information and communication;2012 2nd quarter;-6.0
1254;J Information and communication;2012 3rd quarter;-4.8
1255;J Information and communication;2012 4th quarter;-6.5
1256;J Information and communication;2013 1st quarter;-4.0
1257;J Information and communication;2013 2nd quarter;-11.4
1258;J Information and communication;2013 3rd quarter;-10.7
1259;J Information and communication;2013 4th quarter;-0.2
1260;J Information and communication;2014 1st quarter;7.0
1261;J Information and communication;2014 2nd quarter;11.1
1262;J Information and communication;2014 3rd quarter;5.8
1263;J Information and communication;2014 4th quarter;5.4
1264;J Information and communication;2015 1st quarter;16.6
1265;J Information and communication;2015 2nd quarter;8.0
1266;J Information and communication;2015 3rd quarter;6.4
1267;J Information and communication;2015 4th quarter;11.9
1268;J Information and communication;2016 1st quarter;9.1
1269;J Information and communication;2016 2nd quarter;15.3
1270;J Information and communication;2016 3rd quarter;15.5
1271;J Information and communication;2016 4th quarter;12.7
1272;J Information and communication;2017 1st quarter;11.5
1273;J Information and communication;2017 2nd quarter;23.4
1274;J Information and communication;2017 3rd quarter;17.1
1275;J Information and communication;2017 4th quarter;13.3
1276;J Information and communication;2018 1st quarter;15.2
1277;J Information and communication;2018 2nd quarter;21.3
1278;J Information and communication;2018 3rd quarter;24.6
1279;J Information and communication;2018 4th quarter;16.4
1280;J Information and communication;2019 1st quarter;13.7
1281;J Information and communication;2019 2nd quarter;17.9
1282;J Information and communication;2019 3rd quarter;25.0
1283;J Information and communication;2019 4th quarter;9.5
1284;J Information and communication;2020 1st quarter;10.5
1285;J Information and communication;2020 2nd quarter;-22.1
1286;J Information and communication;2020 3rd quarter;-20.5
1287;J Information and communication;2020 4th quarter;-4.5
1288;J Information and communication;2021 1st quarter;2.2
1289;J Information and communication;2021 2nd quarter;4.9
1290;J Information and communication;2021 3rd quarter;15.7
1291;J Information and communication;2021 4th quarter;21.8
1292;J Information and communication;2022 1st quarter;4.6
1293;J Information and communication;2022 2nd quarter;17.2
1294;J Information and communication;2022 3rd quarter;15.5
1295;J Information and communication;2022 4th quarter;5.9
1296;J Information and communication;2023 1st quarter;10.2
1297;J Information and communication;2023 2nd quarter;13.4
1298;L Renting, buying, selling real estate;2008 4th quarter;-14.2
1299;L Renting, buying, selling real estate;2009 1st quarter;-23.6
1300;L Renting, buying, selling real estate;2009 2nd quarter;-12.6
1301;L Renting, buying, selling real estate;2009 3rd quarter;-29.9
1302;L Renting, buying, selling real estate;2009 4th quarter;-14.2
1303;L Renting, buying, selling real estate;2010 1st quarter;-10.4
1304;L Renting, buying, selling real estate;2010 2nd quarter;-12.9
1305;L Renting, buying, selling real estate;2010 3rd quarter;-1.3
1306;L Renting, buying, selling real estate;2010 4th quarter;-3.1
1307;L Renting, buying, selling real estate;2011 1st quarter;9.0
1308;L Renting, buying, selling real estate;2011 2nd quarter;6.5
1309;L Renting, buying, selling real estate;2011 3rd quarter;4.0
1310;L Renting, buying, selling real estate;2011 4th quarter;-2.3
1311;L Renting, buying, selling real estate;2012 1st quarter;-5.1
1312;L Renting, buying, selling real estate;2012 2nd quarter;-4.5
1313;L Renting, buying, selling real estate;2012 3rd quarter;-5.1
1314;L Renting, buying, selling real estate;2012 4th quarter;-4.9
1315;L Renting, buying, selling real estate;2013 1st quarter;-11.3
1316;L Renting, buying, selling real estate;2013 2nd quarter;-12.6
1317;L Renting, buying, selling real estate;2013 3rd quarter;-4.1
1318;L Renting, buying, selling real estate;2013 4th quarter;2.2
1319;L Renting, buying, selling real estate;2014 1st quarter;2.1
1320;L Renting, buying, selling real estate;2014 2nd quarter;5.1
1321;L Renting, buying, selling real estate;2014 3rd quarter;7.8
1322;L Renting, buying, selling real estate;2014 4th quarter;6.1
1323;L Renting, buying, selling real estate;2015 1st quarter;6.1
1324;L Renting, buying, selling real estate;2015 2nd quarter;9.2
1325;L Renting, buying, selling real estate;2015 3rd quarter;5.4
1326;L Renting, buying, selling real estate;2015 4th quarter;4.3
1327;L Renting, buying, selling real estate;2016 1st quarter;5.1
1328;L Renting, buying, selling real estate;2016 2nd quarter;3.3
1329;L Renting, buying, selling real estate;2016 3rd quarter;10.0
1330;L Renting, buying, selling real estate;2016 4th quarter;12.5
1331;L Renting, buying, selling real estate;2017 1st quarter;19.6
1332;L Renting, buying, selling real estate;2017 2nd quarter;10.4
1333;L Renting, buying, selling real estate;2017 3rd quarter;11.0
1334;L Renting, buying, selling real estate;2017 4th quarter;5.4
1335;L Renting, buying, selling real estate;2018 1st quarter;8.2
1336;L Renting, buying, selling real estate;2018 2nd quarter;10.5
1337;L Renting, buying, selling real estate;2018 3rd quarter;6.7
1338;L Renting, buying, selling real estate;2018 4th quarter;1.0
1339;L Renting, buying, selling real estate;2019 1st quarter;3.5
1340;L Renting, buying, selling real estate;2019 2nd quarter;7.2
1341;L Renting, buying, selling real estate;2019 3rd quarter;1.5
1342;L Renting, buying, selling real estate;2019 4th quarter;2.8
1343;L Renting, buying, selling real estate;2020 1st quarter;7.4
1344;L Renting, buying, selling real estate;2020 2nd quarter;-20.2
1345;L Renting, buying, selling real estate;2020 3rd quarter;-8.4
1346;L Renting, buying, selling real estate;2020 4th quarter;2.7
1347;L Renting, buying, selling real estate;2021 1st quarter;3.4
1348;L Renting, buying, selling real estate;2021 2nd quarter;-0.1
1349;L Renting, buying, selling real estate;2021 3rd quarter;0.0
1350;L Renting, buying, selling real estate;2021 4th quarter;4.6
1351;L Renting, buying, selling real estate;2022 1st quarter;6.0
1352;L Renting, buying, selling real estate;2022 2nd quarter;6.2
1353;L Renting, buying, selling real estate;2022 3rd quarter;0.8
1354;L Renting, buying, selling real estate;2022 4th quarter;-2.9
1355;L Renting, buying, selling real estate;2023 1st quarter;-5.5
1356;L Renting, buying, selling real estate;2023 2nd quarter;-3.6
