ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;TotaalBedrijfsopbrengsten_9;NettoOmzet_10;OverigeBedrijfsopbrengsten_11;TotaalBedrijfslasten_12;InkoopwaardeOmzet_13;Personeelslasten_14;OverigeBedrijfslasten_15;TotaalOverigeOpbrengstenEnLasten_16;SaldoInterest_17;SaldoBuitengewoneBatenEnLasten_18;SaldoVoorzieningen_19;ResultaatVoorBelastingen_20;TotaalInvesteringen_21;TotaalInvesteringenInNieuweActiva_22;TotaalInvesteringenIn2eHandseActiva_23;TotaalNettoOmzet_24;AgrarischLoonwerk_25;OverigLoonwerk_26;TotaalOverigeBedrijfsopbrengsten_27;OpbrengstenUitContributies_28;OpbrengstenLandbouwactiviteiten_29;OpbrengstenVerhuurMachines_30;UitkeringenSchadeverzekeringen_31;OverigeBedrijfsopbrengstenNEG_32;TotaalInkoopwaardeOmzet_33;TotaalInkopenGrondEnHulpstoffen_34;Kunstmest_35;Bestrijdingsmiddelen_36;ZaaiPlantEnPootgoed_37;OverigeGrondEnHulpstoffen_38;InkopenHandelsgoederen_39;WerkDoorDerden_40;TotaalPersoneelslasten_41;BrutoLonen_42;SocialeLasten_43;OverigePersoneelslasten_44;TotaalOverigeBedrijfslasten_45;TotaleEnergiekosten_46;BrandstoffenTrekkracht_47;Aardgas_48;Elektriciteit_49;OverigeBrandstoffen_50;OverigeBetaaldeArbeid_51;TotaleAlgemeneKosten_52;HuurGebouwenEnTerreinen_53;HuurTransportmMachinesWerktuigen_54;OnderhoudGebouwen_55;OnderhTransportmMachinesEtc_56;PremiesSchadeverzekeringen_57;KostenPrivegebruikBedrijfsauto_58;KostprijsverhBelastingenEnHeffingen_59;OverigeAlgemeneKosten_60;TotaleAfschrijvingen_61;Gebouwen_62;MachinesEnWerktuigen_63;OverigeMaterieleActiva_64;TotaalInvesteringen_65;TotaalInvesteringenInNieuweActiva_66;GrondEnTerreinen_67;Woonruimten_68;Bedrijfsruimten_69;GrondWegenEnWaterbouwkWerken_70;ExterneTransportmiddelen_71;Trekkers_72;OverigeInterneTransportmiddelen_73;Kantoormachines_74;MachinesEnWerktuigen_75;Installaties_76;OverigeMaterieleActiva_77;ImmaterieleActiva_78;TotaalInvesteringenIn2eHandseActiva_79;GrondEnTerreinen_80;Woonruimten_81;Bedrijfsruimten_82;GrondWegenEnWaterbouwkWerken_83;ExterneTransportmiddelen_84;Trekkers_85;OverigeInterneTransportmiddelen_86;Kantoormachines_87;MachinesEnWerktuigen_88;Installaties_89;OverigeMaterieleActiva_90;ImmaterieleActiva_91;TotaalDesinvesteringen_92;GrondEnTerreinen_93;Woonruimten_94;Bedrijfsruimten_95;GrondWegenEnWaterbouwkWerken_96;ExterneTransportmiddelen_97;Trekkers_98;OverigeInterneTransportmiddelen_99;Kantoormachines_100;MachinesEnWerktuigen_101;Installaties_102;OverigeMaterieleActiva_103;ImmaterieleActiva_104
25;Totaal grootteklassen;Noord-Nederland;NV of BV;1995;75;0.6;0.3;0.3;0.0;0.0;0.0;0.0;43.0;35.0;8.0;40.0;11.0;14.0;15.0;-1.0;-1.0;0.0;0.0;2.0;6.0;6.0;1.0;35.0;27.0;8.0;8.0;0.0;2.0;2.0;0.0;4.0;11.0;6.0;0.0;1.0;1.0;4.0;2.0;4.0;14.0;11.0;3.0;1.0;15.0;2.0;1.0;0.0;0.0;0.0;1.0;8.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;3.0;5.0;0.0;5.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
26;Totaal grootteklassen;Noord-Nederland;NV of BV;1998;90;1.3;0.7;0.6;3.0;3.0;0.0;0.0;86.0;63.0;23.0;77.0;22.0;26.0;29.0;-2.0;-2.0;0.0;0.0;7.0;15.0;13.0;1.0;63.0;37.0;26.0;23.0;0.0;9.0;0.0;0.0;14.0;22.0;8.0;0.0;1.0;1.0;6.0;8.0;6.0;26.0;20.0;5.0;1.0;29.0;3.0;2.0;0.0;0.0;0.0;1.0;15.0;1.0;2.0;0.0;6.0;1.0;0.0;0.0;5.0;10.0;1.0;9.0;0.0;15.0;13.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
27;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;1992;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;1995;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;1998;10;0.0;0.0;0.0;14.0;13.0;1.0;0.0;4.0;3.0;1.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;1992;1029;2.6;1.1;1.5;772.0;677.0;89.0;7.0;217.0;202.0;15.0;187.0;45.0;55.0;87.0;-9.0;-10.0;1.0;0.0;20.0;55.0;49.0;6.0;202.0;178.0;25.0;15.0;0.0;9.0;1.0;0.0;5.0;45.0;32.0;4.0;8.0;10.0;9.0;6.0;7.0;55.0;41.0;12.0;2.0;87.0;9.0;8.0;0.0;0.0;0.0;0.0;38.0;2.0;2.0;1.0;18.0;3.0;-1.0;0.0;12.0;40.0;2.0;37.0;1.0;55.0;49.0;2.0;0.0;2.0;1.0;1.0;7.0;1.0;0.0;33.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0
31;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;1995;1046;4.6;2.8;1.8;1088.0;986.0;89.0;14.0;357.0;316.0;42.0;313.0;69.0;119.0;125.0;-8.0;-9.0;1.0;0.0;37.0;72.0;62.0;11.0;316.0;259.0;57.0;42.0;7.0;20.0;1.0;1.0;13.0;69.0;40.0;4.0;10.0;12.0;13.0;16.0;12.0;119.0;98.0;17.0;5.0;125.0;12.0;10.0;0.0;1.0;0.0;2.0;59.0;2.0;4.0;1.0;26.0;5.0;-1.0;1.0;22.0;52.0;4.0;47.0;2.0;72.0;62.0;1.0;0.0;2.0;1.0;2.0;9.0;2.0;0.0;43.0;1.0;1.0;0.0;11.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0
32;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;1998;1175;4.3;2.8;1.5;1290.0;1204.0;75.0;12.0;353.0;318.0;35.0;306.0;78.0;97.0;131.0;-9.0;-10.0;1.0;-1.0;38.0;82.0;73.0;10.0;318.0;243.0;75.0;35.0;0.0;15.0;1.0;1.0;19.0;78.0;44.0;2.0;11.0;11.0;20.0;15.0;18.0;97.0;73.0;19.0;4.0;131.0;13.0;11.0;0.0;1.0;0.0;2.0;60.0;3.0;4.0;2.0;26.0;5.0;-1.0;1.0;21.0;56.0;3.0;50.0;2.0;82.0;73.0;2.0;1.0;5.0;2.0;3.0;10.0;2.0;0.0;46.0;1.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;10.0;0.0;0.0;0.0
33;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;1992;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;1995;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;1998;23;0.4;0.3;0.1;0.0;0.0;0.0;0.0;27.0;24.0;3.0;24.0;6.0;10.0;8.0;0.0;0.0;0.0;0.0;2.0;5.0;4.0;0.0;24.0;22.0;3.0;3.0;0.0;2.0;0.0;0.0;1.0;6.0;4.0;0.0;1.0;1.0;2.0;2.0;1.0;10.0;8.0;2.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;5.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
36;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;1992;829;1.5;0.5;0.9;768.0;672.0;89.0;7.0;140.0;130.0;10.0;115.0;26.0;31.0;58.0;-7.0;-7.0;0.0;0.0;18.0;37.0;32.0;5.0;130.0;114.0;16.0;10.0;0.0;7.0;0.0;0.0;3.0;26.0;19.0;2.0;5.0;7.0;5.0;4.0;4.0;31.0;23.0;7.0;1.0;58.0;7.0;6.0;0.0;0.0;0.0;0.0;24.0;1.0;1.0;1.0;12.0;2.0;-1.0;0.0;8.0;27.0;1.0;25.0;1.0;37.0;32.0;1.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0;22.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
37;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;1995;851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;1998;989;2.2;1.3;0.9;1272.0;1187.0;74.0;12.0;204.0;185.0;19.0;168.0;43.0;44.0;81.0;-6.0;-7.0;1.0;0.0;29.0;54.0;46.0;8.0;185.0;143.0;42.0;19.0;0.0;8.0;0.0;1.0;10.0;43.0;25.0;2.0;6.0;8.0;10.0;6.0;11.0;44.0;33.0;10.0;2.0;81.0;8.0;7.0;0.0;1.0;0.0;1.0;36.0;1.0;2.0;1.0;17.0;3.0;-1.0;0.0;13.0;36.0;2.0;32.0;1.0;54.0;46.0;2.0;1.0;3.0;1.0;2.0;7.0;1.0;0.0;29.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0
39;Totaal grootteklassen;Oost-Nederland;NV of BV;1992;130;0.8;0.4;0.3;1.0;1.0;0.0;0.0;56.0;52.0;4.0;52.0;12.0;18.0;22.0;-2.0;-2.0;0.0;0.0;2.0;12.0;10.0;1.0;52.0;45.0;7.0;4.0;0.0;2.0;0.0;0.0;2.0;12.0;9.0;1.0;2.0;2.0;3.0;1.0;2.0;18.0;13.0;4.0;1.0;22.0;2.0;2.0;0.0;0.0;0.0;0.0;10.0;1.0;1.0;0.0;5.0;1.0;0.0;0.0;3.0;9.0;0.0;9.0;0.0;12.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
40;Totaal grootteklassen;Oost-Nederland;NV of BV;1995;130;1.1;0.6;0.5;2.0;2.0;0.0;0.0;80.0;71.0;9.0;73.0;17.0;25.0;31.0;-2.0;-2.0;0.0;0.0;4.0;17.0;16.0;1.0;71.0;54.0;17.0;9.0;0.0;4.0;0.0;0.0;4.0;17.0;10.0;1.0;3.0;3.0;4.0;2.0;5.0;25.0;19.0;4.0;1.0;31.0;3.0;3.0;0.0;0.0;0.0;1.0;15.0;1.0;2.0;0.0;6.0;1.0;0.0;0.0;5.0;12.0;1.0;11.0;0.0;17.0;16.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
41;Totaal grootteklassen;Oost-Nederland;NV of BV;1998;147;1.7;1.1;0.5;2.0;2.0;0.0;0.0;115.0;103.0;12.0;107.0;27.0;40.0;40.0;-3.0;-3.0;0.0;-1.0;5.0;22.0;21.0;1.0;103.0;74.0;29.0;12.0;0.0;4.0;0.0;0.0;8.0;27.0;15.0;1.0;4.0;2.0;8.0;7.0;5.0;40.0;31.0;7.0;2.0;40.0;4.0;3.0;0.0;0.0;0.0;1.0;19.0;1.0;2.0;0.0;8.0;1.0;0.0;0.0;7.0;15.0;1.0;14.0;1.0;22.0;21.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
42;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;1992;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;1995;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;1998;16;0.1;0.1;0.0;16.0;15.0;1.0;0.0;7.0;6.0;1.0;6.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;6.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
45;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;1992;2049;4.6;2.0;2.6;1421.0;1274.0;130.0;17.0;295.0;276.0;18.0;243.0;52.0;90.0;101.0;-9.0;-10.0;1.0;0.0;42.0;60.0;52.0;8.0;276.0;247.0;29.0;18.0;0.0;11.0;1.0;0.0;7.0;52.0;30.0;3.0;12.0;6.0;10.0;5.0;17.0;90.0;67.0;19.0;3.0;101.0;10.0;8.0;0.0;1.0;1.0;1.0;47.0;3.0;3.0;1.0;21.0;4.0;-2.0;1.0;16.0;43.0;2.0;39.0;2.0;60.0;52.0;1.0;1.0;3.0;1.0;2.0;8.0;1.0;0.0;34.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0
46;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;1995;2238;6.9;3.1;3.8;2194.0;1997.0;182.0;19.0;483.0;430.0;53.0;397.0;101.0;134.0;163.0;-12.0;-12.0;1.0;-1.0;73.0;100.0;84.0;16.0;430.0;337.0;94.0;53.0;0.0;24.0;1.0;1.0;27.0;101.0;43.0;3.0;13.0;10.0;17.0;20.0;38.0;134.0;102.0;26.0;6.0;163.0;15.0;13.0;0.0;1.0;1.0;6.0;77.0;4.0;6.0;2.0;34.0;7.0;-3.0;1.0;26.0;65.0;4.0;57.0;3.0;100.0;84.0;3.0;1.0;5.0;1.0;4.0;14.0;2.0;1.0;51.0;1.0;1.0;0.0;16.0;1.0;0.0;1.0;0.0;2.0;3.0;0.0;0.0;9.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0
47;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;1998;2702;9.6;4.7;4.9;2705.0;2518.0;165.0;24.0;640.0;566.0;74.0;522.0;136.0;182.0;205.0;-11.0;-13.0;3.0;-1.0;106.0;124.0;103.0;20.0;566.0;388.0;177.0;74.0;1.0;21.0;2.0;3.0;47.0;136.0;60.0;3.0;14.0;10.0;33.0;25.0;51.0;182.0;137.0;36.0;9.0;205.0;19.0;15.0;1.0;2.0;1.0;9.0;98.0;6.0;6.0;3.0;38.0;8.0;-2.0;1.0;38.0;79.0;6.0;69.0;4.0;124.0;103.0;4.0;1.0;7.0;2.0;6.0;17.0;3.0;1.0;60.0;1.0;2.0;0.0;20.0;2.0;0.0;1.0;0.0;2.0;3.0;1.0;0.0;12.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;10.0;0.0;0.0;1.0
48;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;1992;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;1995;19;0.1;0.1;0.0;3.0;3.0;0.0;0.0;10.0;9.0;1.0;10.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;9.0;5.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;0.0;1.0;0.0;1.0;3.0;0.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;1998;19;0.3;0.2;0.0;0.0;0.0;0.0;0.0;14.0;10.0;5.0;14.0;3.0;9.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;10.0;10.0;0.0;5.0;1.0;0.0;0.0;0.0;4.0;3.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;9.0;6.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;1992;1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;1995;1930;4.5;1.8;2.7;2156.0;1962.0;179.0;19.0;335.0;300.0;35.0;261.0;59.0;85.0;117.0;-9.0;-10.0;0.0;0.0;65.0;74.0;60.0;14.0;300.0;242.0;58.0;35.0;0.0;20.0;1.0;1.0;13.0;59.0;28.0;2.0;8.0;8.0;10.0;12.0;20.0;85.0;64.0;17.0;4.0;117.0;11.0;10.0;0.0;1.0;1.0;2.0;55.0;2.0;4.0;1.0;26.0;5.0;-3.0;1.0;18.0;49.0;3.0;44.0;2.0;74.0;60.0;2.0;1.0;4.0;1.0;2.0;11.0;1.0;0.0;36.0;1.0;1.0;0.0;14.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;7.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0
53;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;1998;2348;5.2;2.5;2.8;2655.0;2473.0;160.0;24.0;386.0;354.0;32.0;296.0;74.0;89.0;133.0;-8.0;-9.0;2.0;0.0;83.0;85.0;70.0;15.0;354.0;247.0;108.0;32.0;0.0;16.0;1.0;1.0;14.0;74.0;32.0;2.0;9.0;7.0;14.0;13.0;30.0;89.0;66.0;19.0;3.0;133.0;13.0;11.0;1.0;1.0;1.0;3.0;61.0;2.0;3.0;2.0;26.0;6.0;-2.0;1.0;23.0;55.0;5.0;48.0;3.0;85.0;70.0;3.0;1.0;4.0;0.0;4.0;12.0;2.0;0.0;41.0;1.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;9.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;6.0;0.0;0.0;0.0
54;Totaal grootteklassen;West-Nederland;NV of BV;1992;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Totaal grootteklassen;West-Nederland;NV of BV;1995;261;2.3;1.2;1.1;3.0;3.0;0.0;0.0;132.0;117.0;16.0;123.0;36.0;45.0;41.0;-3.0;-2.0;0.0;0.0;7.0;20.0;18.0;2.0;117.0;87.0;30.0;16.0;0.0;2.0;0.0;0.0;13.0;36.0;13.0;1.0;4.0;2.0;6.0;5.0;18.0;45.0;35.0;8.0;2.0;41.0;3.0;3.0;0.0;0.0;0.0;4.0;20.0;2.0;2.0;1.0;7.0;1.0;0.0;0.0;7.0;13.0;1.0;12.0;1.0;20.0;18.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;12.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
56;Totaal grootteklassen;West-Nederland;NV of BV;1998;297;3.4;1.9;1.4;7.0;7.0;0.0;0.0;224.0;187.0;36.0;199.0;56.0;78.0;66.0;-3.0;-3.0;1.0;-1.0;21.0;34.0;31.0;4.0;187.0;122.0;66.0;36.0;0.0;5.0;1.0;2.0;29.0;56.0;24.0;1.0;3.0;2.0;18.0;12.0;19.0;78.0;59.0;14.0;5.0;66.0;5.0;4.0;0.0;1.0;0.0;5.0;34.0;4.0;3.0;1.0;11.0;2.0;0.0;0.0;14.0;22.0;2.0;19.0;1.0;34.0;31.0;1.0;0.0;3.0;2.0;2.0;4.0;1.0;0.0;17.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0
57;Totaal grootteklassen;West-Nederland;Andere rechtsvormen;1992;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Totaal grootteklassen;West-Nederland;Andere rechtsvormen;1995;28;0.1;0.0;0.0;32.0;30.0;2.0;0.0;5.0;4.0;1.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;0.0;4.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
