ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
2542;52 Opslag, dienstverlening voor vervoer;2015;5006.0;3944.0;1062.0;5000.0;3.4;4.2;3.1;65.1;51.3;65.1;36.7;28.9;36.6;0.7;1.4;0.4;1.3;2.1;1.0;77.0;136.0;163.0;158.0;5.0;2.7;2.1;86.0;64.0;21.0;62.0;52.0;10.0;24.0;13.0;11.0;3.1
2543;52 Opslag, dienstverlening voor vervoer;2016;5262.0;4132.0;1130.0;5250.0;5.1;4.8;5.0;65.8;51.7;65.7;37.0;29.0;36.9;1.0;0.7;0.9;0.8;0.5;0.7;80.0;142.0;169.0;164.0;5.0;4.0;4.3;89.0;67.0;22.0;64.0;53.0;11.0;25.0;13.0;12.0;3.8
2544;53 Post en koeriers;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2545;53 Post en koeriers;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2546;53 Post en koeriers;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2547;53 Post en koeriers;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2548;53 Post en koeriers;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2549;53 Post en koeriers;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2550;53 Post en koeriers;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2551;53 Post en koeriers;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2552;53 Post en koeriers;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2553;53 Post en koeriers;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2554;53 Post en koeriers;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2555;53 Post en koeriers;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2556;53 Post en koeriers;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2557;53 Post en koeriers;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2558;53 Post en koeriers;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2559;53 Post en koeriers;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2560;53 Post en koeriers;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2561;53 Post en koeriers;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2562;53 Post en koeriers;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2563;53 Post en koeriers;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2564;53 Post en koeriers;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2565;53 Post en koeriers;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2566;53 Post en koeriers;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2567;53 Post en koeriers;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2568;53 Post en koeriers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2569;53 Post en koeriers;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2570;53 Post en koeriers;1995;1463.0;1239.0;224.0;1461.0;;;;26.1;22.1;26.1;18.2;15.4;18.1;;;;;;;56.0;81.0;;;;;;72.0;52.0;20.0;;;;;;;
2571;53 Post en koeriers;1996;1490.0;1256.0;234.0;1485.0;1.8;1.3;1.6;26.0;21.9;25.9;17.7;14.9;17.7;-0.4;-0.9;-0.6;-2.5;-3.0;-2.7;57.0;84.0;;;;2.2;4.4;73.0;52.0;21.0;;;;;;;1.1
2572;53 Post en koeriers;1997;1566.0;1297.0;269.0;1556.0;5.1;3.3;4.8;26.9;22.3;26.7;18.6;15.4;18.5;3.4;1.6;3.1;4.9;3.1;4.6;58.0;84.0;;;;1.7;0.2;74.0;53.0;21.0;;;;;;;1.6
2573;53 Post en koeriers;1998;1584.0;1207.0;377.0;1571.0;1.1;-7.0;0.9;27.7;21.1;27.5;19.2;14.6;19.1;3.1;-5.2;2.9;3.4;-4.8;3.2;57.0;82.0;;;;-1.9;-2.2;74.0;53.0;21.0;;;;;;;-1.1
2574;53 Post en koeriers;1999;1678.0;1299.0;379.0;1663.0;6.0;7.7;5.9;28.2;21.9;28.0;19.5;15.1;19.3;1.8;3.4;1.8;1.6;3.2;1.5;59.0;86.0;;;;4.1;4.3;77.0;54.0;23.0;;;;;;;4.4
2575;53 Post en koeriers;2000;1818.0;1364.0;454.0;1802.0;8.3;4.9;8.3;29.8;22.4;29.5;20.9;15.7;20.8;5.6;2.3;5.6;7.3;4.0;7.3;61.0;87.0;;;;2.6;0.9;79.0;54.0;25.0;;;;;;;2.6
2576;53 Post en koeriers;2001;1867.0;1432.0;435.0;1849.0;2.7;5.0;2.6;35.5;27.2;35.1;21.5;16.5;21.3;19.0;21.7;18.9;2.6;4.9;2.5;53.0;87.0;;;;-13.7;0.1;79.0;54.0;26.0;;;;;;;0.6
2577;53 Post en koeriers;2002;1922.0;1464.0;458.0;1904.0;3.0;2.2;3.0;36.9;28.1;36.5;22.4;17.1;22.2;4.0;3.3;4.0;4.2;3.5;4.3;52.0;86.0;;;;-1.0;-1.2;79.0;53.0;26.0;;;;;;;-0.4
2578;53 Post en koeriers;2003;1941.0;1436.0;505.0;1925.0;1.0;-1.9;1.1;39.1;28.9;38.7;23.6;17.5;23.4;5.9;2.9;6.1;5.3;2.3;5.4;50.0;82.0;;;;-4.7;-4.1;76.0;51.0;25.0;;;;;;;-3.3
2579;53 Post en koeriers;2004;1973.0;1469.0;504.0;1952.0;1.7;2.3;1.4;40.0;29.8;39.6;23.6;17.5;23.3;2.4;3.0;2.1;-0.2;0.4;-0.4;49.0;84.0;;;;-0.7;1.8;76.0;51.0;25.0;;;;;;;-0.6
2580;53 Post en koeriers;2005;1889.0;1446.0;443.0;1871.0;-4.2;-1.5;-4.1;39.8;30.5;39.5;23.7;18.1;23.5;-0.4;2.4;-0.3;0.6;3.4;0.7;47.0;80.0;;;;-3.9;-4.8;74.0;49.0;25.0;;;;;;;-1.9
2581;53 Post en koeriers;2006;1884.0;1455.0;429.0;1868.0;-0.3;0.6;-0.2;40.3;31.1;40.0;24.3;18.8;24.1;1.2;2.1;1.3;2.5;3.5;2.7;47.0;78.0;;;;-1.4;-2.8;73.0;49.0;24.0;;;;;;;-1.9
2582;53 Post en koeriers;2007;1895.0;1459.0;436.0;1878.0;0.6;0.3;0.5;41.7;32.1;41.3;25.0;19.3;24.8;3.4;3.1;3.3;3.1;2.8;3.1;45.0;76.0;;;;-2.7;-2.5;72.0;48.0;24.0;;;;;;;-1.2
2583;53 Post en koeriers;2008;1914.0;1452.0;462.0;1897.0;1.0;-0.5;1.0;43.1;32.7;42.7;26.0;19.7;25.8;3.5;2.0;3.5;3.7;2.2;3.8;44.0;74.0;;;;-2.4;-2.7;72.0;47.0;25.0;;;;;;;-0.2
2584;53 Post en koeriers;2009;1840.0;1410.0;430.0;1822.0;-3.9;-2.9;-3.9;42.8;32.8;42.4;25.6;19.6;25.3;-0.6;0.4;-0.7;-1.6;-0.7;-1.7;43.0;72.0;;;;-3.3;-2.3;73.0;48.0;25.0;;;;;;;1.7
2585;53 Post en koeriers;2010;1745.0;1335.0;410.0;1726.0;-5.2;-5.3;-5.3;43.0;32.9;42.6;25.8;19.8;25.5;0.5;0.3;0.4;1.0;0.9;0.9;41.0;68.0;81.0;80.0;1.0;-5.6;-6.1;70.0;45.0;26.0;23.0;21.0;2.0;47.0;24.0;23.0;-3.7
2586;53 Post en koeriers;2011;1825.0;1342.0;483.0;1810.0;4.6;0.6;4.9;46.4;34.1;46.0;27.6;20.3;27.4;7.8;3.6;8.1;6.8;2.6;7.1;39.0;66.0;79.0;78.0;1.0;-2.9;-2.0;70.0;45.0;26.0;21.0;19.0;2.0;49.0;25.0;24.0;0.0
2587;53 Post en koeriers;2012;1779.0;1303.0;476.0;1765.0;-2.6;-2.9;-2.5;45.9;33.6;45.6;27.4;20.1;27.2;-1.0;-1.4;-1.0;-0.8;-1.1;-0.7;39.0;65.0;78.0;77.0;1.0;-1.6;-1.8;72.0;44.0;28.0;20.0;18.0;2.0;52.0;26.0;25.0;2.4
2588;53 Post en koeriers;2013;1796.0;1236.0;560.0;1788.0;0.9;-5.2;1.3;48.6;33.5;48.4;29.3;20.2;29.2;5.9;-0.5;6.3;7.1;0.6;7.5;37.0;61.0;74.0;73.0;1.0;-4.7;-5.8;72.0;43.0;29.0;19.0;17.0;2.0;53.0;26.0;27.0;-0.1
2589;53 Post en koeriers;2014;1563.0;1147.0;416.0;1557.0;-13.0;-7.2;-12.9;45.3;33.3;45.2;27.2;19.9;27.0;-6.8;-0.6;-6.7;-7.4;-1.2;-7.3;34.0;58.0;69.0;68.0;1.0;-6.6;-6.0;69.0;40.0;28.0;18.0;16.0;2.0;51.0;25.0;26.0;-4.8
2590;53 Post en koeriers;2015;1498.0;1097.0;401.0;1493.0;-4.2;-4.4;-4.1;46.6;34.1;46.4;28.0;20.5;27.9;2.8;2.5;2.8;3.1;2.8;3.2;32.0;54.0;65.0;64.0;1.0;-6.8;-7.0;64.0;37.0;28.0;16.0;14.0;2.0;49.0;23.0;26.0;-6.0
2591;53 Post en koeriers;2016;1432.0;1084.0;348.0;1425.0;-4.4;-1.1;-4.6;45.9;34.8;45.7;27.4;20.7;27.3;-1.5;1.9;-1.7;-2.1;1.2;-2.3;31.0;52.0;63.0;62.0;1.0;-3.0;-2.3;60.0;34.0;26.0;15.0;13.0;2.0;46.0;21.0;24.0;-6.2
2592;I Horeca;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2593;I Horeca;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2594;I Horeca;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2595;I Horeca;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2596;I Horeca;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2597;I Horeca;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2598;I Horeca;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2599;I Horeca;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2600;I Horeca;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2601;I Horeca;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2602;I Horeca;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2603;I Horeca;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2604;I Horeca;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;I Horeca;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2606;I Horeca;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2607;I Horeca;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2608;I Horeca;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2609;I Horeca;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2610;I Horeca;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2611;I Horeca;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2612;I Horeca;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2613;I Horeca;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2614;I Horeca;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2615;I Horeca;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2616;I Horeca;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2617;I Horeca;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2618;I Horeca;1995;2797.0;2437.0;360.0;2787.0;;;;19.2;16.7;19.1;11.8;10.3;11.7;;;;;;;146.0;237.0;;;;;;255.0;117.0;138.0;;;;;;;
2619;I Horeca;1996;2896.0;2523.0;373.0;2859.0;3.6;3.6;2.6;19.8;17.3;19.6;12.1;10.5;11.9;3.3;3.3;2.4;2.4;2.4;1.5;146.0;240.0;;;;0.2;1.1;256.0;121.0;136.0;;;;;;;0.5
2620;I Horeca;1997;3094.0;2734.0;360.0;3028.0;6.8;8.3;5.8;21.0;18.6;20.6;12.8;11.3;12.5;5.9;7.5;5.0;6.1;7.7;5.2;147.0;241.0;;;;0.8;0.6;261.0;121.0;140.0;;;;;;;2.0
2621;I Horeca;1998;3276.0;2719.0;557.0;3183.0;5.9;-0.5;5.2;21.0;17.5;20.4;12.8;10.6;12.5;0.1;-6.0;-0.6;0.1;-6.0;-0.6;156.0;256.0;;;;5.8;5.9;273.0;130.0;142.0;;;;;;;4.2
2622;I Horeca;1999;3590.0;2947.0;643.0;3481.0;9.5;8.4;9.3;22.5;18.5;21.8;13.7;11.2;13.2;7.0;5.8;6.7;6.5;5.3;6.2;159.0;263.0;;;;2.4;2.9;279.0;131.0;148.0;;;;;;;2.3
2623;I Horeca;2000;3982.0;3232.0;750.0;3869.0;10.9;9.7;11.2;24.2;19.6;23.5;14.8;12.0;14.4;7.5;6.2;7.7;8.3;7.0;8.5;165.0;269.0;;;;3.2;2.4;294.0;139.0;156.0;;;;;;;5.6
2624;I Horeca;2001;4123.0;3406.0;717.0;4002.0;3.5;5.4;3.4;24.7;20.4;24.0;15.1;12.5;14.6;2.2;4.0;2.1;2.0;3.8;1.9;167.0;273.0;;;;1.3;1.5;302.0;142.0;160.0;;;;;;;2.6
2625;I Horeca;2002;4170.0;3446.0;724.0;4043.0;1.2;1.2;1.1;25.4;21.0;24.6;15.6;12.9;15.1;2.7;2.7;2.6;3.4;3.4;3.3;164.0;267.0;;;;-1.5;-2.2;304.0;143.0;161.0;;;;;;;0.8
2626;I Horeca;2003;4150.0;3417.0;733.0;4050.0;-0.5;-0.9;0.1;26.1;21.5;25.5;15.8;13.0;15.4;2.8;2.4;3.5;1.5;1.1;2.1;159.0;262.0;;;;-3.2;-2.0;300.0;141.0;159.0;;;;;;;-1.2
2627;I Horeca;2004;4151.0;3445.0;706.0;4045.0;0.0;0.8;-0.1;26.6;22.0;25.9;15.7;13.0;15.3;1.8;2.6;1.6;-0.9;-0.1;-1.1;156.0;265.0;;;;-1.7;0.9;294.0;139.0;155.0;;;;;;;-2.1
2628;I Horeca;2005;4202.0;3514.0;688.0;4113.0;1.2;2.0;1.7;26.9;22.5;26.3;16.1;13.4;15.7;1.3;2.0;1.7;2.4;3.1;2.8;156.0;262.0;;;;0.0;-1.1;296.0;139.0;157.0;;;;;;;0.7
2629;I Horeca;2006;4339.0;3677.0;662.0;4262.0;3.3;4.7;3.7;27.1;23.0;26.6;16.2;13.7;15.9;0.8;2.1;1.1;0.8;2.2;1.2;160.0;268.0;;;;2.5;2.4;304.0;144.0;160.0;;;;;;;2.6
2630;I Horeca;2007;4536.0;3839.0;697.0;4459.0;4.5;4.4;4.6;27.5;23.3;27.0;16.5;13.9;16.2;1.4;1.3;1.5;1.7;1.6;1.7;165.0;276.0;;;;3.0;2.8;317.0;152.0;166.0;;;;;;;4.4
2631;I Horeca;2008;4713.0;3964.0;749.0;4634.0;3.9;3.2;3.9;28.0;23.6;27.6;16.8;14.1;16.5;2.0;1.4;2.0;2.1;1.4;2.1;168.0;281.0;;;;1.8;1.8;323.0;155.0;169.0;;;;;;;1.9
2632;I Horeca;2009;4748.0;4021.0;727.0;4666.0;0.8;1.5;0.7;28.7;24.3;28.2;17.0;14.4;16.7;2.2;2.9;2.2;1.2;1.9;1.1;166.0;280.0;;;;-1.4;-0.4;320.0;154.0;166.0;;;;;;;-1.0
2633;I Horeca;2010;4897.0;4099.0;798.0;4808.0;3.1;1.9;3.0;29.1;24.3;28.6;17.1;14.4;16.8;1.5;0.3;1.4;0.9;-0.2;0.9;168.0;286.0;335.0;331.0;4.0;1.6;2.2;326.0;156.0;170.0;83.0;56.0;26.0;243.0;99.0;144.0;1.8
2634;I Horeca;2011;5103.0;4273.0;830.0;5039.0;4.2;4.2;4.8;29.3;24.6;29.0;17.1;14.3;16.9;0.9;0.9;1.5;-0.2;-0.1;0.4;174.0;298.0;347.0;343.0;4.0;3.3;4.4;339.0;163.0;175.0;84.0;58.0;26.0;255.0;105.0;149.0;3.9
2635;I Horeca;2012;5244.0;4343.0;901.0;5189.0;2.8;1.6;3.0;29.8;24.7;29.5;17.6;14.6;17.4;1.6;0.5;1.8;2.7;1.6;2.9;176.0;298.0;352.0;348.0;4.0;1.2;0.1;344.0;166.0;178.0;83.0;58.0;25.0;261.0;108.0;153.0;1.7
2636;I Horeca;2013;5361.0;4409.0;952.0;5313.0;2.2;1.5;2.4;30.2;24.8;29.9;17.7;14.6;17.6;1.4;0.7;1.5;0.9;0.2;1.1;177.0;302.0;357.0;353.0;4.0;0.8;1.3;346.0;167.0;179.0;83.0;57.0;25.0;263.0;109.0;153.0;0.4
2637;I Horeca;2014;5618.0;4566.0;1052.0;5598.0;4.8;3.6;5.4;30.9;25.1;30.8;18.0;14.6;18.0;2.2;1.0;2.7;1.5;0.3;2.1;182.0;312.0;366.0;362.0;4.0;2.6;3.2;357.0;172.0;185.0;82.0;57.0;25.0;275.0;115.0;160.0;3.3
2638;I Horeca;2015;5866.0;4819.0;1047.0;5845.0;4.4;5.6;4.4;30.6;25.1;30.5;17.9;14.7;17.8;-0.9;0.2;-0.9;-0.9;0.2;-0.9;192.0;329.0;387.0;383.0;4.0;5.3;5.4;374.0;180.0;194.0;85.0;59.0;26.0;289.0;121.0;167.0;4.7
2639;I Horeca;2016;6241.0;5094.0;1147.0;6217.0;6.4;5.7;6.3;30.7;25.0;30.5;17.9;14.6;17.9;0.2;-0.4;0.2;0.5;-0.2;0.4;204.0;348.0;410.0;409.0;1.0;6.2;5.9;390.0;189.0;201.0;90.0;62.0;28.0;300.0;127.0;173.0;4.3
2640;J Informatie en communicatie;1969;695.0;545.0;150.0;;;;;10.3;8.1;;4.8;3.8;;;;;;;;67.0;145.0;;;;;;74.0;57.0;17.0;;;;;;;
2641;J Informatie en communicatie;1970;795.0;625.0;170.0;;14.6;14.8;;11.4;9.0;;5.4;4.3;;10.8;10.9;;13.2;13.4;;70.0;147.0;;;;3.4;1.2;77.0;59.0;18.0;;;;;;;3.4
2642;J Informatie en communicatie;1971;922.0;718.0;204.0;;15.8;14.8;;13.0;10.1;;6.3;4.9;;13.7;12.7;;15.7;14.7;;71.0;147.0;;;;1.8;0.1;79.0;60.0;18.0;;;;;;;2.0
2643;J Informatie en communicatie;1972;1019.0;789.0;230.0;;10.6;10.0;;14.4;11.2;;7.0;5.5;;11.1;10.5;;12.2;11.5;;71.0;145.0;;;;-0.5;-1.4;78.0;60.0;19.0;;;;;;;-0.5
2644;J Informatie en communicatie;1973;1200.0;911.0;289.0;;17.7;15.4;;16.8;12.7;;8.3;6.3;;16.4;14.1;;17.3;15.0;;71.0;145.0;;;;1.2;0.4;79.0;60.0;19.0;;;;;;;1.4
2645;J Informatie en communicatie;1974;1386.0;1048.0;338.0;;15.5;15.0;;19.2;14.5;;9.7;7.3;;14.3;13.8;;17.4;17.0;;72.0;143.0;;;;1.1;-1.6;80.0;60.0;20.0;;;;;;;1.3
2646;J Informatie en communicatie;1975;1590.0;1205.0;385.0;;14.7;15.0;;21.9;16.6;;11.4;8.6;;13.9;14.2;;17.3;17.6;;73.0;140.0;;;;0.7;-2.2;81.0;61.0;20.0;;;;;;;1.0
2647;J Informatie en communicatie;1976;1796.0;1355.0;441.0;;12.9;12.5;;24.4;18.4;;12.6;9.5;;11.5;11.1;;10.2;9.8;;74.0;143.0;;;;1.3;2.5;82.0;62.0;20.0;;;;;;;1.6
2648;J Informatie en communicatie;1977;2001.0;1522.0;479.0;;11.5;12.4;;26.7;20.3;;13.8;10.5;;9.3;10.2;;10.0;10.8;;75.0;145.0;;;;2.0;1.4;84.0;63.0;21.0;;;;;;;2.3
2649;J Informatie en communicatie;1978;2199.0;1678.0;521.0;;9.9;10.2;;28.3;21.6;;15.0;11.4;;6.3;6.7;;8.4;8.7;;78.0;147.0;;;;3.4;1.4;87.0;65.0;22.0;;;;;;;3.4
2650;J Informatie en communicatie;1979;2379.0;1807.0;572.0;;8.2;7.7;;29.5;22.4;;15.6;11.8;;4.1;3.7;;4.2;3.7;;81.0;153.0;;;;3.9;3.8;91.0;68.0;23.0;;;;;;;4.1
2651;J Informatie en communicatie;1980;2526.0;1911.0;615.0;;6.2;5.7;;30.5;23.1;;16.3;12.3;;3.3;2.8;;4.4;4.0;;83.0;155.0;;;;2.8;1.7;94.0;70.0;24.0;;;;;;;3.2
2652;J Informatie en communicatie;1981;2560.0;1944.0;616.0;;1.3;1.7;;30.6;23.2;;15.9;12.1;;0.4;0.7;;-2.3;-2.0;;84.0;161.0;;;;1.0;3.7;95.0;70.0;25.0;;;;;;;1.2
2653;J Informatie en communicatie;1982;2614.0;1998.0;616.0;;2.1;2.8;;31.6;24.2;;16.5;12.6;;3.3;4.0;;3.7;4.4;;83.0;159.0;;;;-1.2;-1.5;94.0;69.0;25.0;;;;;;;-0.7
2654;J Informatie en communicatie;1983;2710.0;2043.0;667.0;;3.6;2.2;;33.1;25.0;;17.4;13.1;;4.8;3.3;;5.5;4.1;;82.0;156.0;;;;-1.1;-1.8;94.0;69.0;25.0;;;;;;;-0.7
2655;J Informatie en communicatie;1984;2722.0;2071.0;651.0;;0.5;1.4;;31.9;24.3;;17.6;13.4;;-3.7;-2.8;;1.1;2.0;;85.0;155.0;;;;4.4;-0.6;95.0;69.0;26.0;;;;;;;1.1
2656;J Informatie en communicatie;1985;2817.0;2171.0;646.0;;3.5;4.8;;33.1;25.5;;17.9;13.8;;3.8;5.1;;1.6;2.9;;85.0;158.0;;;;-0.3;1.8;97.0;71.0;26.0;;;;;;;2.9
2657;J Informatie en communicatie;1986;3046.0;2367.0;679.0;;8.1;9.1;;34.8;27.0;;18.8;14.6;;5.0;5.9;;5.3;6.2;;88.0;162.0;;;;3.0;2.7;100.0;72.0;28.0;;;;;;;2.9
2658;J Informatie en communicatie;1987;3111.0;2426.0;685.0;;2.1;2.5;;33.6;26.2;;19.1;14.9;;-3.3;-3.0;;1.4;1.8;;93.0;163.0;;;;5.6;0.7;103.0;73.0;29.0;;;;;;;2.5
2659;J Informatie en communicatie;1988;3268.0;2586.0;682.0;;5.1;6.6;;34.9;27.6;;19.7;15.6;;3.8;5.4;;3.4;4.9;;94.0;166.0;;;;1.2;1.6;105.0;76.0;29.0;;;;;;;2.1
2660;J Informatie en communicatie;1989;3523.0;2843.0;680.0;;7.8;10.0;;35.7;28.8;;20.1;16.2;;2.2;4.2;;1.9;3.9;;99.0;175.0;;;;5.5;5.8;111.0;78.0;32.0;;;;;;;5.9
2661;J Informatie en communicatie;1990;3790.0;3326.0;464.0;;7.5;17.0;;36.8;32.3;;20.7;18.2;;3.2;12.2;;3.2;12.3;;103.0;183.0;;;;4.2;4.2;116.0;81.0;36.0;;;;;;;4.9
2662;J Informatie en communicatie;1991;4148.0;3649.0;499.0;;9.5;9.7;;38.7;34.0;;21.8;19.2;;5.0;5.3;;5.0;5.3;;107.0;190.0;;;;4.2;4.2;122.0;84.0;38.0;;;;;;;4.7
2663;J Informatie en communicatie;1992;4428.0;3870.0;558.0;;6.7;6.0;;39.9;34.9;;22.3;19.5;;3.3;2.6;;2.3;1.7;;111.0;199.0;;;;3.4;4.3;126.0;86.0;40.0;;;;;;;3.5
2664;J Informatie en communicatie;1993;4532.0;3983.0;549.0;;2.3;2.9;;41.2;36.2;;23.1;20.3;;3.1;3.7;;3.4;4.0;;110.0;197.0;;;;-0.8;-1.0;124.0;85.0;39.0;;;;;;;-1.4
2665;J Informatie en communicatie;1994;4618.0;4053.0;565.0;;1.9;1.8;;42.3;37.2;;23.5;20.6;;2.8;2.7;;1.9;1.7;;109.0;197.0;;;;-0.9;0.1;127.0;86.0;42.0;;;;;;;2.5
2666;J Informatie en communicatie;1995;5052.0;4411.0;641.0;5037.0;9.4;8.8;;43.5;37.9;43.3;24.1;21.0;24.0;2.6;2.1;;2.5;2.0;;116.0;210.0;;;;6.6;6.7;136.0;94.0;42.0;;;;;;;6.6
2667;J Informatie en communicatie;1996;5645.0;4926.0;719.0;5610.0;11.7;11.7;11.4;43.1;37.6;42.8;23.7;20.7;23.5;-0.8;-0.8;-1.1;-1.6;-1.7;-1.9;131.0;238.0;;;;12.6;13.6;152.0;106.0;46.0;;;;;;;11.7
2668;J Informatie en communicatie;1997;6500.0;5750.0;750.0;6457.0;15.1;16.7;15.1;44.2;39.1;43.9;24.4;21.6;24.3;2.5;3.9;2.5;3.1;4.5;3.1;147.0;266.0;;;;12.3;11.6;168.0;119.0;50.0;;;;;;;10.8
2669;J Informatie en communicatie;1998;7779.0;6442.0;1337.0;7720.0;19.7;12.1;19.6;45.7;37.8;45.3;25.2;20.9;25.0;3.3;-3.3;3.2;3.2;-3.4;3.1;170.0;309.0;;;;15.9;16.1;194.0;138.0;55.0;;;;;;;15.2
2670;J Informatie en communicatie;1999;9112.0;7534.0;1578.0;9065.0;17.1;16.9;17.4;47.8;39.5;47.6;26.2;21.7;26.1;4.7;4.5;5.0;4.0;3.9;4.3;191.0;348.0;;;;11.9;12.6;216.0;153.0;63.0;;;;;;;11.8
2671;J Informatie en communicatie;2000;10566.0;8604.0;1962.0;10520.0;15.9;14.2;16.0;50.8;41.4;50.6;28.0;22.8;27.8;6.3;4.6;6.3;6.6;5.0;6.7;208.0;378.0;;;;9.1;8.7;237.0;166.0;71.0;;;;;;;9.6
2672;J Informatie en communicatie;2001;11297.0;9559.0;1738.0;11251.0;6.9;11.1;6.9;49.4;41.8;49.2;28.4;24.0;28.3;-2.8;1.0;-2.8;1.6;5.6;1.6;229.0;398.0;;;;10.0;5.2;251.0;175.0;76.0;;;;;;;5.8
2673;J Informatie en communicatie;2002;11041.0;9165.0;1876.0;10987.0;-2.3;-4.1;-2.3;52.3;43.4;52.0;30.2;25.0;30.0;5.8;3.8;5.7;6.1;4.1;6.1;211.0;366.0;;;;-7.6;-7.9;233.0;163.0;70.0;;;;;;;-6.9
