ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
1429;29-30 Transportmiddelenindustrie;2006;1695.0;1356.0;339.0;1677.0;1.4;1.0;1.5;47.7;38.2;47.2;27.0;21.6;26.7;3.1;2.6;3.1;3.5;3.0;3.6;36.0;63.0;;;;-1.6;-2.0;38.0;34.0;4.0;;;;;;;-1.2
1430;29-30 Transportmiddelenindustrie;2007;1748.0;1394.0;354.0;1729.0;3.2;2.9;3.2;48.9;39.0;48.4;27.7;22.1;27.4;2.6;2.2;2.5;2.6;2.3;2.6;36.0;63.0;;;;0.6;0.6;38.0;34.0;4.0;;;;;;;1.2
1431;29-30 Transportmiddelenindustrie;2008;1889.0;1503.0;386.0;1867.0;8.0;7.8;7.9;51.1;40.7;50.6;29.2;23.3;28.9;4.6;4.4;4.5;5.5;5.2;5.4;37.0;65.0;;;;3.3;2.4;40.0;35.0;5.0;;;;;;;4.2
1432;29-30 Transportmiddelenindustrie;2009;1913.0;1543.0;370.0;1799.0;1.3;2.6;-3.7;52.4;42.3;49.3;31.9;25.7;30.0;2.5;3.9;-2.5;9.1;10.6;3.8;36.0;60.0;;;;-1.2;-7.2;39.0;34.0;5.0;;;;;;;-1.7
1433;29-30 Transportmiddelenindustrie;2010;1889.0;1516.0;373.0;1829.0;-1.2;-1.7;1.7;53.6;43.0;51.9;31.2;25.1;30.3;2.3;1.8;5.4;-2.1;-2.6;0.8;35.0;60.0;73.0;72.0;1.0;-3.4;0.9;38.0;33.0;4.0;32.0;30.0;2.0;6.0;3.0;2.0;-3.7
1434;29-30 Transportmiddelenindustrie;2011;1973.0;1581.0;392.0;1932.0;4.4;4.3;5.6;56.5;45.3;55.3;32.0;25.6;31.3;5.3;5.1;6.5;2.5;2.3;3.6;35.0;62.0;72.0;71.0;1.0;-0.8;1.9;37.0;33.0;4.0;31.0;29.0;2.0;7.0;4.0;2.0;-0.5
1435;29-30 Transportmiddelenindustrie;2012;1994.0;1587.0;407.0;1963.0;1.1;0.4;1.7;58.3;46.4;57.4;33.3;26.5;32.8;3.2;2.5;3.8;4.0;3.3;4.5;34.0;60.0;71.0;70.0;1.0;-2.0;-2.7;36.0;32.0;4.0;30.0;29.0;2.0;6.0;4.0;2.0;-2.5
1436;29-30 Transportmiddelenindustrie;2013;2002.0;1599.0;403.0;1977.0;0.3;0.7;0.6;59.2;47.3;58.5;33.3;26.6;32.9;1.5;2.0;1.9;0.1;0.5;0.4;34.0;60.0;71.0;69.0;2.0;-1.2;0.2;36.0;32.0;4.0;30.0;29.0;2.0;6.0;3.0;2.0;-1.6
1437;29-30 Transportmiddelenindustrie;2014;2091.0;1649.0;442.0;2062.0;4.4;3.0;4.2;61.8;48.8;61.0;34.4;27.2;34.0;4.4;3.1;4.3;3.4;2.0;3.2;34.0;61.0;71.0;69.0;1.0;0.0;1.0;36.0;32.0;4.0;30.0;28.0;2.0;6.0;4.0;2.0;0.2
1438;29-30 Transportmiddelenindustrie;2015;2179.0;1735.0;444.0;2150.0;4.2;5.2;4.3;62.0;49.4;61.2;34.8;27.7;34.4;0.3;1.2;0.3;1.1;2.0;1.2;35.0;63.0;73.0;72.0;2.0;3.9;3.1;37.0;33.0;4.0;31.0;29.0;2.0;7.0;4.0;2.0;4.0
1439;29-30 Transportmiddelenindustrie;2016;2254.0;1793.0;461.0;2216.0;3.5;3.4;3.1;63.6;50.6;62.5;35.7;28.4;35.1;2.6;2.5;2.2;2.5;2.4;2.1;35.0;63.0;74.0;73.0;1.0;0.9;0.9;38.0;33.0;4.0;31.0;29.0;2.0;7.0;4.0;2.0;0.9
1440;30 Overige transportmiddelenindustrie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1441;30 Overige transportmiddelenindustrie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1442;30 Overige transportmiddelenindustrie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1443;30 Overige transportmiddelenindustrie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1444;30 Overige transportmiddelenindustrie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1445;30 Overige transportmiddelenindustrie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1446;30 Overige transportmiddelenindustrie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1447;30 Overige transportmiddelenindustrie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1448;30 Overige transportmiddelenindustrie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1449;30 Overige transportmiddelenindustrie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1450;30 Overige transportmiddelenindustrie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1451;30 Overige transportmiddelenindustrie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1452;30 Overige transportmiddelenindustrie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1453;30 Overige transportmiddelenindustrie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1454;30 Overige transportmiddelenindustrie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1455;30 Overige transportmiddelenindustrie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1456;30 Overige transportmiddelenindustrie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1457;30 Overige transportmiddelenindustrie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1458;30 Overige transportmiddelenindustrie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1459;30 Overige transportmiddelenindustrie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1460;30 Overige transportmiddelenindustrie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1461;30 Overige transportmiddelenindustrie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1462;30 Overige transportmiddelenindustrie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1463;30 Overige transportmiddelenindustrie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1464;30 Overige transportmiddelenindustrie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1465;30 Overige transportmiddelenindustrie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1466;30 Overige transportmiddelenindustrie;1995;564.0;484.0;80.0;551.0;;;;33.1;28.4;32.3;18.2;15.6;17.7;;;;;;;17.0;31.0;;;;;;18.0;16.0;2.0;;;;;;;
1467;30 Overige transportmiddelenindustrie;1996;529.0;454.0;75.0;522.0;-6.2;-6.2;-5.2;33.1;28.3;32.6;18.0;15.5;17.8;-0.1;-0.2;0.9;-0.7;-0.7;0.3;16.0;29.0;;;;-6.1;-5.5;17.0;15.0;1.0;;;;;;;-5.7
1468;30 Overige transportmiddelenindustrie;1997;517.0;448.0;69.0;505.0;-2.5;-1.4;-3.5;31.9;27.6;31.1;17.6;15.2;17.2;-3.6;-2.5;-4.6;-2.6;-1.4;-3.6;16.0;29.0;;;;1.1;0.0;17.0;15.0;1.0;;;;;;;0.1
1469;30 Overige transportmiddelenindustrie;1998;576.0;465.0;111.0;560.0;11.3;3.7;10.7;34.0;27.5;33.1;18.7;15.1;18.2;6.8;-0.5;6.3;6.2;-1.0;5.7;17.0;31.0;;;;4.2;4.7;17.0;15.0;2.0;;;;;;;4.4
1470;30 Overige transportmiddelenindustrie;1999;609.0;486.0;123.0;594.0;5.7;4.4;6.0;35.3;28.2;34.5;19.3;15.4;18.8;3.8;2.6;4.1;3.5;2.3;3.8;17.0;31.0;;;;1.8;2.1;18.0;16.0;2.0;;;;;;;2.3
1471;30 Overige transportmiddelenindustrie;2000;641.0;503.0;138.0;626.0;5.5;4.0;5.6;37.4;29.4;36.5;20.6;16.2;20.1;5.8;4.2;5.9;6.7;5.2;6.8;17.0;31.0;;;;-0.3;-1.1;18.0;16.0;2.0;;;;;;;1.1
1472;30 Overige transportmiddelenindustrie;2001;678.0;545.0;133.0;661.0;5.8;8.1;5.6;40.0;32.1;39.0;21.9;17.6;21.4;7.0;9.4;6.8;6.4;8.8;6.2;17.0;31.0;;;;-1.2;-0.6;18.0;16.0;2.0;;;;;;;-0.6
1473;30 Overige transportmiddelenindustrie;2002;705.0;567.0;138.0;684.0;3.9;4.0;3.4;41.8;33.6;40.6;23.1;18.6;22.4;4.5;4.6;4.0;5.2;5.3;4.7;17.0;31.0;;;;-0.6;-1.3;18.0;16.0;2.0;;;;;;;-0.5
1474;30 Overige transportmiddelenindustrie;2003;692.0;556.0;136.0;679.0;-1.7;-1.7;-0.6;43.5;35.0;42.7;24.0;19.3;23.5;4.0;4.0;5.2;3.7;3.7;4.9;16.0;29.0;;;;-5.5;-5.2;17.0;15.0;2.0;;;;;;;-4.9
1475;30 Overige transportmiddelenindustrie;2004;677.0;545.0;132.0;663.0;-2.3;-2.1;-2.5;44.9;36.2;44.0;24.7;19.9;24.1;3.2;3.4;3.0;2.9;3.1;2.7;15.0;27.0;;;;-5.3;-5.0;16.0;14.0;2.0;;;;;;;-5.2
1476;30 Overige transportmiddelenindustrie;2005;639.0;520.0;119.0;625.0;-5.6;-4.7;-5.7;45.7;37.2;44.7;25.4;20.7;24.9;1.8;2.8;1.7;3.1;4.0;3.0;14.0;25.0;;;;-7.3;-8.4;15.0;13.0;2.0;;;;;;;-7.0
1477;30 Overige transportmiddelenindustrie;2006;646.0;522.0;124.0;634.0;1.0;0.4;1.3;47.0;38.0;46.1;26.2;21.2;25.7;2.8;2.1;3.1;3.2;2.6;3.6;14.0;25.0;;;;-1.7;-2.2;15.0;13.0;2.0;;;;;;;-1.4
1478;30 Overige transportmiddelenindustrie;2007;709.0;571.0;138.0;697.0;9.8;9.5;10.0;49.3;39.7;48.4;27.4;22.1;26.9;4.9;4.5;5.0;4.5;4.2;4.7;14.0;26.0;;;;4.7;5.1;15.0;14.0;2.0;;;;;;;5.2
1479;30 Overige transportmiddelenindustrie;2008;782.0;628.0;154.0;769.0;10.3;9.9;10.3;52.2;41.9;51.3;29.0;23.3;28.5;5.9;5.6;5.9;5.8;5.5;5.9;15.0;27.0;;;;4.1;4.2;16.0;14.0;2.0;;;;;;;5.6
1480;30 Overige transportmiddelenindustrie;2009;874.0;709.0;165.0;837.0;11.7;12.9;8.8;54.2;44.0;51.9;30.0;24.3;28.7;3.9;5.0;1.2;3.4;4.5;0.7;16.0;29.0;;;;7.5;8.0;17.0;15.0;3.0;;;;;;;7.1
1481;30 Overige transportmiddelenindustrie;2010;924.0;746.0;178.0;893.0;5.9;5.3;6.8;55.4;44.7;53.6;30.9;24.9;29.9;2.3;1.7;3.2;3.0;2.4;3.9;17.0;30.0;35.0;35.0;1.0;3.5;2.8;18.0;16.0;2.0;15.0;14.0;1.0;3.0;2.0;1.0;3.3
1482;30 Overige transportmiddelenindustrie;2011;969.0;782.0;187.0;945.0;4.8;4.7;5.7;58.6;47.2;57.1;32.3;26.1;31.5;5.6;5.6;6.6;4.6;4.6;5.6;17.0;30.0;35.0;34.0;1.0;-0.8;0.2;18.0;16.0;2.0;14.0;14.0;1.0;3.0;2.0;1.0;-0.5
1483;30 Overige transportmiddelenindustrie;2012;962.0;769.0;193.0;945.0;-0.6;-1.5;0.2;60.0;47.9;58.9;33.4;26.7;32.8;2.4;1.4;3.1;3.2;2.2;4.0;16.0;29.0;34.0;33.0;1.0;-2.9;-3.7;17.0;15.0;2.0;14.0;13.0;1.0;3.0;2.0;1.0;-3.4
1484;30 Overige transportmiddelenindustrie;2013;998.0;802.0;196.0;985.0;3.6;4.2;4.1;61.0;49.0;60.2;33.9;27.3;33.5;1.7;2.4;2.2;1.7;2.3;2.2;16.0;29.0;35.0;34.0;1.0;1.8;1.9;18.0;15.0;2.0;14.0;13.0;1.0;3.0;2.0;1.0;1.5
1485;30 Overige transportmiddelenindustrie;2014;1044.0;830.0;214.0;1031.0;4.5;3.4;4.6;63.9;50.8;63.1;34.9;27.7;34.4;4.7;3.6;4.8;2.8;1.7;2.9;16.0;30.0;35.0;34.0;1.0;-0.2;1.7;18.0;15.0;2.0;14.0;13.0;1.0;4.0;2.0;1.0;0.2
1486;30 Overige transportmiddelenindustrie;2015;1048.0;842.0;206.0;1034.0;0.4;1.4;0.3;64.6;51.9;63.8;35.6;28.6;35.1;1.2;2.3;1.1;2.1;3.1;2.0;16.0;29.0;34.0;34.0;1.0;-0.8;-1.7;17.0;15.0;2.0;14.0;13.0;1.0;4.0;2.0;1.0;-0.8
1487;30 Overige transportmiddelenindustrie;2016;1034.0;828.0;206.0;1017.0;-1.3;-1.6;-1.6;65.9;52.8;64.8;36.5;29.2;35.9;1.9;1.6;1.6;2.6;2.3;2.3;16.0;28.0;33.0;33.0;1.0;-3.1;-3.8;17.0;15.0;2.0;13.0;12.0;1.0;4.0;2.0;1.0;-3.0
1488;31-32 Meubel- en overige industrie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1489;31-32 Meubel- en overige industrie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1490;31-32 Meubel- en overige industrie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1491;31-32 Meubel- en overige industrie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1492;31-32 Meubel- en overige industrie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1493;31-32 Meubel- en overige industrie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1494;31-32 Meubel- en overige industrie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1495;31-32 Meubel- en overige industrie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1496;31-32 Meubel- en overige industrie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1497;31-32 Meubel- en overige industrie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1498;31-32 Meubel- en overige industrie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1499;31-32 Meubel- en overige industrie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1500;31-32 Meubel- en overige industrie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1501;31-32 Meubel- en overige industrie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1502;31-32 Meubel- en overige industrie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1503;31-32 Meubel- en overige industrie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1504;31-32 Meubel- en overige industrie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1505;31-32 Meubel- en overige industrie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1506;31-32 Meubel- en overige industrie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1507;31-32 Meubel- en overige industrie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;31-32 Meubel- en overige industrie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1509;31-32 Meubel- en overige industrie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1510;31-32 Meubel- en overige industrie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1511;31-32 Meubel- en overige industrie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1512;31-32 Meubel- en overige industrie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1513;31-32 Meubel- en overige industrie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1514;31-32 Meubel- en overige industrie;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1515;31-32 Meubel- en overige industrie;1996;3074.0;2617.0;457.0;3041.0;1.1;1.1;0.3;22.9;19.5;22.6;13.9;11.9;13.8;0.8;0.8;0.0;-1.5;-1.4;-2.2;134.0;221.0;;;;0.3;2.6;148.0;116.0;32.0;;;;;;;0.6
1516;31-32 Meubel- en overige industrie;1997;3207.0;2759.0;448.0;3150.0;4.3;5.4;3.5;23.5;20.2;23.1;14.5;12.5;14.3;2.7;3.8;2.0;4.4;5.5;3.6;136.0;221.0;;;;1.5;-0.1;150.0;117.0;32.0;;;;;;;1.3
1517;31-32 Meubel- en overige industrie;1998;3391.0;2772.0;619.0;3315.0;5.8;0.5;5.3;24.4;20.0;23.9;15.2;12.4;14.8;4.0;-1.2;3.5;4.4;-0.8;3.9;139.0;223.0;;;;1.7;1.3;152.0;118.0;34.0;;;;;;;1.5
1518;31-32 Meubel- en overige industrie;1999;3509.0;2868.0;641.0;3421.0;3.5;3.4;3.2;25.0;20.4;24.4;15.6;12.7;15.2;2.2;2.2;2.0;2.5;2.5;2.2;140.0;225.0;;;;1.2;0.9;154.0;118.0;36.0;;;;;;;1.3
1519;31-32 Meubel- en overige industrie;2000;3721.0;3025.0;696.0;3630.0;6.1;5.5;6.1;26.3;21.4;25.6;16.5;13.4;16.1;5.2;4.6;5.3;5.8;5.3;5.9;142.0;226.0;;;;0.8;0.2;157.0;119.0;38.0;;;;;;;2.0
1520;31-32 Meubel- en overige industrie;2001;3918.0;3211.0;707.0;3820.0;5.3;6.1;5.2;27.4;22.5;26.7;17.2;14.1;16.8;4.3;5.2;4.3;4.7;5.6;4.6;143.0;227.0;;;;0.9;0.6;159.0;119.0;40.0;;;;;;;0.8
1521;31-32 Meubel- en overige industrie;2002;4006.0;3289.0;717.0;3903.0;2.3;2.4;2.2;28.4;23.3;27.7;17.8;14.6;17.3;3.5;3.7;3.5;3.2;3.4;3.2;141.0;225.0;;;;-1.2;-1.0;157.0;116.0;40.0;;;;;;;-1.2
1522;31-32 Meubel- en overige industrie;2003;4108.0;3362.0;746.0;4024.0;2.6;2.2;3.1;29.6;24.2;29.0;18.6;15.2;18.2;4.2;3.8;4.7;4.6;4.3;5.2;139.0;221.0;;;;-1.5;-2.0;155.0;115.0;40.0;;;;;;;-1.3
1523;31-32 Meubel- en overige industrie;2004;4156.0;3336.0;820.0;4067.0;1.1;-0.8;1.0;30.4;24.4;29.7;18.7;15.0;18.3;2.7;0.7;2.6;0.3;-1.7;0.2;137.0;223.0;;;;-1.5;0.9;153.0;113.0;40.0;;;;;;;-1.0
1524;31-32 Meubel- en overige industrie;2005;4114.0;3325.0;789.0;4036.0;-1.0;-0.3;-0.7;30.9;25.0;30.3;19.3;15.6;18.9;1.8;2.6;2.1;3.4;4.1;3.6;133.0;213.0;;;;-2.8;-4.2;150.0;111.0;39.0;;;;;;;-2.1
1525;31-32 Meubel- en overige industrie;2006;4180.0;3371.0;809.0;4110.0;1.6;1.4;1.8;31.8;25.6;31.2;19.7;15.9;19.4;2.7;2.5;2.9;2.3;2.0;2.5;132.0;212.0;;;;-1.1;-0.7;149.0;109.0;40.0;;;;;;;-0.9
1526;31-32 Meubel- en overige industrie;2007;4276.0;3417.0;859.0;4201.0;2.3;1.3;2.2;32.6;26.0;32.0;20.3;16.2;19.9;2.6;1.7;2.5;2.8;1.9;2.8;131.0;211.0;;;;-0.3;-0.6;147.0;108.0;40.0;;;;;;;-0.8
1527;31-32 Meubel- en overige industrie;2008;4418.0;3445.0;973.0;4341.0;3.3;0.8;3.3;34.1;26.6;33.5;21.3;16.6;20.9;4.7;2.2;4.7;4.7;2.2;4.7;129.0;208.0;;;;-1.3;-1.3;146.0;106.0;41.0;;;;;;;-0.8
1528;31-32 Meubel- en overige industrie;2009;4462.0;3453.0;1009.0;4376.0;1.0;0.3;0.8;34.7;26.8;34.0;21.5;16.7;21.1;1.7;0.9;1.5;1.4;0.6;1.2;129.0;207.0;;;;-0.6;-0.3;146.0;104.0;42.0;;;;;;;-0.2
1529;31-32 Meubel- en overige industrie;2010;4516.0;3473.0;1043.0;4427.0;1.2;0.6;1.2;35.5;27.3;34.8;22.0;16.9;21.6;2.3;1.7;2.3;2.2;1.5;2.1;127.0;205.0;246.0;245.0;1.0;-1.1;-0.9;145.0;102.0;43.0;93.0;77.0;16.0;52.0;25.0;27.0;-0.6
1530;31-32 Meubel- en overige industrie;2011;4412.0;3380.0;1032.0;4334.0;-2.4;-2.7;-2.2;35.7;27.3;35.0;22.0;16.9;21.7;0.5;0.2;0.7;0.1;-0.2;0.3;124.0;200.0;238.0;237.0;1.0;-2.9;-2.5;142.0;99.0;43.0;88.0;73.0;15.0;54.0;26.0;28.0;-2.0
1531;31-32 Meubel- en overige industrie;2012;4399.0;3352.0;1047.0;4336.0;-0.3;-0.8;0.1;36.5;27.8;36.0;22.7;17.3;22.3;2.3;1.7;2.6;2.8;2.2;3.2;121.0;194.0;233.0;232.0;1.0;-2.5;-3.0;139.0;97.0;43.0;84.0;70.0;14.0;55.0;27.0;29.0;-1.9
1532;31-32 Meubel- en overige industrie;2013;4248.0;3223.0;1025.0;4201.0;-3.4;-3.8;-3.1;37.3;28.3;36.9;23.1;17.5;22.8;2.3;1.8;2.6;1.8;1.4;2.2;114.0;184.0;221.0;220.0;1.0;-5.6;-5.2;133.0;92.0;41.0;76.0;63.0;12.0;57.0;29.0;29.0;-4.6
1533;31-32 Meubel- en overige industrie;2014;4196.0;3169.0;1027.0;4167.0;-1.2;-1.7;-0.8;36.8;27.8;36.5;22.7;17.1;22.5;-1.4;-1.9;-1.0;-1.7;-2.2;-1.3;114.0;185.0;221.0;220.0;1.0;0.2;0.5;133.0;92.0;41.0;76.0;63.0;12.0;58.0;29.0;29.0;0.4
1534;31-32 Meubel- en overige industrie;2015;4119.0;3153.0;966.0;4093.0;-1.8;-0.5;-1.8;36.7;28.1;36.5;22.8;17.4;22.6;-0.2;1.1;-0.2;0.3;1.7;0.4;112.0;181.0;217.0;216.0;1.0;-1.6;-2.2;131.0;90.0;41.0;74.0;62.0;12.0;57.0;28.0;29.0;-1.5
1535;31-32 Meubel- en overige industrie;2016;4097.0;3169.0;928.0;4068.0;-0.5;0.5;-0.6;37.6;29.0;37.3;23.1;17.9;22.9;2.4;3.4;2.3;1.5;2.5;1.4;109.0;177.0;212.0;211.0;1.0;-2.8;-2.0;128.0;87.0;40.0;71.0;59.0;12.0;57.0;28.0;29.0;-2.8
1536;31-33 Overige industrie en reparatie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1537;31-33 Overige industrie en reparatie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1538;31-33 Overige industrie en reparatie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1539;31-33 Overige industrie en reparatie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1540;31-33 Overige industrie en reparatie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1541;31-33 Overige industrie en reparatie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1542;31-33 Overige industrie en reparatie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1543;31-33 Overige industrie en reparatie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1544;31-33 Overige industrie en reparatie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1545;31-33 Overige industrie en reparatie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1546;31-33 Overige industrie en reparatie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1547;31-33 Overige industrie en reparatie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1548;31-33 Overige industrie en reparatie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1549;31-33 Overige industrie en reparatie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1550;31-33 Overige industrie en reparatie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1551;31-33 Overige industrie en reparatie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1552;31-33 Overige industrie en reparatie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1553;31-33 Overige industrie en reparatie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1554;31-33 Overige industrie en reparatie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1555;31-33 Overige industrie en reparatie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1556;31-33 Overige industrie en reparatie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1557;31-33 Overige industrie en reparatie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1558;31-33 Overige industrie en reparatie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1559;31-33 Overige industrie en reparatie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1560;31-33 Overige industrie en reparatie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1561;31-33 Overige industrie en reparatie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1562;31-33 Overige industrie en reparatie;1995;4488.0;3811.0;677.0;4475.0;;;;26.4;22.4;26.3;16.0;13.6;16.0;;;;;;;170.0;280.0;;;;;;185.0;150.0;35.0;;;;;;;
1563;31-33 Overige industrie en reparatie;1996;4465.0;3786.0;679.0;4428.0;-0.5;-0.6;-1.0;26.2;22.3;26.0;15.6;13.2;15.5;-0.7;-0.8;-1.2;-2.4;-2.6;-2.9;170.0;286.0;;;;0.2;2.0;186.0;150.0;36.0;;;;;;;0.5
1564;31-33 Overige industrie en reparatie;1997;4607.0;3954.0;653.0;4544.0;3.1;4.4;2.6;26.6;22.8;26.3;16.1;13.8;15.9;1.4;2.7;0.9;2.9;4.2;2.4;173.0;286.0;;;;1.7;0.2;188.0;152.0;37.0;;;;;;;1.4
1565;31-33 Overige industrie en reparatie;1998;4933.0;3994.0;939.0;4850.0;7.1;1.0;6.7;28.0;22.6;27.5;16.9;13.7;16.6;5.1;-0.9;4.7;5.2;-0.7;4.9;176.0;291.0;;;;1.9;1.8;192.0;153.0;39.0;;;;;;;2.0
