ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
4889;Totaal jeugdhulp in natura;Sommelsdijk;1e halfjaar 2024;125.0;;60.0;60.0;;20.0;100.0;;165.0;105.0;45.0;;;10.0;;;;Goeree-Overflakkee                      ;Wijk     ;WK192410  ;1.0
4890;Totaal jeugdhulp in natura;Nieuwe-Tonge;1e halfjaar 2024;45.0;;30.0;15.0;;10.0;35.0;;65.0;40.0;15.0;;;;;;;Goeree-Overflakkee                      ;Wijk     ;WK192411  ;1.0
4891;Totaal jeugdhulp in natura;Stad aan 't Haringvliet;1e halfjaar 2024;25.0;;20.0;;;;20.0;;35.0;15.0;10.0;;;;;;;Goeree-Overflakkee                      ;Wijk     ;WK192412  ;1.0
4892;Totaal jeugdhulp in natura;Achthuizen;1e halfjaar 2024;15.0;;;;;;10.0;;20.0;10.0;10.0;;;;;;;Goeree-Overflakkee                      ;Wijk     ;WK192413  ;1.0
4893;Totaal jeugdhulp in natura;Goes;1e halfjaar 2024;1130.0;40.0;565.0;500.0;25.0;300.0;745.0;85.0;1670.0;1170.0;300.0;25.0;55.0;75.0;;35.0;10.0;Goes                                    ;Gemeente ;GM0664    ;1.0
4894;Totaal jeugdhulp in natura;Wijk 01 Goes;1e halfjaar 2024;835.0;30.0;415.0;370.0;20.0;250.0;525.0;55.0;1250.0;875.0;225.0;20.0;45.0;50.0;;25.0;10.0;Goes                                    ;Wijk     ;WK066401  ;1.0
4895;Totaal jeugdhulp in natura;Wijk 02 Wilhelminadorp;1e halfjaar 2024;25.0;;10.0;20.0;;10.0;20.0;;40.0;25.0;10.0;;;;;;;Goes                                    ;Wijk     ;WK066402  ;1.0
4896;Totaal jeugdhulp in natura;Wijk 03 Kloetinge;1e halfjaar 2024;95.0;;55.0;40.0;;10.0;80.0;;135.0;90.0;25.0;;;10.0;;;;Goes                                    ;Wijk     ;WK066403  ;1.0
4897;Totaal jeugdhulp in natura;Wijk 04 Kattendijke;1e halfjaar 2024;15.0;;;10.0;;;10.0;;15.0;;;;;;;;;Goes                                    ;Wijk     ;WK066404  ;1.0
4898;Totaal jeugdhulp in natura;Wijk 05 's-Heer-Arendskerke;1e halfjaar 2024;35.0;;15.0;20.0;;;30.0;;50.0;35.0;10.0;;;;;;;Goes                                    ;Wijk     ;WK066405  ;1.0
4899;Totaal jeugdhulp in natura;Wijk 06 Eindewege;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Goes                                    ;Wijk     ;WK066406  ;1.0
4900;Totaal jeugdhulp in natura;Wijk 07 's-Heer-Hendrikskinderen;1e halfjaar 2024;35.0;;25.0;10.0;;;30.0;;55.0;40.0;;;;;;;;Goes                                    ;Wijk     ;WK066407  ;1.0
4901;Totaal jeugdhulp in natura;Wijk 08 Wolphaartsdijk;1e halfjaar 2024;50.0;;25.0;20.0;;10.0;35.0;;75.0;60.0;10.0;;;;;;;Goes                                    ;Wijk     ;WK066408  ;1.0
4902;Totaal jeugdhulp in natura;Wijk 09 Oud-Sabbinge;1e halfjaar 2024;10.0;;;;;;10.0;;10.0;;;;;;;;;Goes                                    ;Wijk     ;WK066409  ;1.0
4903;Totaal jeugdhulp in natura;Goirle;1e halfjaar 2024;565.0;10.0;290.0;255.0;;130.0;405.0;30.0;710.0;305.0;220.0;55.0;35.0;85.0;;10.0;;Goirle                                  ;Gemeente ;GM0785    ;1.0
4904;Totaal jeugdhulp in natura;Wijk 01 Goirle-Centrum;1e halfjaar 2024;15.0;;;10.0;;;10.0;;25.0;10.0;;;;;;;;Goirle                                  ;Wijk     ;WK078501  ;1.0
4905;Totaal jeugdhulp in natura;Wijk 02 Grobbendonck;1e halfjaar 2024;55.0;;30.0;25.0;;10.0;50.0;;70.0;30.0;20.0;;;15.0;;;;Goirle                                  ;Wijk     ;WK078502  ;1.0
4906;Totaal jeugdhulp in natura;Wijk 03 De Groote Akkers;1e halfjaar 2024;50.0;;25.0;25.0;;15.0;30.0;;65.0;20.0;25.0;;;;;;;Goirle                                  ;Wijk     ;WK078503  ;1.0
4907;Totaal jeugdhulp in natura;Wijk 04 De Hoge Wal;1e halfjaar 2024;30.0;;15.0;10.0;;10.0;20.0;;35.0;15.0;10.0;;;;;;;Goirle                                  ;Wijk     ;WK078504  ;1.0
4908;Totaal jeugdhulp in natura;Wijk 05 Abcoven;1e halfjaar 2024;30.0;;15.0;15.0;;10.0;20.0;;35.0;10.0;15.0;;;;;;;Goirle                                  ;Wijk     ;WK078505  ;1.0
4909;Totaal jeugdhulp in natura;Wijk 06 Wildackers;1e halfjaar 2024;45.0;;20.0;25.0;;;40.0;;70.0;30.0;20.0;;10.0;10.0;;;;Goirle                                  ;Wijk     ;WK078506  ;1.0
4910;Totaal jeugdhulp in natura;Wijk 07 't Ven;1e halfjaar 2024;25.0;;10.0;15.0;;;20.0;;30.0;15.0;10.0;;;;;;;Goirle                                  ;Wijk     ;WK078507  ;1.0
4911;Totaal jeugdhulp in natura;Wijk 08 De Boschkens;1e halfjaar 2024;65.0;;30.0;30.0;;10.0;40.0;15.0;80.0;35.0;15.0;10.0;;;;;;Goirle                                  ;Wijk     ;WK078508  ;1.0
4912;Totaal jeugdhulp in natura;Wijk 09 De Hellen;1e halfjaar 2024;100.0;;60.0;40.0;;20.0;80.0;;125.0;55.0;40.0;;;15.0;;;;Goirle                                  ;Wijk     ;WK078509  ;1.0
4913;Totaal jeugdhulp in natura;Wijk 10 De Nieuwe Erven;1e halfjaar 2024;15.0;;10.0;10.0;;;10.0;;25.0;10.0;10.0;;;;;;;Goirle                                  ;Wijk     ;WK078510  ;1.0
4914;Totaal jeugdhulp in natura;Wijk 11 Hoogeind;1e halfjaar 2024;40.0;;25.0;15.0;;10.0;25.0;;45.0;20.0;10.0;;;10.0;;;;Goirle                                  ;Wijk     ;WK078511  ;1.0
4915;Totaal jeugdhulp in natura;Wijk 12 Sportpark Van den Wildenberg;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Goirle                                  ;Wijk     ;WK078512  ;1.0
4916;Totaal jeugdhulp in natura;Wijk 13 Bedrijventerrein Tijvoort;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Goirle                                  ;Wijk     ;WK078513  ;1.0
4917;Totaal jeugdhulp in natura;Wijk 14 Verspreide huizen Goirle;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Goirle                                  ;Wijk     ;WK078514  ;1.0
4918;Totaal jeugdhulp in natura;Wijk 20 Riel;1e halfjaar 2024;55.0;;30.0;25.0;;;50.0;;75.0;30.0;30.0;;;10.0;;;;Goirle                                  ;Wijk     ;WK078520  ;1.0
4919;Totaal jeugdhulp in natura;Wijk 21 Bedrijventerrein Riel;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Goirle                                  ;Wijk     ;WK078521  ;1.0
4920;Totaal jeugdhulp in natura;Wijk 22 Sportpark De Krim;1e halfjaar 2024;;;;;;;;;;;;;;;;;;                                        ;         ;          ;
4921;Totaal jeugdhulp in natura;Wijk 23 Verspriede huizen Riel;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Goirle                                  ;Wijk     ;WK078523  ;1.0
4922;Totaal jeugdhulp in natura;Gooise Meren;1e halfjaar 2024;1595.0;50.0;750.0;755.0;40.0;365.0;1170.0;60.0;2025.0;390.0;1355.0;30.0;110.0;85.0;;50.0;;Gooise Meren                            ;Gemeente ;GM1942    ;1.0
4923;Totaal jeugdhulp in natura;Bussum Centrum;1e halfjaar 2024;235.0;10.0;90.0;130.0;;75.0;155.0;10.0;300.0;50.0;195.0;10.0;20.0;15.0;;10.0;;Gooise Meren                            ;Wijk     ;WK194200  ;1.0
4924;Totaal jeugdhulp in natura;Brediuskwartier;1e halfjaar 2024;145.0;;55.0;85.0;;10.0;125.0;;165.0;15.0;140.0;;;;;;;Gooise Meren                            ;Wijk     ;WK194201  ;1.0
4925;Totaal jeugdhulp in natura;Eng;1e halfjaar 2024;425.0;20.0;210.0;180.0;15.0;125.0;280.0;20.0;530.0;120.0;330.0;;30.0;30.0;;15.0;;Gooise Meren                            ;Wijk     ;WK194202  ;1.0
4926;Totaal jeugdhulp in natura;Spiegel;1e halfjaar 2024;105.0;;45.0;60.0;;10.0;95.0;;135.0;15.0;105.0;;;;;;;Gooise Meren                            ;Wijk     ;WK194203  ;1.0
4927;Totaal jeugdhulp in natura;Muiden;1e halfjaar 2024;170.0;;90.0;75.0;;50.0;115.0;;220.0;60.0;135.0;;10.0;10.0;;;;Gooise Meren                            ;Wijk     ;WK194204  ;1.0
4928;Totaal jeugdhulp in natura;Naarden;1e halfjaar 2024;480.0;15.0;235.0;215.0;15.0;90.0;380.0;10.0;615.0;120.0;425.0;10.0;25.0;20.0;;15.0;;Gooise Meren                            ;Wijk     ;WK194205  ;1.0
4929;Totaal jeugdhulp in natura;Gorinchem;1e halfjaar 2024;850.0;45.0;395.0;375.0;35.0;240.0;555.0;55.0;1185.0;285.0;255.0;;75.0;35.0;;535.0;;Gorinchem                               ;Gemeente ;GM0512    ;1.0
4930;Totaal jeugdhulp in natura;Wijk 01 Gorinchem binnenstad;1e halfjaar 2024;75.0;;20.0;45.0;;30.0;40.0;;105.0;20.0;30.0;;10.0;;;45.0;;Gorinchem                               ;Wijk     ;WK051201  ;1.0
4931;Totaal jeugdhulp in natura;Wijk 02 Wijdschild;1e halfjaar 2024;35.0;;15.0;15.0;;;25.0;;40.0;10.0;10.0;;;;;15.0;;Gorinchem                               ;Wijk     ;WK051202  ;1.0
4932;Totaal jeugdhulp in natura;Wijk 03 Lingewijk;1e halfjaar 2024;75.0;;40.0;30.0;;30.0;45.0;;110.0;25.0;30.0;;;;;50.0;;Gorinchem                               ;Wijk     ;WK051203  ;1.0
4933;Totaal jeugdhulp in natura;Wijk 04 haarwijk;1e halfjaar 2024;110.0;10.0;45.0;50.0;;40.0;65.0;10.0;160.0;40.0;35.0;;10.0;10.0;;70.0;;Gorinchem                               ;Wijk     ;WK051204  ;1.0
4934;Totaal jeugdhulp in natura;Wijk 05 Stalkaarsen;1e halfjaar 2024;75.0;10.0;30.0;30.0;;15.0;55.0;;105.0;20.0;30.0;;;;;50.0;;Gorinchem                               ;Wijk     ;WK051205  ;1.0
4935;Totaal jeugdhulp in natura;Wijk 06 Gildenwijk;1e halfjaar 2024;70.0;;30.0;30.0;;25.0;35.0;10.0;115.0;30.0;20.0;;15.0;;;50.0;;Gorinchem                               ;Wijk     ;WK051206  ;1.0
4936;Totaal jeugdhulp in natura;Wijk 07 Schelluinsestraat;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;10.0;;Gorinchem                               ;Wijk     ;WK051207  ;1.0
4937;Totaal jeugdhulp in natura;Wijk 08 Avelingen Oost;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051208  ;1.0
4938;Totaal jeugdhulp in natura;Wijk 09 Avelingen West;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051209  ;1.0
4939;Totaal jeugdhulp in natura;Wijk 10 Molenvliet;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051210  ;1.0
4940;Totaal jeugdhulp in natura;Wijk 11 laag Dalem;1e halfjaar 2024;170.0;;80.0;70.0;10.0;25.0;140.0;;225.0;55.0;55.0;;;10.0;;110.0;;Gorinchem                               ;Wijk     ;WK051211  ;1.0
4941;Totaal jeugdhulp in natura;Wijk 12 Dalem;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;25.0;;;;;;;15.0;;Gorinchem                               ;Wijk     ;WK051212  ;1.0
4942;Totaal jeugdhulp in natura;Wijk 13 Hoog Dalem;1e halfjaar 2024;80.0;;45.0;35.0;;15.0;70.0;;110.0;15.0;30.0;;;;;55.0;;Gorinchem                               ;Wijk     ;WK051213  ;1.0
4943;Totaal jeugdhulp in natura;Wijk 14 Bedrijventerrein Oost;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051214  ;1.0
4944;Totaal jeugdhulp in natura;Wijk 15 Papland;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051215  ;1.0
4945;Totaal jeugdhulp in natura;Wijk 16 schotdeuren;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Gorinchem                               ;Wijk     ;WK051216  ;1.0
4946;Totaal jeugdhulp in natura;Wijk 17 Bedrijventerrein Noord;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051217  ;1.0
4947;Totaal jeugdhulp in natura;Wijk 18 Landelijk gebied West;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051218  ;1.0
4948;Totaal jeugdhulp in natura;Wijk 19 Landelijk gebied Noord;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gorinchem                               ;Wijk     ;WK051219  ;1.0
4949;Totaal jeugdhulp in natura;Wijk 20 Landelijk gebied Oost;1e halfjaar 2024;;;;;;;;;;;;;;;;;;                                        ;         ;          ;
4950;Totaal jeugdhulp in natura;Wijk 21 Landelijk gebied Zuid;1e halfjaar 2024;;;;;;;;;;;;;;;;;;                                        ;         ;          ;
4951;Totaal jeugdhulp in natura;Gouda;1e halfjaar 2024;1865.0;90.0;895.0;810.0;70.0;540.0;1185.0;140.0;2455.0;660.0;860.0;85.0;265.0;175.0;10.0;405.0;;Gouda                                   ;Gemeente ;GM0513    ;1.0
4952;Totaal jeugdhulp in natura;Binnenstad;1e halfjaar 2024;125.0;;70.0;45.0;;40.0;75.0;10.0;170.0;40.0;70.0;;30.0;10.0;;20.0;;Gouda                                   ;Wijk     ;WK051301  ;1.0
4953;Totaal jeugdhulp in natura;De Korte Akkeren;1e halfjaar 2024;190.0;10.0;100.0;80.0;;65.0;110.0;15.0;255.0;80.0;75.0;10.0;25.0;20.0;;45.0;;Gouda                                   ;Wijk     ;WK051302  ;1.0
4954;Totaal jeugdhulp in natura;Bloemendaal;1e halfjaar 2024;185.0;10.0;95.0;80.0;;35.0;135.0;15.0;235.0;55.0;100.0;10.0;15.0;15.0;;40.0;;Gouda                                   ;Wijk     ;WK051303  ;1.0
4955;Totaal jeugdhulp in natura;Plaswijck;1e halfjaar 2024;255.0;;135.0;110.0;;60.0;185.0;10.0;355.0;95.0;145.0;15.0;20.0;25.0;;50.0;;Gouda                                   ;Wijk     ;WK051304  ;1.0
4956;Totaal jeugdhulp in natura;Noord;1e halfjaar 2024;230.0;10.0;120.0;95.0;;65.0;145.0;20.0;305.0;70.0;110.0;10.0;30.0;25.0;;60.0;;Gouda                                   ;Wijk     ;WK051305  ;1.0
4957;Totaal jeugdhulp in natura;Kort Haarlem;1e halfjaar 2024;200.0;10.0;85.0;105.0;;60.0;125.0;15.0;265.0;75.0;105.0;;25.0;15.0;;40.0;;Gouda                                   ;Wijk     ;WK051306  ;1.0
4958;Totaal jeugdhulp in natura;Goverwelle;1e halfjaar 2024;270.0;10.0;115.0;140.0;;50.0;200.0;15.0;360.0;95.0;125.0;10.0;25.0;30.0;;75.0;;Gouda                                   ;Wijk     ;WK051307  ;1.0
4959;Totaal jeugdhulp in natura;Stolwijkersluis;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Gouda                                   ;Wijk     ;WK051308  ;1.0
4960;Totaal jeugdhulp in natura;Westergouwe;1e halfjaar 2024;70.0;;40.0;25.0;;15.0;55.0;;95.0;30.0;35.0;10.0;;;;15.0;;Gouda                                   ;Wijk     ;WK051309  ;1.0
4961;Totaal jeugdhulp in natura;'s-Gravenhage;1e halfjaar 2024;11030.0;1025.0;5080.0;4605.0;315.0;3730.0;6250.0;1045.0;15330.0;3580.0;5105.0;665.0;1295.0;595.0;45.0;4025.0;25.0;'s-Gravenhage                           ;Gemeente ;GM0518    ;1.0
4962;Totaal jeugdhulp in natura;Wijk 01 Oostduinen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051801  ;1.0
4963;Totaal jeugdhulp in natura;Wijk 02 Belgisch Park;1e halfjaar 2024;125.0;;55.0;65.0;;25.0;90.0;10.0;140.0;25.0;100.0;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051802  ;1.0
4964;Totaal jeugdhulp in natura;Wijk 03 Westbroekpark en Duttendel;1e halfjaar 2024;40.0;;10.0;25.0;;;25.0;10.0;65.0;20.0;25.0;;10.0;;;;;'s-Gravenhage                           ;Wijk     ;WK051803  ;1.0
4965;Totaal jeugdhulp in natura;Wijk 04 Benoordenhout;1e halfjaar 2024;215.0;10.0;90.0;115.0;;55.0;150.0;15.0;335.0;60.0;155.0;;;15.0;;95.0;;'s-Gravenhage                           ;Wijk     ;WK051804  ;1.0
4966;Totaal jeugdhulp in natura;Wijk 05 Archipelbuurt;1e halfjaar 2024;100.0;;35.0;55.0;;20.0;65.0;15.0;145.0;25.0;60.0;;20.0;10.0;;25.0;;'s-Gravenhage                           ;Wijk     ;WK051805  ;1.0
4967;Totaal jeugdhulp in natura;Wijk 06 Van Stolkpark en Scheveningse Bo;1e halfjaar 2024;10.0;;;;;;;;10.0;;10.0;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051806  ;1.0
4968;Totaal jeugdhulp in natura;Wijk 07 Scheveningen;1e halfjaar 2024;285.0;15.0;120.0;135.0;10.0;95.0;155.0;30.0;415.0;130.0;195.0;10.0;40.0;25.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051807  ;1.0
4969;Totaal jeugdhulp in natura;Wijk 08 Duindorp;1e halfjaar 2024;100.0;;50.0;45.0;;45.0;50.0;;150.0;50.0;70.0;;20.0;10.0;;;;'s-Gravenhage                           ;Wijk     ;WK051808  ;1.0
4970;Totaal jeugdhulp in natura;Wijk 09 Geuzen- en Statenkwartier;1e halfjaar 2024;205.0;10.0;75.0;110.0;;50.0;135.0;20.0;270.0;55.0;160.0;;20.0;20.0;;;;'s-Gravenhage                           ;Wijk     ;WK051809  ;1.0
4971;Totaal jeugdhulp in natura;Wijk 10 Zorgvliet;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051810  ;1.0
4972;Totaal jeugdhulp in natura;Wijk 11 Duinoord;1e halfjaar 2024;115.0;;35.0;75.0;;25.0;75.0;15.0;140.0;25.0;90.0;;;10.0;;10.0;;'s-Gravenhage                           ;Wijk     ;WK051811  ;1.0
4973;Totaal jeugdhulp in natura;Wijk 12 Bomen- en Bloemenbuurt;1e halfjaar 2024;230.0;10.0;90.0;120.0;;80.0;135.0;15.0;285.0;65.0;175.0;;15.0;15.0;;;;'s-Gravenhage                           ;Wijk     ;WK051812  ;1.0
4974;Totaal jeugdhulp in natura;Wijk 13 Vogelwijk;1e halfjaar 2024;100.0;;40.0;55.0;;10.0;85.0;;115.0;20.0;85.0;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051813  ;1.0
4975;Totaal jeugdhulp in natura;Wijk 14 Bohemen en Meer en Bos;1e halfjaar 2024;40.0;;10.0;25.0;;20.0;20.0;;55.0;10.0;35.0;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051814  ;1.0
4976;Totaal jeugdhulp in natura;Wijk 15 Kijkduin en Ockenburgh;1e halfjaar 2024;35.0;;15.0;15.0;;10.0;20.0;;40.0;;20.0;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051815  ;1.0
4977;Totaal jeugdhulp in natura;Wijk 16 Kraayenstein en Vroondaal;1e halfjaar 2024;170.0;15.0;85.0;60.0;10.0;35.0;115.0;20.0;215.0;70.0;110.0;10.0;;10.0;;;;'s-Gravenhage                           ;Wijk     ;WK051816  ;1.0
4978;Totaal jeugdhulp in natura;Wijk 17 Loosduinen;1e halfjaar 2024;315.0;20.0;130.0;145.0;20.0;130.0;160.0;25.0;445.0;145.0;190.0;15.0;60.0;20.0;;;;'s-Gravenhage                           ;Wijk     ;WK051817  ;1.0
4979;Totaal jeugdhulp in natura;Wijk 18 Waldeck;1e halfjaar 2024;310.0;20.0;155.0;125.0;10.0;135.0;145.0;30.0;405.0;100.0;185.0;20.0;60.0;25.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051818  ;1.0
4980;Totaal jeugdhulp in natura;Wijk 19 Vruchtenbuurt;1e halfjaar 2024;185.0;10.0;75.0;95.0;;50.0;130.0;;235.0;40.0;160.0;10.0;;20.0;;;;'s-Gravenhage                           ;Wijk     ;WK051819  ;1.0
4981;Totaal jeugdhulp in natura;Wijk 20 Valkenboskwartier;1e halfjaar 2024;260.0;15.0;130.0;110.0;;115.0;130.0;15.0;345.0;100.0;175.0;15.0;30.0;20.0;;;;'s-Gravenhage                           ;Wijk     ;WK051820  ;1.0
4982;Totaal jeugdhulp in natura;Wijk 21 Regentessekwartier;1e halfjaar 2024;190.0;25.0;85.0;75.0;;75.0;110.0;10.0;260.0;85.0;120.0;10.0;15.0;15.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051821  ;1.0
4983;Totaal jeugdhulp in natura;Wijk 22 Zeeheldenkwartier;1e halfjaar 2024;185.0;35.0;70.0;70.0;;80.0;85.0;20.0;280.0;55.0;70.0;;15.0;10.0;;120.0;;'s-Gravenhage                           ;Wijk     ;WK051822  ;1.0
4984;Totaal jeugdhulp in natura;Wijk 23 Willemspark;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051823  ;1.0
4985;Totaal jeugdhulp in natura;Wijk 24 Haagse Bos;1e halfjaar 2024;;;;;;;;;;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051824  ;1.0
4986;Totaal jeugdhulp in natura;Wijk 25 Mariahoeve en Marlot;1e halfjaar 2024;330.0;55.0;155.0;120.0;;160.0;150.0;25.0;525.0;105.0;115.0;40.0;40.0;20.0;;205.0;;'s-Gravenhage                           ;Wijk     ;WK051825  ;1.0
4987;Totaal jeugdhulp in natura;Wijk 26 Bezuidenhout;1e halfjaar 2024;265.0;40.0;120.0;100.0;;95.0;145.0;20.0;395.0;85.0;110.0;15.0;30.0;15.0;;135.0;;'s-Gravenhage                           ;Wijk     ;WK051826  ;1.0
4988;Totaal jeugdhulp in natura;Wijk 27 Stationsbuurt;1e halfjaar 2024;180.0;20.0;85.0;70.0;10.0;70.0;85.0;30.0;270.0;50.0;50.0;15.0;30.0;15.0;;110.0;;'s-Gravenhage                           ;Wijk     ;WK051827  ;1.0
4989;Totaal jeugdhulp in natura;Wijk 28 Centrum;1e halfjaar 2024;350.0;50.0;150.0;130.0;20.0;175.0;125.0;50.0;520.0;135.0;90.0;25.0;60.0;10.0;;200.0;;'s-Gravenhage                           ;Wijk     ;WK051828  ;1.0
4990;Totaal jeugdhulp in natura;Wijk 29 Schildersbuurt;1e halfjaar 2024;690.0;105.0;330.0;230.0;25.0;285.0;345.0;60.0;1065.0;260.0;170.0;70.0;95.0;20.0;;450.0;;'s-Gravenhage                           ;Wijk     ;WK051829  ;1.0
4991;Totaal jeugdhulp in natura;Wijk 30 Transvaalkwartier;1e halfjaar 2024;315.0;55.0;165.0;90.0;;120.0;155.0;35.0;455.0;100.0;75.0;25.0;25.0;10.0;;225.0;;'s-Gravenhage                           ;Wijk     ;WK051830  ;1.0
4992;Totaal jeugdhulp in natura;Wijk 31 Rustenburg en Oostbroek;1e halfjaar 2024;250.0;15.0;130.0;95.0;;85.0;145.0;20.0;325.0;105.0;130.0;20.0;40.0;15.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051831  ;1.0
4993;Totaal jeugdhulp in natura;Wijk 32 Leyenburg;1e halfjaar 2024;225.0;10.0;115.0;95.0;;80.0;125.0;15.0;315.0;95.0;140.0;15.0;30.0;15.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051832  ;1.0
4994;Totaal jeugdhulp in natura;Wijk 33 Bouwlust;1e halfjaar 2024;505.0;55.0;245.0;195.0;15.0;200.0;240.0;65.0;690.0;220.0;255.0;45.0;105.0;25.0;;30.0;;'s-Gravenhage                           ;Wijk     ;WK051833  ;1.0
4995;Totaal jeugdhulp in natura;Wijk 34 Morgenstond;1e halfjaar 2024;295.0;40.0;160.0;85.0;10.0;130.0;145.0;25.0;410.0;140.0;155.0;45.0;35.0;20.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051834  ;1.0
4996;Totaal jeugdhulp in natura;Wijk 35 Zuiderpark;1e halfjaar 2024;;;;;;;;;;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051835  ;1.0
4997;Totaal jeugdhulp in natura;Wijk 36 Moerwijk;1e halfjaar 2024;400.0;65.0;210.0;115.0;10.0;200.0;165.0;35.0;550.0;210.0;165.0;35.0;75.0;30.0;;25.0;;'s-Gravenhage                           ;Wijk     ;WK051836  ;1.0
4998;Totaal jeugdhulp in natura;Wijk 37 Groente- en Fruitmarkt;1e halfjaar 2024;140.0;30.0;65.0;40.0;;30.0;70.0;40.0;190.0;40.0;35.0;10.0;15.0;;;90.0;;'s-Gravenhage                           ;Wijk     ;WK051837  ;1.0
4999;Totaal jeugdhulp in natura;Wijk 38 Laakkwartier en Spoorwijk;1e halfjaar 2024;915.0;125.0;395.0;370.0;25.0;340.0;485.0;95.0;1345.0;295.0;290.0;70.0;90.0;35.0;10.0;550.0;;'s-Gravenhage                           ;Wijk     ;WK051838  ;1.0
5000;Totaal jeugdhulp in natura;Wijk 39 Binckhorst;1e halfjaar 2024;20.0;;;10.0;;10.0;10.0;;35.0;;;;;;;10.0;;'s-Gravenhage                           ;Wijk     ;WK051839  ;1.0
5001;Totaal jeugdhulp in natura;Wijk 40 Wateringse Veld;1e halfjaar 2024;345.0;25.0;150.0;170.0;;85.0;240.0;25.0;445.0;105.0;225.0;30.0;35.0;35.0;;15.0;;'s-Gravenhage                           ;Wijk     ;WK051840  ;1.0
5002;Totaal jeugdhulp in natura;Wijk 41 Hoornwijk;1e halfjaar 2024;15.0;;10.0;;;10.0;;;20.0;;;;;;;10.0;;'s-Gravenhage                           ;Wijk     ;WK051841  ;1.0
5003;Totaal jeugdhulp in natura;Wijk 42 Ypenburg;1e halfjaar 2024;670.0;50.0;265.0;330.0;20.0;195.0;430.0;50.0;1035.0;285.0;255.0;35.0;60.0;30.0;;370.0;;'s-Gravenhage                           ;Wijk     ;WK051842  ;1.0
5004;Totaal jeugdhulp in natura;Wijk 43 Forepark;1e halfjaar 2024;;;;;;;;;;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051843  ;1.0
5005;Totaal jeugdhulp in natura;Wijk 44 Leidschenveen;1e halfjaar 2024;460.0;30.0;205.0;215.0;15.0;100.0;345.0;15.0;675.0;165.0;190.0;20.0;30.0;30.0;;240.0;;'s-Gravenhage                           ;Wijk     ;WK051844  ;1.0
5006;Totaal jeugdhulp in natura;Groningen;1e halfjaar 2024;4790.0;280.0;2100.0;2145.0;270.0;1595.0;2770.0;420.0;6060.0;1340.0;2680.0;170.0;535.0;320.0;10.0;945.0;55.0;Groningen                               ;Gemeente ;GM0014    ;1.0
