ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
1389;Totaal alle jeugdzorg in natura;Friesegracht;1e halfjaar 2024;25.0;;10.0;10.0;;;20.0;;30.0;15.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024304  ;1.0
1390;Totaal alle jeugdzorg in natura;Stadsdennen;1e halfjaar 2024;135.0;10.0;60.0;60.0;;35.0;90.0;;185.0;115.0;50.0;;;10.0;;;;Harderwijk                              ;Wijk     ;WK024305  ;1.0
1391;Totaal alle jeugdzorg in natura;De Sypel;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;30.0;15.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024306  ;1.0
1392;Totaal alle jeugdzorg in natura;Stationsomgeving;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Harderwijk                              ;Wijk     ;WK024307  ;1.0
1393;Totaal alle jeugdzorg in natura;Stadsweiden;1e halfjaar 2024;235.0;;105.0;120.0;;70.0;155.0;10.0;335.0;195.0;95.0;;25.0;15.0;;;;Harderwijk                              ;Wijk     ;WK024308  ;1.0
1394;Totaal alle jeugdzorg in natura;Slingerbos;1e halfjaar 2024;30.0;;20.0;10.0;;;25.0;;45.0;25.0;15.0;;;;;;;Harderwijk                              ;Wijk     ;WK024309  ;1.0
1395;Totaal alle jeugdzorg in natura;Tweelingstad;1e halfjaar 2024;205.0;15.0;95.0;95.0;;70.0;115.0;15.0;335.0;205.0;80.0;10.0;20.0;;;10.0;;Harderwijk                              ;Wijk     ;WK024310  ;1.0
1396;Totaal alle jeugdzorg in natura;Frankrijk;1e halfjaar 2024;105.0;;45.0;55.0;;20.0;75.0;;135.0;65.0;50.0;;10.0;;;;;Harderwijk                              ;Wijk     ;WK024311  ;1.0
1397;Totaal alle jeugdzorg in natura;Drielanden;1e halfjaar 2024;280.0;15.0;110.0;145.0;;55.0;215.0;10.0;380.0;170.0;160.0;;15.0;25.0;;;;Harderwijk                              ;Wijk     ;WK024312  ;1.0
1398;Totaal alle jeugdzorg in natura;Industrieterrein Lorentz;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Harderwijk                              ;Wijk     ;WK024313  ;1.0
1399;Totaal alle jeugdzorg in natura;Buitengebied Harderwijk;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Harderwijk                              ;Wijk     ;WK024314  ;1.0
1400;Totaal alle jeugdzorg in natura;Hierden;1e halfjaar 2024;55.0;;25.0;25.0;;10.0;40.0;;75.0;40.0;20.0;;;;;;;Harderwijk                              ;Wijk     ;WK024315  ;1.0
1401;Totaal alle jeugdzorg in natura;Hardinxveld-Giessendam;1e halfjaar 2024;400.0;10.0;195.0;175.0;20.0;70.0;290.0;45.0;575.0;185.0;200.0;;45.0;20.0;;80.0;;Hardinxveld-Giessendam                  ;Gemeente ;GM0523    ;1.0
1402;Totaal alle jeugdzorg in natura;Neder Hardinxveld;1e halfjaar 2024;110.0;;55.0;45.0;;15.0;85.0;10.0;155.0;40.0;60.0;;15.0;;;20.0;;Hardinxveld-Giessendam                  ;Wijk     ;WK052301  ;1.0
1403;Totaal alle jeugdzorg in natura;De Peulen;1e halfjaar 2024;60.0;;30.0;25.0;;10.0;35.0;15.0;95.0;35.0;30.0;;10.0;;;10.0;;Hardinxveld-Giessendam                  ;Wijk     ;WK052302  ;1.0
1404;Totaal alle jeugdzorg in natura;Boven Hardinxveld;1e halfjaar 2024;80.0;;40.0;40.0;;15.0;65.0;;100.0;25.0;45.0;;;;;15.0;;Hardinxveld-Giessendam                  ;Wijk     ;WK052303  ;1.0
1405;Totaal alle jeugdzorg in natura;Giessendam;1e halfjaar 2024;110.0;;45.0;50.0;10.0;15.0;85.0;10.0;160.0;55.0;65.0;;10.0;;;20.0;;Hardinxveld-Giessendam                  ;Wijk     ;WK052304  ;1.0
1406;Totaal alle jeugdzorg in natura;Harlingen;1e halfjaar 2024;320.0;15.0;155.0;140.0;15.0;115.0;180.0;30.0;410.0;145.0;155.0;;30.0;20.0;;15.0;;Harlingen                               ;Gemeente ;GM0072    ;1.0
1407;Totaal alle jeugdzorg in natura;Wijk 00 Harlingen;1e halfjaar 2024;260.0;10.0;125.0;110.0;10.0;85.0;155.0;20.0;315.0;130.0;135.0;;20.0;15.0;;;;Harlingen                               ;Wijk     ;WK007200  ;1.0
1408;Totaal alle jeugdzorg in natura;Wijk 01 Midlum;1e halfjaar 2024;10.0;;;;;;;;15.0;;10.0;;;;;;;Harlingen                               ;Wijk     ;WK007201  ;1.0
1409;Totaal alle jeugdzorg in natura;Wijk 02 Wijnaldum;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Harlingen                               ;Wijk     ;WK007202  ;1.0
1410;Totaal alle jeugdzorg in natura;Hattem;1e halfjaar 2024;235.0;;125.0;105.0;;40.0;185.0;10.0;340.0;160.0;75.0;;20.0;15.0;;55.0;;Hattem                                  ;Gemeente ;GM0244    ;1.0
1411;Totaal alle jeugdzorg in natura;Wijk 00 Hattem;1e halfjaar 2024;210.0;;115.0;90.0;;35.0;165.0;10.0;300.0;140.0;65.0;;15.0;15.0;;50.0;;Hattem                                  ;Wijk     ;WK024400  ;1.0
1412;Totaal alle jeugdzorg in natura;Wijk 01 Polder Hattem en Molecaten;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;;;;;;;;Hattem                                  ;Wijk     ;WK024401  ;1.0
1413;Totaal alle jeugdzorg in natura;Heemskerk;1e halfjaar 2024;715.0;40.0;345.0;300.0;25.0;215.0;460.0;40.0;1000.0;255.0;395.0;50.0;140.0;30.0;;50.0;;Heemskerk                               ;Gemeente ;GM0396    ;1.0
1414;Totaal alle jeugdzorg in natura;Wijk 01 Heemskerk-Dorp;1e halfjaar 2024;15.0;;10.0;;;;;;30.0;;15.0;;;;;10.0;;Heemskerk                               ;Wijk     ;WK039601  ;1.0
1415;Totaal alle jeugdzorg in natura;Wijk 02 Commandeurs en Marquette;1e halfjaar 2024;30.0;;15.0;15.0;;10.0;20.0;;40.0;;20.0;;;;;;;Heemskerk                               ;Wijk     ;WK039602  ;1.0
1416;Totaal alle jeugdzorg in natura;Wijk 03 Hofland, Oosterwijk en Zuidbroek;1e halfjaar 2024;95.0;10.0;50.0;35.0;;35.0;55.0;;130.0;30.0;55.0;15.0;15.0;;;;;Heemskerk                               ;Wijk     ;WK039603  ;1.0
1417;Totaal alle jeugdzorg in natura;Wijk 04 Heemskerkerduin en Noorddorp;1e halfjaar 2024;20.0;;;15.0;;;15.0;;25.0;;10.0;;;;;;;Heemskerk                               ;Wijk     ;WK039604  ;1.0
1418;Totaal alle jeugdzorg in natura;Wijk 05 Poelenburg en Oosterzij;1e halfjaar 2024;110.0;;45.0;55.0;;55.0;45.0;10.0;165.0;50.0;55.0;;10.0;;;10.0;;Heemskerk                               ;Wijk     ;WK039605  ;1.0
1419;Totaal alle jeugdzorg in natura;Wijk 06 Noordbroek en De Trompet;1e halfjaar 2024;70.0;;35.0;35.0;;20.0;50.0;;100.0;25.0;50.0;;10.0;;;;;Heemskerk                               ;Wijk     ;WK039606  ;1.0
1420;Totaal alle jeugdzorg in natura;Wijk 07 Kerkbeek;1e halfjaar 2024;25.0;;;15.0;;10.0;15.0;;45.0;10.0;20.0;;;;;;;Heemskerk                               ;Wijk     ;WK039607  ;1.0
1421;Totaal alle jeugdzorg in natura;Wijk 08 Assumburg;1e halfjaar 2024;55.0;;30.0;20.0;;15.0;40.0;;75.0;15.0;35.0;;;;;;;Heemskerk                               ;Wijk     ;WK039608  ;1.0
1422;Totaal alle jeugdzorg in natura;Wijk 09 Hoogdorp en Waterakkers;1e halfjaar 2024;70.0;;25.0;35.0;;15.0;50.0;;85.0;25.0;45.0;;;;;;;Heemskerk                               ;Wijk     ;WK039609  ;1.0
1423;Totaal alle jeugdzorg in natura;Wijk 10 Broekpolder;1e halfjaar 2024;50.0;;20.0;30.0;;10.0;40.0;;70.0;15.0;40.0;;;;;;;Heemskerk                               ;Wijk     ;WK039610  ;1.0
1424;Totaal alle jeugdzorg in natura;Wijk 11 Oostelijk Heemskerk;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heemskerk                               ;Wijk     ;WK039611  ;1.0
1425;Totaal alle jeugdzorg in natura;Heemstede;1e halfjaar 2024;570.0;20.0;265.0;270.0;15.0;110.0;445.0;15.0;780.0;95.0;445.0;35.0;75.0;20.0;;75.0;;Heemstede                               ;Gemeente ;GM0397    ;1.0
1426;Totaal alle jeugdzorg in natura;Wijk 00 Heemstede-Centrum;1e halfjaar 2024;435.0;20.0;190.0;215.0;10.0;80.0;350.0;10.0;575.0;60.0;375.0;30.0;25.0;15.0;;55.0;;Heemstede                               ;Wijk     ;WK039700  ;1.0
1427;Totaal alle jeugdzorg in natura;Wijk 01 Heemstede-Zuid;1e halfjaar 2024;50.0;;20.0;25.0;;20.0;30.0;;70.0;10.0;35.0;;;;;10.0;;Heemstede                               ;Wijk     ;WK039701  ;1.0
1428;Totaal alle jeugdzorg in natura;Wijk 02 Heemstede west van de spoorbaan;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;10.0;;;;;;;Heemstede                               ;Wijk     ;WK039702  ;1.0
1429;Totaal alle jeugdzorg in natura;Heerde;1e halfjaar 2024;515.0;25.0;255.0;210.0;25.0;85.0;385.0;45.0;710.0;320.0;150.0;;50.0;15.0;;135.0;;Heerde                                  ;Gemeente ;GM0246    ;1.0
1430;Totaal alle jeugdzorg in natura;Wijk 00 Heerde;1e halfjaar 2024;260.0;;125.0;115.0;10.0;40.0;200.0;15.0;345.0;150.0;75.0;;20.0;10.0;;85.0;;Heerde                                  ;Wijk     ;WK024600  ;1.0
1431;Totaal alle jeugdzorg in natura;Wijk 01 Wapenveld;1e halfjaar 2024;225.0;15.0;115.0;85.0;10.0;35.0;170.0;25.0;325.0;155.0;70.0;;30.0;;;50.0;;Heerde                                  ;Wijk     ;WK024601  ;1.0
1432;Totaal alle jeugdzorg in natura;Heerenveen;1e halfjaar 2024;1190.0;55.0;550.0;550.0;35.0;340.0;760.0;90.0;1515.0;380.0;605.0;80.0;140.0;50.0;10.0;110.0;10.0;Heerenveen                              ;Gemeente ;GM0074    ;1.0
1433;Totaal alle jeugdzorg in natura;Wijk 01 Heerenveen;1e halfjaar 2024;630.0;35.0;280.0;300.0;15.0;205.0;385.0;40.0;780.0;220.0;355.0;45.0;85.0;30.0;10.0;10.0;;Heerenveen                              ;Wijk     ;WK007401  ;1.0
1434;Totaal alle jeugdzorg in natura;Wijk 02 Noord-Heerenveen;1e halfjaar 2024;20.0;;10.0;10.0;;;20.0;;20.0;;15.0;;;;;;;Heerenveen                              ;Wijk     ;WK007402  ;1.0
1435;Totaal alle jeugdzorg in natura;Wijk 03 Hoornsterzwaag;1e halfjaar 2024;35.0;;15.0;20.0;;;25.0;;40.0;;25.0;;;;;;;Heerenveen                              ;Wijk     ;WK007403  ;1.0
1436;Totaal alle jeugdzorg in natura;Wijk 04 Jubbega;1e halfjaar 2024;175.0;;85.0;85.0;;45.0;125.0;10.0;220.0;70.0;100.0;15.0;15.0;;;;;Heerenveen                              ;Wijk     ;WK007404  ;1.0
1437;Totaal alle jeugdzorg in natura;Wijk 06 Oranjewoud;1e halfjaar 2024;15.0;;10.0;;;;10.0;;15.0;;10.0;;;;;;;Heerenveen                              ;Wijk     ;WK007406  ;1.0
1438;Totaal alle jeugdzorg in natura;Skarsterlân;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heerenveen                              ;Wijk     ;WK007407  ;1.0
1439;Totaal alle jeugdzorg in natura;Boarnsterhim;1e halfjaar 2024;125.0;;60.0;55.0;;25.0;90.0;10.0;160.0;50.0;75.0;10.0;15.0;;;;;Heerenveen                              ;Wijk     ;WK007409  ;1.0
1440;Totaal alle jeugdzorg in natura;Heerlen;1e halfjaar 2024;1965.0;185.0;900.0;795.0;90.0;850.0;805.0;315.0;2990.0;1390.0;220.0;75.0;495.0;70.0;35.0;300.0;;Heerlen                                 ;Gemeente ;GM0917    ;1.0
1441;Totaal alle jeugdzorg in natura;Wijk 10 Maria Gewanden en Terschuren;1e halfjaar 2024;90.0;10.0;35.0;40.0;;40.0;40.0;;120.0;70.0;15.0;;;;;20.0;;Heerlen                                 ;Wijk     ;WK091710  ;1.0
1442;Totaal alle jeugdzorg in natura;Wijk 11 Mariarade;1e halfjaar 2024;65.0;;30.0;35.0;;15.0;40.0;10.0;85.0;50.0;10.0;;15.0;;;10.0;;Heerlen                                 ;Wijk     ;WK091711  ;1.0
1443;Totaal alle jeugdzorg in natura;Wijk 12 Hoensbroek-De Dem;1e halfjaar 2024;135.0;10.0;60.0;60.0;;50.0;75.0;;180.0;95.0;20.0;10.0;30.0;;;20.0;;Heerlen                                 ;Wijk     ;WK091712  ;1.0
1444;Totaal alle jeugdzorg in natura;Wijk 13 Nieuw Lotbroek;1e halfjaar 2024;115.0;15.0;55.0;45.0;;45.0;60.0;10.0;165.0;95.0;20.0;;15.0;;;15.0;;Heerlen                                 ;Wijk     ;WK091713  ;1.0
1445;Totaal alle jeugdzorg in natura;Wijk 14 De Koumen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heerlen                                 ;Wijk     ;WK091714  ;1.0
1446;Totaal alle jeugdzorg in natura;Wijk 20 Vrieheide-De Stack;1e halfjaar 2024;130.0;10.0;60.0;50.0;;65.0;50.0;15.0;190.0;110.0;;;30.0;10.0;;25.0;;Heerlen                                 ;Wijk     ;WK091720  ;1.0
1447;Totaal alle jeugdzorg in natura;Wijk 21 Heerlerheide-Passart;1e halfjaar 2024;120.0;15.0;55.0;45.0;;55.0;55.0;10.0;180.0;100.0;15.0;;20.0;;;25.0;;Heerlen                                 ;Wijk     ;WK091721  ;1.0
1448;Totaal alle jeugdzorg in natura;Wijk 22 Heksenberg;1e halfjaar 2024;65.0;;45.0;15.0;;15.0;45.0;;85.0;55.0;10.0;;10.0;;;;;Heerlen                                 ;Wijk     ;WK091722  ;1.0
1449;Totaal alle jeugdzorg in natura;Wijk 23 De Hei;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heerlen                                 ;Wijk     ;WK091723  ;1.0
1450;Totaal alle jeugdzorg in natura;Wijk 24 Rennemig-Beersdal;1e halfjaar 2024;100.0;10.0;45.0;40.0;;40.0;45.0;15.0;150.0;75.0;15.0;;30.0;;;20.0;;Heerlen                                 ;Wijk     ;WK091724  ;1.0
1451;Totaal alle jeugdzorg in natura;Wijk 30 Zeswegen-Nieuw Husken;1e halfjaar 2024;55.0;10.0;25.0;20.0;;20.0;30.0;;80.0;40.0;;;10.0;;;20.0;;Heerlen                                 ;Wijk     ;WK091730  ;1.0
1452;Totaal alle jeugdzorg in natura;Wijk 31 Schandelen-Grasbroek;1e halfjaar 2024;75.0;;30.0;35.0;;25.0;35.0;10.0;105.0;55.0;10.0;;15.0;;;15.0;;Heerlen                                 ;Wijk     ;WK091731  ;1.0
1453;Totaal alle jeugdzorg in natura;Wijk 32 Meezenbroek-Schaesbergerveld;1e halfjaar 2024;155.0;15.0;90.0;45.0;;75.0;65.0;15.0;220.0;115.0;20.0;;40.0;;;25.0;;Heerlen                                 ;Wijk     ;WK091732  ;1.0
1454;Totaal alle jeugdzorg in natura;Wijk 33 Heerlen-Centrum;1e halfjaar 2024;30.0;;10.0;20.0;;10.0;15.0;;50.0;25.0;;;;;;;;Heerlen                                 ;Wijk     ;WK091733  ;1.0
1455;Totaal alle jeugdzorg in natura;Wijk 34 Eikenderveld;1e halfjaar 2024;50.0;;20.0;25.0;;35.0;10.0;;80.0;50.0;10.0;;;;;15.0;;Heerlen                                 ;Wijk     ;WK091734  ;1.0
1456;Totaal alle jeugdzorg in natura;Wijk 35 Woonboulevard-Ten Esschen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heerlen                                 ;Wijk     ;WK091735  ;1.0
1457;Totaal alle jeugdzorg in natura;Wijk 36 Welten-Benzenrade;1e halfjaar 2024;35.0;;20.0;10.0;;10.0;25.0;;45.0;35.0;;;;;;;;Heerlen                                 ;Wijk     ;WK091736  ;1.0
1458;Totaal alle jeugdzorg in natura;Wijk 37 Bekkerveld;1e halfjaar 2024;45.0;;15.0;25.0;;20.0;25.0;;55.0;25.0;10.0;;10.0;;;;;Heerlen                                 ;Wijk     ;WK091737  ;1.0
1459;Totaal alle jeugdzorg in natura;Wijk 38 Caumerveld-Douve Weien;1e halfjaar 2024;35.0;;20.0;15.0;;10.0;20.0;;45.0;25.0;;;;;;10.0;;Heerlen                                 ;Wijk     ;WK091738  ;1.0
1460;Totaal alle jeugdzorg in natura;Wijk 39 Molenberg;1e halfjaar 2024;120.0;10.0;70.0;40.0;;65.0;40.0;10.0;155.0;80.0;10.0;;20.0;;10.0;25.0;;Heerlen                                 ;Wijk     ;WK091739  ;1.0
1461;Totaal alle jeugdzorg in natura;Wijk 40 Heerlerbaan-Centrum;1e halfjaar 2024;95.0;;45.0;40.0;;60.0;25.0;10.0;130.0;80.0;10.0;;10.0;;;15.0;;Heerlen                                 ;Wijk     ;WK091740  ;1.0
1462;Totaal alle jeugdzorg in natura;Wijk 41 Heerlerbaan-Schil;1e halfjaar 2024;100.0;10.0;50.0;40.0;;40.0;45.0;20.0;140.0;75.0;10.0;;25.0;;;20.0;;Heerlen                                 ;Wijk     ;WK091741  ;1.0
1463;Totaal alle jeugdzorg in natura;Wijk 42 De Beitel;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heerlen                                 ;Wijk     ;WK091742  ;1.0
1464;Totaal alle jeugdzorg in natura;Heeze-Leende;1e halfjaar 2024;370.0;15.0;175.0;145.0;35.0;55.0;300.0;15.0;490.0;210.0;150.0;10.0;15.0;10.0;;85.0;;Heeze-Leende                            ;Gemeente ;GM1658    ;1.0
1465;Totaal alle jeugdzorg in natura;Wijk 00 Heeze;1e halfjaar 2024;205.0;;95.0;85.0;20.0;25.0;175.0;;275.0;130.0;75.0;10.0;;;;45.0;;Heeze-Leende                            ;Wijk     ;WK165800  ;1.0
1466;Totaal alle jeugdzorg in natura;Wijk 01 Leende;1e halfjaar 2024;100.0;;50.0;35.0;10.0;15.0;80.0;;130.0;40.0;60.0;;;;;20.0;;Heeze-Leende                            ;Wijk     ;WK165801  ;1.0
1467;Totaal alle jeugdzorg in natura;Wijk 02 Leenderstrijp;1e halfjaar 2024;10.0;;;;;;10.0;;10.0;;;;;;;;;Heeze-Leende                            ;Wijk     ;WK165802  ;1.0
1468;Totaal alle jeugdzorg in natura;Wijk 03 Sterksel;1e halfjaar 2024;35.0;;20.0;15.0;;10.0;25.0;;50.0;25.0;10.0;;;;;15.0;;Heeze-Leende                            ;Wijk     ;WK165803  ;1.0
1469;Totaal alle jeugdzorg in natura;Heiloo;1e halfjaar 2024;490.0;25.0;230.0;230.0;10.0;95.0;375.0;20.0;615.0;200.0;310.0;10.0;25.0;15.0;;20.0;;Heiloo                                  ;Gemeente ;GM0399    ;1.0
1470;Totaal alle jeugdzorg in natura;Wijk 01 Blockhovepark;1e halfjaar 2024;15.0;;10.0;;;;10.0;;20.0;;10.0;;;;;;;Heiloo                                  ;Wijk     ;WK039901  ;1.0
1471;Totaal alle jeugdzorg in natura;Wijk 02 Heiloo Noord-West;1e halfjaar 2024;50.0;;25.0;25.0;;10.0;35.0;;55.0;15.0;30.0;;;;;;;Heiloo                                  ;Wijk     ;WK039902  ;1.0
1472;Totaal alle jeugdzorg in natura;Wijk 03 Heiloo-Midden;1e halfjaar 2024;90.0;;40.0;45.0;;15.0;75.0;;110.0;30.0;65.0;;;;;;;Heiloo                                  ;Wijk     ;WK039903  ;1.0
1473;Totaal alle jeugdzorg in natura;Wijk 04 Heiloo-West;1e halfjaar 2024;85.0;10.0;45.0;30.0;;25.0;60.0;;95.0;35.0;50.0;;;;;;;Heiloo                                  ;Wijk     ;WK039904  ;1.0
1474;Totaal alle jeugdzorg in natura;Wijk 05 Stationsomgeving;1e halfjaar 2024;135.0;10.0;55.0;70.0;;30.0;105.0;;170.0;55.0;90.0;;;;;;;Heiloo                                  ;Wijk     ;WK039905  ;1.0
1475;Totaal alle jeugdzorg in natura;Wijk 06 Ypestein;1e halfjaar 2024;60.0;;35.0;20.0;;;50.0;;75.0;30.0;35.0;;;;;;;Heiloo                                  ;Wijk     ;WK039906  ;1.0
1476;Totaal alle jeugdzorg in natura;Wijk 07 Heiloo-Oost;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heiloo                                  ;Wijk     ;WK039907  ;1.0
1477;Totaal alle jeugdzorg in natura;Wijk 08 Heiloo Zuid-West;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Heiloo                                  ;Wijk     ;WK039908  ;1.0
1478;Totaal alle jeugdzorg in natura;Den Helder;1e halfjaar 2024;1510.0;95.0;735.0;625.0;60.0;525.0;785.0;200.0;2165.0;750.0;655.0;30.0;250.0;45.0;;190.0;;Den Helder                              ;Gemeente ;GM0400    ;1.0
1479;Totaal alle jeugdzorg in natura;Wijk 01 Stad binnen de Linie-Oost;1e halfjaar 2024;180.0;10.0;70.0;85.0;15.0;75.0;85.0;20.0;270.0;100.0;85.0;;30.0;;;;;Den Helder                              ;Wijk     ;WK040001  ;1.0
1480;Totaal alle jeugdzorg in natura;Wijk 02 Stad binnen de Linie-West;1e halfjaar 2024;210.0;15.0;95.0;100.0;;80.0;115.0;20.0;295.0;100.0;115.0;;20.0;10.0;;;;Den Helder                              ;Wijk     ;WK040002  ;1.0
1481;Totaal alle jeugdzorg in natura;Wijk 03 Nieuw Den Helder-West;1e halfjaar 2024;70.0;10.0;35.0;25.0;;35.0;30.0;;100.0;30.0;45.0;;10.0;;;;;Den Helder                              ;Wijk     ;WK040003  ;1.0
1482;Totaal alle jeugdzorg in natura;Wijk 04 Nieuw Den Helder-Oost;1e halfjaar 2024;240.0;15.0;90.0;130.0;;85.0;95.0;60.0;365.0;150.0;95.0;10.0;40.0;10.0;;;;Den Helder                              ;Wijk     ;WK040004  ;1.0
1483;Totaal alle jeugdzorg in natura;Wijk 05 De Schooten;1e halfjaar 2024;140.0;10.0;60.0;65.0;;60.0;70.0;10.0;185.0;70.0;80.0;;10.0;;;;;Den Helder                              ;Wijk     ;WK040005  ;1.0
1484;Totaal alle jeugdzorg in natura;Wijk 06 Het Koegras;1e halfjaar 2024;35.0;;20.0;15.0;;;35.0;;45.0;10.0;30.0;;;;;;;Den Helder                              ;Wijk     ;WK040006  ;1.0
1485;Totaal alle jeugdzorg in natura;Wijk 07 Duinzoom;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Den Helder                              ;Wijk     ;WK040007  ;1.0
1486;Totaal alle jeugdzorg in natura;Wijk 08 Julianadorp;1e halfjaar 2024;200.0;10.0;85.0;100.0;;55.0;140.0;;265.0;80.0;130.0;;15.0;;;;;Den Helder                              ;Wijk     ;WK040008  ;1.0
1487;Totaal alle jeugdzorg in natura;Hellendoorn;1e halfjaar 2024;755.0;20.0;365.0;345.0;30.0;145.0;570.0;40.0;1035.0;375.0;420.0;50.0;50.0;25.0;;60.0;;Hellendoorn                             ;Gemeente ;GM0163    ;1.0
1488;Totaal alle jeugdzorg in natura;Wijk 01 Hellendoorn;1e halfjaar 2024;70.0;;40.0;30.0;;15.0;55.0;;95.0;45.0;40.0;;;;;;;Hellendoorn                             ;Wijk     ;WK016301  ;1.0
1489;Totaal alle jeugdzorg in natura;Wijk 02 Nijverdal Noord;1e halfjaar 2024;25.0;;10.0;15.0;;;20.0;;45.0;10.0;15.0;;;;;;;Hellendoorn                             ;Wijk     ;WK016302  ;1.0
1490;Totaal alle jeugdzorg in natura;Wijk 03 Nijverdal West;1e halfjaar 2024;85.0;;35.0;45.0;;10.0;70.0;;100.0;30.0;45.0;;;;;;;Hellendoorn                             ;Wijk     ;WK016303  ;1.0
1491;Totaal alle jeugdzorg in natura;Wijk 04 Nijverdal Oost;1e halfjaar 2024;215.0;10.0;90.0;105.0;15.0;65.0;145.0;10.0;330.0;140.0;115.0;20.0;15.0;10.0;;10.0;;Hellendoorn                             ;Wijk     ;WK016304  ;1.0
1492;Totaal alle jeugdzorg in natura;Wijk 05 Buitengebied;1e halfjaar 2024;60.0;;35.0;20.0;;;45.0;10.0;90.0;35.0;35.0;;;;;;;Hellendoorn                             ;Wijk     ;WK016305  ;1.0
1493;Totaal alle jeugdzorg in natura;Wijk 06 Kruidenwijk;1e halfjaar 2024;150.0;;85.0;60.0;;25.0;125.0;;200.0;75.0;100.0;10.0;;;;;;Hellendoorn                             ;Wijk     ;WK016306  ;1.0
1494;Totaal alle jeugdzorg in natura;Wijk 07 Haarle;1e halfjaar 2024;10.0;;;;;;10.0;;10.0;;;;;;;;;Hellendoorn                             ;Wijk     ;WK016307  ;1.0
1495;Totaal alle jeugdzorg in natura;Wijk 08 Daarle;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Hellendoorn                             ;Wijk     ;WK016308  ;1.0
1496;Totaal alle jeugdzorg in natura;Wijk 09 Daarlerveen;1e halfjaar 2024;15.0;;;;;;10.0;;20.0;10.0;;;;;;;;Hellendoorn                             ;Wijk     ;WK016309  ;1.0
1497;Totaal alle jeugdzorg in natura;Helmond;1e halfjaar 2024;2055.0;150.0;945.0;860.0;100.0;560.0;1350.0;140.0;2705.0;935.0;860.0;265.0;260.0;65.0;;85.0;;Helmond                                 ;Gemeente ;GM0794    ;1.0
1498;Totaal alle jeugdzorg in natura;Wijk 10 Binnenstad;1e halfjaar 2024;330.0;30.0;150.0;130.0;15.0;115.0;180.0;35.0;475.0;150.0;120.0;55.0;70.0;;;;;Helmond                                 ;Wijk     ;WK079410  ;1.0
1499;Totaal alle jeugdzorg in natura;Wijk 11 Helmond-Oost;1e halfjaar 2024;165.0;15.0;75.0;70.0;;70.0;90.0;;210.0;60.0;65.0;30.0;30.0;;;;;Helmond                                 ;Wijk     ;WK079411  ;1.0
1500;Totaal alle jeugdzorg in natura;Wijk 12 Helmond-Noord;1e halfjaar 2024;265.0;15.0;125.0;115.0;10.0;90.0;160.0;15.0;350.0;115.0;110.0;40.0;35.0;10.0;;;;Helmond                                 ;Wijk     ;WK079412  ;1.0
1501;Totaal alle jeugdzorg in natura;Wijk 13 't Hout;1e halfjaar 2024;195.0;10.0;85.0;90.0;;50.0;140.0;10.0;265.0;95.0;95.0;20.0;25.0;15.0;;;;Helmond                                 ;Wijk     ;WK079413  ;1.0
