ID;ExportCharacteristics;Periods;ExportGrowth_1;ContributionToTotalExportGrowth_2
1190;7 Machinery and transport equipment;2014;6200527.0;1.4
1191;7 Machinery and transport equipment;2015;;
1192;7 Machinery and transport equipment;2016;3772657.0;0.9
1193;7 Machinery and transport equipment;2017;11726608.0;2.8
1194;7 Machinery and transport equipment;2018;11260091.0;2.4
1195;7 Machinery and transport equipment;2019;9079815.0;1.8
1196;7 Machinery and transport equipment;2020;-5540785.0;-1.1
1197;7 Machinery and transport equipment;2021;19439301.0;4.0
1198;7 Machinery and transport equipment;2022;;
1199;70 Components of complete industrial ...;2012;;
1200;70 Components of complete industrial ...;2013;;
1201;70 Components of complete industrial ...;2014;;
1202;70 Components of complete industrial ...;2015;;
1203;70 Components of complete industrial ...;2016;;
1204;70 Components of complete industrial ...;2017;;
1205;70 Components of complete industrial ...;2018;-1437.0;0.0
1206;70 Components of complete industrial ...;2019;;
1207;70 Components of complete industrial ...;2020;;
1208;70 Components of complete industrial ...;2021;;
1209;70 Components of complete industrial ...;2022;;
1210;71 Power-generating machinery and equ...;2012;409162.0;0.1
1211;71 Power-generating machinery and equ...;2013;18946.0;0.0
1212;71 Power-generating machinery and equ...;2014;27932.0;0.0
1213;71 Power-generating machinery and equ...;2015;;
1214;71 Power-generating machinery and equ...;2016;251159.0;0.1
1215;71 Power-generating machinery and equ...;2017;1906150.0;0.5
1216;71 Power-generating machinery and equ...;2018;193170.0;0.0
1217;71 Power-generating machinery and equ...;2019;1171509.0;0.2
1218;71 Power-generating machinery and equ...;2020;-1558111.0;-0.3
1219;71 Power-generating machinery and equ...;2021;-505718.0;-0.1
1220;71 Power-generating machinery and equ...;2022;;
1221;72 Machinery specialized for particul...;2012;-2042720.0;-0.5
1222;72 Machinery specialized for particul...;2013;479462.0;0.1
1223;72 Machinery specialized for particul...;2014;1349384.0;0.3
1224;72 Machinery specialized for particul...;2015;;
1225;72 Machinery specialized for particul...;2016;-570096.0;-0.1
1226;72 Machinery specialized for particul...;2017;3639768.0;0.9
1227;72 Machinery specialized for particul...;2018;4060750.0;0.9
1228;72 Machinery specialized for particul...;2019;1543452.0;0.3
1229;72 Machinery specialized for particul...;2020;-82505.0;0.0
1230;72 Machinery specialized for particul...;2021;5363763.0;1.1
1231;72 Machinery specialized for particul...;2022;;
1232;73 Metalworking machinery;2012;161394.0;0.0
1233;73 Metalworking machinery;2013;-1493.0;0.0
1234;73 Metalworking machinery;2014;86261.0;0.0
1235;73 Metalworking machinery;2015;;
1236;73 Metalworking machinery;2016;4978.0;0.0
1237;73 Metalworking machinery;2017;167184.0;0.0
1238;73 Metalworking machinery;2018;-37779.0;0.0
1239;73 Metalworking machinery;2019;30984.0;0.0
1240;73 Metalworking machinery;2020;-82616.0;0.0
1241;73 Metalworking machinery;2021;95403.0;0.0
1242;73 Metalworking machinery;2022;;
1243;74 General industrial machinery and e...;2012;441585.0;0.1
1244;74 General industrial machinery and e...;2013;799490.0;0.2
1245;74 General industrial machinery and e...;2014;500530.0;0.1
1246;74 General industrial machinery and e...;2015;;
1247;74 General industrial machinery and e...;2016;476108.0;0.1
1248;74 General industrial machinery and e...;2017;1072766.0;0.3
1249;74 General industrial machinery and e...;2018;1569745.0;0.3
1250;74 General industrial machinery and e...;2019;1572305.0;0.3
1251;74 General industrial machinery and e...;2020;-1235004.0;-0.2
1252;74 General industrial machinery and e...;2021;1862776.0;0.4
1253;74 General industrial machinery and e...;2022;;
1254;75 Office machines and automatic data...;2012;-145706.0;0.0
1255;75 Office machines and automatic data...;2013;-1005185.0;-0.2
1256;75 Office machines and automatic data...;2014;-299730.0;-0.1
1257;75 Office machines and automatic data...;2015;;
1258;75 Office machines and automatic data...;2016;-380469.0;-0.1
1259;75 Office machines and automatic data...;2017;-3138892.0;-0.7
1260;75 Office machines and automatic data...;2018;661026.0;0.1
1261;75 Office machines and automatic data...;2019;-260395.0;-0.1
1262;75 Office machines and automatic data...;2020;-252360.0;0.0
1263;75 Office machines and automatic data...;2021;2009474.0;0.4
1264;75 Office machines and automatic data...;2022;;
1265;76 Telecommunications and sound-recor...;2012;-821405.0;-0.2
1266;76 Telecommunications and sound-recor...;2013;-177759.0;0.0
1267;76 Telecommunications and sound-recor...;2014;1513891.0;0.3
1268;76 Telecommunications and sound-recor...;2015;;
1269;76 Telecommunications and sound-recor...;2016;798006.0;0.2
1270;76 Telecommunications and sound-recor...;2017;1827850.0;0.4
1271;76 Telecommunications and sound-recor...;2018;371179.0;0.1
1272;76 Telecommunications and sound-recor...;2019;1113775.0;0.2
1273;76 Telecommunications and sound-recor...;2020;320163.0;0.1
1274;76 Telecommunications and sound-recor...;2021;813714.0;0.2
1275;76 Telecommunications and sound-recor...;2022;;
1276;77 Electric machinery, n.e.s.;2012;-113430.0;0.0
1277;77 Electric machinery, n.e.s.;2013;-823283.0;-0.2
1278;77 Electric machinery, n.e.s.;2014;1447064.0;0.3
1279;77 Electric machinery, n.e.s.;2015;;
1280;77 Electric machinery, n.e.s.;2016;610204.0;0.1
1281;77 Electric machinery, n.e.s.;2017;5398775.0;1.3
1282;77 Electric machinery, n.e.s.;2018;2749255.0;0.6
1283;77 Electric machinery, n.e.s.;2019;2642591.0;0.5
1284;77 Electric machinery, n.e.s.;2020;451227.0;0.1
1285;77 Electric machinery, n.e.s.;2021;5967881.0;1.2
1286;77 Electric machinery, n.e.s.;2022;;
1287;78 Road vehicles (including air-cushi...;2012;29038.0;0.0
1288;78 Road vehicles (including air-cushi...;2013;181431.0;0.0
1289;78 Road vehicles (including air-cushi...;2014;861299.0;0.2
1290;78 Road vehicles (including air-cushi...;2015;;
1291;78 Road vehicles (including air-cushi...;2016;1909281.0;0.5
1292;78 Road vehicles (including air-cushi...;2017;2644776.0;0.6
1293;78 Road vehicles (including air-cushi...;2018;1729250.0;0.4
1294;78 Road vehicles (including air-cushi...;2019;208154.0;0.0
1295;78 Road vehicles (including air-cushi...;2020;-2956801.0;-0.6
1296;78 Road vehicles (including air-cushi...;2021;2609968.0;0.5
1297;78 Road vehicles (including air-cushi...;2022;;
1298;79 Other transport equipment;2012;89111.0;0.0
1299;79 Other transport equipment;2013;-278459.0;-0.1
1300;79 Other transport equipment;2014;713895.0;0.2
1301;79 Other transport equipment;2015;;
1302;79 Other transport equipment;2016;674106.0;0.2
1303;79 Other transport equipment;2017;-1793206.0;-0.4
1304;79 Other transport equipment;2018;-35067.0;0.0
1305;79 Other transport equipment;2019;1057438.0;0.2
1306;79 Other transport equipment;2020;-144778.0;0.0
1307;79 Other transport equipment;2021;1222041.0;0.3
1308;79 Other transport equipment;2022;;
1309;8 Miscellaneous manufactured articles;2012;1478356.0;0.4
1310;8 Miscellaneous manufactured articles;2013;2285366.0;0.5
1311;8 Miscellaneous manufactured articles;2014;2316701.0;0.5
1312;8 Miscellaneous manufactured articles;2015;;
1313;8 Miscellaneous manufactured articles;2016;3430618.0;0.8
1314;8 Miscellaneous manufactured articles;2017;4738906.0;1.1
1315;8 Miscellaneous manufactured articles;2018;4554777.0;1.0
1316;8 Miscellaneous manufactured articles;2019;5539082.0;1.1
1317;8 Miscellaneous manufactured articles;2020;-2264925.0;-0.4
1318;8 Miscellaneous manufactured articles;2021;11501879.0;2.4
1319;8 Miscellaneous manufactured articles;2022;;
1320;80 Components of complete industrial ...;2012;;
1321;80 Components of complete industrial ...;2013;;
1322;80 Components of complete industrial ...;2014;;
1323;80 Components of complete industrial ...;2015;;
1324;80 Components of complete industrial ...;2016;;
1325;80 Components of complete industrial ...;2017;;
1326;80 Components of complete industrial ...;2018;0.0;0.0
1327;80 Components of complete industrial ...;2019;;
1328;80 Components of complete industrial ...;2020;;
1329;80 Components of complete industrial ...;2021;;
1330;80 Components of complete industrial ...;2022;;
1331;"81 Prefabricated buildings; sanitary ...";2012;32491.0;0.0
1332;"81 Prefabricated buildings; sanitary ...";2013;159099.0;0.0
1333;"81 Prefabricated buildings; sanitary ...";2014;56595.0;0.0
1334;"81 Prefabricated buildings; sanitary ...";2015;;
1335;"81 Prefabricated buildings; sanitary ...";2016;18934.0;0.0
1336;"81 Prefabricated buildings; sanitary ...";2017;215363.0;0.1
1337;"81 Prefabricated buildings; sanitary ...";2018;-6388.0;0.0
1338;"81 Prefabricated buildings; sanitary ...";2019;86576.0;0.0
1339;"81 Prefabricated buildings; sanitary ...";2020;-214076.0;0.0
1340;"81 Prefabricated buildings; sanitary ...";2021;478448.0;0.1
1341;"81 Prefabricated buildings; sanitary ...";2022;;
1342;"82 Furniture and parts thereof; beddi...";2012;91312.0;0.0
1343;"82 Furniture and parts thereof; beddi...";2013;-17121.0;0.0
1344;"82 Furniture and parts thereof; beddi...";2014;38677.0;0.0
1345;"82 Furniture and parts thereof; beddi...";2015;;
1346;"82 Furniture and parts thereof; beddi...";2016;184449.0;0.0
1347;"82 Furniture and parts thereof; beddi...";2017;244022.0;0.1
1348;"82 Furniture and parts thereof; beddi...";2018;168662.0;0.0
1349;"82 Furniture and parts thereof; beddi...";2019;74865.0;0.0
1350;"82 Furniture and parts thereof; beddi...";2020;258126.0;0.1
1351;"82 Furniture and parts thereof; beddi...";2021;682597.0;0.1
1352;"82 Furniture and parts thereof; beddi...";2022;;
1353;83 Travel goods, handbags and similar...;2012;25462.0;0.0
1354;83 Travel goods, handbags and similar...;2013;82678.0;0.0
1355;83 Travel goods, handbags and similar...;2014;43620.0;0.0
1356;83 Travel goods, handbags and similar...;2015;;
1357;83 Travel goods, handbags and similar...;2016;246782.0;0.1
1358;83 Travel goods, handbags and similar...;2017;169830.0;0.0
1359;83 Travel goods, handbags and similar...;2018;233061.0;0.0
1360;83 Travel goods, handbags and similar...;2019;108919.0;0.0
1361;83 Travel goods, handbags and similar...;2020;-374539.0;-0.1
1362;83 Travel goods, handbags and similar...;2021;96807.0;0.0
1363;83 Travel goods, handbags and similar...;2022;;
1364;84 Articles of apparel and clothing a...;2012;-131895.0;0.0
1365;84 Articles of apparel and clothing a...;2013;524047.0;0.1
1366;84 Articles of apparel and clothing a...;2014;759525.0;0.2
1367;84 Articles of apparel and clothing a...;2015;;
1368;84 Articles of apparel and clothing a...;2016;501682.0;0.1
1369;84 Articles of apparel and clothing a...;2017;733150.0;0.2
1370;84 Articles of apparel and clothing a...;2018;1260362.0;0.3
1371;84 Articles of apparel and clothing a...;2019;1211483.0;0.2
1372;84 Articles of apparel and clothing a...;2020;-240202.0;0.0
1373;84 Articles of apparel and clothing a...;2021;2384915.0;0.5
1374;84 Articles of apparel and clothing a...;2022;;
1375;85 Footwear;2012;21743.0;0.0
1376;85 Footwear;2013;200225.0;0.0
1377;85 Footwear;2014;155616.0;0.0
1378;85 Footwear;2015;;
1379;85 Footwear;2016;212182.0;0.1
1380;85 Footwear;2017;152999.0;0.0
1381;85 Footwear;2018;162704.0;0.0
1382;85 Footwear;2019;189650.0;0.0
1383;85 Footwear;2020;-493428.0;-0.1
1384;85 Footwear;2021;804014.0;0.2
1385;85 Footwear;2022;;
1386;87 Professional, scientific and contr...;2012;685552.0;0.2
1387;87 Professional, scientific and contr...;2013;199993.0;0.0
1388;87 Professional, scientific and contr...;2014;574095.0;0.1
1389;87 Professional, scientific and contr...;2015;;
1390;87 Professional, scientific and contr...;2016;930240.0;0.2
1391;87 Professional, scientific and contr...;2017;1359527.0;0.3
1392;87 Professional, scientific and contr...;2018;1547141.0;0.3
1393;87 Professional, scientific and contr...;2019;2240372.0;0.4
1394;87 Professional, scientific and contr...;2020;-250244.0;0.0
1395;87 Professional, scientific and contr...;2021;2592325.0;0.5
1396;87 Professional, scientific and contr...;2022;;
1397;88 Photographic apparatus, equipment ...;2012;270502.0;0.1
1398;88 Photographic apparatus, equipment ...;2013;31856.0;0.0
1399;88 Photographic apparatus, equipment ...;2014;-60999.0;0.0
1400;88 Photographic apparatus, equipment ...;2015;;
1401;88 Photographic apparatus, equipment ...;2016;5063.0;0.0
1402;88 Photographic apparatus, equipment ...;2017;117608.0;0.0
1403;88 Photographic apparatus, equipment ...;2018;25692.0;0.0
1404;88 Photographic apparatus, equipment ...;2019;36296.0;0.0
1405;88 Photographic apparatus, equipment ...;2020;-403024.0;-0.1
1406;88 Photographic apparatus, equipment ...;2021;386289.0;0.1
1407;88 Photographic apparatus, equipment ...;2022;;
1408;89 Miscellaneous manufactured article...;2012;483188.0;0.1
1409;89 Miscellaneous manufactured article...;2013;1104589.0;0.3
1410;89 Miscellaneous manufactured article...;2014;749572.0;0.2
1411;89 Miscellaneous manufactured article...;2015;;
1412;89 Miscellaneous manufactured article...;2016;1331337.0;0.3
1413;89 Miscellaneous manufactured article...;2017;1746407.0;0.4
1414;89 Miscellaneous manufactured article...;2018;1163543.0;0.2
1415;89 Miscellaneous manufactured article...;2019;1590922.0;0.3
1416;89 Miscellaneous manufactured article...;2020;-547537.0;-0.1
1417;89 Miscellaneous manufactured article...;2021;4076484.0;0.8
1418;89 Miscellaneous manufactured article...;2022;;
1419;9 Commodities and transactions not cl...;2012;368744.0;0.1
1420;9 Commodities and transactions not cl...;2013;-755771.0;-0.2
1421;9 Commodities and transactions not cl...;2014;-410294.0;-0.1
1422;9 Commodities and transactions not cl...;2015;;
1423;9 Commodities and transactions not cl...;2016;131213.0;0.0
1424;9 Commodities and transactions not cl...;2017;305823.0;0.1
1425;9 Commodities and transactions not cl...;2018;-417983.0;-0.1
1426;9 Commodities and transactions not cl...;2019;-22571.0;0.0
1427;9 Commodities and transactions not cl...;2020;-182818.0;0.0
1428;9 Commodities and transactions not cl...;2021;-253931.0;-0.1
1429;9 Commodities and transactions not cl...;2022;;
1430;91 Postal packages not classified acc...;2012;;
1431;91 Postal packages not classified acc...;2013;;
1432;91 Postal packages not classified acc...;2014;;
1433;91 Postal packages not classified acc...;2015;;
1434;91 Postal packages not classified acc...;2016;;
1435;91 Postal packages not classified acc...;2017;;
1436;91 Postal packages not classified acc...;2018;;
1437;91 Postal packages not classified acc...;2019;;
1438;91 Postal packages not classified acc...;2020;;
1439;91 Postal packages not classified acc...;2021;;
1440;91 Postal packages not classified acc...;2022;;
1441;93 Special transactions and commoditi...;2012;108867.0;0.0
1442;93 Special transactions and commoditi...;2013;69212.0;0.0
1443;93 Special transactions and commoditi...;2014;99631.0;0.0
1444;93 Special transactions and commoditi...;2015;;
1445;93 Special transactions and commoditi...;2016;-30664.0;0.0
1446;93 Special transactions and commoditi...;2017;358778.0;0.1
1447;93 Special transactions and commoditi...;2018;317562.0;0.1
1448;93 Special transactions and commoditi...;2019;90203.0;0.0
1449;93 Special transactions and commoditi...;2020;-417677.0;-0.1
1450;93 Special transactions and commoditi...;2021;-161657.0;0.0
1451;93 Special transactions and commoditi...;2022;;
1452;94 Components of complete industrial ...;2012;58502.0;0.0
1453;94 Components of complete industrial ...;2013;-64034.0;0.0
1454;94 Components of complete industrial ...;2014;39876.0;0.0
1455;94 Components of complete industrial ...;2015;;
1456;94 Components of complete industrial ...;2016;;
1457;94 Components of complete industrial ...;2017;;
1458;94 Components of complete industrial ...;2018;;
1459;94 Components of complete industrial ...;2019;;
1460;94 Components of complete industrial ...;2020;;
1461;94 Components of complete industrial ...;2021;;
1462;94 Components of complete industrial ...;2022;;
1463;96 Coin (other than gold coin), not b...;2012;-3682.0;0.0
1464;96 Coin (other than gold coin), not b...;2013;9999.0;0.0
1465;96 Coin (other than gold coin), not b...;2014;10634.0;0.0
1466;96 Coin (other than gold coin), not b...;2015;;
1467;96 Coin (other than gold coin), not b...;2016;-26484.0;0.0
1468;96 Coin (other than gold coin), not b...;2017;-661.0;0.0
1469;96 Coin (other than gold coin), not b...;2018;19802.0;0.0
1470;96 Coin (other than gold coin), not b...;2019;-15368.0;0.0
1471;96 Coin (other than gold coin), not b...;2020;-3937.0;0.0
1472;96 Coin (other than gold coin), not b...;2021;7061.0;0.0
1473;96 Coin (other than gold coin), not b...;2022;;
1474;97 Gold, non-monetary (excluding gold...;2012;205057.0;0.1
1475;97 Gold, non-monetary (excluding gold...;2013;-770947.0;-0.2
1476;97 Gold, non-monetary (excluding gold...;2014;-560436.0;-0.1
1477;97 Gold, non-monetary (excluding gold...;2015;;
1478;97 Gold, non-monetary (excluding gold...;2016;232346.0;0.1
1479;97 Gold, non-monetary (excluding gold...;2017;-52293.0;0.0
1480;97 Gold, non-monetary (excluding gold...;2018;-755346.0;-0.2
1481;97 Gold, non-monetary (excluding gold...;2019;-97405.0;0.0
1482;97 Gold, non-monetary (excluding gold...;2020;238796.0;0.0
1483;97 Gold, non-monetary (excluding gold...;2021;-99335.0;0.0
1484;97 Gold, non-monetary (excluding gold...;2022;;
