ID;BedrijfstakkenBranchesSBI2008;Perioden;Productie_1;GemiddeldeDagproductie_2;Productie_3;GemiddeldeDagproductie_4
4810;C Industrie;2013 januari;98.7;96.7;-1.7;-3.4
4811;C Industrie;2013 februari;95.8;96.4;-4.8;-2.0
4812;C Industrie;2013 maart;104.2;107.0;-7.0;-4.8
4813;C Industrie;2013 april;98.1;99.1;-0.3;-1.6
4814;C Industrie;2013 mei;102.0;100.0;-1.4;-1.7
4815;C Industrie;2013 juni;102.0;105.1;-3.5;-1.4
4816;C Industrie;2013 juli;98.4;95.1;1.3;-0.7
4817;C Industrie;2013 augustus;92.9;91.0;-3.5;-1.8
4818;C Industrie;2013 september;104.5;104.4;2.0;-0.6
4819;C Industrie;2013 oktober;110.0;107.6;2.1;1.8
4820;C Industrie;2013 november;107.7;109.1;-1.7;0.8
4821;C Industrie;2013 december;103.5;106.3;6.5;2.4
4822;C Industrie;2013;101.5;101.5;-1.1;-1.1
4823;C Industrie;2014 januari;101.9;99.2;3.2;2.6
4824;C Industrie;2014 februari;101.2;102.8;5.6;6.7
4825;C Industrie;2014 maart;105.3;109.1;1.0;1.9
4826;C Industrie;2014 april;102.2;102.6;4.1;3.5
4827;C Industrie;2014 mei;101.8;100.5;-0.2;0.5
4828;C Industrie;2014 juni;101.2;103.7;-0.7;-1.2
4829;C Industrie;2014 juli;100.0;97.4;1.6;2.5
4830;C Industrie;2014 augustus;90.9;91.1;-2.2;0.0
4831;C Industrie;2014 september;107.2;105.1;2.6;0.7
4832;C Industrie;2014 oktober;109.8;107.3;-0.2;-0.2
4833;C Industrie;2014 november;104.4;108.7;-3.0;-0.3
4834;C Industrie;2014 december;104.7;103.1;1.2;-3.0
4835;C Industrie;2014;102.6;102.6;1.1;1.1
4836;10-12 Voedings-, genotmiddelenindustrie;1953 januari;;29.4;;
4837;10-12 Voedings-, genotmiddelenindustrie;1953 februari;;30.8;;
4838;10-12 Voedings-, genotmiddelenindustrie;1953 maart;;32.1;;
4839;10-12 Voedings-, genotmiddelenindustrie;1953 april;;35.6;;
4840;10-12 Voedings-, genotmiddelenindustrie;1953 mei;;39.1;;
4841;10-12 Voedings-, genotmiddelenindustrie;1953 juni;;39.6;;
4842;10-12 Voedings-, genotmiddelenindustrie;1953 juli;;36.9;;
4843;10-12 Voedings-, genotmiddelenindustrie;1953 augustus;;38.2;;
4844;10-12 Voedings-, genotmiddelenindustrie;1953 september;;38.7;;
4845;10-12 Voedings-, genotmiddelenindustrie;1953 oktober;;46.1;;
4846;10-12 Voedings-, genotmiddelenindustrie;1953 november;;46.6;;
4847;10-12 Voedings-, genotmiddelenindustrie;1953 december;;40.0;;
4848;10-12 Voedings-, genotmiddelenindustrie;1953;;37.8;;
4849;10-12 Voedings-, genotmiddelenindustrie;1954 januari;;31.2;;6.0
4850;10-12 Voedings-, genotmiddelenindustrie;1954 februari;;32.1;;4.3
4851;10-12 Voedings-, genotmiddelenindustrie;1954 maart;;33.4;;4.1
4852;10-12 Voedings-, genotmiddelenindustrie;1954 april;;36.5;;2.5
4853;10-12 Voedings-, genotmiddelenindustrie;1954 mei;;39.1;;0.0
4854;10-12 Voedings-, genotmiddelenindustrie;1954 juni;;40.0;;1.1
4855;10-12 Voedings-, genotmiddelenindustrie;1954 juli;;37.8;;2.4
4856;10-12 Voedings-, genotmiddelenindustrie;1954 augustus;;37.8;;-1.2
4857;10-12 Voedings-, genotmiddelenindustrie;1954 september;;37.3;;-3.4
4858;10-12 Voedings-, genotmiddelenindustrie;1954 oktober;;44.4;;-3.8
4859;10-12 Voedings-, genotmiddelenindustrie;1954 november;;46.1;;-0.9
4860;10-12 Voedings-, genotmiddelenindustrie;1954 december;;43.5;;8.8
4861;10-12 Voedings-, genotmiddelenindustrie;1954;;38.3;;1.4
4862;10-12 Voedings-, genotmiddelenindustrie;1955 januari;;31.2;;0.0
4863;10-12 Voedings-, genotmiddelenindustrie;1955 februari;;32.1;;0.0
4864;10-12 Voedings-, genotmiddelenindustrie;1955 maart;;33.4;;0.0
4865;10-12 Voedings-, genotmiddelenindustrie;1955 april;;36.5;;0.0
4866;10-12 Voedings-, genotmiddelenindustrie;1955 mei;;38.7;;-1.1
4867;10-12 Voedings-, genotmiddelenindustrie;1955 juni;;43.1;;7.7
4868;10-12 Voedings-, genotmiddelenindustrie;1955 juli;;41.3;;9.3
4869;10-12 Voedings-, genotmiddelenindustrie;1955 augustus;;40.0;;5.8
4870;10-12 Voedings-, genotmiddelenindustrie;1955 september;;40.0;;7.1
4871;10-12 Voedings-, genotmiddelenindustrie;1955 oktober;;47.0;;6.0
4872;10-12 Voedings-, genotmiddelenindustrie;1955 november;;49.2;;6.7
4873;10-12 Voedings-, genotmiddelenindustrie;1955 december;;44.4;;2.0
4874;10-12 Voedings-, genotmiddelenindustrie;1955;;39.7;;3.8
4875;10-12 Voedings-, genotmiddelenindustrie;1956 januari;;32.5;;4.3
4876;10-12 Voedings-, genotmiddelenindustrie;1956 februari;;33.0;;2.8
4877;10-12 Voedings-, genotmiddelenindustrie;1956 maart;;36.9;;10.6
4878;10-12 Voedings-, genotmiddelenindustrie;1956 april;;38.7;;6.1
4879;10-12 Voedings-, genotmiddelenindustrie;1956 mei;;41.8;;8.0
4880;10-12 Voedings-, genotmiddelenindustrie;1956 juni;;44.4;;3.1
4881;10-12 Voedings-, genotmiddelenindustrie;1956 juli;;41.8;;1.1
4882;10-12 Voedings-, genotmiddelenindustrie;1956 augustus;;40.0;;0.0
4883;10-12 Voedings-, genotmiddelenindustrie;1956 september;;41.7;;4.4
4884;10-12 Voedings-, genotmiddelenindustrie;1956 oktober;;46.1;;-1.9
4885;10-12 Voedings-, genotmiddelenindustrie;1956 november;;51.4;;4.4
4886;10-12 Voedings-, genotmiddelenindustrie;1956 december;;46.1;;3.9
4887;10-12 Voedings-, genotmiddelenindustrie;1956;;41.2;;3.7
4888;10-12 Voedings-, genotmiddelenindustrie;1957 januari;;35.1;;8.0
4889;10-12 Voedings-, genotmiddelenindustrie;1957 februari;;36.9;;11.8
4890;10-12 Voedings-, genotmiddelenindustrie;1957 maart;;37.3;;1.0
4891;10-12 Voedings-, genotmiddelenindustrie;1957 april;;40.8;;5.5
4892;10-12 Voedings-, genotmiddelenindustrie;1957 mei;;42.2;;0.9
4893;10-12 Voedings-, genotmiddelenindustrie;1957 juni;;46.1;;3.9
4894;10-12 Voedings-, genotmiddelenindustrie;1957 juli;;44.0;;5.3
4895;10-12 Voedings-, genotmiddelenindustrie;1957 augustus;;42.7;;6.7
4896;10-12 Voedings-, genotmiddelenindustrie;1957 september;;42.7;;2.4
4897;10-12 Voedings-, genotmiddelenindustrie;1957 oktober;;48.1;;4.2
4898;10-12 Voedings-, genotmiddelenindustrie;1957 november;;51.7;;0.6
4899;10-12 Voedings-, genotmiddelenindustrie;1957 december;;44.3;;-4.0
4900;10-12 Voedings-, genotmiddelenindustrie;1957;;42.6;;3.5
4901;10-12 Voedings-, genotmiddelenindustrie;1958 januari;;36.8;;4.8
4902;10-12 Voedings-, genotmiddelenindustrie;1958 februari;;38.2;;3.6
4903;10-12 Voedings-, genotmiddelenindustrie;1958 maart;;39.1;;4.9
4904;10-12 Voedings-, genotmiddelenindustrie;1958 april;;41.4;;1.5
4905;10-12 Voedings-, genotmiddelenindustrie;1958 mei;;45.9;;9.0
4906;10-12 Voedings-, genotmiddelenindustrie;1958 juni;;45.1;;-2.2
4907;10-12 Voedings-, genotmiddelenindustrie;1958 juli;;43.4;;-1.4
4908;10-12 Voedings-, genotmiddelenindustrie;1958 augustus;;43.8;;2.7
4909;10-12 Voedings-, genotmiddelenindustrie;1958 september;;44.8;;4.8
4910;10-12 Voedings-, genotmiddelenindustrie;1958 oktober;;54.2;;12.7
4911;10-12 Voedings-, genotmiddelenindustrie;1958 november;;52.9;;2.3
4912;10-12 Voedings-, genotmiddelenindustrie;1958 december;;50.2;;13.4
4913;10-12 Voedings-, genotmiddelenindustrie;1958;;44.7;;4.7
4914;10-12 Voedings-, genotmiddelenindustrie;1959 januari;;37.9;;3.1
4915;10-12 Voedings-, genotmiddelenindustrie;1959 februari;;38.8;;1.5
4916;10-12 Voedings-, genotmiddelenindustrie;1959 maart;;41.7;;6.5
4917;10-12 Voedings-, genotmiddelenindustrie;1959 april;;44.6;;7.6
4918;10-12 Voedings-, genotmiddelenindustrie;1959 mei;;49.4;;7.6
4919;10-12 Voedings-, genotmiddelenindustrie;1959 juni;;47.1;;4.3
4920;10-12 Voedings-, genotmiddelenindustrie;1959 juli;;47.3;;9.0
4921;10-12 Voedings-, genotmiddelenindustrie;1959 augustus;;46.0;;4.9
4922;10-12 Voedings-, genotmiddelenindustrie;1959 september;;49.8;;11.2
4923;10-12 Voedings-, genotmiddelenindustrie;1959 oktober;;58.8;;8.4
4924;10-12 Voedings-, genotmiddelenindustrie;1959 november;;57.5;;8.7
4925;10-12 Voedings-, genotmiddelenindustrie;1959 december;;48.0;;-4.5
4926;10-12 Voedings-, genotmiddelenindustrie;1959;;47.2;;5.8
4927;10-12 Voedings-, genotmiddelenindustrie;1960 januari;;42.0;;10.7
4928;10-12 Voedings-, genotmiddelenindustrie;1960 februari;;43.2;;11.4
4929;10-12 Voedings-, genotmiddelenindustrie;1960 maart;;45.0;;8.0
4930;10-12 Voedings-, genotmiddelenindustrie;1960 april;;49.0;;9.9
4931;10-12 Voedings-, genotmiddelenindustrie;1960 mei;;51.6;;4.3
4932;10-12 Voedings-, genotmiddelenindustrie;1960 juni;;52.6;;11.9
4933;10-12 Voedings-, genotmiddelenindustrie;1960 juli;;47.7;;0.9
4934;10-12 Voedings-, genotmiddelenindustrie;1960 augustus;;49.2;;7.0
4935;10-12 Voedings-, genotmiddelenindustrie;1960 september;;54.2;;8.8
4936;10-12 Voedings-, genotmiddelenindustrie;1960 oktober;;62.4;;6.1
4937;10-12 Voedings-, genotmiddelenindustrie;1960 november;;61.6;;7.2
4938;10-12 Voedings-, genotmiddelenindustrie;1960 december;;59.2;;23.4
4939;10-12 Voedings-, genotmiddelenindustrie;1960;;51.5;;9.0
4940;10-12 Voedings-, genotmiddelenindustrie;1961 januari;;44.1;;5.0
4941;10-12 Voedings-, genotmiddelenindustrie;1961 februari;;45.6;;5.7
4942;10-12 Voedings-, genotmiddelenindustrie;1961 maart;;47.7;;5.9
4943;10-12 Voedings-, genotmiddelenindustrie;1961 april;;51.3;;4.8
4944;10-12 Voedings-, genotmiddelenindustrie;1961 mei;;49.8;;-3.4
4945;10-12 Voedings-, genotmiddelenindustrie;1961 juni;;52.0;;-1.1
4946;10-12 Voedings-, genotmiddelenindustrie;1961 juli;;48.1;;0.9
4947;10-12 Voedings-, genotmiddelenindustrie;1961 augustus;;50.1;;1.9
4948;10-12 Voedings-, genotmiddelenindustrie;1961 september;;54.4;;0.4
4949;10-12 Voedings-, genotmiddelenindustrie;1961 oktober;;64.4;;3.3
4950;10-12 Voedings-, genotmiddelenindustrie;1961 november;;66.0;;7.0
4951;10-12 Voedings-, genotmiddelenindustrie;1961 december;;58.2;;-1.7
4952;10-12 Voedings-, genotmiddelenindustrie;1961;;52.6;;2.3
4953;10-12 Voedings-, genotmiddelenindustrie;1962 januari;;45.7;;3.7
4954;10-12 Voedings-, genotmiddelenindustrie;1962 februari;;48.0;;5.1
4955;10-12 Voedings-, genotmiddelenindustrie;1962 maart;;49.2;;3.2
4956;10-12 Voedings-, genotmiddelenindustrie;1962 april;;50.7;;-1.3
4957;10-12 Voedings-, genotmiddelenindustrie;1962 mei;;52.2;;4.7
4958;10-12 Voedings-, genotmiddelenindustrie;1962 juni;;54.2;;4.1
4959;10-12 Voedings-, genotmiddelenindustrie;1962 juli;;51.0;;5.9
4960;10-12 Voedings-, genotmiddelenindustrie;1962 augustus;;50.4;;0.5
4961;10-12 Voedings-, genotmiddelenindustrie;1962 september;;54.4;;0.1
4962;10-12 Voedings-, genotmiddelenindustrie;1962 oktober;;64.1;;-0.5
4963;10-12 Voedings-, genotmiddelenindustrie;1962 november;;67.2;;1.9
4964;10-12 Voedings-, genotmiddelenindustrie;1962 december;;56.1;;-3.4
4965;10-12 Voedings-, genotmiddelenindustrie;1962;;53.6;;1.8
4966;10-12 Voedings-, genotmiddelenindustrie;1963 januari;;47.1;;3.0
4967;10-12 Voedings-, genotmiddelenindustrie;1963 februari;;49.8;;3.8
4968;10-12 Voedings-, genotmiddelenindustrie;1963 maart;;51.8;;5.2
4969;10-12 Voedings-, genotmiddelenindustrie;1963 april;;53.0;;4.5
4970;10-12 Voedings-, genotmiddelenindustrie;1963 mei;;54.0;;3.6
4971;10-12 Voedings-, genotmiddelenindustrie;1963 juni;;56.8;;4.8
4972;10-12 Voedings-, genotmiddelenindustrie;1963 juli;;53.0;;4.0
4973;10-12 Voedings-, genotmiddelenindustrie;1963 augustus;;53.4;;6.0
4974;10-12 Voedings-, genotmiddelenindustrie;1963 september;;57.3;;5.3
4975;10-12 Voedings-, genotmiddelenindustrie;1963 oktober;;64.8;;1.2
4976;10-12 Voedings-, genotmiddelenindustrie;1963 november;;71.4;;6.2
4977;10-12 Voedings-, genotmiddelenindustrie;1963 december;;57.6;;2.5
4978;10-12 Voedings-, genotmiddelenindustrie;1963;;55.8;;4.2
4979;10-12 Voedings-, genotmiddelenindustrie;1964 januari;;50.1;;6.4
4980;10-12 Voedings-, genotmiddelenindustrie;1964 februari;;50.7;;1.8
4981;10-12 Voedings-, genotmiddelenindustrie;1964 maart;;55.2;;6.6
4982;10-12 Voedings-, genotmiddelenindustrie;1964 april;;54.7;;3.2
4983;10-12 Voedings-, genotmiddelenindustrie;1964 mei;;57.8;;7.0
4984;10-12 Voedings-, genotmiddelenindustrie;1964 juni;;56.5;;-0.4
4985;10-12 Voedings-, genotmiddelenindustrie;1964 juli;;54.1;;2.1
4986;10-12 Voedings-, genotmiddelenindustrie;1964 augustus;;54.9;;2.9
4987;10-12 Voedings-, genotmiddelenindustrie;1964 september;;60.3;;5.3
4988;10-12 Voedings-, genotmiddelenindustrie;1964 oktober;;74.4;;14.9
4989;10-12 Voedings-, genotmiddelenindustrie;1964 november;;73.0;;2.2
4990;10-12 Voedings-, genotmiddelenindustrie;1964 december;;64.3;;11.7
4991;10-12 Voedings-, genotmiddelenindustrie;1964;;58.8;;5.4
4992;10-12 Voedings-, genotmiddelenindustrie;1965 januari;;50.1;;0.0
4993;10-12 Voedings-, genotmiddelenindustrie;1965 februari;;53.7;;5.9
4994;10-12 Voedings-, genotmiddelenindustrie;1965 maart;;54.3;;-1.7
4995;10-12 Voedings-, genotmiddelenindustrie;1965 april;;55.2;;0.9
4996;10-12 Voedings-, genotmiddelenindustrie;1965 mei;;58.1;;0.6
4997;10-12 Voedings-, genotmiddelenindustrie;1965 juni;;58.9;;4.2
4998;10-12 Voedings-, genotmiddelenindustrie;1965 juli;;54.3;;0.3
4999;10-12 Voedings-, genotmiddelenindustrie;1965 augustus;;55.9;;1.8
5000;10-12 Voedings-, genotmiddelenindustrie;1965 september;;61.7;;2.3
5001;10-12 Voedings-, genotmiddelenindustrie;1965 oktober;;75.0;;0.7
5002;10-12 Voedings-, genotmiddelenindustrie;1965 november;;76.7;;5.1
5003;10-12 Voedings-, genotmiddelenindustrie;1965 december;;64.9;;0.9
5004;10-12 Voedings-, genotmiddelenindustrie;1965;;59.9;;1.8
5005;10-12 Voedings-, genotmiddelenindustrie;1966 januari;;52.3;;4.4
5006;10-12 Voedings-, genotmiddelenindustrie;1966 februari;;56.1;;4.5
5007;10-12 Voedings-, genotmiddelenindustrie;1966 maart;;58.3;;7.4
5008;10-12 Voedings-, genotmiddelenindustrie;1966 april;;59.8;;8.4
5009;10-12 Voedings-, genotmiddelenindustrie;1966 mei;;62.0;;6.7
5010;10-12 Voedings-, genotmiddelenindustrie;1966 juni;;60.6;;2.9
5011;10-12 Voedings-, genotmiddelenindustrie;1966 juli;;54.4;;0.2
5012;10-12 Voedings-, genotmiddelenindustrie;1966 augustus;;58.9;;5.4
5013;10-12 Voedings-, genotmiddelenindustrie;1966 september;;62.3;;1.0
5014;10-12 Voedings-, genotmiddelenindustrie;1966 oktober;;76.7;;2.3
5015;10-12 Voedings-, genotmiddelenindustrie;1966 november;;77.9;;1.6
5016;10-12 Voedings-, genotmiddelenindustrie;1966 december;;63.0;;-2.9
5017;10-12 Voedings-, genotmiddelenindustrie;1966;;61.9;;3.3
5018;10-12 Voedings-, genotmiddelenindustrie;1967 januari;;55.2;;5.7
5019;10-12 Voedings-, genotmiddelenindustrie;1967 februari;;58.5;;4.3
5020;10-12 Voedings-, genotmiddelenindustrie;1967 maart;;61.3;;5.2
5021;10-12 Voedings-, genotmiddelenindustrie;1967 april;;62.4;;4.3
5022;10-12 Voedings-, genotmiddelenindustrie;1967 mei;;63.4;;2.2
5023;10-12 Voedings-, genotmiddelenindustrie;1967 juni;;63.8;;5.3
5024;10-12 Voedings-, genotmiddelenindustrie;1967 juli;;57.7;;6.1
5025;10-12 Voedings-, genotmiddelenindustrie;1967 augustus;;63.0;;6.8
5026;10-12 Voedings-, genotmiddelenindustrie;1967 september;;68.6;;10.1
5027;10-12 Voedings-, genotmiddelenindustrie;1967 oktober;;79.1;;3.2
5028;10-12 Voedings-, genotmiddelenindustrie;1967 november;;81.2;;4.2
5029;10-12 Voedings-, genotmiddelenindustrie;1967 december;;73.4;;16.5
5030;10-12 Voedings-, genotmiddelenindustrie;1967;;65.6;;6.1
5031;10-12 Voedings-, genotmiddelenindustrie;1968 januari;;54.7;;-0.9
5032;10-12 Voedings-, genotmiddelenindustrie;1968 februari;;61.1;;4.5
5033;10-12 Voedings-, genotmiddelenindustrie;1968 maart;;63.0;;2.7
5034;10-12 Voedings-, genotmiddelenindustrie;1968 april;;64.4;;3.3
5035;10-12 Voedings-, genotmiddelenindustrie;1968 mei;;66.9;;5.5
5036;10-12 Voedings-, genotmiddelenindustrie;1968 juni;;65.6;;2.9
5037;10-12 Voedings-, genotmiddelenindustrie;1968 juli;;60.0;;4.0
5038;10-12 Voedings-, genotmiddelenindustrie;1968 augustus;;67.3;;6.9
5039;10-12 Voedings-, genotmiddelenindustrie;1968 september;;70.7;;3.1
5040;10-12 Voedings-, genotmiddelenindustrie;1968 oktober;;82.3;;4.1
5041;10-12 Voedings-, genotmiddelenindustrie;1968 november;;87.0;;7.2
5042;10-12 Voedings-, genotmiddelenindustrie;1968 december;;77.1;;5.0
5043;10-12 Voedings-, genotmiddelenindustrie;1968;;68.4;;4.1
5044;10-12 Voedings-, genotmiddelenindustrie;1969 januari;;59.9;;9.4
5045;10-12 Voedings-, genotmiddelenindustrie;1969 februari;;64.4;;5.3
5046;10-12 Voedings-, genotmiddelenindustrie;1969 maart;;66.2;;5.1
5047;10-12 Voedings-, genotmiddelenindustrie;1969 april;;66.9;;3.8
5048;10-12 Voedings-, genotmiddelenindustrie;1969 mei;;72.0;;7.6
5049;10-12 Voedings-, genotmiddelenindustrie;1969 juni;;69.3;;5.5
5050;10-12 Voedings-, genotmiddelenindustrie;1969 juli;;63.3;;5.4
5051;10-12 Voedings-, genotmiddelenindustrie;1969 augustus;;69.7;;3.5
5052;10-12 Voedings-, genotmiddelenindustrie;1969 september;;75.3;;6.5
5053;10-12 Voedings-, genotmiddelenindustrie;1969 oktober;;89.2;;8.4
5054;10-12 Voedings-, genotmiddelenindustrie;1969 november;;89.7;;3.1
5055;10-12 Voedings-, genotmiddelenindustrie;1969 december;;72.5;;-5.9
5056;10-12 Voedings-, genotmiddelenindustrie;1969;;71.5;;4.6
5057;10-12 Voedings-, genotmiddelenindustrie;1970 januari;;63.4;;5.8
5058;10-12 Voedings-, genotmiddelenindustrie;1970 februari;;67.0;;4.0
5059;10-12 Voedings-, genotmiddelenindustrie;1970 maart;;70.9;;7.2
5060;10-12 Voedings-, genotmiddelenindustrie;1970 april;;69.1;;3.2
5061;10-12 Voedings-, genotmiddelenindustrie;1970 mei;;75.1;;4.4
5062;10-12 Voedings-, genotmiddelenindustrie;1970 juni;;72.3;;4.4
5063;10-12 Voedings-, genotmiddelenindustrie;1970 juli;;62.3;;-1.5
5064;10-12 Voedings-, genotmiddelenindustrie;1970 augustus;;67.2;;-3.6
5065;10-12 Voedings-, genotmiddelenindustrie;1970 september;;71.3;;-5.3
5066;10-12 Voedings-, genotmiddelenindustrie;1970 oktober;;84.4;;-5.4
5067;10-12 Voedings-, genotmiddelenindustrie;1970 november;;83.1;;-7.4
5068;10-12 Voedings-, genotmiddelenindustrie;1970 december;;73.8;;1.8
5069;10-12 Voedings-, genotmiddelenindustrie;1970;;71.7;;0.2
5070;10-12 Voedings-, genotmiddelenindustrie;1971 januari;;62.4;;-1.5
5071;10-12 Voedings-, genotmiddelenindustrie;1971 februari;;64.6;;-3.6
5072;10-12 Voedings-, genotmiddelenindustrie;1971 maart;;64.3;;-9.4
5073;10-12 Voedings-, genotmiddelenindustrie;1971 april;;65.1;;-5.7
5074;10-12 Voedings-, genotmiddelenindustrie;1971 mei;;69.1;;-8.0
5075;10-12 Voedings-, genotmiddelenindustrie;1971 juni;;65.0;;-10.1
5076;10-12 Voedings-, genotmiddelenindustrie;1971 juli;;59.3;;-4.9
5077;10-12 Voedings-, genotmiddelenindustrie;1971 augustus;;64.3;;-4.3
5078;10-12 Voedings-, genotmiddelenindustrie;1971 september;;74.2;;4.0
5079;10-12 Voedings-, genotmiddelenindustrie;1971 oktober;;88.1;;4.4
5080;10-12 Voedings-, genotmiddelenindustrie;1971 november;;87.1;;4.9
5081;10-12 Voedings-, genotmiddelenindustrie;1971 december;;71.1;;-3.7
5082;10-12 Voedings-, genotmiddelenindustrie;1971;;69.5;;-3.0
5083;10-12 Voedings-, genotmiddelenindustrie;1972 januari;;59.7;;-4.3
5084;10-12 Voedings-, genotmiddelenindustrie;1972 februari;;64.9;;0.5
5085;10-12 Voedings-, genotmiddelenindustrie;1972 maart;;68.6;;6.8
5086;10-12 Voedings-, genotmiddelenindustrie;1972 april;;71.1;;9.2
5087;10-12 Voedings-, genotmiddelenindustrie;1972 mei;;73.3;;6.1
5088;10-12 Voedings-, genotmiddelenindustrie;1972 juni;;70.0;;7.6
5089;10-12 Voedings-, genotmiddelenindustrie;1972 juli;;66.4;;12.1
5090;10-12 Voedings-, genotmiddelenindustrie;1972 augustus;;71.0;;10.6
5091;10-12 Voedings-, genotmiddelenindustrie;1972 september;;77.8;;5.0
5092;10-12 Voedings-, genotmiddelenindustrie;1972 oktober;;87.6;;-0.5
5093;10-12 Voedings-, genotmiddelenindustrie;1972 november;;88.2;;1.2
5094;10-12 Voedings-, genotmiddelenindustrie;1972 december;;76.4;;7.5
5095;10-12 Voedings-, genotmiddelenindustrie;1972;;72.9;;4.9
5096;10-12 Voedings-, genotmiddelenindustrie;1973 januari;;62.9;;5.3
5097;10-12 Voedings-, genotmiddelenindustrie;1973 februari;;67.4;;3.8
5098;10-12 Voedings-, genotmiddelenindustrie;1973 maart;;69.0;;0.5
5099;10-12 Voedings-, genotmiddelenindustrie;1973 april;;69.2;;-2.7
5100;10-12 Voedings-, genotmiddelenindustrie;1973 mei;;68.3;;-6.9
5101;10-12 Voedings-, genotmiddelenindustrie;1973 juni;;69.0;;-1.4
5102;10-12 Voedings-, genotmiddelenindustrie;1973 juli;;61.5;;-7.4
5103;10-12 Voedings-, genotmiddelenindustrie;1973 augustus;;66.6;;-6.2
5104;10-12 Voedings-, genotmiddelenindustrie;1973 september;;74.8;;-4.0
5105;10-12 Voedings-, genotmiddelenindustrie;1973 oktober;;83.1;;-5.2
5106;10-12 Voedings-, genotmiddelenindustrie;1973 november;;81.1;;-8.0
5107;10-12 Voedings-, genotmiddelenindustrie;1973 december;;74.9;;-1.9
5108;10-12 Voedings-, genotmiddelenindustrie;1973;;70.6;;-3.1
5109;10-12 Voedings-, genotmiddelenindustrie;1974 januari;;64.5;;2.6
5110;10-12 Voedings-, genotmiddelenindustrie;1974 februari;;68.5;;1.6
5111;10-12 Voedings-, genotmiddelenindustrie;1974 maart;;69.2;;0.4
5112;10-12 Voedings-, genotmiddelenindustrie;1974 april;;72.6;;4.9
5113;10-12 Voedings-, genotmiddelenindustrie;1974 mei;;72.9;;6.7
5114;10-12 Voedings-, genotmiddelenindustrie;1974 juni;;73.2;;6.1
5115;10-12 Voedings-, genotmiddelenindustrie;1974 juli;;63.5;;3.3
5116;10-12 Voedings-, genotmiddelenindustrie;1974 augustus;;71.3;;7.0
5117;10-12 Voedings-, genotmiddelenindustrie;1974 september;;76.0;;1.7
5118;10-12 Voedings-, genotmiddelenindustrie;1974 oktober;;84.1;;1.2
5119;10-12 Voedings-, genotmiddelenindustrie;1974 november;;84.1;;3.6
5120;10-12 Voedings-, genotmiddelenindustrie;1974 december;;73.4;;-2.0
5121;10-12 Voedings-, genotmiddelenindustrie;1974;;72.8;;3.0
5122;10-12 Voedings-, genotmiddelenindustrie;1975 januari;;67.8;;5.1
5123;10-12 Voedings-, genotmiddelenindustrie;1975 februari;;70.6;;3.1
5124;10-12 Voedings-, genotmiddelenindustrie;1975 maart;;73.8;;6.6
5125;10-12 Voedings-, genotmiddelenindustrie;1975 april;;73.5;;1.3
5126;10-12 Voedings-, genotmiddelenindustrie;1975 mei;;74.7;;2.6
5127;10-12 Voedings-, genotmiddelenindustrie;1975 juni;;75.1;;2.6
5128;10-12 Voedings-, genotmiddelenindustrie;1975 juli;;66.6;;4.9
5129;10-12 Voedings-, genotmiddelenindustrie;1975 augustus;;74.2;;4.0
5130;10-12 Voedings-, genotmiddelenindustrie;1975 september;;81.1;;6.6
5131;10-12 Voedings-, genotmiddelenindustrie;1975 oktober;;83.6;;-0.6
5132;10-12 Voedings-, genotmiddelenindustrie;1975 november;;83.1;;-1.1
5133;10-12 Voedings-, genotmiddelenindustrie;1975 december;;73.6;;0.2
5134;10-12 Voedings-, genotmiddelenindustrie;1975;;74.8;;2.8
5135;10-12 Voedings-, genotmiddelenindustrie;1976 januari;;64.8;;-4.5
5136;10-12 Voedings-, genotmiddelenindustrie;1976 februari;;67.8;;-4.0
5137;10-12 Voedings-, genotmiddelenindustrie;1976 maart;;67.6;;-8.4
5138;10-12 Voedings-, genotmiddelenindustrie;1976 april;;73.8;;0.4
5139;10-12 Voedings-, genotmiddelenindustrie;1976 mei;;73.1;;-2.2
5140;10-12 Voedings-, genotmiddelenindustrie;1976 juni;;73.0;;-2.8
5141;10-12 Voedings-, genotmiddelenindustrie;1976 juli;;66.4;;-0.4
5142;10-12 Voedings-, genotmiddelenindustrie;1976 augustus;;65.5;;-11.7
5143;10-12 Voedings-, genotmiddelenindustrie;1976 september;;77.3;;-4.6
5144;10-12 Voedings-, genotmiddelenindustrie;1976 oktober;;81.4;;-2.7
5145;10-12 Voedings-, genotmiddelenindustrie;1976 november;;78.8;;-5.2
5146;10-12 Voedings-, genotmiddelenindustrie;1976 december;;72.2;;-1.9
5147;10-12 Voedings-, genotmiddelenindustrie;1976;;71.8;;-4.0
5148;10-12 Voedings-, genotmiddelenindustrie;1977 januari;;65.1;;0.5
5149;10-12 Voedings-, genotmiddelenindustrie;1977 februari;;68.4;;0.9
5150;10-12 Voedings-, genotmiddelenindustrie;1977 maart;;70.3;;4.0
5151;10-12 Voedings-, genotmiddelenindustrie;1977 april;;74.8;;1.4
5152;10-12 Voedings-, genotmiddelenindustrie;1977 mei;;76.4;;4.4
5153;10-12 Voedings-, genotmiddelenindustrie;1977 juni;;73.9;;1.3
5154;10-12 Voedings-, genotmiddelenindustrie;1977 juli;;62.8;;-5.3
5155;10-12 Voedings-, genotmiddelenindustrie;1977 augustus;;68.3;;4.2
5156;10-12 Voedings-, genotmiddelenindustrie;1977 september;;73.7;;-4.7
