ID;TypeOfNonFinancialAsset;Sector;Year;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2015100_7
260;AN11 Total fixed assets;Financial corporations;2003;54009.0;1650.0;-1381.0;0.0;0.0;54278;147.1
261;AN11 Total fixed assets;Financial corporations;2004;54278.0;1095.0;-1473.0;-2083.0;0.0;51816;137.6
262;AN11 Total fixed assets;Financial corporations;2005;51816.0;1017.0;-1855.0;367.0;0.0;51346;133.7
263;AN11 Total fixed assets;Financial corporations;2006;51346.0;1568.0;-1230.0;0.0;0.0;51685;130.6
264;AN11 Total fixed assets;Financial corporations;2007;51685.0;1013.0;-1954.0;0.0;0.0;50744;125.8
265;AN11 Total fixed assets;Financial corporations;2008;50744.0;1348.0;-416.0;0.0;0.0;51676;124.8
266;AN11 Total fixed assets;Financial corporations;2009;51676.0;1535.0;-749.0;0.0;0.0;52462;123.0
267;AN11 Total fixed assets;Financial corporations;2010;52462.0;719.0;-1870.0;0.0;0.0;51312;118.7
268;AN11 Total fixed assets;Financial corporations;2011;51312.0;-862.0;-758.0;-1191.0;0.0;48501;114.1
269;AN11 Total fixed assets;Financial corporations;2012;48501.0;-658.0;-991.0;0.0;0.0;46853;111.8
270;AN11 Total fixed assets;Financial corporations;2013;46853.0;-112.0;-1113.0;-424.0;0.0;45204;108.1
271;AN11 Total fixed assets;Financial corporations;2014;45204.0;-382.0;-1932.0;0.0;0.0;42890;103.4
272;AN11 Total fixed assets;Financial corporations;2015;42890.0;-513.0;-249.0;-1152.0;0.0;40976;100.0
273;AN11 Total fixed assets;Financial corporations;2016;40976.0;-266.0;-168.0;0.0;0.0;40542;99.6
274;AN11 Total fixed assets;Financial corporations;2017;40542.0;195.0;1202.0;0.0;-1.0;41938;102.5
275;AN11 Total fixed assets;Financial corporations;2018;41938.0;1444.0;386.0;0.0;1.0;43769;103.4
276;AN11 Total fixed assets;Financial corporations;2019;43769.0;1569.0;926.0;0.0;-1.0;46263;105.5
277;AN11 Total fixed assets;Financial corporations;2020;46263.0;1942.0;861.0;0.0;-1.0;49065;107.4
278;AN11 Total fixed assets;Financial corporations;2021;49065.0;2210.0;76.0;0.0;0.0;51351;107.6
279;AN11 Total fixed assets;Financial corporations;2022;51351.0;3485.0;-186.0;0.0;0.0;54650;107.2
280;AN11 Total fixed assets;General government;1995;198468.0;3894.0;1773.0;558.0;0.0;204693;75.9
281;AN11 Total fixed assets;General government;1996;204693.0;4497.0;2456.0;0.0;0.0;211646;76.8
282;AN11 Total fixed assets;General government;1997;211646.0;3550.0;2299.0;0.0;0.0;217495;77.6
283;AN11 Total fixed assets;General government;1998;217495.0;4246.0;2305.0;0.0;0.0;224046;78.4
284;AN11 Total fixed assets;General government;1999;224046.0;4985.0;3653.0;0.0;0.0;232683;79.6
285;AN11 Total fixed assets;General government;2000;232683.0;8982.0;3953.0;0.0;0.0;245617;80.9
286;AN11 Total fixed assets;General government;2001;245617.0;11521.0;4720.0;0.0;0.0;261859;82.4
287;AN11 Total fixed assets;General government;2002;261859.0;10078.0;6002.0;0.0;0.0;277939;84.2
288;AN11 Total fixed assets;General government;2003;277939.0;6463.0;6037.0;0.0;0.0;290439;86.0
289;AN11 Total fixed assets;General government;2004;290439.0;3031.0;4399.0;0.0;0.0;297869;87.3
290;AN11 Total fixed assets;General government;2005;297869.0;4007.0;3747.0;-367.0;0.0;305256;88.3
291;AN11 Total fixed assets;General government;2006;305256.0;8479.0;5318.0;0.0;0.0;319053;89.8
292;AN11 Total fixed assets;General government;2007;319053.0;9071.0;5332.0;0.0;0.0;333456;91.2
293;AN11 Total fixed assets;General government;2008;333456.0;13060.0;6270.0;0.0;0.0;352786;92.9
294;AN11 Total fixed assets;General government;2009;352786.0;3830.0;7094.0;0.0;0.0;363710;94.7
295;AN11 Total fixed assets;General government;2010;363710.0;8482.0;6192.0;0.0;0.0;378384;96.3
296;AN11 Total fixed assets;General government;2011;378384.0;5158.0;5388.0;0.0;0.0;388930;97.7
297;AN11 Total fixed assets;General government;2012;388930.0;4748.0;3031.0;0.0;0.0;396709;98.4
298;AN11 Total fixed assets;General government;2013;396709.0;4103.0;2254.0;424.0;0.0;403490;99.1
299;AN11 Total fixed assets;General government;2014;403490.0;952.0;1539.0;0.0;0.0;405981;99.5
300;AN11 Total fixed assets;General government;2015;405981.0;-572.0;2390.0;-187.0;0.0;407611;100.0
301;AN11 Total fixed assets;General government;2016;407611.0;-1367.0;2360.0;0.0;0.0;408604;100.6
302;AN11 Total fixed assets;General government;2017;408604.0;7218.0;2496.0;0.0;0.0;418318;101.2
303;AN11 Total fixed assets;General government;2018;418318.0;11281.0;2745.0;0.0;0.0;432344;101.8
304;AN11 Total fixed assets;General government;2019;432344.0;11139.0;2982.0;0.0;-1.0;446464;102.5
305;AN11 Total fixed assets;General government;2020;446464.0;7514.0;3874.0;0.0;0.0;457852;103.4
306;AN11 Total fixed assets;General government;2021;457852.0;18830.0;3240.0;0.0;0.0;479922;104.1
307;AN11 Total fixed assets;General government;2022;479922.0;40230.0;1542.0;0.0;1.0;521695;104.4
308;AN11 Total fixed assets;Households including NPISHs;1995;331031.0;8073.0;9470.0;-793.0;0.0;347781;66.6
309;AN11 Total fixed assets;Households including NPISHs;1996;347781.0;11122.0;10029.0;-242.0;0.0;368689;68.4
310;AN11 Total fixed assets;Households including NPISHs;1997;368689.0;8279.0;12173.0;-535.0;0.0;388605;70.5
311;AN11 Total fixed assets;Households including NPISHs;1998;388605.0;10533.0;12467.0;-177.0;0.0;411427;72.7
312;AN11 Total fixed assets;Households including NPISHs;1999;411427.0;15946.0;15021.0;-167.0;0.0;442228;75.2
313;AN11 Total fixed assets;Households including NPISHs;2000;442228.0;25428.0;14521.0;-169.0;0.0;482008;77.5
314;AN11 Total fixed assets;Households including NPISHs;2001;482008.0;29721.0;15167.0;-266.0;0.0;526630;79.7
315;AN11 Total fixed assets;Households including NPISHs;2002;526630.0;30194.0;14383.0;-140.0;0.0;571068;81.8
316;AN11 Total fixed assets;Households including NPISHs;2003;571068.0;24862.0;14177.0;-617.0;0.0;609492;83.6
317;AN11 Total fixed assets;Households including NPISHs;2004;609492.0;17461.0;15293.0;-179.0;0.0;642068;85.7
318;AN11 Total fixed assets;Households including NPISHs;2005;642068.0;15510.0;17895.0;-603.0;0.0;674870;87.9
319;AN11 Total fixed assets;Households including NPISHs;2006;674870.0;23722.0;18613.0;-551.0;0.0;716656;90.2
320;AN11 Total fixed assets;Households including NPISHs;2007;716656.0;13652.0;22231.0;-565.0;0.0;751975;92.9
321;AN11 Total fixed assets;Households including NPISHs;2008;751975.0;21600.0;21517.0;-491.0;0.0;794603;95.4
322;AN11 Total fixed assets;Households including NPISHs;2009;794603.0;26164.0;13514.0;-687.0;0.0;833596;96.9
323;AN11 Total fixed assets;Households including NPISHs;2010;833596.0;9691.0;7624.0;-674.0;0.0;850239;97.7
324;AN11 Total fixed assets;Households including NPISHs;2011;850239.0;-21185.0;7391.0;-423.0;0.0;836023;98.5
325;AN11 Total fixed assets;Households including NPISHs;2012;836023.0;-13939.0;3325.0;-530.0;0.0;824878;98.8
326;AN11 Total fixed assets;Households including NPISHs;2013;824878.0;-9949.0;318.0;-444.0;72.0;814875;98.8
327;AN11 Total fixed assets;Households including NPISHs;2014;814875.0;-18556.0;3150.0;-649.0;0.0;798820;99.1
328;AN11 Total fixed assets;Households including NPISHs;2015;798820.0;-20046.0;7353.0;-525.0;0.0;785602;100.0
329;AN11 Total fixed assets;Households including NPISHs;2016;787251.0;-6075.0;13897.0;-876.0;-53.0;794144;101.7
330;AN11 Total fixed assets;Households including NPISHs;2017;794144.0;632.0;14536.0;-230.0;-2.0;809080;103.5
331;AN11 Total fixed assets;Households including NPISHs;2018;809087.0;33919.0;17868.0;-157.0;6.0;860723;105.7
332;AN11 Total fixed assets;Households including NPISHs;2019;859229.0;43045.0;21313.0;-82.0;0.0;923505;108.2
333;AN11 Total fixed assets;Households including NPISHs;2020;923505.0;50217.0;21431.0;-169.0;1.0;994985;110.5
334;AN11 Total fixed assets;Households including NPISHs;2021;994985.0;50683.0;24250.0;-126.0;0.0;1069792;113.1
335;AN11 Total fixed assets;Households including NPISHs;2022;1069792.0;63655.0;26891.0;-128.0;-1.0;1160209;115.7
336;AN11 Total fixed assets;Households;1995;330043.0;8060.0;9439.0;-793.0;0.0;346749;66.5
337;AN11 Total fixed assets;Households;1996;346749.0;11111.0;10015.0;-242.0;0.0;367632;68.3
338;AN11 Total fixed assets;Households;1997;367632.0;8267.0;12165.0;-535.0;0.0;387529;70.4
339;AN11 Total fixed assets;Households;1998;387529.0;10521.0;12460.0;-177.0;0.0;410333;72.6
340;AN11 Total fixed assets;Households;1999;410333.0;15930.0;15006.0;-222.0;0.0;441047;75.1
341;AN11 Total fixed assets;Households;2000;441047.0;25386.0;14517.0;-169.0;0.0;480781;77.4
342;AN11 Total fixed assets;Households;2001;480781.0;29673.0;15158.0;-266.0;0.0;525346;79.7
343;AN11 Total fixed assets;Households;2002;525346.0;30149.0;14376.0;-140.0;0.0;569733;81.7
344;AN11 Total fixed assets;Households;2003;569733.0;24845.0;14193.0;-617.0;0.0;608155;83.6
345;AN11 Total fixed assets;Households;2004;608155.0;17447.0;15310.0;-179.0;0.0;640734;85.6
346;AN11 Total fixed assets;Households;2005;640734.0;15491.0;17912.0;-603.0;0.0;673534;87.9
347;AN11 Total fixed assets;Households;2006;673534.0;23689.0;18624.0;-551.0;0.0;715298;90.1
348;AN11 Total fixed assets;Households;2007;715298.0;13623.0;22235.0;-565.0;0.0;750593;92.8
349;AN11 Total fixed assets;Households;2008;750593.0;21562.0;21528.0;-491.0;0.0;793193;95.4
350;AN11 Total fixed assets;Households;2009;793193.0;26128.0;13546.0;-687.0;0.0;832181;96.9
351;AN11 Total fixed assets;Households;2010;832181.0;9668.0;7653.0;-674.0;0.0;848830;97.7
352;AN11 Total fixed assets;Households;2011;848830.0;-21189.0;7419.0;-423.0;0.0;834637;98.5
353;AN11 Total fixed assets;Households;2012;834637.0;-13948.0;3334.0;-530.0;0.0;823494;98.8
354;AN11 Total fixed assets;Households;2013;823494.0;-9964.0;345.0;-444.0;73.0;813504;98.8
355;AN11 Total fixed assets;Households;2014;813504.0;-18562.0;3163.0;-649.0;0.0;797456;99.1
356;AN11 Total fixed assets;Households;2015;797456.0;-20042.0;7378.0;-525.0;0.0;784268;100.0
357;AN11 Total fixed assets;Households;2016;785918.0;-6073.0;13962.0;-876.0;-54.0;792877;101.7
358;AN11 Total fixed assets;Households;2017;792877.0;627.0;14572.0;-230.0;-1.0;807845;103.5
359;AN11 Total fixed assets;Households;2018;807852.0;33899.0;17909.0;-157.0;5.0;859508;105.7
360;AN11 Total fixed assets;Households;2019;858014.0;43019.0;21338.0;-82.0;1.0;922290;108.2
361;AN11 Total fixed assets;Households;2020;922290.0;50186.0;21330.0;-169.0;0.0;993637;110.5
362;AN11 Total fixed assets;Households;2021;993637.0;50644.0;24302.0;-126.0;1.0;1068458;113.1
363;AN11 Total fixed assets;Households;2022;1068458.0;63584.0;26944.0;-128.0;0.0;1158858;115.8
364;AN11 Total fixed assets;Non-profit institutions serv. households;1995;988.0;13.0;30.0;0.0;0.0;1032;107.0
365;AN11 Total fixed assets;Non-profit institutions serv. households;1996;1032.0;11.0;13.0;0.0;0.0;1056;108.3
366;AN11 Total fixed assets;Non-profit institutions serv. households;1997;1056.0;12.0;8.0;0.0;0.0;1076;109.1
367;AN11 Total fixed assets;Non-profit institutions serv. households;1998;1076.0;11.0;8.0;0.0;0.0;1095;109.9
368;AN11 Total fixed assets;Non-profit institutions serv. households;1999;1095.0;16.0;15.0;54.0;0.0;1181;116.8
369;AN11 Total fixed assets;Non-profit institutions serv. households;2000;1181.0;41.0;5.0;0.0;0.0;1227;117.3
370;AN11 Total fixed assets;Non-profit institutions serv. households;2001;1227.0;48.0;9.0;0.0;0.0;1284;118.2
371;AN11 Total fixed assets;Non-profit institutions serv. households;2002;1284.0;45.0;6.0;0.0;0.0;1335;118.7
372;AN11 Total fixed assets;Non-profit institutions serv. households;2003;1335.0;17.0;-15.0;0.0;0.0;1337;117.4
373;AN11 Total fixed assets;Non-profit institutions serv. households;2004;1337.0;15.0;-18.0;0.0;0.0;1335;115.9
374;AN11 Total fixed assets;Non-profit institutions serv. households;2005;1335.0;19.0;-17.0;0.0;0.0;1336;114.4
375;AN11 Total fixed assets;Non-profit institutions serv. households;2006;1336.0;32.0;-11.0;0.0;0.0;1358;113.5
376;AN11 Total fixed assets;Non-profit institutions serv. households;2007;1358.0;29.0;-4.0;0.0;0.0;1383;113.2
377;AN11 Total fixed assets;Non-profit institutions serv. households;2008;1383.0;37.0;-11.0;0.0;0.0;1409;112.3
378;AN11 Total fixed assets;Non-profit institutions serv. households;2009;1409.0;36.0;-32.0;0.0;0.0;1414;109.9
379;AN11 Total fixed assets;Non-profit institutions serv. households;2010;1414.0;23.0;-28.0;0.0;0.0;1410;107.8
380;AN11 Total fixed assets;Non-profit institutions serv. households;2011;1410.0;4.0;-28.0;0.0;0.0;1385;105.6
381;AN11 Total fixed assets;Non-profit institutions serv. households;2012;1385.0;8.0;-9.0;0.0;0.0;1384;104.9
382;AN11 Total fixed assets;Non-profit institutions serv. households;2013;1384.0;15.0;-28.0;0.0;0.0;1372;102.9
383;AN11 Total fixed assets;Non-profit institutions serv. households;2014;1372.0;6.0;-14.0;0.0;0.0;1364;101.9
384;AN11 Total fixed assets;Non-profit institutions serv. households;2015;1364.0;-5.0;-25.0;0.0;0.0;1334;100.0
385;AN11 Total fixed assets;Non-profit institutions serv. households;2016;1334.0;-3.0;-64.0;0.0;-1.0;1266;95.1
386;AN11 Total fixed assets;Non-profit institutions serv. households;2017;1266.0;5.0;-36.0;0.0;0.0;1235;92.4
387;AN11 Total fixed assets;Non-profit institutions serv. households;2018;1235.0;20.0;-41.0;0.0;0.0;1214;89.4
388;AN11 Total fixed assets;Non-profit institutions serv. households;2019;1214.0;26.0;-25.0;0.0;1.0;1216;87.7
389;AN11 Total fixed assets;Non-profit institutions serv. households;2020;1216.0;31.0;102.0;0.0;-1.0;1348;94.8
390;AN11 Total fixed assets;Non-profit institutions serv. households;2021;1348.0;39.0;-53.0;0.0;0.0;1334;91.2
391;AN11 Total fixed assets;Non-profit institutions serv. households;2022;1334.0;70.0;-53.0;0.0;0.0;1351;87.7
392;AN111 Dwellings;Total all sectors;1995;388564.0;10051.0;8975.0;70.0;0.0;407660;72.5
393;AN111 Dwellings;Total all sectors;1996;407660.0;14377.0;10116.0;48.0;0.0;432201;74.2
394;AN111 Dwellings;Total all sectors;1997;432201.0;10167.0;11177.0;74.0;0.0;453618;76.1
395;AN111 Dwellings;Total all sectors;1998;453618.0;12911.0;11558.0;100.0;0.0;478189;78.0
396;AN111 Dwellings;Total all sectors;1999;478189.0;20056.0;12317.0;52.0;0.0;510614;79.9
397;AN111 Dwellings;Total all sectors;2000;510614.0;30546.0;13114.0;133.0;0.0;554407;81.9
398;AN111 Dwellings;Total all sectors;2001;554407.0;36164.0;14393.0;115.0;0.0;605079;83.9
399;AN111 Dwellings;Total all sectors;2002;605079.0;36450.0;13150.0;89.0;0.0;654768;85.6
400;AN111 Dwellings;Total all sectors;2003;654768.0;31185.0;12084.0;99.0;0.0;698135;87.1
401;AN111 Dwellings;Total all sectors;2004;698135.0;21468.0;13360.0;50.0;0.0;733014;88.8
402;AN111 Dwellings;Total all sectors;2005;733014.0;18119.0;14924.0;65.0;0.0;766123;90.5
403;AN111 Dwellings;Total all sectors;2006;766123.0;28150.0;17047.0;78.0;0.0;811397;92.5
404;AN111 Dwellings;Total all sectors;2007;811397.0;15034.0;18633.0;90.0;0.0;845154;94.6
405;AN111 Dwellings;Total all sectors;2008;845154.0;24230.0;18939.0;55.0;0.0;888379;96.7
406;AN111 Dwellings;Total all sectors;2009;888379.0;29961.0;13085.0;77.0;0.0;931502;98.0
407;AN111 Dwellings;Total all sectors;2010;931502.0;10059.0;7189.0;25.0;0.0;948776;98.8
408;AN111 Dwellings;Total all sectors;2011;948776.0;-26633.0;5700.0;71.0;0.0;927914;99.4
409;AN111 Dwellings;Total all sectors;2012;927914.0;-17144.0;1995.0;58.0;0.0;912823;99.6
410;AN111 Dwellings;Total all sectors;2013;912823.0;-14036.0;-979.0;38.0;0.0;897846;99.5
411;AN111 Dwellings;Total all sectors;2014;897846.0;-24639.0;31.0;73.0;0.0;873312;99.5
412;AN111 Dwellings;Total all sectors;2015;873312.0;-24495.0;3813.0;58.0;0.0;852687;100.0
413;AN111 Dwellings;Total all sectors;2016;852687.0;-7177.0;8716.0;298.0;0.0;854524;101.1
414;AN111 Dwellings;Total all sectors;2017;854524.0;-582.0;12020.0;31.0;1.0;865994;102.5
415;AN111 Dwellings;Total all sectors;2018;865994.0;41066.0;15476.0;34.0;0.0;922570;104.2
416;AN111 Dwellings;Total all sectors;2019;922570.0;49705.0;17232.0;26.0;-1.0;989532;106.1
417;AN111 Dwellings;Total all sectors;2020;989532.0;58418.0;17485.0;21.0;-1.0;1065455;107.9
418;AN111 Dwellings;Total all sectors;2021;1065455.0;56730.0;20459.0;24.0;0.0;1142668;109.8
419;AN111 Dwellings;Total all sectors;2022;1142668.0;67419.0;21575.0;47.0;1.0;1231710;111.8
420;AN111 Dwellings;The non-financial corporations sector;1995;92299.0;2388.0;528.0;2.0;0.0;95217;90.9
421;AN111 Dwellings;The non-financial corporations sector;1996;95217.0;3359.0;454.0;0.0;0.0;99029;91.3
422;AN111 Dwellings;The non-financial corporations sector;1997;99029.0;2327.0;317.0;0.0;0.0;101673;91.6
423;AN111 Dwellings;The non-financial corporations sector;1998;101673.0;2886.0;145.0;0.0;0.0;104704;91.7
424;AN111 Dwellings;The non-financial corporations sector;1999;104704.0;4370.0;-363.0;0.0;0.0;108710;91.4
425;AN111 Dwellings;The non-financial corporations sector;2000;108710.0;6464.0;-218.0;0.0;0.0;114956;91.3
426;AN111 Dwellings;The non-financial corporations sector;2001;114956.0;7478.0;1694.0;0.0;0.0;124129;92.5
427;AN111 Dwellings;The non-financial corporations sector;2002;124129.0;7473.0;1310.0;0.0;0.0;132912;93.4
428;AN111 Dwellings;The non-financial corporations sector;2003;132912.0;6342.0;27.0;0.0;0.0;139282;93.5
429;AN111 Dwellings;The non-financial corporations sector;2004;139282.0;4285.0;341.0;0.0;0.0;143907;93.7
430;AN111 Dwellings;The non-financial corporations sector;2005;143907.0;3555.0;596.0;1.0;0.0;148060;94.1
431;AN111 Dwellings;The non-financial corporations sector;2006;148060.0;5447.0;728.0;1.0;0.0;154236;94.5
432;AN111 Dwellings;The non-financial corporations sector;2007;154236.0;2842.0;787.0;1.0;0.0;157866;95.0
433;AN111 Dwellings;The non-financial corporations sector;2008;157866.0;4537.0;1771.0;0.0;0.0;164174;96.0
434;AN111 Dwellings;The non-financial corporations sector;2009;164174.0;5634.0;2298.0;0.0;0.0;172106;97.3
435;AN111 Dwellings;The non-financial corporations sector;2010;172106.0;1880.0;1805.0;0.0;0.0;175791;98.3
436;AN111 Dwellings;The non-financial corporations sector;2011;175791.0;-4786.0;2075.0;0.0;0.0;173080;99.5
437;AN111 Dwellings;The non-financial corporations sector;2012;173080.0;-3090.0;1383.0;13.0;0.0;171386;100.3
438;AN111 Dwellings;The non-financial corporations sector;2013;171386.0;-2617.0;603.0;0.0;0.0;169372;100.7
439;AN111 Dwellings;The non-financial corporations sector;2014;169372.0;-4673.0;-510.0;3.0;0.0;164192;100.4
440;AN111 Dwellings;The non-financial corporations sector;2015;164192.0;-4632.0;-957.0;340.0;0.0;158943;100.0
