ID;CentralDecentralProduction;EnergyCommodities;Periods;TotalElectricityAndHeatTJ_1;ElectricityMWh_2;ElectricityTJ_3;Electricity_4;HeatTJ_5;InputTJ_6
608;Central electricity production;Biomass;2008;8876.0;2276209.0;8194.0;2.1;682.0;19692.0
609;Central electricity production;Biomass;2009;10353.0;2615000.0;9414.0;2.3;939.0;22788.0
610;Central electricity production;Biomass;2010;12920.0;3236944.0;11653.0;2.7;1267.0;28545.0
611;Central electricity production;Biomass;2011;12377.0;3182448.0;11457.0;2.8;920.0;27855.0
612;Central electricity production;Biomass;2012;11290.0;2953335.0;10632.0;2.9;658.0;26295.0
613;Central electricity production;Biomass;2013;6948.0;1814304.0;6531.0;1.8;417.0;15691.0
614;Central electricity production;Biomass;2014;3576.0;933000.0;3359.0;0.9;217.0;8173.0
615;Central electricity production;Biomass;2015;1887.0;513278.0;1848.0;0.5;40.0;4675.0
616;Central electricity production;Biomass;2016;1662.0;446324.0;1607.0;0.4;55.0;4083.0
617;Central electricity production;Biomass;2017;2272.0;534118.0;1923.0;0.5;349.0;4883.0
618;Central electricity production;Biomass;2018;3047.0;640783.0;2307.0;0.6;740.0;5674.0
619;Central electricity production;Biomass;2019;7978.0;1872686.0;6742.0;1.5;1237.0;15525.0
620;Central electricity production;Biomass;2020;19543.0;4750242.0;17101.0;3.9;2442.0;40359.0
621;Central electricity production;Biomass;2021;27712.0;6770373.0;24373.0;5.5;3339.0;56488.0
622;Central electricity production;Biomass;2022;22312.0;5540886.0;19947.0;4.6;2365.0;46035.0
623;Central electricity production;Biomass;2023;15372.0;3775672.0;13592.0;3.1;1779.0;31971.0
624;Central electricity production;Nuclear energy;1998;13712.0;3809091.0;13712.0;4.1;;39327.0
625;Central electricity production;Nuclear energy;1999;13781.0;3828213.0;13781.0;4.4;;39739.0
626;Central electricity production;Nuclear energy;2000;14110.0;3919208.0;14110.0;4.3;;40500.0
627;Central electricity production;Nuclear energy;2001;14301.0;3972571.0;14301.0;4.2;;40866.0
628;Central electricity production;Nuclear energy;2002;14089.0;3913540.0;14089.0;4.1;;40317.0
629;Central electricity production;Nuclear energy;2003;14465.0;4017989.0;14465.0;4.1;;41264.0
630;Central electricity production;Nuclear energy;2004;13759.0;3822018.0;13759.0;3.7;;39420.0
631;Central electricity production;Nuclear energy;2005;14391.0;3997456.0;14391.0;4.0;;41296.0
632;Central electricity production;Nuclear energy;2006;12490.0;3469439.0;12490.0;3.5;;35913.0
633;Central electricity production;Nuclear energy;2007;15121.0;4200313.0;15121.0;4.0;;40962.0
634;Central electricity production;Nuclear energy;2008;15008.0;4168889.0;15008.0;3.9;;40116.0
635;Central electricity production;Nuclear energy;2009;15294.0;4248333.0;15294.0;3.7;;41030.0
636;Central electricity production;Nuclear energy;2010;14289.0;3969167.0;14289.0;3.4;;38410.0
637;Central electricity production;Nuclear energy;2011;14907.0;4140775.0;14907.0;3.7;;40164.0
638;Central electricity production;Nuclear energy;2012;14093.0;3914710.0;14093.0;3.8;;38516.0
639;Central electricity production;Nuclear energy;2013;10407.0;2890859.0;10407.0;2.9;;27604.0
640;Central electricity production;Nuclear energy;2014;14729.0;4091306.0;14729.0;4.0;;39410.0
641;Central electricity production;Nuclear energy;2015;14681.0;4078041.0;14681.0;3.7;;39245.0
642;Central electricity production;Nuclear energy;2016;14257.0;3960278.0;14257.0;3.4;;38357.0
643;Central electricity production;Nuclear energy;2017;12249.0;3402478.0;12249.0;2.9;;33056.0
644;Central electricity production;Nuclear energy;2018;12653.0;3514770.0;12653.0;3.1;;34008.0
645;Central electricity production;Nuclear energy;2019;14075.0;3909748.0;14075.0;3.2;;38113.0
646;Central electricity production;Nuclear energy;2020;14715.0;4087363.0;14715.0;3.3;;40021.0
647;Central electricity production;Nuclear energy;2021;13781.0;3827956.0;13781.0;3.1;;37281.0
648;Central electricity production;Nuclear energy;2022;14963.0;4156313.0;14963.0;3.4;;40439.0
649;Central electricity production;Nuclear energy;2023;14347.0;3985293.0;14347.0;3.3;;38959.0
650;Central electricity production;Other energy commodities;1998;3874.0;605827.0;2182.0;0.7;1692.0;5533.0
651;Central electricity production;Other energy commodities;1999;4188.0;611641.0;2203.0;0.7;1985.0;5340.0
652;Central electricity production;Other energy commodities;2000;4639.0;515531.0;1855.0;0.6;2783.0;5405.0
653;Central electricity production;Other energy commodities;2001;3159.0;376604.0;1356.0;0.4;1802.0;3553.0
654;Central electricity production;Other energy commodities;2002;2334.0;317489.0;1143.0;0.3;1191.0;2760.0
655;Central electricity production;Other energy commodities;2003;5262.0;766568.0;2759.0;0.8;2502.0;6511.0
656;Central electricity production;Other energy commodities;2004;5162.0;768588.0;2768.0;0.8;2394.0;6666.0
657;Central electricity production;Other energy commodities;2005;5085.0;748864.0;2696.0;0.7;2389.0;7133.0
658;Central electricity production;Other energy commodities;2006;6087.0;866948.0;3121.0;0.9;2965.0;7748.0
659;Central electricity production;Other energy commodities;2007;4051.0;710396.0;2558.0;0.7;1493.0;6122.0
660;Central electricity production;Other energy commodities;2008;6540.0;806154.0;2902.0;0.7;3637.0;7293.0
661;Central electricity production;Other energy commodities;2009;4940.0;709837.0;2555.0;0.6;2384.0;6337.0
662;Central electricity production;Other energy commodities;2010;3575.0;732500.0;2637.0;0.6;938.0;6685.0
663;Central electricity production;Other energy commodities;2011;4722.0;861658.0;3101.0;0.8;1621.0;7907.0
664;Central electricity production;Other energy commodities;2012;5574.0;946060.0;3406.0;0.9;2168.0;9240.0
665;Central electricity production;Other energy commodities;2013;4902.0;800453.0;2882.0;0.8;2020.0;7922.0
666;Central electricity production;Other energy commodities;2014;6937.0;891134.0;3208.0;0.9;3729.0;9669.0
667;Central electricity production;Other energy commodities;2015;6314.0;852097.0;3068.0;0.8;3246.0;9569.0
668;Central electricity production;Other energy commodities;2016;5739.0;810277.0;2917.0;0.7;2822.0;9595.0
669;Central electricity production;Other energy commodities;2017;5905.0;1054405.0;3796.0;0.9;2110.0;10883.0
670;Central electricity production;Other energy commodities;2018;1363.0;53743.0;193.0;0.0;1170.0;1666.0
671;Central electricity production;Other energy commodities;2019;145.0;34309.0;124.0;0.0;22.0;298.0
672;Central electricity production;Other energy commodities;2020;295.0;77428.0;279.0;0.1;16.0;646.0
673;Central electricity production;Other energy commodities;2021;335.0;86594.0;312.0;0.1;24.0;721.0
674;Central electricity production;Other energy commodities;2022;258.0;66224.0;238.0;0.1;20.0;572.0
675;Central electricity production;Other energy commodities;2023;115.0;30947.0;111.0;0.0;4.0;254.0
676;Decentral electricity production;Total energy commodities;1998;293358.0;29751862.0;107107.0;32.3;186251.0;398316.0
677;Decentral electricity production;Total energy commodities;1999;301559.0;32491317.0;116969.0;37.1;184590.0;414101.0
678;Decentral electricity production;Total energy commodities;2000;308063.0;33635214.0;121087.0;37.3;186976.0;418329.0
679;Decentral electricity production;Total energy commodities;2001;295342.0;31698608.0;114115.0;33.7;181227.0;405499.0
680;Decentral electricity production;Total energy commodities;2002;292832.0;31074660.0;111869.0;32.7;180964.0;397656.0
681;Decentral electricity production;Total energy commodities;2003;292423.0;31616127.0;113818.0;32.2;178605.0;397721.0
682;Decentral electricity production;Total energy commodities;2004;288119.0;31716008.0;114178.0;31.1;173941.0;387402.0
683;Decentral electricity production;Total energy commodities;2005;291280.0;31531600.0;113514.0;31.3;177766.0;391235.0
684;Decentral electricity production;Total energy commodities;2006;292242.0;31705962.0;114141.0;32.1;178101.0;388281.0
685;Decentral electricity production;Total energy commodities;2007;309424.0;34770045.0;125172.0;33.1;184252.0;409659.0
686;Decentral electricity production;Total energy commodities;2008;350785.0;40631944.0;146275.0;37.6;204510.0;458524.0
687;Decentral electricity production;Total energy commodities;2009;324571.0;41430833.0;149151.0;36.5;175420.0;438174.0
688;Decentral electricity production;Total energy commodities;2010;339655.0;42315833.0;152337.0;35.8;187318.0;457029.0
689;Decentral electricity production;Total energy commodities;2011;337542.0;42411281.0;152681.0;37.5;184861.0;443351.0
690;Decentral electricity production;Total energy commodities;2012;325008.0;38474533.0;138508.0;37.5;186500.0;422172.0
691;Decentral electricity production;Total energy commodities;2013;317917.0;37811342.0;136121.0;37.5;181797.0;413544.0
692;Decentral electricity production;Total energy commodities;2014;289698.0;35883708.0;129181.0;34.7;160516.0;376215.0
693;Decentral electricity production;Total energy commodities;2015;289864.0;37853790.0;136274.0;34.3;153591.0;367923.0
694;Decentral electricity production;Total energy commodities;2016;285117.0;38513186.0;138647.0;33.4;146470.0;355541.0
695;Decentral electricity production;Total energy commodities;2017;297694.0;41065196.0;147835.0;35.0;149859.0;351581.0
696;Decentral electricity production;Total energy commodities;2018;299878.0;43250537.0;155702.0;37.8;144176.0;350961.0
697;Decentral electricity production;Total energy commodities;2019;321487.0;46672679.0;168022.0;38.4;153465.0;360663.0
698;Decentral electricity production;Total energy commodities;2020;345522.0;53658314.0;193170.0;43.5;152352.0;362202.0
699;Decentral electricity production;Total energy commodities;2021;370358.0;59722724.0;215002.0;48.9;155356.0;369255.0
700;Decentral electricity production;Total energy commodities;2022;370515.0;64573645.0;232465.0;53.1;138050.0;330311.0
701;Decentral electricity production;Total energy commodities;2023;400127.0;74967805.0;269884.0;61.8;130243.0;317183.0
702;Decentral electricity production;Total fossil fuels;1998;264627.0;25485076.0;91746.0;27.7;172881.0;334959.0
703;Decentral electricity production;Total fossil fuels;1999;273603.0;28167812.0;101404.0;32.1;172199.0;353129.0
704;Decentral electricity production;Total fossil fuels;2000;277391.0;28877487.0;103959.0;32.0;173433.0;354833.0
705;Decentral electricity production;Total fossil fuels;2001;264300.0;26933173.0;96959.0;28.6;167341.0;342188.0
706;Decentral electricity production;Total fossil fuels;2002;261320.0;26164168.0;94191.0;27.5;167129.0;334026.0
707;Decentral electricity production;Total fossil fuels;2003;260736.0;26340281.0;94825.0;26.8;165911.0;334699.0
708;Decentral electricity production;Total fossil fuels;2004;253428.0;25813009.0;92927.0;25.3;160501.0;324972.0
709;Decentral electricity production;Total fossil fuels;2005;257088.0;25454508.0;91636.0;25.3;165452.0;325841.0
710;Decentral electricity production;Total fossil fuels;2006;254838.0;24964342.0;89872.0;25.3;164967.0;320949.0
711;Decentral electricity production;Total fossil fuels;2007;268231.0;27069608.0;97451.0;25.7;170780.0;339533.0
712;Decentral electricity production;Total fossil fuels;2008;305710.0;31629425.0;113866.0;29.2;191844.0;380705.0
713;Decentral electricity production;Total fossil fuels;2009;274640.0;31121505.0;112037.0;27.4;162602.0;351369.0
714;Decentral electricity production;Total fossil fuels;2010;291872.0;31931111.0;114952.0;27.0;176920.0;366889.0
715;Decentral electricity production;Total fossil fuels;2011;283399.0;30867884.0;111125.0;27.3;172274.0;351617.0
716;Decentral electricity production;Total fossil fuels;2012;258647.0;26348843.0;94856.0;25.7;163791.0;318130.0
717;Decentral electricity production;Total fossil fuels;2013;247718.0;25140629.0;90506.0;24.9;157212.0;305017.0
718;Decentral electricity production;Total fossil fuels;2014;213281.0;22673389.0;81624.0;21.9;131657.0;267438.0
719;Decentral electricity production;Total fossil fuels;2015;206593.0;22447270.0;80810.0;20.4;125783.0;257305.0
720;Decentral electricity production;Total fossil fuels;2016;198807.0;21903269.0;78852.0;19.0;119955.0;242723.0
721;Decentral electricity production;Total fossil fuels;2017;199359.0;21912374.0;78885.0;18.7;120475.0;240882.0
722;Decentral electricity production;Total fossil fuels;2018;200772.0;22419948.0;80712.0;19.6;120060.0;242348.0
723;Decentral electricity production;Total fossil fuels;2019;210172.0;23273382.0;83784.0;19.2;126388.0;249594.0
724;Decentral electricity production;Total fossil fuels;2020;208781.0;23272653.0;83782.0;18.9;125000.0;250522.0
725;Decentral electricity production;Total fossil fuels;2021;209081.0;23635612.0;85088.0;19.3;123992.0;251261.0
726;Decentral electricity production;Total fossil fuels;2022;179601.0;19501508.0;70205.0;16.0;109395.0;211775.0
727;Decentral electricity production;Total fossil fuels;2023;175240.0;19611107.0;70600.0;16.2;104640.0;210634.0
728;Decentral electricity production;Natural gas;1998;222305.0;23048159.0;82973.0;25.1;139331.0;282646.0
729;Decentral electricity production;Natural gas;1999;231382.0;25770736.0;92775.0;29.4;138608.0;303233.0
730;Decentral electricity production;Natural gas;2000;235869.0;26670870.0;96015.0;29.6;139854.0;304874.0
731;Decentral electricity production;Natural gas;2001;224136.0;24829709.0;89387.0;26.4;134749.0;292699.0
732;Decentral electricity production;Natural gas;2002;222443.0;24243971.0;87278.0;25.5;135165.0;286984.0
733;Decentral electricity production;Natural gas;2003;222251.0;24274033.0;87387.0;24.7;134864.0;287513.0
734;Decentral electricity production;Natural gas;2004;219430.0;23882603.0;85977.0;23.4;133452.0;283412.0
735;Decentral electricity production;Natural gas;2005;221369.0;23495673.0;84584.0;23.3;136785.0;281685.0
736;Decentral electricity production;Natural gas;2006;221068.0;23146420.0;83327.0;23.4;137741.0;279004.0
737;Decentral electricity production;Natural gas;2007;232497.0;25118280.0;90426.0;23.9;142071.0;293280.0
738;Decentral electricity production;Natural gas;2008;271397.0;29770623.0;107174.0;27.5;164223.0;337720.0
739;Decentral electricity production;Natural gas;2009;254831.0;29468834.0;106088.0;26.0;148744.0;324173.0
740;Decentral electricity production;Natural gas;2010;269618.0;30533056.0;109919.0;25.8;159699.0;340008.0
741;Decentral electricity production;Natural gas;2011;259377.0;29341628.0;105630.0;26.0;153747.0;322317.0
742;Decentral electricity production;Natural gas;2012;239955.0;25093793.0;90338.0;24.5;149618.0;292772.0
743;Decentral electricity production;Natural gas;2013;229616.0;23923312.0;86124.0;23.7;143492.0;280180.0
744;Decentral electricity production;Natural gas;2014;194386.0;21348296.0;76854.0;20.6;117532.0;241383.0
745;Decentral electricity production;Natural gas;2015;193763.0;21145210.0;76123.0;19.2;117640.0;238511.0
746;Decentral electricity production;Natural gas;2016;186649.0;20624712.0;74249.0;17.9;112400.0;225070.0
747;Decentral electricity production;Natural gas;2017;186567.0;20707710.0;74548.0;17.7;112019.0;223329.0
748;Decentral electricity production;Natural gas;2018;187466.0;21069862.0;75852.0;18.4;111615.0;223502.0
749;Decentral electricity production;Natural gas;2019;195686.0;21840363.0;78625.0;18.0;117061.0;229486.0
750;Decentral electricity production;Natural gas;2020;194981.0;21867101.0;78722.0;17.7;116260.0;230571.0
751;Decentral electricity production;Natural gas;2021;195995.0;22263714.0;80149.0;18.2;115846.0;232376.0
752;Decentral electricity production;Natural gas;2022;161212.0;17866215.0;64318.0;14.7;96893.0;188798.0
753;Decentral electricity production;Natural gas;2023;158092.0;18042875.0;64954.0;14.9;93137.0;188524.0
754;Decentral electricity production;Hard coal;1998;;;;;;
755;Decentral electricity production;Hard coal;1999;;;;;;
756;Decentral electricity production;Hard coal;2000;;;;;;
757;Decentral electricity production;Hard coal;2001;;;;;;
758;Decentral electricity production;Hard coal;2002;;;;;;
759;Decentral electricity production;Hard coal;2003;;;;;;
760;Decentral electricity production;Hard coal;2004;;;;;;
761;Decentral electricity production;Hard coal;2005;;;;;;
762;Decentral electricity production;Hard coal;2006;;;;;;
763;Decentral electricity production;Hard coal;2007;;;;;;
764;Decentral electricity production;Hard coal;2008;;;;;;
765;Decentral electricity production;Hard coal;2009;;;;;;
766;Decentral electricity production;Hard coal;2010;;;;;;
767;Decentral electricity production;Hard coal;2011;;;;;;
768;Decentral electricity production;Hard coal;2012;;;;;;
769;Decentral electricity production;Hard coal;2013;;;;;;
770;Decentral electricity production;Hard coal;2014;;;;;;
771;Decentral electricity production;Hard coal;2015;;;;;;
772;Decentral electricity production;Hard coal;2016;;;;;;
773;Decentral electricity production;Hard coal;2017;;;;;;
774;Decentral electricity production;Hard coal;2018;;;;;;
775;Decentral electricity production;Hard coal;2019;;;;;;
776;Decentral electricity production;Hard coal;2020;;;;;;
777;Decentral electricity production;Hard coal;2021;;;;;;
778;Decentral electricity production;Hard coal;2022;;;;;;
779;Decentral electricity production;Hard coal;2023;;;;;;
780;Decentral electricity production;Fuel oil;1998;13729.0;481825.0;1735.0;0.5;11994.0;16722.0
781;Decentral electricity production;Fuel oil;1999;13273.0;410155.0;1477.0;0.5;11797.0;15157.0
782;Decentral electricity production;Fuel oil;2000;12687.0;389186.0;1401.0;0.4;11286.0;14706.0
783;Decentral electricity production;Fuel oil;2001;12275.0;353955.0;1274.0;0.4;11000.0;13941.0
784;Decentral electricity production;Fuel oil;2002;12247.0;367417.0;1323.0;0.4;10924.0;14372.0
785;Decentral electricity production;Fuel oil;2003;12395.0;363723.0;1309.0;0.4;11086.0;14297.0
786;Decentral electricity production;Fuel oil;2004;12763.0;373511.0;1345.0;0.4;11418.0;14739.0
787;Decentral electricity production;Fuel oil;2005;9878.0;255622.0;920.0;0.3;8958.0;11037.0
788;Decentral electricity production;Fuel oil;2006;9277.0;227338.0;818.0;0.2;8459.0;10629.0
789;Decentral electricity production;Fuel oil;2007;9653.0;234637.0;845.0;0.2;8809.0;11223.0
790;Decentral electricity production;Fuel oil;2008;9641.0;236242.0;850.0;0.2;8790.0;11074.0
791;Decentral electricity production;Fuel oil;2009;218.0;30821.0;111.0;0.0;107.0;446.0
792;Decentral electricity production;Fuel oil;2010;211.0;29291.0;105.0;0.0;105.0;355.0
793;Decentral electricity production;Fuel oil;2011;194.0;27702.0;100.0;0.0;94.0;336.0
794;Decentral electricity production;Fuel oil;2012;154.0;23496.0;85.0;0.0;70.0;354.0
795;Decentral electricity production;Fuel oil;2013;42.0;7408.0;27.0;0.0;16.0;153.0
796;Decentral electricity production;Fuel oil;2014;53.0;5675.0;20.0;0.0;33.0;115.0
797;Decentral electricity production;Fuel oil;2015;48.0;5966.0;21.0;0.0;26.0;112.0
798;Decentral electricity production;Fuel oil;2016;65.0;7076.0;25.0;0.0;39.0;144.0
799;Decentral electricity production;Fuel oil;2017;59.0;8403.0;30.0;0.0;28.0;128.0
800;Decentral electricity production;Fuel oil;2018;98.0;10828.0;39.0;0.0;59.0;223.0
801;Decentral electricity production;Fuel oil;2019;115.0;11976.0;43.0;0.0;72.0;258.0
802;Decentral electricity production;Fuel oil;2020;105.0;10742.0;39.0;0.0;66.0;226.0
803;Decentral electricity production;Fuel oil;2021;118.0;11427.0;41.0;0.0;77.0;244.0
804;Decentral electricity production;Fuel oil;2022;105.0;10239.0;37.0;0.0;68.0;216.0
805;Decentral electricity production;Fuel oil;2023;86.0;8641.0;31.0;0.0;55.0;188.0
806;Decentral electricity production;Other fossil fuels;1998;28593.0;1955091.0;7038.0;2.1;21555.0;35591.0
807;Decentral electricity production;Other fossil fuels;1999;28948.0;1986920.0;7153.0;2.3;21795.0;34739.0
808;Decentral electricity production;Other fossil fuels;2000;28835.0;1817431.0;6543.0;2.0;22292.0;35253.0
809;Decentral electricity production;Other fossil fuels;2001;27890.0;1749509.0;6298.0;1.9;21592.0;35548.0
810;Decentral electricity production;Other fossil fuels;2002;26630.0;1552780.0;5590.0;1.6;21040.0;32670.0
811;Decentral electricity production;Other fossil fuels;2003;26091.0;1702525.0;6129.0;1.7;19962.0;32889.0
812;Decentral electricity production;Other fossil fuels;2004;21235.0;1556894.0;5605.0;1.5;15630.0;26821.0
813;Decentral electricity production;Other fossil fuels;2005;25842.0;1703214.0;6132.0;1.7;19710.0;33119.0
814;Decentral electricity production;Other fossil fuels;2006;24493.0;1590584.0;5726.0;1.6;18767.0;31316.0
815;Decentral electricity production;Other fossil fuels;2007;26080.0;1716691.0;6180.0;1.6;19900.0;35030.0
816;Decentral electricity production;Other fossil fuels;2008;24671.0;1622559.0;5841.0;1.5;18830.0;31911.0
817;Decentral electricity production;Other fossil fuels;2009;19591.0;1621849.0;5839.0;1.4;13752.0;26751.0
818;Decentral electricity production;Other fossil fuels;2010;22043.0;1368764.0;4928.0;1.2;17116.0;26526.0
819;Decentral electricity production;Other fossil fuels;2011;23828.0;1498554.0;5395.0;1.3;18433.0;28964.0
820;Decentral electricity production;Other fossil fuels;2012;18537.0;1231555.0;4434.0;1.2;14104.0;25005.0
821;Decentral electricity production;Other fossil fuels;2013;18060.0;1209909.0;4356.0;1.2;13704.0;24684.0
822;Decentral electricity production;Other fossil fuels;2014;18842.0;1319418.0;4750.0;1.3;14092.0;25940.0
823;Decentral electricity production;Other fossil fuels;2015;12782.0;1296093.0;4666.0;1.2;8116.0;18682.0
824;Decentral electricity production;Other fossil fuels;2016;12094.0;1271481.0;4577.0;1.1;7516.0;17509.0
825;Decentral electricity production;Other fossil fuels;2017;12734.0;1196260.0;4307.0;1.0;8427.0;17426.0
826;Decentral electricity production;Other fossil fuels;2018;13207.0;1339257.0;4821.0;1.2;8386.0;18622.0
827;Decentral electricity production;Other fossil fuels;2019;14371.0;1421043.0;5116.0;1.2;9255.0;19850.0
828;Decentral electricity production;Other fossil fuels;2020;13696.0;1394809.0;5021.0;1.1;8674.0;19725.0
829;Decentral electricity production;Other fossil fuels;2021;12967.0;1360471.0;4898.0;1.1;8070.0;18642.0
830;Decentral electricity production;Other fossil fuels;2022;18284.0;1625054.0;5850.0;1.3;12434.0;22761.0
831;Decentral electricity production;Other fossil fuels;2023;17061.0;1559591.0;5615.0;1.3;11447.0;21922.0
832;Decentral electricity production;Total renewable energy;1998;10243.0;2245291.0;8083.0;2.4;2160.0;24791.0
833;Decentral electricity production;Total renewable energy;1999;10492.0;2364007.0;8511.0;2.7;1981.0;26366.0
834;Decentral electricity production;Total renewable energy;2000;11828.0;2784397.0;10024.0;3.1;1804.0;28870.0
835;Decentral electricity production;Total renewable energy;2001;11972.0;2722268.0;9800.0;2.9;2172.0;29051.0
836;Decentral electricity production;Total renewable energy;2002;12677.0;2844948.0;10242.0;3.0;2434.0;29327.0
837;Decentral electricity production;Total renewable energy;2003;13888.0;3173507.0;11425.0;3.2;2463.0;28730.0
838;Decentral electricity production;Total renewable energy;2004;15739.0;3712168.0;13364.0;3.6;2375.0;29144.0
839;Decentral electricity production;Total renewable energy;2005;16956.0;4017158.0;14462.0;4.0;2494.0;30330.0
840;Decentral electricity production;Total renewable energy;2006;20168.0;4824552.0;17368.0;4.9;2799.0;31277.0
841;Decentral electricity production;Total renewable energy;2007;23747.0;5790304.0;20845.0;5.5;2902.0;34368.0
842;Decentral electricity production;Total renewable energy;2008;28863.0;7203906.0;25934.0;6.7;2929.0;44388.0
843;Decentral electricity production;Total renewable energy;2009;33194.0;8221000.0;29596.0;7.2;3598.0;50452.0
844;Decentral electricity production;Total renewable energy;2010;32643.0;7977778.0;28720.0;6.8;3923.0;53045.0
845;Decentral electricity production;Total renewable energy;2011;37847.0;9158626.0;32971.0;8.1;4876.0;54285.0
846;Decentral electricity production;Total renewable energy;2012;45527.0;9590240.0;34525.0;9.4;11002.0;62347.0
847;Decentral electricity production;Total renewable energy;2013;47790.0;10397056.0;37429.0;10.3;10361.0;63809.0
848;Decentral electricity production;Total renewable energy;2014;52951.0;10774203.0;38787.0;10.4;14164.0;64756.0
849;Decentral electricity production;Total renewable energy;2015;64222.0;13173660.0;47425.0;12.0;16796.0;68402.0
850;Decentral electricity production;Total renewable energy;2016;67602.0;14334870.0;51606.0;12.4;15997.0;70391.0
851;Decentral electricity production;Total renewable energy;2017;79256.0;16904418.0;60856.0;14.4;18400.0;68772.0
852;Decentral electricity production;Total renewable energy;2018;82513.0;18241059.0;65668.0;15.9;16845.0;66367.0
853;Decentral electricity production;Total renewable energy;2019;94867.0;20930506.0;75350.0;17.2;19517.0;69736.0
854;Decentral electricity production;Total renewable energy;2020;121074.0;27979244.0;100725.0;22.7;20349.0;72054.0
855;Decentral electricity production;Total renewable energy;2021;144323.0;33662658.0;121186.0;27.6;23138.0;76810.0
856;Decentral electricity production;Total renewable energy;2022;173856.0;42551615.0;153186.0;35.0;20670.0;76687.0
857;Decentral electricity production;Total renewable energy;2023;208779.0;53011084.0;190840.0;43.7;17939.0;67667.0
858;Decentral electricity production;Solar photovoltaic;1998;13.0;3500.0;13.0;0.0;;
859;Decentral electricity production;Solar photovoltaic;1999;19.0;5270.0;19.0;0.0;;
860;Decentral electricity production;Solar photovoltaic;2000;28.0;7710.0;28.0;0.0;;
861;Decentral electricity production;Solar photovoltaic;2001;47.0;13060.0;47.0;0.0;;
862;Decentral electricity production;Solar photovoltaic;2002;61.0;17040.0;61.0;0.0;;
863;Decentral electricity production;Solar photovoltaic;2003;111.0;30740.0;111.0;0.0;;
864;Decentral electricity production;Solar photovoltaic;2004;119.0;33140.0;119.0;0.0;;
865;Decentral electricity production;Solar photovoltaic;2005;123.0;34199.0;123.0;0.0;;
866;Decentral electricity production;Solar photovoltaic;2006;127.0;35223.0;127.0;0.0;;
867;Decentral electricity production;Solar photovoltaic;2007;129.0;35712.0;129.0;0.0;;
868;Decentral electricity production;Solar photovoltaic;2008;140.0;38889.0;140.0;0.0;;
869;Decentral electricity production;Solar photovoltaic;2009;160.0;44444.0;160.0;0.0;;
870;Decentral electricity production;Solar photovoltaic;2010;214.0;59444.0;214.0;0.1;;
871;Decentral electricity production;Solar photovoltaic;2011;361.0;100344.0;361.0;0.1;;
872;Decentral electricity production;Solar photovoltaic;2012;914.0;253753.0;914.0;0.2;;
873;Decentral electricity production;Solar photovoltaic;2013;1857.0;515900.0;1857.0;0.5;;
874;Decentral electricity production;Solar photovoltaic;2014;2825.0;784762.0;2825.0;0.8;;
875;Decentral electricity production;Solar photovoltaic;2015;3991.0;1108520.0;3991.0;1.0;;
876;Decentral electricity production;Solar photovoltaic;2016;5767.0;1601808.0;5767.0;1.4;;
877;Decentral electricity production;Solar photovoltaic;2017;7936.0;2204346.0;7936.0;1.9;;
878;Decentral electricity production;Solar photovoltaic;2018;13348.0;3707792.0;13348.0;3.2;;
879;Decentral electricity production;Solar photovoltaic;2019;19438.0;5399406.0;19438.0;4.4;;
880;Decentral electricity production;Solar photovoltaic;2020;30841.0;8567013.0;30841.0;6.9;;
881;Decentral electricity production;Solar photovoltaic;2021;40694.0;11303873.0;40694.0;9.3;;
882;Decentral electricity production;Solar photovoltaic;2022;59964.0;16656805.0;59964.0;13.7;;
883;Decentral electricity production;Solar photovoltaic;2023;70481.0;19578188.0;70481.0;16.1;;
884;Decentral electricity production;Wind energy;1998;2304.0;640000.0;2304.0;0.7;;
885;Decentral electricity production;Wind energy;1999;2322.0;645000.0;2322.0;0.7;;
886;Decentral electricity production;Wind energy;2000;2984.0;829000.0;2984.0;0.9;;
887;Decentral electricity production;Wind energy;2001;2970.0;825000.0;2970.0;0.9;;
888;Decentral electricity production;Wind energy;2002;3406.0;946000.0;3406.0;1.0;;
889;Decentral electricity production;Wind energy;2003;4745.0;1318000.0;4745.0;1.3;;
890;Decentral electricity production;Wind energy;2004;6721.0;1867000.0;6721.0;1.8;;
891;Decentral electricity production;Wind energy;2005;7441.0;2067000.0;7441.0;2.1;;
892;Decentral electricity production;Wind energy;2006;9842.0;2734000.0;9842.0;2.8;;
893;Decentral electricity production;Wind energy;2007;12373.0;3437000.0;12373.0;3.3;;
894;Decentral electricity production;Wind energy;2008;15330.0;4258333.0;15330.0;3.9;;
895;Decentral electricity production;Wind energy;2009;16500.0;4583333.0;16500.0;4.0;;
896;Decentral electricity production;Wind energy;2010;14375.0;3993056.0;14375.0;3.4;;
897;Decentral electricity production;Wind energy;2011;18361.0;5100171.0;18361.0;4.5;;
898;Decentral electricity production;Wind energy;2012;17935.0;4981829.0;17935.0;4.9;;
899;Decentral electricity production;Wind energy;2013;20258.0;5627148.0;20258.0;5.6;;
900;Decentral electricity production;Wind energy;2014;20870.0;5797334.0;20870.0;5.6;;
901;Decentral electricity production;Wind energy;2015;27179.0;7549858.0;27179.0;6.8;;
902;Decentral electricity production;Wind energy;2016;29414.0;8170446.0;29414.0;7.1;;
903;Decentral electricity production;Wind energy;2017;38048.0;10568801.0;38048.0;9.0;;
904;Decentral electricity production;Wind energy;2018;37975.0;10548511.0;37975.0;9.2;;
