ID;SIC2008PrivateFirmsGovernment;Periods;VacanciesSeasonallyAdjusted_1
1096;H Transportation and storage;2019 1st quarter;14.2
1097;H Transportation and storage;2019 2nd quarter;12.5
1098;H Transportation and storage;2019 3rd quarter;12.6
1099;H Transportation and storage;2019 4th quarter;13.0
1100;H Transportation and storage;2020 1st quarter;8.4
1101;H Transportation and storage;2020 2nd quarter;6.8
1102;H Transportation and storage;2020 3rd quarter;8.1
1103;H Transportation and storage;2020 4th quarter;8.0
1104;H Transportation and storage;2021 1st quarter;10.4
1105;H Transportation and storage;2021 2nd quarter;14.5
1106;H Transportation and storage;2021 3rd quarter;16.6
1107;H Transportation and storage;2021 4th quarter;18.1
1108;H Transportation and storage;2022 1st quarter;20.1
1109;H Transportation and storage;2022 2nd quarter;19.7
1110;H Transportation and storage;2022 3rd quarter;20.9
1111;H Transportation and storage;2022 4th quarter;19.9
1112;H Transportation and storage;2023 1st quarter;19.0
1113;H Transportation and storage;2023 2nd quarter;18.0
1114;H Transportation and storage;2023 3rd quarter;18.0
1115;H Transportation and storage;2023 4th quarter;17.4
1116;H Transportation and storage;2024 1st quarter;17.2
1117;H Transportation and storage;2024 2nd quarter;18.4
1118;H Transportation and storage;2024 3rd quarter;16.6
1119;H Transportation and storage;2024 4th quarter;16.9
1120;I Accommodation and food serving;1997 1st quarter;2.7
1121;I Accommodation and food serving;1997 2nd quarter;2.4
1122;I Accommodation and food serving;1997 3rd quarter;4.4
1123;I Accommodation and food serving;1997 4th quarter;5.5
1124;I Accommodation and food serving;1998 1st quarter;6.7
1125;I Accommodation and food serving;1998 2nd quarter;5.9
1126;I Accommodation and food serving;1998 3rd quarter;5.9
1127;I Accommodation and food serving;1998 4th quarter;6.0
1128;I Accommodation and food serving;1999 1st quarter;7.6
1129;I Accommodation and food serving;1999 2nd quarter;7.2
1130;I Accommodation and food serving;1999 3rd quarter;7.9
1131;I Accommodation and food serving;1999 4th quarter;8.9
1132;I Accommodation and food serving;2000 1st quarter;9.0
1133;I Accommodation and food serving;2000 2nd quarter;8.3
1134;I Accommodation and food serving;2000 3rd quarter;8.0
1135;I Accommodation and food serving;2000 4th quarter;8.3
1136;I Accommodation and food serving;2001 1st quarter;8.6
1137;I Accommodation and food serving;2001 2nd quarter;8.3
1138;I Accommodation and food serving;2001 3rd quarter;9.1
1139;I Accommodation and food serving;2001 4th quarter;8.4
1140;I Accommodation and food serving;2002 1st quarter;8.4
1141;I Accommodation and food serving;2002 2nd quarter;8.4
1142;I Accommodation and food serving;2002 3rd quarter;7.4
1143;I Accommodation and food serving;2002 4th quarter;6.9
1144;I Accommodation and food serving;2003 1st quarter;5.3
1145;I Accommodation and food serving;2003 2nd quarter;4.3
1146;I Accommodation and food serving;2003 3rd quarter;3.8
1147;I Accommodation and food serving;2003 4th quarter;5.1
1148;I Accommodation and food serving;2004 1st quarter;6.7
1149;I Accommodation and food serving;2004 2nd quarter;6.6
1150;I Accommodation and food serving;2004 3rd quarter;6.9
1151;I Accommodation and food serving;2004 4th quarter;7.8
1152;I Accommodation and food serving;2005 1st quarter;11.9
1153;I Accommodation and food serving;2005 2nd quarter;8.4
1154;I Accommodation and food serving;2005 3rd quarter;11.2
1155;I Accommodation and food serving;2005 4th quarter;9.2
1156;I Accommodation and food serving;2006 1st quarter;10.3
1157;I Accommodation and food serving;2006 2nd quarter;11.4
1158;I Accommodation and food serving;2006 3rd quarter;12.1
1159;I Accommodation and food serving;2006 4th quarter;11.6
1160;I Accommodation and food serving;2007 1st quarter;14.4
1161;I Accommodation and food serving;2007 2nd quarter;14.7
1162;I Accommodation and food serving;2007 3rd quarter;14.6
1163;I Accommodation and food serving;2007 4th quarter;13.3
1164;I Accommodation and food serving;2008 1st quarter;13.8
1165;I Accommodation and food serving;2008 2nd quarter;14.0
1166;I Accommodation and food serving;2008 3rd quarter;13.4
1167;I Accommodation and food serving;2008 4th quarter;11.4
1168;I Accommodation and food serving;2009 1st quarter;8.5
1169;I Accommodation and food serving;2009 2nd quarter;6.1
1170;I Accommodation and food serving;2009 3rd quarter;8.6
1171;I Accommodation and food serving;2009 4th quarter;7.3
1172;I Accommodation and food serving;2010 1st quarter;6.8
1173;I Accommodation and food serving;2010 2nd quarter;7.2
1174;I Accommodation and food serving;2010 3rd quarter;8.8
1175;I Accommodation and food serving;2010 4th quarter;9.4
1176;I Accommodation and food serving;2011 1st quarter;8.7
1177;I Accommodation and food serving;2011 2nd quarter;8.4
1178;I Accommodation and food serving;2011 3rd quarter;8.7
1179;I Accommodation and food serving;2011 4th quarter;8.6
1180;I Accommodation and food serving;2012 1st quarter;8.0
1181;I Accommodation and food serving;2012 2nd quarter;6.9
1182;I Accommodation and food serving;2012 3rd quarter;7.4
1183;I Accommodation and food serving;2012 4th quarter;7.7
1184;I Accommodation and food serving;2013 1st quarter;7.5
1185;I Accommodation and food serving;2013 2nd quarter;6.6
1186;I Accommodation and food serving;2013 3rd quarter;7.0
1187;I Accommodation and food serving;2013 4th quarter;6.8
1188;I Accommodation and food serving;2014 1st quarter;8.0
1189;I Accommodation and food serving;2014 2nd quarter;8.5
1190;I Accommodation and food serving;2014 3rd quarter;9.1
1191;I Accommodation and food serving;2014 4th quarter;9.3
1192;I Accommodation and food serving;2015 1st quarter;10.1
1193;I Accommodation and food serving;2015 2nd quarter;10.5
1194;I Accommodation and food serving;2015 3rd quarter;10.2
1195;I Accommodation and food serving;2015 4th quarter;11.5
1196;I Accommodation and food serving;2016 1st quarter;12.0
1197;I Accommodation and food serving;2016 2nd quarter;12.9
1198;I Accommodation and food serving;2016 3rd quarter;14.4
1199;I Accommodation and food serving;2016 4th quarter;14.8
1200;I Accommodation and food serving;2017 1st quarter;15.8
1201;I Accommodation and food serving;2017 2nd quarter;18.5
1202;I Accommodation and food serving;2017 3rd quarter;18.2
1203;I Accommodation and food serving;2017 4th quarter;18.3
1204;I Accommodation and food serving;2018 1st quarter;19.0
1205;I Accommodation and food serving;2018 2nd quarter;21.0
1206;I Accommodation and food serving;2018 3rd quarter;20.9
1207;I Accommodation and food serving;2018 4th quarter;21.2
1208;I Accommodation and food serving;2019 1st quarter;23.0
1209;I Accommodation and food serving;2019 2nd quarter;23.3
1210;I Accommodation and food serving;2019 3rd quarter;23.3
1211;I Accommodation and food serving;2019 4th quarter;23.2
1212;I Accommodation and food serving;2020 1st quarter;9.6
1213;I Accommodation and food serving;2020 2nd quarter;9.3
1214;I Accommodation and food serving;2020 3rd quarter;10.9
1215;I Accommodation and food serving;2020 4th quarter;7.2
1216;I Accommodation and food serving;2021 1st quarter;13.9
1217;I Accommodation and food serving;2021 2nd quarter;25.4
1218;I Accommodation and food serving;2021 3rd quarter;34.1
1219;I Accommodation and food serving;2021 4th quarter;30.0
1220;I Accommodation and food serving;2022 1st quarter;45.4
1221;I Accommodation and food serving;2022 2nd quarter;39.1
1222;I Accommodation and food serving;2022 3rd quarter;35.1
1223;I Accommodation and food serving;2022 4th quarter;36.1
1224;I Accommodation and food serving;2023 1st quarter;34.9
1225;I Accommodation and food serving;2023 2nd quarter;32.7
1226;I Accommodation and food serving;2023 3rd quarter;30.7
1227;I Accommodation and food serving;2023 4th quarter;33.2
1228;I Accommodation and food serving;2024 1st quarter;30.8
1229;I Accommodation and food serving;2024 2nd quarter;27.3
1230;I Accommodation and food serving;2024 3rd quarter;27.9
1231;I Accommodation and food serving;2024 4th quarter;30.0
1232;J Information and communication;1997 1st quarter;3.9
1233;J Information and communication;1997 2nd quarter;5.2
1234;J Information and communication;1997 3rd quarter;6.6
1235;J Information and communication;1997 4th quarter;7.3
1236;J Information and communication;1998 1st quarter;11.0
1237;J Information and communication;1998 2nd quarter;9.7
1238;J Information and communication;1998 3rd quarter;11.0
1239;J Information and communication;1998 4th quarter;10.9
1240;J Information and communication;1999 1st quarter;10.6
1241;J Information and communication;1999 2nd quarter;13.5
1242;J Information and communication;1999 3rd quarter;12.6
1243;J Information and communication;1999 4th quarter;12.0
1244;J Information and communication;2000 1st quarter;13.5
1245;J Information and communication;2000 2nd quarter;11.6
1246;J Information and communication;2000 3rd quarter;10.9
1247;J Information and communication;2000 4th quarter;11.9
1248;J Information and communication;2001 1st quarter;13.9
1249;J Information and communication;2001 2nd quarter;11.5
1250;J Information and communication;2001 3rd quarter;8.5
1251;J Information and communication;2001 4th quarter;7.2
1252;J Information and communication;2002 1st quarter;6.3
1253;J Information and communication;2002 2nd quarter;5.2
1254;J Information and communication;2002 3rd quarter;3.3
1255;J Information and communication;2002 4th quarter;4.1
1256;J Information and communication;2003 1st quarter;3.5
1257;J Information and communication;2003 2nd quarter;4.1
1258;J Information and communication;2003 3rd quarter;2.9
1259;J Information and communication;2003 4th quarter;4.3
1260;J Information and communication;2004 1st quarter;5.0
1261;J Information and communication;2004 2nd quarter;5.3
1262;J Information and communication;2004 3rd quarter;6.5
1263;J Information and communication;2004 4th quarter;6.4
1264;J Information and communication;2005 1st quarter;9.1
1265;J Information and communication;2005 2nd quarter;8.2
1266;J Information and communication;2005 3rd quarter;9.9
1267;J Information and communication;2005 4th quarter;10.6
1268;J Information and communication;2006 1st quarter;12.6
1269;J Information and communication;2006 2nd quarter;12.6
1270;J Information and communication;2006 3rd quarter;13.3
1271;J Information and communication;2006 4th quarter;13.0
1272;J Information and communication;2007 1st quarter;11.8
1273;J Information and communication;2007 2nd quarter;13.3
1274;J Information and communication;2007 3rd quarter;13.5
1275;J Information and communication;2007 4th quarter;14.4
1276;J Information and communication;2008 1st quarter;13.4
1277;J Information and communication;2008 2nd quarter;16.4
1278;J Information and communication;2008 3rd quarter;14.5
1279;J Information and communication;2008 4th quarter;11.1
1280;J Information and communication;2009 1st quarter;6.7
1281;J Information and communication;2009 2nd quarter;5.3
1282;J Information and communication;2009 3rd quarter;6.1
1283;J Information and communication;2009 4th quarter;6.0
1284;J Information and communication;2010 1st quarter;6.9
1285;J Information and communication;2010 2nd quarter;7.6
1286;J Information and communication;2010 3rd quarter;7.8
1287;J Information and communication;2010 4th quarter;6.7
1288;J Information and communication;2011 1st quarter;9.2
1289;J Information and communication;2011 2nd quarter;9.3
1290;J Information and communication;2011 3rd quarter;8.8
1291;J Information and communication;2011 4th quarter;7.8
1292;J Information and communication;2012 1st quarter;7.7
1293;J Information and communication;2012 2nd quarter;7.5
1294;J Information and communication;2012 3rd quarter;7.7
1295;J Information and communication;2012 4th quarter;7.9
1296;J Information and communication;2013 1st quarter;7.0
1297;J Information and communication;2013 2nd quarter;6.7
1298;J Information and communication;2013 3rd quarter;6.9
1299;J Information and communication;2013 4th quarter;7.4
1300;J Information and communication;2014 1st quarter;8.3
1301;J Information and communication;2014 2nd quarter;8.4
1302;J Information and communication;2014 3rd quarter;8.6
1303;J Information and communication;2014 4th quarter;9.2
1304;J Information and communication;2015 1st quarter;10.1
1305;J Information and communication;2015 2nd quarter;9.4
1306;J Information and communication;2015 3rd quarter;10.5
1307;J Information and communication;2015 4th quarter;11.7
1308;J Information and communication;2016 1st quarter;12.1
1309;J Information and communication;2016 2nd quarter;12.0
1310;J Information and communication;2016 3rd quarter;11.5
1311;J Information and communication;2016 4th quarter;11.8
1312;J Information and communication;2017 1st quarter;13.0
1313;J Information and communication;2017 2nd quarter;13.8
1314;J Information and communication;2017 3rd quarter;13.4
1315;J Information and communication;2017 4th quarter;15.5
1316;J Information and communication;2018 1st quarter;16.4
1317;J Information and communication;2018 2nd quarter;16.7
1318;J Information and communication;2018 3rd quarter;17.3
1319;J Information and communication;2018 4th quarter;17.2
1320;J Information and communication;2019 1st quarter;18.4
1321;J Information and communication;2019 2nd quarter;18.0
1322;J Information and communication;2019 3rd quarter;18.8
1323;J Information and communication;2019 4th quarter;18.4
1324;J Information and communication;2020 1st quarter;14.3
1325;J Information and communication;2020 2nd quarter;12.7
1326;J Information and communication;2020 3rd quarter;13.9
1327;J Information and communication;2020 4th quarter;15.8
1328;J Information and communication;2021 1st quarter;18.1
1329;J Information and communication;2021 2nd quarter;23.5
1330;J Information and communication;2021 3rd quarter;23.7
1331;J Information and communication;2021 4th quarter;25.7
1332;J Information and communication;2022 1st quarter;28.3
1333;J Information and communication;2022 2nd quarter;28.4
1334;J Information and communication;2022 3rd quarter;26.6
1335;J Information and communication;2022 4th quarter;23.4
1336;J Information and communication;2023 1st quarter;22.7
1337;J Information and communication;2023 2nd quarter;21.3
1338;J Information and communication;2023 3rd quarter;21.0
1339;J Information and communication;2023 4th quarter;20.2
1340;J Information and communication;2024 1st quarter;19.5
1341;J Information and communication;2024 2nd quarter;19.1
1342;J Information and communication;2024 3rd quarter;18.1
1343;J Information and communication;2024 4th quarter;18.7
1344;K Financial institutions;1997 1st quarter;4.0
1345;K Financial institutions;1997 2nd quarter;4.1
1346;K Financial institutions;1997 3rd quarter;4.3
1347;K Financial institutions;1997 4th quarter;4.5
1348;K Financial institutions;1998 1st quarter;4.5
1349;K Financial institutions;1998 2nd quarter;4.9
1350;K Financial institutions;1998 3rd quarter;5.3
1351;K Financial institutions;1998 4th quarter;5.0
1352;K Financial institutions;1999 1st quarter;5.2
1353;K Financial institutions;1999 2nd quarter;8.4
1354;K Financial institutions;1999 3rd quarter;6.7
1355;K Financial institutions;1999 4th quarter;5.8
1356;K Financial institutions;2000 1st quarter;9.3
1357;K Financial institutions;2000 2nd quarter;7.1
1358;K Financial institutions;2000 3rd quarter;6.5
1359;K Financial institutions;2000 4th quarter;7.9
1360;K Financial institutions;2001 1st quarter;8.4
1361;K Financial institutions;2001 2nd quarter;7.2
1362;K Financial institutions;2001 3rd quarter;6.5
1363;K Financial institutions;2001 4th quarter;7.5
1364;K Financial institutions;2002 1st quarter;6.1
1365;K Financial institutions;2002 2nd quarter;4.6
1366;K Financial institutions;2002 3rd quarter;3.2
1367;K Financial institutions;2002 4th quarter;3.6
1368;K Financial institutions;2003 1st quarter;4.3
1369;K Financial institutions;2003 2nd quarter;3.8
1370;K Financial institutions;2003 3rd quarter;3.8
1371;K Financial institutions;2003 4th quarter;4.3
1372;K Financial institutions;2004 1st quarter;5.7
1373;K Financial institutions;2004 2nd quarter;4.6
1374;K Financial institutions;2004 3rd quarter;6.3
1375;K Financial institutions;2004 4th quarter;5.9
1376;K Financial institutions;2005 1st quarter;7.0
1377;K Financial institutions;2005 2nd quarter;7.5
1378;K Financial institutions;2005 3rd quarter;7.4
1379;K Financial institutions;2005 4th quarter;7.8
1380;K Financial institutions;2006 1st quarter;13.3
1381;K Financial institutions;2006 2nd quarter;15.6
1382;K Financial institutions;2006 3rd quarter;19.8
1383;K Financial institutions;2006 4th quarter;18.3
1384;K Financial institutions;2007 1st quarter;18.7
1385;K Financial institutions;2007 2nd quarter;13.1
1386;K Financial institutions;2007 3rd quarter;15.3
1387;K Financial institutions;2007 4th quarter;16.0
1388;K Financial institutions;2008 1st quarter;11.3
1389;K Financial institutions;2008 2nd quarter;11.5
1390;K Financial institutions;2008 3rd quarter;12.0
1391;K Financial institutions;2008 4th quarter;10.3
1392;K Financial institutions;2009 1st quarter;9.4
1393;K Financial institutions;2009 2nd quarter;7.0
1394;K Financial institutions;2009 3rd quarter;8.4
1395;K Financial institutions;2009 4th quarter;6.5
1396;K Financial institutions;2010 1st quarter;5.2
1397;K Financial institutions;2010 2nd quarter;5.4
1398;K Financial institutions;2010 3rd quarter;6.2
1399;K Financial institutions;2010 4th quarter;6.8
1400;K Financial institutions;2011 1st quarter;7.2
1401;K Financial institutions;2011 2nd quarter;8.5
1402;K Financial institutions;2011 3rd quarter;8.4
1403;K Financial institutions;2011 4th quarter;8.2
1404;K Financial institutions;2012 1st quarter;7.3
1405;K Financial institutions;2012 2nd quarter;7.3
1406;K Financial institutions;2012 3rd quarter;6.7
1407;K Financial institutions;2012 4th quarter;6.8
1408;K Financial institutions;2013 1st quarter;6.5
1409;K Financial institutions;2013 2nd quarter;7.0
1410;K Financial institutions;2013 3rd quarter;6.8
1411;K Financial institutions;2013 4th quarter;5.6
1412;K Financial institutions;2014 1st quarter;5.9
1413;K Financial institutions;2014 2nd quarter;5.5
1414;K Financial institutions;2014 3rd quarter;5.7
1415;K Financial institutions;2014 4th quarter;5.9
1416;K Financial institutions;2015 1st quarter;5.9
1417;K Financial institutions;2015 2nd quarter;6.3
1418;K Financial institutions;2015 3rd quarter;6.2
1419;K Financial institutions;2015 4th quarter;6.6
1420;K Financial institutions;2016 1st quarter;6.5
1421;K Financial institutions;2016 2nd quarter;6.4
1422;K Financial institutions;2016 3rd quarter;6.4
1423;K Financial institutions;2016 4th quarter;6.5
1424;K Financial institutions;2017 1st quarter;7.3
1425;K Financial institutions;2017 2nd quarter;8.6
1426;K Financial institutions;2017 3rd quarter;8.8
1427;K Financial institutions;2017 4th quarter;9.2
1428;K Financial institutions;2018 1st quarter;8.8
1429;K Financial institutions;2018 2nd quarter;8.7
1430;K Financial institutions;2018 3rd quarter;9.0
1431;K Financial institutions;2018 4th quarter;9.1
1432;K Financial institutions;2019 1st quarter;9.0
1433;K Financial institutions;2019 2nd quarter;8.8
1434;K Financial institutions;2019 3rd quarter;8.4
1435;K Financial institutions;2019 4th quarter;8.7
1436;K Financial institutions;2020 1st quarter;7.0
1437;K Financial institutions;2020 2nd quarter;7.0
1438;K Financial institutions;2020 3rd quarter;6.9
1439;K Financial institutions;2020 4th quarter;7.3
1440;K Financial institutions;2021 1st quarter;7.8
1441;K Financial institutions;2021 2nd quarter;8.0
1442;K Financial institutions;2021 3rd quarter;9.5
1443;K Financial institutions;2021 4th quarter;10.3
1444;K Financial institutions;2022 1st quarter;11.7
1445;K Financial institutions;2022 2nd quarter;12.7
1446;K Financial institutions;2022 3rd quarter;11.8
1447;K Financial institutions;2022 4th quarter;11.9
1448;K Financial institutions;2023 1st quarter;11.0
1449;K Financial institutions;2023 2nd quarter;10.8
1450;K Financial institutions;2023 3rd quarter;9.9
1451;K Financial institutions;2023 4th quarter;9.6
1452;K Financial institutions;2024 1st quarter;9.9
1453;K Financial institutions;2024 2nd quarter;9.6
1454;K Financial institutions;2024 3rd quarter;8.9
1455;K Financial institutions;2024 4th quarter;8.3
1456;L Renting, buying, selling real estate;1997 1st quarter;0.9
1457;L Renting, buying, selling real estate;1997 2nd quarter;0.8
1458;L Renting, buying, selling real estate;1997 3rd quarter;0.7
1459;L Renting, buying, selling real estate;1997 4th quarter;1.2
1460;L Renting, buying, selling real estate;1998 1st quarter;1.2
1461;L Renting, buying, selling real estate;1998 2nd quarter;1.2
1462;L Renting, buying, selling real estate;1998 3rd quarter;1.4
1463;L Renting, buying, selling real estate;1998 4th quarter;1.4
1464;L Renting, buying, selling real estate;1999 1st quarter;1.3
1465;L Renting, buying, selling real estate;1999 2nd quarter;2.0
1466;L Renting, buying, selling real estate;1999 3rd quarter;1.9
1467;L Renting, buying, selling real estate;1999 4th quarter;2.0
1468;L Renting, buying, selling real estate;2000 1st quarter;2.3
1469;L Renting, buying, selling real estate;2000 2nd quarter;2.4
1470;L Renting, buying, selling real estate;2000 3rd quarter;2.3
1471;L Renting, buying, selling real estate;2000 4th quarter;1.9
1472;L Renting, buying, selling real estate;2001 1st quarter;2.4
1473;L Renting, buying, selling real estate;2001 2nd quarter;2.2
1474;L Renting, buying, selling real estate;2001 3rd quarter;1.8
1475;L Renting, buying, selling real estate;2001 4th quarter;2.1
1476;L Renting, buying, selling real estate;2002 1st quarter;1.8
1477;L Renting, buying, selling real estate;2002 2nd quarter;1.8
1478;L Renting, buying, selling real estate;2002 3rd quarter;1.3
1479;L Renting, buying, selling real estate;2002 4th quarter;1.3
1480;L Renting, buying, selling real estate;2003 1st quarter;1.4
1481;L Renting, buying, selling real estate;2003 2nd quarter;1.2
1482;L Renting, buying, selling real estate;2003 3rd quarter;1.1
1483;L Renting, buying, selling real estate;2003 4th quarter;1.3
1484;L Renting, buying, selling real estate;2004 1st quarter;1.7
1485;L Renting, buying, selling real estate;2004 2nd quarter;1.8
1486;L Renting, buying, selling real estate;2004 3rd quarter;2.4
1487;L Renting, buying, selling real estate;2004 4th quarter;2.0
1488;L Renting, buying, selling real estate;2005 1st quarter;2.0
1489;L Renting, buying, selling real estate;2005 2nd quarter;1.8
1490;L Renting, buying, selling real estate;2005 3rd quarter;2.0
1491;L Renting, buying, selling real estate;2005 4th quarter;2.3
1492;L Renting, buying, selling real estate;2006 1st quarter;2.7
1493;L Renting, buying, selling real estate;2006 2nd quarter;2.9
1494;L Renting, buying, selling real estate;2006 3rd quarter;3.4
1495;L Renting, buying, selling real estate;2006 4th quarter;2.9
1496;L Renting, buying, selling real estate;2007 1st quarter;3.0
1497;L Renting, buying, selling real estate;2007 2nd quarter;3.3
1498;L Renting, buying, selling real estate;2007 3rd quarter;3.0
1499;L Renting, buying, selling real estate;2007 4th quarter;3.2
1500;L Renting, buying, selling real estate;2008 1st quarter;3.0
1501;L Renting, buying, selling real estate;2008 2nd quarter;2.5
1502;L Renting, buying, selling real estate;2008 3rd quarter;3.0
1503;L Renting, buying, selling real estate;2008 4th quarter;1.9
1504;L Renting, buying, selling real estate;2009 1st quarter;1.3
1505;L Renting, buying, selling real estate;2009 2nd quarter;1.1
1506;L Renting, buying, selling real estate;2009 3rd quarter;1.2
1507;L Renting, buying, selling real estate;2009 4th quarter;1.1
1508;L Renting, buying, selling real estate;2010 1st quarter;1.1
1509;L Renting, buying, selling real estate;2010 2nd quarter;1.1
1510;L Renting, buying, selling real estate;2010 3rd quarter;1.1
1511;L Renting, buying, selling real estate;2010 4th quarter;1.0
1512;L Renting, buying, selling real estate;2011 1st quarter;1.1
1513;L Renting, buying, selling real estate;2011 2nd quarter;1.1
1514;L Renting, buying, selling real estate;2011 3rd quarter;1.1
1515;L Renting, buying, selling real estate;2011 4th quarter;1.1
1516;L Renting, buying, selling real estate;2012 1st quarter;0.8
1517;L Renting, buying, selling real estate;2012 2nd quarter;0.6
1518;L Renting, buying, selling real estate;2012 3rd quarter;0.9
1519;L Renting, buying, selling real estate;2012 4th quarter;0.7
1520;L Renting, buying, selling real estate;2013 1st quarter;0.4
1521;L Renting, buying, selling real estate;2013 2nd quarter;0.4
1522;L Renting, buying, selling real estate;2013 3rd quarter;0.6
1523;L Renting, buying, selling real estate;2013 4th quarter;0.7
1524;L Renting, buying, selling real estate;2014 1st quarter;1.0
1525;L Renting, buying, selling real estate;2014 2nd quarter;1.0
1526;L Renting, buying, selling real estate;2014 3rd quarter;1.0
1527;L Renting, buying, selling real estate;2014 4th quarter;0.9
1528;L Renting, buying, selling real estate;2015 1st quarter;1.0
1529;L Renting, buying, selling real estate;2015 2nd quarter;1.3
1530;L Renting, buying, selling real estate;2015 3rd quarter;1.1
1531;L Renting, buying, selling real estate;2015 4th quarter;1.2
1532;L Renting, buying, selling real estate;2016 1st quarter;1.0
1533;L Renting, buying, selling real estate;2016 2nd quarter;1.1
1534;L Renting, buying, selling real estate;2016 3rd quarter;1.1
1535;L Renting, buying, selling real estate;2016 4th quarter;1.1
1536;L Renting, buying, selling real estate;2017 1st quarter;1.3
1537;L Renting, buying, selling real estate;2017 2nd quarter;1.5
1538;L Renting, buying, selling real estate;2017 3rd quarter;1.4
1539;L Renting, buying, selling real estate;2017 4th quarter;2.0
1540;L Renting, buying, selling real estate;2018 1st quarter;2.1
1541;L Renting, buying, selling real estate;2018 2nd quarter;2.1
1542;L Renting, buying, selling real estate;2018 3rd quarter;1.9
1543;L Renting, buying, selling real estate;2018 4th quarter;1.9
1544;L Renting, buying, selling real estate;2019 1st quarter;2.1
1545;L Renting, buying, selling real estate;2019 2nd quarter;2.0
1546;L Renting, buying, selling real estate;2019 3rd quarter;2.5
1547;L Renting, buying, selling real estate;2019 4th quarter;2.2
1548;L Renting, buying, selling real estate;2020 1st quarter;1.5
1549;L Renting, buying, selling real estate;2020 2nd quarter;1.5
1550;L Renting, buying, selling real estate;2020 3rd quarter;1.4
1551;L Renting, buying, selling real estate;2020 4th quarter;1.5
1552;L Renting, buying, selling real estate;2021 1st quarter;1.7
1553;L Renting, buying, selling real estate;2021 2nd quarter;2.1
1554;L Renting, buying, selling real estate;2021 3rd quarter;2.4
1555;L Renting, buying, selling real estate;2021 4th quarter;2.3
1556;L Renting, buying, selling real estate;2022 1st quarter;3.7
1557;L Renting, buying, selling real estate;2022 2nd quarter;3.8
1558;L Renting, buying, selling real estate;2022 3rd quarter;3.8
1559;L Renting, buying, selling real estate;2022 4th quarter;3.4
1560;L Renting, buying, selling real estate;2023 1st quarter;3.2
1561;L Renting, buying, selling real estate;2023 2nd quarter;2.7
1562;L Renting, buying, selling real estate;2023 3rd quarter;2.7
1563;L Renting, buying, selling real estate;2023 4th quarter;3.1
1564;L Renting, buying, selling real estate;2024 1st quarter;3.0
1565;L Renting, buying, selling real estate;2024 2nd quarter;2.6
1566;L Renting, buying, selling real estate;2024 3rd quarter;3.1
1567;L Renting, buying, selling real estate;2024 4th quarter;3.2
1568;M Other specialised business services;1997 1st quarter;7.4
1569;M Other specialised business services;1997 2nd quarter;8.0
1570;M Other specialised business services;1997 3rd quarter;10.2
1571;M Other specialised business services;1997 4th quarter;12.6
1572;M Other specialised business services;1998 1st quarter;13.3
1573;M Other specialised business services;1998 2nd quarter;13.9
1574;M Other specialised business services;1998 3rd quarter;14.5
1575;M Other specialised business services;1998 4th quarter;13.1
1576;M Other specialised business services;1999 1st quarter;12.9
1577;M Other specialised business services;1999 2nd quarter;15.5
1578;M Other specialised business services;1999 3rd quarter;17.4
1579;M Other specialised business services;1999 4th quarter;20.3
1580;M Other specialised business services;2000 1st quarter;21.4
1581;M Other specialised business services;2000 2nd quarter;20.3
1582;M Other specialised business services;2000 3rd quarter;20.1
1583;M Other specialised business services;2000 4th quarter;23.8
1584;M Other specialised business services;2001 1st quarter;20.0
1585;M Other specialised business services;2001 2nd quarter;21.3
1586;M Other specialised business services;2001 3rd quarter;19.3
1587;M Other specialised business services;2001 4th quarter;16.1
1588;M Other specialised business services;2002 1st quarter;15.7
1589;M Other specialised business services;2002 2nd quarter;12.0
1590;M Other specialised business services;2002 3rd quarter;13.7
1591;M Other specialised business services;2002 4th quarter;12.6
1592;M Other specialised business services;2003 1st quarter;11.8
1593;M Other specialised business services;2003 2nd quarter;11.9
1594;M Other specialised business services;2003 3rd quarter;9.3
1595;M Other specialised business services;2003 4th quarter;9.8
1596;M Other specialised business services;2004 1st quarter;12.4
1597;M Other specialised business services;2004 2nd quarter;12.8
1598;M Other specialised business services;2004 3rd quarter;13.3
1599;M Other specialised business services;2004 4th quarter;15.1
1600;M Other specialised business services;2005 1st quarter;18.9
1601;M Other specialised business services;2005 2nd quarter;17.8
1602;M Other specialised business services;2005 3rd quarter;19.5
1603;M Other specialised business services;2005 4th quarter;19.7
1604;M Other specialised business services;2006 1st quarter;21.8
1605;M Other specialised business services;2006 2nd quarter;25.9
1606;M Other specialised business services;2006 3rd quarter;28.7
1607;M Other specialised business services;2006 4th quarter;29.3
1608;M Other specialised business services;2007 1st quarter;29.0
1609;M Other specialised business services;2007 2nd quarter;30.5
1610;M Other specialised business services;2007 3rd quarter;29.5
1611;M Other specialised business services;2007 4th quarter;29.6
1612;M Other specialised business services;2008 1st quarter;30.6
1613;M Other specialised business services;2008 2nd quarter;27.9
1614;M Other specialised business services;2008 3rd quarter;27.4
1615;M Other specialised business services;2008 4th quarter;22.0
1616;M Other specialised business services;2009 1st quarter;16.9
1617;M Other specialised business services;2009 2nd quarter;13.0
1618;M Other specialised business services;2009 3rd quarter;12.6
1619;M Other specialised business services;2009 4th quarter;12.4
1620;M Other specialised business services;2010 1st quarter;11.0
1621;M Other specialised business services;2010 2nd quarter;11.4
1622;M Other specialised business services;2010 3rd quarter;12.5
1623;M Other specialised business services;2010 4th quarter;12.7
1624;M Other specialised business services;2011 1st quarter;14.1
