ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWerkloosheidsuitkering_1
1600;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;540
1601;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;390
1602;Vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2005 september;350
1603;Vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2006 september;490
1604;Vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2007 september;230
1605;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0
1606;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
1607;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
1608;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;3060
1609;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;3270
1610;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;2760
1611;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;790
1612;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;970
1613;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;920
1614;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;700
1615;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;700
1616;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;660
1617;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;3;2005 september;460
1618;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;3;2006 september;420
1619;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;3;2007 september;380
1620;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;4;2005 september;420
1621;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;4;2006 september;400
1622;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;4;2007 september;340
1623;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;460
1624;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;450
1625;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;290
1626;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2005 september;220
1627;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2006 september;350
1628;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2007 september;170
1629;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0
1630;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
1631;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
1632;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;22560
1633;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;25840
1634;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;25290
1635;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;3190
1636;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;3600
1637;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;3660
1638;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;3310
1639;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;3820
1640;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;2670
1641;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;3;2005 september;2450
1642;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;3;2006 september;2850
1643;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;3;2007 september;2490
1644;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;4;2005 september;2590
1645;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;4;2006 september;2840
1646;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;4;2007 september;3010
1647;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;4580
1648;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;4660
1649;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;4690
1650;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2005 september;5000
1651;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2006 september;6620
1652;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2007 september;6820
1653;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;1450
1654;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;1450
1655;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;1940
1656;Vrouwen;55 tot 65 jaar;Autochtoon;0;2005 september;18760
1657;Vrouwen;55 tot 65 jaar;Autochtoon;0;2006 september;21400
1658;Vrouwen;55 tot 65 jaar;Autochtoon;0;2007 september;20890
1659;Vrouwen;55 tot 65 jaar;Autochtoon;1;2005 september;2660
1660;Vrouwen;55 tot 65 jaar;Autochtoon;1;2006 september;2910
1661;Vrouwen;55 tot 65 jaar;Autochtoon;1;2007 september;3020
1662;Vrouwen;55 tot 65 jaar;Autochtoon;2;2005 september;2750
1663;Vrouwen;55 tot 65 jaar;Autochtoon;2;2006 september;3180
1664;Vrouwen;55 tot 65 jaar;Autochtoon;2;2007 september;2180
1665;Vrouwen;55 tot 65 jaar;Autochtoon;3;2005 september;2010
1666;Vrouwen;55 tot 65 jaar;Autochtoon;3;2006 september;2390
1667;Vrouwen;55 tot 65 jaar;Autochtoon;3;2007 september;2030
1668;Vrouwen;55 tot 65 jaar;Autochtoon;4;2005 september;2110
1669;Vrouwen;55 tot 65 jaar;Autochtoon;4;2006 september;2360
1670;Vrouwen;55 tot 65 jaar;Autochtoon;4;2007 september;2480
1671;Vrouwen;55 tot 65 jaar;Autochtoon;6;2005 september;3830
1672;Vrouwen;55 tot 65 jaar;Autochtoon;6;2006 september;3820
1673;Vrouwen;55 tot 65 jaar;Autochtoon;6;2007 september;3910
1674;Vrouwen;55 tot 65 jaar;Autochtoon;8;2005 september;4200
1675;Vrouwen;55 tot 65 jaar;Autochtoon;8;2006 september;5500
1676;Vrouwen;55 tot 65 jaar;Autochtoon;8;2007 september;5630
1677;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;1220
1678;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;1260
1679;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;1650
1680;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;2960
1681;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;3410
1682;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;3330
1683;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;400
1684;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;520
1685;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;480
1686;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;420
1687;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;480
1688;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;360
1689;Vrouwen;55 tot 65 jaar;Westerse allochtoon;3;2005 september;350
1690;Vrouwen;55 tot 65 jaar;Westerse allochtoon;3;2006 september;350
1691;Vrouwen;55 tot 65 jaar;Westerse allochtoon;3;2007 september;360
1692;Vrouwen;55 tot 65 jaar;Westerse allochtoon;4;2005 september;360
1693;Vrouwen;55 tot 65 jaar;Westerse allochtoon;4;2006 september;370
1694;Vrouwen;55 tot 65 jaar;Westerse allochtoon;4;2007 september;390
1695;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;580
1696;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;640
1697;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;590
1698;Vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2005 september;650
1699;Vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2006 september;880
1700;Vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2007 september;910
1701;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;210
1702;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;170
1703;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;240
1704;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;840
1705;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;1030
1706;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;1080
1707;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;140
1708;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;170
1709;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;170
1710;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;140
1711;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;160
1712;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;130
1713;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;3;2005 september;100
1714;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;3;2006 september;110
1715;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;3;2007 september;100
1716;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;4;2005 september;120
1717;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;4;2006 september;120
1718;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;4;2007 september;150
1719;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;170
1720;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;210
1721;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;200
1722;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2005 september;150
1723;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2006 september;240
1724;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2007 september;290
1725;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;20
1726;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;30
1727;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;50
