ID;Kwartielen;SBI93;Perioden;AantalOndernemingen_1;ToegevoegdeWaardeInNettoOmzet_2;LonenSalarissenInVanNettoOmzet_3;BrutoBedrijfsresultaatInNettoOmzet_4;NettoBedrijfsresultaatInNettoOmzet_5;FinancieelResultaatInNettoOmzet_6;VoorradenInNettoOmzet_7;RenteLastenInNettoOmzet_8;AantalOndernemingen_9;ResVoorBelastingInEigenVermogen_10;NettoresultaatInEigenVermogen_11;AantalOndernemingen_12;NettoResultaatInTotaalVermogen_13;FinanVasteActivaInTotaalVermogen_14;MaterVasteActivaInTotaalVermogen_15;VlottendeMiddelenInTotaalVermogen_16;NettoOmzetInTotaalVermogen_17;EigenVermogenInTotaalVermogen_18;VoorzieningenInTotaalVermogen_19;SchuldenLangInTotaalVermogen_20;SchuldenKortInTotaalVermogen_21;AantalOndernemingen_22;FinResultaatInBrutoBedrijfsresult_23;AantalOndernemingen_24;RenteLastenInBrutoBedrijfsresult_25
212;Kwartiel 3;DB Textiel- en textielproductenind.;1999;491;58.56;47.01;15.32;9.9;0.0;18.86;2.75;378;42.64;32.65;495;11.42;6.02;37.75;88.65;220.15;54.27;23.29;30.32;56.71;371;0.0;375;35.42
213;Kwartiel 3;DB Textiel- en textielproductenind.;2000;673;56.77;45.85;15.08;9.85;0.0;19.42;2.75;521;39.22;31.13;675;12.9;5.13;38.36;88.02;205.96;53.85;21.31;26.83;61.07;505;0.0;505;33.24
214;Kwartiel 3;DB Textiel- en textielproductenind.;2001;511;57.15;46.91;15.15;9.9;0.0;19.17;2.75;437;38.4;28.94;566;10.71;9.3;33.68;89.13;207.3;58.37;21.2;29.35;54.06;389;0.0;393;34.81
215;Kwartiel 3;DB Textiel- en textielproductenind.;2002;357;58.33;44.26;15.51;9.67;0.0;17.59;2.97;274;39.8;32.97;360;13.52;5.72;39.43;90.34;230.86;53.45;24.7;36.84;52.51;267;0.0;267;30.97
216;Kwartiel 3;DC Leer-, lederwaren- en schoenindustrie;1999;116;45.02;37.37;13.41;9.06;0.0;24.37;3.56;87;25.31;22.68;117;9.0;2.85;28.12;91.71;199.85;46.96;21.33;37.79;56.92;85;0.0;86;45.45
217;Kwartiel 3;DC Leer-, lederwaren- en schoenindustrie;2000;155;51.57;41.03;16.89;12.43;0.0;27.92;3.71;113;50.33;35.16;155;11.28;5.67;29.43;92.88;202.42;44.71;27.39;24.96;70.49;118;-0.51;118;35.94
218;Kwartiel 3;DC Leer-, lederwaren- en schoenindustrie;2001;119;44.69;37.74;13.48;8.62;0.0;24.55;3.58;100;21.2;16.61;132;8.01;5.92;25.87;95.45;190.67;54.45;20.88;36.76;49.61;87;-0.15;88;51.01
219;Kwartiel 3;DC Leer-, lederwaren- en schoenindustrie;2002;66;46.67;39.54;15.93;8.96;0.0;23.57;3.88;47;22.74;14.2;67;8.7;1.86;32.47;91.87;187.29;46.91;40.86;45.93;37.04;46;0.0;46;33.33
220;Kwartiel 3;DD Hout, kurk, riet (excl. meubels);1999;610;56.37;40.13;17.36;11.54;0.0;13.88;2.71;514;43.49;33.16;609;12.94;3.8;47.84;81.67;210.24;51.46;19.75;34.79;51.24;498;0.0;503;29.51
221;Kwartiel 3;DD Hout, kurk, riet (excl. meubels);2000;775;56.53;39.03;17.92;12.76;0.0;14.22;2.48;667;50.71;37.03;777;13.57;7.77;45.49;80.78;202.38;49.44;23.04;28.95;57.99;660;0.0;660;25.33
222;Kwartiel 3;DD Hout, kurk, riet (excl. meubels);2001;616;56.48;40.03;17.81;11.61;0.0;13.88;2.66;558;42.3;31.94;667;12.32;5.18;45.12;83.48;202.25;54.56;20.66;33.14;51.22;506;0.0;511;29.51
223;Kwartiel 3;DD Hout, kurk, riet (excl. meubels);2002;441;55.27;41.57;16.34;10.86;0.0;14.23;2.87;379;33.25;26.0;442;11.76;4.68;48.54;81.29;200.47;54.77;20.91;39.18;46.13;356;0.0;359;29.2
224;Kwartiel 3;DE Papier, karton, uitgeverijen;1999;2287;60.09;46.91;18.58;11.17;0.0;5.43;2.63;1707;39.07;31.86;2307;11.92;4.15;45.13;87.82;194.63;49.57;17.22;33.19;66.67;1722;0.0;1730;24.14
225;Kwartiel 3;DE Papier, karton, uitgeverijen;2000;2991;58.6;45.39;18.26;10.87;0.0;5.8;2.45;2273;44.51;36.17;3010;12.4;4.5;44.15;88.31;190.39;50.74;16.74;27.8;67.67;2280;0.0;2280;22.95
226;Kwartiel 3;DE Papier, karton, uitgeverijen;2001;2380;59.89;46.31;18.67;11.38;0.0;5.52;2.6;1969;37.61;30.59;2633;10.86;5.79;42.3;90.06;185.35;55.01;16.06;31.08;65.55;1798;0.0;1808;23.53
227;Kwartiel 3;DE Papier, karton, uitgeverijen;2002;1681;58.21;46.15;17.48;10.26;0.0;5.6;2.5;1263;41.89;32.1;1695;12.54;2.74;45.06;89.39;209.02;50.15;16.37;35.82;66.04;1270;0.0;1278;25.0
228;Kwartiel 3;DF Aardolie, splijt- en kweekstoffen;1999;12;47.53;27.76;21.6;19.73;-0.58;13.37;2.56;10;;;12;19.84;4.23;54.08;96.87;206.56;48.81;8.28;40.56;75.35;12;-4.05;12;33.79
229;Kwartiel 3;DF Aardolie, splijt- en kweekstoffen;2000;18;40.52;27.86;15.27;11.19;0.58;18.34;2.12;13;31.38;22.58;18;15.05;2.32;36.93;97.65;269.63;55.61;21.23;29.0;72.43;12;3.83;12;19.9
230;Kwartiel 3;DF Aardolie, splijt- en kweekstoffen;2001;16;51.23;26.19;23.79;22.59;-0.03;13.37;2.56;15;52.41;50.32;18;13.8;7.76;50.66;99.77;216.2;43.33;10.8;39.18;76.74;16;-2.01;16;34.56
231;Kwartiel 3;DF Aardolie, splijt- en kweekstoffen;2002;16;47.03;26.4;16.91;15.8;0.53;14.52;3.21;12;49.21;37.0;16;8.71;77.73;29.53;75.14;190.66;46.19;5.06;40.49;78.83;13;0.0;13;34.24
232;Kwartiel 3;DG Chemische producten;1999;323;51.16;38.35;18.32;12.93;0.0;16.32;2.93;267;37.14;25.81;328;13.35;5.39;38.96;89.05;176.81;65.37;12.59;28.76;57.47;231;0.0;233;24.63
233;Kwartiel 3;DG Chemische producten;2000;480;51.0;33.96;18.81;13.14;0.0;15.75;2.24;396;43.2;30.71;483;13.95;7.65;41.13;85.9;189.27;59.06;8.37;29.55;61.25;385;0.0;385;22.5
234;Kwartiel 3;DG Chemische producten;2001;376;49.94;36.02;18.64;13.05;0.0;16.37;2.63;348;35.88;25.91;427;11.21;9.58;37.77;90.58;167.11;75.63;9.02;23.97;58.55;278;0.0;280;23.98
235;Kwartiel 3;DG Chemische producten;2002;277;52.54;35.96;17.72;13.49;0.0;16.68;2.37;222;37.33;28.94;279;15.93;3.64;42.15;89.02;194.58;64.12;10.11;32.73;53.96;215;0.0;216;20.41
236;Kwartiel 3;DH Rubber en kunststof;1999;511;55.07;38.43;19.5;12.66;0.0;15.04;3.23;409;42.8;30.3;513;14.67;4.43;49.18;79.98;186.66;52.02;15.38;39.96;59.13;416;0.0;418;28.99
237;Kwartiel 3;DH Rubber en kunststof;2000;665;51.34;37.47;18.58;11.29;0.0;16.19;2.88;531;44.34;32.64;667;14.08;5.6;46.77;81.82;189.19;51.67;13.04;34.13;58.91;555;0.0;555;28.46
238;Kwartiel 3;DH Rubber en kunststof;2001;534;54.78;38.41;19.25;12.2;0.0;15.34;3.09;466;37.18;29.05;581;13.64;6.98;47.63;80.92;181.82;56.49;13.64;37.23;56.57;435;0.0;437;29.15
239;Kwartiel 3;DH Rubber en kunststof;2002;396;52.63;37.69;19.57;12.03;0.0;14.6;2.74;314;41.99;29.55;401;13.82;4.02;49.92;78.61;196.07;52.87;12.32;42.19;54.37;328;0.0;329;24.71
240;Kwartiel 3;DI Glas, aardewerk, cement, kalk, gips;1999;368;52.11;38.97;17.28;11.63;0.0;14.12;2.44;306;50.0;36.36;369;14.89;1.21;51.1;77.94;199.55;53.39;19.12;30.47;57.93;301;-0.74;304;25.0
241;Kwartiel 3;DI Glas, aardewerk, cement, kalk, gips;2000;566;52.73;36.96;18.59;12.64;0.0;14.66;2.37;469;44.9;33.1;571;14.83;5.14;50.7;79.37;191.94;54.24;14.96;32.1;55.36;485;0.0;485;19.86
242;Kwartiel 3;DI Glas, aardewerk, cement, kalk, gips;2001;432;50.98;37.87;17.87;11.82;0.0;15.03;2.44;405;41.69;30.69;482;14.06;6.54;48.93;78.24;187.93;59.21;14.86;29.03;56.39;363;0.0;366;24.62
243;Kwartiel 3;DI Glas, aardewerk, cement, kalk, gips;2002;354;51.2;37.54;18.21;12.13;0.0;14.6;2.38;297;45.15;31.94;354;14.83;0.76;54.04;77.41;213.07;54.53;14.56;33.84;54.56;285;0.0;286;22.96
244;Kwartiel 3;DJ Metalen en metaalproducten;1999;2485;64.82;48.18;19.71;12.89;0.0;9.75;2.68;2096;42.04;31.16;2492;13.96;3.93;49.46;80.15;194.25;53.63;18.48;36.07;52.22;2080;0.0;2094;23.66
245;Kwartiel 3;DJ Metalen en metaalproducten;2000;3066;62.93;46.88;19.52;12.5;0.0;10.53;2.45;2604;43.38;32.63;3075;14.71;4.96;48.58;80.1;192.08;53.82;17.78;28.64;58.11;2611;0.0;2611;23.36
246;Kwartiel 3;DJ Metalen en metaalproducten;2001;2566;64.52;48.03;19.61;12.77;0.0;10.05;2.68;2337;40.35;29.92;2789;13.19;6.82;47.66;82.13;187.0;57.57;17.33;34.44;52.0;2150;0.0;2164;23.99
247;Kwartiel 3;DJ Metalen en metaalproducten;2002;1921;62.81;50.57;17.64;10.23;0.0;10.12;2.86;1591;35.95;26.79;1932;11.32;2.33;51.08;79.48;195.36;53.47;17.53;39.18;50.97;1531;0.0;1547;27.91
248;Kwartiel 3;DK Machines en apparaten;1999;1600;59.75;45.39;16.84;11.81;0.0;14.88;2.43;1314;45.1;34.82;1610;13.73;3.03;40.16;88.94;203.57;51.79;15.23;31.17;61.31;1287;0.0;1293;26.15
249;Kwartiel 3;DK Machines en apparaten;2000;2094;58.62;44.24;17.5;12.47;0.0;15.77;2.24;1744;49.58;35.87;2098;13.45;5.3;37.5;88.41;195.25;50.7;14.9;25.79;64.18;1705;0.0;1705;23.4
250;Kwartiel 3;DK Machines en apparaten;2001;1675;59.34;44.65;16.99;11.94;0.0;15.42;2.43;1492;43.46;33.24;1822;12.71;5.26;37.04;89.94;196.61;56.2;14.16;29.32;61.01;1351;0.0;1359;26.56
251;Kwartiel 3;DK Machines en apparaten;2002;1203;59.09;47.3;15.69;10.64;0.0;15.74;2.64;971;39.04;30.83;1210;12.19;3.61;41.34;88.42;206.57;50.2;13.86;36.63;60.98;917;0.0;924;28.57
252;Kwartiel 3;DM Transportmiddelen;1999;663;56.63;41.85;16.23;11.01;0.04;16.39;2.57;532;36.36;27.57;664;10.73;4.45;45.23;86.18;209.07;50.65;18.21;31.71;60.66;505;0.0;511;29.68
253;Kwartiel 3;DM Transportmiddelen;2000;825;54.59;39.74;15.56;10.57;0.0;16.39;2.54;668;39.95;31.47;827;11.47;4.95;44.98;86.07;205.08;49.73;17.14;27.79;61.71;646;0.0;646;29.12
254;Kwartiel 3;DM Transportmiddelen;2001;697;56.45;41.81;15.98;10.88;0.0;16.67;2.59;615;34.69;26.15;768;9.75;7.89;43.4;87.51;195.68;54.78;17.58;29.5;61.11;528;0.0;534;29.68
255;Kwartiel 3;DM Transportmiddelen;2002;518;53.97;43.61;14.35;10.35;0.0;16.09;2.46;414;36.13;29.09;522;10.91;2.17;47.02;87.69;208.96;53.3;15.97;33.59;58.8;390;0.0;392;28.74
256;Kwartiel 3;DL Elektrische en optische apparaten;1999;1160;63.01;50.37;18.04;13.07;0.0;13.44;2.26;950;54.95;42.18;1162;16.72;3.18;33.26;89.77;211.24;53.19;21.2;26.59;64.02;930;0.0;937;23.61
257;Kwartiel 3;DL Elektrische en optische apparaten;2000;1444;62.41;49.26;18.19;12.77;0.0;14.1;2.24;1162;50.77;39.39;1450;15.96;5.86;31.99;89.0;199.34;50.54;18.66;24.24;66.05;1129;0.0;1129;20.65
258;Kwartiel 3;DL Elektrische en optische apparaten;2001;1205;62.81;50.22;18.06;12.99;0.0;13.15;2.27;1060;52.43;40.29;1315;15.24;6.23;31.38;90.82;203.02;56.04;18.27;24.71;65.92;960;0.0;967;23.35
259;Kwartiel 3;DL Elektrische en optische apparaten;2002;875;63.39;51.57;16.67;11.64;0.0;12.7;2.24;714;45.66;34.73;883;15.23;3.24;35.42;89.37;213.02;54.59;18.15;31.59;60.91;654;0.0;659;24.39
260;Kwartiel 3;DN Meubels, overige goederen n.e.g.;1999;1003;55.7;45.22;14.87;9.68;0.0;14.99;2.77;782;43.78;33.24;1009;11.99;4.86;44.89;86.25;225.66;47.08;16.85;36.84;62.71;786;0.0;794;30.0
261;Kwartiel 3;DN Meubels, overige goederen n.e.g.;2000;1226;53.62;42.72;14.78;9.93;0.0;15.49;2.48;936;43.23;34.12;1230;12.9;3.92;42.72;85.63;222.96;46.68;16.71;30.37;68.22;962;0.0;962;26.48
262;Kwartiel 3;DN Meubels, overige goederen n.e.g.;2001;1013;55.76;45.25;14.77;9.64;0.0;14.81;2.81;835;41.26;31.88;1083;11.3;5.86;43.14;87.83;220.17;50.26;16.97;35.96;62.76;793;0.0;801;30.36
263;Kwartiel 3;DN Meubels, overige goederen n.e.g.;2002;705;53.64;45.8;13.52;8.93;0.0;14.77;2.74;537;38.46;28.6;710;12.28;2.74;46.13;86.86;223.54;51.23;19.47;38.74;56.17;526;0.0;529;30.77
264;Kwartiel 3;E0 Elektriciteit, aardgas en water;1999;56;77.1;8.19;72.19;34.25;-0.07;0.0;21.24;41;38.46;35.04;58;10.77;1.72;76.9;84.6;57.97;32.9;1.32;72.78;72.77;49;-7.06;49;30.56
265;Kwartiel 3;E0 Elektriciteit, aardgas en water;2000;93;77.78;11.9;71.76;30.3;0.0;0.0;14.53;73;46.6;44.65;93;9.76;0.61;80.85;83.57;87.21;40.43;0.0;67.91;57.45;70;0.0;70;25.89
266;Kwartiel 3;E0 Elektriciteit, aardgas en water;2001;84;72.19;15.59;69.75;27.77;-0.02;0.0;18.5;74;34.02;24.44;106;7.21;3.59;72.97;94.85;84.91;35.89;0.0;61.54;92.22;70;-0.77;71;30.56
267;Kwartiel 3;E0 Elektriciteit, aardgas en water;2002;71;74.36;23.32;69.23;28.59;0.0;0.0;10.9;55;42.55;36.17;73;11.45;0.02;79.05;91.16;112.41;42.73;0.0;68.91;69.57;58;0.0;58;21.67
268;Kwartiel 3;F0 Bouwnijverheid;1999;11319;66.08;52.73;14.79;10.47;0.06;5.29;1.66;9578;49.9;37.57;11382;14.72;4.93;34.45;88.29;260.2;51.74;24.43;22.71;61.3;8995;0.59;9087;20.0
269;Kwartiel 3;F0 Bouwnijverheid;2000;13777;64.61;50.41;15.41;11.06;0.02;5.33;1.45;11568;55.8;42.09;13821;15.58;5.0;32.59;88.72;254.85;49.25;23.08;17.04;66.93;11385;0.0;11385;17.42
270;Kwartiel 3;F0 Bouwnijverheid;2001;11557;65.99;52.49;14.83;10.5;0.07;5.35;1.66;10577;46.74;36.08;12571;13.59;6.3;32.52;89.66;249.49;55.16;23.81;20.82;60.46;9207;0.65;9300;20.0
271;Kwartiel 3;F0 Bouwnijverheid;2002;8583;64.56;51.76;14.57;10.24;0.0;5.48;1.63;7229;46.85;35.33;8654;14.63;4.07;35.02;88.54;265.59;52.29;23.29;25.5;60.13;6792;0.0;6853;21.05
272;Kwartiel 3;G0 Handel;1999;34109;43.77;28.58;13.34;9.62;0.0;16.21;2.23;27171;45.21;34.56;34348;13.68;4.78;30.77;93.33;276.21;51.93;19.4;29.35;64.29;26277;0.0;26510;31.25
273;Kwartiel 3;G0 Handel;2000;43201;42.87;28.08;13.36;9.69;0.0;16.66;2.13;34189;46.19;35.9;43410;13.11;5.69;29.75;93.27;270.72;50.93;18.71;23.09;69.43;33271;0.0;33271;29.53
274;Kwartiel 3;G0 Handel;2001;34890;43.86;28.44;13.39;9.66;0.0;16.15;2.24;30599;42.38;32.48;38756;12.49;7.07;28.37;94.43;261.39;55.61;18.98;26.91;64.05;27004;0.0;27244;31.47
275;Kwartiel 3;G0 Handel;2002;25002;42.33;28.85;12.69;9.17;0.0;16.54;2.07;20006;43.0;32.65;25236;13.37;4.08;31.25;93.53;283.41;52.4;18.71;31.28;62.34;19129;0.0;19263;30.77
276;Kwartiel 3;H0 Horeca;1999;3364;57.54;42.13;22.26;12.86;0.0;2.15;5.22;2427;44.9;39.46;3379;13.91;5.61;70.65;70.86;226.55;47.76;20.67;48.54;59.46;2709;-0.84;2721;34.78
277;Kwartiel 3;H0 Horeca;2000;4465;57.64;42.18;22.71;13.33;0.0;2.28;4.67;3168;44.44;40.11;4487;12.93;6.68;70.0;70.1;221.26;46.05;19.52;51.46;57.73;3533;-0.84;3533;32.0
278;Kwartiel 3;H0 Horeca;2001;3428;57.76;42.05;22.45;12.96;0.0;2.15;5.23;2759;40.56;34.88;3842;12.01;7.97;68.14;75.07;207.88;52.16;21.67;45.26;58.41;2767;-0.82;2781;35.14
279;Kwartiel 3;H0 Horeca;2002;2333;57.88;43.45;22.26;12.5;0.0;2.25;5.3;1667;39.53;33.33;2351;12.1;5.26;72.42;69.05;234.8;46.64;21.13;50.85;59.18;1862;-1.14;1873;36.67
280;Kwartiel 3;I0 Vervoer, opslag en communicatie;1999;5497;68.16;50.09;21.65;11.69;0.0;0.1;2.89;4520;44.65;35.53;5547;11.71;3.71;57.62;87.19;218.72;50.58;12.93;37.0;64.95;4457;0.0;4491;23.81
281;Kwartiel 3;I0 Vervoer, opslag en communicatie;2000;6986;67.53;48.62;21.93;11.9;0.0;0.17;2.85;5690;44.16;34.75;7041;11.61;4.27;56.93;87.8;207.5;48.6;12.08;33.6;67.73;5683;0.0;5683;23.66
282;Kwartiel 3;I0 Vervoer, opslag en communicatie;2001;5739;68.47;49.78;22.06;12.2;0.0;0.1;2.87;5339;40.1;32.65;6519;10.6;5.39;55.16;91.15;199.08;58.54;11.53;33.36;63.49;4658;0.0;4696;23.66
283;Kwartiel 3;I0 Vervoer, opslag en communicatie;2002;4328;67.46;50.14;19.62;10.47;0.0;0.1;2.64;3575;40.6;32.03;4366;11.31;3.14;57.14;88.89;226.6;51.62;12.24;38.44;63.32;3459;0.0;3471;24.09
284;Kwartiel 3;K0 Onroerend goed;1999;38263;86.7;71.67;28.49;22.31;0.63;0.0;2.28;31940;57.45;43.64;38724;18.09;27.24;17.96;93.22;173.6;63.7;28.27;6.67;59.26;27488;2.38;27778;14.36
285;Kwartiel 3;K0 Onroerend goed;2000;45727;86.0;70.0;29.6;23.23;0.45;0.0;2.29;37915;60.71;46.33;46050;18.28;29.26;18.17;92.59;163.91;61.97;27.78;7.1;61.02;33329;1.78;33329;13.79
286;Kwartiel 3;K0 Onroerend goed;2001;38660;86.67;71.52;28.48;22.29;0.63;0.0;2.29;36573;52.39;40.32;44585;15.38;30.51;15.77;94.71;157.03;67.54;27.6;3.4;58.59;27855;2.4;28151;14.36
287;Kwartiel 3;K0 Onroerend goed;2002;27323;85.71;73.68;25.11;19.51;0.5;0.0;2.05;22627;52.02;39.82;27807;16.67;23.34;17.95;94.35;184.8;64.83;28.17;5.73;60.0;18705;2.19;18849;14.29
