ID;Energieverbruikers;Perioden;Energie_1;SteenkoolEnBruinkool_2;Steenkoolcokes_3;Cokesovengas_4;Hoogovengas_5;OverigeSteenkoolderivaten_6;RuweAardolie_7;Aardgascondensaat_8;OverigeAardoliegrondstoffen_9;Lpg_10;Nafta_11;Benzine_12;Kerosine_13;GasolieEnLichteStookolie_14;Autodiesel_15;Stookolie_16;Restgas_17;Smeermiddelen_18;Bitumen_19;OverigeOlieproducten_20;Aardgas_21;HernieuwbareEnergie_22;Elektriciteit_23;StoomEnOfWarmWater_24;AnderePrimaireEnergiebronnen_25;OmzettingVerliezen_26
661;G Handel;1991;68.0;;;;;;;;;1.0;;4.0;;0.0;14.0;;;0.0;;;29.0;;20.0;0.0;;
662;G Handel;1992;69.0;;;;;;;;;1.0;;4.0;;0.0;14.0;;;0.0;;;28.0;;22.0;0.0;;
663;G Handel;1993;77.0;;;;;;;;;1.0;;4.0;;0.0;13.0;;;0.0;;;33.0;;23.0;2.0;;
664;G Handel;1994;73.0;;;;;;;;;1.0;;4.0;;0.0;13.0;;;0.0;;;29.0;;23.0;2.0;;
665;G Handel;1995;79.0;;;;;;;;;1.0;;4.0;;0.0;14.0;;;1.0;;;33.0;;23.0;3.0;;
666;G Handel;1996;90.0;;;;;;;;;1.0;;4.0;;0.0;14.0;;;1.0;;;40.0;;24.0;4.0;;
667;G Handel;1997;83.0;;;;;;;;;1.0;;3.0;;0.0;14.0;;;1.0;;;32.0;;27.0;4.0;;
668;G Handel;1998;86.0;;;;;;;;;1.0;;4.0;;0.0;13.0;;;1.0;;;33.0;;29.0;5.0;;
669;G Handel;1999;79.0;;;;;;;;;1.0;;4.0;;0.0;12.0;;;1.0;;;26.0;;29.0;5.0;;
670;G Handel;2000;85.0;;;;;;;;;1.0;;5.0;;0.0;13.0;;;1.0;;;28.0;;31.0;6.0;;
671;G Handel;2001;90.0;;;;;;;;;1.0;;5.0;;0.0;13.0;;;1.0;;;34.0;;31.0;5.0;;
672;G Handel;2002;91.0;;;;;;;;;1.0;;5.0;;;14.0;;;1.0;;;37.0;;30.0;3.0;;
673;G Handel;2003;92.0;;;;;;;;;1.0;;5.0;;;14.0;;;1.0;;;39.0;;31.0;2.0;;
674;G Handel;2004;96.0;;;;;;;;;1.0;;5.0;;;14.0;;;1.0;;;37.0;;34.0;6.0;;
675;G Handel;2005;88.0;;;;;;;;;0.0;;5.0;;;14.0;;;1.0;;;31.0;;32.0;4.0;;
676;G Handel;2006;98.0;;;;;;;;;0.0;;5.0;;;15.0;;;1.0;;;37.0;;35.0;5.0;;
677;G Handel;2007;96.0;;;;;;;;;0.0;;5.0;;;15.0;;;1.0;;;35.0;;35.0;4.0;;
678;G Handel;2008;102.0;;;;;;;;;0.0;;6.0;;;16.0;;;1.0;;;40.0;;35.0;5.0;;
679;G Handel;2009;98.0;;;;;;;;;0.0;;5.0;;;14.0;;;1.0;;;42.0;;33.0;3.0;;
680;G Handel;2010;108.0;;;;;;;;;0.0;;6.0;;;14.0;;;1.0;;;48.0;;34.0;4.0;;
681;G Handel;2011;101.0;;;;;;;;;0.0;;6.0;;;15.0;;;1.0;;;37.0;;37.0;4.0;;
682;H Vervoer en opslag;1990;248.0;;;;;;;;;0.0;;0.0;76.0;40.0;89.0;29.0;;1.0;;;5.0;;8.0;;;
683;H Vervoer en opslag;1991;261.0;;;;;;;;;0.0;;0.0;81.0;41.0;94.0;28.0;;1.0;;;6.0;;8.0;;;
684;H Vervoer en opslag;1992;285.0;;;;;;;;;0.0;;0.0;92.0;45.0;103.0;30.0;;2.0;;;6.0;;9.0;;;
685;H Vervoer en opslag;1993;302.0;;;;;;;;;0.0;;0.0;102.0;46.0;105.0;32.0;;1.0;;;6.0;;9.0;;;
686;H Vervoer en opslag;1994;312.0;;;;;;;;;0.0;;0.0;107.0;49.0;105.0;34.0;;1.0;;;6.0;;10.0;;;
687;H Vervoer en opslag;1995;328.0;;;;;;;;;0.0;;0.0;116.0;46.0;114.0;34.0;;1.0;;;7.0;;10.0;;;
688;H Vervoer en opslag;1996;350.0;;;;;;;;;1.0;;0.0;130.0;46.0;120.0;35.0;;1.0;;;7.0;;11.0;;;
689;H Vervoer en opslag;1997;369.0;;;;;;;;;1.0;;0.0;140.0;51.0;123.0;37.0;;2.0;;;5.0;;11.0;;;
690;H Vervoer en opslag;1998;376.0;;;;;;;;;1.0;;0.0;148.0;47.0;119.0;42.0;;2.0;;;6.0;;12.0;;;
691;H Vervoer en opslag;1999;396.0;;;;;;;;;0.0;;0.0;154.0;46.0;125.0;52.0;;2.0;;;4.0;;12.0;;;
692;H Vervoer en opslag;2000;398.0;;;;;;;;;0.0;;0.0;158.0;45.0;121.0;54.0;;2.0;;;4.0;;12.0;;;
693;H Vervoer en opslag;2001;396.0;;;;;;;;;0.0;;0.0;158.0;48.0;121.0;51.0;;2.0;;;5.0;;11.0;;;
694;H Vervoer en opslag;2002;389.0;;;;;;;;;0.0;;0.0;158.0;46.0;120.0;47.0;;2.0;;;5.0;;11.0;;;
695;H Vervoer en opslag;2003;393.0;;;;;;;;;0.0;;0.0;156.0;48.0;121.0;49.0;;2.0;;;5.0;;11.0;;;
696;H Vervoer en opslag;2004;401.0;;;;;;;;;0.0;;0.0;159.0;45.0;128.0;50.0;;2.0;;;5.0;;12.0;;;
697;H Vervoer en opslag;2005;413.0;;;;;;;;;0.0;;0.0;164.0;46.0;132.0;52.0;;3.0;;;4.0;;12.0;;;
698;H Vervoer en opslag;2006;415.0;;;;;;;;;0.0;;0.0;173.0;44.0;138.0;40.0;;3.0;;;5.0;;13.0;;;
699;H Vervoer en opslag;2007;425.0;;;;;;;;;0.0;;0.0;174.0;45.0;140.0;48.0;;2.0;;;4.0;;13.0;;;
700;H Vervoer en opslag;2008;427.0;;;;;;;;;0.0;;0.0;173.0;46.0;136.0;51.0;;2.0;;;5.0;;13.0;;;
701;H Vervoer en opslag;2009;394.0;;;;;;;;;0.0;;0.0;161.0;39.0;127.0;48.0;;2.0;;;5.0;;13.0;;;
702;H Vervoer en opslag;2010;398.0;;;;;;;;;0.0;;0.0;165.0;40.0;127.0;45.0;;2.0;;;6.0;;13.0;;;
703;H Vervoer en opslag;2011;413.0;;;;;;;;;0.0;;0.0;175.0;44.0;129.0;44.0;;2.0;;;5.0;;14.0;;;
704;49 Vervoer over land;1990;92.0;;;;;;;;;0.0;;0.0;;1.0;85.0;;;0.0;;;1.0;;5.0;;;
705;49 Vervoer over land;1991;98.0;;;;;;;;;0.0;;0.0;;1.0;90.0;;;0.0;;;1.0;;5.0;;;
706;49 Vervoer over land;1992;107.0;;;;;;;;;0.0;;0.0;;1.0;98.0;;;0.0;;;1.0;;5.0;;;
707;49 Vervoer over land;1993;110.0;;;;;;;;;0.0;;0.0;;1.0;101.0;;;0.0;;;1.0;;5.0;;;
708;49 Vervoer over land;1994;110.0;;;;;;;;;0.0;;0.0;;1.0;102.0;;;0.0;;;1.0;;5.0;;;
709;49 Vervoer over land;1995;120.0;;;;;;;;;0.0;;0.0;;1.0;111.0;;;1.0;;;1.0;;5.0;;;
710;49 Vervoer over land;1996;126.0;;;;;;;;;0.0;;0.0;;1.0;116.0;;;1.0;;;1.0;;6.0;;;
711;49 Vervoer over land;1997;126.0;;;;;;;;;0.0;;0.0;;1.0;116.0;;;1.0;;;1.0;;6.0;;;
712;49 Vervoer over land;1998;123.0;;;;;;;;;0.0;;0.0;;1.0;113.0;;;1.0;;;1.0;;6.0;;;
713;49 Vervoer over land;1999;127.0;;;;;;;;;0.0;;0.0;;1.0;118.0;;;1.0;;;1.0;;6.0;;;
714;49 Vervoer over land;2000;124.0;;;;;;;;;0.0;;0.0;;2.0;114.0;;;1.0;;;1.0;;6.0;;;
715;49 Vervoer over land;2001;122.0;;;;;;;;;0.0;;0.0;;1.0;113.0;;;1.0;;;2.0;;6.0;;;
716;49 Vervoer over land;2002;121.0;;;;;;;;;0.0;;0.0;;1.0;111.0;;;1.0;;;2.0;;6.0;;;
717;49 Vervoer over land;2003;122.0;;;;;;;;;0.0;;0.0;;1.0;112.0;;;1.0;;;2.0;;6.0;;;
718;49 Vervoer over land;2004;128.0;;;;;;;;;0.0;;0.0;;1.0;119.0;;;1.0;;;1.0;;6.0;;;
719;49 Vervoer over land;2005;132.0;;;;;;;;;0.0;;0.0;;1.0;122.0;;;1.0;;;1.0;;6.0;;;
720;49 Vervoer over land;2006;137.0;;;;;;;;;0.0;;0.0;;1.0;128.0;;;1.0;;;2.0;;6.0;;;
721;49 Vervoer over land;2007;139.0;;;;;;;;;0.0;;0.0;;1.0;130.0;;;1.0;;;2.0;;6.0;;;
722;49 Vervoer over land;2008;135.0;;;;;;;;;0.0;;0.0;;1.0;126.0;;;1.0;;;2.0;;6.0;;;
723;49 Vervoer over land;2009;128.0;;;;;;;;;0.0;;0.0;;1.0;119.0;;;1.0;;;2.0;;6.0;;;
724;49 Vervoer over land;2010;128.0;;;;;;;;;0.0;;0.0;;1.0;118.0;;;1.0;;;2.0;;6.0;;;
725;49 Vervoer over land;2011;130.0;;;;;;;;;0.0;;0.0;;1.0;120.0;;;1.0;;;2.0;;6.0;;;
726;50 Vervoer over water;1990;66.0;;;;;;;;;;;;;36.0;1.0;29.0;;1.0;;;;;0.0;;;
727;50 Vervoer over water;1991;66.0;;;;;;;;;;;;;37.0;0.0;28.0;;1.0;;;;;0.0;;;
728;50 Vervoer over water;1992;71.0;;;;;;;;;;;;;40.0;0.0;30.0;;1.0;;;;;0.0;;;
729;50 Vervoer over water;1993;74.0;;;;;;;;;;;;;41.0;0.0;32.0;;1.0;;;;;0.0;;;
730;50 Vervoer over water;1994;79.0;;;;;;;;;;;;;44.0;0.0;34.0;;1.0;;;0.0;;0.0;;;
731;50 Vervoer over water;1995;76.0;;;;;;;;;;;;;41.0;0.0;34.0;;0.0;;;0.0;;0.0;;;
732;50 Vervoer over water;1996;76.0;;;;;;;;;;;;;40.0;0.0;35.0;;0.0;;;0.0;;0.0;;;
733;50 Vervoer over water;1997;84.0;;;;;;;;;;;;;46.0;0.0;37.0;;0.0;;;;;0.0;;;
734;50 Vervoer over water;1998;84.0;;;;;;;;;;;;;42.0;0.0;42.0;;0.0;;;0.0;;0.0;;;
735;50 Vervoer over water;1999;94.0;;;;;;;;;;;;;41.0;0.0;52.0;;1.0;;;0.0;;0.0;;;
736;50 Vervoer over water;2000;96.0;;;;;;;;;;;;;40.0;;54.0;;1.0;;;0.0;;0.0;;;
737;50 Vervoer over water;2001;96.0;;;;;;;;;;;;;44.0;;51.0;;1.0;;;0.0;;0.0;;;
738;50 Vervoer over water;2002;90.0;;;;;;;;;;;;;41.0;;47.0;;1.0;;;0.0;;0.0;;;
739;50 Vervoer over water;2003;94.0;;;;;;;;;;;;;43.0;;49.0;;1.0;;;0.0;;0.0;;;
740;50 Vervoer over water;2004;92.0;;;;;;;;;;;;;41.0;;50.0;;1.0;;;0.0;;0.0;;;
741;50 Vervoer over water;2005;94.0;;;;;;;;;;;;;41.0;;52.0;;1.0;;;0.0;;0.0;;;
742;50 Vervoer over water;2006;81.0;;;;;;;;;;;;;39.0;;40.0;;1.0;;;0.0;;0.0;;;
743;50 Vervoer over water;2007;89.0;;;;;;;;;;;;;40.0;;48.0;;1.0;;;0.0;;0.0;;;
744;50 Vervoer over water;2008;92.0;;;;;;;;;;;;;40.0;;51.0;;1.0;;;0.0;;0.0;;;
745;50 Vervoer over water;2009;83.0;;;;;;;;;;;;;34.0;;48.0;;1.0;;;0.0;;0.0;;;
746;50 Vervoer over water;2010;83.0;;;;;;;;;;;;;37.0;;45.0;;1.0;;;0.0;;0.0;;;
747;50 Vervoer over water;2011;86.0;;;;;;;;;;;;;40.0;;44.0;;1.0;;;0.0;;0.0;;;
748;51 Vervoer door de lucht;1990;76.0;;;;;;;;;;;;76.0;;;;;0.0;;;0.0;;0.0;;;
749;51 Vervoer door de lucht;1991;82.0;;;;;;;;;;;;81.0;;;;;0.0;;;0.0;;0.0;;;
750;51 Vervoer door de lucht;1992;92.0;;;;;;;;;;;;92.0;;;;;0.0;;;0.0;;0.0;;;
751;51 Vervoer door de lucht;1993;104.0;;;;;;;;;;;;102.0;;0.0;;;0.0;;;1.0;;0.0;;;
752;51 Vervoer door de lucht;1994;109.0;;;;;;;;;;;;107.0;;0.0;;;0.0;;;1.0;;0.0;;;
753;51 Vervoer door de lucht;1995;118.0;;;;;;;;;;;;116.0;;0.0;;;0.0;;;1.0;;0.0;;;
754;51 Vervoer door de lucht;1996;131.0;;;;;;;;;;;;130.0;;0.0;;;0.0;;;1.0;;1.0;;;
755;51 Vervoer door de lucht;1997;143.0;;;;;;;;;;;;140.0;;1.0;;;1.0;;;1.0;;1.0;;;
756;51 Vervoer door de lucht;1998;151.0;;;;;;;;;;;;148.0;;1.0;;;1.0;;;1.0;;1.0;;;
757;51 Vervoer door de lucht;1999;158.0;;;;;;;;;;;;154.0;;2.0;;;1.0;;;1.0;;1.0;;;
758;51 Vervoer door de lucht;2000;162.0;;;;;;;;;;;;158.0;;2.0;;;1.0;;;0.0;;1.0;;;
759;51 Vervoer door de lucht;2001;162.0;;;;;;;;;;;;158.0;;2.0;;;1.0;;;1.0;;1.0;;;
760;51 Vervoer door de lucht;2002;162.0;;;;;;;;;;;;158.0;;2.0;;;1.0;;;0.0;;1.0;;;
761;51 Vervoer door de lucht;2003;160.0;;;;;;;;;;;;156.0;;2.0;;;1.0;;;0.0;;1.0;;;
762;51 Vervoer door de lucht;2004;163.0;;;;;;;;;;;;159.0;;2.0;;;1.0;;;0.0;;1.0;;;
763;51 Vervoer door de lucht;2005;168.0;;;;;;;;;;;;164.0;;3.0;;;1.0;;;0.0;;1.0;;;
764;51 Vervoer door de lucht;2006;178.0;;;;;;;;;;;;173.0;;3.0;;;1.0;;;0.0;;1.0;;;
765;51 Vervoer door de lucht;2007;178.0;;;;;;;;;;;;174.0;;3.0;;;1.0;;;0.0;;1.0;;;
766;51 Vervoer door de lucht;2008;178.0;;;;;;;;;;;;173.0;;3.0;;;1.0;;;0.0;;1.0;;;
767;51 Vervoer door de lucht;2009;164.0;;;;;;;;;;;;161.0;;2.0;;;1.0;;;0.0;;0.0;;;
768;51 Vervoer door de lucht;2010;169.0;;;;;;;;;;;;165.0;;2.0;;;1.0;;;0.0;;0.0;;;
769;51 Vervoer door de lucht;2011;179.0;;;;;;;;;;;;175.0;;2.0;;;1.0;;;0.0;;1.0;;;
770;52 Opslag, dienstverlening voor vervoer;1990;7.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;2.0;;2.0;;;
771;52 Opslag, dienstverlening voor vervoer;1991;7.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;2.0;;2.0;;;
772;52 Opslag, dienstverlening voor vervoer;1992;8.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;2.0;;3.0;;;
773;52 Opslag, dienstverlening voor vervoer;1993;9.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;3.0;;3.0;;;
774;52 Opslag, dienstverlening voor vervoer;1994;9.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;3.0;;3.0;;;
775;52 Opslag, dienstverlening voor vervoer;1995;10.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;4.0;;3.0;;;
776;52 Opslag, dienstverlening voor vervoer;1996;11.0;;;;;;;;;;;0.0;;2.0;1.0;;;;;;4.0;;4.0;;;
777;52 Opslag, dienstverlening voor vervoer;1997;11.0;;;;;;;;;0.0;;;;2.0;2.0;;;;;;3.0;;4.0;;;
778;52 Opslag, dienstverlening voor vervoer;1998;12.0;;;;;;;;;;;0.0;;3.0;2.0;;;;;;3.0;;5.0;;;
779;52 Opslag, dienstverlening voor vervoer;1999;11.0;;;;;;;;;;;0.0;;2.0;2.0;;;;;;2.0;;4.0;;;
780;52 Opslag, dienstverlening voor vervoer;2000;11.0;;;;;;;;;;;;;2.0;3.0;;;;;;2.0;;5.0;;;
781;52 Opslag, dienstverlening voor vervoer;2001;11.0;;;;;;;;;;;;;2.0;3.0;;;;;;2.0;;4.0;;;
782;52 Opslag, dienstverlening voor vervoer;2002;11.0;;;;;;;;;;;;;2.0;3.0;;;;;;2.0;;4.0;;;
783;52 Opslag, dienstverlening voor vervoer;2003;12.0;;;;;;;;;;;;;2.0;3.0;;;;;;3.0;;4.0;;;
784;52 Opslag, dienstverlening voor vervoer;2004;12.0;;;;;;;;;;;0.0;;2.0;3.0;;;;;;2.0;;5.0;;;
785;52 Opslag, dienstverlening voor vervoer;2005;12.0;;;;;;;;;;;0.0;;2.0;4.0;;;;;;2.0;;5.0;;;
786;52 Opslag, dienstverlening voor vervoer;2006;13.0;;;;;;;;;;;0.0;;2.0;4.0;;;;;;2.0;;5.0;;;
787;52 Opslag, dienstverlening voor vervoer;2007;13.0;;;;;;;;;;;0.0;;2.0;4.0;;;;;;2.0;;5.0;;;
788;52 Opslag, dienstverlening voor vervoer;2008;15.0;;;;;;;;;;;;;3.0;4.0;;;;;;3.0;;5.0;;;
789;52 Opslag, dienstverlening voor vervoer;2009;14.0;;;;;;;;;;;0.0;;2.0;4.0;;;;;;3.0;;5.0;;;
790;52 Opslag, dienstverlening voor vervoer;2010;14.0;;;;;;;;;;;0.0;;1.0;4.0;;;;;;3.0;;5.0;;;
791;52 Opslag, dienstverlening voor vervoer;2011;14.0;;;;;;;;;;;0.0;;1.0;4.0;;;;;;2.0;;6.0;;;
792;53 Post en koeriers;1990;7.0;;;;;;;;;;;0.0;;1.0;3.0;;;;;;1.0;;1.0;;;
793;53 Post en koeriers;1991;7.0;;;;;;;;;;;0.0;;1.0;3.0;;;;;;2.0;;1.0;;;
794;53 Post en koeriers;1992;7.0;;;;;;;;;;;;;1.0;3.0;;;;;;2.0;;1.0;;;
795;53 Post en koeriers;1993;6.0;;;;;;;;;;;0.0;;1.0;2.0;;;;;;1.0;;1.0;;;
796;53 Post en koeriers;1994;5.0;;;;;;;;;;;;;1.0;2.0;;;;;;1.0;;1.0;;;
797;53 Post en koeriers;1995;4.0;;;;;;;;;;;;;1.0;2.0;;;;;;1.0;;1.0;;;
798;53 Post en koeriers;1996;5.0;;;;;;;;;0.0;;;;2.0;2.0;;;;;;1.0;;1.0;;;
799;53 Post en koeriers;1997;5.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;1.0;;1.0;;;
800;53 Post en koeriers;1998;6.0;;;;;;;;;0.0;;0.0;;2.0;3.0;;;;;;1.0;;0.0;;;
801;53 Post en koeriers;1999;6.0;;;;;;;;;0.0;;0.0;;2.0;3.0;;;;;;0.0;;1.0;;;
802;53 Post en koeriers;2000;5.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
803;53 Post en koeriers;2001;5.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
804;53 Post en koeriers;2002;5.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
805;53 Post en koeriers;2003;5.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
806;53 Post en koeriers;2004;6.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
807;53 Post en koeriers;2005;6.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
808;53 Post en koeriers;2006;6.0;;;;;;;;;0.0;;;;2.0;3.0;;;;;;0.0;;1.0;;;
809;53 Post en koeriers;2007;6.0;;;;;;;;;0.0;;;;2.0;3.0;;;;;;0.0;;1.0;;;
810;53 Post en koeriers;2008;7.0;;;;;;;;;0.0;;0.0;;2.0;3.0;;;;;;0.0;;1.0;;;
811;53 Post en koeriers;2009;5.0;;;;;;;;;0.0;;;;2.0;3.0;;;;;;0.0;;1.0;;;
812;53 Post en koeriers;2010;4.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
813;53 Post en koeriers;2011;4.0;;;;;;;;;0.0;;;;1.0;3.0;;;;;;0.0;;1.0;;;
814;I Horeca;1990;23.0;;;;;;;;;0.0;;0.0;;1.0;1.0;;;;;;15.0;;6.0;0.0;;
815;I Horeca;1991;29.0;;;;;;;;;0.0;;0.0;;1.0;1.0;;;;;;21.0;;6.0;0.0;;
816;I Horeca;1992;29.0;;;;;;;;;0.0;;0.0;;1.0;1.0;;;;;;20.0;;7.0;0.0;;
817;I Horeca;1993;31.0;;;;;;;;;0.0;;0.0;;1.0;1.0;;;;;;21.0;;7.0;1.0;;
818;I Horeca;1994;28.0;;;;;;;;;0.0;;0.0;;1.0;1.0;;;;;;18.0;;7.0;1.0;;
819;I Horeca;1995;32.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;22.0;;7.0;1.0;;
820;I Horeca;1996;38.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;26.0;;8.0;2.0;;
821;I Horeca;1997;35.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;22.0;;8.0;2.0;;
822;I Horeca;1998;35.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;22.0;;8.0;2.0;;
823;I Horeca;1999;30.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;17.0;;8.0;2.0;;
824;I Horeca;2000;32.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;19.0;;8.0;3.0;;
825;I Horeca;2001;38.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;23.0;;10.0;2.0;;
826;I Horeca;2002;37.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;24.0;;10.0;1.0;;
827;I Horeca;2003;38.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;25.0;;10.0;1.0;;
828;I Horeca;2004;39.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;24.0;;10.0;3.0;;
829;I Horeca;2005;37.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;22.0;;10.0;2.0;;
830;I Horeca;2006;42.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;26.0;;11.0;2.0;;
831;I Horeca;2007;39.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;24.0;;11.0;2.0;;
832;I Horeca;2008;41.0;;;;;;;;;;;;;1.0;1.0;;;;;;26.0;;10.0;3.0;;
833;I Horeca;2009;40.0;;;;;;;;;;;0.0;;1.0;1.0;;;;;;27.0;;9.0;2.0;;
834;I Horeca;2010;46.0;;;;;;;;;;;0.0;;0.0;1.0;;;;;;33.0;;9.0;2.0;;
835;I Horeca;2011;38.0;;;;;;;;;;;0.0;;0.0;1.0;;;;;;25.0;;10.0;2.0;;
836;J Informatie en communicatie;1990;9.0;;;;;;;;;0.0;;0.0;;2.0;1.0;;;;;;3.0;;2.0;0.0;;
837;J Informatie en communicatie;1991;10.0;;;;;;;;;0.0;;1.0;;2.0;1.0;;;;;;3.0;;2.0;0.0;;
838;J Informatie en communicatie;1992;10.0;;;;;;;;;;;1.0;;2.0;1.0;;;;;;4.0;;2.0;0.0;;
839;J Informatie en communicatie;1993;11.0;;;;;;;;;;;0.0;;3.0;1.0;;;;;;4.0;;3.0;0.0;;
840;J Informatie en communicatie;1994;11.0;;;;;;;;;;;0.0;;3.0;1.0;;;;;;4.0;;3.0;0.0;;
841;J Informatie en communicatie;1995;11.0;;;;;;;;;0.0;;0.0;;2.0;1.0;;;;;;4.0;;3.0;0.0;;
842;J Informatie en communicatie;1996;14.0;;;;;;;;;0.0;;0.0;;3.0;2.0;;;;;;5.0;;3.0;0.0;;
843;J Informatie en communicatie;1997;13.0;;;;;;;;;0.0;;0.0;;2.0;2.0;;;;;;4.0;;3.0;0.0;;
844;J Informatie en communicatie;1998;15.0;;;;;;;;;0.0;;0.0;;3.0;2.0;;;;;;5.0;;4.0;0.0;;
845;J Informatie en communicatie;1999;15.0;;;;;;;;;0.0;;1.0;;3.0;3.0;;;;;;4.0;;4.0;0.0;;
846;J Informatie en communicatie;2000;17.0;;;;;;;;;0.0;;1.0;;3.0;4.0;;;;;;5.0;;4.0;0.0;;
847;J Informatie en communicatie;2001;17.0;;;;;;;;;0.0;;1.0;;2.0;3.0;;;;;;5.0;;5.0;0.0;;
848;J Informatie en communicatie;2002;17.0;;;;;;;;;0.0;;1.0;;2.0;3.0;;;;;;6.0;;5.0;0.0;;
849;J Informatie en communicatie;2003;19.0;;;;;;;;;0.0;;1.0;;4.0;3.0;;;;;;7.0;;5.0;0.0;;
850;J Informatie en communicatie;2004;20.0;;;;;;;;;0.0;;1.0;;4.0;4.0;;;;;;6.0;;5.0;0.0;;
851;J Informatie en communicatie;2005;22.0;;;;;;;;;0.0;;1.0;;5.0;4.0;;;;;;6.0;;5.0;0.0;;
852;J Informatie en communicatie;2006;24.0;;;;;;;;;0.0;;1.0;;5.0;4.0;;;;;;7.0;;6.0;0.0;;
853;J Informatie en communicatie;2007;24.0;;;;;;;;;0.0;;1.0;;5.0;4.0;;;;;;7.0;;6.0;0.0;;
854;J Informatie en communicatie;2008;26.0;;;;;;;;;0.0;;1.0;;7.0;4.0;;;;;;7.0;;6.0;0.0;;
855;J Informatie en communicatie;2009;23.0;;;;;;;;;0.0;;1.0;;5.0;4.0;;;;;;8.0;;6.0;0.0;;
856;J Informatie en communicatie;2010;21.0;;;;;;;;;0.0;;1.0;;2.0;4.0;;;;;;9.0;;6.0;0.0;;
857;J Informatie en communicatie;2011;20.0;;;;;;;;;0.0;;1.0;;3.0;4.0;;;;;;7.0;;6.0;0.0;;
858;K Financiële dienstverlening;1990;11.0;;;;;;;;;1.0;;2.0;;;3.0;;;;;;2.0;;3.0;0.0;;
859;K Financiële dienstverlening;1991;12.0;;;;;;;;;1.0;;2.0;;;3.0;;;;;;3.0;;3.0;0.0;;
860;K Financiële dienstverlening;1992;11.0;;;;;;;;;0.0;;2.0;;;3.0;;;;;;2.0;;3.0;0.0;;
861;K Financiële dienstverlening;1993;12.0;;;;;;;;;0.0;;2.0;;;3.0;;;;;;4.0;;3.0;0.0;;
862;K Financiële dienstverlening;1994;12.0;;;;;;;;;0.0;;2.0;;;3.0;;;;;;3.0;;3.0;0.0;;
863;K Financiële dienstverlening;1995;13.0;;;;;;;;;0.0;;2.0;;;3.0;;;;;;4.0;;3.0;0.0;;
864;K Financiële dienstverlening;1996;15.0;;;;;;;;;1.0;;2.0;;;4.0;;;;;;4.0;;4.0;0.0;;
865;K Financiële dienstverlening;1997;15.0;;;;;;;;;0.0;;2.0;;;4.0;;;;;;3.0;;4.0;0.0;;
866;K Financiële dienstverlening;1998;15.0;;;;;;;;;0.0;;2.0;;;4.0;;;;;;4.0;;5.0;0.0;;
867;K Financiële dienstverlening;1999;15.0;;;;;;;;;0.0;;2.0;;;4.0;;;;;;3.0;;5.0;0.0;;
868;K Financiële dienstverlening;2000;17.0;;;;;;;;;0.0;;3.0;;;5.0;;;;;;3.0;;5.0;1.0;;
869;K Financiële dienstverlening;2001;17.0;;;;;;;;;0.0;;3.0;;;5.0;;;;;;4.0;;5.0;0.0;;
870;K Financiële dienstverlening;2002;17.0;;;;;;;;;0.0;;3.0;;;5.0;;;;;;4.0;;5.0;0.0;;
871;K Financiële dienstverlening;2003;18.0;;;;;;;;;0.0;;3.0;;;5.0;;;;;;4.0;;5.0;0.0;;
872;K Financiële dienstverlening;2004;19.0;;;;;;;;;0.0;;3.0;;;6.0;;;;;;4.0;;6.0;1.0;;
873;K Financiële dienstverlening;2005;19.0;;;;;;;;;0.0;;3.0;;;6.0;;;;;;4.0;;6.0;1.0;;
874;K Financiële dienstverlening;2006;22.0;;;;;;;;;0.0;;3.0;;;7.0;;;;;;5.0;;7.0;1.0;;
875;K Financiële dienstverlening;2007;23.0;;;;;;;;;0.0;;3.0;;;7.0;;;;;;5.0;;7.0;1.0;;
