ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
3608;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2015;86.0;
3609;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2016;87.0;
3610;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2017;88.0;
3611;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2018;90.0;
3612;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2019;90.0;
3613;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2020;91.0;
3614;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2021;94.0;
3615;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2022;86.0;
3616;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2023;101.0;
3617;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2024;110.0;
3618;Wastewater treatment levy mp households;Hoogheemraadschap van Delfland (WS);2025;112.0;
3619;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2015;38.0;
3620;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2016;38.0;
3621;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2017;36.0;
3622;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2018;38.0;
3623;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2019;39.0;
3624;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2020;39.0;
3625;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2021;41.0;
3626;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2022;42.0;
3627;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2023;44.0;
3628;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2024;52.0;
3629;Wastewater treatment levy mp households;Waterschap De Dommel (WS);2025;58.0;
3630;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2015;30.0;
3631;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2016;30.0;
3632;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2017;;
3633;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2018;;
3634;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2019;;
3635;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2020;;
3636;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2021;;
3637;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2022;;
3638;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2023;;
3639;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2024;;
3640;Wastewater treatment levy mp households;Waterschap Roer en Overmaas (WS);2025;;
3641;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2015;50.0;
3642;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2016;56.0;
3643;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2017;60.0;
3644;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2018;62.0;
3645;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2019;64.0;
3646;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2020;68.0;
3647;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2021;72.0;
3648;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2022;74.0;
3649;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2023;77.0;
3650;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2024;90.0;
3651;Wastewater treatment levy mp households;Hoogheemraadschap van Rijnland (WS);2025;107.0;
3652;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2015;46.0;
3653;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2016;46.0;
3654;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2017;46.0;
3655;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2018;46.0;
3656;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2019;47.0;
3657;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2020;48.0;
3658;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2021;49.0;
3659;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2022;52.0;
3660;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2023;58.0;
3661;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2024;61.0;
3662;Wastewater treatment levy mp households;Waterschap Rivierenland (WS);2025;63.0;
3663;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2015;39.0;
3664;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2016;40.0;
3665;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2017;41.0;
3666;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2018;42.0;
3667;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2019;43.0;
3668;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2020;43.0;
3669;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2021;44.0;
3670;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2022;44.0;
3671;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2023;45.0;
3672;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2024;47.0;
3673;Wastewater treatment levy mp households;Hhs De Stichtse Rijnlanden (WS);2025;52.0;
3674;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2015;17.0;
3675;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2016;17.0;
3676;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2017;;
3677;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2018;;
3678;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2019;;
3679;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2020;;
3680;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2021;;
3681;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2022;;
3682;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2023;;
3683;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2024;;
3684;Wastewater treatment levy mp households;Waterschap Peel en Maasvallei (WS);2025;;
3685;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2015;28.0;
3686;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2016;28.0;
3687;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2017;27.0;
3688;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2018;26.0;
3689;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2019;26.0;
3690;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2020;26.0;
3691;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2021;26.0;
3692;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2022;26.0;
3693;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2023;27.0;
3694;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2024;29.0;
3695;Wastewater treatment levy mp households;Waterschap Hunze en Aa's (WS);2025;30.0;
3696;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2015;18.0;
3697;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2016;18.0;
3698;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2017;18.0;
3699;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2018;18.0;
3700;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2019;18.0;
3701;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2020;18.0;
3702;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2021;18.0;
3703;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2022;19.0;
3704;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2023;22.0;
3705;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2024;24.0;
3706;Wastewater treatment levy mp households;Waterschap Noorderzijlvest (WS);2025;25.0;
3707;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2015;12.0;
3708;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2016;;
3709;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2017;;
3710;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2018;;
3711;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2019;;
3712;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2020;;
3713;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2021;;
3714;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2022;;
3715;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2023;;
3716;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2024;;
3717;Wastewater treatment levy mp households;Waterschap Reest en Wieden (WS);2025;;
3718;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2015;19.0;
3719;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2016;19.0;
3720;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2017;19.0;
3721;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2018;20.0;
3722;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2019;20.0;
3723;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2020;21.0;
3724;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2021;22.0;
3725;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2022;23.0;
3726;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2023;24.0;
3727;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2024;26.0;
3728;Wastewater treatment levy mp households;Waterschap Zuiderzeeland (WS);2025;29.0;
3729;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2015;58.0;
3730;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2016;61.0;
3731;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2017;58.0;
3732;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2018;53.0;
3733;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2019;55.0;
3734;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2020;56.0;
3735;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2021;57.0;
3736;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2022;59.0;
3737;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2023;64.0;
3738;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2024;71.0;
3739;Wastewater treatment levy mp households;Hhs Hollands Noorderkwartier (WS);2025;82.0;
3740;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2015;38.0;
3741;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2016;38.0;
3742;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2017;38.0;
3743;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2018;38.0;
3744;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2019;41.0;
3745;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2020;43.0;
3746;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2021;45.0;
3747;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2022;47.0;
3748;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2023;52.0;
3749;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2024;56.0;
3750;Wastewater treatment levy mp households;Waterschap Brabantse Delta (WS);2025;59.0;
3751;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2015;31.0;
3752;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2016;32.0;
3753;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2017;31.0;
3754;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2018;31.0;
3755;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2019;31.0;
3756;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2020;31.0;
3757;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2021;32.0;
3758;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2022;33.0;
3759;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2023;33.0;
3760;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2024;38.0;
3761;Wastewater treatment levy mp households;Wetterskip Fryslân (WS);2025;39.0;
3762;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2015;31.0;
3763;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2016;30.0;
3764;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2017;31.0;
3765;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2018;32.0;
3766;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2019;32.0;
3767;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2020;33.0;
3768;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2021;34.0;
3769;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2022;35.0;
3770;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2023;37.0;
3771;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2024;39.0;
3772;Wastewater treatment levy mp households;Waterschap Aa en Maas (WS);2025;43.0;
3773;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2015;54.0;
3774;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2016;48.0;
3775;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2017;47.0;
3776;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2018;47.0;
3777;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2019;49.0;
3778;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2020;52.0;
3779;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2021;57.0;
3780;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2022;59.0;
3781;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2023;64.0;
3782;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2024;67.0;
3783;Wastewater treatment levy mp households;Waterschap Hollandse Delta (WS);2025;76.0;
3784;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2015;27.0;
3785;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2016;27.0;
3786;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2017;26.0;
3787;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2018;26.0;
3788;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2019;26.0;
3789;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2020;25.0;
3790;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2021;26.0;
3791;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2022;27.0;
3792;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2023;35.0;
3793;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2024;38.0;
3794;Wastewater treatment levy mp households;Hhs van Schieland en Krimpenerwaard (WS);2025;40.0;
3795;Wastewater treatment levy mp households;Waterschap Scheldestromen (WS);2015;21.0;
3796;Wastewater treatment levy mp households;Waterschap Scheldestromen (WS);2016;21.0;
3797;Wastewater treatment levy mp households;Waterschap Scheldestromen (WS);2017;20.0;
