ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
3275;Wastewater treatment levy sp households;The Netherlands;2023;180.0;
3276;Wastewater treatment levy sp households;The Netherlands;2024;207.0;
3277;Wastewater treatment levy sp households;The Netherlands;2025;229.0;
3278;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2015;2.0;
3279;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2016;;
3280;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2017;;
3281;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2018;;
3282;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2019;;
3283;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2020;;
3284;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2021;;
3285;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2022;;
3286;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2023;;
3287;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2024;;
3288;Wastewater treatment levy sp households;Waterschap Groot Salland (WS);2025;;
3289;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2015;4.0;
3290;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2016;4.0;
3291;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2017;4.0;
3292;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2018;4.0;
3293;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2019;5.0;
3294;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2020;5.0;
3295;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2021;5.0;
3296;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2022;5.0;
3297;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2023;6.0;
3298;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2024;6.0;
3299;Wastewater treatment levy sp households;Waterschap Rijn en IJssel (WS);2025;7.0;
3300;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2015;13.0;
3301;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2016;13.0;
3302;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2017;;
3303;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2018;;
3304;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2019;;
3305;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2020;;
3306;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2021;;
3307;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2022;;
3308;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2023;;
3309;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2024;;
3310;Wastewater treatment levy sp households;Hhs Amstel, Gooi en Vecht (WS);2025;;
3311;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2015;17.0;
3312;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2016;18.0;
3313;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2017;18.0;
3314;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2018;18.0;
3315;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2019;18.0;
3316;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2020;18.0;
3317;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2021;18.0;
3318;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2022;16.0;
3319;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2023;19.0;
3320;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2024;21.0;
3321;Wastewater treatment levy sp households;Hoogheemraadschap van Delfland (WS);2025;23.0;
3322;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2015;6.0;
3323;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2016;6.0;
3324;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2017;8.0;
3325;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2018;6.0;
3326;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2019;7.0;
3327;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2020;7.0;
3328;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2021;7.0;
3329;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2022;8.0;
3330;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2023;8.0;
3331;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2024;10.0;
3332;Wastewater treatment levy sp households;Waterschap De Dommel (WS);2025;11.0;
3333;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2015;5.0;
3334;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2016;5.0;
3335;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2017;;
3336;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2018;;
3337;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2019;;
3338;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2020;;
3339;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2021;;
3340;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2022;;
3341;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2023;;
3342;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2024;;
3343;Wastewater treatment levy sp households;Waterschap Roer en Overmaas (WS);2025;;
3344;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2015;7.0;
3345;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2016;8.0;
3346;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2017;9.0;
3347;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2018;9.0;
3348;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2019;10.0;
3349;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2020;11.0;
3350;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2021;11.0;
3351;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2022;12.0;
3352;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2023;12.0;
3353;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2024;14.0;
3354;Wastewater treatment levy sp households;Hoogheemraadschap van Rijnland (WS);2025;18.0;
3355;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2015;6.0;
3356;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2016;6.0;
3357;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2017;6.0;
3358;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2018;6.0;
3359;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2019;6.0;
3360;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2020;7.0;
3361;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2021;7.0;
3362;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2022;8.0;
3363;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2023;8.0;
3364;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2024;9.0;
3365;Wastewater treatment levy sp households;Waterschap Rivierenland (WS);2025;9.0;
3366;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2015;6.0;
3367;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2016;6.0;
3368;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2017;6.0;
3369;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2018;6.0;
3370;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2019;6.0;
3371;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2020;6.0;
3372;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2021;8.0;
3373;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2022;8.0;
3374;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2023;8.0;
3375;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2024;8.0;
3376;Wastewater treatment levy sp households;Hhs De Stichtse Rijnlanden (WS);2025;9.0;
3377;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2015;2.0;
3378;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2016;2.0;
3379;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2017;;
3380;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2018;;
3381;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2019;;
3382;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2020;;
3383;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2021;;
3384;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2022;;
3385;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2023;;
3386;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2024;;
3387;Wastewater treatment levy sp households;Waterschap Peel en Maasvallei (WS);2025;;
3388;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2015;4.0;
3389;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2016;4.0;
3390;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2017;4.0;
3391;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2018;4.0;
3392;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2019;5.0;
3393;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2020;5.0;
3394;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2021;5.0;
3395;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2022;5.0;
3396;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2023;5.0;
3397;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2024;6.0;
3398;Wastewater treatment levy sp households;Waterschap Hunze en Aa's (WS);2025;6.0;
3399;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2015;3.0;
3400;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2016;3.0;
3401;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2017;3.0;
3402;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2018;3.0;
3403;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2019;4.0;
3404;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2020;4.0;
3405;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2021;4.0;
3406;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2022;5.0;
3407;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2023;5.0;
3408;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2024;6.0;
3409;Wastewater treatment levy sp households;Waterschap Noorderzijlvest (WS);2025;6.0;
3410;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2015;2.0;
3411;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2016;;
3412;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2017;;
3413;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2018;;
3414;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2019;;
3415;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2020;;
3416;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2021;;
3417;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2022;;
3418;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2023;;
3419;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2024;;
3420;Wastewater treatment levy sp households;Waterschap Reest en Wieden (WS);2025;;
3421;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2015;3.0;
3422;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2016;3.0;
3423;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2017;3.0;
3424;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2018;3.0;
3425;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2019;3.0;
3426;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2020;3.0;
3427;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2021;3.0;
3428;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2022;3.0;
3429;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2023;3.0;
3430;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2024;3.0;
3431;Wastewater treatment levy sp households;Waterschap Zuiderzeeland (WS);2025;4.0;
3432;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2015;9.0;
3433;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2016;10.0;
3434;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2017;9.0;
3435;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2018;10.0;
3436;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2019;9.0;
3437;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2020;9.0;
3438;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2021;9.0;
3439;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2022;10.0;
3440;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2023;11.0;
3441;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2024;12.0;
3442;Wastewater treatment levy sp households;Hhs Hollands Noorderkwartier (WS);2025;14.0;
3443;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2015;5.0;
3444;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2016;5.0;
3445;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2017;5.0;
3446;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2018;5.0;
3447;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2019;6.0;
3448;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2020;6.0;
3449;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2021;6.0;
3450;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2022;7.0;
3451;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2023;7.0;
3452;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2024;8.0;
3453;Wastewater treatment levy sp households;Waterschap Brabantse Delta (WS);2025;9.0;
3454;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2015;5.0;
3455;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2016;5.0;
3456;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2017;5.0;
3457;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2018;5.0;
3458;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2019;5.0;
3459;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2020;6.0;
3460;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2021;6.0;
3461;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2022;6.0;
3462;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2023;6.0;
3463;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2024;7.0;
3464;Wastewater treatment levy sp households;Wetterskip Fryslân (WS);2025;8.0;
3465;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2015;4.0;
3466;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2016;4.0;
3467;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2017;4.0;
3468;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2018;4.0;
3469;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2019;5.0;
3470;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2020;5.0;
3471;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2021;5.0;
3472;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2022;5.0;
3473;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2023;6.0;
3474;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2024;6.0;
3475;Wastewater treatment levy sp households;Waterschap Aa en Maas (WS);2025;7.0;
3476;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2015;4.0;
3477;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2016;4.0;
3478;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2017;4.0;
3479;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2018;5.0;
3480;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2019;6.0;
3481;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2020;9.0;
3482;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2021;9.0;
3483;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2022;10.0;
3484;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2023;11.0;
3485;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2024;11.0;
3486;Wastewater treatment levy sp households;Waterschap Hollandse Delta (WS);2025;13.0;
3487;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2015;5.0;
3488;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2016;5.0;
3489;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2017;5.0;
3490;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2018;5.0;
3491;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2019;5.0;
3492;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2020;5.0;
3493;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2021;5.0;
3494;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2022;6.0;
3495;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2023;7.0;
3496;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2024;8.0;
3497;Wastewater treatment levy sp households;Hhs van Schieland en Krimpenerwaard (WS);2025;8.0;
3498;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2015;3.0;
3499;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2016;3.0;
3500;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2017;3.0;
3501;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2018;3.0;
3502;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2019;3.0;
3503;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2020;3.0;
3504;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2021;4.0;
3505;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2022;4.0;
3506;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2023;4.0;
3507;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2024;5.0;
3508;Wastewater treatment levy sp households;Waterschap Scheldestromen (WS);2025;5.0;
3509;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2015;6.0;
3510;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2016;6.0;
3511;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2017;6.0;
3512;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2018;7.0;
3513;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2019;7.0;
3514;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2020;8.0;
3515;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2021;8.0;
3516;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2022;9.0;
3517;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2023;10.0;
3518;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2024;11.0;
3519;Wastewater treatment levy sp households;Waterschap Vallei en Veluwe (WS);2025;12.0;
3520;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2015;5.0;
3521;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2016;5.0;
3522;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2017;5.0;
3523;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2018;5.0;
3524;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2019;5.0;
3525;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2020;6.0;
3526;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2021;6.0;
3527;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2022;7.0;
3528;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2023;7.0;
3529;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2024;8.0;
3530;Wastewater treatment levy sp households;Waterschap Vechtstromen (WS);2025;9.0;
3531;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2015;;
3532;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2016;4.0;
3533;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2017;4.0;
3534;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2018;4.0;
3535;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2019;5.0;
3536;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2020;5.0;
3537;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2021;5.0;
3538;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2022;5.0;
3539;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2023;6.0;
3540;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2024;7.0;
3541;Wastewater treatment levy sp households;WS Drents Overijsselse Delta (WS);2025;7.0;
3542;Wastewater treatment levy sp households;Waterschap Limburg (WS);2015;;
3543;Wastewater treatment levy sp households;Waterschap Limburg (WS);2016;;
3544;Wastewater treatment levy sp households;Waterschap Limburg (WS);2017;8.0;
3545;Wastewater treatment levy sp households;Waterschap Limburg (WS);2018;8.0;
3546;Wastewater treatment levy sp households;Waterschap Limburg (WS);2019;8.0;
3547;Wastewater treatment levy sp households;Waterschap Limburg (WS);2020;9.0;
3548;Wastewater treatment levy sp households;Waterschap Limburg (WS);2021;9.0;
3549;Wastewater treatment levy sp households;Waterschap Limburg (WS);2022;10.0;
3550;Wastewater treatment levy sp households;Waterschap Limburg (WS);2023;12.0;
3551;Wastewater treatment levy sp households;Waterschap Limburg (WS);2024;16.0;
3552;Wastewater treatment levy sp households;Waterschap Limburg (WS);2025;17.0;
3553;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2015;;
3554;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2016;;
3555;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2017;13.0;
3556;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2018;13.0;
3557;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2019;13.0;
3558;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2020;14.0;
3559;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2021;16.0;
3560;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2022;16.0;
3561;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2023;18.0;
3562;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2024;25.0;
3563;Wastewater treatment levy sp households;Waterschap Amstel, Gooi en Vecht (WS);2025;26.0;
3564;Wastewater treatment levy mp households;The Netherlands;2015;820.0;
3565;Wastewater treatment levy mp households;The Netherlands;2016;824.0;
3566;Wastewater treatment levy mp households;The Netherlands;2017;823.0;
3567;Wastewater treatment levy mp households;The Netherlands;2018;829.0;
3568;Wastewater treatment levy mp households;The Netherlands;2019;848.0;
3569;Wastewater treatment levy mp households;The Netherlands;2020;874.0;
3570;Wastewater treatment levy mp households;The Netherlands;2021;908.0;
3571;Wastewater treatment levy mp households;The Netherlands;2022;931.0;
3572;Wastewater treatment levy mp households;The Netherlands;2023;1025.0;
3573;Wastewater treatment levy mp households;The Netherlands;2024;1163.0;
3574;Wastewater treatment levy mp households;The Netherlands;2025;1257.0;
3575;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2015;17.0;
3576;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2016;;
3577;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2017;;
3578;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2018;;
3579;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2019;;
3580;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2020;;
3581;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2021;;
3582;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2022;;
3583;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2023;;
3584;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2024;;
3585;Wastewater treatment levy mp households;Waterschap Groot Salland (WS);2025;;
3586;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2015;26.0;
3587;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2016;26.0;
3588;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2017;26.0;
3589;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2018;27.0;
3590;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2019;28.0;
3591;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2020;29.0;
3592;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2021;30.0;
3593;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2022;32.0;
3594;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2023;34.0;
3595;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2024;36.0;
3596;Wastewater treatment levy mp households;Waterschap Rijn en IJssel (WS);2025;37.0;
3597;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2015;53.0;
3598;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2016;52.0;
3599;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2017;;
3600;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2018;;
3601;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2019;;
3602;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2020;;
3603;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2021;;
3604;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2022;;
3605;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2023;;
3606;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2024;;
3607;Wastewater treatment levy mp households;Hhs Amstel, Gooi en Vecht (WS);2025;;
