ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
4870;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 februari;0
4871;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 maart;0
4872;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 1e kwartaal;0
4873;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 april;0
4874;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 mei;0
4875;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 juni;0
4876;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 2e kwartaal;0
4877;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 juli;0
4878;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 augustus;0
4879;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 september;0
4880;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 3e kwartaal;0
4881;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 oktober;0
4882;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 november;0
4883;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 december;0
4884;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 4e kwartaal;0
4885;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018;0
4886;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 januari;0
4887;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 februari;0
4888;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 maart;0
4889;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 1e kwartaal;0
4890;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 april;0
4891;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 mei;0
4892;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 juni;0
4893;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 2e kwartaal;0
4894;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 juli;0
4895;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 augustus;0
4896;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 september;0
4897;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 3e kwartaal;0
4898;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 oktober;0
4899;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 november;0
4900;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 december;0
4901;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019 4e kwartaal;0
4902;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2019;0
4903;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 januari;0
4904;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 februari;0
4905;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 maart;0
4906;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 1e kwartaal;0
4907;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 april;0
4908;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 mei;0
4909;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 juni;0
4910;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 2e kwartaal;0
4911;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 juli;0
4912;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 augustus;0
4913;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 september;0
4914;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 3e kwartaal;0
4915;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 oktober;0
4916;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 november;0
4917;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 december;0
4918;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020 4e kwartaal;0
4919;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2020;0
4920;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 januari;0
4921;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 februari;0
4922;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 maart;0
4923;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 1e kwartaal;0
4924;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 april;0
4925;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 mei;0
4926;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 juni;0
4927;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 2e kwartaal;0
4928;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 juli;0
4929;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 augustus;0
4930;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 september;0
4931;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 3e kwartaal;0
4932;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 oktober;0
4933;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 november;0
4934;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 december;0
4935;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021 4e kwartaal;0
4936;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2021;0
4937;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 januari;0
4938;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 februari;0
4939;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 maart;0
4940;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 1e kwartaal;0
4941;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 april;0
4942;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 mei;0
4943;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 juni;0
4944;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 2e kwartaal;0
4945;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 juli;0
4946;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 augustus;0
4947;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 september;0
4948;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 3e kwartaal;0
4949;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 oktober;0
4950;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 november;0
4951;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 december;0
4952;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022 4e kwartaal;0
4953;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2022;0
4954;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 januari;0
4955;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 februari;0
4956;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 maart;0
4957;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 1e kwartaal;0
4958;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 april;0
4959;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 mei;0
4960;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 juni;0
4961;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 2e kwartaal;0
4962;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 juli;0
4963;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 augustus;0
4964;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 september;0
4965;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 3e kwartaal;0
4966;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 oktober;0
4967;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 november;0
4968;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 december;0
4969;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023 4e kwartaal;0
4970;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2023;0
4971;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 januari;0
4972;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 februari;0
4973;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 maart;1
4974;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 1e kwartaal;1
4975;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 april;1
4976;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 mei;0
4977;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 juni;0
4978;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 2e kwartaal;1
4979;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 juli;0
4980;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 augustus;0
4981;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 september;0
4982;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 3e kwartaal;0
4983;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 oktober;0
4984;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 november;0
4985;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 december;0
4986;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024 4e kwartaal;0
4987;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2024;2
4988;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2025 januari;0
4989;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2025 februari;0
4990;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2025 maart;0
4991;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2025 1e kwartaal;0
4992;Natuurlijk persoon met eenmanszaak;Totaal;2013 januari;101
4993;Natuurlijk persoon met eenmanszaak;Totaal;2013 februari;72
4994;Natuurlijk persoon met eenmanszaak;Totaal;2013 maart;99
4995;Natuurlijk persoon met eenmanszaak;Totaal;2013 1e kwartaal;272
4996;Natuurlijk persoon met eenmanszaak;Totaal;2013 april;93
4997;Natuurlijk persoon met eenmanszaak;Totaal;2013 mei;91
4998;Natuurlijk persoon met eenmanszaak;Totaal;2013 juni;85
4999;Natuurlijk persoon met eenmanszaak;Totaal;2013 2e kwartaal;269
5000;Natuurlijk persoon met eenmanszaak;Totaal;2013 juli;101
5001;Natuurlijk persoon met eenmanszaak;Totaal;2013 augustus;72
5002;Natuurlijk persoon met eenmanszaak;Totaal;2013 september;79
5003;Natuurlijk persoon met eenmanszaak;Totaal;2013 3e kwartaal;252
5004;Natuurlijk persoon met eenmanszaak;Totaal;2013 oktober;92
5005;Natuurlijk persoon met eenmanszaak;Totaal;2013 november;96
5006;Natuurlijk persoon met eenmanszaak;Totaal;2013 december;74
5007;Natuurlijk persoon met eenmanszaak;Totaal;2013 4e kwartaal;262
5008;Natuurlijk persoon met eenmanszaak;Totaal;2013;1055
5009;Natuurlijk persoon met eenmanszaak;Totaal;2014 januari;102
5010;Natuurlijk persoon met eenmanszaak;Totaal;2014 februari;72
5011;Natuurlijk persoon met eenmanszaak;Totaal;2014 maart;70
5012;Natuurlijk persoon met eenmanszaak;Totaal;2014 1e kwartaal;244
5013;Natuurlijk persoon met eenmanszaak;Totaal;2014 april;113
5014;Natuurlijk persoon met eenmanszaak;Totaal;2014 mei;69
5015;Natuurlijk persoon met eenmanszaak;Totaal;2014 juni;60
5016;Natuurlijk persoon met eenmanszaak;Totaal;2014 2e kwartaal;242
5017;Natuurlijk persoon met eenmanszaak;Totaal;2014 juli;90
5018;Natuurlijk persoon met eenmanszaak;Totaal;2014 augustus;72
5019;Natuurlijk persoon met eenmanszaak;Totaal;2014 september;91
5020;Natuurlijk persoon met eenmanszaak;Totaal;2014 3e kwartaal;253
5021;Natuurlijk persoon met eenmanszaak;Totaal;2014 oktober;71
5022;Natuurlijk persoon met eenmanszaak;Totaal;2014 november;70
5023;Natuurlijk persoon met eenmanszaak;Totaal;2014 december;96
5024;Natuurlijk persoon met eenmanszaak;Totaal;2014 4e kwartaal;237
5025;Natuurlijk persoon met eenmanszaak;Totaal;2014;976
5026;Natuurlijk persoon met eenmanszaak;Totaal;2015 januari;75
5027;Natuurlijk persoon met eenmanszaak;Totaal;2015 februari;58
5028;Natuurlijk persoon met eenmanszaak;Totaal;2015 maart;67
5029;Natuurlijk persoon met eenmanszaak;Totaal;2015 1e kwartaal;200
5030;Natuurlijk persoon met eenmanszaak;Totaal;2015 april;58
5031;Natuurlijk persoon met eenmanszaak;Totaal;2015 mei;54
5032;Natuurlijk persoon met eenmanszaak;Totaal;2015 juni;66
5033;Natuurlijk persoon met eenmanszaak;Totaal;2015 2e kwartaal;178
5034;Natuurlijk persoon met eenmanszaak;Totaal;2015 juli;55
5035;Natuurlijk persoon met eenmanszaak;Totaal;2015 augustus;47
5036;Natuurlijk persoon met eenmanszaak;Totaal;2015 september;75
5037;Natuurlijk persoon met eenmanszaak;Totaal;2015 3e kwartaal;177
5038;Natuurlijk persoon met eenmanszaak;Totaal;2015 oktober;51
5039;Natuurlijk persoon met eenmanszaak;Totaal;2015 november;49
5040;Natuurlijk persoon met eenmanszaak;Totaal;2015 december;80
5041;Natuurlijk persoon met eenmanszaak;Totaal;2015 4e kwartaal;180
5042;Natuurlijk persoon met eenmanszaak;Totaal;2015;735
5043;Natuurlijk persoon met eenmanszaak;Totaal;2016 januari;50
5044;Natuurlijk persoon met eenmanszaak;Totaal;2016 februari;51
5045;Natuurlijk persoon met eenmanszaak;Totaal;2016 maart;71
5046;Natuurlijk persoon met eenmanszaak;Totaal;2016 1e kwartaal;172
5047;Natuurlijk persoon met eenmanszaak;Totaal;2016 april;49
5048;Natuurlijk persoon met eenmanszaak;Totaal;2016 mei;54
5049;Natuurlijk persoon met eenmanszaak;Totaal;2016 juni;56
5050;Natuurlijk persoon met eenmanszaak;Totaal;2016 2e kwartaal;159
5051;Natuurlijk persoon met eenmanszaak;Totaal;2016 juli;51
5052;Natuurlijk persoon met eenmanszaak;Totaal;2016 augustus;51
5053;Natuurlijk persoon met eenmanszaak;Totaal;2016 september;53
5054;Natuurlijk persoon met eenmanszaak;Totaal;2016 3e kwartaal;155
5055;Natuurlijk persoon met eenmanszaak;Totaal;2016 oktober;48
5056;Natuurlijk persoon met eenmanszaak;Totaal;2016 november;45
5057;Natuurlijk persoon met eenmanszaak;Totaal;2016 december;34
5058;Natuurlijk persoon met eenmanszaak;Totaal;2016 4e kwartaal;127
5059;Natuurlijk persoon met eenmanszaak;Totaal;2016;613
5060;Natuurlijk persoon met eenmanszaak;Totaal;2017 januari;64
5061;Natuurlijk persoon met eenmanszaak;Totaal;2017 februari;60
5062;Natuurlijk persoon met eenmanszaak;Totaal;2017 maart;46
5063;Natuurlijk persoon met eenmanszaak;Totaal;2017 1e kwartaal;170
5064;Natuurlijk persoon met eenmanszaak;Totaal;2017 april;48
5065;Natuurlijk persoon met eenmanszaak;Totaal;2017 mei;54
5066;Natuurlijk persoon met eenmanszaak;Totaal;2017 juni;42
5067;Natuurlijk persoon met eenmanszaak;Totaal;2017 2e kwartaal;144
5068;Natuurlijk persoon met eenmanszaak;Totaal;2017 juli;38
5069;Natuurlijk persoon met eenmanszaak;Totaal;2017 augustus;52
5070;Natuurlijk persoon met eenmanszaak;Totaal;2017 september;47
5071;Natuurlijk persoon met eenmanszaak;Totaal;2017 3e kwartaal;137
5072;Natuurlijk persoon met eenmanszaak;Totaal;2017 oktober;41
5073;Natuurlijk persoon met eenmanszaak;Totaal;2017 november;50
5074;Natuurlijk persoon met eenmanszaak;Totaal;2017 december;34
5075;Natuurlijk persoon met eenmanszaak;Totaal;2017 4e kwartaal;125
5076;Natuurlijk persoon met eenmanszaak;Totaal;2017;576
5077;Natuurlijk persoon met eenmanszaak;Totaal;2018 januari;53
5078;Natuurlijk persoon met eenmanszaak;Totaal;2018 februari;48
5079;Natuurlijk persoon met eenmanszaak;Totaal;2018 maart;44
5080;Natuurlijk persoon met eenmanszaak;Totaal;2018 1e kwartaal;145
5081;Natuurlijk persoon met eenmanszaak;Totaal;2018 april;36
5082;Natuurlijk persoon met eenmanszaak;Totaal;2018 mei;44
5083;Natuurlijk persoon met eenmanszaak;Totaal;2018 juni;36
5084;Natuurlijk persoon met eenmanszaak;Totaal;2018 2e kwartaal;116
5085;Natuurlijk persoon met eenmanszaak;Totaal;2018 juli;32
5086;Natuurlijk persoon met eenmanszaak;Totaal;2018 augustus;48
5087;Natuurlijk persoon met eenmanszaak;Totaal;2018 september;52
5088;Natuurlijk persoon met eenmanszaak;Totaal;2018 3e kwartaal;132
5089;Natuurlijk persoon met eenmanszaak;Totaal;2018 oktober;33
5090;Natuurlijk persoon met eenmanszaak;Totaal;2018 november;35
5091;Natuurlijk persoon met eenmanszaak;Totaal;2018 december;27
5092;Natuurlijk persoon met eenmanszaak;Totaal;2018 4e kwartaal;95
5093;Natuurlijk persoon met eenmanszaak;Totaal;2018;488
5094;Natuurlijk persoon met eenmanszaak;Totaal;2019 januari;58
5095;Natuurlijk persoon met eenmanszaak;Totaal;2019 februari;62
5096;Natuurlijk persoon met eenmanszaak;Totaal;2019 maart;43
5097;Natuurlijk persoon met eenmanszaak;Totaal;2019 1e kwartaal;163
5098;Natuurlijk persoon met eenmanszaak;Totaal;2019 april;53
5099;Natuurlijk persoon met eenmanszaak;Totaal;2019 mei;46
5100;Natuurlijk persoon met eenmanszaak;Totaal;2019 juni;29
5101;Natuurlijk persoon met eenmanszaak;Totaal;2019 2e kwartaal;128
5102;Natuurlijk persoon met eenmanszaak;Totaal;2019 juli;48
5103;Natuurlijk persoon met eenmanszaak;Totaal;2019 augustus;42
5104;Natuurlijk persoon met eenmanszaak;Totaal;2019 september;56
5105;Natuurlijk persoon met eenmanszaak;Totaal;2019 3e kwartaal;146
5106;Natuurlijk persoon met eenmanszaak;Totaal;2019 oktober;46
5107;Natuurlijk persoon met eenmanszaak;Totaal;2019 november;47
5108;Natuurlijk persoon met eenmanszaak;Totaal;2019 december;54
5109;Natuurlijk persoon met eenmanszaak;Totaal;2019 4e kwartaal;147
5110;Natuurlijk persoon met eenmanszaak;Totaal;2019;584
5111;Natuurlijk persoon met eenmanszaak;Totaal;2020 januari;45
5112;Natuurlijk persoon met eenmanszaak;Totaal;2020 februari;64
5113;Natuurlijk persoon met eenmanszaak;Totaal;2020 maart;37
5114;Natuurlijk persoon met eenmanszaak;Totaal;2020 1e kwartaal;146
5115;Natuurlijk persoon met eenmanszaak;Totaal;2020 april;45
5116;Natuurlijk persoon met eenmanszaak;Totaal;2020 mei;54
5117;Natuurlijk persoon met eenmanszaak;Totaal;2020 juni;34
5118;Natuurlijk persoon met eenmanszaak;Totaal;2020 2e kwartaal;133
5119;Natuurlijk persoon met eenmanszaak;Totaal;2020 juli;29
5120;Natuurlijk persoon met eenmanszaak;Totaal;2020 augustus;24
5121;Natuurlijk persoon met eenmanszaak;Totaal;2020 september;37
5122;Natuurlijk persoon met eenmanszaak;Totaal;2020 3e kwartaal;90
5123;Natuurlijk persoon met eenmanszaak;Totaal;2020 oktober;22
5124;Natuurlijk persoon met eenmanszaak;Totaal;2020 november;35
5125;Natuurlijk persoon met eenmanszaak;Totaal;2020 december;48
5126;Natuurlijk persoon met eenmanszaak;Totaal;2020 4e kwartaal;105
5127;Natuurlijk persoon met eenmanszaak;Totaal;2020;474
5128;Natuurlijk persoon met eenmanszaak;Totaal;2021 januari;25
5129;Natuurlijk persoon met eenmanszaak;Totaal;2021 februari;29
5130;Natuurlijk persoon met eenmanszaak;Totaal;2021 maart;29
5131;Natuurlijk persoon met eenmanszaak;Totaal;2021 1e kwartaal;83
5132;Natuurlijk persoon met eenmanszaak;Totaal;2021 april;27
5133;Natuurlijk persoon met eenmanszaak;Totaal;2021 mei;29
5134;Natuurlijk persoon met eenmanszaak;Totaal;2021 juni;24
5135;Natuurlijk persoon met eenmanszaak;Totaal;2021 2e kwartaal;80
5136;Natuurlijk persoon met eenmanszaak;Totaal;2021 juli;17
5137;Natuurlijk persoon met eenmanszaak;Totaal;2021 augustus;14
5138;Natuurlijk persoon met eenmanszaak;Totaal;2021 september;24
5139;Natuurlijk persoon met eenmanszaak;Totaal;2021 3e kwartaal;55
5140;Natuurlijk persoon met eenmanszaak;Totaal;2021 oktober;17
5141;Natuurlijk persoon met eenmanszaak;Totaal;2021 november;23
5142;Natuurlijk persoon met eenmanszaak;Totaal;2021 december;23
5143;Natuurlijk persoon met eenmanszaak;Totaal;2021 4e kwartaal;63
5144;Natuurlijk persoon met eenmanszaak;Totaal;2021;281
5145;Natuurlijk persoon met eenmanszaak;Totaal;2022 januari;18
5146;Natuurlijk persoon met eenmanszaak;Totaal;2022 februari;20
5147;Natuurlijk persoon met eenmanszaak;Totaal;2022 maart;21
5148;Natuurlijk persoon met eenmanszaak;Totaal;2022 1e kwartaal;59
5149;Natuurlijk persoon met eenmanszaak;Totaal;2022 april;21
5150;Natuurlijk persoon met eenmanszaak;Totaal;2022 mei;33
5151;Natuurlijk persoon met eenmanszaak;Totaal;2022 juni;26
5152;Natuurlijk persoon met eenmanszaak;Totaal;2022 2e kwartaal;80
5153;Natuurlijk persoon met eenmanszaak;Totaal;2022 juli;21
5154;Natuurlijk persoon met eenmanszaak;Totaal;2022 augustus;22
5155;Natuurlijk persoon met eenmanszaak;Totaal;2022 september;21
5156;Natuurlijk persoon met eenmanszaak;Totaal;2022 3e kwartaal;64
5157;Natuurlijk persoon met eenmanszaak;Totaal;2022 oktober;22
5158;Natuurlijk persoon met eenmanszaak;Totaal;2022 november;34
5159;Natuurlijk persoon met eenmanszaak;Totaal;2022 december;32
5160;Natuurlijk persoon met eenmanszaak;Totaal;2022 4e kwartaal;88
5161;Natuurlijk persoon met eenmanszaak;Totaal;2022;291
5162;Natuurlijk persoon met eenmanszaak;Totaal;2023 januari;36
5163;Natuurlijk persoon met eenmanszaak;Totaal;2023 februari;31
5164;Natuurlijk persoon met eenmanszaak;Totaal;2023 maart;28
5165;Natuurlijk persoon met eenmanszaak;Totaal;2023 1e kwartaal;95
5166;Natuurlijk persoon met eenmanszaak;Totaal;2023 april;28
5167;Natuurlijk persoon met eenmanszaak;Totaal;2023 mei;31
5168;Natuurlijk persoon met eenmanszaak;Totaal;2023 juni;27
5169;Natuurlijk persoon met eenmanszaak;Totaal;2023 2e kwartaal;86
5170;Natuurlijk persoon met eenmanszaak;Totaal;2023 juli;35
5171;Natuurlijk persoon met eenmanszaak;Totaal;2023 augustus;42
5172;Natuurlijk persoon met eenmanszaak;Totaal;2023 september;36
5173;Natuurlijk persoon met eenmanszaak;Totaal;2023 3e kwartaal;113
