ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
4548;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023 september;2
4549;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023 3e kwartaal;4
4550;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023 oktober;1
4551;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023 november;1
4552;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023 december;3
4553;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023 4e kwartaal;5
4554;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2023;19
4555;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 januari;3
4556;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 februari;0
4557;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 maart;1
4558;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 1e kwartaal;4
4559;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 april;2
4560;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 mei;1
4561;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 juni;1
4562;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 2e kwartaal;4
4563;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 juli;6
4564;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 augustus;0
4565;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 september;2
4566;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 3e kwartaal;8
4567;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 oktober;0
4568;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 november;0
4569;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 december;3
4570;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024 4e kwartaal;3
4571;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2024;19
4572;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2025 januari;6
4573;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2025 februari;3
4574;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2025 maart;3
4575;Natuurlijk persoon zonder eenmanszaak;60 tot 65 jaar;2025 1e kwartaal;12
4576;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 januari;5
4577;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 februari;10
4578;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 maart;11
4579;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 1e kwartaal;26
4580;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 april;7
4581;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 mei;10
4582;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 juni;12
4583;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 2e kwartaal;29
4584;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 juli;6
4585;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 augustus;5
4586;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 september;6
4587;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 3e kwartaal;17
4588;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 oktober;9
4589;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 november;6
4590;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 december;12
4591;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013 4e kwartaal;27
4592;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2013;99
4593;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 januari;14
4594;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 februari;8
4595;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 maart;6
4596;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 1e kwartaal;28
4597;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 april;9
4598;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 mei;6
4599;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 juni;6
4600;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 2e kwartaal;21
4601;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 juli;10
4602;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 augustus;8
4603;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 september;11
4604;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 3e kwartaal;29
4605;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 oktober;9
4606;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 november;4
4607;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 december;3
4608;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014 4e kwartaal;16
4609;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2014;94
4610;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 januari;10
4611;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 februari;2
4612;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 maart;7
4613;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 1e kwartaal;19
4614;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 april;5
4615;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 mei;4
4616;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 juni;5
4617;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 2e kwartaal;14
4618;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 juli;3
4619;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 augustus;4
4620;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 september;9
4621;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 3e kwartaal;16
4622;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 oktober;10
4623;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 november;4
4624;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 december;12
4625;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015 4e kwartaal;26
4626;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2015;75
4627;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 januari;2
4628;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 februari;3
4629;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 maart;7
4630;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 1e kwartaal;12
4631;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 april;6
4632;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 mei;8
4633;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 juni;7
4634;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 2e kwartaal;21
4635;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 juli;2
4636;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 augustus;4
4637;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 september;3
4638;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 3e kwartaal;9
4639;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 oktober;2
4640;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 november;7
4641;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 december;10
4642;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016 4e kwartaal;19
4643;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2016;61
4644;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 januari;5
4645;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 februari;2
4646;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 maart;4
4647;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 1e kwartaal;11
4648;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 april;2
4649;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 mei;7
4650;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 juni;6
4651;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 2e kwartaal;15
4652;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 juli;9
4653;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 augustus;6
4654;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 september;11
4655;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 3e kwartaal;26
4656;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 oktober;8
4657;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 november;1
4658;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 december;3
4659;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017 4e kwartaal;12
4660;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2017;64
4661;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 januari;3
4662;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 februari;4
4663;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 maart;3
4664;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 1e kwartaal;10
4665;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 april;1
4666;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 mei;6
4667;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 juni;2
4668;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 2e kwartaal;9
4669;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 juli;3
4670;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 augustus;1
4671;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 september;4
4672;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 3e kwartaal;8
4673;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 oktober;2
4674;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 november;8
4675;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 december;2
4676;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018 4e kwartaal;12
4677;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2018;39
4678;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 januari;3
4679;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 februari;2
4680;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 maart;3
4681;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 1e kwartaal;8
4682;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 april;5
4683;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 mei;1
4684;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 juni;7
4685;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 2e kwartaal;13
4686;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 juli;3
4687;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 augustus;3
4688;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 september;0
4689;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 3e kwartaal;6
4690;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 oktober;4
4691;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 november;2
4692;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 december;4
4693;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019 4e kwartaal;10
4694;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2019;37
4695;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 januari;4
4696;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 februari;4
4697;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 maart;2
4698;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 1e kwartaal;10
4699;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 april;0
4700;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 mei;2
4701;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 juni;0
4702;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 2e kwartaal;2
4703;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 juli;3
4704;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 augustus;0
4705;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 september;5
4706;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 3e kwartaal;8
4707;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 oktober;3
4708;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 november;2
4709;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 december;1
4710;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020 4e kwartaal;6
4711;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2020;26
4712;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 januari;2
4713;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 februari;1
4714;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 maart;1
4715;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 1e kwartaal;4
4716;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 april;1
4717;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 mei;1
4718;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 juni;0
4719;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 2e kwartaal;2
4720;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 juli;1
4721;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 augustus;0
4722;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 september;2
4723;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 3e kwartaal;3
4724;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 oktober;5
4725;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 november;2
4726;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 december;0
4727;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021 4e kwartaal;7
4728;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2021;16
4729;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 januari;0
4730;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 februari;1
4731;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 maart;2
4732;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 1e kwartaal;3
4733;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 april;4
4734;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 mei;3
4735;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 juni;0
4736;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 2e kwartaal;7
4737;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 juli;3
4738;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 augustus;1
4739;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 september;1
4740;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 3e kwartaal;5
4741;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 oktober;1
4742;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 november;2
4743;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 december;2
4744;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022 4e kwartaal;5
4745;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2022;20
4746;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 januari;1
4747;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 februari;0
4748;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 maart;2
4749;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 1e kwartaal;3
4750;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 april;0
4751;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 mei;1
4752;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 juni;2
4753;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 2e kwartaal;3
4754;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 juli;4
4755;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 augustus;0
4756;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 september;0
4757;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 3e kwartaal;4
4758;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 oktober;1
4759;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 november;1
4760;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 december;2
4761;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023 4e kwartaal;4
4762;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2023;14
4763;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 januari;5
4764;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 februari;4
4765;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 maart;1
4766;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 1e kwartaal;10
4767;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 april;1
4768;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 mei;1
4769;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 juni;3
4770;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 2e kwartaal;5
4771;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 juli;4
4772;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 augustus;1
4773;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 september;2
4774;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 3e kwartaal;7
4775;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 oktober;3
4776;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 november;2
4777;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 december;2
4778;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024 4e kwartaal;7
4779;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2024;29
4780;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2025 januari;3
4781;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2025 februari;0
4782;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2025 maart;3
4783;Natuurlijk persoon zonder eenmanszaak;65 jaar of ouder;2025 1e kwartaal;6
4784;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 januari;3
4785;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 februari;1
4786;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 maart;0
4787;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 1e kwartaal;4
4788;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 april;1
4789;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 mei;5
4790;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 juni;1
4791;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 2e kwartaal;7
4792;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 juli;1
4793;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 augustus;0
4794;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 september;0
4795;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 3e kwartaal;1
4796;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 oktober;1
4797;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 november;0
4798;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 december;1
4799;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013 4e kwartaal;2
4800;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2013;14
4801;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 januari;0
4802;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 februari;2
4803;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 maart;1
4804;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 1e kwartaal;3
4805;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 april;0
4806;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 mei;1
4807;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 juni;1
4808;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 2e kwartaal;2
4809;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 juli;0
4810;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 augustus;0
4811;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 september;1
4812;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 3e kwartaal;1
4813;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 oktober;0
4814;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 november;0
4815;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 december;0
4816;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014 4e kwartaal;0
4817;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2014;6
4818;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 januari;0
4819;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 februari;0
4820;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 maart;0
4821;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 1e kwartaal;0
4822;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 april;2
4823;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 mei;0
4824;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 juni;0
4825;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 2e kwartaal;2
4826;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 juli;2
4827;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 augustus;0
4828;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 september;1
4829;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 3e kwartaal;3
4830;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 oktober;0
4831;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 november;0
4832;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 december;3
4833;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015 4e kwartaal;3
4834;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2015;8
4835;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 januari;0
4836;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 februari;0
4837;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 maart;0
4838;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 1e kwartaal;0
4839;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 april;0
4840;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 mei;0
4841;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 juni;1
4842;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 2e kwartaal;1
4843;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 juli;0
4844;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 augustus;0
4845;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 september;0
4846;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 3e kwartaal;0
4847;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 oktober;3
4848;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 november;0
4849;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 december;0
4850;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016 4e kwartaal;3
4851;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2016;4
4852;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 januari;0
4853;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 februari;0
4854;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 maart;0
4855;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 1e kwartaal;0
4856;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 april;0
4857;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 mei;0
4858;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 juni;1
4859;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 2e kwartaal;1
4860;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 juli;0
4861;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 augustus;0
4862;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 september;0
4863;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 3e kwartaal;0
4864;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 oktober;0
4865;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 november;0
4866;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 december;0
4867;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017 4e kwartaal;0
4868;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2017;1
4869;Natuurlijk persoon zonder eenmanszaak;Leeftijd onbekend;2018 januari;0
