ID;BeroepsEnEigenVervoer;Vervoerstroom;MilieuklasseVanHetVoertuigEURONorm;Perioden;VervoerdLadinggewicht_1;Ladingtonkilometers_2;VoertuigkilometersBeladen_3;RittenBeladen_4
649;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2015;75409;21687;1470;5027
650;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2016;61597;16231;1103;3975
651;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2017;50319;12417;834;3238
652;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2018;37071;9210;623;2384
653;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2019;25467;5822;379;1562
654;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2020;16443;3633;243;1044
655;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2021;11749;2478;175;771
656;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2022;5952;1294;94;419
657;Beroepsvervoer;Internationaal vervoer;Euro 5 en EEV;2023;3649;700;52;242
658;Beroepsvervoer;Internationaal vervoer;Euro 6;2010;0;0;0;0
659;Beroepsvervoer;Internationaal vervoer;Euro 6;2011;0;0;0;0
660;Beroepsvervoer;Internationaal vervoer;Euro 6;2012;114;43;2;6
661;Beroepsvervoer;Internationaal vervoer;Euro 6;2013;2736;830;55;173
662;Beroepsvervoer;Internationaal vervoer;Euro 6;2014;13459;4415;292;876
663;Beroepsvervoer;Internationaal vervoer;Euro 6;2015;28611;8827;604;1932
664;Beroepsvervoer;Internationaal vervoer;Euro 6;2016;45174;12937;886;2999
665;Beroepsvervoer;Internationaal vervoer;Euro 6;2017;63283;18311;1240;4153
666;Beroepsvervoer;Internationaal vervoer;Euro 6;2018;78064;22070;1489;5069
667;Beroepsvervoer;Internationaal vervoer;Euro 6;2019;87876;24647;1653;5614
668;Beroepsvervoer;Internationaal vervoer;Euro 6;2020;95426;26196;1773;6168
669;Beroepsvervoer;Internationaal vervoer;Euro 6;2021;102770;27813;1920;6734
670;Beroepsvervoer;Internationaal vervoer;Euro 6;2022;98045;25826;1776;6518
671;Beroepsvervoer;Internationaal vervoer;Euro 6;2023;98608;25984;1800;6567
672;Eigen vervoer;Totaal;Totaal;2010;149701;9192;967;14608
673;Eigen vervoer;Totaal;Totaal;2011;156874;9780;1057;15403
674;Eigen vervoer;Totaal;Totaal;2012;151194;9657;1026;15087
675;Eigen vervoer;Totaal;Totaal;2013;160403;10396;1089;16109
676;Eigen vervoer;Totaal;Totaal;2014;151411;10286;1115;15333
677;Eigen vervoer;Totaal;Totaal;2015;146919;9885;1090;15708
678;Eigen vervoer;Totaal;Totaal;2016;136763;9296;1004;14522
679;Eigen vervoer;Totaal;Totaal;2017;130473;8306;913;13473
680;Eigen vervoer;Totaal;Totaal;2018;131064;8753;963;13538
681;Eigen vervoer;Totaal;Totaal;2019;138442;9019;960;13899
682;Eigen vervoer;Totaal;Totaal;2020;134575;8838;984;14018
683;Eigen vervoer;Totaal;Totaal;2021;134867;9054;1001;13923
684;Eigen vervoer;Totaal;Totaal;2022;129521;8845;989;14367
685;Eigen vervoer;Totaal;Totaal;2023;123018;8248;931;13425
686;Eigen vervoer;Totaal;Euro 0;2010;1514;36;12;378
687;Eigen vervoer;Totaal;Euro 0;2011;1332;52;11;272
688;Eigen vervoer;Totaal;Euro 0;2012;867;26;6;183
689;Eigen vervoer;Totaal;Euro 0;2013;585;21;6;161
690;Eigen vervoer;Totaal;Euro 0;2014;287;15;4;85
691;Eigen vervoer;Totaal;Euro 0;2015;260;11;2;78
692;Eigen vervoer;Totaal;Euro 0;2016;114;5;1;39
693;Eigen vervoer;Totaal;Euro 0;2017;28;2;0;8
694;Eigen vervoer;Totaal;Euro 0;2018;5;0;0;2
695;Eigen vervoer;Totaal;Euro 0;2019;7;0;0;1
696;Eigen vervoer;Totaal;Euro 0;2020;0;0;0;0
697;Eigen vervoer;Totaal;Euro 0;2021;2;0;0;1
698;Eigen vervoer;Totaal;Euro 0;2022;0;0;0;0
699;Eigen vervoer;Totaal;Euro 0;2023;0;0;0;0
700;Eigen vervoer;Totaal;Euro 1;2010;3212;118;20;482
701;Eigen vervoer;Totaal;Euro 1;2011;2545;112;16;390
702;Eigen vervoer;Totaal;Euro 1;2012;1481;51;11;241
703;Eigen vervoer;Totaal;Euro 1;2013;1174;58;12;263
704;Eigen vervoer;Totaal;Euro 1;2014;1767;65;11;240
705;Eigen vervoer;Totaal;Euro 1;2015;664;28;7;160
706;Eigen vervoer;Totaal;Euro 1;2016;446;24;6;124
707;Eigen vervoer;Totaal;Euro 1;2017;211;11;4;78
708;Eigen vervoer;Totaal;Euro 1;2018;314;10;5;69
709;Eigen vervoer;Totaal;Euro 1;2019;136;7;1;25
710;Eigen vervoer;Totaal;Euro 1;2020;35;1;0;7
711;Eigen vervoer;Totaal;Euro 1;2021;1;0;0;0
712;Eigen vervoer;Totaal;Euro 1;2022;0;0;0;0
713;Eigen vervoer;Totaal;Euro 1;2023;0;0;0;0
714;Eigen vervoer;Totaal;Euro 2;2010;21487;917;112;2256
715;Eigen vervoer;Totaal;Euro 2;2011;19804;778;100;2156
716;Eigen vervoer;Totaal;Euro 2;2012;9681;438;66;1375
717;Eigen vervoer;Totaal;Euro 2;2013;10137;465;62;1342
718;Eigen vervoer;Totaal;Euro 2;2014;7352;369;51;1044
719;Eigen vervoer;Totaal;Euro 2;2015;5727;276;42;873
720;Eigen vervoer;Totaal;Euro 2;2016;4977;218;30;704
721;Eigen vervoer;Totaal;Euro 2;2017;3200;137;26;654
722;Eigen vervoer;Totaal;Euro 2;2018;2515;107;20;474
723;Eigen vervoer;Totaal;Euro 2;2019;1716;77;14;308
724;Eigen vervoer;Totaal;Euro 2;2020;1457;44;8;306
725;Eigen vervoer;Totaal;Euro 2;2021;877;40;7;185
726;Eigen vervoer;Totaal;Euro 2;2022;586;19;5;110
727;Eigen vervoer;Totaal;Euro 2;2023;606;17;2;63
728;Eigen vervoer;Totaal;Euro 3;2010;61370;3701;381;5858
729;Eigen vervoer;Totaal;Euro 3;2011;56182;3359;361;5425
730;Eigen vervoer;Totaal;Euro 3;2012;46454;2516;264;4589
731;Eigen vervoer;Totaal;Euro 3;2013;41673;2235;255;4420
732;Eigen vervoer;Totaal;Euro 3;2014;34519;1805;205;3409
733;Eigen vervoer;Totaal;Euro 3;2015;24894;1318;163;2988
734;Eigen vervoer;Totaal;Euro 3;2016;20482;1062;126;2440
735;Eigen vervoer;Totaal;Euro 3;2017;14513;646;87;1823
736;Eigen vervoer;Totaal;Euro 3;2018;12541;600;85;1692
737;Eigen vervoer;Totaal;Euro 3;2019;8889;396;59;1242
738;Eigen vervoer;Totaal;Euro 3;2020;5656;235;39;928
739;Eigen vervoer;Totaal;Euro 3;2021;4463;187;31;781
740;Eigen vervoer;Totaal;Euro 3;2022;3166;109;20;555
741;Eigen vervoer;Totaal;Euro 3;2023;1888;82;16;409
742;Eigen vervoer;Totaal;Euro 4;2010;15726;1033;123;1779
743;Eigen vervoer;Totaal;Euro 4;2011;15883;847;123;1952
744;Eigen vervoer;Totaal;Euro 4;2012;17158;880;125;2032
745;Eigen vervoer;Totaal;Euro 4;2013;15159;947;120;1831
746;Eigen vervoer;Totaal;Euro 4;2014;14091;838;120;1803
747;Eigen vervoer;Totaal;Euro 4;2015;12196;621;88;1597
748;Eigen vervoer;Totaal;Euro 4;2016;9819;511;81;1436
749;Eigen vervoer;Totaal;Euro 4;2017;8846;448;65;1144
750;Eigen vervoer;Totaal;Euro 4;2018;6461;322;54;976
751;Eigen vervoer;Totaal;Euro 4;2019;5505;252;37;777
752;Eigen vervoer;Totaal;Euro 4;2020;4161;193;30;657
753;Eigen vervoer;Totaal;Euro 4;2021;3888;166;28;575
754;Eigen vervoer;Totaal;Euro 4;2022;2841;125;24;507
755;Eigen vervoer;Totaal;Euro 4;2023;1037;44;12;296
756;Eigen vervoer;Totaal;Euro 5 en EEV;2010;46391;3387;318;3855
757;Eigen vervoer;Totaal;Euro 5 en EEV;2011;61128;4632;445;5208
758;Eigen vervoer;Totaal;Euro 5 en EEV;2012;75553;5746;554;6666
759;Eigen vervoer;Totaal;Euro 5 en EEV;2013;90290;6566;624;7963
760;Eigen vervoer;Totaal;Euro 5 en EEV;2014;85530;6351;641;7997
761;Eigen vervoer;Totaal;Euro 5 en EEV;2015;80069;5614;597;8011
762;Eigen vervoer;Totaal;Euro 5 en EEV;2016;72509;4890;526;7211
763;Eigen vervoer;Totaal;Euro 5 en EEV;2017;61054;3783;421;6150
764;Eigen vervoer;Totaal;Euro 5 en EEV;2018;54550;3363;389;5743
765;Eigen vervoer;Totaal;Euro 5 en EEV;2019;47248;2717;307;4922
766;Eigen vervoer;Totaal;Euro 5 en EEV;2020;35809;1973;247;4176
767;Eigen vervoer;Totaal;Euro 5 en EEV;2021;29286;1566;195;3347
768;Eigen vervoer;Totaal;Euro 5 en EEV;2022;22290;1127;155;3019
769;Eigen vervoer;Totaal;Euro 5 en EEV;2023;20250;849;113;2452
770;Eigen vervoer;Totaal;Euro 6;2010;0;0;0;0
771;Eigen vervoer;Totaal;Euro 6;2011;0;0;0;0
772;Eigen vervoer;Totaal;Euro 6;2012;0;0;0;0
773;Eigen vervoer;Totaal;Euro 6;2013;1385;104;10;130
774;Eigen vervoer;Totaal;Euro 6;2014;7864;843;83;754
775;Eigen vervoer;Totaal;Euro 6;2015;23109;2016;191;2002
776;Eigen vervoer;Totaal;Euro 6;2016;28417;2587;234;2569
777;Eigen vervoer;Totaal;Euro 6;2017;42620;3279;310;3617
778;Eigen vervoer;Totaal;Euro 6;2018;54677;4351;410;4581
779;Eigen vervoer;Totaal;Euro 6;2019;74941;5570;541;6623
780;Eigen vervoer;Totaal;Euro 6;2020;87458;6391;660;7943
781;Eigen vervoer;Totaal;Euro 6;2021;96350;7095;739;9034
782;Eigen vervoer;Totaal;Euro 6;2022;100638;7466;786;10175
783;Eigen vervoer;Totaal;Euro 6;2023;99237;7256;788;10206
784;Eigen vervoer;Binnenlands vervoer;Totaal;2010;137805;6094;690;13727
785;Eigen vervoer;Binnenlands vervoer;Totaal;2011;143444;6446;745;14391
786;Eigen vervoer;Binnenlands vervoer;Totaal;2012;138072;6312;720;14067
787;Eigen vervoer;Binnenlands vervoer;Totaal;2013;145285;7154;803;14987
788;Eigen vervoer;Binnenlands vervoer;Totaal;2014;136950;7000;811;14182
789;Eigen vervoer;Binnenlands vervoer;Totaal;2015;132899;6877;799;14517
790;Eigen vervoer;Binnenlands vervoer;Totaal;2016;122840;6424;758;13423
791;Eigen vervoer;Binnenlands vervoer;Totaal;2017;117547;5836;679;12389
792;Eigen vervoer;Binnenlands vervoer;Totaal;2018;117544;6061;719;12467
793;Eigen vervoer;Binnenlands vervoer;Totaal;2019;125166;6362;711;12809
794;Eigen vervoer;Binnenlands vervoer;Totaal;2020;122423;6340;732;12936
795;Eigen vervoer;Binnenlands vervoer;Totaal;2021;121113;6326;748;12824
796;Eigen vervoer;Binnenlands vervoer;Totaal;2022;116646;6079;723;13225
797;Eigen vervoer;Binnenlands vervoer;Totaal;2023;109324;5630;686;12275
798;Eigen vervoer;Binnenlands vervoer;Euro 0;2010;1489;34;11;369
799;Eigen vervoer;Binnenlands vervoer;Euro 0;2011;1273;45;9;258
800;Eigen vervoer;Binnenlands vervoer;Euro 0;2012;799;22;5;172
801;Eigen vervoer;Binnenlands vervoer;Euro 0;2013;532;17;5;152
802;Eigen vervoer;Binnenlands vervoer;Euro 0;2014;251;9;3;78
803;Eigen vervoer;Binnenlands vervoer;Euro 0;2015;241;10;2;71
804;Eigen vervoer;Binnenlands vervoer;Euro 0;2016;114;5;1;39
805;Eigen vervoer;Binnenlands vervoer;Euro 0;2017;26;1;0;7
806;Eigen vervoer;Binnenlands vervoer;Euro 0;2018;5;0;0;2
807;Eigen vervoer;Binnenlands vervoer;Euro 0;2019;7;0;0;1
808;Eigen vervoer;Binnenlands vervoer;Euro 0;2020;0;0;0;0
809;Eigen vervoer;Binnenlands vervoer;Euro 0;2021;2;0;0;1
810;Eigen vervoer;Binnenlands vervoer;Euro 0;2022;0;0;0;0
811;Eigen vervoer;Binnenlands vervoer;Euro 0;2023;0;0;0;0
812;Eigen vervoer;Binnenlands vervoer;Euro 1;2010;2987;95;17;460
813;Eigen vervoer;Binnenlands vervoer;Euro 1;2011;2432;92;12;370
814;Eigen vervoer;Binnenlands vervoer;Euro 1;2012;1431;44;8;227
815;Eigen vervoer;Binnenlands vervoer;Euro 1;2013;1134;55;10;242
816;Eigen vervoer;Binnenlands vervoer;Euro 1;2014;1704;52;8;232
817;Eigen vervoer;Binnenlands vervoer;Euro 1;2015;635;24;5;150
818;Eigen vervoer;Binnenlands vervoer;Euro 1;2016;410;17;4;114
819;Eigen vervoer;Binnenlands vervoer;Euro 1;2017;194;6;3;72
820;Eigen vervoer;Binnenlands vervoer;Euro 1;2018;302;9;4;67
821;Eigen vervoer;Binnenlands vervoer;Euro 1;2019;136;7;1;25
822;Eigen vervoer;Binnenlands vervoer;Euro 1;2020;35;1;0;7
823;Eigen vervoer;Binnenlands vervoer;Euro 1;2021;1;0;0;0
824;Eigen vervoer;Binnenlands vervoer;Euro 1;2022;0;0;0;0
825;Eigen vervoer;Binnenlands vervoer;Euro 1;2023;0;0;0;0
826;Eigen vervoer;Binnenlands vervoer;Euro 2;2010;20650;735;90;2165
827;Eigen vervoer;Binnenlands vervoer;Euro 2;2011;18896;602;80;2068
828;Eigen vervoer;Binnenlands vervoer;Euro 2;2012;9184;348;55;1326
829;Eigen vervoer;Binnenlands vervoer;Euro 2;2013;9352;367;50;1263
830;Eigen vervoer;Binnenlands vervoer;Euro 2;2014;6786;284;40;990
831;Eigen vervoer;Binnenlands vervoer;Euro 2;2015;5413;210;30;833
832;Eigen vervoer;Binnenlands vervoer;Euro 2;2016;4617;185;27;672
833;Eigen vervoer;Binnenlands vervoer;Euro 2;2017;3044;114;23;629
834;Eigen vervoer;Binnenlands vervoer;Euro 2;2018;2288;74;16;439
835;Eigen vervoer;Binnenlands vervoer;Euro 2;2019;1614;66;11;292
836;Eigen vervoer;Binnenlands vervoer;Euro 2;2020;1407;37;7;298
837;Eigen vervoer;Binnenlands vervoer;Euro 2;2021;849;35;6;179
838;Eigen vervoer;Binnenlands vervoer;Euro 2;2022;576;18;4;107
839;Eigen vervoer;Binnenlands vervoer;Euro 2;2023;585;11;1;60
840;Eigen vervoer;Binnenlands vervoer;Euro 3;2010;56842;2543;283;5534
841;Eigen vervoer;Binnenlands vervoer;Euro 3;2011;51545;2308;262;5083
842;Eigen vervoer;Binnenlands vervoer;Euro 3;2012;43560;1952;204;4350
843;Eigen vervoer;Binnenlands vervoer;Euro 3;2013;38460;1636;198;4173
844;Eigen vervoer;Binnenlands vervoer;Euro 3;2014;32442;1400;160;3234
845;Eigen vervoer;Binnenlands vervoer;Euro 3;2015;22956;1014;128;2826
846;Eigen vervoer;Binnenlands vervoer;Euro 3;2016;18938;816;102;2308
847;Eigen vervoer;Binnenlands vervoer;Euro 3;2017;13689;533;75;1740
848;Eigen vervoer;Binnenlands vervoer;Euro 3;2018;12012;493;68;1616
849;Eigen vervoer;Binnenlands vervoer;Euro 3;2019;8297;324;49;1164
850;Eigen vervoer;Binnenlands vervoer;Euro 3;2020;5331;204;33;880
851;Eigen vervoer;Binnenlands vervoer;Euro 3;2021;4230;156;26;753
852;Eigen vervoer;Binnenlands vervoer;Euro 3;2022;3020;84;17;533
853;Eigen vervoer;Binnenlands vervoer;Euro 3;2023;1733;63;14;392
854;Eigen vervoer;Binnenlands vervoer;Euro 4;2010;14298;673;92;1684
855;Eigen vervoer;Binnenlands vervoer;Euro 4;2011;14792;610;97;1866
856;Eigen vervoer;Binnenlands vervoer;Euro 4;2012;15875;614;94;1917
857;Eigen vervoer;Binnenlands vervoer;Euro 4;2013;13745;699;91;1707
858;Eigen vervoer;Binnenlands vervoer;Euro 4;2014;12995;642;99;1708
859;Eigen vervoer;Binnenlands vervoer;Euro 4;2015;11302;470;72;1515
860;Eigen vervoer;Binnenlands vervoer;Euro 4;2016;9339;419;68;1385
861;Eigen vervoer;Binnenlands vervoer;Euro 4;2017;8425;366;54;1076
862;Eigen vervoer;Binnenlands vervoer;Euro 4;2018;6060;232;42;920
863;Eigen vervoer;Binnenlands vervoer;Euro 4;2019;5304;204;33;750
864;Eigen vervoer;Binnenlands vervoer;Euro 4;2020;3922;150;26;635
865;Eigen vervoer;Binnenlands vervoer;Euro 4;2021;3794;152;26;562
866;Eigen vervoer;Binnenlands vervoer;Euro 4;2022;2736;104;19;479
867;Eigen vervoer;Binnenlands vervoer;Euro 4;2023;981;37;10;283
868;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2010;41539;2014;198;3516
869;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2011;54507;2790;284;4745
870;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2012;67223;3333;354;6076
871;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2013;80784;4295;441;7328
872;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2014;76121;4158;450;7275
873;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2015;72354;3898;438;7377
874;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2016;65611;3425;399;6686
875;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2017;55082;2680;314;5665
876;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2018;49696;2418;299;5367
877;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2019;43636;2046;235;4589
878;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2020;32913;1498;193;3917
879;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2021;27442;1239;157;3166
880;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2022;20802;893;128;2860
881;Eigen vervoer;Binnenlands vervoer;Euro 5 en EEV;2023;18900;684;94;2303
882;Eigen vervoer;Binnenlands vervoer;Euro 6;2010;0;0;0;0
883;Eigen vervoer;Binnenlands vervoer;Euro 6;2011;0;0;0;0
884;Eigen vervoer;Binnenlands vervoer;Euro 6;2012;0;0;0;0
885;Eigen vervoer;Binnenlands vervoer;Euro 6;2013;1276;84;8;122
886;Eigen vervoer;Binnenlands vervoer;Euro 6;2014;6653;455;51;665
887;Eigen vervoer;Binnenlands vervoer;Euro 6;2015;19999;1252;124;1744
888;Eigen vervoer;Binnenlands vervoer;Euro 6;2016;23812;1557;157;2220
889;Eigen vervoer;Binnenlands vervoer;Euro 6;2017;37086;2137;212;3201
890;Eigen vervoer;Binnenlands vervoer;Euro 6;2018;47181;2834;289;4056
891;Eigen vervoer;Binnenlands vervoer;Euro 6;2019;66172;3716;382;5988
892;Eigen vervoer;Binnenlands vervoer;Euro 6;2020;78814;4449;472;7199
893;Eigen vervoer;Binnenlands vervoer;Euro 6;2021;84796;4744;532;8162
894;Eigen vervoer;Binnenlands vervoer;Euro 6;2022;89511;4980;555;9245
895;Eigen vervoer;Binnenlands vervoer;Euro 6;2023;87124;4836;568;9237
896;Eigen vervoer;Internationaal vervoer;Totaal;2010;11896;3098;277;880
897;Eigen vervoer;Internationaal vervoer;Totaal;2011;13431;3334;312;1012
898;Eigen vervoer;Internationaal vervoer;Totaal;2012;13122;3345;306;1020
899;Eigen vervoer;Internationaal vervoer;Totaal;2013;15119;3243;286;1122
900;Eigen vervoer;Internationaal vervoer;Totaal;2014;14461;3286;305;1151
901;Eigen vervoer;Internationaal vervoer;Totaal;2015;14020;3008;291;1191
902;Eigen vervoer;Internationaal vervoer;Totaal;2016;13923;2872;246;1099
903;Eigen vervoer;Internationaal vervoer;Totaal;2017;12926;2470;234;1085
904;Eigen vervoer;Internationaal vervoer;Totaal;2018;13520;2692;244;1071
905;Eigen vervoer;Internationaal vervoer;Totaal;2019;13276;2657;249;1090
906;Eigen vervoer;Internationaal vervoer;Totaal;2020;12152;2498;252;1081
907;Eigen vervoer;Internationaal vervoer;Totaal;2021;13754;2728;253;1099
908;Eigen vervoer;Internationaal vervoer;Totaal;2022;12875;2767;267;1142
909;Eigen vervoer;Internationaal vervoer;Totaal;2023;13694;2618;245;1151
910;Eigen vervoer;Internationaal vervoer;Euro 0;2010;25;2;1;9
911;Eigen vervoer;Internationaal vervoer;Euro 0;2011;60;7;2;14
912;Eigen vervoer;Internationaal vervoer;Euro 0;2012;68;4;1;11
913;Eigen vervoer;Internationaal vervoer;Euro 0;2013;53;4;1;8
914;Eigen vervoer;Internationaal vervoer;Euro 0;2014;37;6;1;7
915;Eigen vervoer;Internationaal vervoer;Euro 0;2015;19;2;0;7
916;Eigen vervoer;Internationaal vervoer;Euro 0;2016;0;0;0;0
917;Eigen vervoer;Internationaal vervoer;Euro 0;2017;2;1;0;0
918;Eigen vervoer;Internationaal vervoer;Euro 0;2018;0;0;0;0
919;Eigen vervoer;Internationaal vervoer;Euro 0;2019;0;0;0;0
920;Eigen vervoer;Internationaal vervoer;Euro 0;2020;0;0;0;0
921;Eigen vervoer;Internationaal vervoer;Euro 0;2021;0;0;0;0
922;Eigen vervoer;Internationaal vervoer;Euro 0;2022;0;0;0;0
923;Eigen vervoer;Internationaal vervoer;Euro 0;2023;0;0;0;0
924;Eigen vervoer;Internationaal vervoer;Euro 1;2010;225;22;3;22
925;Eigen vervoer;Internationaal vervoer;Euro 1;2011;112;21;4;19
926;Eigen vervoer;Internationaal vervoer;Euro 1;2012;51;7;3;14
927;Eigen vervoer;Internationaal vervoer;Euro 1;2013;40;3;2;21
928;Eigen vervoer;Internationaal vervoer;Euro 1;2014;64;13;2;7
929;Eigen vervoer;Internationaal vervoer;Euro 1;2015;30;4;2;10
930;Eigen vervoer;Internationaal vervoer;Euro 1;2016;36;6;2;10
931;Eigen vervoer;Internationaal vervoer;Euro 1;2017;17;5;1;6
932;Eigen vervoer;Internationaal vervoer;Euro 1;2018;11;1;0;2
933;Eigen vervoer;Internationaal vervoer;Euro 1;2019;0;0;0;0
934;Eigen vervoer;Internationaal vervoer;Euro 1;2020;0;0;0;0
935;Eigen vervoer;Internationaal vervoer;Euro 1;2021;0;0;0;0
936;Eigen vervoer;Internationaal vervoer;Euro 1;2022;0;0;0;0
937;Eigen vervoer;Internationaal vervoer;Euro 1;2023;0;0;0;0
938;Eigen vervoer;Internationaal vervoer;Euro 2;2010;838;182;23;90
939;Eigen vervoer;Internationaal vervoer;Euro 2;2011;908;175;20;88
940;Eigen vervoer;Internationaal vervoer;Euro 2;2012;497;90;11;50
941;Eigen vervoer;Internationaal vervoer;Euro 2;2013;784;98;12;79
942;Eigen vervoer;Internationaal vervoer;Euro 2;2014;566;85;11;54
943;Eigen vervoer;Internationaal vervoer;Euro 2;2015;314;66;11;40
944;Eigen vervoer;Internationaal vervoer;Euro 2;2016;360;34;4;32
945;Eigen vervoer;Internationaal vervoer;Euro 2;2017;156;23;3;25
946;Eigen vervoer;Internationaal vervoer;Euro 2;2018;227;33;4;35
947;Eigen vervoer;Internationaal vervoer;Euro 2;2019;102;12;2;15
948;Eigen vervoer;Internationaal vervoer;Euro 2;2020;50;7;1;8
949;Eigen vervoer;Internationaal vervoer;Euro 2;2021;28;5;1;6
950;Eigen vervoer;Internationaal vervoer;Euro 2;2022;9;1;1;3
951;Eigen vervoer;Internationaal vervoer;Euro 2;2023;21;6;1;3
952;Eigen vervoer;Internationaal vervoer;Euro 3;2010;4529;1158;99;324
953;Eigen vervoer;Internationaal vervoer;Euro 3;2011;4637;1051;99;343
954;Eigen vervoer;Internationaal vervoer;Euro 3;2012;2894;564;60;239
955;Eigen vervoer;Internationaal vervoer;Euro 3;2013;3213;598;57;247
956;Eigen vervoer;Internationaal vervoer;Euro 3;2014;2077;405;45;176
957;Eigen vervoer;Internationaal vervoer;Euro 3;2015;1938;304;35;161
958;Eigen vervoer;Internationaal vervoer;Euro 3;2016;1544;246;24;133
959;Eigen vervoer;Internationaal vervoer;Euro 3;2017;824;114;12;83
960;Eigen vervoer;Internationaal vervoer;Euro 3;2018;530;107;16;76
961;Eigen vervoer;Internationaal vervoer;Euro 3;2019;591;72;10;79
962;Eigen vervoer;Internationaal vervoer;Euro 3;2020;324;30;5;48
963;Eigen vervoer;Internationaal vervoer;Euro 3;2021;233;32;6;28
964;Eigen vervoer;Internationaal vervoer;Euro 3;2022;146;24;3;23
965;Eigen vervoer;Internationaal vervoer;Euro 3;2023;154;19;2;17
966;Eigen vervoer;Internationaal vervoer;Euro 4;2010;1428;360;31;95
967;Eigen vervoer;Internationaal vervoer;Euro 4;2011;1092;238;26;86
968;Eigen vervoer;Internationaal vervoer;Euro 4;2012;1283;266;30;115
969;Eigen vervoer;Internationaal vervoer;Euro 4;2013;1414;248;29;123
970;Eigen vervoer;Internationaal vervoer;Euro 4;2014;1096;196;21;94
971;Eigen vervoer;Internationaal vervoer;Euro 4;2015;894;151;16;82
972;Eigen vervoer;Internationaal vervoer;Euro 4;2016;480;91;12;52
973;Eigen vervoer;Internationaal vervoer;Euro 4;2017;421;82;11;68
974;Eigen vervoer;Internationaal vervoer;Euro 4;2018;401;90;12;56
975;Eigen vervoer;Internationaal vervoer;Euro 4;2019;201;48;5;27
976;Eigen vervoer;Internationaal vervoer;Euro 4;2020;239;43;5;23
977;Eigen vervoer;Internationaal vervoer;Euro 4;2021;95;14;2;12
978;Eigen vervoer;Internationaal vervoer;Euro 4;2022;105;21;5;28
979;Eigen vervoer;Internationaal vervoer;Euro 4;2023;55;8;2;13
980;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2010;4852;1373;121;339
981;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2011;6621;1842;161;462
982;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2012;8330;2414;200;590
983;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2013;9506;2272;183;635
984;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2014;9409;2193;192;722
985;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2015;7715;1717;159;634
986;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2016;6898;1465;128;524
987;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2017;5971;1103;107;485
988;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2018;4854;945;91;376
989;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2019;3613;671;72;333
990;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2020;2895;475;53;259
991;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2021;1844;327;38;181
992;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2022;1488;233;27;159
993;Eigen vervoer;Internationaal vervoer;Euro 5 en EEV;2023;1350;165;20;149
994;Eigen vervoer;Internationaal vervoer;Euro 6;2010;0;0;0;0
995;Eigen vervoer;Internationaal vervoer;Euro 6;2011;0;0;0;0
996;Eigen vervoer;Internationaal vervoer;Euro 6;2012;0;0;0;0
997;Eigen vervoer;Internationaal vervoer;Euro 6;2013;108;20;2;9
998;Eigen vervoer;Internationaal vervoer;Euro 6;2014;1211;388;33;90
999;Eigen vervoer;Internationaal vervoer;Euro 6;2015;3110;764;68;257
1000;Eigen vervoer;Internationaal vervoer;Euro 6;2016;4605;1029;77;348
1001;Eigen vervoer;Internationaal vervoer;Euro 6;2017;5534;1142;99;416
1002;Eigen vervoer;Internationaal vervoer;Euro 6;2018;7496;1517;121;525
1003;Eigen vervoer;Internationaal vervoer;Euro 6;2019;8769;1854;160;636
1004;Eigen vervoer;Internationaal vervoer;Euro 6;2020;8644;1943;188;743
