ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
2067;Lagere publ.lichamen;Wegverkeer;1997 3e kwartaal;326;118;208;62;38;25;264;80;184
2068;Lagere publ.lichamen;Wegverkeer;1997 4e kwartaal;410;141;270;68;39;29;342;102;240
2069;Lagere publ.lichamen;Wegverkeer;1997;1193;417;777;235;141;94;958;275;683
2070;Lagere publ.lichamen;Wegverkeer;1998 1e kwartaal;189;64;125;32;23;9;157;41;116
2071;Lagere publ.lichamen;Wegverkeer;1998 2e kwartaal;259;91;168;42;28;14;217;63;154
2072;Lagere publ.lichamen;Wegverkeer;1998 3e kwartaal;350;119;231;48;34;15;302;86;216
2073;Lagere publ.lichamen;Wegverkeer;1998 4e kwartaal;427;148;279;62;37;25;365;112;253
2074;Lagere publ.lichamen;Wegverkeer;1998;1225;422;802;184;121;63;1041;302;740
2075;Lagere publ.lichamen;Wegverkeer;1999 1e kwartaal;204;76;128;34;24;10;171;52;118
2076;Lagere publ.lichamen;Wegverkeer;1999 2e kwartaal;315;95;221;45;29;16;270;66;204
2077;Lagere publ.lichamen;Wegverkeer;1999 3e kwartaal;375;117;259;55;34;20;320;82;238
2078;Lagere publ.lichamen;Wegverkeer;1999 4e kwartaal;488;129;358;73;36;37;415;93;322
2079;Lagere publ.lichamen;Wegverkeer;1999;1383;417;966;206;123;83;1177;294;883
2080;Lagere publ.lichamen;Wegverkeer;2000 1e kwartaal;231;86;146;46;30;15;185;55;130
2081;Lagere publ.lichamen;Wegverkeer;2000 2e kwartaal;358;102;255;60;35;25;298;67;231
2082;Lagere publ.lichamen;Wegverkeer;2000 3e kwartaal;385;110;275;47;29;18;338;82;256
2083;Lagere publ.lichamen;Wegverkeer;2000 4e kwartaal;502;155;347;77;41;35;425;114;311
2084;Lagere publ.lichamen;Wegverkeer;2000;1475;453;1022;230;136;93;1246;317;928
2085;Lagere publ.lichamen;Wegverkeer;2001 1e kwartaal;261;80;181;69;33;36;193;47;145
2086;Lagere publ.lichamen;Wegverkeer;2001 2e kwartaal;391;133;258;68;57;11;323;76;247
2087;Lagere publ.lichamen;Wegverkeer;2001 3e kwartaal;548;210;338;115;101;15;432;109;324
2088;Lagere publ.lichamen;Wegverkeer;2001 4e kwartaal;642;275;367;179;170;10;463;105;357
2089;Lagere publ.lichamen;Wegverkeer;2001;1841;698;1144;431;360;71;1410;338;1073
2090;Lagere publ.lichamen;Wegverkeer;2002 1e kwartaal;247;80;167;43;32;11;203;47;156
2091;Lagere publ.lichamen;Wegverkeer;2002 2e kwartaal;473;163;310;94;84;9;380;79;301
2092;Lagere publ.lichamen;Wegverkeer;2002 3e kwartaal;576;246;331;158;148;10;419;98;321
2093;Lagere publ.lichamen;Wegverkeer;2002 4e kwartaal;620;277;343;166;157;9;454;120;333
2094;Lagere publ.lichamen;Wegverkeer;2002;1916;765;1150;461;421;40;1455;344;1111
2095;Lagere publ.lichamen;Wegverkeer;2003 1e kwartaal;174;82;93;46;39;7;128;42;86
2096;Lagere publ.lichamen;Wegverkeer;2003 2e kwartaal;321;134;187;74;65;9;247;69;178
2097;Lagere publ.lichamen;Wegverkeer;2003 3e kwartaal;497;225;272;116;103;13;381;122;259
2098;Lagere publ.lichamen;Wegverkeer;2003 4e kwartaal;601;287;313;153;135;17;448;152;296
2099;Lagere publ.lichamen;Wegverkeer;2003;1600;729;871;389;343;46;1211;387;824
2100;Lagere publ.lichamen;Waterverkeer/beheersing;1989 1e kwartaal;40;21;20;14;11;2;27;10;17
2101;Lagere publ.lichamen;Waterverkeer/beheersing;1989 2e kwartaal;71;30;41;17;14;3;54;16;38
2102;Lagere publ.lichamen;Waterverkeer/beheersing;1989 3e kwartaal;74;33;42;18;15;3;56;17;39
2103;Lagere publ.lichamen;Waterverkeer/beheersing;1989 4e kwartaal;77;34;44;15;13;1;62;20;42
2104;Lagere publ.lichamen;Waterverkeer/beheersing;1989;263;118;146;64;54;10;200;64;136
2105;Lagere publ.lichamen;Waterverkeer/beheersing;1990 1e kwartaal;43;21;22;15;12;3;28;9;19
2106;Lagere publ.lichamen;Waterverkeer/beheersing;1990 2e kwartaal;65;29;36;16;15;2;49;15;34
2107;Lagere publ.lichamen;Waterverkeer/beheersing;1990 3e kwartaal;69;31;37;18;14;4;50;17;34
2108;Lagere publ.lichamen;Waterverkeer/beheersing;1990 4e kwartaal;76;34;42;17;15;3;59;19;39
2109;Lagere publ.lichamen;Waterverkeer/beheersing;1990;252;114;137;67;55;11;186;59;127
2110;Lagere publ.lichamen;Waterverkeer/beheersing;1991 1e kwartaal;37;19;18;13;11;1;25;7;17
2111;Lagere publ.lichamen;Waterverkeer/beheersing;1991 2e kwartaal;61;28;33;15;13;2;46;15;31
2112;Lagere publ.lichamen;Waterverkeer/beheersing;1991 3e kwartaal;64;29;36;15;13;2;49;15;34
2113;Lagere publ.lichamen;Waterverkeer/beheersing;1991 4e kwartaal;69;33;36;16;14;3;53;19;34
2114;Lagere publ.lichamen;Waterverkeer/beheersing;1991;231;108;123;59;50;9;172;57;115
2115;Lagere publ.lichamen;Waterverkeer/beheersing;1992 1e kwartaal;45;24;21;15;13;2;30;11;20
2116;Lagere publ.lichamen;Waterverkeer/beheersing;1992 2e kwartaal;68;28;40;17;14;4;51;14;36
2117;Lagere publ.lichamen;Waterverkeer/beheersing;1992 3e kwartaal;68;31;37;17;15;3;50;17;34
2118;Lagere publ.lichamen;Waterverkeer/beheersing;1992 4e kwartaal;79;36;43;17;15;3;62;22;40
2119;Lagere publ.lichamen;Waterverkeer/beheersing;1992;260;119;141;66;55;11;194;64;130
2120;Lagere publ.lichamen;Waterverkeer/beheersing;1993 1e kwartaal;43;23;20;15;13;1;28;10;18
2121;Lagere publ.lichamen;Waterverkeer/beheersing;1993 2e kwartaal;71;33;37;20;17;3;51;16;35
2122;Lagere publ.lichamen;Waterverkeer/beheersing;1993 3e kwartaal;76;36;40;21;18;3;56;18;37
2123;Lagere publ.lichamen;Waterverkeer/beheersing;1993 4e kwartaal;88;44;44;21;18;3;67;25;41
2124;Lagere publ.lichamen;Waterverkeer/beheersing;1993;278;136;142;76;66;10;201;70;132
2125;Lagere publ.lichamen;Waterverkeer/beheersing;1994 1e kwartaal;51;28;24;18;16;2;33;11;22
2126;Lagere publ.lichamen;Waterverkeer/beheersing;1994 2e kwartaal;66;35;31;19;16;3;47;19;29
2127;Lagere publ.lichamen;Waterverkeer/beheersing;1994 3e kwartaal;78;39;39;22;19;3;56;21;35
2128;Lagere publ.lichamen;Waterverkeer/beheersing;1994 4e kwartaal;84;43;41;18;16;2;66;27;39
2129;Lagere publ.lichamen;Waterverkeer/beheersing;1994;279;145;135;77;67;10;203;78;125
2130;Lagere publ.lichamen;Waterverkeer/beheersing;1995 1e kwartaal;49;27;22;18;15;3;31;12;19
2131;Lagere publ.lichamen;Waterverkeer/beheersing;1995 2e kwartaal;80;39;40;21;18;4;59;22;36
2132;Lagere publ.lichamen;Waterverkeer/beheersing;1995 3e kwartaal;85;35;49;23;17;5;62;18;44
2133;Lagere publ.lichamen;Waterverkeer/beheersing;1995 4e kwartaal;147;47;101;20;16;4;128;31;97
2134;Lagere publ.lichamen;Waterverkeer/beheersing;1995;362;149;212;82;66;15;280;83;197
2135;Lagere publ.lichamen;Waterverkeer/beheersing;1996 1e kwartaal;85;25;60;18;15;3;68;11;57
2136;Lagere publ.lichamen;Waterverkeer/beheersing;1996 2e kwartaal;130;34;97;16;14;3;114;20;94
2137;Lagere publ.lichamen;Waterverkeer/beheersing;1996 3e kwartaal;129;36;93;19;15;4;110;20;89
2138;Lagere publ.lichamen;Waterverkeer/beheersing;1996 4e kwartaal;148;41;107;17;14;3;132;28;104
2139;Lagere publ.lichamen;Waterverkeer/beheersing;1996;493;136;357;70;57;13;423;79;344
2140;Lagere publ.lichamen;Waterverkeer/beheersing;1997 1e kwartaal;79;25;53;13;11;2;66;15;51
2141;Lagere publ.lichamen;Waterverkeer/beheersing;1997 2e kwartaal;78;24;54;13;10;3;64;14;50
2142;Lagere publ.lichamen;Waterverkeer/beheersing;1997 3e kwartaal;93;34;59;18;15;3;75;19;57
2143;Lagere publ.lichamen;Waterverkeer/beheersing;1997 4e kwartaal;103;38;65;14;12;2;88;25;63
2144;Lagere publ.lichamen;Waterverkeer/beheersing;1997;352;121;231;58;49;10;295;73;221
2145;Lagere publ.lichamen;Waterverkeer/beheersing;1998 1e kwartaal;71;21;50;13;10;3;59;11;47
2146;Lagere publ.lichamen;Waterverkeer/beheersing;1998 2e kwartaal;86;30;55;16;13;3;70;18;53
2147;Lagere publ.lichamen;Waterverkeer/beheersing;1998 3e kwartaal;108;41;66;17;15;2;90;27;64
2148;Lagere publ.lichamen;Waterverkeer/beheersing;1998 4e kwartaal;106;42;64;12;10;2;94;32;63
2149;Lagere publ.lichamen;Waterverkeer/beheersing;1998;371;134;236;57;47;10;314;88;226
2150;Lagere publ.lichamen;Waterverkeer/beheersing;1999 1e kwartaal;78;28;50;15;13;2;63;15;48
2151;Lagere publ.lichamen;Waterverkeer/beheersing;1999 2e kwartaal;86;33;53;15;12;3;71;21;50
2152;Lagere publ.lichamen;Waterverkeer/beheersing;1999 3e kwartaal;113;44;69;17;14;3;96;30;66
2153;Lagere publ.lichamen;Waterverkeer/beheersing;1999 4e kwartaal;137;48;89;16;12;5;121;36;85
2154;Lagere publ.lichamen;Waterverkeer/beheersing;1999;415;153;262;64;51;13;351;102;249
2155;Lagere publ.lichamen;Waterverkeer/beheersing;2000 1e kwartaal;87;24;63;13;9;5;74;15;59
2156;Lagere publ.lichamen;Waterverkeer/beheersing;2000 2e kwartaal;111;37;74;20;15;5;90;22;69
2157;Lagere publ.lichamen;Waterverkeer/beheersing;2000 3e kwartaal;161;47;114;26;12;14;135;35;100
2158;Lagere publ.lichamen;Waterverkeer/beheersing;2000 4e kwartaal;196;58;139;19;16;3;178;42;136
2159;Lagere publ.lichamen;Waterverkeer/beheersing;2000;555;166;389;79;52;26;477;114;363
2160;Lagere publ.lichamen;Waterverkeer/beheersing;2001 1e kwartaal;96;27;69;19;10;9;78;17;60
2161;Lagere publ.lichamen;Waterverkeer/beheersing;2001 2e kwartaal;119;43;76;14;12;2;105;32;74
2162;Lagere publ.lichamen;Waterverkeer/beheersing;2001 3e kwartaal;123;42;81;14;12;2;109;30;79
2163;Lagere publ.lichamen;Waterverkeer/beheersing;2001 4e kwartaal;159;64;95;27;25;3;132;40;92
2164;Lagere publ.lichamen;Waterverkeer/beheersing;2001;498;176;321;74;58;16;424;118;306
2165;Lagere publ.lichamen;Waterverkeer/beheersing;2002 1e kwartaal;73;30;43;10;7;2;63;22;41
2166;Lagere publ.lichamen;Waterverkeer/beheersing;2002 2e kwartaal;95;42;52;17;14;3;78;28;50
2167;Lagere publ.lichamen;Waterverkeer/beheersing;2002 3e kwartaal;86;45;41;16;14;2;70;31;39
2168;Lagere publ.lichamen;Waterverkeer/beheersing;2002 4e kwartaal;155;75;80;33;29;3;122;46;77
2169;Lagere publ.lichamen;Waterverkeer/beheersing;2002;409;192;217;75;64;11;334;128;206
2170;Lagere publ.lichamen;Waterverkeer/beheersing;2003 1e kwartaal;58;35;23;23;21;1;35;14;21
2171;Lagere publ.lichamen;Waterverkeer/beheersing;2003 2e kwartaal;84;40;44;17;15;2;66;25;41
2172;Lagere publ.lichamen;Waterverkeer/beheersing;2003 3e kwartaal;80;41;39;20;18;2;61;23;37
2173;Lagere publ.lichamen;Waterverkeer/beheersing;2003 4e kwartaal;143;79;64;31;26;5;112;53;59
2174;Lagere publ.lichamen;Waterverkeer/beheersing;2003;365;195;170;91;80;10;274;115;159
2175;Lagere publ.lichamen;Luchtverkeer;1989 1e kwartaal;0;0;0;0;0;0;0;0;0
2176;Lagere publ.lichamen;Luchtverkeer;1989 2e kwartaal;0;0;0;0;0;0;0;0;0
2177;Lagere publ.lichamen;Luchtverkeer;1989 3e kwartaal;0;0;0;0;0;0;0;0;0
2178;Lagere publ.lichamen;Luchtverkeer;1989 4e kwartaal;0;0;0;0;0;0;0;0;0
2179;Lagere publ.lichamen;Luchtverkeer;1989;0;0;0;0;0;0;0;0;0
2180;Lagere publ.lichamen;Luchtverkeer;1990 1e kwartaal;0;0;0;0;0;0;0;0;0
2181;Lagere publ.lichamen;Luchtverkeer;1990 2e kwartaal;0;0;0;0;0;0;0;0;0
2182;Lagere publ.lichamen;Luchtverkeer;1990 3e kwartaal;0;0;0;0;0;0;0;0;0
2183;Lagere publ.lichamen;Luchtverkeer;1990 4e kwartaal;0;0;0;0;0;0;0;0;0
2184;Lagere publ.lichamen;Luchtverkeer;1990;1;0;1;0;0;0;0;0;0
2185;Lagere publ.lichamen;Luchtverkeer;1991 1e kwartaal;0;0;0;0;0;0;0;0;0
2186;Lagere publ.lichamen;Luchtverkeer;1991 2e kwartaal;0;0;0;0;0;0;0;0;0
2187;Lagere publ.lichamen;Luchtverkeer;1991 3e kwartaal;0;0;0;0;0;0;0;0;0
2188;Lagere publ.lichamen;Luchtverkeer;1991 4e kwartaal;0;0;0;0;0;0;0;0;0
2189;Lagere publ.lichamen;Luchtverkeer;1991;0;0;0;0;0;0;0;0;0
2190;Lagere publ.lichamen;Luchtverkeer;1992 1e kwartaal;0;0;0;0;0;0;0;0;0
2191;Lagere publ.lichamen;Luchtverkeer;1992 2e kwartaal;0;0;0;0;0;0;0;0;0
2192;Lagere publ.lichamen;Luchtverkeer;1992 3e kwartaal;0;0;0;0;0;0;0;0;0
2193;Lagere publ.lichamen;Luchtverkeer;1992 4e kwartaal;0;0;0;0;0;0;0;0;0
2194;Lagere publ.lichamen;Luchtverkeer;1992;0;0;0;0;0;0;0;0;0
2195;Lagere publ.lichamen;Luchtverkeer;1993 1e kwartaal;0;0;0;0;0;0;0;0;0
2196;Lagere publ.lichamen;Luchtverkeer;1993 2e kwartaal;0;0;0;0;0;0;0;0;0
2197;Lagere publ.lichamen;Luchtverkeer;1993 3e kwartaal;0;0;0;0;0;0;0;0;0
2198;Lagere publ.lichamen;Luchtverkeer;1993 4e kwartaal;0;0;0;0;0;0;0;0;0
2199;Lagere publ.lichamen;Luchtverkeer;1993;0;0;0;0;0;0;0;0;0
2200;Lagere publ.lichamen;Luchtverkeer;1994 1e kwartaal;0;0;0;0;0;0;0;0;0
2201;Lagere publ.lichamen;Luchtverkeer;1994 2e kwartaal;0;0;0;0;0;0;0;0;0
2202;Lagere publ.lichamen;Luchtverkeer;1994 3e kwartaal;0;0;0;0;0;0;0;0;0
2203;Lagere publ.lichamen;Luchtverkeer;1994 4e kwartaal;0;0;0;0;0;0;0;0;0
2204;Lagere publ.lichamen;Luchtverkeer;1994;0;0;0;0;0;0;0;0;0
2205;Lagere publ.lichamen;Luchtverkeer;1995 1e kwartaal;0;0;0;0;0;0;0;0;0
2206;Lagere publ.lichamen;Luchtverkeer;1995 2e kwartaal;0;0;0;0;0;0;0;0;0
2207;Lagere publ.lichamen;Luchtverkeer;1995 3e kwartaal;0;0;0;0;0;0;0;0;0
2208;Lagere publ.lichamen;Luchtverkeer;1995 4e kwartaal;0;0;0;0;0;0;0;0;0
2209;Lagere publ.lichamen;Luchtverkeer;1995;0;0;0;0;0;0;0;0;0
2210;Lagere publ.lichamen;Luchtverkeer;1996 1e kwartaal;0;0;0;0;0;0;0;0;0
2211;Lagere publ.lichamen;Luchtverkeer;1996 2e kwartaal;0;0;0;0;0;0;0;0;0
2212;Lagere publ.lichamen;Luchtverkeer;1996 3e kwartaal;0;0;0;0;0;0;0;0;0
2213;Lagere publ.lichamen;Luchtverkeer;1996 4e kwartaal;0;0;0;0;0;0;0;0;0
2214;Lagere publ.lichamen;Luchtverkeer;1996;0;0;0;0;0;0;0;0;0
2215;Lagere publ.lichamen;Luchtverkeer;1997 1e kwartaal;0;0;0;0;0;0;0;0;0
2216;Lagere publ.lichamen;Luchtverkeer;1997 2e kwartaal;0;0;0;0;0;0;0;0;0
2217;Lagere publ.lichamen;Luchtverkeer;1997 3e kwartaal;0;0;0;0;0;0;0;0;0
2218;Lagere publ.lichamen;Luchtverkeer;1997 4e kwartaal;0;0;0;0;0;0;0;0;0
2219;Lagere publ.lichamen;Luchtverkeer;1997;0;0;0;0;0;0;0;0;0
2220;Lagere publ.lichamen;Luchtverkeer;1998 1e kwartaal;0;0;0;0;0;0;0;0;0
2221;Lagere publ.lichamen;Luchtverkeer;1998 2e kwartaal;0;0;0;0;0;0;0;0;0
2222;Lagere publ.lichamen;Luchtverkeer;1998 3e kwartaal;0;0;0;0;0;0;0;0;0
2223;Lagere publ.lichamen;Luchtverkeer;1998 4e kwartaal;0;0;0;0;0;0;0;0;0
2224;Lagere publ.lichamen;Luchtverkeer;1998;0;0;0;0;0;0;0;0;0
2225;Lagere publ.lichamen;Luchtverkeer;1999 1e kwartaal;0;0;0;0;0;0;0;0;0
2226;Lagere publ.lichamen;Luchtverkeer;1999 2e kwartaal;0;0;0;0;0;0;0;0;0
2227;Lagere publ.lichamen;Luchtverkeer;1999 3e kwartaal;0;0;0;0;0;0;0;0;0
2228;Lagere publ.lichamen;Luchtverkeer;1999 4e kwartaal;0;0;0;0;0;0;0;0;0
2229;Lagere publ.lichamen;Luchtverkeer;1999;0;0;0;0;0;0;0;0;0
2230;Lagere publ.lichamen;Luchtverkeer;2000 1e kwartaal;0;0;0;0;0;0;0;0;0
2231;Lagere publ.lichamen;Luchtverkeer;2000 2e kwartaal;0;0;0;0;0;0;0;0;0
2232;Lagere publ.lichamen;Luchtverkeer;2000 3e kwartaal;0;0;0;0;0;0;0;0;0
2233;Lagere publ.lichamen;Luchtverkeer;2000 4e kwartaal;0;0;0;0;0;0;0;0;0
2234;Lagere publ.lichamen;Luchtverkeer;2000;0;0;0;0;0;0;0;0;0
2235;Lagere publ.lichamen;Luchtverkeer;2001 1e kwartaal;0;0;0;0;0;0;0;0;0
2236;Lagere publ.lichamen;Luchtverkeer;2001 2e kwartaal;0;0;0;0;0;0;0;0;0
2237;Lagere publ.lichamen;Luchtverkeer;2001 3e kwartaal;0;0;0;0;0;0;0;0;0
2238;Lagere publ.lichamen;Luchtverkeer;2001 4e kwartaal;0;0;0;0;0;0;0;0;0
2239;Lagere publ.lichamen;Luchtverkeer;2001;0;0;0;0;0;0;0;0;0
2240;Lagere publ.lichamen;Luchtverkeer;2002 1e kwartaal;0;0;0;0;0;0;0;0;0
2241;Lagere publ.lichamen;Luchtverkeer;2002 2e kwartaal;0;0;0;0;0;0;0;0;0
2242;Lagere publ.lichamen;Luchtverkeer;2002 3e kwartaal;0;0;0;0;0;0;0;0;0
2243;Lagere publ.lichamen;Luchtverkeer;2002 4e kwartaal;0;0;0;0;0;0;0;0;0
2244;Lagere publ.lichamen;Luchtverkeer;2002;0;0;0;0;0;0;0;0;0
2245;Lagere publ.lichamen;Luchtverkeer;2003 1e kwartaal;0;0;0;0;0;0;0;0;0
2246;Lagere publ.lichamen;Luchtverkeer;2003 2e kwartaal;0;0;0;0;0;0;0;0;0
2247;Lagere publ.lichamen;Luchtverkeer;2003 3e kwartaal;1;1;0;1;1;0;0;0;0
2248;Lagere publ.lichamen;Luchtverkeer;2003 4e kwartaal;0;0;0;0;0;0;0;0;0
2249;Lagere publ.lichamen;Luchtverkeer;2003;1;1;0;1;1;0;0;0;0
2250;Lagere publ.lichamen;Railvervoer;1989 1e kwartaal;2;0;2;1;0;1;0;0;0
2251;Lagere publ.lichamen;Railvervoer;1989 2e kwartaal;2;0;2;1;0;1;1;0;1
2252;Lagere publ.lichamen;Railvervoer;1989 3e kwartaal;0;0;0;0;0;0;0;0;0
2253;Lagere publ.lichamen;Railvervoer;1989 4e kwartaal;2;0;2;2;0;2;0;0;0
2254;Lagere publ.lichamen;Railvervoer;1989;6;0;6;4;0;4;2;0;2
2255;Lagere publ.lichamen;Railvervoer;1990 1e kwartaal;0;0;0;0;0;0;0;0;0
2256;Lagere publ.lichamen;Railvervoer;1990 2e kwartaal;0;0;0;0;0;0;0;0;0
2257;Lagere publ.lichamen;Railvervoer;1990 3e kwartaal;0;0;0;0;0;0;0;0;0
2258;Lagere publ.lichamen;Railvervoer;1990 4e kwartaal;0;0;0;0;0;0;0;0;0
2259;Lagere publ.lichamen;Railvervoer;1990;0;0;0;0;0;0;0;0;0
2260;Lagere publ.lichamen;Railvervoer;1991 1e kwartaal;0;0;0;0;0;0;0;0;0
2261;Lagere publ.lichamen;Railvervoer;1991 2e kwartaal;0;0;0;0;0;0;0;0;0
2262;Lagere publ.lichamen;Railvervoer;1991 3e kwartaal;0;0;0;0;0;0;0;0;0
2263;Lagere publ.lichamen;Railvervoer;1991 4e kwartaal;0;0;0;0;0;0;0;0;0
2264;Lagere publ.lichamen;Railvervoer;1991;0;0;0;0;0;0;0;0;0
2265;Lagere publ.lichamen;Railvervoer;1992 1e kwartaal;0;0;0;0;0;0;0;0;0
2266;Lagere publ.lichamen;Railvervoer;1992 2e kwartaal;1;0;1;0;0;0;1;0;1
2267;Lagere publ.lichamen;Railvervoer;1992 3e kwartaal;1;0;1;0;0;0;1;0;1
2268;Lagere publ.lichamen;Railvervoer;1992 4e kwartaal;1;0;1;0;0;0;1;0;1
2269;Lagere publ.lichamen;Railvervoer;1992;5;0;4;0;0;0;4;0;4
2270;Lagere publ.lichamen;Railvervoer;1993 1e kwartaal;2;0;2;0;0;0;2;0;2
2271;Lagere publ.lichamen;Railvervoer;1993 2e kwartaal;0;0;0;0;0;0;0;0;0
2272;Lagere publ.lichamen;Railvervoer;1993 3e kwartaal;0;0;0;0;0;0;0;0;0
2273;Lagere publ.lichamen;Railvervoer;1993 4e kwartaal;0;0;0;0;0;0;0;0;0
2274;Lagere publ.lichamen;Railvervoer;1993;2;0;2;0;0;0;2;0;2
2275;Lagere publ.lichamen;Railvervoer;1994 1e kwartaal;2;0;2;0;0;0;2;0;2
2276;Lagere publ.lichamen;Railvervoer;1994 2e kwartaal;3;0;3;0;0;0;3;0;3
2277;Lagere publ.lichamen;Railvervoer;1994 3e kwartaal;0;0;0;0;0;0;0;0;0
2278;Lagere publ.lichamen;Railvervoer;1994 4e kwartaal;0;0;0;0;0;0;0;0;0
2279;Lagere publ.lichamen;Railvervoer;1994;5;0;5;0;0;0;5;0;5
2280;Lagere publ.lichamen;Railvervoer;1995 1e kwartaal;0;0;0;0;0;0;0;0;0
2281;Lagere publ.lichamen;Railvervoer;1995 2e kwartaal;0;0;0;0;0;0;0;0;0
2282;Lagere publ.lichamen;Railvervoer;1995 3e kwartaal;0;0;0;0;0;0;0;0;0
2283;Lagere publ.lichamen;Railvervoer;1995 4e kwartaal;0;0;0;0;0;0;0;0;0
2284;Lagere publ.lichamen;Railvervoer;1995;1;0;1;0;0;0;0;0;0
2285;Lagere publ.lichamen;Railvervoer;1996 1e kwartaal;0;0;0;0;0;0;0;0;0
2286;Lagere publ.lichamen;Railvervoer;1996 2e kwartaal;0;0;0;0;0;0;0;0;0
2287;Lagere publ.lichamen;Railvervoer;1996 3e kwartaal;0;0;0;0;0;0;0;0;0
2288;Lagere publ.lichamen;Railvervoer;1996 4e kwartaal;0;0;0;0;0;0;0;0;0
2289;Lagere publ.lichamen;Railvervoer;1996;1;0;0;0;0;0;0;0;0
2290;Lagere publ.lichamen;Railvervoer;1997 1e kwartaal;0;0;0;0;0;0;0;0;0
2291;Lagere publ.lichamen;Railvervoer;1997 2e kwartaal;0;0;0;0;0;0;0;0;0
2292;Lagere publ.lichamen;Railvervoer;1997 3e kwartaal;0;0;0;0;0;0;0;0;0
2293;Lagere publ.lichamen;Railvervoer;1997 4e kwartaal;1;1;0;1;1;0;0;0;0
2294;Lagere publ.lichamen;Railvervoer;1997;3;2;0;1;1;0;1;1;0
2295;Lagere publ.lichamen;Railvervoer;1998 1e kwartaal;3;0;3;0;0;0;3;0;3
2296;Lagere publ.lichamen;Railvervoer;1998 2e kwartaal;1;0;1;0;0;0;1;0;1
2297;Lagere publ.lichamen;Railvervoer;1998 3e kwartaal;5;1;4;1;1;1;4;1;3
2298;Lagere publ.lichamen;Railvervoer;1998 4e kwartaal;0;0;0;0;0;0;0;0;0
2299;Lagere publ.lichamen;Railvervoer;1998;10;2;8;2;1;1;7;1;6
2300;Lagere publ.lichamen;Railvervoer;1999 1e kwartaal;3;0;2;0;0;0;2;0;2
2301;Lagere publ.lichamen;Railvervoer;1999 2e kwartaal;0;0;0;0;0;0;0;0;0
2302;Lagere publ.lichamen;Railvervoer;1999 3e kwartaal;4;1;3;1;1;1;3;1;2
2303;Lagere publ.lichamen;Railvervoer;1999 4e kwartaal;4;0;3;0;0;0;3;0;3
2304;Lagere publ.lichamen;Railvervoer;1999;10;2;9;2;1;1;8;1;7
2305;Lagere publ.lichamen;Railvervoer;2000 1e kwartaal;4;0;3;0;0;0;3;0;3
2306;Lagere publ.lichamen;Railvervoer;2000 2e kwartaal;17;0;17;1;0;1;16;0;16
2307;Lagere publ.lichamen;Railvervoer;2000 3e kwartaal;11;1;10;1;1;0;11;1;10
2308;Lagere publ.lichamen;Railvervoer;2000 4e kwartaal;1;0;0;0;0;0;0;0;0
2309;Lagere publ.lichamen;Railvervoer;2000;33;2;30;3;1;1;30;1;29
2310;Lagere publ.lichamen;Railvervoer;2001 1e kwartaal;17;0;17;15;0;15;2;0;2
2311;Lagere publ.lichamen;Railvervoer;2001 2e kwartaal;2;1;2;0;0;0;2;0;2
2312;Lagere publ.lichamen;Railvervoer;2001 3e kwartaal;31;1;30;1;1;0;30;0;30
2313;Lagere publ.lichamen;Railvervoer;2001 4e kwartaal;12;2;10;1;1;0;11;1;10
2314;Lagere publ.lichamen;Railvervoer;2001;62;4;59;17;2;15;45;1;44
2315;Lagere publ.lichamen;Railvervoer;2002 1e kwartaal;76;1;75;1;1;0;75;0;75
2316;Lagere publ.lichamen;Railvervoer;2002 2e kwartaal;68;2;66;2;2;0;66;0;66
2317;Lagere publ.lichamen;Railvervoer;2002 3e kwartaal;3;2;1;1;1;0;1;0;1
2318;Lagere publ.lichamen;Railvervoer;2002 4e kwartaal;3;2;1;2;2;0;1;0;1
2319;Lagere publ.lichamen;Railvervoer;2002;150;7;143;6;6;0;144;1;143
2320;Lagere publ.lichamen;Railvervoer;2003 1e kwartaal;1;1;0;1;1;0;0;0;0
2321;Lagere publ.lichamen;Railvervoer;2003 2e kwartaal;49;8;42;9;5;4;41;3;38
2322;Lagere publ.lichamen;Railvervoer;2003 3e kwartaal;4;3;1;2;2;0;1;1;1
2323;Lagere publ.lichamen;Railvervoer;2003 4e kwartaal;7;5;2;4;4;0;3;1;2
2324;Lagere publ.lichamen;Railvervoer;2003;13;10;3;7;7;0;6;3;3
2325;Lagere publ.lichamen;Riolering;1989 1e kwartaal;30;11;19;10;7;4;20;5;15
2326;Lagere publ.lichamen;Riolering;1989 2e kwartaal;49;15;34;15;8;6;34;6;28
2327;Lagere publ.lichamen;Riolering;1989 3e kwartaal;53;18;35;17;10;6;36;8;29
2328;Lagere publ.lichamen;Riolering;1989 4e kwartaal;52;15;37;14;8;6;39;7;31
2329;Lagere publ.lichamen;Riolering;1989;185;59;125;56;34;23;128;26;102
2330;Lagere publ.lichamen;Riolering;1990 1e kwartaal;35;15;20;12;8;4;23;6;16
2331;Lagere publ.lichamen;Riolering;1990 2e kwartaal;52;19;34;17;10;8;34;9;26
2332;Lagere publ.lichamen;Riolering;1990 3e kwartaal;55;19;37;19;10;8;37;8;29
2333;Lagere publ.lichamen;Riolering;1990 4e kwartaal;59;22;37;19;12;7;40;11;29
