ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
3077;Bedrijven;Waterverkeer/beheersing;1989 3e kwartaal;19;5;14;0;0;0;19;5;14
3078;Bedrijven;Waterverkeer/beheersing;1989 4e kwartaal;30;7;23;0;0;0;29;6;23
3079;Bedrijven;Waterverkeer/beheersing;1989;79;21;58;0;0;0;79;20;58
3080;Bedrijven;Waterverkeer/beheersing;1990 1e kwartaal;25;5;19;0;0;0;24;5;19
3081;Bedrijven;Waterverkeer/beheersing;1990 2e kwartaal;24;5;19;0;0;0;24;5;19
3082;Bedrijven;Waterverkeer/beheersing;1990 3e kwartaal;24;5;19;0;0;0;24;5;19
3083;Bedrijven;Waterverkeer/beheersing;1990 4e kwartaal;55;5;50;0;0;0;55;5;50
3084;Bedrijven;Waterverkeer/beheersing;1990;128;21;107;0;0;0;127;21;107
3085;Bedrijven;Waterverkeer/beheersing;1991 1e kwartaal;13;3;10;0;0;0;13;3;10
3086;Bedrijven;Waterverkeer/beheersing;1991 2e kwartaal;17;4;13;0;0;0;17;4;13
3087;Bedrijven;Waterverkeer/beheersing;1991 3e kwartaal;21;5;16;0;0;0;20;5;15
3088;Bedrijven;Waterverkeer/beheersing;1991 4e kwartaal;36;8;29;0;0;0;36;8;29
3089;Bedrijven;Waterverkeer/beheersing;1991;87;20;67;0;0;0;87;20;67
3090;Bedrijven;Waterverkeer/beheersing;1992 1e kwartaal;21;5;16;0;0;0;21;5;16
3091;Bedrijven;Waterverkeer/beheersing;1992 2e kwartaal;20;5;15;0;0;0;20;5;15
3092;Bedrijven;Waterverkeer/beheersing;1992 3e kwartaal;25;5;20;0;0;0;25;5;20
3093;Bedrijven;Waterverkeer/beheersing;1992 4e kwartaal;34;0;33;0;0;0;34;0;33
3094;Bedrijven;Waterverkeer/beheersing;1992;99;16;83;0;0;0;99;16;83
3095;Bedrijven;Waterverkeer/beheersing;1993 1e kwartaal;31;5;26;0;0;0;31;5;26
3096;Bedrijven;Waterverkeer/beheersing;1993 2e kwartaal;25;5;20;0;0;0;25;5;20
3097;Bedrijven;Waterverkeer/beheersing;1993 3e kwartaal;37;5;32;0;0;0;37;5;32
3098;Bedrijven;Waterverkeer/beheersing;1993 4e kwartaal;37;4;34;0;0;0;37;3;34
3099;Bedrijven;Waterverkeer/beheersing;1993;131;20;112;0;0;0;131;19;112
3100;Bedrijven;Waterverkeer/beheersing;1994 1e kwartaal;21;5;16;3;3;0;18;2;16
3101;Bedrijven;Waterverkeer/beheersing;1994 2e kwartaal;25;5;20;3;3;0;21;2;20
3102;Bedrijven;Waterverkeer/beheersing;1994 3e kwartaal;25;5;20;3;3;0;22;2;20
3103;Bedrijven;Waterverkeer/beheersing;1994 4e kwartaal;21;6;14;4;4;0;17;3;14
3104;Bedrijven;Waterverkeer/beheersing;1994;92;22;70;14;14;0;79;8;70
3105;Bedrijven;Waterverkeer/beheersing;1995 1e kwartaal;23;5;18;3;3;0;20;2;18
3106;Bedrijven;Waterverkeer/beheersing;1995 2e kwartaal;29;5;23;3;3;0;25;2;23
3107;Bedrijven;Waterverkeer/beheersing;1995 3e kwartaal;29;5;24;3;3;0;26;2;24
3108;Bedrijven;Waterverkeer/beheersing;1995 4e kwartaal;38;6;32;4;4;0;34;2;32
3109;Bedrijven;Waterverkeer/beheersing;1995;119;22;97;13;13;0;106;9;97
3110;Bedrijven;Waterverkeer/beheersing;1996 1e kwartaal;21;5;17;3;3;0;19;2;17
3111;Bedrijven;Waterverkeer/beheersing;1996 2e kwartaal;36;5;31;3;3;0;33;2;31
3112;Bedrijven;Waterverkeer/beheersing;1996 3e kwartaal;29;5;24;3;3;0;26;2;24
3113;Bedrijven;Waterverkeer/beheersing;1996 4e kwartaal;46;8;38;3;3;0;43;5;38
3114;Bedrijven;Waterverkeer/beheersing;1996;132;23;109;12;12;0;120;11;109
3115;Bedrijven;Waterverkeer/beheersing;1997 1e kwartaal;27;6;21;3;3;0;24;3;21
3116;Bedrijven;Waterverkeer/beheersing;1997 2e kwartaal;29;5;24;3;3;0;27;3;24
3117;Bedrijven;Waterverkeer/beheersing;1997 3e kwartaal;42;5;37;3;3;0;39;2;37
3118;Bedrijven;Waterverkeer/beheersing;1997 4e kwartaal;49;5;44;3;3;0;46;3;43
3119;Bedrijven;Waterverkeer/beheersing;1997;147;22;125;12;12;0;136;11;125
3120;Bedrijven;Waterverkeer/beheersing;1998 1e kwartaal;28;5;23;2;2;0;26;3;23
3121;Bedrijven;Waterverkeer/beheersing;1998 2e kwartaal;29;5;24;2;2;0;26;3;24
3122;Bedrijven;Waterverkeer/beheersing;1998 3e kwartaal;34;5;29;2;2;0;32;3;29
3123;Bedrijven;Waterverkeer/beheersing;1998 4e kwartaal;44;8;36;4;3;0;40;5;36
3124;Bedrijven;Waterverkeer/beheersing;1998;135;23;113;10;10;0;125;13;113
3125;Bedrijven;Waterverkeer/beheersing;1999 1e kwartaal;27;5;22;2;2;0;25;3;22
3126;Bedrijven;Waterverkeer/beheersing;1999 2e kwartaal;29;5;24;2;2;0;26;3;24
3127;Bedrijven;Waterverkeer/beheersing;1999 3e kwartaal;29;6;23;3;3;0;27;3;23
3128;Bedrijven;Waterverkeer/beheersing;1999 4e kwartaal;38;7;31;2;2;0;36;5;31
3129;Bedrijven;Waterverkeer/beheersing;1999;123;24;100;10;10;0;113;14;99
3130;Bedrijven;Waterverkeer/beheersing;2000 1e kwartaal;10;3;7;2;2;0;8;0;7
3131;Bedrijven;Waterverkeer/beheersing;2000 2e kwartaal;17;5;12;3;3;0;14;2;12
3132;Bedrijven;Waterverkeer/beheersing;2000 3e kwartaal;22;6;16;3;3;0;19;3;16
3133;Bedrijven;Waterverkeer/beheersing;2000 4e kwartaal;54;7;46;3;3;0;51;4;46
3134;Bedrijven;Waterverkeer/beheersing;2000;103;21;81;12;11;0;91;10;81
3135;Bedrijven;Waterverkeer/beheersing;2001 1e kwartaal;21;4;16;2;2;1;19;3;16
3136;Bedrijven;Waterverkeer/beheersing;2001 2e kwartaal;27;4;22;2;2;0;25;2;22
3137;Bedrijven;Waterverkeer/beheersing;2001 3e kwartaal;30;5;26;2;2;0;28;3;26
3138;Bedrijven;Waterverkeer/beheersing;2001 4e kwartaal;51;10;41;2;2;0;49;8;41
3139;Bedrijven;Waterverkeer/beheersing;2001;129;23;105;8;8;1;120;16;105
3140;Bedrijven;Waterverkeer/beheersing;2002 1e kwartaal;41;10;31;3;3;0;37;7;31
3141;Bedrijven;Waterverkeer/beheersing;2002 2e kwartaal;50;9;40;3;3;0;46;6;40
3142;Bedrijven;Waterverkeer/beheersing;2002 3e kwartaal;49;8;40;2;2;0;47;6;40
3143;Bedrijven;Waterverkeer/beheersing;2002 4e kwartaal;35;7;28;2;2;0;33;5;28
3144;Bedrijven;Waterverkeer/beheersing;2002;174;34;140;11;10;1;163;24;139
3145;Bedrijven;Waterverkeer/beheersing;2003 1e kwartaal;43;10;33;4;3;0;39;7;32
3146;Bedrijven;Waterverkeer/beheersing;2003 2e kwartaal;44;8;35;3;3;0;40;5;35
3147;Bedrijven;Waterverkeer/beheersing;2003 3e kwartaal;40;9;31;3;3;0;36;5;31
3148;Bedrijven;Waterverkeer/beheersing;2003 4e kwartaal;33;6;27;3;2;1;30;4;27
3149;Bedrijven;Waterverkeer/beheersing;2003;159;33;126;13;11;1;146;21;125
3150;Bedrijven;Luchtverkeer;1989 1e kwartaal;3;0;3;0;0;0;3;0;3
3151;Bedrijven;Luchtverkeer;1989 2e kwartaal;5;0;5;0;0;0;5;0;5
3152;Bedrijven;Luchtverkeer;1989 3e kwartaal;7;0;7;0;0;0;7;0;7
3153;Bedrijven;Luchtverkeer;1989 4e kwartaal;9;0;8;0;0;0;9;0;8
3154;Bedrijven;Luchtverkeer;1989;24;1;23;0;0;0;24;1;23
3155;Bedrijven;Luchtverkeer;1990 1e kwartaal;5;0;5;0;0;0;5;0;5
3156;Bedrijven;Luchtverkeer;1990 2e kwartaal;9;0;9;0;0;0;9;0;9
3157;Bedrijven;Luchtverkeer;1990 3e kwartaal;13;0;13;0;0;0;13;0;13
3158;Bedrijven;Luchtverkeer;1990 4e kwartaal;5;0;5;0;0;0;5;0;5
3159;Bedrijven;Luchtverkeer;1990;32;0;32;0;0;0;32;0;32
3160;Bedrijven;Luchtverkeer;1991 1e kwartaal;5;0;5;0;0;0;5;0;5
3161;Bedrijven;Luchtverkeer;1991 2e kwartaal;14;0;14;0;0;0;14;0;14
3162;Bedrijven;Luchtverkeer;1991 3e kwartaal;11;0;11;0;0;0;11;0;11
3163;Bedrijven;Luchtverkeer;1991 4e kwartaal;10;0;10;0;0;0;10;0;10
3164;Bedrijven;Luchtverkeer;1991;40;0;40;0;0;0;40;0;40
3165;Bedrijven;Luchtverkeer;1992 1e kwartaal;14;0;14;0;0;0;14;0;14
3166;Bedrijven;Luchtverkeer;1992 2e kwartaal;25;0;25;0;0;0;25;0;25
3167;Bedrijven;Luchtverkeer;1992 3e kwartaal;8;0;8;0;0;0;8;0;8
3168;Bedrijven;Luchtverkeer;1992 4e kwartaal;7;0;7;0;0;0;7;0;7
3169;Bedrijven;Luchtverkeer;1992;54;0;54;0;0;0;54;0;54
3170;Bedrijven;Luchtverkeer;1993 1e kwartaal;7;0;6;0;0;0;7;0;6
3171;Bedrijven;Luchtverkeer;1993 2e kwartaal;5;0;5;0;0;0;5;0;5
3172;Bedrijven;Luchtverkeer;1993 3e kwartaal;6;0;6;0;0;0;6;0;6
3173;Bedrijven;Luchtverkeer;1993 4e kwartaal;10;0;10;0;0;0;10;0;10
3174;Bedrijven;Luchtverkeer;1993;28;0;27;0;0;0;28;0;27
3175;Bedrijven;Luchtverkeer;1994 1e kwartaal;9;0;8;0;0;0;8;0;8
3176;Bedrijven;Luchtverkeer;1994 2e kwartaal;10;0;10;0;0;0;10;0;10
3177;Bedrijven;Luchtverkeer;1994 3e kwartaal;4;0;4;0;0;0;4;0;4
3178;Bedrijven;Luchtverkeer;1994 4e kwartaal;5;0;5;0;0;0;5;0;5
3179;Bedrijven;Luchtverkeer;1994;27;0;27;0;0;0;27;0;27
3180;Bedrijven;Luchtverkeer;1995 1e kwartaal;9;0;9;0;0;0;9;0;9
3181;Bedrijven;Luchtverkeer;1995 2e kwartaal;8;0;8;0;0;0;8;0;8
3182;Bedrijven;Luchtverkeer;1995 3e kwartaal;6;0;5;0;0;0;6;0;5
3183;Bedrijven;Luchtverkeer;1995 4e kwartaal;5;0;5;0;0;0;5;0;5
3184;Bedrijven;Luchtverkeer;1995;27;0;27;0;0;0;27;0;27
3185;Bedrijven;Luchtverkeer;1996 1e kwartaal;8;0;8;0;0;0;8;0;8
3186;Bedrijven;Luchtverkeer;1996 2e kwartaal;12;0;11;0;0;0;12;0;11
3187;Bedrijven;Luchtverkeer;1996 3e kwartaal;5;0;5;0;0;0;5;0;5
3188;Bedrijven;Luchtverkeer;1996 4e kwartaal;6;0;6;0;0;0;6;0;6
3189;Bedrijven;Luchtverkeer;1996;31;0;30;0;0;0;31;0;30
3190;Bedrijven;Luchtverkeer;1997 1e kwartaal;9;0;8;0;0;0;9;0;8
3191;Bedrijven;Luchtverkeer;1997 2e kwartaal;21;0;21;0;0;0;21;0;21
3192;Bedrijven;Luchtverkeer;1997 3e kwartaal;21;0;21;0;0;0;21;0;21
3193;Bedrijven;Luchtverkeer;1997 4e kwartaal;21;0;21;0;0;0;21;0;21
3194;Bedrijven;Luchtverkeer;1997;72;0;71;0;0;0;72;0;71
3195;Bedrijven;Luchtverkeer;1998 1e kwartaal;27;0;27;0;0;0;27;0;27
3196;Bedrijven;Luchtverkeer;1998 2e kwartaal;26;0;26;0;0;0;26;0;26
3197;Bedrijven;Luchtverkeer;1998 3e kwartaal;27;0;27;0;0;0;27;0;27
3198;Bedrijven;Luchtverkeer;1998 4e kwartaal;25;0;25;0;0;0;25;0;25
3199;Bedrijven;Luchtverkeer;1998;105;0;104;0;0;0;105;0;104
3200;Bedrijven;Luchtverkeer;1999 1e kwartaal;31;0;31;0;0;0;31;0;31
3201;Bedrijven;Luchtverkeer;1999 2e kwartaal;33;0;33;0;0;0;33;0;33
3202;Bedrijven;Luchtverkeer;1999 3e kwartaal;31;0;31;0;0;0;31;0;31
3203;Bedrijven;Luchtverkeer;1999 4e kwartaal;31;0;31;0;0;0;31;0;31
3204;Bedrijven;Luchtverkeer;1999;126;0;126;0;0;0;126;0;126
3205;Bedrijven;Luchtverkeer;2000 1e kwartaal;35;0;35;0;0;0;35;0;35
3206;Bedrijven;Luchtverkeer;2000 2e kwartaal;24;0;24;0;0;0;24;0;24
3207;Bedrijven;Luchtverkeer;2000 3e kwartaal;15;0;15;0;0;0;15;0;15
3208;Bedrijven;Luchtverkeer;2000 4e kwartaal;10;0;10;0;0;0;10;0;10
3209;Bedrijven;Luchtverkeer;2000;83;0;83;0;0;0;83;0;83
3210;Bedrijven;Luchtverkeer;2001 1e kwartaal;18;0;18;0;0;0;18;0;18
3211;Bedrijven;Luchtverkeer;2001 2e kwartaal;5;0;5;0;0;0;5;0;5
3212;Bedrijven;Luchtverkeer;2001 3e kwartaal;15;0;15;0;0;0;15;0;15
3213;Bedrijven;Luchtverkeer;2001 4e kwartaal;76;0;76;0;0;0;76;0;76
3214;Bedrijven;Luchtverkeer;2001;114;0;114;0;0;0;114;0;113
3215;Bedrijven;Luchtverkeer;2002 1e kwartaal;17;0;17;1;0;1;16;0;16
3216;Bedrijven;Luchtverkeer;2002 2e kwartaal;5;0;5;0;0;0;5;0;5
3217;Bedrijven;Luchtverkeer;2002 3e kwartaal;76;0;76;0;0;0;76;0;76
3218;Bedrijven;Luchtverkeer;2002 4e kwartaal;85;0;85;0;0;0;85;0;85
3219;Bedrijven;Luchtverkeer;2002;184;1;183;1;0;1;183;1;183
3220;Bedrijven;Luchtverkeer;2003 1e kwartaal;16;0;16;0;0;0;16;0;16
3221;Bedrijven;Luchtverkeer;2003 2e kwartaal;38;0;38;0;0;0;38;0;38
3222;Bedrijven;Luchtverkeer;2003 3e kwartaal;81;0;81;0;0;0;81;0;81
3223;Bedrijven;Luchtverkeer;2003 4e kwartaal;14;0;14;0;0;0;14;0;14
3224;Bedrijven;Luchtverkeer;2003;149;0;149;0;0;0;149;0;149
3225;Bedrijven;Railvervoer;1989 1e kwartaal;98;17;80;37;13;25;60;5;55
3226;Bedrijven;Railvervoer;1989 2e kwartaal;103;13;90;37;10;27;66;3;63
3227;Bedrijven;Railvervoer;1989 3e kwartaal;115;20;95;44;15;28;72;5;67
3228;Bedrijven;Railvervoer;1989 4e kwartaal;147;20;127;40;15;25;107;5;102
3229;Bedrijven;Railvervoer;1989;463;71;392;158;53;105;305;18;287
3230;Bedrijven;Railvervoer;1990 1e kwartaal;120;20;99;47;17;30;73;4;69
3231;Bedrijven;Railvervoer;1990 2e kwartaal;131;20;112;51;16;35;80;4;77
3232;Bedrijven;Railvervoer;1990 3e kwartaal;147;19;129;57;15;42;91;5;86
3233;Bedrijven;Railvervoer;1990 4e kwartaal;191;21;170;65;15;50;126;5;120
3234;Bedrijven;Railvervoer;1990;589;80;510;220;63;157;369;17;352
3235;Bedrijven;Railvervoer;1991 1e kwartaal;127;10;117;46;7;39;81;3;78
3236;Bedrijven;Railvervoer;1991 2e kwartaal;143;4;140;61;2;58;83;1;82
3237;Bedrijven;Railvervoer;1991 3e kwartaal;153;4;149;54;2;52;99;2;97
3238;Bedrijven;Railvervoer;1991 4e kwartaal;212;5;208;64;3;61;148;2;147
3239;Bedrijven;Railvervoer;1991;636;22;614;225;14;211;411;8;403
3240;Bedrijven;Railvervoer;1992 1e kwartaal;137;10;127;49;7;42;88;3;85
3241;Bedrijven;Railvervoer;1992 2e kwartaal;141;10;131;50;6;44;91;3;88
3242;Bedrijven;Railvervoer;1992 3e kwartaal;163;9;154;53;6;47;110;3;107
3243;Bedrijven;Railvervoer;1992 4e kwartaal;280;11;268;77;7;69;203;4;199
3244;Bedrijven;Railvervoer;1992;720;40;680;229;27;202;491;13;478
3245;Bedrijven;Railvervoer;1993 1e kwartaal;157;11;146;54;7;47;103;4;99
3246;Bedrijven;Railvervoer;1993 2e kwartaal;187;19;167;64;13;52;122;6;116
3247;Bedrijven;Railvervoer;1993 3e kwartaal;275;20;255;89;15;75;186;6;180
3248;Bedrijven;Railvervoer;1993 4e kwartaal;253;6;246;73;4;69;180;2;178
3249;Bedrijven;Railvervoer;1993;871;56;815;280;39;242;591;18;573
3250;Bedrijven;Railvervoer;1994 1e kwartaal;159;10;149;56;7;49;103;3;101
3251;Bedrijven;Railvervoer;1994 2e kwartaal;234;18;216;74;13;61;159;5;154
3252;Bedrijven;Railvervoer;1994 3e kwartaal;218;20;198;72;14;58;146;6;140
3253;Bedrijven;Railvervoer;1994 4e kwartaal;281;25;256;84;17;68;196;8;189
3254;Bedrijven;Railvervoer;1994;891;72;820;286;50;236;605;21;584
3255;Bedrijven;Railvervoer;1995 1e kwartaal;222;29;192;45;5;40;177;25;152
3256;Bedrijven;Railvervoer;1995 2e kwartaal;199;19;180;41;3;38;158;15;142
3257;Bedrijven;Railvervoer;1995 3e kwartaal;214;35;179;41;1;39;173;34;140
3258;Bedrijven;Railvervoer;1995 4e kwartaal;322;55;267;50;1;49;272;54;218
3259;Bedrijven;Railvervoer;1995;957;139;819;177;10;167;781;129;652
3260;Bedrijven;Railvervoer;1996 1e kwartaal;196;46;151;27;7;20;170;38;132
3261;Bedrijven;Railvervoer;1996 2e kwartaal;195;64;130;7;1;5;187;63;125
3262;Bedrijven;Railvervoer;1996 3e kwartaal;236;47;189;7;1;6;230;46;183
3263;Bedrijven;Railvervoer;1996 4e kwartaal;285;80;205;8;1;7;277;79;198
3264;Bedrijven;Railvervoer;1996;913;238;675;49;11;38;864;226;638
3265;Bedrijven;Railvervoer;1997 1e kwartaal;235;95;140;5;2;2;231;93;137
3266;Bedrijven;Railvervoer;1997 2e kwartaal;248;115;133;5;2;3;243;113;130
3267;Bedrijven;Railvervoer;1997 3e kwartaal;256;131;126;3;1;2;253;130;123
3268;Bedrijven;Railvervoer;1997 4e kwartaal;245;87;158;5;1;3;241;85;156
3269;Bedrijven;Railvervoer;1997;985;428;557;17;7;10;967;421;546
3270;Bedrijven;Railvervoer;1998 1e kwartaal;218;69;150;5;2;3;214;67;147
3271;Bedrijven;Railvervoer;1998 2e kwartaal;215;87;128;6;4;3;209;83;126
3272;Bedrijven;Railvervoer;1998 3e kwartaal;299;129;170;5;2;3;294;127;167
3273;Bedrijven;Railvervoer;1998 4e kwartaal;342;165;177;6;3;3;335;162;174
3274;Bedrijven;Railvervoer;1998;1075;450;625;23;11;12;1052;439;613
3275;Bedrijven;Railvervoer;1999 1e kwartaal;226;64;162;5;2;3;222;62;160
3276;Bedrijven;Railvervoer;1999 2e kwartaal;236;94;142;8;3;5;228;91;137
3277;Bedrijven;Railvervoer;1999 3e kwartaal;250;86;164;6;3;3;245;83;161
3278;Bedrijven;Railvervoer;1999 4e kwartaal;407;138;269;8;4;4;399;134;265
3279;Bedrijven;Railvervoer;1999;1120;382;738;26;11;15;1094;371;723
3280;Bedrijven;Railvervoer;2000 1e kwartaal;217;66;151;7;3;5;210;64;146
3281;Bedrijven;Railvervoer;2000 2e kwartaal;320;87;233;8;3;5;312;84;228
3282;Bedrijven;Railvervoer;2000 3e kwartaal;440;99;341;10;2;8;430;96;334
3283;Bedrijven;Railvervoer;2000 4e kwartaal;441;148;293;68;3;65;373;145;227
3284;Bedrijven;Railvervoer;2000;1419;400;1018;93;11;83;1325;389;936
3285;Bedrijven;Railvervoer;2001 1e kwartaal;425;81;344;19;4;15;406;77;329
3286;Bedrijven;Railvervoer;2001 2e kwartaal;409;99;310;11;4;8;398;95;303
3287;Bedrijven;Railvervoer;2001 3e kwartaal;502;106;396;11;4;8;491;102;389
3288;Bedrijven;Railvervoer;2001 4e kwartaal;665;195;469;4;1;3;661;194;467
3289;Bedrijven;Railvervoer;2001;2001;481;1520;46;13;33;1955;468;1487
3290;Bedrijven;Railvervoer;2002 1e kwartaal;377;85;292;13;5;7;364;79;285
3291;Bedrijven;Railvervoer;2002 2e kwartaal;632;132;500;11;5;7;621;127;494
3292;Bedrijven;Railvervoer;2002 3e kwartaal;589;124;465;7;4;3;582;120;461
3293;Bedrijven;Railvervoer;2002 4e kwartaal;739;205;534;8;4;5;731;201;529
3294;Bedrijven;Railvervoer;2002;2337;546;1791;40;18;22;2297;528;1769
3295;Bedrijven;Railvervoer;2003 1e kwartaal;487;76;412;2;2;0;486;74;412
3296;Bedrijven;Railvervoer;2003 2e kwartaal;503;115;388;0;0;0;503;115;388
3297;Bedrijven;Railvervoer;2003 3e kwartaal;475;92;383;8;4;3;467;87;380
3298;Bedrijven;Railvervoer;2003 4e kwartaal;897;214;683;8;4;3;889;210;680
3299;Bedrijven;Railvervoer;2003;2410;503;1907;25;14;11;2385;489;1896
3300;Bedrijven;Riolering;1989 1e kwartaal;0;0;0;0;0;0;0;0;0
3301;Bedrijven;Riolering;1989 2e kwartaal;0;0;0;0;0;0;0;0;0
3302;Bedrijven;Riolering;1989 3e kwartaal;0;0;0;0;0;0;0;0;0
3303;Bedrijven;Riolering;1989 4e kwartaal;0;0;0;0;0;0;0;0;0
3304;Bedrijven;Riolering;1989;1;0;1;0;0;0;0;0;0
3305;Bedrijven;Riolering;1990 1e kwartaal;0;0;0;0;0;0;0;0;0
3306;Bedrijven;Riolering;1990 2e kwartaal;0;0;0;0;0;0;0;0;0
3307;Bedrijven;Riolering;1990 3e kwartaal;0;0;0;0;0;0;0;0;0
3308;Bedrijven;Riolering;1990 4e kwartaal;0;0;0;0;0;0;0;0;0
3309;Bedrijven;Riolering;1990;0;0;0;0;0;0;0;0;0
3310;Bedrijven;Riolering;1991 1e kwartaal;0;0;0;0;0;0;0;0;0
3311;Bedrijven;Riolering;1991 2e kwartaal;0;0;0;0;0;0;0;0;0
3312;Bedrijven;Riolering;1991 3e kwartaal;0;0;0;0;0;0;0;0;0
3313;Bedrijven;Riolering;1991 4e kwartaal;0;0;0;0;0;0;0;0;0
3314;Bedrijven;Riolering;1991;0;0;0;0;0;0;0;0;0
3315;Bedrijven;Riolering;1992 1e kwartaal;0;0;0;0;0;0;0;0;0
3316;Bedrijven;Riolering;1992 2e kwartaal;0;0;0;0;0;0;0;0;0
3317;Bedrijven;Riolering;1992 3e kwartaal;0;0;0;0;0;0;0;0;0
3318;Bedrijven;Riolering;1992 4e kwartaal;0;0;0;0;0;0;0;0;0
3319;Bedrijven;Riolering;1992;1;0;1;0;0;0;1;0;1
3320;Bedrijven;Riolering;1993 1e kwartaal;0;0;0;0;0;0;0;0;0
3321;Bedrijven;Riolering;1993 2e kwartaal;0;0;0;0;0;0;0;0;0
3322;Bedrijven;Riolering;1993 3e kwartaal;0;0;0;0;0;0;0;0;0
3323;Bedrijven;Riolering;1993 4e kwartaal;0;0;0;0;0;0;0;0;0
3324;Bedrijven;Riolering;1993;1;0;0;0;0;0;1;0;0
3325;Bedrijven;Riolering;1994 1e kwartaal;0;0;0;0;0;0;0;0;0
3326;Bedrijven;Riolering;1994 2e kwartaal;0;0;0;0;0;0;0;0;0
3327;Bedrijven;Riolering;1994 3e kwartaal;0;0;0;0;0;0;0;0;0
3328;Bedrijven;Riolering;1994 4e kwartaal;0;0;0;0;0;0;0;0;0
3329;Bedrijven;Riolering;1994;1;0;1;0;0;0;1;0;1
3330;Bedrijven;Riolering;1995 1e kwartaal;1;0;1;0;0;0;1;0;1
3331;Bedrijven;Riolering;1995 2e kwartaal;0;0;0;0;0;0;0;0;0
3332;Bedrijven;Riolering;1995 3e kwartaal;0;0;0;0;0;0;0;0;0
3333;Bedrijven;Riolering;1995 4e kwartaal;0;0;0;0;0;0;0;0;0
3334;Bedrijven;Riolering;1995;1;0;1;0;0;0;1;0;1
3335;Bedrijven;Riolering;1996 1e kwartaal;10;1;9;2;1;1;8;0;8
3336;Bedrijven;Riolering;1996 2e kwartaal;1;0;1;0;0;0;1;0;1
3337;Bedrijven;Riolering;1996 3e kwartaal;0;0;0;0;0;0;0;0;0
3338;Bedrijven;Riolering;1996 4e kwartaal;1;0;1;0;0;0;1;0;1
3339;Bedrijven;Riolering;1996;13;2;11;2;1;1;11;1;10
3340;Bedrijven;Riolering;1997 1e kwartaal;0;0;0;0;0;0;0;0;0
3341;Bedrijven;Riolering;1997 2e kwartaal;1;0;1;0;0;0;1;0;1
3342;Bedrijven;Riolering;1997 3e kwartaal;0;0;0;0;0;0;0;0;0
3343;Bedrijven;Riolering;1997 4e kwartaal;0;0;0;0;0;0;0;0;0
3344;Bedrijven;Riolering;1997;2;0;1;0;0;0;1;0;1
3345;Bedrijven;Riolering;1998 1e kwartaal;0;0;0;0;0;0;0;0;0
3346;Bedrijven;Riolering;1998 2e kwartaal;3;0;2;0;0;0;2;0;2
3347;Bedrijven;Riolering;1998 3e kwartaal;1;0;1;0;0;0;1;0;1
3348;Bedrijven;Riolering;1998 4e kwartaal;0;0;0;0;0;0;0;0;0
3349;Bedrijven;Riolering;1998;5;1;4;1;0;0;4;0;4
3350;Bedrijven;Riolering;1999 1e kwartaal;0;0;0;0;0;0;0;0;0
3351;Bedrijven;Riolering;1999 2e kwartaal;1;0;1;0;0;0;1;0;1
3352;Bedrijven;Riolering;1999 3e kwartaal;3;0;2;0;0;0;2;0;2
3353;Bedrijven;Riolering;1999 4e kwartaal;0;0;0;0;0;0;0;0;0
3354;Bedrijven;Riolering;1999;5;1;4;1;1;0;4;0;4
3355;Bedrijven;Riolering;2000 1e kwartaal;1;0;0;0;0;0;0;0;0
3356;Bedrijven;Riolering;2000 2e kwartaal;1;0;0;0;0;0;0;0;0
3357;Bedrijven;Riolering;2000 3e kwartaal;2;0;2;0;0;0;2;0;1
3358;Bedrijven;Riolering;2000 4e kwartaal;0;0;0;0;0;0;0;0;0
3359;Bedrijven;Riolering;2000;4;0;3;0;0;0;3;0;3
3360;Bedrijven;Riolering;2001 1e kwartaal;0;0;0;0;0;0;0;0;0
3361;Bedrijven;Riolering;2001 2e kwartaal;21;3;19;12;2;9;10;0;10
3362;Bedrijven;Riolering;2001 3e kwartaal;29;2;27;11;2;10;18;0;17
3363;Bedrijven;Riolering;2001 4e kwartaal;0;0;0;0;0;0;0;0;0
3364;Bedrijven;Riolering;2001;51;5;46;23;4;19;28;1;27
3365;Bedrijven;Riolering;2002 1e kwartaal;1;0;0;0;0;0;1;0;0
3366;Bedrijven;Riolering;2002 2e kwartaal;21;3;18;12;3;9;10;0;9
3367;Bedrijven;Riolering;2002 3e kwartaal;34;2;31;14;2;12;20;0;20
3368;Bedrijven;Riolering;2002 4e kwartaal;0;0;0;0;0;0;0;0;0
3369;Bedrijven;Riolering;2002;56;6;50;26;5;21;30;1;29
3370;Bedrijven;Riolering;2003 1e kwartaal;1;0;1;0;0;0;1;0;0
3371;Bedrijven;Riolering;2003 2e kwartaal;4;2;2;3;2;1;2;1;1
3372;Bedrijven;Riolering;2003 3e kwartaal;0;0;0;0;0;0;0;0;0
3373;Bedrijven;Riolering;2003 4e kwartaal;1;0;0;0;0;0;1;0;0
3374;Bedrijven;Riolering;2003;6;3;3;3;2;1;3;1;2
3375;Bedrijven;Nutsvoorziening etc.;1989 1e kwartaal;352;85;267;202;63;140;149;22;127
3376;Bedrijven;Nutsvoorziening etc.;1989 2e kwartaal;446;113;332;257;78;179;188;35;153
3377;Bedrijven;Nutsvoorziening etc.;1989 3e kwartaal;448;115;333;241;84;157;207;31;176
