ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
2323;Nieuwbouw;Overheid en Woningcorporaties;1991 3e kwartaal;363;463;278;331;85;132;0;1;11;12;3;2;2;4;1;2;38;43;8;28;4;13;18;27
2324;Nieuwbouw;Overheid en Woningcorporaties;1991 oktober;172;201;136;153;35;48;0;0;10;6;1;2;0;1;0;1;7;12;10;9;2;6;5;11
2325;Nieuwbouw;Overheid en Woningcorporaties;1991 november;243;147;131;102;113;45;0;0;4;4;0;0;2;1;0;0;26;15;2;8;69;4;10;13
2326;Nieuwbouw;Overheid en Woningcorporaties;1991 december;160;141;135;108;25;33;0;0;1;4;0;0;0;0;0;0;17;8;4;5;1;10;2;6
2327;Nieuwbouw;Overheid en Woningcorporaties;1991 4e kwartaal;575;489;402;363;173;126;0;0;15;14;1;2;2;2;0;1;49;35;16;22;72;20;18;30
2328;Nieuwbouw;Overheid en Woningcorporaties;1991;1483;1595;1021;1052;463;543;0;2;43;51;5;10;5;14;4;7;179;161;56;119;94;65;76;114
2329;Nieuwbouw;Overheid en Woningcorporaties;1992 januari;126;129;103;85;22;44;0;0;1;4;0;1;0;1;0;0;7;12;10;10;2;7;3;9
2330;Nieuwbouw;Overheid en Woningcorporaties;1992 februari;135;126;97;75;38;51;0;0;9;6;0;2;0;2;0;0;5;10;11;13;4;4;7;14
2331;Nieuwbouw;Overheid en Woningcorporaties;1992 maart;117;101;84;59;34;42;0;0;1;4;0;0;0;2;2;4;10;6;8;14;0;3;12;9
2332;Nieuwbouw;Overheid en Woningcorporaties;1992 1e kwartaal;378;356;284;219;94;137;0;0;11;14;0;3;0;5;2;4;22;28;29;37;6;14;22;32
2333;Nieuwbouw;Overheid en Woningcorporaties;1992 april;122;98;72;57;50;41;0;0;1;4;0;0;0;2;1;1;7;6;26;12;1;5;14;11
2334;Nieuwbouw;Overheid en Woningcorporaties;1992 mei;98;94;82;64;17;30;0;1;1;3;0;0;0;1;0;0;9;10;1;4;4;3;3;8
2335;Nieuwbouw;Overheid en Woningcorporaties;1992 juni;121;147;76;101;44;46;0;1;1;3;0;1;0;1;1;2;31;17;3;7;2;6;6;8
2336;Nieuwbouw;Overheid en Woningcorporaties;1992 2e kwartaal;341;339;230;222;111;117;0;2;3;10;0;1;1;4;2;3;46;33;29;23;7;14;23;27
2337;Nieuwbouw;Overheid en Woningcorporaties;1992 juli;141;146;90;108;51;38;0;0;7;4;10;4;7;4;0;1;12;4;4;9;0;1;11;11
2338;Nieuwbouw;Overheid en Woningcorporaties;1992 augustus;103;133;76;95;27;38;0;1;0;1;0;0;0;2;0;0;5;10;3;7;7;5;12;12
2339;Nieuwbouw;Overheid en Woningcorporaties;1992 september;133;148;95;108;38;40;0;0;6;4;0;0;1;1;2;2;4;5;4;7;5;9;16;12
2340;Nieuwbouw;Overheid en Woningcorporaties;1992 3e kwartaal;377;427;260;311;117;116;0;1;13;9;10;4;8;7;2;3;21;19;11;23;13;15;39;35
2341;Nieuwbouw;Overheid en Woningcorporaties;1992 oktober;148;168;111;118;37;50;0;0;4;7;0;0;0;1;0;2;23;23;3;4;4;6;3;7
2342;Nieuwbouw;Overheid en Woningcorporaties;1992 november;144;157;95;102;49;55;0;0;0;5;0;0;0;1;2;3;20;13;3;8;16;13;7;12
2343;Nieuwbouw;Overheid en Woningcorporaties;1992 december;131;130;92;92;39;38;0;1;1;3;0;2;0;1;0;0;16;11;5;4;10;7;5;9
2344;Nieuwbouw;Overheid en Woningcorporaties;1992 4e kwartaal;424;455;299;312;125;143;0;1;6;15;0;2;0;3;2;5;60;47;11;16;31;26;15;28
2345;Nieuwbouw;Overheid en Woningcorporaties;1992;1519;1577;1073;1064;447;513;1;4;32;48;11;10;9;19;7;15;150;127;80;99;57;69;99;122
2346;Nieuwbouw;Overheid en Woningcorporaties;1993 januari;154;123;95;80;59;43;0;1;1;4;0;0;0;0;0;1;31;18;15;9;5;6;6;4
2347;Nieuwbouw;Overheid en Woningcorporaties;1993 februari;109;100;93;69;16;31;0;0;2;4;0;0;0;1;2;2;2;9;2;3;1;5;8;7
2348;Nieuwbouw;Overheid en Woningcorporaties;1993 maart;125;117;83;70;42;47;0;2;2;3;2;1;0;2;6;1;9;12;1;5;12;7;9;14
2349;Nieuwbouw;Overheid en Woningcorporaties;1993 1e kwartaal;388;340;271;219;118;121;0;3;5;11;2;1;1;3;9;4;43;39;18;17;18;18;22;25
2350;Nieuwbouw;Overheid en Woningcorporaties;1993 april;112;93;73;57;40;36;0;0;8;3;0;0;2;3;3;1;16;11;4;4;4;8;2;6
2351;Nieuwbouw;Overheid en Woningcorporaties;1993 mei;117;103;104;67;13;36;0;0;0;1;0;0;0;0;1;1;7;13;2;9;2;5;1;7
2352;Nieuwbouw;Overheid en Woningcorporaties;1993 juni;155;138;85;88;70;50;0;0;3;7;0;0;0;0;1;4;42;9;10;8;2;8;12;14
2353;Nieuwbouw;Overheid en Woningcorporaties;1993 2e kwartaal;384;334;262;212;123;122;0;0;11;11;0;0;2;3;5;6;65;33;17;21;8;21;15;27
2354;Nieuwbouw;Overheid en Woningcorporaties;1993 juli;87;123;72;88;15;35;0;0;1;3;0;0;0;1;0;1;9;10;2;6;2;6;1;8
2355;Nieuwbouw;Overheid en Woningcorporaties;1993 augustus;119;110;73;74;46;36;0;0;3;3;0;1;0;1;0;0;19;14;1;7;19;6;4;4
2356;Nieuwbouw;Overheid en Woningcorporaties;1993 september;128;128;109;90;19;38;0;0;1;5;1;1;1;1;0;1;10;11;1;8;3;6;2;5
2357;Nieuwbouw;Overheid en Woningcorporaties;1993 3e kwartaal;334;361;254;252;81;109;0;0;4;11;1;2;2;3;0;2;38;35;4;21;24;18;7;17
2358;Nieuwbouw;Overheid en Woningcorporaties;1993 oktober;148;145;118;109;31;36;0;0;0;1;0;0;0;0;2;2;13;8;3;9;4;9;9;7
2359;Nieuwbouw;Overheid en Woningcorporaties;1993 november;111;141;80;104;31;37;0;0;5;3;0;0;2;3;0;0;16;11;2;5;4;8;2;7
2360;Nieuwbouw;Overheid en Woningcorporaties;1993 december;188;161;143;113;45;48;0;1;1;3;0;1;2;1;3;2;18;10;1;2;13;13;8;15
2361;Nieuwbouw;Overheid en Woningcorporaties;1993 4e kwartaal;447;447;340;326;107;121;0;1;6;7;0;1;4;4;5;4;48;29;5;16;20;30;19;29
2362;Nieuwbouw;Overheid en Woningcorporaties;1993;1554;1482;1127;1009;428;473;0;4;26;40;4;4;9;13;19;16;193;136;44;75;70;87;63;98
2363;Nieuwbouw;Overheid en Woningcorporaties;1994 januari;145;116;117;91;28;25;0;0;0;2;4;1;5;1;3;2;5;7;6;5;3;5;1;2
2364;Nieuwbouw;Overheid en Woningcorporaties;1994 februari;178;118;127;86;51;32;0;1;11;2;1;1;0;1;1;1;32;8;3;4;1;4;3;10
2365;Nieuwbouw;Overheid en Woningcorporaties;1994 maart;145;129;116;99;28;30;0;0;1;2;0;2;0;1;0;0;16;13;4;6;0;2;6;4
2366;Nieuwbouw;Overheid en Woningcorporaties;1994 1e kwartaal;468;363;361;276;107;87;0;1;12;6;5;4;5;3;5;3;53;28;13;15;4;11;10;16
2367;Nieuwbouw;Overheid en Woningcorporaties;1994 april;138;105;86;74;52;31;0;0;1;4;0;0;0;0;0;0;24;10;25;7;1;6;2;4
2368;Nieuwbouw;Overheid en Woningcorporaties;1994 mei;78;89;59;54;19;35;0;0;1;3;0;0;0;1;0;0;9;11;3;6;2;5;5;9
2369;Nieuwbouw;Overheid en Woningcorporaties;1994 juni;199;117;124;83;75;34;0;0;0;2;0;1;1;2;0;1;64;7;2;7;1;6;6;8
2370;Nieuwbouw;Overheid en Woningcorporaties;1994 2e kwartaal;415;311;269;211;146;100;0;0;2;9;0;1;1;3;0;1;97;28;29;20;4;17;13;21
2371;Nieuwbouw;Overheid en Woningcorporaties;1994 juli;194;110;140;83;54;27;0;1;5;4;0;0;0;0;0;0;29;5;2;4;8;6;10;7
2372;Nieuwbouw;Overheid en Woningcorporaties;1994 augustus;151;128;131;89;20;39;0;0;1;3;0;0;0;3;0;1;11;12;1;8;1;3;6;9
2373;Nieuwbouw;Overheid en Woningcorporaties;1994 september;214;151;163;107;51;44;0;1;2;2;1;2;0;0;0;0;33;13;1;4;8;13;6;9
2374;Nieuwbouw;Overheid en Woningcorporaties;1994 3e kwartaal;559;389;433;279;125;110;0;2;8;9;1;2;0;3;0;1;74;30;3;16;17;22;22;25
2375;Nieuwbouw;Overheid en Woningcorporaties;1994 oktober;185;121;131;89;54;32;0;0;1;3;0;0;0;0;0;0;32;12;4;6;9;5;9;6
2376;Nieuwbouw;Overheid en Woningcorporaties;1994 november;140;136;123;99;17;37;0;1;0;2;0;1;0;1;0;2;7;8;1;8;2;6;5;8
2377;Nieuwbouw;Overheid en Woningcorporaties;1994 december;200;161;167;124;33;37;0;1;0;1;0;0;11;2;0;0;5;8;7;7;2;10;8;8
2378;Nieuwbouw;Overheid en Woningcorporaties;1994 4e kwartaal;525;418;421;312;104;106;0;2;1;6;0;1;11;3;0;2;44;28;12;21;13;21;22;22
2379;Nieuwbouw;Overheid en Woningcorporaties;1994;1967;1481;1485;1078;482;403;1;5;22;30;6;8;18;12;6;7;267;114;57;72;38;71;67;84
2380;Nieuwbouw;Overheid en Woningcorporaties;1995 januari;175;121;125;86;51;35;0;0;1;1;0;0;13;1;0;0;13;11;9;7;4;5;10;10
2381;Nieuwbouw;Overheid en Woningcorporaties;1995 februari;123;123;113;91;10;32;0;1;0;1;0;0;0;0;0;0;5;9;3;9;1;6;1;6
2382;Nieuwbouw;Overheid en Woningcorporaties;1995 maart;215;147;169;108;46;39;0;0;2;3;0;1;0;0;5;1;17;14;2;6;9;7;11;7
2383;Nieuwbouw;Overheid en Woningcorporaties;1995 1e kwartaal;513;391;407;285;106;106;0;1;3;5;0;1;13;1;5;1;35;34;14;22;15;18;22;23
2384;Nieuwbouw;Overheid en Woningcorporaties;1995 april;164;97;106;66;58;31;0;1;0;0;0;0;3;1;0;0;15;9;30;7;1;4;7;9
2385;Nieuwbouw;Overheid en Woningcorporaties;1995 mei;210;137;182;101;29;36;0;0;0;1;0;1;1;1;1;2;9;14;1;5;13;9;4;3
2386;Nieuwbouw;Overheid en Woningcorporaties;1995 juni;218;125;180;90;38;35;0;0;2;2;0;0;1;1;0;1;24;15;3;6;3;6;5;4
2387;Nieuwbouw;Overheid en Woningcorporaties;1995 2e kwartaal;593;359;468;257;125;102;0;1;2;3;0;1;5;3;2;3;48;38;34;18;18;19;16;16
2388;Nieuwbouw;Overheid en Woningcorporaties;1995 juli;148;116;116;85;32;31;0;0;0;1;0;1;0;0;0;0;4;11;13;9;0;2;15;7
2389;Nieuwbouw;Overheid en Woningcorporaties;1995 augustus;154;133;130;81;24;52;0;1;0;1;0;0;1;6;2;2;5;9;4;19;3;5;8;9
2390;Nieuwbouw;Overheid en Woningcorporaties;1995 september;179;122;144;88;34;34;0;0;2;3;0;0;1;2;1;2;22;14;7;5;1;3;1;5
2391;Nieuwbouw;Overheid en Woningcorporaties;1995 3e kwartaal;481;371;390;254;91;117;0;1;2;5;0;1;2;8;3;4;32;34;24;33;4;10;23;21
2392;Nieuwbouw;Overheid en Woningcorporaties;1995 oktober;166;119;149;87;17;32;0;0;2;5;0;0;0;0;3;3;9;7;1;7;1;4;2;6
2393;Nieuwbouw;Overheid en Woningcorporaties;1995 november;197;121;163;81;34;40;0;0;2;6;0;0;0;2;0;0;25;19;2;5;5;4;1;4
2394;Nieuwbouw;Overheid en Woningcorporaties;1995 december;253;135;180;90;73;45;1;1;0;1;0;1;0;0;2;3;37;14;1;8;21;9;8;8
2395;Nieuwbouw;Overheid en Woningcorporaties;1995 4e kwartaal;616;375;492;258;124;117;1;1;4;12;0;1;0;2;5;6;71;40;4;20;27;17;10;18
2396;Nieuwbouw;Overheid en Woningcorporaties;1995;2203;1496;1757;1054;446;442;1;4;10;25;1;4;20;14;15;14;187;146;77;93;64;64;71;78
2397;Nieuwbouw;Overheid en Woningcorporaties;1996 januari;103;89;59;49;45;40;0;1;0;1;0;0;0;1;2;1;19;9;3;12;2;6;18;9
2398;Nieuwbouw;Overheid en Woningcorporaties;1996 februari;146;105;116;71;30;34;0;1;0;1;0;0;2;2;5;2;8;9;2;6;8;6;6;7
2399;Nieuwbouw;Overheid en Woningcorporaties;1996 maart;162;104;137;74;25;30;0;0;1;2;0;0;0;1;3;2;16;11;1;4;1;7;2;3
2400;Nieuwbouw;Overheid en Woningcorporaties;1996 1e kwartaal;412;298;312;194;100;104;0;2;2;4;0;0;2;4;9;5;43;29;6;22;12;19;25;19
2401;Nieuwbouw;Overheid en Woningcorporaties;1996 april;106;90;67;55;39;35;0;0;2;1;2;1;0;0;1;2;5;12;2;6;0;1;27;12
2402;Nieuwbouw;Overheid en Woningcorporaties;1996 mei;123;102;85;73;38;29;0;1;0;0;1;2;0;1;21;3;9;8;5;8;2;3;1;3
2403;Nieuwbouw;Overheid en Woningcorporaties;1996 juni;156;103;115;69;41;34;0;0;0;0;0;0;0;0;0;1;29;13;5;8;3;5;3;7
2404;Nieuwbouw;Overheid en Woningcorporaties;1996 2e kwartaal;385;295;267;197;118;98;0;1;2;1;3;3;0;1;22;6;43;33;12;22;5;9;31;22
2405;Nieuwbouw;Overheid en Woningcorporaties;1996 juli;125;111;84;67;41;44;0;0;0;2;0;1;3;4;0;0;28;12;2;6;2;9;5;10
2406;Nieuwbouw;Overheid en Woningcorporaties;1996 augustus;87;79;68;47;19;32;0;0;0;0;0;0;0;0;2;1;12;12;1;8;1;5;2;6
2407;Nieuwbouw;Overheid en Woningcorporaties;1996 september;137;114;103;69;34;45;0;0;1;2;0;0;0;1;1;1;24;19;5;10;3;6;1;6
2408;Nieuwbouw;Overheid en Woningcorporaties;1996 3e kwartaal;349;304;256;183;93;121;0;0;1;4;0;1;3;5;2;2;64;43;8;24;7;20;8;22
2409;Nieuwbouw;Overheid en Woningcorporaties;1996 oktober;172;115;136;75;36;40;0;0;0;0;0;0;2;1;2;2;6;7;3;16;14;7;9;7
2410;Nieuwbouw;Overheid en Woningcorporaties;1996 november;158;106;125;59;33;47;0;0;1;2;0;0;0;0;0;2;13;13;6;18;1;2;12;10
2411;Nieuwbouw;Overheid en Woningcorporaties;1996 december;157;105;115;74;42;31;0;0;3;2;1;1;7;1;1;1;17;10;0;3;5;5;9;8
2412;Nieuwbouw;Overheid en Woningcorporaties;1996 4e kwartaal;487;326;376;208;111;118;0;0;4;4;1;1;9;2;3;5;36;30;9;37;20;14;29;25
2413;Nieuwbouw;Overheid en Woningcorporaties;1996;1633;1223;1211;782;423;441;0;3;9;13;3;5;14;12;37;18;187;135;35;105;43;62;94;88
2414;Nieuwbouw;Overheid en Woningcorporaties;1997 januari;85;72;73;48;12;24;0;0;0;1;0;0;0;0;0;1;2;5;4;11;4;5;0;1
2415;Nieuwbouw;Overheid en Woningcorporaties;1997 februari;71;77;48;42;23;35;0;0;1;1;0;0;0;0;3;3;9;11;3;9;3;5;4;6
2416;Nieuwbouw;Overheid en Woningcorporaties;1997 maart;145;84;126;59;19;25;0;0;0;0;0;1;0;0;2;2;10;13;6;5;1;2;0;2
2417;Nieuwbouw;Overheid en Woningcorporaties;1997 1e kwartaal;301;233;247;149;54;84;0;0;2;2;0;1;0;0;5;6;22;29;13;25;8;12;4;9
2418;Nieuwbouw;Overheid en Woningcorporaties;1997 april;127;86;75;55;52;31;0;0;0;0;0;0;0;0;1;1;45;17;2;2;3;6;1;5
2419;Nieuwbouw;Overheid en Woningcorporaties;1997 mei;145;80;113;59;31;21;0;1;0;1;0;1;0;0;0;0;6;4;17;10;2;1;6;3
2420;Nieuwbouw;Overheid en Woningcorporaties;1997 juni;139;95;109;68;30;27;0;0;0;0;0;0;0;0;1;1;4;10;8;5;1;5;17;6
2421;Nieuwbouw;Overheid en Woningcorporaties;1997 2e kwartaal;410;261;297;182;113;79;0;1;0;1;0;1;0;0;1;2;55;31;26;17;5;12;25;14
2422;Nieuwbouw;Overheid en Woningcorporaties;1997 juli;83;91;58;50;26;41;0;0;0;1;0;0;0;0;1;1;11;12;8;10;2;4;3;13
2423;Nieuwbouw;Overheid en Woningcorporaties;1997 augustus;113;95;81;59;32;36;0;0;0;0;0;0;0;0;2;1;7;16;8;9;10;6;5;4
2424;Nieuwbouw;Overheid en Woningcorporaties;1997 september;228;119;151;76;78;43;0;0;1;3;0;3;8;3;0;0;48;14;8;8;4;6;8;6
2425;Nieuwbouw;Overheid en Woningcorporaties;1997 3e kwartaal;425;305;290;185;135;120;0;0;1;4;0;3;8;3;3;2;67;42;24;27;16;16;16;23
2426;Nieuwbouw;Overheid en Woningcorporaties;1997 oktober;223;119;166;69;57;50;0;1;0;2;0;0;6;2;1;2;37;18;3;12;4;7;7;6
2427;Nieuwbouw;Overheid en Woningcorporaties;1997 november;154;98;119;54;34;44;0;0;1;2;0;1;1;1;2;1;20;19;5;14;6;1;0;5
2428;Nieuwbouw;Overheid en Woningcorporaties;1997 december;159;113;109;58;50;55;0;1;0;1;3;1;1;2;0;1;23;21;3;8;18;13;2;7
2429;Nieuwbouw;Overheid en Woningcorporaties;1997 4e kwartaal;535;330;394;181;141;149;0;2;1;5;3;2;7;5;3;4;80;58;11;34;28;21;9;18
2430;Nieuwbouw;Overheid en Woningcorporaties;1997;1672;1129;1228;697;443;432;0;3;4;12;4;7;15;8;12;14;223;160;74;103;56;61;54;64
2431;Nieuwbouw;Overheid en Woningcorporaties;1998 januari;112;82;92;45;20;37;0;1;1;2;0;1;1;2;0;0;4;6;8;14;3;5;3;6
2432;Nieuwbouw;Overheid en Woningcorporaties;1998 februari;130;94;111;63;19;31;0;0;0;0;0;0;0;0;1;2;8;10;5;11;3;2;2;6
2433;Nieuwbouw;Overheid en Woningcorporaties;1998 maart;142;111;104;64;38;47;0;0;2;3;0;1;0;2;2;4;16;9;10;17;4;6;4;5
2434;Nieuwbouw;Overheid en Woningcorporaties;1998 1e kwartaal;384;287;307;172;78;115;0;1;2;5;0;2;1;4;2;6;29;25;23;42;10;13;9;17
2435;Nieuwbouw;Overheid en Woningcorporaties;1998 april;93;70;72;41;21;29;0;0;0;0;0;0;0;2;0;0;9;12;2;5;8;6;1;4
2436;Nieuwbouw;Overheid en Woningcorporaties;1998 mei;147;69;83;44;64;25;0;0;0;1;0;0;26;1;0;0;5;8;26;9;6;4;1;2
2437;Nieuwbouw;Overheid en Woningcorporaties;1998 juni;124;79;72;38;52;41;0;1;0;2;0;0;10;5;1;1;26;11;12;15;1;2;1;4
2438;Nieuwbouw;Overheid en Woningcorporaties;1998 2e kwartaal;364;218;227;123;137;95;0;1;1;3;0;0;36;8;1;1;41;31;40;29;15;12;3;10
2439;Nieuwbouw;Overheid en Woningcorporaties;1998 juli;133;78;78;52;54;26;0;0;0;0;0;0;22;3;0;0;20;8;3;6;8;5;2;4
2440;Nieuwbouw;Overheid en Woningcorporaties;1998 augustus;137;77;69;45;68;32;0;0;0;0;0;0;0;0;0;0;20;11;13;10;5;4;30;7
2441;Nieuwbouw;Overheid en Woningcorporaties;1998 september;114;87;64;45;51;42;0;0;1;2;0;0;0;0;0;1;25;17;6;10;7;8;13;4
2442;Nieuwbouw;Overheid en Woningcorporaties;1998 3e kwartaal;384;242;211;142;173;100;0;0;1;2;0;0;22;3;0;1;65;36;22;26;19;17;44;15
2443;Nieuwbouw;Overheid en Woningcorporaties;1998 oktober;111;75;88;33;23;42;0;0;0;1;0;0;0;2;0;0;7;14;5;11;5;8;6;6
2444;Nieuwbouw;Overheid en Woningcorporaties;1998 november;121;82;66;42;55;40;0;1;0;2;0;0;0;1;0;0;39;15;7;7;7;8;2;6
2445;Nieuwbouw;Overheid en Woningcorporaties;1998 december;211;119;157;79;53;40;0;0;0;0;0;0;0;1;1;1;29;14;7;11;4;8;12;5
2446;Nieuwbouw;Overheid en Woningcorporaties;1998 4e kwartaal;443;276;311;154;131;122;0;1;0;3;0;0;1;4;1;1;75;43;19;29;16;24;20;17
2447;Nieuwbouw;Overheid en Woningcorporaties;1998;1574;1023;1056;591;519;432;0;3;4;13;0;2;60;19;5;9;209;135;104;126;60;66;76;59
2448;Nieuwbouw;Overheid en Woningcorporaties;1999 januari;67;58;28;21;39;37;0;0;0;0;1;1;0;1;1;3;24;13;4;9;4;3;5;7
2449;Nieuwbouw;Overheid en Woningcorporaties;1999 februari;86;56;58;30;28;26;0;0;1;1;0;0;5;1;0;1;6;7;6;7;1;2;10;7
2450;Nieuwbouw;Overheid en Woningcorporaties;1999 maart;145;70;71;34;74;36;0;0;0;1;0;0;5;3;5;4;13;9;1;4;6;5;43;10
2451;Nieuwbouw;Overheid en Woningcorporaties;1999 1e kwartaal;299;184;158;85;141;99;0;0;1;2;1;1;11;5;7;8;42;29;11;20;10;10;58;24
2452;Nieuwbouw;Overheid en Woningcorporaties;1999 april;151;70;100;41;50;29;0;0;0;1;0;0;0;0;3;1;38;8;7;12;0;3;2;4
2453;Nieuwbouw;Overheid en Woningcorporaties;1999 mei;125;62;97;36;29;26;0;0;1;2;0;0;0;0;0;0;12;7;6;8;8;5;2;4
2454;Nieuwbouw;Overheid en Woningcorporaties;1999 juni;141;68;76;43;66;25;0;0;0;0;0;0;1;1;2;1;52;13;3;6;7;1;1;3
2455;Nieuwbouw;Overheid en Woningcorporaties;1999 2e kwartaal;417;200;273;120;145;80;0;0;1;3;0;0;1;1;5;2;101;28;16;26;15;9;4;11
2456;Nieuwbouw;Overheid en Woningcorporaties;1999 juli;128;66;109;42;20;24;0;0;0;0;0;0;0;0;0;0;9;6;6;10;4;6;0;2
2457;Nieuwbouw;Overheid en Woningcorporaties;1999 augustus;132;54;59;26;74;28;0;0;0;0;0;0;1;1;0;0;51;13;5;5;5;4;12;5
2458;Nieuwbouw;Overheid en Woningcorporaties;1999 september;134;86;100;57;34;29;0;0;0;0;0;0;0;1;0;1;19;10;13;12;0;2;2;3
2459;Nieuwbouw;Overheid en Woningcorporaties;1999 3e kwartaal;395;206;267;125;128;81;0;0;0;0;0;0;1;2;0;1;79;29;24;27;9;12;14;10
2460;Nieuwbouw;Overheid en Woningcorporaties;1999 oktober;76;59;46;34;29;25;1;1;0;0;0;0;3;2;0;0;6;9;8;5;9;4;2;4
2461;Nieuwbouw;Overheid en Woningcorporaties;1999 november;140;88;105;52;35;36;0;0;0;1;0;0;0;1;1;3;17;14;12;10;2;2;3;5
2462;Nieuwbouw;Overheid en Woningcorporaties;1999 december;124;60;96;37;28;23;0;0;0;0;0;1;6;1;0;0;15;10;4;3;2;4;1;4
2463;Nieuwbouw;Overheid en Woningcorporaties;1999 4e kwartaal;340;207;247;123;93;84;1;1;0;1;0;1;9;4;1;3;39;33;24;18;13;10;7;13
2464;Nieuwbouw;Overheid en Woningcorporaties;1999;1450;797;944;453;506;344;1;1;3;6;1;2;22;12;13;14;261;119;76;91;46;41;83;58
2465;Nieuwbouw;Overheid en Woningcorporaties;2000 januari;86;51;73;29;13;22;0;0;0;0;1;1;2;3;0;0;2;5;1;5;5;4;2;4
2466;Nieuwbouw;Overheid en Woningcorporaties;2000 februari;128;69;96;44;32;25;0;0;0;0;5;5;0;0;3;3;2;4;1;2;12;5;9;6
2467;Nieuwbouw;Overheid en Woningcorporaties;2000 maart;151;79;93;50;59;29;0;0;0;0;0;0;0;0;0;0;37;8;7;9;10;2;5;10
2468;Nieuwbouw;Overheid en Woningcorporaties;2000 1e kwartaal;365;199;262;123;103;76;0;0;0;0;6;6;2;3;3;3;41;17;9;16;28;11;15;20
2469;Nieuwbouw;Overheid en Woningcorporaties;2000 april;93;61;68;32;25;29;0;0;0;0;0;0;12;1;0;0;3;7;6;10;1;4;3;7
2470;Nieuwbouw;Overheid en Woningcorporaties;2000 mei;132;72;99;42;33;30;0;0;0;0;0;0;0;0;2;1;7;9;2;8;12;7;10;5
2471;Nieuwbouw;Overheid en Woningcorporaties;2000 juni;72;44;61;28;11;16;0;0;0;0;0;0;0;0;0;1;5;6;1;3;3;4;1;2
2472;Nieuwbouw;Overheid en Woningcorporaties;2000 2e kwartaal;297;177;229;102;69;75;0;0;0;0;0;0;12;1;2;2;15;22;9;21;17;15;14;14
2473;Nieuwbouw;Overheid en Woningcorporaties;2000 juli;130;71;54;32;76;39;0;0;0;0;0;0;0;0;0;0;60;11;9;19;3;4;3;5
2474;Nieuwbouw;Overheid en Woningcorporaties;2000 augustus;74;68;38;25;36;43;0;0;0;0;0;0;0;1;0;0;9;11;15;22;3;3;8;6
2475;Nieuwbouw;Overheid en Woningcorporaties;2000 september;158;81;124;47;33;34;0;1;0;0;0;0;0;0;0;1;10;7;11;13;9;9;2;3
2476;Nieuwbouw;Overheid en Woningcorporaties;2000 3e kwartaal;361;220;216;104;145;116;0;1;0;0;0;0;0;1;0;1;80;29;36;54;15;16;14;14
2477;Nieuwbouw;Overheid en Woningcorporaties;2000 oktober;102;70;51;24;51;46;0;0;0;0;2;1;8;1;7;3;10;13;11;15;8;8;5;5
2478;Nieuwbouw;Overheid en Woningcorporaties;2000 november;132;70;85;42;47;28;0;0;0;0;0;0;0;3;0;0;3;6;39;13;1;2;5;4
2479;Nieuwbouw;Overheid en Woningcorporaties;2000 december;126;67;89;39;37;28;0;0;0;0;0;0;2;5;0;0;24;11;1;3;1;2;10;7
2480;Nieuwbouw;Overheid en Woningcorporaties;2000 4e kwartaal;360;207;224;105;135;102;0;0;0;0;2;1;10;9;7;3;36;30;51;31;10;12;19;16
2481;Nieuwbouw;Overheid en Woningcorporaties;2000;1384;803;932;434;452;369;0;1;0;0;8;7;25;14;12;9;172;98;105;122;69;54;61;64
2482;Nieuwbouw;Overheid en Woningcorporaties;2001 januari;90;40;44;21;45;19;0;0;0;0;0;0;0;0;0;0;14;9;8;3;15;2;9;5
2483;Nieuwbouw;Overheid en Woningcorporaties;2001 februari;86;58;42;29;44;29;0;0;0;0;0;0;0;1;0;1;22;5;8;10;12;6;2;6
2484;Nieuwbouw;Overheid en Woningcorporaties;2001 maart;106;79;74;49;32;30;0;0;0;0;0;0;0;2;0;0;14;5;3;12;4;6;11;5
2485;Nieuwbouw;Overheid en Woningcorporaties;2001 1e kwartaal;281;177;160;99;121;78;0;0;0;0;0;0;0;3;0;1;50;19;19;25;30;14;22;16
2486;Nieuwbouw;Overheid en Woningcorporaties;2001 april;95;74;49;34;47;40;0;0;0;0;0;0;0;0;0;0;6;4;11;20;28;12;2;4
2487;Nieuwbouw;Overheid en Woningcorporaties;2001 mei;119;67;69;34;51;33;0;0;0;0;0;0;0;0;0;0;32;15;10;11;1;3;8;4
