ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
1704;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 april;784;2050;240;1135;544;915;91;292;106;167;135;168;21;31;57;64;0;0;35;57;74;67;27;69
1705;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 mei;724;1809;207;1005;517;804;88;278;170;153;64;139;30;23;34;59;0;0;26;40;83;51;20;61
1706;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 juni;797;1844;206;989;592;855;74;286;96;119;116;136;55;31;95;71;0;0;68;61;57;90;32;61
1707;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 2e kwartaal;2305;5703;653;3129;1652;2574;253;856;372;439;315;443;106;85;185;194;0;0;128;158;213;208;79;191
1708;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 juli;904;2304;270;1250;634;1054;110;362;74;147;101;197;27;32;149;90;0;0;67;64;71;75;36;87
1709;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 augustus;542;1595;170;911;372;684;71;223;29;79;81;152;34;26;25;60;0;0;62;47;44;47;25;50
1710;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 september;945;2170;257;1181;689;989;98;320;90;154;82;187;75;31;54;77;0;0;72;57;178;80;40;83
1711;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 3e kwartaal;2391;6069;696;3342;1695;2727;279;905;194;380;264;536;136;89;229;227;0;0;200;168;293;202;100;220
1712;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 oktober;736;1914;201;1045;535;869;87;287;116;129;71;170;68;30;54;72;0;0;54;47;51;56;34;78
1713;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 november;617;1759;204;980;414;779;61;229;73;136;64;145;16;22;62;63;0;0;34;38;73;71;31;75
1714;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 december;983;2432;331;1366;653;1066;101;331;114;168;84;204;111;44;55;84;0;0;55;56;79;85;56;94
1715;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 4e kwartaal;2336;6105;735;3391;1601;2714;248;847;304;433;219;519;195;96;171;219;0;0;143;141;202;212;120;247
1716;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009;9299;23162;2640;12739;6659;10423;991;3319;1137;1656;1103;1983;599;360;839;838;0;0;593;589;994;801;404;877
1717;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 januari;511;1297;152;724;359;573;53;176;44;95;63;118;74;17;19;36;0;0;35;24;52;46;19;61
1718;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 februari;448;1265;156;717;292;548;49;161;23;69;43;123;35;25;16;30;0;0;22;31;54;51;50;58
1719;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 maart;684;1723;172;998;512;725;78;262;62;113;36;125;27;17;20;44;0;0;77;32;189;72;22;60
1720;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 1e kwartaal;1643;4285;481;2439;1163;1846;179;599;130;277;142;366;137;59;55;110;0;0;134;87;295;169;91;179
1721;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 april;580;1535;165;851;415;684;69;234;110;116;50;124;37;19;17;51;0;0;19;22;96;64;18;54
1722;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 mei;589;1574;169;847;420;727;87;261;41;104;103;140;43;18;24;54;0;0;39;25;64;70;19;55
1723;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 juni;795;1922;208;1079;587;843;83;301;82;128;64;138;29;26;41;56;0;0;23;38;239;80;27;76
1724;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 2e kwartaal;1964;5031;542;2777;1422;2254;238;796;233;348;216;402;109;63;81;161;0;0;81;85;399;214;64;185
1725;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 juli;925;2284;243;1267;682;1017;105;358;88;139;61;201;100;35;62;62;0;0;41;57;163;91;62;74
1726;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 augustus;556;1724;182;951;374;773;68;261;63;106;62;148;26;22;40;56;0;0;36;45;38;69;40;66
1727;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 september;584;1720;204;962;379;758;68;229;58;123;71;149;15;23;35;46;0;0;47;54;41;67;43;67
1728;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 3e kwartaal;2064;5728;629;3180;1435;2548;241;848;210;368;195;498;141;80;137;164;0;0;125;156;242;227;145;207
1729;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 oktober;553;1498;169;823;384;675;60;186;51;101;44;152;38;25;42;52;0;0;23;30;92;64;34;65
1730;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 november;907;2636;311;1456;597;1180;112;387;88;148;87;244;56;48;60;84;0;0;64;46;86;103;43;120
1731;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 december;726;1858;238;1046;488;812;84;293;44;81;105;164;24;19;27;59;0;0;37;44;137;79;30;73
1732;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010 4e kwartaal;2187;5992;718;3325;1469;2667;256;866;183;330;236;560;118;92;129;195;0;0;124;120;315;246;107;258
1733;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2010;7858;21036;2370;11721;5488;9315;914;3109;755;1323;789;1826;505;294;402;630;0;0;464;448;1251;856;407;829
1734;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 januari;515;1345;171;801;344;544;56;201;41;69;61;107;22;25;46;41;0;0;48;21;49;41;21;39
1735;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 februari;546;1384;177;864;368;520;60;202;27;53;37;91;67;17;32;32;0;0;34;19;52;45;58;61
1736;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 maart;702;1700;240;1013;462;687;80;248;46;104;93;116;53;22;54;57;0;0;27;26;90;54;19;60
1737;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 1e kwartaal;1763;4429;588;2678;1175;1751;196;651;114;226;191;314;142;64;133;130;0;0;109;66;190;140;99;160
1738;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 april;604;1485;186;828;419;657;96;258;33;83;108;134;35;20;18;41;0;0;63;25;40;41;26;55
1739;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 mei;555;1330;144;730;411;600;72;218;42;77;56;97;41;21;34;38;0;0;40;34;105;64;22;51
1740;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 juni;516;1526;153;811;363;715;86;275;50;91;55;123;24;14;46;58;0;0;27;36;38;56;37;62
1741;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 2e kwartaal;1676;4341;483;2369;1193;1972;254;751;125;251;219;354;99;55;98;137;0;0;130;95;184;161;84;168
1742;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 juli;566;1572;164;828;402;744;80;288;91;112;92;132;5;19;14;43;0;0;47;43;48;57;24;50
1743;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 augustus;450;1153;135;631;315;522;60;199;42;66;42;103;14;9;42;44;0;0;57;22;37;35;19;44
1744;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 september;693;1796;205;955;488;841;88;285;83;137;74;155;29;40;48;61;0;0;34;33;92;53;40;77
1745;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 3e kwartaal;1708;4521;504;2414;1205;2107;228;772;216;315;209;390;48;68;104;148;0;0;139;98;177;145;83;171
1746;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 oktober;769;2082;249;1135;520;947;109;353;84;128;99;201;14;25;71;74;0;0;43;35;79;67;22;64
1747;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 november;737;1851;198;972;540;879;86;303;50;119;60;160;27;30;40;59;0;0;93;46;155;90;29;72
1748;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 december;783;1661;188;852;595;809;72;237;98;110;82;179;39;25;93;75;0;0;34;27;112;77;65;79
1749;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011 4e kwartaal;2290;5594;634;2959;1655;2635;268;893;231;357;240;540;80;80;204;208;0;0;169;108;346;234;116;215
1750;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2011;7437;18885;2209;10420;5228;8465;945;3067;687;1149;859;1598;370;267;540;623;0;0;547;367;897;680;382;714
1751;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 januari;388;990;106;516;282;474;74;157;24;76;52;98;27;14;14;33;0;0;28;12;52;48;11;36
1752;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 februari;422;1163;132;647;290;516;52;183;43;80;38;91;39;15;28;37;0;0;23;22;42;46;25;42
1753;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 maart;613;1265;139;664;474;601;48;178;44;78;93;112;54;27;28;50;0;0;94;20;78;61;34;75
1754;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 1e kwartaal;1422;3418;377;1827;1045;1591;174;518;111;234;184;301;120;56;69;120;0;0;146;54;172;155;70;153
1755;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 april;455;1090;130;579;325;511;72;209;54;65;42;82;23;15;19;27;0;0;22;24;60;44;33;45
1756;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 mei;504;1206;124;595;380;611;65;228;84;83;57;123;8;14;26;31;0;0;49;25;73;56;17;51
1757;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 juni;646;1508;156;764;489;744;83;261;49;105;59;141;48;29;41;59;0;0;26;39;163;58;20;52
1758;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 2e kwartaal;1604;3804;411;1938;1194;1866;220;698;187;253;158;346;79;58;86;117;0;0;97;88;296;158;71;148
1759;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 juli;538;1381;156;709;383;672;72;258;47;101;120;119;13;20;19;42;0;0;25;20;59;55;27;57
1760;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 augustus;522;1184;170;610;351;574;71;214;41;83;79;119;45;13;22;38;0;0;48;28;26;32;20;47
1761;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 september;497;1386;144;688;352;698;72;252;84;118;37;125;8;13;22;40;0;0;22;22;74;56;32;72
1762;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 3e kwartaal;1557;3951;471;2007;1086;1944;214;724;173;302;237;363;66;46;64;120;0;0;95;70;159;143;79;176
1763;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 oktober;539;1214;133;604;406;610;70;191;40;79;48;109;44;35;83;42;0;0;21;26;70;64;30;64
1764;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 november;534;1284;184;693;349;591;64;220;82;99;32;99;25;17;28;39;0;0;21;18;44;47;53;52
1765;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 december;542;1090;114;568;428;522;53;164;55;78;72;103;27;23;17;33;0;0;22;13;80;58;102;50
1766;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012 4e kwartaal;1615;3588;431;1865;1183;1723;187;575;177;256;152;311;96;75;127;114;0;0;64;57;194;169;186;166
1767;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2012;6198;14761;1690;7637;4508;7124;796;2515;648;1045;730;1321;361;235;346;471;0;0;402;269;820;625;406;643
1768;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 januari;341;957;93;474;248;483;56;181;27;57;48;103;15;21;23;27;0;0;21;17;32;42;24;35
1769;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 februari;346;877;97;466;249;411;53;144;28;54;37;78;30;12;8;25;0;0;29;11;34;40;28;47
1770;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 maart;449;1186;110;589;339;597;69;215;33;89;61;114;13;17;16;36;0;0;66;19;58;53;23;54
1771;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 1e kwartaal;1135;3020;300;1529;835;1491;179;540;88;200;147;295;58;50;47;88;0;0;116;47;124;135;75;136
1772;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 april;435;1128;104;547;331;581;68;212;43;78;58;113;46;26;22;33;0;0;21;22;26;41;48;56
1773;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 mei;456;1189;130;608;326;581;67;228;33;70;38;102;5;15;25;38;0;0;61;30;64;45;33;53
1774;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 juni;566;1209;137;596;429;613;60;238;31;73;46;113;39;16;27;33;0;0;32;33;141;48;54;59
1775;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 2e kwartaal;1458;3526;371;1751;1087;1775;195;678;107;221;142;328;91;57;73;104;0;0;114;85;230;134;135;168
1776;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 juli;512;1341;130;678;382;663;82;267;79;95;63;100;38;26;34;43;0;0;24;32;34;48;29;52
1777;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 augustus;373;932;93;458;279;474;59;182;52;60;48;85;31;14;21;36;0;0;14;15;25;37;27;45
1778;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 september;586;1346;146;665;440;681;68;222;59;114;79;133;20;20;94;33;0;0;34;34;60;67;27;58
1779;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 3e kwartaal;1470;3619;369;1801;1102;1818;209;671;191;269;189;318;89;60;149;112;0;0;72;81;119;152;83;155
1780;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 oktober;485;1095;114;581;371;514;54;167;58;71;80;95;25;25;15;30;0;0;58;37;52;40;29;49
1781;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 november;470;1207;145;642;325;565;63;237;58;65;63;109;12;21;4;14;0;0;45;27;48;44;34;48
1782;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 december;398;1132;106;567;292;565;51;205;45;68;56;122;12;28;13;28;0;0;44;25;40;29;32;60
1783;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013 4e kwartaal;1353;3434;365;1790;988;1644;168;609;161;204;198;326;48;74;32;72;0;0;146;89;139;113;95;157
1784;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2013;5417;13599;1405;6871;4012;6728;751;2498;547;894;677;1267;286;241;301;376;0;0;448;302;613;534;389;616
1785;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 januari;800;1323;142;640;658;683;54;184;52;89;136;165;170;46;20;51;0;0;22;30;151;60;53;58
1786;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 februari;438;1048;102;550;336;498;58;191;45;73;132;96;8;17;16;28;0;0;27;20;34;35;16;38
1787;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 maart;437;1151;129;607;308;544;70;198;44;67;59;87;44;29;19;44;0;0;23;23;32;41;17;55
1788;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 1e kwartaal;1676;3522;373;1797;1302;1725;183;573;141;229;327;348;222;92;55;123;0;0;72;73;217;136;86;151
1789;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 april;475;1163;110;587;365;576;63;228;47;71;68;113;46;26;21;26;0;0;69;20;32;36;17;56
1790;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 mei;401;1166;120;611;281;555;57;234;31;63;59;95;20;22;49;24;0;0;20;29;28;41;18;47
1791;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 juni;451;1263;152;690;299;573;59;207;45;75;45;116;39;12;22;34;0;0;12;36;49;37;28;56
1792;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 2e kwartaal;1326;3592;382;1888;945;1704;179;669;123;209;172;324;106;60;92;84;0;0;101;85;109;114;64;159
1793;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 juli;532;1463;150;806;382;657;55;237;54;80;80;131;43;30;17;30;0;0;76;52;21;40;36;57
1794;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 augustus;423;1012;124;568;298;444;49;176;21;47;29;94;6;18;45;22;0;0;14;22;117;27;18;38
1795;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 september;535;1273;170;745;365;528;53;170;41;56;74;107;30;25;20;39;0;0;62;29;52;45;34;57
1796;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 3e kwartaal;1490;3748;444;2119;1046;1629;157;583;116;183;183;332;79;73;81;91;0;0;152;103;189;112;88;152
1797;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 oktober;439;1231;140;684;299;547;57;200;81;78;39;97;5;15;19;44;0;0;26;24;38;44;35;45
1798;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 november;432;1104;161;634;270;470;60;166;58;63;48;94;16;14;20;24;0;0;26;21;20;33;22;55
1799;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 december;753;1422;180;817;572;605;57;197;52;83;97;130;49;28;177;36;0;0;49;30;47;45;45;56
1800;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014 4e kwartaal;1623;3757;481;2135;1142;1622;173;563;191;224;184;321;70;57;216;104;0;0;101;75;105;122;103;156
1801;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2014;6115;14619;1680;7939;4435;6680;691;2388;571;845;866;1325;476;282;444;402;0;0;425;336;620;484;340;618
1802;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 januari;383;1030;124;623;259;407;44;131;26;61;77;88;26;17;13;32;0;0;21;18;17;28;34;32
1803;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 februari;630;1420;221;953;409;467;49;154;43;57;89;104;42;15;22;27;0;0;24;23;64;35;75;52
1804;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 maart;522;1286;179;805;342;481;37;133;67;66;56;98;37;17;20;36;0;0;57;27;32;36;37;68
1805;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 1e kwartaal;1535;3736;524;2381;1011;1355;130;418;137;184;222;290;105;49;56;95;0;0;102;68;113;99;146;152
1806;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 april;635;1371;167;801;468;570;58;189;52;92;70;106;28;23;86;37;0;0;69;38;82;42;22;43
1807;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 mei;477;1062;130;618;347;444;44;165;39;54;67;96;26;12;98;23;0;0;23;18;13;27;37;49
1808;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 juni;470;1336;162;765;309;571;62;211;31;69;37;100;49;32;36;33;0;0;35;39;33;32;27;55
1809;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 2e kwartaal;1583;3769;459;2184;1124;1585;163;565;122;215;175;302;103;67;221;93;0;0;127;95;128;101;86;147
1810;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 juli;466;1210;138;685;328;525;54;161;40;77;45;101;55;23;39;46;0;0;27;32;46;40;22;45
1811;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 augustus;453;1221;142;700;311;521;50;169;57;80;48;99;44;23;18;34;0;0;31;28;35;37;28;51
1812;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 september;522;1343;190;804;332;539;49;174;47;99;73;118;17;18;31;37;0;0;17;16;75;26;23;51
1813;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 3e kwartaal;1441;3774;469;2189;971;1585;154;504;144;256;166;318;116;64;89;117;0;0;76;76;156;103;72;147
1814;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 oktober;454;1281;205;816;249;465;36;135;58;69;36;93;23;32;12;42;0;1;36;20;27;30;19;43
1815;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 november;552;1412;224;897;328;515;33;138;50;80;96;112;38;24;11;41;0;0;39;22;42;51;18;47
1816;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 december;651;1429;290;934;361;495;49;146;56;76;96;103;26;32;23;35;0;0;38;20;40;34;33;49
1817;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015 4e kwartaal;1657;4122;719;2647;938;1475;118;419;164;225;228;308;88;88;47;118;0;1;113;62;109;115;71;139
1818;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2015;6216;15401;2171;9401;4045;6000;565;1906;567;880;791;1218;412;268;412;423;0;1;417;301;506;418;374;585
1819;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 januari;357;1060;177;729;180;331;38;103;27;54;44;74;14;10;27;25;0;0;11;17;13;18;6;30
1820;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 februari;592;1449;223;966;370;483;45;138;69;72;72;109;39;28;25;33;0;0;68;21;28;31;24;51
1821;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 maart;483;1303;209;857;274;446;46;133;39;82;78;84;18;19;16;32;0;0;20;17;32;32;25;47
1822;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 1e kwartaal;1432;3812;609;2552;824;1260;128;374;135;208;195;267;71;57;68;90;0;0;100;55;73;81;55;128
1823;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 april;699;1529;242;983;457;546;61;172;53;84;76;124;35;26;59;30;0;0;25;29;135;31;14;50
1824;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 mei;499;1298;204;836;295;462;47;141;39;70;57;101;36;18;38;34;0;0;34;29;15;31;31;38
1825;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 juni;683;1692;303;1116;380;576;52;159;56;94;103;130;41;28;40;41;0;0;43;36;30;37;14;51
1826;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 2e kwartaal;1881;4519;748;2935;1133;1584;160;472;148;248;236;355;111;72;137;105;0;0;102;94;180;99;59;139
1827;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 juli;542;1589;236;1042;305;547;43;158;34;79;44;123;44;20;14;39;0;0;60;33;28;31;39;64
1828;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 augustus;469;1387;203;910;266;477;45;139;46;88;44;94;12;19;41;23;0;0;19;21;42;47;17;46
1829;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 september;697;1523;257;1033;439;490;40;132;64;84;48;104;59;30;109;31;0;0;17;18;55;44;46;47
1830;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 3e kwartaal;1708;4499;697;2985;1011;1514;128;429;145;251;136;321;115;69;165;93;0;0;95;72;124;122;101;157
1831;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 oktober;458;1308;235;852;223;456;33;126;46;69;38;113;26;24;9;30;0;0;11;19;39;30;20;45
1832;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 november;679;1559;233;1030;446;529;49;120;130;99;86;129;78;24;22;39;0;0;24;27;40;42;17;49
1833;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 december;657;1627;255;1099;402;528;34;124;66;96;51;116;96;33;77;43;0;0;30;24;22;38;26;54
1834;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016 4e kwartaal;1793;4494;723;2981;1070;1513;116;370;242;264;175;358;201;81;108;112;0;0;65;70;101;110;63;148
1835;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2016;6814;17324;2777;11453;4037;5871;532;1645;670;971;741;1301;498;279;478;400;0;0;362;291;479;412;278;572
