ID;BedrijfstakkenBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenKwartaalEerder_4;Indexcijfers_5;OntwikkelingTOVEenJaarEerder_6
547;452 Gespecialiseerde autoreparatie;2019 3e kwartaal;112.2;3.0;118.7;-1.2;112.2;3.0
548;452 Gespecialiseerde autoreparatie;2019 4e kwartaal;127.5;0.9;117.5;-1.0;127.5;0.9
549;452 Gespecialiseerde autoreparatie;2019;118.8;3.1;118.8;3.1;118.8;3.1
550;452 Gespecialiseerde autoreparatie;2020 1e kwartaal;111.9;-1.5;117.5;0.0;111.9;-1.5
551;452 Gespecialiseerde autoreparatie;2020 2e kwartaal;98.5;-19.2;97.0;-17.5;98.5;-19.2
552;452 Gespecialiseerde autoreparatie;2020 3e kwartaal;102.1;-9.1;107.7;11.0;102.1;-9.1
553;452 Gespecialiseerde autoreparatie;2020 4e kwartaal;111.5;-12.5;102.6;-4.7;111.5;-12.5
554;452 Gespecialiseerde autoreparatie;2020;106.0;-10.8;106.2;-10.6;106.0;-10.8
555;452 Gespecialiseerde autoreparatie;2021 1e kwartaal;110.1;-1.6;113.6;10.7;110.1;-1.6
556;452 Gespecialiseerde autoreparatie;2021 2e kwartaal;119.4;21.1;116.3;2.4;119.4;21.1
557;452 Gespecialiseerde autoreparatie;2021 3e kwartaal;113.2;11.0;120.5;3.6;113.2;11.0
558;452 Gespecialiseerde autoreparatie;2021 4e kwartaal;130.8;17.3;123.2;2.2;130.8;17.3
559;452 Gespecialiseerde autoreparatie;2021;118.4;11.7;118.4;11.5;118.4;11.7
560;452 Gespecialiseerde autoreparatie;2022 1e kwartaal;127.0;15.3;130.0;5.5;127.0;15.3
561;452 Gespecialiseerde autoreparatie;2022 2e kwartaal;135.0;13.1;131.3;1.0;135.0;13.1
562;452 Gespecialiseerde autoreparatie;2022 3e kwartaal;126.2;11.4;133.9;2.0;126.2;11.4
563;452 Gespecialiseerde autoreparatie;2022 4e kwartaal;141.2;7.9;134.6;0.6;141.2;7.9
564;452 Gespecialiseerde autoreparatie;2022;132.3;11.8;132.4;11.8;132.3;11.8
565;452 Gespecialiseerde autoreparatie;2023 1e kwartaal;142.3;12.0;143.5;6.6;142.3;12.0
566;452 Gespecialiseerde autoreparatie;2023 2e kwartaal;150.3;11.4;145.2;1.2;150.3;11.4
567;452 Gespecialiseerde autoreparatie;2023 3e kwartaal;139.1;10.2;147.6;1.6;139.1;10.2
568;452 Gespecialiseerde autoreparatie;2023 4e kwartaal;157.5;11.6;151.4;2.6;157.5;11.6
569;452 Gespecialiseerde autoreparatie;2023;147.3;11.3;146.9;10.9;147.3;11.3
570;453 Handel in auto-onderdelen;2005 1e kwartaal;75.0;5.8;;;75.0;5.8
571;453 Handel in auto-onderdelen;2005 2e kwartaal;77.8;5.5;;;77.8;5.5
572;453 Handel in auto-onderdelen;2005 3e kwartaal;71.5;4.0;;;71.5;4.0
573;453 Handel in auto-onderdelen;2005 4e kwartaal;75.5;4.2;;;75.5;4.2
574;453 Handel in auto-onderdelen;2005;74.9;4.9;;;74.9;4.9
575;453 Handel in auto-onderdelen;2006 1e kwartaal;82.4;9.9;;;82.4;9.9
576;453 Handel in auto-onderdelen;2006 2e kwartaal;85.2;9.5;;;85.2;9.5
577;453 Handel in auto-onderdelen;2006 3e kwartaal;77.4;8.2;;;77.4;8.2
578;453 Handel in auto-onderdelen;2006 4e kwartaal;87.1;15.4;;;87.1;15.4
579;453 Handel in auto-onderdelen;2006;83.0;10.8;;;83.0;10.8
580;453 Handel in auto-onderdelen;2007 1e kwartaal;86.8;5.4;;;86.8;5.4
581;453 Handel in auto-onderdelen;2007 2e kwartaal;90.1;5.8;;;90.1;5.8
582;453 Handel in auto-onderdelen;2007 3e kwartaal;82.2;6.3;;;82.2;6.3
583;453 Handel in auto-onderdelen;2007 4e kwartaal;89.4;2.6;;;89.4;2.6
584;453 Handel in auto-onderdelen;2007;87.1;5.0;;;87.1;5.0
585;453 Handel in auto-onderdelen;2008 1e kwartaal;90.0;3.7;;;90.0;3.7
586;453 Handel in auto-onderdelen;2008 2e kwartaal;90.2;0.2;;;90.2;0.2
587;453 Handel in auto-onderdelen;2008 3e kwartaal;80.1;-2.6;;;80.1;-2.6
588;453 Handel in auto-onderdelen;2008 4e kwartaal;79.0;-11.6;;;79.0;-11.6
589;453 Handel in auto-onderdelen;2008;84.8;-2.6;;;84.8;-2.6
590;453 Handel in auto-onderdelen;2009 1e kwartaal;73.0;-18.9;;;73.0;-18.9
591;453 Handel in auto-onderdelen;2009 2e kwartaal;79.3;-12.1;;;79.3;-12.1
592;453 Handel in auto-onderdelen;2009 3e kwartaal;74.5;-6.9;;;74.5;-6.9
593;453 Handel in auto-onderdelen;2009 4e kwartaal;83.2;5.3;;;83.2;5.3
594;453 Handel in auto-onderdelen;2009;77.5;-8.6;;;77.5;-8.6
595;453 Handel in auto-onderdelen;2010 1e kwartaal;87.0;19.2;;;87.0;19.2
596;453 Handel in auto-onderdelen;2010 2e kwartaal;90.3;13.9;;;90.3;13.9
597;453 Handel in auto-onderdelen;2010 3e kwartaal;89.4;20.0;;;89.4;20.0
598;453 Handel in auto-onderdelen;2010 4e kwartaal;99.4;19.5;;;99.4;19.5
599;453 Handel in auto-onderdelen;2010;91.5;18.1;;;91.5;18.1
600;453 Handel in auto-onderdelen;2011 1e kwartaal;99.4;14.3;;;99.4;14.3
601;453 Handel in auto-onderdelen;2011 2e kwartaal;100.7;11.5;;;100.7;11.5
602;453 Handel in auto-onderdelen;2011 3e kwartaal;100.1;12.0;;;100.1;12.0
603;453 Handel in auto-onderdelen;2011 4e kwartaal;108.8;9.4;;;108.8;9.4
604;453 Handel in auto-onderdelen;2011;102.3;11.7;;;102.3;11.7
605;453 Handel in auto-onderdelen;2012 1e kwartaal;101.9;2.5;;;101.9;2.5
606;453 Handel in auto-onderdelen;2012 2e kwartaal;96.5;-4.2;;;96.5;-4.2
607;453 Handel in auto-onderdelen;2012 3e kwartaal;88.9;-11.2;;;88.9;-11.2
608;453 Handel in auto-onderdelen;2012 4e kwartaal;97.7;-10.2;;;97.7;-10.2
609;453 Handel in auto-onderdelen;2012;96.3;-5.9;;;96.3;-5.9
610;453 Handel in auto-onderdelen;2013 1e kwartaal;89.6;-12.0;89.8;-5.0;89.6;-12.0
611;453 Handel in auto-onderdelen;2013 2e kwartaal;95.6;-1.0;93.8;4.5;95.6;-1.0
612;453 Handel in auto-onderdelen;2013 3e kwartaal;90.4;1.7;95.4;1.6;90.4;1.7
613;453 Handel in auto-onderdelen;2013 4e kwartaal ;99.1;1.5;95.8;0.5;99.1;1.5
614;453 Handel in auto-onderdelen;2013;93.7;-2.7;93.7;-2.6;93.7;-2.7
615;453 Handel in auto-onderdelen;2014 1e kwartaal;94.0;4.9;94.2;-1.7;94.0;4.9
616;453 Handel in auto-onderdelen;2014 2e kwartaal;96.9;1.3;94.7;0.5;96.9;1.3
617;453 Handel in auto-onderdelen;2014 3e kwartaal;90.7;0.3;96.1;1.5;90.7;0.3
618;453 Handel in auto-onderdelen;2014 4e kwartaal;97.3;-1.8;94.2;-2.0;97.3;-1.8
619;453 Handel in auto-onderdelen;2014;94.7;1.1;94.8;1.1;94.7;1.1
620;453 Handel in auto-onderdelen;2015 1e kwartaal;97.0;3.2;96.9;2.9;97.0;3.2
621;453 Handel in auto-onderdelen;2015 2e kwartaal;101.5;4.8;99.0;2.2;101.5;4.8
622;453 Handel in auto-onderdelen;2015 3e kwartaal;94.8;4.6;101.1;2.1;94.8;4.6
623;453 Handel in auto-onderdelen;2015 4e kwartaal;106.7;9.6;103.2;2.1;106.7;9.6
624;453 Handel in auto-onderdelen;2015;100.0;5.6;100.0;5.5;100.0;5.6
625;453 Handel in auto-onderdelen;2016 1e kwartaal;101.8;5.0;101.4;-1.8;101.8;5.0
626;453 Handel in auto-onderdelen;2016 2e kwartaal;109.7;8.0;106.9;5.5;109.7;8.0
627;453 Handel in auto-onderdelen;2016 3e kwartaal;98.4;3.8;105.4;-1.4;98.4;3.8
628;453 Handel in auto-onderdelen;2016 4e kwartaal;108.3;1.5;104.7;-0.6;108.3;1.5
629;453 Handel in auto-onderdelen;2016;104.6;4.6;104.6;4.6;104.6;4.6
630;453 Handel in auto-onderdelen;2017 1e kwartaal;109.1;7.1;108.1;3.3;109.1;7.1
631;453 Handel in auto-onderdelen;2017 2e kwartaal;105.6;-3.7;103.2;-4.6;105.6;-3.7
632;453 Handel in auto-onderdelen;2017 3e kwartaal;96.7;-1.7;103.8;0.7;96.7;-1.7
633;453 Handel in auto-onderdelen;2017 4e kwartaal;108.7;0.3;104.9;1.0;108.7;0.3
634;453 Handel in auto-onderdelen;2017;105.0;0.4;105.0;0.4;105.0;0.4
635;453 Handel in auto-onderdelen;2018 1e kwartaal;107.8;-1.1;106.7;1.7;107.8;-1.1
636;453 Handel in auto-onderdelen;2018 2e kwartaal;109.1;3.2;106.7;0.0;109.1;3.2
637;453 Handel in auto-onderdelen;2018 3e kwartaal;97.0;0.2;104.1;-2.4;97.0;0.2
638;453 Handel in auto-onderdelen;2018 4e kwartaal;107.1;-1.4;103.3;-0.8;107.1;-1.4
639;453 Handel in auto-onderdelen;2018;105.2;0.2;105.2;0.2;105.2;0.2
640;453 Handel in auto-onderdelen;2019 1e kwartaal;105.4;-2.3;104.2;0.9;105.4;-2.3
641;453 Handel in auto-onderdelen;2019 2e kwartaal;106.5;-2.3;104.5;0.3;106.5;-2.3
642;453 Handel in auto-onderdelen;2019 3e kwartaal;98.3;1.4;105.4;0.8;98.3;1.4
643;453 Handel in auto-onderdelen;2019 4e kwartaal;106.2;-0.8;102.2;-3.0;106.2;-0.8
644;453 Handel in auto-onderdelen;2019;104.1;-1.1;104.1;-1.1;104.1;-1.1
645;453 Handel in auto-onderdelen;2020 1e kwartaal;97.3;-7.6;96.5;-5.6;97.3;-7.6
646;453 Handel in auto-onderdelen;2020 2e kwartaal;75.9;-28.7;74.6;-22.7;75.9;-28.7
647;453 Handel in auto-onderdelen;2020 3e kwartaal;90.2;-8.3;96.5;29.5;90.2;-8.3
648;453 Handel in auto-onderdelen;2020 4e kwartaal;104.0;-2.1;100.0;3.6;104.0;-2.1
649;453 Handel in auto-onderdelen;2020;91.9;-11.8;91.9;-11.7;91.9;-11.8
650;453 Handel in auto-onderdelen;2021 1e kwartaal;103.1;6.0;102.4;2.4;103.1;6.0
651;453 Handel in auto-onderdelen;2021 2e kwartaal;102.8;35.4;101.5;-0.9;102.8;35.4
652;453 Handel in auto-onderdelen;2021 3e kwartaal;96.8;7.3;103.3;1.8;96.8;7.3
653;453 Handel in auto-onderdelen;2021 4e kwartaal;112.8;8.5;108.3;4.9;112.8;8.5
654;453 Handel in auto-onderdelen;2021;103.9;13.1;103.9;13.0;103.9;13.1
655;453 Handel in auto-onderdelen;2022 1e kwartaal;112.4;9.0;111.4;2.9;112.4;9.0
656;453 Handel in auto-onderdelen;2022 2e kwartaal;112.6;9.6;111.6;0.1;112.6;9.6
657;453 Handel in auto-onderdelen;2022 3e kwartaal;109.9;13.5;116.8;4.6;109.9;13.5
658;453 Handel in auto-onderdelen;2022 4e kwartaal;120.0;6.4;115.5;-1.1;120.0;6.4
659;453 Handel in auto-onderdelen;2022;113.8;9.5;113.8;9.6;113.8;9.5
660;453 Handel in auto-onderdelen;2023 1e kwartaal;125.4;11.5;124.1;7.4;125.4;11.5
661;453 Handel in auto-onderdelen;2023 2e kwartaal;121.8;8.2;120.5;-2.9;121.8;8.2
662;453 Handel in auto-onderdelen;2023 3e kwartaal;112.4;2.3;120.0;-0.5;112.4;2.3
663;453 Handel in auto-onderdelen;2023 4e kwartaal;126.2;5.1;121.4;1.2;126.2;5.1
664;453 Handel in auto-onderdelen;2023;121.5;6.8;121.5;6.7;121.5;6.8
665;454 Handel en reparatie van motorfietsen;2005 1e kwartaal;115.9;-4.2;;;115.9;-4.2
666;454 Handel en reparatie van motorfietsen;2005 2e kwartaal;141.6;-6.8;;;141.6;-6.8
667;454 Handel en reparatie van motorfietsen;2005 3e kwartaal;104.6;-2.9;;;104.6;-2.9
668;454 Handel en reparatie van motorfietsen;2005 4e kwartaal;82.5;0.8;;;82.5;0.8
669;454 Handel en reparatie van motorfietsen;2005;111.1;-3.9;;;111.1;-3.9
670;454 Handel en reparatie van motorfietsen;2006 1e kwartaal;115.5;-0.3;;;115.5;-0.3
671;454 Handel en reparatie van motorfietsen;2006 2e kwartaal;144.5;2.0;;;144.5;2.0
672;454 Handel en reparatie van motorfietsen;2006 3e kwartaal;106.8;2.1;;;106.8;2.1
673;454 Handel en reparatie van motorfietsen;2006 4e kwartaal;83.7;1.5;;;83.7;1.5
674;454 Handel en reparatie van motorfietsen;2006;112.6;1.3;;;112.6;1.3
675;454 Handel en reparatie van motorfietsen;2007 1e kwartaal;114.3;-1.0;;;114.3;-1.0
676;454 Handel en reparatie van motorfietsen;2007 2e kwartaal;145.2;0.4;;;145.2;0.4
677;454 Handel en reparatie van motorfietsen;2007 3e kwartaal;108.6;1.7;;;108.6;1.7
678;454 Handel en reparatie van motorfietsen;2007 4e kwartaal;83.6;-0.2;;;83.6;-0.2
679;454 Handel en reparatie van motorfietsen;2007;112.9;0.2;;;112.9;0.2
680;454 Handel en reparatie van motorfietsen;2008 1e kwartaal;122.7;7.3;;;122.7;7.3
681;454 Handel en reparatie van motorfietsen;2008 2e kwartaal;140.3;-3.3;;;140.3;-3.3
682;454 Handel en reparatie van motorfietsen;2008 3e kwartaal;103.8;-4.4;;;103.8;-4.4
683;454 Handel en reparatie van motorfietsen;2008 4e kwartaal;76.8;-8.2;;;76.8;-8.2
684;454 Handel en reparatie van motorfietsen;2008;110.9;-1.8;;;110.9;-1.8
685;454 Handel en reparatie van motorfietsen;2009 1e kwartaal;101.0;-17.7;;;101.0;-17.7
686;454 Handel en reparatie van motorfietsen;2009 2e kwartaal;120.5;-14.1;;;120.5;-14.1
687;454 Handel en reparatie van motorfietsen;2009 3e kwartaal;91.0;-12.3;;;91.0;-12.3
688;454 Handel en reparatie van motorfietsen;2009 4e kwartaal;74.3;-3.2;;;74.3;-3.2
689;454 Handel en reparatie van motorfietsen;2009;96.7;-12.8;;;96.7;-12.8
690;454 Handel en reparatie van motorfietsen;2010 1e kwartaal;98.0;-2.9;;;98.0;-2.9
691;454 Handel en reparatie van motorfietsen;2010 2e kwartaal;132.1;9.6;;;132.1;9.6
692;454 Handel en reparatie van motorfietsen;2010 3e kwartaal;92.0;1.2;;;92.0;1.2
693;454 Handel en reparatie van motorfietsen;2010 4e kwartaal;66.7;-10.2;;;66.7;-10.2
694;454 Handel en reparatie van motorfietsen;2010;97.2;0.5;;;97.2;0.5
695;454 Handel en reparatie van motorfietsen;2011 1e kwartaal;95.0;-3.1;;;95.0;-3.1
696;454 Handel en reparatie van motorfietsen;2011 2e kwartaal;121.1;-8.3;;;121.1;-8.3
697;454 Handel en reparatie van motorfietsen;2011 3e kwartaal;79.2;-14.0;;;79.2;-14.0
698;454 Handel en reparatie van motorfietsen;2011 4e kwartaal;68.4;2.5;;;68.4;2.5
699;454 Handel en reparatie van motorfietsen;2011;90.9;-6.5;;;90.9;-6.5
700;454 Handel en reparatie van motorfietsen;2012 1e kwartaal;100.3;5.5;;;100.3;5.5
701;454 Handel en reparatie van motorfietsen;2012 2e kwartaal;108.9;-10.0;;;108.9;-10.0
702;454 Handel en reparatie van motorfietsen;2012 3e kwartaal;73.2;-7.6;;;73.2;-7.6
703;454 Handel en reparatie van motorfietsen;2012 4e kwartaal;61.6;-9.9;;;61.6;-9.9
704;454 Handel en reparatie van motorfietsen;2012;86.0;-5.4;;;86.0;-5.4
705;454 Handel en reparatie van motorfietsen;2013 1e kwartaal;80.4;-19.8;74.7;-11.0;80.4;-19.8
706;454 Handel en reparatie van motorfietsen;2013 2e kwartaal;98.8;-9.3;77.6;3.9;98.8;-9.3
707;454 Handel en reparatie van motorfietsen;2013 3e kwartaal;77.4;5.7;84.7;9.1;77.4;5.7
708;454 Handel en reparatie van motorfietsen;2013 4e kwartaal ;63.2;2.5;86.0;1.6;63.2;2.5
709;454 Handel en reparatie van motorfietsen;2013;80.0;-7.0;80.8;-5.8;80.0;-7.0
710;454 Handel en reparatie van motorfietsen;2014 1e kwartaal;96.0;19.4;89.0;3.5;96.0;19.4
711;454 Handel en reparatie van motorfietsen;2014 2e kwartaal;111.9;13.2;87.6;-1.6;111.9;13.2
712;454 Handel en reparatie van motorfietsen;2014 3e kwartaal;85.9;10.9;94.4;7.7;85.9;10.9
713;454 Handel en reparatie van motorfietsen;2014 4e kwartaal;72.1;14.2;98.4;4.2;72.1;14.2
714;454 Handel en reparatie van motorfietsen;2014;91.5;14.4;92.4;14.4;91.5;14.4
715;454 Handel en reparatie van motorfietsen;2015 1e kwartaal;110.4;15.0;102.6;4.3;110.4;15.0
716;454 Handel en reparatie van motorfietsen;2015 2e kwartaal;127.0;13.5;98.6;-3.9;127.0;13.5
717;454 Handel en reparatie van motorfietsen;2015 3e kwartaal;88.4;2.9;97.8;-0.8;88.4;2.9
718;454 Handel en reparatie van motorfietsen;2015 4e kwartaal;74.2;2.9;101.5;3.7;74.2;2.9
719;454 Handel en reparatie van motorfietsen;2015;100.0;9.3;100.1;8.4;100.0;9.3
720;454 Handel en reparatie van motorfietsen;2016 1e kwartaal;112.6;2.0;105.1;3.6;112.6;2.0
721;454 Handel en reparatie van motorfietsen;2016 2e kwartaal;141.1;11.1;108.6;3.3;141.1;11.1
722;454 Handel en reparatie van motorfietsen;2016 3e kwartaal;94.6;7.1;105.3;-3.0;94.6;7.1
723;454 Handel en reparatie van motorfietsen;2016 4e kwartaal;84.6;14.0;115.9;10.0;84.6;14.0
724;454 Handel en reparatie van motorfietsen;2016;108.2;8.2;108.7;8.6;108.2;8.2
725;454 Handel en reparatie van motorfietsen;2017 1e kwartaal;112.3;-0.3;105.3;-9.1;112.3;-0.3
726;454 Handel en reparatie van motorfietsen;2017 2e kwartaal;153.8;9.0;117.6;11.7;153.8;9.0
727;454 Handel en reparatie van motorfietsen;2017 3e kwartaal;98.4;4.0;109.7;-6.7;98.4;4.0
728;454 Handel en reparatie van motorfietsen;2017 4e kwartaal;70.3;-16.8;96.1;-12.4;70.3;-16.8
729;454 Handel en reparatie van motorfietsen;2017;108.7;0.4;107.2;-1.4;108.7;0.4
730;454 Handel en reparatie van motorfietsen;2018 1e kwartaal;110.5;-1.6;104.2;8.4;110.5;-1.6
731;454 Handel en reparatie van motorfietsen;2018 2e kwartaal;149.6;-2.8;114.4;9.8;149.6;-2.8
732;454 Handel en reparatie van motorfietsen;2018 3e kwartaal;98.4;0.0;109.0;-4.7;98.4;0.0
733;454 Handel en reparatie van motorfietsen;2018 4e kwartaal;86.1;22.4;117.6;7.9;86.1;22.4
734;454 Handel en reparatie van motorfietsen;2018;111.1;2.2;111.3;3.8;111.1;2.2
735;454 Handel en reparatie van motorfietsen;2019 1e kwartaal;126.2;14.2;119.4;1.5;126.2;14.2
736;454 Handel en reparatie van motorfietsen;2019 2e kwartaal;132.1;-11.7;101.4;-15.1;132.1;-11.7
737;454 Handel en reparatie van motorfietsen;2019 3e kwartaal;103.1;4.8;113.3;11.7;103.1;4.8
738;454 Handel en reparatie van motorfietsen;2019 4e kwartaal;87.4;1.5;119.2;5.2;87.4;1.5
739;454 Handel en reparatie van motorfietsen;2019;112.2;0.9;113.3;1.8;112.2;0.9
740;454 Handel en reparatie van motorfietsen;2020 1e kwartaal;125.3;-0.7;118.8;-0.3;125.3;-0.7
741;454 Handel en reparatie van motorfietsen;2020 2e kwartaal;125.1;-5.3;96.7;-18.6;125.1;-5.3
742;454 Handel en reparatie van motorfietsen;2020 3e kwartaal;117.6;14.1;128.0;32.3;117.6;14.1
743;454 Handel en reparatie van motorfietsen;2020 4e kwartaal;93.1;6.5;126.6;-1.0;93.1;6.5
744;454 Handel en reparatie van motorfietsen;2020;115.3;2.8;117.5;3.7;115.3;2.8
745;454 Handel en reparatie van motorfietsen;2021 1e kwartaal;136.1;8.5;129.0;1.9;136.1;8.5
746;454 Handel en reparatie van motorfietsen;2021 2e kwartaal;176.3;41.0;137.7;6.8;176.3;41.0
747;454 Handel en reparatie van motorfietsen;2021 3e kwartaal;137.1;16.6;147.8;7.4;137.1;16.6
748;454 Handel en reparatie van motorfietsen;2021 4e kwartaal;108.6;16.7;146.9;-0.6;108.6;16.7
749;454 Handel en reparatie van motorfietsen;2021;139.5;21.0;140.4;19.4;139.5;21.0
750;454 Handel en reparatie van motorfietsen;2022 1e kwartaal;156.9;15.4;149.3;1.6;156.9;15.4
751;454 Handel en reparatie van motorfietsen;2022 2e kwartaal;180.1;2.1;142.6;-4.4;180.1;2.1
752;454 Handel en reparatie van motorfietsen;2022 3e kwartaal;151.6;10.6;161.6;13.3;151.6;10.6
753;454 Handel en reparatie van motorfietsen;2022 4e kwartaal;132.9;22.4;177.4;9.8;132.9;22.4
754;454 Handel en reparatie van motorfietsen;2022;155.4;11.4;157.7;12.4;155.4;11.4
755;454 Handel en reparatie van motorfietsen;2023 1e kwartaal;174.3;11.1;166.0;-6.5;174.3;11.1
756;454 Handel en reparatie van motorfietsen;2023 2e kwartaal;182.5;1.4;146.6;-11.7;182.5;1.4
757;454 Handel en reparatie van motorfietsen;2023 3e kwartaal;131.5;-13.3;141.7;-3.3;131.5;-13.3
758;454 Handel en reparatie van motorfietsen;2023 4e kwartaal;95.7;-28.0;128.4;-9.4;95.7;-28.0
759;454 Handel en reparatie van motorfietsen;2023;146.0;-6.0;145.7;-7.6;146.0;-6.0
