ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
8399;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 februari;55
8400;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 maart;70
8401;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 1e kwartaal;205
8402;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 april;22
8403;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 mei;130
8404;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 juni;83
8405;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 2e kwartaal;235
8406;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 juli;55
8407;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 augustus;54
8408;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 september;83
8409;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 3e kwartaal;192
8410;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 oktober;98
8411;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 november;95
8412;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 december;70
8413;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 4e kwartaal;263
8414;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005;895
8415;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 januari;29
8416;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 februari;27
8417;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 maart;22
8418;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 1e kwartaal;78
8419;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 april;121
8420;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 mei;119
8421;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 juni;128
8422;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 2e kwartaal;368
8423;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 juli;34
8424;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 augustus;29
8425;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 september;248
8426;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 3e kwartaal;311
8427;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 oktober;113
8428;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 november;97
8429;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 december;79
8430;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006 4e kwartaal;289
8431;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2006;1046
8432;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 januari;25
8433;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 februari;53
8434;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 maart;153
8435;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 1e kwartaal;231
8436;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 april;37
8437;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 mei;84
8438;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 juni;85
8439;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 2e kwartaal;206
8440;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 juli;45
8441;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 augustus;51
8442;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 september;72
8443;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 3e kwartaal;168
8444;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 oktober;67
8445;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 november;243
8446;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 december;74
8447;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007 4e kwartaal;384
8448;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2007;989
8449;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 januari;108
8450;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 februari;13
8451;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 maart;51
8452;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 1e kwartaal;172
8453;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 april;41
8454;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 mei;92
8455;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 juni;11
8456;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 2e kwartaal;144
8457;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 juli;14
8458;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 augustus;56
8459;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 september;159
8460;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 3e kwartaal;229
8461;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 oktober;156
8462;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 november;199
8463;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 december;146
8464;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008 4e kwartaal;501
8465;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2008;1046
8466;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 januari;70
8467;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 februari;114
8468;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 maart;28
8469;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 1e kwartaal;212
8470;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 april;25
8471;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 mei;39
8472;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 juni;51
8473;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 2e kwartaal;115
8474;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 juli;30
8475;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 augustus;36
8476;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 september;52
8477;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 3e kwartaal;118
8478;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 oktober;152
8479;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 november;46
8480;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 december;37
8481;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009 4e kwartaal;235
8482;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2009;680
8483;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 januari;55
8484;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 februari;3
8485;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 maart;4
8486;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 1e kwartaal;62
8487;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 april;0
8488;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 mei;5
8489;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 juni;48
8490;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 2e kwartaal;53
8491;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 juli;3
8492;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 augustus;65
8493;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 september;130
8494;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 3e kwartaal;198
8495;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 oktober;41
8496;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 november;14
8497;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 december;15
8498;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010 4e kwartaal;70
8499;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2010;383
8500;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 januari;116
8501;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 februari;92
8502;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 maart;23
8503;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 1e kwartaal;231
8504;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 april;166
8505;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 mei;51
8506;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 juni;5
8507;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 2e kwartaal;222
8508;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 juli;13
8509;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 augustus;9
8510;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 september;9
8511;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 3e kwartaal;31
8512;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 oktober;38
8513;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 november;52
8514;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 december;75
8515;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011 4e kwartaal;165
8516;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2011;649
8517;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 januari;69
8518;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 februari;102
8519;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 maart;20
8520;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 1e kwartaal;191
8521;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 april;18
8522;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 mei;66
8523;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 juni;151
8524;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 2e kwartaal;235
8525;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 juli;91
8526;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 augustus;3
8527;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 september;63
8528;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 3e kwartaal;157
8529;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 oktober;6
8530;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 november;46
8531;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 december;8
8532;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012 4e kwartaal;60
8533;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2012;643
8534;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 januari;1
8535;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 februari;3
8536;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 maart;14
8537;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 1e kwartaal;18
8538;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 april;2
8539;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 mei;2
8540;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 juni;109
8541;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 2e kwartaal;113
8542;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 juli;41
8543;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 augustus;10
8544;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 september;11
8545;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 3e kwartaal;62
8546;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 oktober;7
8547;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 november;14
8548;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 december;4
8549;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013 4e kwartaal;25
8550;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2013;218
8551;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 januari;22
8552;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 februari;0
8553;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 maart;5
8554;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 1e kwartaal;27
8555;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 april;85
8556;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 mei;9
8557;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 juni;16
8558;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 2e kwartaal;110
8559;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 juli;11
8560;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 augustus;40
8561;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 september;131
8562;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 3e kwartaal;182
8563;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 oktober;57
8564;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 november;93
8565;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 december;4
8566;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014 4e kwartaal;154
8567;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2014;473
8568;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 januari;102
8569;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 februari;32
8570;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 maart;28
8571;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 1e kwartaal;162
8572;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 april;10
8573;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 mei;32
8574;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 juni;7
8575;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 2e kwartaal;49
8576;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 juli;33
8577;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 augustus;31
8578;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 september;22
8579;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 3e kwartaal;86
8580;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 oktober;5
8581;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 november;7
8582;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 december;4
8583;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015 4e kwartaal;16
8584;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2015;313
8585;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 januari;14
8586;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 februari;23
8587;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 maart;30
8588;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 1e kwartaal;67
8589;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 april;31
8590;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 mei;21
8591;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 juni;13
8592;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 2e kwartaal;65
8593;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 juli;63
8594;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 augustus;48
8595;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 september;83
8596;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 3e kwartaal;194
8597;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 oktober;50
8598;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 november;30
8599;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 december;47
8600;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016 4e kwartaal;127
8601;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2016;453
8602;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 januari;269
8603;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 februari;108
8604;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 maart;139
8605;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 1e kwartaal;516
8606;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 april;60
8607;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 mei;165
8608;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 juni;63
8609;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 2e kwartaal;288
8610;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 juli;76
8611;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 augustus;49
8612;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 september;47
8613;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 3e kwartaal;172
8614;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 oktober;64
8615;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 november;49
8616;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 december;136
8617;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995 4e kwartaal;249
8618;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1995;1225
8619;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 januari;187
8620;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 februari;72
8621;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 maart;137
8622;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 1e kwartaal;396
8623;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 april;60
8624;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 mei;114
8625;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 juni;69
8626;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 2e kwartaal;243
8627;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 juli;120
8628;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 augustus;195
8629;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 september;46
8630;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 3e kwartaal;361
8631;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 oktober;28
8632;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 november;73
8633;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 december;71
8634;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996 4e kwartaal;172
8635;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1996;1172
8636;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 januari;116
8637;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 februari;73
8638;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 maart;140
8639;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 1e kwartaal;329
8640;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 april;121
8641;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 mei;83
8642;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 juni;97
8643;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 2e kwartaal;301
8644;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 juli;105
8645;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 augustus;58
8646;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 september;127
8647;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 3e kwartaal;290
8648;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 oktober;103
8649;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 november;148
8650;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 december;311
8651;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997 4e kwartaal;562
8652;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1997;1482
8653;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 januari;113
8654;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 februari;20
8655;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 maart;173
8656;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 1e kwartaal;306
8657;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 april;92
8658;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 mei;36
8659;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 juni;75
8660;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 2e kwartaal;203
8661;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 juli;83
8662;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 augustus;23
8663;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 september;139
8664;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 3e kwartaal;245
8665;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 oktober;95
8666;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 november;36
8667;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 december;22
8668;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998 4e kwartaal;153
8669;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1998;907
8670;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 januari;166
8671;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 februari;76
8672;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 maart;83
8673;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 1e kwartaal;325
8674;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 april;91
8675;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 mei;23
8676;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 juni;19
8677;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 2e kwartaal;133
8678;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 juli;42
8679;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 augustus;15
8680;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 september;156
8681;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 3e kwartaal;213
8682;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 oktober;66
8683;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 november;212
8684;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 december;208
8685;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999 4e kwartaal;486
8686;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);1999;1157
8687;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 januari;22
8688;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 februari;85
8689;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 maart;147
8690;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 1e kwartaal;254
8691;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 april;151
8692;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 mei;72
8693;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 juni;56
8694;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 2e kwartaal;279
8695;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 juli;96
8696;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 augustus;145
8697;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 september;54
8698;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 3e kwartaal;295
8699;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 oktober;135
8700;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 november;99
8701;Totaal opdrachtgevers;Totaal;Noord-Drenthe (CR);2000 december;70
