ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
8089;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2008 december;82
8090;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2008 4e kwartaal;161
8091;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2008;346
8092;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 januari;0
8093;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 februari;15
8094;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 maart;11
8095;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 1e kwartaal;26
8096;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 april;60
8097;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 mei;1
8098;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 juni;40
8099;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 2e kwartaal;101
8100;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 juli;1
8101;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 augustus;3
8102;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 september;10
8103;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 3e kwartaal;14
8104;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 oktober;18
8105;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 november;20
8106;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 december;153
8107;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009 4e kwartaal;191
8108;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2009;332
8109;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 januari;0
8110;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 februari;1
8111;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 maart;2
8112;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 1e kwartaal;3
8113;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 april;125
8114;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 mei;3
8115;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 juni;9
8116;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 2e kwartaal;137
8117;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 juli;10
8118;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 augustus;6
8119;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 september;8
8120;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 3e kwartaal;24
8121;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 oktober;15
8122;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 november;25
8123;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 december;4
8124;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010 4e kwartaal;44
8125;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2010;208
8126;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 januari;22
8127;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 februari;17
8128;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 maart;16
8129;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 1e kwartaal;55
8130;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 april;1
8131;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 mei;1
8132;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 juni;0
8133;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 2e kwartaal;2
8134;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 juli;1
8135;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 augustus;60
8136;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 september;1
8137;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 3e kwartaal;62
8138;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 oktober;21
8139;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 november;232
8140;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 december;1
8141;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011 4e kwartaal;254
8142;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2011;373
8143;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 januari;1
8144;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 februari;18
8145;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 maart;24
8146;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 1e kwartaal;43
8147;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 april;6
8148;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 mei;16
8149;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 juni;43
8150;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 2e kwartaal;65
8151;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 juli;3
8152;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 augustus;18
8153;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 september;29
8154;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 3e kwartaal;50
8155;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 oktober;1
8156;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 november;2
8157;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 december;5
8158;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012 4e kwartaal;8
8159;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2012;166
8160;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 januari;1
8161;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 februari;22
8162;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 maart;0
8163;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 1e kwartaal;23
8164;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 april;0
8165;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 mei;1
8166;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 juni;1
8167;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 2e kwartaal;2
8168;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 juli;0
8169;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 augustus;0
8170;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 september;0
8171;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 3e kwartaal;0
8172;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 oktober;0
8173;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 november;1
8174;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 december;44
8175;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013 4e kwartaal;45
8176;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2013;70
8177;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 januari;0
8178;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 februari;33
8179;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 maart;11
8180;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 1e kwartaal;44
8181;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 april;10
8182;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 mei;3
8183;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 juni;0
8184;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 2e kwartaal;13
8185;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 juli;10
8186;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 augustus;0
8187;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 september;0
8188;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 3e kwartaal;10
8189;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 oktober;15
8190;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 november;26
8191;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 december;5
8192;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014 4e kwartaal;46
8193;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2014;113
8194;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 januari;3
8195;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 februari;7
8196;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 maart;2
8197;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 1e kwartaal;12
8198;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 april;24
8199;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 mei;11
8200;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 juni;2
8201;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 2e kwartaal;37
8202;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 juli;20
8203;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 augustus;10
8204;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 september;15
8205;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 3e kwartaal;45
8206;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 oktober;9
8207;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 november;12
8208;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 december;4
8209;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015 4e kwartaal;25
8210;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2015;119
8211;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 januari;55
8212;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 februari;7
8213;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 maart;80
8214;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 1e kwartaal;142
8215;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 april;40
8216;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 mei;26
8217;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 juni;7
8218;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 2e kwartaal;73
8219;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 juli;3
8220;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 augustus;10
8221;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 september;2
8222;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 3e kwartaal;15
8223;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 oktober;74
8224;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 november;36
8225;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 december;8
8226;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016 4e kwartaal;118
8227;Totaal opdrachtgevers;Totaal;Zuidwest-Friesland (CR);2016;348
8228;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 januari;62
8229;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 februari;115
8230;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 maart;66
8231;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 1e kwartaal;243
8232;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 april;81
8233;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 mei;166
8234;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 juni;145
8235;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 2e kwartaal;392
8236;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 juli;53
8237;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 augustus;121
8238;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 september;120
8239;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 3e kwartaal;294
8240;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 oktober;74
8241;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 november;40
8242;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 december;87
8243;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995 4e kwartaal;201
8244;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1995;1130
8245;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 januari;131
8246;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 februari;111
8247;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 maart;90
8248;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 1e kwartaal;332
8249;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 april;165
8250;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 mei;134
8251;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 juni;178
8252;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 2e kwartaal;477
8253;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 juli;186
8254;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 augustus;93
8255;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 september;169
8256;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 3e kwartaal;448
8257;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 oktober;184
8258;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 november;149
8259;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 december;81
8260;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996 4e kwartaal;414
8261;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1996;1671
8262;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 januari;71
8263;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 februari;50
8264;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 maart;57
8265;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 1e kwartaal;178
8266;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 april;100
8267;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 mei;63
8268;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 juni;52
8269;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 2e kwartaal;215
8270;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 juli;104
8271;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 augustus;89
8272;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 september;296
8273;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 3e kwartaal;489
8274;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 oktober;86
8275;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 november;76
8276;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 december;125
8277;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997 4e kwartaal;287
8278;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1997;1169
8279;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 januari;103
8280;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 februari;56
8281;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 maart;67
8282;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 1e kwartaal;226
8283;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 april;55
8284;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 mei;155
8285;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 juni;55
8286;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 2e kwartaal;265
8287;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 juli;72
8288;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 augustus;45
8289;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 september;141
8290;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 3e kwartaal;258
8291;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 oktober;66
8292;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 november;56
8293;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 december;119
8294;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998 4e kwartaal;241
8295;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1998;990
8296;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 januari;104
8297;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 februari;35
8298;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 maart;57
8299;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 1e kwartaal;196
8300;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 april;86
8301;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 mei;70
8302;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 juni;120
8303;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 2e kwartaal;276
8304;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 juli;102
8305;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 augustus;98
8306;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 september;37
8307;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 3e kwartaal;237
8308;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 oktober;201
8309;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 november;108
8310;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 december;121
8311;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999 4e kwartaal;430
8312;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);1999;1139
8313;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 januari;119
8314;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 februari;115
8315;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 maart;178
8316;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 1e kwartaal;412
8317;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 april;44
8318;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 mei;126
8319;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 juni;92
8320;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 2e kwartaal;262
8321;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 juli;49
8322;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 augustus;28
8323;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 september;178
8324;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 3e kwartaal;255
8325;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 oktober;56
8326;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 november;10
8327;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 december;128
8328;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000 4e kwartaal;194
8329;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2000;1123
8330;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 januari;154
8331;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 februari;290
8332;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 maart;74
8333;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 1e kwartaal;518
8334;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 april;77
8335;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 mei;94
8336;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 juni;44
8337;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 2e kwartaal;215
8338;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 juli;57
8339;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 augustus;77
8340;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 september;49
8341;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 3e kwartaal;183
8342;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 oktober;96
8343;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 november;58
8344;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 december;68
8345;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001 4e kwartaal;222
8346;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2001;1138
8347;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 januari;124
8348;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 februari;86
8349;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 maart;66
8350;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 1e kwartaal;276
8351;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 april;9
8352;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 mei;21
8353;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 juni;99
8354;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 2e kwartaal;129
8355;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 juli;21
8356;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 augustus;27
8357;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 september;71
8358;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 3e kwartaal;119
8359;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 oktober;104
8360;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 november;100
8361;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 december;42
8362;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002 4e kwartaal;246
8363;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2002;770
8364;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 januari;5
8365;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 februari;77
8366;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 maart;141
8367;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 1e kwartaal;223
8368;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 april;110
8369;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 mei;54
8370;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 juni;115
8371;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 2e kwartaal;279
8372;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 juli;153
8373;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 augustus;31
8374;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 september;72
8375;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 3e kwartaal;256
8376;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 oktober;12
8377;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 november;67
8378;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 december;46
8379;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003 4e kwartaal;125
8380;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2003;883
8381;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 januari;30
8382;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 februari;132
8383;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 maart;45
8384;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 1e kwartaal;207
8385;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 april;81
8386;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 mei;60
8387;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 juni;45
8388;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 2e kwartaal;186
8389;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 juli;58
8390;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 augustus;72
8391;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 september;169
8392;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 3e kwartaal;299
8393;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 oktober;50
8394;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 november;113
8395;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 december;399
8396;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004 4e kwartaal;562
8397;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2004;1254
8398;Totaal opdrachtgevers;Totaal;Zuidoost-Friesland (CR);2005 januari;80
