ID;Bedrijfstakken;Gebiedsindelingen;Perioden;Vestigingen_1
1251;A-Q Alle economische activiteiten ..;Leek;2009, 1 januari;1150
1252;A-Q Alle economische activiteiten ..;Leende;2006, 1 januari;0
1253;A-Q Alle economische activiteiten ..;Leende;2007, 1 januari;0
1254;A-Q Alle economische activiteiten ..;Leende;2008, 1 januari;0
1255;A-Q Alle economische activiteiten ..;Leende;2009, 1 januari;0
1256;A-Q Alle economische activiteiten ..;Leerdam;2006, 1 januari;945
1257;A-Q Alle economische activiteiten ..;Leerdam;2007, 1 januari;1000
1258;A-Q Alle economische activiteiten ..;Leerdam;2008, 1 januari;1050
1259;A-Q Alle economische activiteiten ..;Leerdam;2009, 1 januari;1070
1260;A-Q Alle economische activiteiten ..;Leersum;2006, 1 januari;0
1261;A-Q Alle economische activiteiten ..;Leersum;2007, 1 januari;0
1262;A-Q Alle economische activiteiten ..;Leersum;2008, 1 januari;0
1263;A-Q Alle economische activiteiten ..;Leersum;2009, 1 januari;0
1264;A-Q Alle economische activiteiten ..;Leeuwarden;2006, 1 januari;3665
1265;A-Q Alle economische activiteiten ..;Leeuwarden;2007, 1 januari;3900
1266;A-Q Alle economische activiteiten ..;Leeuwarden;2008, 1 januari;3995
1267;A-Q Alle economische activiteiten ..;Leeuwarden;2009, 1 januari;4265
1268;A-Q Alle economische activiteiten ..;Leeuwarderadeel;2006, 1 januari;385
1269;A-Q Alle economische activiteiten ..;Leeuwarderadeel;2007, 1 januari;405
1270;A-Q Alle economische activiteiten ..;Leeuwarderadeel;2008, 1 januari;410
1271;A-Q Alle economische activiteiten ..;Leeuwarderadeel;2009, 1 januari;445
1272;A-Q Alle economische activiteiten ..;Leiden;2006, 1 januari;4855
1273;A-Q Alle economische activiteiten ..;Leiden;2007, 1 januari;5160
1274;A-Q Alle economische activiteiten ..;Leiden;2008, 1 januari;5435
1275;A-Q Alle economische activiteiten ..;Leiden;2009, 1 januari;5735
1276;A-Q Alle economische activiteiten ..;Leiderdorp;2006, 1 januari;1055
1277;A-Q Alle economische activiteiten ..;Leiderdorp;2007, 1 januari;1105
1278;A-Q Alle economische activiteiten ..;Leiderdorp;2008, 1 januari;1165
1279;A-Q Alle economische activiteiten ..;Leiderdorp;2009, 1 januari;1240
1280;A-Q Alle economische activiteiten ..;Leidschendam;2006, 1 januari;0
1281;A-Q Alle economische activiteiten ..;Leidschendam;2007, 1 januari;0
1282;A-Q Alle economische activiteiten ..;Leidschendam;2008, 1 januari;0
1283;A-Q Alle economische activiteiten ..;Leidschendam;2009, 1 januari;0
1284;A-Q Alle economische activiteiten ..;Leidschendam-Voorburg;2006, 1 januari;2935
1285;A-Q Alle economische activiteiten ..;Leidschendam-Voorburg;2007, 1 januari;3040
1286;A-Q Alle economische activiteiten ..;Leidschendam-Voorburg;2008, 1 januari;3150
1287;A-Q Alle economische activiteiten ..;Leidschendam-Voorburg;2009, 1 januari;3330
1288;A-Q Alle economische activiteiten ..;Lelystad;2006, 1 januari;2955
1289;A-Q Alle economische activiteiten ..;Lelystad;2007, 1 januari;3245
1290;A-Q Alle economische activiteiten ..;Lelystad;2008, 1 januari;3525
1291;A-Q Alle economische activiteiten ..;Lelystad;2009, 1 januari;3805
1292;A-Q Alle economische activiteiten ..;Lemsterland;2006, 1 januari;900
1293;A-Q Alle economische activiteiten ..;Lemsterland;2007, 1 januari;960
1294;A-Q Alle economische activiteiten ..;Lemsterland;2008, 1 januari;995
1295;A-Q Alle economische activiteiten ..;Lemsterland;2009, 1 januari;1045
1296;A-Q Alle economische activiteiten ..;Leudal;2006, 1 januari;0
1297;A-Q Alle economische activiteiten ..;Leudal;2007, 1 januari;2065
1298;A-Q Alle economische activiteiten ..;Leudal;2008, 1 januari;2095
1299;A-Q Alle economische activiteiten ..;Leudal;2009, 1 januari;2180
1300;A-Q Alle economische activiteiten ..;Leusden;2006, 1 januari;1560
1301;A-Q Alle economische activiteiten ..;Leusden;2007, 1 januari;1665
1302;A-Q Alle economische activiteiten ..;Leusden;2008, 1 januari;1720
1303;A-Q Alle economische activiteiten ..;Leusden;2009, 1 januari;1800
1304;A-Q Alle economische activiteiten ..;Lichtenvoorde;2006, 1 januari;0
1305;A-Q Alle economische activiteiten ..;Lichtenvoorde;2007, 1 januari;0
1306;A-Q Alle economische activiteiten ..;Lichtenvoorde;2008, 1 januari;0
1307;A-Q Alle economische activiteiten ..;Lichtenvoorde;2009, 1 januari;0
1308;A-Q Alle economische activiteiten ..;Liemeer;2006, 1 januari;460
1309;A-Q Alle economische activiteiten ..;Liemeer;2007, 1 januari;0
1310;A-Q Alle economische activiteiten ..;Liemeer;2008, 1 januari;0
1311;A-Q Alle economische activiteiten ..;Liemeer;2009, 1 januari;0
1312;A-Q Alle economische activiteiten ..;Lienden;2006, 1 januari;0
1313;A-Q Alle economische activiteiten ..;Lienden;2007, 1 januari;0
1314;A-Q Alle economische activiteiten ..;Lienden;2008, 1 januari;0
1315;A-Q Alle economische activiteiten ..;Lienden;2009, 1 januari;0
1316;A-Q Alle economische activiteiten ..;De Lier;2006, 1 januari;0
1317;A-Q Alle economische activiteiten ..;De Lier;2007, 1 januari;0
1318;A-Q Alle economische activiteiten ..;De Lier;2008, 1 januari;0
1319;A-Q Alle economische activiteiten ..;De Lier;2009, 1 januari;0
1320;A-Q Alle economische activiteiten ..;Lieshout;2006, 1 januari;0
1321;A-Q Alle economische activiteiten ..;Lieshout;2007, 1 januari;0
1322;A-Q Alle economische activiteiten ..;Lieshout;2008, 1 januari;0
1323;A-Q Alle economische activiteiten ..;Lieshout;2009, 1 januari;0
1324;A-Q Alle economische activiteiten ..;Liesveld;2006, 1 januari;585
1325;A-Q Alle economische activiteiten ..;Liesveld;2007, 1 januari;625
1326;A-Q Alle economische activiteiten ..;Liesveld;2008, 1 januari;645
1327;A-Q Alle economische activiteiten ..;Liesveld;2009, 1 januari;700
1328;A-Q Alle economische activiteiten ..;Limmen;2006, 1 januari;0
1329;A-Q Alle economische activiteiten ..;Limmen;2007, 1 januari;0
1330;A-Q Alle economische activiteiten ..;Limmen;2008, 1 januari;0
1331;A-Q Alle economische activiteiten ..;Limmen;2009, 1 januari;0
1332;A-Q Alle economische activiteiten ..;Lingewaal;2006, 1 januari;615
1333;A-Q Alle economische activiteiten ..;Lingewaal;2007, 1 januari;655
1334;A-Q Alle economische activiteiten ..;Lingewaal;2008, 1 januari;690
1335;A-Q Alle economische activiteiten ..;Lingewaal;2009, 1 januari;725
1336;A-Q Alle economische activiteiten ..;Lingewaard;2006, 1 januari;1965
1337;A-Q Alle economische activiteiten ..;Lingewaard;2007, 1 januari;2055
1338;A-Q Alle economische activiteiten ..;Lingewaard;2008, 1 januari;2150
1339;A-Q Alle economische activiteiten ..;Lingewaard;2009, 1 januari;2245
1340;A-Q Alle economische activiteiten ..;Lisse;2006, 1 januari;1075
1341;A-Q Alle economische activiteiten ..;Lisse;2007, 1 januari;1140
1342;A-Q Alle economische activiteiten ..;Lisse;2008, 1 januari;1190
1343;A-Q Alle economische activiteiten ..;Lisse;2009, 1 januari;1240
1344;A-Q Alle economische activiteiten ..;Lith;2006, 1 januari;500
1345;A-Q Alle economische activiteiten ..;Lith;2007, 1 januari;515
1346;A-Q Alle economische activiteiten ..;Lith;2008, 1 januari;560
1347;A-Q Alle economische activiteiten ..;Lith;2009, 1 januari;570
1348;A-Q Alle economische activiteiten ..;Littenseradiel;2006, 1 januari;740
1349;A-Q Alle economische activiteiten ..;Littenseradiel;2007, 1 januari;785
1350;A-Q Alle economische activiteiten ..;Littenseradiel;2008, 1 januari;815
1351;A-Q Alle economische activiteiten ..;Littenseradiel;2009, 1 januari;830
1352;A-Q Alle economische activiteiten ..;Lochem;2006, 1 januari;2180
1353;A-Q Alle economische activiteiten ..;Lochem;2007, 1 januari;2245
1354;A-Q Alle economische activiteiten ..;Lochem;2008, 1 januari;2280
1355;A-Q Alle economische activiteiten ..;Lochem;2009, 1 januari;2365
1356;A-Q Alle economische activiteiten ..;Loenen;2006, 1 januari;595
1357;A-Q Alle economische activiteiten ..;Loenen;2007, 1 januari;625
1358;A-Q Alle economische activiteiten ..;Loenen;2008, 1 januari;655
1359;A-Q Alle economische activiteiten ..;Loenen;2009, 1 januari;685
1360;A-Q Alle economische activiteiten ..;Loon op Zand;2006, 1 januari;1205
1361;A-Q Alle economische activiteiten ..;Loon op Zand;2007, 1 januari;1240
1362;A-Q Alle economische activiteiten ..;Loon op Zand;2008, 1 januari;1300
1363;A-Q Alle economische activiteiten ..;Loon op Zand;2009, 1 januari;1365
1364;A-Q Alle economische activiteiten ..;Loosdrecht;2006, 1 januari;0
1365;A-Q Alle economische activiteiten ..;Loosdrecht;2007, 1 januari;0
1366;A-Q Alle economische activiteiten ..;Loosdrecht;2008, 1 januari;0
1367;A-Q Alle economische activiteiten ..;Loosdrecht;2009, 1 januari;0
1368;A-Q Alle economische activiteiten ..;Lopik;2006, 1 januari;1055
1369;A-Q Alle economische activiteiten ..;Lopik;2007, 1 januari;1060
1370;A-Q Alle economische activiteiten ..;Lopik;2008, 1 januari;1135
1371;A-Q Alle economische activiteiten ..;Lopik;2009, 1 januari;1185
1372;A-Q Alle economische activiteiten ..;Loppersum;2006, 1 januari;545
1373;A-Q Alle economische activiteiten ..;Loppersum;2007, 1 januari;540
1374;A-Q Alle economische activiteiten ..;Loppersum;2008, 1 januari;595
1375;A-Q Alle economische activiteiten ..;Loppersum;2009, 1 januari;610
1376;A-Q Alle economische activiteiten ..;Losser;2006, 1 januari;1065
1377;A-Q Alle economische activiteiten ..;Losser;2007, 1 januari;1115
1378;A-Q Alle economische activiteiten ..;Losser;2008, 1 januari;1125
1379;A-Q Alle economische activiteiten ..;Losser;2009, 1 januari;1160
1380;A-Q Alle economische activiteiten ..;Luyksgestel;2006, 1 januari;0
1381;A-Q Alle economische activiteiten ..;Luyksgestel;2007, 1 januari;0
1382;A-Q Alle economische activiteiten ..;Luyksgestel;2008, 1 januari;0
1383;A-Q Alle economische activiteiten ..;Luyksgestel;2009, 1 januari;0
1384;A-Q Alle economische activiteiten ..;Maarheeze;2006, 1 januari;0
1385;A-Q Alle economische activiteiten ..;Maarheeze;2007, 1 januari;0
1386;A-Q Alle economische activiteiten ..;Maarheeze;2008, 1 januari;0
1387;A-Q Alle economische activiteiten ..;Maarheeze;2009, 1 januari;0
1388;A-Q Alle economische activiteiten ..;Maarn;2006, 1 januari;0
1389;A-Q Alle economische activiteiten ..;Maarn;2007, 1 januari;0
1390;A-Q Alle economische activiteiten ..;Maarn;2008, 1 januari;0
1391;A-Q Alle economische activiteiten ..;Maarn;2009, 1 januari;0
1392;A-Q Alle economische activiteiten ..;Maarssen;2006, 1 januari;1835
1393;A-Q Alle economische activiteiten ..;Maarssen;2007, 1 januari;1910
1394;A-Q Alle economische activiteiten ..;Maarssen;2008, 1 januari;2010
1395;A-Q Alle economische activiteiten ..;Maarssen;2009, 1 januari;2130
1396;A-Q Alle economische activiteiten ..;Maartensdijk;2006, 1 januari;0
1397;A-Q Alle economische activiteiten ..;Maartensdijk;2007, 1 januari;0
1398;A-Q Alle economische activiteiten ..;Maartensdijk;2008, 1 januari;0
1399;A-Q Alle economische activiteiten ..;Maartensdijk;2009, 1 januari;0
1400;A-Q Alle economische activiteiten ..;Maasbracht;2006, 1 januari;825
1401;A-Q Alle economische activiteiten ..;Maasbracht;2007, 1 januari;0
1402;A-Q Alle economische activiteiten ..;Maasbracht;2008, 1 januari;0
1403;A-Q Alle economische activiteiten ..;Maasbracht;2009, 1 januari;0
1404;A-Q Alle economische activiteiten ..;Maasbree;2006, 1 januari;620
1405;A-Q Alle economische activiteiten ..;Maasbree;2007, 1 januari;645
1406;A-Q Alle economische activiteiten ..;Maasbree;2008, 1 januari;660
1407;A-Q Alle economische activiteiten ..;Maasbree;2009, 1 januari;665
1408;A-Q Alle economische activiteiten ..;Maasdonk;2006, 1 januari;830
1409;A-Q Alle economische activiteiten ..;Maasdonk;2007, 1 januari;845
1410;A-Q Alle economische activiteiten ..;Maasdonk;2008, 1 januari;920
1411;A-Q Alle economische activiteiten ..;Maasdonk;2009, 1 januari;985
1412;A-Q Alle economische activiteiten ..;Maasdriel;2006, 1 januari;1850
1413;A-Q Alle economische activiteiten ..;Maasdriel;2007, 1 januari;1925
1414;A-Q Alle economische activiteiten ..;Maasdriel;2008, 1 januari;2035
1415;A-Q Alle economische activiteiten ..;Maasdriel;2009, 1 januari;2120
1416;A-Q Alle economische activiteiten ..;Maasgouw;2006, 1 januari;0
1417;A-Q Alle economische activiteiten ..;Maasgouw;2007, 1 januari;1360
1418;A-Q Alle economische activiteiten ..;Maasgouw;2008, 1 januari;1365
1419;A-Q Alle economische activiteiten ..;Maasgouw;2009, 1 januari;1410
1420;A-Q Alle economische activiteiten ..;Maasland;2006, 1 januari;0
1421;A-Q Alle economische activiteiten ..;Maasland;2007, 1 januari;0
1422;A-Q Alle economische activiteiten ..;Maasland;2008, 1 januari;0
1423;A-Q Alle economische activiteiten ..;Maasland;2009, 1 januari;0
1424;A-Q Alle economische activiteiten ..;Maassluis;2006, 1 januari;1110
1425;A-Q Alle economische activiteiten ..;Maassluis;2007, 1 januari;1155
1426;A-Q Alle economische activiteiten ..;Maassluis;2008, 1 januari;1205
1427;A-Q Alle economische activiteiten ..;Maassluis;2009, 1 januari;1260
1428;A-Q Alle economische activiteiten ..;Maastricht;2006, 1 januari;5405
1429;A-Q Alle economische activiteiten ..;Maastricht;2007, 1 januari;5605
1430;A-Q Alle economische activiteiten ..;Maastricht;2008, 1 januari;5675
1431;A-Q Alle economische activiteiten ..;Maastricht;2009, 1 januari;5920
1432;A-Q Alle economische activiteiten ..;Made;2006, 1 januari;0
1433;A-Q Alle economische activiteiten ..;Made;2007, 1 januari;0
1434;A-Q Alle economische activiteiten ..;Made;2008, 1 januari;0
1435;A-Q Alle economische activiteiten ..;Made;2009, 1 januari;0
1436;A-Q Alle economische activiteiten ..;Made en Drimmelen;2006, 1 januari;0
1437;A-Q Alle economische activiteiten ..;Made en Drimmelen;2007, 1 januari;0
1438;A-Q Alle economische activiteiten ..;Made en Drimmelen;2008, 1 januari;0
1439;A-Q Alle economische activiteiten ..;Made en Drimmelen;2009, 1 januari;0
1440;A-Q Alle economische activiteiten ..;Margraten;2006, 1 januari;755
1441;A-Q Alle economische activiteiten ..;Margraten;2007, 1 januari;770
1442;A-Q Alle economische activiteiten ..;Margraten;2008, 1 januari;810
1443;A-Q Alle economische activiteiten ..;Margraten;2009, 1 januari;820
1444;A-Q Alle economische activiteiten ..;Mariekerke;2006, 1 januari;0
1445;A-Q Alle economische activiteiten ..;Mariekerke;2007, 1 januari;0
1446;A-Q Alle economische activiteiten ..;Mariekerke;2008, 1 januari;0
1447;A-Q Alle economische activiteiten ..;Mariekerke;2009, 1 januari;0
1448;A-Q Alle economische activiteiten ..;Markelo;2006, 1 januari;0
1449;A-Q Alle economische activiteiten ..;Markelo;2007, 1 januari;0
1450;A-Q Alle economische activiteiten ..;Markelo;2008, 1 januari;0
1451;A-Q Alle economische activiteiten ..;Markelo;2009, 1 januari;0
1452;A-Q Alle economische activiteiten ..;De Marne;2006, 1 januari;630
1453;A-Q Alle economische activiteiten ..;De Marne;2007, 1 januari;655
1454;A-Q Alle economische activiteiten ..;De Marne;2008, 1 januari;675
1455;A-Q Alle economische activiteiten ..;De Marne;2009, 1 januari;700
1456;A-Q Alle economische activiteiten ..;Marum;2006, 1 januari;625
1457;A-Q Alle economische activiteiten ..;Marum;2007, 1 januari;630
1458;A-Q Alle economische activiteiten ..;Marum;2008, 1 januari;655
1459;A-Q Alle economische activiteiten ..;Marum;2009, 1 januari;685
1460;A-Q Alle economische activiteiten ..;Maurik;2006, 1 januari;0
1461;A-Q Alle economische activiteiten ..;Maurik;2007, 1 januari;0
1462;A-Q Alle economische activiteiten ..;Maurik;2008, 1 januari;0
1463;A-Q Alle economische activiteiten ..;Maurik;2009, 1 januari;0
1464;A-Q Alle economische activiteiten ..;Medemblik;2006, 1 januari;455
1465;A-Q Alle economische activiteiten ..;Medemblik;2007, 1 januari;1610
1466;A-Q Alle economische activiteiten ..;Medemblik;2008, 1 januari;1725
1467;A-Q Alle economische activiteiten ..;Medemblik;2009, 1 januari;1795
1468;A-Q Alle economische activiteiten ..;Meerlo-Wanssum;2006, 1 januari;420
1469;A-Q Alle economische activiteiten ..;Meerlo-Wanssum;2007, 1 januari;440
1470;A-Q Alle economische activiteiten ..;Meerlo-Wanssum;2008, 1 januari;455
1471;A-Q Alle economische activiteiten ..;Meerlo-Wanssum;2009, 1 januari;465
1472;A-Q Alle economische activiteiten ..;Meerssen;2006, 1 januari;865
1473;A-Q Alle economische activiteiten ..;Meerssen;2007, 1 januari;900
1474;A-Q Alle economische activiteiten ..;Meerssen;2008, 1 januari;960
1475;A-Q Alle economische activiteiten ..;Meerssen;2009, 1 januari;975
1476;A-Q Alle economische activiteiten ..;Meijel;2006, 1 januari;345
1477;A-Q Alle economische activiteiten ..;Meijel;2007, 1 januari;360
1478;A-Q Alle economische activiteiten ..;Meijel;2008, 1 januari;370
1479;A-Q Alle economische activiteiten ..;Meijel;2009, 1 januari;385
1480;A-Q Alle economische activiteiten ..;Menaldumadeel;2006, 1 januari;675
1481;A-Q Alle economische activiteiten ..;Menaldumadeel;2007, 1 januari;695
1482;A-Q Alle economische activiteiten ..;Menaldumadeel;2008, 1 januari;710
1483;A-Q Alle economische activiteiten ..;Menaldumadeel;2009, 1 januari;740
1484;A-Q Alle economische activiteiten ..;Menterwolde;2006, 1 januari;500
1485;A-Q Alle economische activiteiten ..;Menterwolde;2007, 1 januari;530
1486;A-Q Alle economische activiteiten ..;Menterwolde;2008, 1 januari;590
1487;A-Q Alle economische activiteiten ..;Menterwolde;2009, 1 januari;605
1488;A-Q Alle economische activiteiten ..;Meppel;2006, 1 januari;1580
1489;A-Q Alle economische activiteiten ..;Meppel;2007, 1 januari;1625
1490;A-Q Alle economische activiteiten ..;Meppel;2008, 1 januari;1685
1491;A-Q Alle economische activiteiten ..;Meppel;2009, 1 januari;1795
1492;A-Q Alle economische activiteiten ..;Middelburg (Z.);2006, 1 januari;1905
1493;A-Q Alle economische activiteiten ..;Middelburg (Z.);2007, 1 januari;1955
1494;A-Q Alle economische activiteiten ..;Middelburg (Z.);2008, 1 januari;2040
1495;A-Q Alle economische activiteiten ..;Middelburg (Z.);2009, 1 januari;2115
1496;A-Q Alle economische activiteiten ..;Middelharnis;2006, 1 januari;855
1497;A-Q Alle economische activiteiten ..;Middelharnis;2007, 1 januari;905
1498;A-Q Alle economische activiteiten ..;Middelharnis;2008, 1 januari;920
1499;A-Q Alle economische activiteiten ..;Middelharnis;2009, 1 januari;955
1500;A-Q Alle economische activiteiten ..;Midden-Delfland;2006, 1 januari;910
1501;A-Q Alle economische activiteiten ..;Midden-Delfland;2007, 1 januari;950
1502;A-Q Alle economische activiteiten ..;Midden-Delfland;2008, 1 januari;975
1503;A-Q Alle economische activiteiten ..;Midden-Delfland;2009, 1 januari;1015
1504;A-Q Alle economische activiteiten ..;Midden-Drenthe;2006, 1 januari;1820
1505;A-Q Alle economische activiteiten ..;Midden-Drenthe;2007, 1 januari;1900
1506;A-Q Alle economische activiteiten ..;Midden-Drenthe;2008, 1 januari;1990
1507;A-Q Alle economische activiteiten ..;Midden-Drenthe;2009, 1 januari;2075
1508;A-Q Alle economische activiteiten ..;Middenschouwen;2006, 1 januari;0
1509;A-Q Alle economische activiteiten ..;Middenschouwen;2007, 1 januari;0
1510;A-Q Alle economische activiteiten ..;Middenschouwen;2008, 1 januari;0
1511;A-Q Alle economische activiteiten ..;Middenschouwen;2009, 1 januari;0
1512;A-Q Alle economische activiteiten ..;Middenveld;2006, 1 januari;0
