ID;Bedrijfstakken;Gebiedsindelingen;Perioden;Vestigingen_1
4261;A Landbouw, jacht en bosbouw;Huijbergen;2007, 1 januari;0
4262;A Landbouw, jacht en bosbouw;Huijbergen;2008, 1 januari;0
4263;A Landbouw, jacht en bosbouw;Huijbergen;2009, 1 januari;0
4264;A Landbouw, jacht en bosbouw;Huissen;2006, 1 januari;0
4265;A Landbouw, jacht en bosbouw;Huissen;2007, 1 januari;0
4266;A Landbouw, jacht en bosbouw;Huissen;2008, 1 januari;0
4267;A Landbouw, jacht en bosbouw;Huissen;2009, 1 januari;0
4268;A Landbouw, jacht en bosbouw;Huizen;2006, 1 januari;45
4269;A Landbouw, jacht en bosbouw;Huizen;2007, 1 januari;45
4270;A Landbouw, jacht en bosbouw;Huizen;2008, 1 januari;50
4271;A Landbouw, jacht en bosbouw;Huizen;2009, 1 januari;55
4272;A Landbouw, jacht en bosbouw;Hulst;2006, 1 januari;390
4273;A Landbouw, jacht en bosbouw;Hulst;2007, 1 januari;390
4274;A Landbouw, jacht en bosbouw;Hulst;2008, 1 januari;370
4275;A Landbouw, jacht en bosbouw;Hulst;2009, 1 januari;370
4276;A Landbouw, jacht en bosbouw;Hummelo en Keppel;2006, 1 januari;0
4277;A Landbouw, jacht en bosbouw;Hummelo en Keppel;2007, 1 januari;0
4278;A Landbouw, jacht en bosbouw;Hummelo en Keppel;2008, 1 januari;0
4279;A Landbouw, jacht en bosbouw;Hummelo en Keppel;2009, 1 januari;0
4280;A Landbouw, jacht en bosbouw;Hunsel;2006, 1 januari;130
4281;A Landbouw, jacht en bosbouw;Hunsel;2007, 1 januari;0
4282;A Landbouw, jacht en bosbouw;Hunsel;2008, 1 januari;0
4283;A Landbouw, jacht en bosbouw;Hunsel;2009, 1 januari;0
4284;A Landbouw, jacht en bosbouw;IJsselham;2006, 1 januari;0
4285;A Landbouw, jacht en bosbouw;IJsselham;2007, 1 januari;0
4286;A Landbouw, jacht en bosbouw;IJsselham;2008, 1 januari;0
4287;A Landbouw, jacht en bosbouw;IJsselham;2009, 1 januari;0
4288;A Landbouw, jacht en bosbouw;IJsselmuiden;2006, 1 januari;0
4289;A Landbouw, jacht en bosbouw;IJsselmuiden;2007, 1 januari;0
4290;A Landbouw, jacht en bosbouw;IJsselmuiden;2008, 1 januari;0
4291;A Landbouw, jacht en bosbouw;IJsselmuiden;2009, 1 januari;0
4292;A Landbouw, jacht en bosbouw;IJsselstein;2006, 1 januari;70
4293;A Landbouw, jacht en bosbouw;IJsselstein;2007, 1 januari;65
4294;A Landbouw, jacht en bosbouw;IJsselstein;2008, 1 januari;70
4295;A Landbouw, jacht en bosbouw;IJsselstein;2009, 1 januari;70
4296;A Landbouw, jacht en bosbouw;Jacobswoude;2006, 1 januari;165
4297;A Landbouw, jacht en bosbouw;Jacobswoude;2007, 1 januari;165
4298;A Landbouw, jacht en bosbouw;Jacobswoude;2008, 1 januari;165
4299;A Landbouw, jacht en bosbouw;Jacobswoude;2009, 1 januari;0
4300;A Landbouw, jacht en bosbouw;Kampen;2006, 1 januari;470
4301;A Landbouw, jacht en bosbouw;Kampen;2007, 1 januari;455
4302;A Landbouw, jacht en bosbouw;Kampen;2008, 1 januari;455
4303;A Landbouw, jacht en bosbouw;Kampen;2009, 1 januari;460
4304;A Landbouw, jacht en bosbouw;Kaag en Braassem;2006, 1 januari;0
4305;A Landbouw, jacht en bosbouw;Kaag en Braassem;2007, 1 januari;0
4306;A Landbouw, jacht en bosbouw;Kaag en Braassem;2008, 1 januari;0
4307;A Landbouw, jacht en bosbouw;Kaag en Braassem;2009, 1 januari;380
4308;A Landbouw, jacht en bosbouw;Kapelle;2006, 1 januari;130
4309;A Landbouw, jacht en bosbouw;Kapelle;2007, 1 januari;120
4310;A Landbouw, jacht en bosbouw;Kapelle;2008, 1 januari;115
4311;A Landbouw, jacht en bosbouw;Kapelle;2009, 1 januari;110
4312;A Landbouw, jacht en bosbouw;Katwijk;2006, 1 januari;175
4313;A Landbouw, jacht en bosbouw;Katwijk;2007, 1 januari;165
4314;A Landbouw, jacht en bosbouw;Katwijk;2008, 1 januari;160
4315;A Landbouw, jacht en bosbouw;Katwijk;2009, 1 januari;150
4316;A Landbouw, jacht en bosbouw;Kerkrade;2006, 1 januari;30
4317;A Landbouw, jacht en bosbouw;Kerkrade;2007, 1 januari;25
4318;A Landbouw, jacht en bosbouw;Kerkrade;2008, 1 januari;25
4319;A Landbouw, jacht en bosbouw;Kerkrade;2009, 1 januari;30
4320;A Landbouw, jacht en bosbouw;Kerkwijk;2006, 1 januari;0
4321;A Landbouw, jacht en bosbouw;Kerkwijk;2007, 1 januari;0
4322;A Landbouw, jacht en bosbouw;Kerkwijk;2008, 1 januari;0
4323;A Landbouw, jacht en bosbouw;Kerkwijk;2009, 1 januari;0
4324;A Landbouw, jacht en bosbouw;Kessel;2006, 1 januari;85
4325;A Landbouw, jacht en bosbouw;Kessel;2007, 1 januari;80
4326;A Landbouw, jacht en bosbouw;Kessel;2008, 1 januari;75
4327;A Landbouw, jacht en bosbouw;Kessel;2009, 1 januari;75
4328;A Landbouw, jacht en bosbouw;Kesteren;2006, 1 januari;0
4329;A Landbouw, jacht en bosbouw;Kesteren;2007, 1 januari;0
4330;A Landbouw, jacht en bosbouw;Kesteren;2008, 1 januari;0
4331;A Landbouw, jacht en bosbouw;Kesteren;2009, 1 januari;0
4332;A Landbouw, jacht en bosbouw;Klundert;2006, 1 januari;0
4333;A Landbouw, jacht en bosbouw;Klundert;2007, 1 januari;0
4334;A Landbouw, jacht en bosbouw;Klundert;2008, 1 januari;0
4335;A Landbouw, jacht en bosbouw;Klundert;2009, 1 januari;0
4336;A Landbouw, jacht en bosbouw;Koggenland;2006, 1 januari;0
4337;A Landbouw, jacht en bosbouw;Koggenland;2007, 1 januari;350
4338;A Landbouw, jacht en bosbouw;Koggenland;2008, 1 januari;345
4339;A Landbouw, jacht en bosbouw;Koggenland;2009, 1 januari;330
4340;A Landbouw, jacht en bosbouw;Kollumerland en Nieuwkruisland;2006, 1 januari;215
4341;A Landbouw, jacht en bosbouw;Kollumerland en Nieuwkruisland;2007, 1 januari;215
4342;A Landbouw, jacht en bosbouw;Kollumerland en Nieuwkruisland;2008, 1 januari;215
4343;A Landbouw, jacht en bosbouw;Kollumerland en Nieuwkruisland;2009, 1 januari;225
4344;A Landbouw, jacht en bosbouw;Korendijk;2006, 1 januari;140
4345;A Landbouw, jacht en bosbouw;Korendijk;2007, 1 januari;130
4346;A Landbouw, jacht en bosbouw;Korendijk;2008, 1 januari;130
4347;A Landbouw, jacht en bosbouw;Korendijk;2009, 1 januari;130
4348;A Landbouw, jacht en bosbouw;Krimpen aan den IJssel;2006, 1 januari;15
4349;A Landbouw, jacht en bosbouw;Krimpen aan den IJssel;2007, 1 januari;15
4350;A Landbouw, jacht en bosbouw;Krimpen aan den IJssel;2008, 1 januari;15
4351;A Landbouw, jacht en bosbouw;Krimpen aan den IJssel;2009, 1 januari;20
4352;A Landbouw, jacht en bosbouw;Laarbeek;2006, 1 januari;250
4353;A Landbouw, jacht en bosbouw;Laarbeek;2007, 1 januari;235
4354;A Landbouw, jacht en bosbouw;Laarbeek;2008, 1 januari;230
4355;A Landbouw, jacht en bosbouw;Laarbeek;2009, 1 januari;220
4356;A Landbouw, jacht en bosbouw;Landerd;2006, 1 januari;250
4357;A Landbouw, jacht en bosbouw;Landerd;2007, 1 januari;265
4358;A Landbouw, jacht en bosbouw;Landerd;2008, 1 januari;255
4359;A Landbouw, jacht en bosbouw;Landerd;2009, 1 januari;255
4360;A Landbouw, jacht en bosbouw;Landgraaf;2006, 1 januari;40
4361;A Landbouw, jacht en bosbouw;Landgraaf;2007, 1 januari;40
4362;A Landbouw, jacht en bosbouw;Landgraaf;2008, 1 januari;40
4363;A Landbouw, jacht en bosbouw;Landgraaf;2009, 1 januari;40
4364;A Landbouw, jacht en bosbouw;Landsmeer;2006, 1 januari;40
4365;A Landbouw, jacht en bosbouw;Landsmeer;2007, 1 januari;40
4366;A Landbouw, jacht en bosbouw;Landsmeer;2008, 1 januari;40
4367;A Landbouw, jacht en bosbouw;Landsmeer;2009, 1 januari;40
4368;A Landbouw, jacht en bosbouw;Langedijk;2006, 1 januari;80
4369;A Landbouw, jacht en bosbouw;Langedijk;2007, 1 januari;70
4370;A Landbouw, jacht en bosbouw;Langedijk;2008, 1 januari;70
4371;A Landbouw, jacht en bosbouw;Langedijk;2009, 1 januari;65
4372;A Landbouw, jacht en bosbouw;Lansingerland;2006, 1 januari;0
4373;A Landbouw, jacht en bosbouw;Lansingerland;2007, 1 januari;405
4374;A Landbouw, jacht en bosbouw;Lansingerland;2008, 1 januari;390
4375;A Landbouw, jacht en bosbouw;Lansingerland;2009, 1 januari;390
4376;A Landbouw, jacht en bosbouw;Laren (NH.);2006, 1 januari;20
4377;A Landbouw, jacht en bosbouw;Laren (NH.);2007, 1 januari;20
4378;A Landbouw, jacht en bosbouw;Laren (NH.);2008, 1 januari;20
4379;A Landbouw, jacht en bosbouw;Laren (NH.);2009, 1 januari;20
4380;A Landbouw, jacht en bosbouw;Leek;2006, 1 januari;210
4381;A Landbouw, jacht en bosbouw;Leek;2007, 1 januari;200
4382;A Landbouw, jacht en bosbouw;Leek;2008, 1 januari;200
4383;A Landbouw, jacht en bosbouw;Leek;2009, 1 januari;205
4384;A Landbouw, jacht en bosbouw;Leende;2006, 1 januari;0
4385;A Landbouw, jacht en bosbouw;Leende;2007, 1 januari;0
4386;A Landbouw, jacht en bosbouw;Leende;2008, 1 januari;0
4387;A Landbouw, jacht en bosbouw;Leende;2009, 1 januari;0
4388;A Landbouw, jacht en bosbouw;Leerdam;2006, 1 januari;130
4389;A Landbouw, jacht en bosbouw;Leerdam;2007, 1 januari;130
4390;A Landbouw, jacht en bosbouw;Leerdam;2008, 1 januari;130
4391;A Landbouw, jacht en bosbouw;Leerdam;2009, 1 januari;130
4392;A Landbouw, jacht en bosbouw;Leersum;2006, 1 januari;0
4393;A Landbouw, jacht en bosbouw;Leersum;2007, 1 januari;0
4394;A Landbouw, jacht en bosbouw;Leersum;2008, 1 januari;0
4395;A Landbouw, jacht en bosbouw;Leersum;2009, 1 januari;0
4396;A Landbouw, jacht en bosbouw;Leeuwarden;2006, 1 januari;100
4397;A Landbouw, jacht en bosbouw;Leeuwarden;2007, 1 januari;90
4398;A Landbouw, jacht en bosbouw;Leeuwarden;2008, 1 januari;90
4399;A Landbouw, jacht en bosbouw;Leeuwarden;2009, 1 januari;90
4400;A Landbouw, jacht en bosbouw;Leeuwarderadeel;2006, 1 januari;90
4401;A Landbouw, jacht en bosbouw;Leeuwarderadeel;2007, 1 januari;90
4402;A Landbouw, jacht en bosbouw;Leeuwarderadeel;2008, 1 januari;85
4403;A Landbouw, jacht en bosbouw;Leeuwarderadeel;2009, 1 januari;85
4404;A Landbouw, jacht en bosbouw;Leiden;2006, 1 januari;40
4405;A Landbouw, jacht en bosbouw;Leiden;2007, 1 januari;35
4406;A Landbouw, jacht en bosbouw;Leiden;2008, 1 januari;35
4407;A Landbouw, jacht en bosbouw;Leiden;2009, 1 januari;40
4408;A Landbouw, jacht en bosbouw;Leiderdorp;2006, 1 januari;20
4409;A Landbouw, jacht en bosbouw;Leiderdorp;2007, 1 januari;25
4410;A Landbouw, jacht en bosbouw;Leiderdorp;2008, 1 januari;25
4411;A Landbouw, jacht en bosbouw;Leiderdorp;2009, 1 januari;25
4412;A Landbouw, jacht en bosbouw;Leidschendam;2006, 1 januari;0
4413;A Landbouw, jacht en bosbouw;Leidschendam;2007, 1 januari;0
4414;A Landbouw, jacht en bosbouw;Leidschendam;2008, 1 januari;0
4415;A Landbouw, jacht en bosbouw;Leidschendam;2009, 1 januari;0
4416;A Landbouw, jacht en bosbouw;Leidschendam-Voorburg;2006, 1 januari;140
4417;A Landbouw, jacht en bosbouw;Leidschendam-Voorburg;2007, 1 januari;135
4418;A Landbouw, jacht en bosbouw;Leidschendam-Voorburg;2008, 1 januari;140
4419;A Landbouw, jacht en bosbouw;Leidschendam-Voorburg;2009, 1 januari;130
4420;A Landbouw, jacht en bosbouw;Lelystad;2006, 1 januari;170
4421;A Landbouw, jacht en bosbouw;Lelystad;2007, 1 januari;165
4422;A Landbouw, jacht en bosbouw;Lelystad;2008, 1 januari;170
4423;A Landbouw, jacht en bosbouw;Lelystad;2009, 1 januari;170
4424;A Landbouw, jacht en bosbouw;Lemsterland;2006, 1 januari;170
4425;A Landbouw, jacht en bosbouw;Lemsterland;2007, 1 januari;170
4426;A Landbouw, jacht en bosbouw;Lemsterland;2008, 1 januari;165
4427;A Landbouw, jacht en bosbouw;Lemsterland;2009, 1 januari;170
4428;A Landbouw, jacht en bosbouw;Leudal;2006, 1 januari;0
4429;A Landbouw, jacht en bosbouw;Leudal;2007, 1 januari;545
4430;A Landbouw, jacht en bosbouw;Leudal;2008, 1 januari;540
4431;A Landbouw, jacht en bosbouw;Leudal;2009, 1 januari;540
4432;A Landbouw, jacht en bosbouw;Leusden;2006, 1 januari;150
4433;A Landbouw, jacht en bosbouw;Leusden;2007, 1 januari;150
4434;A Landbouw, jacht en bosbouw;Leusden;2008, 1 januari;150
4435;A Landbouw, jacht en bosbouw;Leusden;2009, 1 januari;150
4436;A Landbouw, jacht en bosbouw;Lichtenvoorde;2006, 1 januari;0
4437;A Landbouw, jacht en bosbouw;Lichtenvoorde;2007, 1 januari;0
4438;A Landbouw, jacht en bosbouw;Lichtenvoorde;2008, 1 januari;0
4439;A Landbouw, jacht en bosbouw;Lichtenvoorde;2009, 1 januari;0
4440;A Landbouw, jacht en bosbouw;Liemeer;2006, 1 januari;200
4441;A Landbouw, jacht en bosbouw;Liemeer;2007, 1 januari;0
4442;A Landbouw, jacht en bosbouw;Liemeer;2008, 1 januari;0
4443;A Landbouw, jacht en bosbouw;Liemeer;2009, 1 januari;0
4444;A Landbouw, jacht en bosbouw;Lienden;2006, 1 januari;0
4445;A Landbouw, jacht en bosbouw;Lienden;2007, 1 januari;0
4446;A Landbouw, jacht en bosbouw;Lienden;2008, 1 januari;0
4447;A Landbouw, jacht en bosbouw;Lienden;2009, 1 januari;0
4448;A Landbouw, jacht en bosbouw;De Lier;2006, 1 januari;0
4449;A Landbouw, jacht en bosbouw;De Lier;2007, 1 januari;0
4450;A Landbouw, jacht en bosbouw;De Lier;2008, 1 januari;0
4451;A Landbouw, jacht en bosbouw;De Lier;2009, 1 januari;0
4452;A Landbouw, jacht en bosbouw;Lieshout;2006, 1 januari;0
4453;A Landbouw, jacht en bosbouw;Lieshout;2007, 1 januari;0
4454;A Landbouw, jacht en bosbouw;Lieshout;2008, 1 januari;0
4455;A Landbouw, jacht en bosbouw;Lieshout;2009, 1 januari;0
4456;A Landbouw, jacht en bosbouw;Liesveld;2006, 1 januari;140
4457;A Landbouw, jacht en bosbouw;Liesveld;2007, 1 januari;140
4458;A Landbouw, jacht en bosbouw;Liesveld;2008, 1 januari;140
4459;A Landbouw, jacht en bosbouw;Liesveld;2009, 1 januari;150
4460;A Landbouw, jacht en bosbouw;Limmen;2006, 1 januari;0
4461;A Landbouw, jacht en bosbouw;Limmen;2007, 1 januari;0
4462;A Landbouw, jacht en bosbouw;Limmen;2008, 1 januari;0
4463;A Landbouw, jacht en bosbouw;Limmen;2009, 1 januari;0
4464;A Landbouw, jacht en bosbouw;Lingewaal;2006, 1 januari;135
4465;A Landbouw, jacht en bosbouw;Lingewaal;2007, 1 januari;135
4466;A Landbouw, jacht en bosbouw;Lingewaal;2008, 1 januari;135
4467;A Landbouw, jacht en bosbouw;Lingewaal;2009, 1 januari;130
4468;A Landbouw, jacht en bosbouw;Lingewaard;2006, 1 januari;340
4469;A Landbouw, jacht en bosbouw;Lingewaard;2007, 1 januari;345
4470;A Landbouw, jacht en bosbouw;Lingewaard;2008, 1 januari;345
4471;A Landbouw, jacht en bosbouw;Lingewaard;2009, 1 januari;330
4472;A Landbouw, jacht en bosbouw;Lisse;2006, 1 januari;85
4473;A Landbouw, jacht en bosbouw;Lisse;2007, 1 januari;85
4474;A Landbouw, jacht en bosbouw;Lisse;2008, 1 januari;85
4475;A Landbouw, jacht en bosbouw;Lisse;2009, 1 januari;80
4476;A Landbouw, jacht en bosbouw;Lith;2006, 1 januari;185
4477;A Landbouw, jacht en bosbouw;Lith;2007, 1 januari;185
4478;A Landbouw, jacht en bosbouw;Lith;2008, 1 januari;185
4479;A Landbouw, jacht en bosbouw;Lith;2009, 1 januari;185
4480;A Landbouw, jacht en bosbouw;Littenseradiel;2006, 1 januari;310
4481;A Landbouw, jacht en bosbouw;Littenseradiel;2007, 1 januari;310
4482;A Landbouw, jacht en bosbouw;Littenseradiel;2008, 1 januari;305
4483;A Landbouw, jacht en bosbouw;Littenseradiel;2009, 1 januari;295
4484;A Landbouw, jacht en bosbouw;Lochem;2006, 1 januari;630
4485;A Landbouw, jacht en bosbouw;Lochem;2007, 1 januari;620
4486;A Landbouw, jacht en bosbouw;Lochem;2008, 1 januari;595
4487;A Landbouw, jacht en bosbouw;Lochem;2009, 1 januari;585
4488;A Landbouw, jacht en bosbouw;Loenen;2006, 1 januari;90
4489;A Landbouw, jacht en bosbouw;Loenen;2007, 1 januari;95
4490;A Landbouw, jacht en bosbouw;Loenen;2008, 1 januari;95
4491;A Landbouw, jacht en bosbouw;Loenen;2009, 1 januari;90
4492;A Landbouw, jacht en bosbouw;Loon op Zand;2006, 1 januari;125
4493;A Landbouw, jacht en bosbouw;Loon op Zand;2007, 1 januari;130
4494;A Landbouw, jacht en bosbouw;Loon op Zand;2008, 1 januari;125
4495;A Landbouw, jacht en bosbouw;Loon op Zand;2009, 1 januari;125
4496;A Landbouw, jacht en bosbouw;Loosdrecht;2006, 1 januari;0
4497;A Landbouw, jacht en bosbouw;Loosdrecht;2007, 1 januari;0
4498;A Landbouw, jacht en bosbouw;Loosdrecht;2008, 1 januari;0
4499;A Landbouw, jacht en bosbouw;Loosdrecht;2009, 1 januari;0
4500;A Landbouw, jacht en bosbouw;Lopik;2006, 1 januari;335
4501;A Landbouw, jacht en bosbouw;Lopik;2007, 1 januari;325
4502;A Landbouw, jacht en bosbouw;Lopik;2008, 1 januari;315
4503;A Landbouw, jacht en bosbouw;Lopik;2009, 1 januari;320
4504;A Landbouw, jacht en bosbouw;Loppersum;2006, 1 januari;200
4505;A Landbouw, jacht en bosbouw;Loppersum;2007, 1 januari;190
4506;A Landbouw, jacht en bosbouw;Loppersum;2008, 1 januari;200
4507;A Landbouw, jacht en bosbouw;Loppersum;2009, 1 januari;200
4508;A Landbouw, jacht en bosbouw;Losser;2006, 1 januari;325
4509;A Landbouw, jacht en bosbouw;Losser;2007, 1 januari;310
4510;A Landbouw, jacht en bosbouw;Losser;2008, 1 januari;305
4511;A Landbouw, jacht en bosbouw;Losser;2009, 1 januari;310
4512;A Landbouw, jacht en bosbouw;Luyksgestel;2006, 1 januari;0
4513;A Landbouw, jacht en bosbouw;Luyksgestel;2007, 1 januari;0
4514;A Landbouw, jacht en bosbouw;Luyksgestel;2008, 1 januari;0
4515;A Landbouw, jacht en bosbouw;Luyksgestel;2009, 1 januari;0
4516;A Landbouw, jacht en bosbouw;Maarheeze;2006, 1 januari;0
4517;A Landbouw, jacht en bosbouw;Maarheeze;2007, 1 januari;0
4518;A Landbouw, jacht en bosbouw;Maarheeze;2008, 1 januari;0
4519;A Landbouw, jacht en bosbouw;Maarheeze;2009, 1 januari;0
4520;A Landbouw, jacht en bosbouw;Maarn;2006, 1 januari;0
4521;A Landbouw, jacht en bosbouw;Maarn;2007, 1 januari;0
4522;A Landbouw, jacht en bosbouw;Maarn;2008, 1 januari;0
4523;A Landbouw, jacht en bosbouw;Maarn;2009, 1 januari;0
4524;A Landbouw, jacht en bosbouw;Maarssen;2006, 1 januari;85
4525;A Landbouw, jacht en bosbouw;Maarssen;2007, 1 januari;85
4526;A Landbouw, jacht en bosbouw;Maarssen;2008, 1 januari;85
4527;A Landbouw, jacht en bosbouw;Maarssen;2009, 1 januari;85
4528;A Landbouw, jacht en bosbouw;Maartensdijk;2006, 1 januari;0
4529;A Landbouw, jacht en bosbouw;Maartensdijk;2007, 1 januari;0
4530;A Landbouw, jacht en bosbouw;Maartensdijk;2008, 1 januari;0
4531;A Landbouw, jacht en bosbouw;Maartensdijk;2009, 1 januari;0
4532;A Landbouw, jacht en bosbouw;Maasbracht;2006, 1 januari;65
4533;A Landbouw, jacht en bosbouw;Maasbracht;2007, 1 januari;0
4534;A Landbouw, jacht en bosbouw;Maasbracht;2008, 1 januari;0
4535;A Landbouw, jacht en bosbouw;Maasbracht;2009, 1 januari;0
4536;A Landbouw, jacht en bosbouw;Maasbree;2006, 1 januari;200
4537;A Landbouw, jacht en bosbouw;Maasbree;2007, 1 januari;200
4538;A Landbouw, jacht en bosbouw;Maasbree;2008, 1 januari;190
4539;A Landbouw, jacht en bosbouw;Maasbree;2009, 1 januari;185
4540;A Landbouw, jacht en bosbouw;Maasdonk;2006, 1 januari;210
4541;A Landbouw, jacht en bosbouw;Maasdonk;2007, 1 januari;210
4542;A Landbouw, jacht en bosbouw;Maasdonk;2008, 1 januari;210
4543;A Landbouw, jacht en bosbouw;Maasdonk;2009, 1 januari;210
4544;A Landbouw, jacht en bosbouw;Maasdriel;2006, 1 januari;410
4545;A Landbouw, jacht en bosbouw;Maasdriel;2007, 1 januari;400
4546;A Landbouw, jacht en bosbouw;Maasdriel;2008, 1 januari;400
4547;A Landbouw, jacht en bosbouw;Maasdriel;2009, 1 januari;390
4548;A Landbouw, jacht en bosbouw;Maasgouw;2006, 1 januari;0
4549;A Landbouw, jacht en bosbouw;Maasgouw;2007, 1 januari;95
4550;A Landbouw, jacht en bosbouw;Maasgouw;2008, 1 januari;95
4551;A Landbouw, jacht en bosbouw;Maasgouw;2009, 1 januari;100
4552;A Landbouw, jacht en bosbouw;Maasland;2006, 1 januari;0
4553;A Landbouw, jacht en bosbouw;Maasland;2007, 1 januari;0
4554;A Landbouw, jacht en bosbouw;Maasland;2008, 1 januari;0
4555;A Landbouw, jacht en bosbouw;Maasland;2009, 1 januari;0
4556;A Landbouw, jacht en bosbouw;Maassluis;2006, 1 januari;65
4557;A Landbouw, jacht en bosbouw;Maassluis;2007, 1 januari;55
4558;A Landbouw, jacht en bosbouw;Maassluis;2008, 1 januari;60
4559;A Landbouw, jacht en bosbouw;Maassluis;2009, 1 januari;60
4560;A Landbouw, jacht en bosbouw;Maastricht;2006, 1 januari;80
4561;A Landbouw, jacht en bosbouw;Maastricht;2007, 1 januari;75
4562;A Landbouw, jacht en bosbouw;Maastricht;2008, 1 januari;75
4563;A Landbouw, jacht en bosbouw;Maastricht;2009, 1 januari;75
4564;A Landbouw, jacht en bosbouw;Made;2006, 1 januari;0
4565;A Landbouw, jacht en bosbouw;Made;2007, 1 januari;0
4566;A Landbouw, jacht en bosbouw;Made;2008, 1 januari;0
4567;A Landbouw, jacht en bosbouw;Made;2009, 1 januari;0
4568;A Landbouw, jacht en bosbouw;Made en Drimmelen;2006, 1 januari;0
4569;A Landbouw, jacht en bosbouw;Made en Drimmelen;2007, 1 januari;0
4570;A Landbouw, jacht en bosbouw;Made en Drimmelen;2008, 1 januari;0
4571;A Landbouw, jacht en bosbouw;Made en Drimmelen;2009, 1 januari;0
4572;A Landbouw, jacht en bosbouw;Margraten;2006, 1 januari;205
4573;A Landbouw, jacht en bosbouw;Margraten;2007, 1 januari;195
4574;A Landbouw, jacht en bosbouw;Margraten;2008, 1 januari;205
4575;A Landbouw, jacht en bosbouw;Margraten;2009, 1 januari;205
4576;A Landbouw, jacht en bosbouw;Mariekerke;2006, 1 januari;0
4577;A Landbouw, jacht en bosbouw;Mariekerke;2007, 1 januari;0
4578;A Landbouw, jacht en bosbouw;Mariekerke;2008, 1 januari;0
4579;A Landbouw, jacht en bosbouw;Mariekerke;2009, 1 januari;0
4580;A Landbouw, jacht en bosbouw;Markelo;2006, 1 januari;0
4581;A Landbouw, jacht en bosbouw;Markelo;2007, 1 januari;0
4582;A Landbouw, jacht en bosbouw;Markelo;2008, 1 januari;0
4583;A Landbouw, jacht en bosbouw;Markelo;2009, 1 januari;0
4584;A Landbouw, jacht en bosbouw;De Marne;2006, 1 januari;205
4585;A Landbouw, jacht en bosbouw;De Marne;2007, 1 januari;205
4586;A Landbouw, jacht en bosbouw;De Marne;2008, 1 januari;200
4587;A Landbouw, jacht en bosbouw;De Marne;2009, 1 januari;205
4588;A Landbouw, jacht en bosbouw;Marum;2006, 1 januari;215
4589;A Landbouw, jacht en bosbouw;Marum;2007, 1 januari;210
4590;A Landbouw, jacht en bosbouw;Marum;2008, 1 januari;205
4591;A Landbouw, jacht en bosbouw;Marum;2009, 1 januari;210
4592;A Landbouw, jacht en bosbouw;Maurik;2006, 1 januari;0
4593;A Landbouw, jacht en bosbouw;Maurik;2007, 1 januari;0
4594;A Landbouw, jacht en bosbouw;Maurik;2008, 1 januari;0
4595;A Landbouw, jacht en bosbouw;Maurik;2009, 1 januari;0
4596;A Landbouw, jacht en bosbouw;Medemblik;2006, 1 januari;25
4597;A Landbouw, jacht en bosbouw;Medemblik;2007, 1 januari;330
4598;A Landbouw, jacht en bosbouw;Medemblik;2008, 1 januari;320
4599;A Landbouw, jacht en bosbouw;Medemblik;2009, 1 januari;325
4600;A Landbouw, jacht en bosbouw;Meerlo-Wanssum;2006, 1 januari;140
4601;A Landbouw, jacht en bosbouw;Meerlo-Wanssum;2007, 1 januari;145
4602;A Landbouw, jacht en bosbouw;Meerlo-Wanssum;2008, 1 januari;140
4603;A Landbouw, jacht en bosbouw;Meerlo-Wanssum;2009, 1 januari;140
4604;A Landbouw, jacht en bosbouw;Meerssen;2006, 1 januari;80
4605;A Landbouw, jacht en bosbouw;Meerssen;2007, 1 januari;85
4606;A Landbouw, jacht en bosbouw;Meerssen;2008, 1 januari;85
4607;A Landbouw, jacht en bosbouw;Meerssen;2009, 1 januari;85
4608;A Landbouw, jacht en bosbouw;Meijel;2006, 1 januari;115
4609;A Landbouw, jacht en bosbouw;Meijel;2007, 1 januari;115
4610;A Landbouw, jacht en bosbouw;Meijel;2008, 1 januari;115
4611;A Landbouw, jacht en bosbouw;Meijel;2009, 1 januari;110
4612;A Landbouw, jacht en bosbouw;Menaldumadeel;2006, 1 januari;175
4613;A Landbouw, jacht en bosbouw;Menaldumadeel;2007, 1 januari;170
4614;A Landbouw, jacht en bosbouw;Menaldumadeel;2008, 1 januari;170
4615;A Landbouw, jacht en bosbouw;Menaldumadeel;2009, 1 januari;175
4616;A Landbouw, jacht en bosbouw;Menterwolde;2006, 1 januari;135
4617;A Landbouw, jacht en bosbouw;Menterwolde;2007, 1 januari;140
4618;A Landbouw, jacht en bosbouw;Menterwolde;2008, 1 januari;135
4619;A Landbouw, jacht en bosbouw;Menterwolde;2009, 1 januari;140
4620;A Landbouw, jacht en bosbouw;Meppel;2006, 1 januari;125
4621;A Landbouw, jacht en bosbouw;Meppel;2007, 1 januari;120
4622;A Landbouw, jacht en bosbouw;Meppel;2008, 1 januari;115
4623;A Landbouw, jacht en bosbouw;Meppel;2009, 1 januari;120
4624;A Landbouw, jacht en bosbouw;Middelburg (Z.);2006, 1 januari;115
4625;A Landbouw, jacht en bosbouw;Middelburg (Z.);2007, 1 januari;115
4626;A Landbouw, jacht en bosbouw;Middelburg (Z.);2008, 1 januari;115
4627;A Landbouw, jacht en bosbouw;Middelburg (Z.);2009, 1 januari;115
4628;A Landbouw, jacht en bosbouw;Middelharnis;2006, 1 januari;145
4629;A Landbouw, jacht en bosbouw;Middelharnis;2007, 1 januari;145
4630;A Landbouw, jacht en bosbouw;Middelharnis;2008, 1 januari;130
