ID;Regions;Periods;TotalFixedCapitalFormation_1;DwellingStock_2;IndustrialBuildings_3;CivilEngineering_4;Transport_5;MachineryAndEquipment_6;CultivatedBiologicalResources_7;TransferCostsOfGround_8;ComputersSoftwareAndDatabases_9;ResearchAndDevelopment_10;OtherFixedAssets_11
656;Zuidoost-Friesland (CR);2007;1481;424;414;113;79;132;9;10;116;80;104
657;Zuidoost-Friesland (CR);2008;1491;439;365;131;82;145;7;9;123;80;110
658;Zuidoost-Friesland (CR);2009;1512;383;434;119;74;174;7;8;124;77;112
659;Zuidoost-Friesland (CR);2010;1252;289;268;145;103;111;4;10;122;87;113
660;Zuidoost-Friesland (CR);2011;1354;289;212;152;95;237;3;11;124;120;111
661;Zuidoost-Friesland (CR);2012;1206;232;147;181;96;186;4;10;128;117;105
662;Zuidoost-Friesland (CR);2013;1307;223;118;233;156;213;5;9;129;104;117
663;Zuidoost-Friesland (CR);2014;1170;167;149;108;118;267;17;11;120;106;107
664;Zuidoost-Friesland (CR);2015;1176;229;143;97;159;191;6;11;140;95;105
665;Zuidoost-Friesland (CR);2016;1016;161;194;102;69;137;5;16;148;101;83
666;Zuidoost-Friesland (CR);2017;1150;260;164;114;86;161;0;15;149;105;96
667;Zuidoost-Friesland (CR);2018;1333;250;217;147;137;198;1;17;150;115;101
668;Zuidoost-Friesland (CR);2019;1320;263;214;101;80;241;2;18;155;124;122
669;Zuidoost-Friesland (CR);2020;1286;293;170;85;68;207;4;21;157;143;138
670;Zuidoost-Friesland (CR);2021;1499;340;281;106;79;184;3;26;159;153;168
671;Zuidoost-Friesland (CR);2022;1888;492;316;149;89;277;4;22;162;172;205
672;Noord-Drenthe (CR);1995;1102;207;124;276;59;277;4;8;31;36;80
673;Noord-Drenthe (CR);1996;1144;224;114;319;65;226;3;10;41;37;105
674;Noord-Drenthe (CR);1997;1401;245;129;266;66;479;8;10;47;39;112
675;Noord-Drenthe (CR);1998;1321;257;143;285;74;327;3;11;61;39;121
676;Noord-Drenthe (CR);1999;1325;278;142;236;84;340;4;12;70;44;115
677;Noord-Drenthe (CR);2000;1399;301;175;338;85;255;3;17;74;46;105
678;Noord-Drenthe (CR);2001;1679;331;170;483;94;325;3;15;80;50;128
679;Noord-Drenthe (CR);2002;1660;332;172;417;89;353;3;13;79;52;150
680;Noord-Drenthe (CR);2003;1649;333;184;372;94;370;2;10;80;54;150
681;Noord-Drenthe (CR);2004;1559;360;190;302;104;299;3;11;89;55;146
682;Noord-Drenthe (CR);2005;1762;390;164;483;107;307;3;11;100;56;141
683;Noord-Drenthe (CR);2006;1981;429;187;486;118;429;2;12;114;57;147
684;Noord-Drenthe (CR);2007;1983;460;191;516;126;350;3;11;125;54;147
685;Noord-Drenthe (CR);2008;2334;476;212;720;126;449;3;10;132;55;151
686;Noord-Drenthe (CR);2009;1086;383;120;90;64;99;3;10;127;53;137
687;Noord-Drenthe (CR);2010;1020;216;109;128;92;107;2;9;127;51;179
688;Noord-Drenthe (CR);2011;1089;250;123;148;75;163;2;9;118;58;143
689;Noord-Drenthe (CR);2012;1002;224;131;110;50;165;2;10;120;55;135
690;Noord-Drenthe (CR);2013;1246;157;110;330;106;213;3;9;116;60;142
691;Noord-Drenthe (CR);2014;973;125;101;165;103;122;8;10;123;61;155
692;Noord-Drenthe (CR);2015;1265;272;139;170;56;327;5;13;127;70;86
693;Noord-Drenthe (CR);2016;1482;208;282;257;60;313;47;18;131;74;92
694;Noord-Drenthe (CR);2017;1024;225;96;77;91;208;1;17;130;77;102
695;Noord-Drenthe (CR);2018;1331;295;131;74;128;334;3;18;137;84;127
696;Noord-Drenthe (CR);2019;1287;384;145;116;79;193;23;19;145;91;92
697;Noord-Drenthe (CR);2020;1317;290;181;127;42;245;3;24;146;99;160
698;Noord-Drenthe (CR);2021;1670;569;172;160;57;225;31;26;152;106;172
699;Noord-Drenthe (CR);2022;1775;513;209;184;91;283;74;23;163;112;123
700;Zuidoost-Drenthe (CR);1995;555;112;92;47;33;135;3;4;33;55;41
701;Zuidoost-Drenthe (CR);1996;614;121;85;55;35;170;3;5;34;57;49
702;Zuidoost-Drenthe (CR);1997;667;132;101;44;34;196;6;5;36;61;52
703;Zuidoost-Drenthe (CR);1998;689;138;98;47;40;193;2;5;48;60;58
704;Zuidoost-Drenthe (CR);1999;759;149;124;47;42;204;3;6;57;67;60
705;Zuidoost-Drenthe (CR);2000;771;162;120;63;38;188;2;7;63;69;59
706;Zuidoost-Drenthe (CR);2001;805;178;130;69;40;170;2;6;66;74;70
707;Zuidoost-Drenthe (CR);2002;860;179;147;70;37;209;2;6;65;73;72
708;Zuidoost-Drenthe (CR);2003;860;180;138;72;42;210;2;5;66;73;72
709;Zuidoost-Drenthe (CR);2004;839;194;145;66;44;159;2;6;74;76;73
710;Zuidoost-Drenthe (CR);2005;877;210;135;78;43;168;2;7;82;79;73
711;Zuidoost-Drenthe (CR);2006;977;231;154;85;46;200;2;7;93;84;75
712;Zuidoost-Drenthe (CR);2007;1028;248;159;93;52;196;3;7;103;85;82
713;Zuidoost-Drenthe (CR);2008;1123;257;180;104;57;239;2;7;110;87;80
714;Zuidoost-Drenthe (CR);2009;930;206;160;105;38;144;2;7;102;79;87
715;Zuidoost-Drenthe (CR);2010;800;196;121;85;34;112;2;7;91;71;81
716;Zuidoost-Drenthe (CR);2011;768;157;82;88;56;140;1;7;89;69;79
717;Zuidoost-Drenthe (CR);2012;973;146;180;118;41;244;2;8;89;73;72
718;Zuidoost-Drenthe (CR);2013;814;102;91;120;107;126;2;6;91;81;88
719;Zuidoost-Drenthe (CR);2014;884;150;82;141;110;130;5;7;91;78;90
720;Zuidoost-Drenthe (CR);2015;870;234;86;115;56;136;6;10;91;71;65
721;Zuidoost-Drenthe (CR);2016;809;170;87;115;52;136;5;13;96;76;59
722;Zuidoost-Drenthe (CR);2017;859;229;124;70;63;119;1;12;93;78;70
723;Zuidoost-Drenthe (CR);2018;962;254;131;78;56;182;1;13;95;87;65
724;Zuidoost-Drenthe (CR);2019;882;243;101;58;57;157;2;14;94;87;69
725;Zuidoost-Drenthe (CR);2020;970;265;132;76;48;160;2;16;94;96;81
726;Zuidoost-Drenthe (CR);2021;1072;322;123;74;59;182;2;20;93;104;93
727;Zuidoost-Drenthe (CR);2022;1173;302;169;92;66;206;2;17;105;112;102
728;Zuidwest-Drenthe (CR);1995;494;110;96;69;28;79;1;6;25;42;38
729;Zuidwest-Drenthe (CR);1996;530;119;90;84;29;82;1;8;29;46;42
730;Zuidwest-Drenthe (CR);1997;531;130;94;55;28;87;3;7;31;48;48
731;Zuidwest-Drenthe (CR);1998;578;136;101;61;33;91;1;8;45;49;53
732;Zuidwest-Drenthe (CR);1999;627;147;107;60;34;101;1;9;53;55;60
733;Zuidwest-Drenthe (CR);2000;704;160;121;111;31;94;1;13;57;57;59
734;Zuidwest-Drenthe (CR);2001;721;176;128;87;32;89;1;11;64;62;71
735;Zuidwest-Drenthe (CR);2002;715;176;134;92;29;86;1;10;60;61;66
736;Zuidwest-Drenthe (CR);2003;733;177;150;97;32;82;1;6;60;62;66
737;Zuidwest-Drenthe (CR);2004;742;191;137;93;33;82;1;8;67;64;66
738;Zuidwest-Drenthe (CR);2005;783;207;143;98;33;85;1;8;74;67;67
739;Zuidwest-Drenthe (CR);2006;856;228;153;122;34;89;1;8;83;67;71
740;Zuidwest-Drenthe (CR);2007;949;244;165;146;40;106;1;7;91;64;85
741;Zuidwest-Drenthe (CR);2008;964;253;180;127;43;114;1;7;95;65;79
742;Zuidwest-Drenthe (CR);2009;890;228;138;150;44;96;1;6;89;60;78
743;Zuidwest-Drenthe (CR);2010;861;210;61;259;40;70;2;6;95;59;59
744;Zuidwest-Drenthe (CR);2011;644;129;63;94;40;87;2;6;94;66;63
745;Zuidwest-Drenthe (CR);2012;743;131;83;157;36;109;2;6;92;62;65
746;Zuidwest-Drenthe (CR);2013;791;110;99;128;84;116;3;5;104;62;80
747;Zuidwest-Drenthe (CR);2014;796;152;83;97;88;118;8;6;97;66;81
748;Zuidwest-Drenthe (CR);2015;720;126;83;114;51;100;5;9;101;64;67
749;Zuidwest-Drenthe (CR);2016;716;110;94;94;50;123;4;12;100;66;63
750;Zuidwest-Drenthe (CR);2017;749;118;88;111;65;115;0;12;101;70;69
751;Zuidwest-Drenthe (CR);2018;800;167;115;89;47;116;1;13;103;75;74
752;Zuidwest-Drenthe (CR);2019;929;169;150;155;54;124;2;14;109;83;69
753;Zuidwest-Drenthe (CR);2020;1052;287;147;137;40;135;2;17;107;90;90
754;Zuidwest-Drenthe (CR);2021;1197;404;144;143;62;128;7;18;111;97;83
755;Zuidwest-Drenthe (CR);2022;1372;481;157;139;60;193;3;16;124;106;93
756;Noord-Overijssel (CR);1995;1586;407;258;215;91;289;12;14;76;107;117
757;Noord-Overijssel (CR);1996;1664;441;267;228;88;272;11;18;91;117;131
758;Noord-Overijssel (CR);1997;1773;481;269;212;85;318;25;17;101;117;148
759;Noord-Overijssel (CR);1998;1858;505;288;230;98;284;9;20;141;121;162
760;Noord-Overijssel (CR);1999;2080;546;344;259;102;319;12;22;164;130;182
761;Noord-Overijssel (CR);2000;2184;591;370;295;92;301;8;30;180;134;183
762;Noord-Overijssel (CR);2001;2352;651;426;316;94;276;9;26;190;146;218
763;Noord-Overijssel (CR);2002;2412;653;487;345;87;261;9;24;188;145;213
764;Noord-Overijssel (CR);2003;2407;656;480;358;96;239;7;16;189;150;216
765;Noord-Overijssel (CR);2004;2458;708;457;315;100;260;9;20;208;160;221
766;Noord-Overijssel (CR);2005;2578;768;470;340;99;256;8;21;231;165;220
767;Noord-Overijssel (CR);2006;2784;844;502;377;107;276;7;22;261;163;225
768;Noord-Overijssel (CR);2007;3081;904;600;389;125;331;11;20;290;158;253
769;Noord-Overijssel (CR);2008;3246;937;680;411;137;342;9;19;307;153;251
770;Noord-Overijssel (CR);2009;2775;706;568;444;106;223;10;18;315;166;219
771;Noord-Overijssel (CR);2010;2774;602;696;439;95;230;6;18;313;161;214
772;Noord-Overijssel (CR);2011;2864;719;725;326;144;238;4;19;303;176;210
773;Noord-Overijssel (CR);2012;2798;545;646;337;282;270;6;19;311;178;204
774;Noord-Overijssel (CR);2013;2601;534;403;362;241;314;7;17;311;196;216
775;Noord-Overijssel (CR);2014;2468;537;259;352;230;299;21;20;323;206;221
776;Noord-Overijssel (CR);2015;2699;523;381;442;170;356;12;27;329;208;251
777;Noord-Overijssel (CR);2016;2818;494;405;526;175;330;17;38;344;226;263
778;Noord-Overijssel (CR);2017;2910;620;318;477;246;367;1;38;352;240;251
779;Noord-Overijssel (CR);2018;3243;760;343;501;241;406;4;41;363;271;313
780;Noord-Overijssel (CR);2019;3474;848;487;508;214;416;12;42;373;290;284
781;Noord-Overijssel (CR);2020;3540;701;463;638;196;445;6;50;374;309;358
782;Noord-Overijssel (CR);2021;4146;811;521;581;207;820;5;56;387;337;421
783;Noord-Overijssel (CR);2022;4105;940;622;592;241;531;19;51;432;361;316
784;Zuidwest-Overijssel (CR);1995;463;96;49;38;73;89;5;4;29;34;46
785;Zuidwest-Overijssel (CR);1996;501;104;48;45;83;92;5;5;32;36;51
786;Zuidwest-Overijssel (CR);1997;550;114;48;42;90;108;11;5;34;39;59
787;Zuidwest-Overijssel (CR);1998;571;119;54;42;99;96;4;5;48;39;65
788;Zuidwest-Overijssel (CR);1999;639;129;60;47;120;102;5;6;56;43;71
789;Zuidwest-Overijssel (CR);2000;672;140;61;54;125;102;4;7;62;45;72
790;Zuidwest-Overijssel (CR);2001;712;154;64;60;139;92;4;6;65;48;80
791;Zuidwest-Overijssel (CR);2002;715;154;72;66;132;91;4;6;65;49;76
792;Zuidwest-Overijssel (CR);2003;719;155;79;68;137;83;3;5;65;49;75
793;Zuidwest-Overijssel (CR);2004;754;167;72;67;154;85;4;6;72;50;77
794;Zuidwest-Overijssel (CR);2005;793;181;76;70;160;83;4;8;81;53;77
795;Zuidwest-Overijssel (CR);2006;864;200;81;77;180;91;3;8;90;54;80
796;Zuidwest-Overijssel (CR);2007;943;214;93;84;189;107;5;8;101;53;89
797;Zuidwest-Overijssel (CR);2008;982;222;104;93;187;111;4;7;107;56;91
798;Zuidwest-Overijssel (CR);2009;722;203;92;29;47;109;5;6;102;55;74
799;Zuidwest-Overijssel (CR);2010;703;150;85;58;68;76;2;7;113;67;77
800;Zuidwest-Overijssel (CR);2011;821;192;130;65;81;87;2;8;107;74;75
801;Zuidwest-Overijssel (CR);2012;790;183;126;48;59;87;2;8;107;72;98
802;Zuidwest-Overijssel (CR);2013;868;243;140;55;71;91;3;7;105;77;76
803;Zuidwest-Overijssel (CR);2014;982;240;242;51;61;101;7;9;105;81;85
804;Zuidwest-Overijssel (CR);2015;1083;234;403;36;52;87;3;10;117;76;65
805;Zuidwest-Overijssel (CR);2016;1076;218;317;64;49;103;3;14;124;83;101
806;Zuidwest-Overijssel (CR);2017;977;284;122;62;70;112;0;13;127;88;99
807;Zuidwest-Overijssel (CR);2018;1208;420;136;74;57;135;1;14;130;95;146
808;Zuidwest-Overijssel (CR);2019;1069;324;174;75;51;110;5;16;129;104;81
809;Zuidwest-Overijssel (CR);2020;1084;401;144;69;35;99;1;18;125;109;83
810;Zuidwest-Overijssel (CR);2021;1227;458;188;57;59;108;1;21;128;118;89
811;Zuidwest-Overijssel (CR);2022;1430;501;294;72;53;122;1;19;139;123;106
812;Twente (CR);1995;2132;618;238;193;129;397;10;21;124;209;193
813;Twente (CR);1996;2374;670;248;226;137;471;9;26;142;219;226
814;Twente (CR);1997;2500;730;267;184;141;489;21;26;150;237;255
815;Twente (CR);1998;2654;767;279;194;160;508;7;26;206;236;271
816;Twente (CR);1999;2925;829;340;206;173;550;10;31;237;264;285
817;Twente (CR);2000;3040;897;339;286;158;506;7;29;258;276;284
818;Twente (CR);2001;3198;989;361;278;160;456;8;28;272;303;343
819;Twente (CR);2002;3244;992;411;304;146;464;8;26;272;295;326
820;Twente (CR);2003;3270;995;405;323;159;450;6;24;272;300;336
821;Twente (CR);2004;3327;1074;383;310;168;419;8;31;304;304;326
822;Twente (CR);2005;3519;1165;385;332;165;442;7;39;337;312;335
823;Twente (CR);2006;3831;1281;421;383;175;476;6;42;381;323;343
824;Twente (CR);2007;4201;1373;473;431;202;540;9;41;423;312;397
825;Twente (CR);2008;4481;1423;544;434;218;658;8;37;452;319;388
826;Twente (CR);2009;4211;1116;498;493;211;705;9;24;461;326;368
827;Twente (CR);2010;3524;934;364;553;174;400;6;28;447;305;313
828;Twente (CR);2011;4414;969;521;670;303;740;5;30;437;334;405
829;Twente (CR);2012;3627;656;437;582;228;575;6;30;448;338;327
830;Twente (CR);2013;3444;487;390;547;321;534;7;26;435;352;345
831;Twente (CR);2014;3694;649;517;455;315;524;18;31;464;358;363
832;Twente (CR);2015;3754;550;794;608;260;377;10;39;479;326;311
833;Twente (CR);2016;3927;589;693;578;381;451;15;55;502;350;313
834;Twente (CR);2017;3792;728;463;572;347;445;5;51;499;366;316
835;Twente (CR);2018;4426;1247;542;469;307;539;2;54;507;405;354
836;Twente (CR);2019;4644;1213;661;474;354;552;4;61;528;433;364
837;Twente (CR);2020;4756;1055;800;568;352;503;4;72;525;464;413
838;Twente (CR);2021;5578;1517;840;594;344;695;4;85;554;513;432
839;Twente (CR);2022;6281;1879;989;491;353;765;6;76;601;553;568
840;Veluwe (CR);1995;2497;822;310;240;169;341;8;36;150;191;230
841;Veluwe (CR);1996;2747;891;317;274;182;383;7;48;184;200;261
842;Veluwe (CR);1997;2939;971;338;263;180;422;16;46;194;216;293
843;Veluwe (CR);1998;3154;1019;365;268;203;441;6;53;266;219;314
844;Veluwe (CR);1999;3535;1102;437;297;218;515;8;58;306;244;350
845;Veluwe (CR);2000;3702;1193;469;333;197;482;5;81;326;256;360
846;Veluwe (CR);2001;3941;1315;509;367;204;436;6;70;345;275;414
847;Veluwe (CR);2002;3974;1319;541;421;186;408;6;63;344;281;405
848;Veluwe (CR);2003;3976;1324;562;439;201;379;5;42;342;284;398
849;Veluwe (CR);2004;4098;1429;528;422;212;384;6;51;380;288;398
850;Veluwe (CR);2005;4337;1550;552;453;212;386;5;52;425;299;403
851;Veluwe (CR);2006;4685;1703;584;501;221;419;5;55;481;300;416
852;Veluwe (CR);2007;5130;1826;681;542;254;494;7;51;526;292;457
853;Veluwe (CR);2008;5430;1892;768;597;265;539;6;47;557;298;461
854;Veluwe (CR);2009;5390;1552;1186;624;213;448;7;46;563;306;445
855;Veluwe (CR);2010;4724;1310;906;565;217;384;5;41;579;342;375
856;Veluwe (CR);2011;5293;1312;1218;587;264;466;4;41;565;389;447
857;Veluwe (CR);2012;4948;1132;949;617;302;525;5;44;576;390;408
858;Veluwe (CR);2013;4814;1014;649;629;444;628;6;36;573;405;430
859;Veluwe (CR);2014;5535;1176;690;996;429;757;13;45;584;418;427
860;Veluwe (CR);2015;4297;786;662;524;362;487;17;55;627;415;362
861;Veluwe (CR);2016;4488;910;634;510;377;517;16;78;657;448;341
862;Veluwe (CR);2017;4686;872;676;483;411;609;3;79;684;477;392
863;Veluwe (CR);2018;5609;1206;1050;519;484;622;4;83;698;528;415
864;Veluwe (CR);2019;6051;1259;1195;577;538;653;6;86;732;566;439
865;Veluwe (CR);2020;6198;1564;993;542;436;667;24;103;744;621;504
866;Veluwe (CR);2021;7084;1885;1233;776;460;653;8;112;750;665;542
867;Veluwe (CR);2022;7730;2193;1446;691;473;771;11;99;788;681;577
868;Achterhoek (CR);1995;1548;376;443;86;83;251;15;8;66;106;114
869;Achterhoek (CR);1996;1616;407;382;105;86;284;13;10;78;112;139
870;Achterhoek (CR);1997;1759;444;442;94;91;299;31;10;82;122;144
871;Achterhoek (CR);1998;1929;466;538;97;102;309;11;10;117;123;156
872;Achterhoek (CR);1999;2048;504;502;128;110;328;15;13;136;138;174
873;Achterhoek (CR);2000;2318;546;711;135;106;325;10;14;148;145;178
874;Achterhoek (CR);2001;2336;601;643;150;109;294;12;13;154;159;201
875;Achterhoek (CR);2002;2235;603;590;146;101;276;11;11;153;155;189
876;Achterhoek (CR);2003;2138;606;528;138;107;246;9;11;153;155;185
877;Achterhoek (CR);2004;2266;653;564;140;116;260;12;13;170;152;186
878;Achterhoek (CR);2005;2251;709;462;140;118;263;10;15;188;159;187
879;Achterhoek (CR);2006;2426;779;501;154;126;272;9;15;211;160;199
880;Achterhoek (CR);2007;2651;836;542;179;140;324;14;16;233;153;214
881;Achterhoek (CR);2008;2655;866;485;185;143;340;11;15;249;156;205
882;Achterhoek (CR);2009;2559;879;579;156;105;236;14;13;250;137;190
883;Achterhoek (CR);2010;2293;778;429;213;86;218;8;15;238;134;174
884;Achterhoek (CR);2011;2388;663;572;177;130;254;6;16;232;147;191
885;Achterhoek (CR);2012;2396;556;511;256;227;258;7;15;227;154;185
886;Achterhoek (CR);2013;2318;450;460;189;243;355;9;13;231;158;210
887;Achterhoek (CR);2014;2110;415;328;160;225;328;22;18;241;166;207
888;Achterhoek (CR);2015;2084;538;297;135;107;312;12;27;249;199;208
889;Achterhoek (CR);2016;1939;381;334;131;128;281;8;38;259;215;164
890;Achterhoek (CR);2017;2159;504;374;102;153;314;6;35;264;227;180
891;Achterhoek (CR);2018;2975;930;370;223;122;576;2;36;264;248;204
892;Achterhoek (CR);2019;2724;741;433;209;146;402;21;40;270;266;196
893;Achterhoek (CR);2020;2883;953;430;153;107;410;12;46;270;286;216
894;Achterhoek (CR);2021;3286;1133;537;218;154;350;12;55;274;311;242
895;Achterhoek (CR);2022;3726;1481;503;130;162;485;7;48;292;321;297
896;Arnhem/Nijmegen (CR);1995;2693;807;400;315;145;363;12;27;148;264;212
897;Arnhem/Nijmegen (CR);1996;3044;874;417;385;146;489;11;33;178;274;237
898;Arnhem/Nijmegen (CR);1997;3016;953;396;246;138;462;26;33;202;295;265
899;Arnhem/Nijmegen (CR);1998;3294;1000;438;280;159;515;9;35;270;297;291
900;Arnhem/Nijmegen (CR);1999;3601;1082;485;284;166;551;12;40;316;336;329
901;Arnhem/Nijmegen (CR);2000;4030;1171;534;523;149;564;8;48;347;354;332
902;Arnhem/Nijmegen (CR);2001;4194;1290;649;404;154;485;9;43;370;389;401
903;Arnhem/Nijmegen (CR);2002;4185;1294;727;394;142;435;9;40;372;381;391
904;Arnhem/Nijmegen (CR);2003;4131;1299;686;402;155;380;7;32;377;394;399
905;Arnhem/Nijmegen (CR);2004;4271;1402;688;389;161;362;9;38;418;402;402
906;Arnhem/Nijmegen (CR);2005;4514;1521;696;428;164;374;8;43;467;408;405
907;Arnhem/Nijmegen (CR);2006;4953;1671;745;535;177;403;7;45;531;419;420
908;Arnhem/Nijmegen (CR);2007;5547;1792;911;676;204;431;11;44;595;404;479
909;Arnhem/Nijmegen (CR);2008;5733;1857;1049;539;220;512;9;41;634;409;463
910;Arnhem/Nijmegen (CR);2009;5141;1810;876;346;188;491;10;36;582;379;423
911;Arnhem/Nijmegen (CR);2010;4435;1314;780;399;161;345;12;41;611;346;426
912;Arnhem/Nijmegen (CR);2011;5471;1307;1121;941;204;367;9;41;608;384;489
913;Arnhem/Nijmegen (CR);2012;4536;1213;738;533;191;390;11;43;615;386;416
914;Arnhem/Nijmegen (CR);2013;4394;1054;596;418;351;466;14;36;612;394;453
915;Arnhem/Nijmegen (CR);2014;4540;1124;540;480;339;499;6;44;635;410;463
916;Arnhem/Nijmegen (CR);2015;5253;872;659;1203;264;605;7;50;655;343;595
917;Arnhem/Nijmegen (CR);2016;5653;1348;591;935;261;884;11;69;667;362;525
918;Arnhem/Nijmegen (CR);2017;5652;1133;684;1066;295;785;0;64;678;388;559
919;Arnhem/Nijmegen (CR);2018;6421;1605;684;1493;248;570;2;67;693;422;637
920;Arnhem/Nijmegen (CR);2019;6205;1536;766;1284;320;493;3;76;707;457;563
921;Arnhem/Nijmegen (CR);2020;7538;1857;996;1372;237;683;3;93;724;497;1076
922;Arnhem/Nijmegen (CR);2021;6929;1772;1029;1002;286;677;4;104;749;525;781
923;Arnhem/Nijmegen (CR);2022;9661;2132;1230;1673;299;838;6;94;824;552;2013
924;Zuidwest-Gelderland (CR);1995;941;223;115;134;126;119;43;6;47;55;73
925;Zuidwest-Gelderland (CR);1996;1035;241;120;157;141;133;39;8;55;57;84
926;Zuidwest-Gelderland (CR);1997;1136;263;124;148;150;144;92;7;52;62;94
927;Zuidwest-Gelderland (CR);1998;1162;276;131;152;170;152;32;8;75;62;104
928;Zuidwest-Gelderland (CR);1999;1331;299;160;167;200;174;44;10;89;69;119
929;Zuidwest-Gelderland (CR);2000;1378;323;165;185;200;172;30;11;98;71;123
930;Zuidwest-Gelderland (CR);2001;1502;356;187;215;218;167;34;10;101;76;138
931;Zuidwest-Gelderland (CR);2002;1517;357;212;242;205;152;32;8;102;76;131
932;Zuidwest-Gelderland (CR);2003;1521;359;212;256;217;141;26;8;101;76;125
933;Zuidwest-Gelderland (CR);2004;1566;387;201;246;239;136;34;10;112;78;123
934;Zuidwest-Gelderland (CR);2005;1649;420;211;264;246;138;29;11;124;81;125
935;Zuidwest-Gelderland (CR);2006;1801;462;223;289;274;161;26;11;139;83;133
936;Zuidwest-Gelderland (CR);2007;1991;495;261;309;294;196;40;12;154;81;149
937;Zuidwest-Gelderland (CR);2008;2112;513;297;350;297;216;33;11;163;82;150
938;Zuidwest-Gelderland (CR);2009;1902;487;295;308;151;217;30;11;161;87;155
939;Zuidwest-Gelderland (CR);2010;1902;448;207;533;98;206;34;13;168;89;106
940;Zuidwest-Gelderland (CR);2011;1860;495;233;373;125;199;27;15;163;90;140
941;Zuidwest-Gelderland (CR);2012;1716;480;271;294;91;160;34;16;162;95;113
942;Zuidwest-Gelderland (CR);2013;1985;443;270;333;197;269;44;13;165;107;144
943;Zuidwest-Gelderland (CR);2014;1793;374;203;305;187;272;9;16;171;111;145
944;Zuidwest-Gelderland (CR);2015;1600;326;205;318;132;162;11;20;190;131;105
945;Zuidwest-Gelderland (CR);2016;1633;304;244;301;130;189;8;26;191;140;100
946;Zuidwest-Gelderland (CR);2017;1756;258;222;377;199;215;2;24;192;149;118
947;Zuidwest-Gelderland (CR);2018;2086;341;412;433;168;216;3;27;195;165;126
948;Zuidwest-Gelderland (CR);2019;2340;365;415;524;191;272;8;28;200;174;163
949;Zuidwest-Gelderland (CR);2020;2090;316;280;487;170;258;6;33;199;192;149
950;Zuidwest-Gelderland (CR);2021;2493;357;277;706;233;270;6;40;204;209;191
951;Zuidwest-Gelderland (CR);2022;2408;345;327;548;220;313;10;33;214;218;180
952;Utrecht (CR);1995;5491;1214;825;741;754;559;24;73;334;405;562
953;Utrecht (CR);1996;5917;1315;769;768;840;617;22;95;412;418;661
954;Utrecht (CR);1997;6478;1433;842;828;888;687;52;90;458;449;751
955;Utrecht (CR);1998;7099;1504;968;887;994;730;18;104;634;450;810
956;Utrecht (CR);1999;8024;1626;1060;1042;1179;836;24;108;737;506;906
957;Utrecht (CR);2000;8484;1760;1252;1045;1202;801;17;148;815;525;919
958;Utrecht (CR);2001;9197;1940;1412;1229;1323;693;19;127;825;573;1056
959;Utrecht (CR);2002;9055;1942;1368;1322;1243;676;18;111;829;580;966
960;Utrecht (CR);2003;9146;1950;1425;1357;1315;636;15;76;818;595;959
961;Utrecht (CR);2004;9396;2104;1316;1206;1456;667;19;95;912;628;993
962;Utrecht (CR);2005;9927;2282;1397;1305;1499;667;17;101;1022;637;1000
963;Utrecht (CR);2006;10814;2515;1529;1406;1680;730;15;107;1144;661;1027
964;Utrecht (CR);2007;11712;2698;1747;1423;1783;841;22;98;1298;643;1159
965;Utrecht (CR);2008;12302;2795;1894;1580;1772;896;19;89;1381;662;1214
966;Utrecht (CR);2009;11933;2670;1994;2214;1129;785;19;88;1345;675;1014
967;Utrecht (CR);2010;11468;2329;1699;2027;1297;744;20;109;1527;753;963
968;Utrecht (CR);2011;12319;2508;2101;1853;1232;1095;15;107;1464;803;1141
969;Utrecht (CR);2012;10564;1700;1416;1677;1430;864;19;108;1489;833;1028
970;Utrecht (CR);2013;9956;1483;1669;1608;689;973;24;96;1511;938;965
971;Utrecht (CR);2014;10345;1773;2040;1447;651;826;17;112;1536;979;964
972;Utrecht (CR);2015;12594;2046;1208;2856;1605;1055;16;128;1766;860;1054
973;Utrecht (CR);2016;13519;2504;1483;2654;1751;1202;19;175;1823;913;995
974;Utrecht (CR);2017;13826;2991;1833;1892;1850;1004;1;198;1905;984;1168
975;Utrecht (CR);2018;16140;3612;1979;2087;3056;1015;11;209;1976;1081;1114
976;Utrecht (CR);2019;17372;4439;2209;1816;3066;995;6;249;2092;1198;1302
977;Utrecht (CR);2020;16634;3979;1672;1957;2714;1154;19;295;2139;1309;1396
978;Utrecht (CR);2021;17419;4143;1717;2163;2714;1297;6;288;2198;1391;1502
979;Utrecht (CR);2022;18459;4245;1891;2168;2651;1634;16;272;2365;1360;1857
980;Kop van Noord-Holland (CR);1995;1265;348;213;169;101;173;11;15;66;64;105
981;Kop van Noord-Holland (CR);1996;1389;378;220;190;108;192;10;18;85;66;122
982;Kop van Noord-Holland (CR);1997;1489;411;235;183;96;227;24;19;89;71;134
983;Kop van Noord-Holland (CR);1998;1570;432;241;190;115;226;8;20;120;71;147
984;Kop van Noord-Holland (CR);1999;1761;467;293;205;115;270;11;25;141;80;154
985;Kop van Noord-Holland (CR);2000;1812;505;298;236;105;244;8;30;145;84;157
986;Kop van Noord-Holland (CR);2001;1962;557;332;276;100;232;9;27;155;90;184
987;Kop van Noord-Holland (CR);2002;2010;558;375;299;95;216;9;23;152;93;190
988;Kop van Noord-Holland (CR);2003;2041;560;395;315;102;206;7;20;152;95;189
989;Kop van Noord-Holland (CR);2004;2054;604;365;301;102;202;9;21;168;98;184
