ID;BedrijvenEnInstellingen;SoortVacatures;RegioS;Perioden;TotaalAantalVacatures_1;ABLandbouwBosbouwEnVisserij_2;CDelfstoffenwinning_3;DIndustrie_4;EOpenbareVoorzieningsbedrijven_5;FBouwnijverheid_6;GReparatieConsumentenartikelenHandel_7;HHoreca_8;IVervoerEnCommunicatie_9;JFinancieleInstellingen_10;KOnroerendGoedZakelijkeDienstv_11;LOpenbaarBestuurSocVerzekeringen_12;MOnderwijs_13;NGezondheidsEnWelzijnszorg_14;OCultuurRecreatieEnOvDienstverl_15;Bedrijfsgrootte10Werknemers_16;Bedrijfsgrootte1099Werknemers_17;Bedrijfsgrotte100Werknemers_18;k_2PrimairOnderwijs_19;k_3VoortgezetOnderwijsLagereTrap_20;k_4VoortgezetOnderwijsHogereTrap_21;k_5HogerOnderwijs1eTrap_22;k_67HogerOnderwijs2e3eTrap_23;k_9OpleidingOnbekend_24;k_1ElementaireBeroepen_25;k_2LagereBeroepen_26;k_4MiddelbareBeroepen_27;k_6HogereBeroepen_28;k_8WetenschappelijkeBeroepen_29;k_9BeroepOnbekend_30
2894;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Friesland (COR);2003;0.1;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;0.0;0.0;0.1;0.1;
2895;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Friesland (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2896;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Friesland (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2897;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Friesland (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2898;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2000;0.3;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.1;;0.1;0.0;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
2899;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2001;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.1;;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
2900;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2002;0.2;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.2;;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;;0.0;0.0;0.2;0.0;0.0;
2901;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2003;0.3;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.1;;0.2;0.0;0.1;0.0;0.1;0.1;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
2902;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2903;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2904;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Drenthe (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2905;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2000;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2906;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2001;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2907;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2002;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
2908;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2003;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
2909;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2910;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2911;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidoost-Drenthe (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2912;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2000;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
2913;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2001;0.3;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.1;0.0;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0
2914;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2002;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
2915;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2003;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
2916;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2917;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2918;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Drenthe (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2919;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2000;0.4;;0.0;0.1;;0.0;0.1;;0.0;0.0;0.1;0.0;0.0;0.0;;0.1;0.2;0.2;0.1;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.2;0.1;0.0;0.0
2920;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2001;0.5;;0.0;0.0;;0.0;0.1;;0.0;0.0;0.0;0.1;0.0;0.2;;0.0;0.1;0.4;0.0;0.1;0.3;0.2;0.0;0.0;0.0;0.1;0.2;0.1;0.0;0.0
2921;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2002;0.1;;0.0;0.0;;0.0;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.1;0.0;0.0;0.0;
2922;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2003;0.2;0.0;0.0;0.0;;0.0;0.1;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.2;0.0;0.1;0.1;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
2923;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2924;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2925;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Noord-Overijssel (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2926;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2000;0.6;;0.0;0.1;;0.0;0.0;;0.1;0.0;0.3;0.0;0.0;0.1;;0.2;0.1;0.3;0.1;0.0;0.3;0.2;0.0;0.0;0.1;0.1;0.3;0.1;0.0;0.0
2927;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2001;0.1;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
2928;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2002;0.1;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
2929;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2003;0.1;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.1;0.0;0.0;0.0;
2930;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2931;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2932;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Overijssel (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2933;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2000;0.5;;0.0;0.1;;0.1;0.1;;0.1;0.0;0.1;0.0;0.0;0.1;;0.0;0.3;0.2;0.0;0.1;0.2;0.1;0.0;0.0;0.1;0.1;0.2;0.1;0.0;0.0
2934;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2001;0.7;;0.0;0.1;;0.0;0.2;;0.0;0.0;0.1;0.1;0.0;0.1;;0.2;0.1;0.3;0.0;0.3;0.2;0.1;0.0;0.0;0.1;0.3;0.2;0.1;0.0;0.0
2935;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2002;0.2;;0.0;0.1;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
2936;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2003;0.2;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
2937;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2938;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2939;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Twente (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2940;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2000;0.9;;0.0;0.1;;0.1;;;0.0;;0.1;0.1;0.0;0.2;0.0;0.2;0.1;0.6;0.1;0.3;0.3;0.1;0.0;0.0;0.1;0.4;0.3;0.1;0.1;0.0
2941;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2001;1.1;;0.0;0.1;;0.0;;;0.0;;0.0;0.0;0.1;0.2;0.1;0.2;0.3;0.5;0.1;0.3;0.4;0.2;0.0;0.0;0.1;0.4;0.3;0.2;0.0;0.0
2942;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2002;0.7;;0.0;0.0;;0.0;;;0.0;;0.1;0.0;0.0;0.2;0.0;0.1;0.3;0.2;0.0;0.2;0.4;0.1;0.0;;0.2;0.1;0.4;0.1;0.0;
2943;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2003;0.2;;0.0;0.1;;0.0;;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
2944;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2945;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2946;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Veluwe (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2947;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2000;0.5;;0.0;0.1;;0.1;0.1;;0.0;0.0;0.1;0.0;0.0;0.1;;0.1;0.2;0.2;0.0;0.2;0.2;0.1;0.0;0.0;0.1;0.2;0.2;0.1;0.0;0.0
2948;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2001;0.5;;0.0;0.1;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.2;;0.2;0.0;0.2;0.0;0.1;0.2;0.1;0.0;0.0;0.1;0.1;0.2;0.1;0.0;0.0
2949;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2002;0.2;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.2;;0.0;0.1;0.2;0.0;0.1;0.2;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
2950;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2003;0.3;;0.0;0.0;;0.0;;;0.0;;0.1;0.0;0.0;0.1;;0.2;0.0;0.1;0.0;0.0;0.2;0.1;0.0;;0.0;0.0;0.2;0.1;0.0;
2951;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2952;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2953;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Achterhoek (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2954;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2000;1.6;;0.0;0.4;;0.2;;;0.0;;0.2;0.0;0.0;0.2;0.1;0.4;0.5;0.6;0.1;0.7;0.6;0.2;0.0;0.0;0.1;0.7;0.6;0.2;0.0;0.0
2955;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2001;1.0;;0.0;0.0;;0.1;;;0.0;;0.1;0.1;0.0;0.2;0.0;0.3;0.2;0.6;0.0;0.2;0.5;0.3;0.0;0.0;0.1;0.2;0.4;0.2;0.0;0.0
2956;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2002;0.6;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.6;0.0;0.1;0.4;0.1;0.1;;0.0;0.1;0.4;0.0;0.1;
2957;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2003;0.6;;0.0;0.0;;0.0;;;0.0;;0.1;0.0;0.0;0.3;0.0;0.1;0.1;0.5;0.0;0.1;0.2;0.1;0.0;;0.0;0.0;0.2;0.1;0.0;
2958;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2959;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2960;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Arnhem/Nijmegen (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2961;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2000;0.4;;0.0;0.1;;0.0;;;0.0;;0.1;0.0;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
2962;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2001;0.5;;0.0;0.0;;0.0;;;0.0;;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.1;0.0;0.3;0.1;0.1;0.0;0.0;0.0;0.3;0.1;0.1;0.0;0.0
2963;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2002;0.4;;0.0;0.2;;0.0;;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.3;0.0;0.1;0.3;0.1;0.0;;0.0;0.1;0.3;0.1;0.0;
2964;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2003;0.4;;0.0;0.1;;0.0;;;0.0;;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.2;0.0;0.2;0.2;0.1;0.0;;0.1;0.1;0.3;0.0;0.0;
2965;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2966;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2967;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zuidwest-Gelderland (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2968;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2000;2.8;0.0;0.0;0.2;;;0.8;0.0;0.1;0.1;0.7;0.1;0.1;0.5;0.1;0.4;0.9;1.5;0.0;0.5;1.3;0.7;0.2;0.0;0.1;0.5;1.4;0.6;0.2;0.0
2969;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2001;2.7;0.0;0.0;0.4;;;0.6;0.1;0.0;0.4;0.5;0.1;0.1;0.2;0.2;0.5;0.8;1.4;0.1;0.8;1.2;0.6;0.1;0.0;0.3;0.5;1.2;0.5;0.2;0.0
2970;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2002;1.4;0.0;0.0;0.0;;;0.4;0.0;0.2;0.1;0.2;0.0;0.1;0.2;0.1;0.4;0.4;0.6;0.0;0.2;0.7;0.4;0.1;;0.0;0.3;0.6;0.3;0.1;
2971;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2003;1.0;0.0;0.0;0.1;;;0.1;0.0;0.0;0.0;0.3;0.1;0.1;0.2;0.0;0.4;0.2;0.4;0.0;0.2;0.2;0.5;0.0;;0.0;0.1;0.3;0.5;0.0;
2972;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2973;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2974;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Utrecht (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2975;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2000;0.4;;;0.0;;0.0;0.2;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.2;0.2;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.0
2976;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2001;0.3;;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.1;0.1;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
2977;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2002;0.2;;;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
2978;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2003;0.2;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
2979;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2980;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2981;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Kop van Noord-Holland (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2982;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2000;0.5;;;0.1;;0.1;0.1;0.0;0.0;0.0;0.1;0.0;;0.2;0.0;0.2;0.1;0.2;0.0;0.1;0.3;0.1;0.1;0.0;0.0;0.1;0.3;0.1;0.0;0.0
2983;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2001;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.0;0.1;0.2;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
2984;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2002;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
2985;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2003;0.2;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
2986;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2987;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2988;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Alkmaar en omgeving (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2989;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2000;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
2990;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2001;0.8;;;0.0;;0.0;0.6;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.1;0.7;0.0;0.6;0.1;0.1;0.0;0.0;0.5;0.1;0.1;0.1;0.0;0.0
2991;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2002;0.6;;;0.0;;0.1;0.0;0.4;0.0;0.0;0.0;0.0;;0.0;0.0;0.5;0.0;0.0;0.0;0.4;0.2;0.0;0.0;;0.0;0.4;0.2;0.0;0.0;
2992;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2003;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
2993;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2994;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2995;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;IJmond (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2996;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2000;0.5;;;0.0;;0.0;0.1;0.1;0.0;0.0;0.1;0.1;;0.1;0.0;0.1;0.2;0.2;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.1;0.3;0.1;0.0;0.0
2997;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2001;0.3;;;0.0;;0.0;0.1;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.2;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
2998;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2002;0.3;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.1;;0.0;0.0;0.2;0.0;0.1;
2999;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2003;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
3000;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3001;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3002;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Agglomeratie Haarlem (COR);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3003;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zaanstreek (COR);2000;0.8;;;0.1;;0.0;0.6;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.2;0.6;0.1;0.6;0.1;0.0;0.1;0.0;0.0;0.6;0.1;0.0;0.1;0.0
3004;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zaanstreek (COR);2001;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
3005;Totaal bedrijven en instellingen;Met bezette arbeidsplaats;Zaanstreek (COR);2002;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
