ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
1081;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2013;12.0;88.0;12.0;88.0;4.0;32.0;22.0;15.0;15.0;19.0;8.0;28.0;72.0
1082;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2014;12.0;88.0;12.0;88.0;3.0;33.0;26.0;10.0;16.0;19.0;8.0;24.0;76.0
1083;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2015;11.0;89.0;11.0;89.0;;;;;;;;24.0;76.0
1084;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2016;8.0;92.0;9.0;91.0;5.0;36.0;23.0;11.0;16.0;19.0;8.0;26.0;74.0
1085;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2017;7.0;93.0;8.0;92.0;4.0;40.0;22.0;11.0;16.0;19.0;8.0;25.0;75.0
1086;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2018;7.0;93.0;7.0;93.0;6.0;38.0;23.0;11.0;16.0;18.0;8.0;24.0;76.0
1087;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2019;6.0;94.0;6.0;94.0;5.0;35.0;28.0;11.0;15.0;18.0;8.0;24.0;76.0
1088;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2020;5.0;95.0;5.0;95.0;1.0;44.0;24.0;11.0;16.0;18.0;7.0;24.0;76.0
1089;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2010;4.0;96.0;4.0;96.0;;;;;;;;62.0;38.0
1090;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2011;3.0;97.0;3.0;97.0;;;;;;;;63.0;37.0
1091;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2012;4.0;96.0;4.0;96.0;;;;;;;;63.0;37.0
1092;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2013;6.0;94.0;6.0;94.0;1.0;16.0;14.0;20.0;43.0;20.0;8.0;53.0;47.0
1093;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2014;6.0;94.0;7.0;93.0;1.0;15.0;17.0;19.0;41.0;20.0;8.0;50.0;50.0
1094;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2015;5.0;95.0;6.0;94.0;;;;;;;;49.0;51.0
1095;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2016;3.0;97.0;4.0;96.0;0.0;14.0;18.0;16.0;48.0;20.0;8.0;55.0;45.0
1096;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2017;2.0;98.0;2.0;98.0;1.0;19.0;16.0;22.0;40.0;19.0;8.0;53.0;47.0
1097;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2018;2.0;98.0;3.0;97.0;0.0;17.0;20.0;17.0;44.0;19.0;8.0;49.0;51.0
1098;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2019;2.0;98.0;2.0;98.0;1.0;20.0;12.0;25.0;39.0;19.0;8.0;51.0;49.0
1099;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Holland (PV);2020;1.0;99.0;2.0;98.0;0.0;21.0;19.0;21.0;38.0;19.0;8.0;48.0;52.0
1100;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2010;3.0;97.0;4.0;96.0;;;;;;;;49.0;51.0
1101;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2011;2.0;98.0;3.0;97.0;;;;;;;;46.0;54.0
1102;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2012;3.0;97.0;4.0;96.0;;;;;;;;47.0;53.0
1103;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2013;4.0;96.0;4.0;96.0;2.0;24.0;22.0;21.0;26.0;19.0;8.0;39.0;61.0
1104;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2014;6.0;94.0;6.0;94.0;2.0;22.0;24.0;19.0;27.0;19.0;8.0;36.0;64.0
1105;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2015;6.0;94.0;7.0;93.0;;;;;;;;34.0;66.0
1106;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2016;4.0;96.0;5.0;95.0;5.0;22.0;24.0;18.0;27.0;19.0;8.0;39.0;61.0
1107;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2017;4.0;96.0;4.0;96.0;4.0;25.0;23.0;17.0;26.0;19.0;8.0;37.0;63.0
1108;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2018;4.0;96.0;5.0;95.0;5.0;25.0;25.0;17.0;24.0;19.0;8.0;34.0;66.0
1109;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2019;3.0;97.0;3.0;97.0;2.0;29.0;26.0;16.0;23.0;19.0;8.0;35.0;65.0
1110;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zuid-Holland (PV);2020;3.0;97.0;3.0;97.0;1.0;31.0;26.0;17.0;23.0;18.0;8.0;33.0;67.0
1111;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2010;13.0;87.0;16.0;84.0;;;;;;;;33.0;67.0
1112;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2011;12.0;88.0;12.0;88.0;;;;;;;;38.0;62.0
1113;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2012;11.0;89.0;13.0;87.0;;;;;;;;32.0;68.0
1114;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2013;17.0;83.0;19.0;81.0;4.0;25.0;29.0;8.0;15.0;18.0;8.0;30.0;70.0
1115;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2014;17.0;83.0;18.0;82.0;1.0;30.0;27.0;12.0;12.0;19.0;8.0;24.0;76.0
1116;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2015;11.0;89.0;15.0;85.0;;;;;;;;22.0;78.0
1117;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2016;7.0;93.0;11.0;89.0;4.0;28.0;28.0;18.0;11.0;18.0;8.0;25.0;75.0
1118;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2017;15.0;85.0;16.0;84.0;5.0;33.0;24.0;10.0;12.0;18.0;8.0;21.0;79.0
1119;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2018;11.0;89.0;16.0;84.0;7.0;40.0;20.0;6.0;11.0;18.0;7.0;21.0;79.0
1120;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2019;16.0;84.0;16.0;84.0;3.0;52.0;12.0;8.0;8.0;16.0;7.0;22.0;78.0
1121;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Zeeland (PV);2020;8.0;92.0;13.0;87.0;4.0;48.0;22.0;4.0;8.0;17.0;7.0;17.0;83.0
1122;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2010;29.0;71.0;32.0;68.0;;;;;;;;14.0;86.0
1123;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2011;29.0;71.0;31.0;69.0;;;;;;;;17.0;83.0
1124;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2012;30.0;70.0;32.0;68.0;;;;;;;;17.0;83.0
1125;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2013;35.0;65.0;36.0;64.0;8.0;39.0;9.0;3.0;4.0;18.0;7.0;14.0;86.0
1126;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2014;36.0;64.0;37.0;63.0;9.0;40.0;8.0;3.0;4.0;19.0;7.0;13.0;87.0
1127;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2015;37.0;63.0;40.0;60.0;;;;;;;;11.0;89.0
1128;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2016;29.0;71.0;33.0;67.0;10.0;43.0;7.0;3.0;5.0;18.0;7.0;14.0;86.0
1129;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2017;30.0;70.0;34.0;66.0;13.0;40.0;6.0;2.0;5.0;18.0;6.0;13.0;87.0
1130;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2018;29.0;71.0;32.0;68.0;13.0;44.0;5.0;2.0;3.0;18.0;6.0;9.0;91.0
1131;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2019;27.0;73.0;29.0;71.0;18.0;42.0;5.0;2.0;4.0;17.0;6.0;11.0;89.0
1132;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Noord-Brabant (PV);2020;24.0;76.0;26.0;74.0;4.0;57.0;7.0;2.0;4.0;16.0;6.0;12.0;88.0
1133;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2010;17.0;83.0;18.0;82.0;;;;;;;;19.0;81.0
1134;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2011;14.0;86.0;16.0;84.0;;;;;;;;27.0;73.0
1135;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2012;16.0;84.0;17.0;83.0;;;;;;;;25.0;75.0
1136;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2013;16.0;84.0;16.0;84.0;9.0;35.0;21.0;7.0;12.0;18.0;7.0;24.0;76.0
1137;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2014;20.0;80.0;20.0;80.0;9.0;40.0;14.0;8.0;9.0;17.0;7.0;22.0;78.0
1138;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2015;16.0;84.0;18.0;82.0;;;;;;;;25.0;75.0
1139;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2016;16.0;84.0;18.0;82.0;4.0;43.0;18.0;8.0;9.0;17.0;7.0;21.0;79.0
1140;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2017;16.0;84.0;19.0;81.0;7.0;41.0;20.0;6.0;8.0;16.0;7.0;20.0;80.0
1141;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2018;11.0;89.0;13.0;87.0;14.0;46.0;14.0;5.0;7.0;16.0;7.0;16.0;84.0
1142;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2019;12.0;88.0;15.0;85.0;14.0;42.0;15.0;6.0;8.0;16.0;7.0;22.0;78.0
1143;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Limburg (PV);2020;15.0;85.0;19.0;81.0;1.0;55.0;12.0;4.0;8.0;16.0;7.0;22.0;78.0
1144;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2010;34.0;66.0;39.0;61.0;;;;;;;;19.0;81.0
1145;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2011;29.0;71.0;33.0;67.0;;;;;;;;18.0;82.0
1146;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2012;30.0;70.0;33.0;67.0;;;;;;;;16.0;84.0
1147;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2013;37.0;63.0;38.0;62.0;4.0;34.0;13.0;5.0;6.0;19.0;8.0;17.0;83.0
1148;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2014;38.0;62.0;39.0;61.0;5.0;32.0;14.0;4.0;6.0;19.0;7.0;16.0;84.0
1149;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2015;36.0;64.0;41.0;59.0;;;;;;;;13.0;87.0
1150;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2016;28.0;72.0;32.0;68.0;5.0;41.0;13.0;5.0;5.0;19.0;7.0;13.0;87.0
1151;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2017;26.0;74.0;29.0;71.0;5.0;45.0;12.0;4.0;4.0;18.0;7.0;12.0;88.0
1152;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2018;24.0;76.0;28.0;72.0;5.0;45.0;13.0;4.0;5.0;18.0;7.0;12.0;88.0
1153;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2019;21.0;79.0;24.0;76.0;7.0;48.0;13.0;4.0;4.0;17.0;7.0;11.0;89.0
1154;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Nederland;2020;20.0;80.0;23.0;77.0;3.0;53.0;13.0;4.0;4.0;17.0;7.0;11.0;89.0
1155;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2010;37.0;63.0;41.0;59.0;;;;;;;;28.0;72.0
1156;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2011;28.0;72.0;32.0;68.0;;;;;;;;27.0;73.0
1157;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2012;29.0;71.0;34.0;66.0;;;;;;;;26.0;74.0
1158;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2013;38.0;62.0;38.0;62.0;2.0;23.0;22.0;8.0;6.0;20.0;8.0;20.0;80.0
1159;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2014;36.0;64.0;37.0;63.0;3.0;23.0;19.0;9.0;9.0;20.0;8.0;21.0;79.0
1160;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2015;35.0;65.0;39.0;61.0;;;;;;;;23.0;77.0
1161;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2016;28.0;72.0;30.0;70.0;0.0;26.0;24.0;8.0;10.0;18.0;8.0;23.0;77.0
1162;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2017;25.0;75.0;29.0;71.0;0.0;32.0;20.0;9.0;10.0;19.0;8.0;23.0;77.0
1163;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2018;22.0;78.0;26.0;74.0;1.0;30.0;23.0;8.0;12.0;18.0;8.0;23.0;77.0
1164;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2019;21.0;79.0;24.0;76.0;1.0;33.0;23.0;10.0;9.0;18.0;8.0;21.0;79.0
1165;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Groningen (PV);2020;22.0;78.0;24.0;76.0;0.0;35.0;22.0;9.0;9.0;18.0;8.0;20.0;80.0
1166;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2010;30.0;70.0;35.0;65.0;;;;;;;;18.0;82.0
1167;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2011;26.0;74.0;30.0;70.0;;;;;;;;18.0;82.0
1168;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2012;26.0;74.0;29.0;71.0;;;;;;;;16.0;84.0
1169;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2013;34.0;66.0;35.0;65.0;4.0;31.0;18.0;4.0;8.0;20.0;8.0;17.0;83.0
1170;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2014;35.0;65.0;36.0;64.0;2.0;27.0;22.0;5.0;7.0;20.0;8.0;16.0;84.0
1171;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2015;34.0;66.0;37.0;63.0;;;;;;;;13.0;87.0
1172;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2016;24.0;76.0;28.0;72.0;3.0;37.0;21.0;6.0;6.0;19.0;8.0;13.0;87.0
1173;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2017;22.0;78.0;25.0;75.0;3.0;43.0;18.0;5.0;5.0;19.0;8.0;12.0;88.0
1174;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2018;20.0;80.0;23.0;77.0;3.0;41.0;24.0;4.0;5.0;19.0;8.0;10.0;90.0
1175;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2019;17.0;83.0;20.0;80.0;4.0;47.0;20.0;5.0;4.0;17.0;7.0;11.0;89.0
1176;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Fryslân (PV);2020;16.0;84.0;18.0;82.0;1.0;49.0;22.0;3.0;5.0;18.0;7.0;10.0;90.0
1177;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2010;27.0;73.0;30.0;70.0;;;;;;;;18.0;82.0
1178;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2011;26.0;74.0;28.0;72.0;;;;;;;;14.0;86.0
1179;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2012;26.0;74.0;28.0;72.0;;;;;;;;16.0;84.0
1180;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2013;31.0;69.0;32.0;68.0;6.0;39.0;13.0;4.0;6.0;19.0;7.0;16.0;84.0
1181;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2014;34.0;66.0;34.0;66.0;4.0;39.0;13.0;4.0;6.0;19.0;7.0;14.0;86.0
1182;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2015;32.0;68.0;34.0;66.0;;;;;;;;11.0;89.0
1183;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2016;28.0;72.0;30.0;70.0;3.0;45.0;12.0;5.0;5.0;18.0;7.0;14.0;86.0
1184;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2017;28.0;72.0;30.0;70.0;5.0;49.0;10.0;3.0;3.0;19.0;7.0;9.0;91.0
1185;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2018;24.0;76.0;25.0;75.0;4.0;52.0;11.0;5.0;3.0;17.0;7.0;11.0;89.0
1186;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2019;23.0;77.0;24.0;76.0;5.0;55.0;9.0;2.0;4.0;19.0;7.0;9.0;91.0
1187;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Drenthe (PV);2020;22.0;78.0;24.0;76.0;3.0;58.0;9.0;3.0;4.0;16.0;7.0;11.0;89.0
1188;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2010;35.0;65.0;40.0;60.0;;;;;;;;9.0;91.0
1189;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2011;31.0;69.0;35.0;65.0;;;;;;;;8.0;92.0
1190;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2012;30.0;70.0;34.0;66.0;;;;;;;;8.0;92.0
1191;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2013;36.0;64.0;37.0;63.0;4.0;44.0;8.0;3.0;3.0;20.0;7.0;10.0;90.0
1192;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2014;38.0;62.0;38.0;62.0;4.0;42.0;11.0;2.0;3.0;18.0;7.0;8.0;92.0
1193;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2015;37.0;63.0;42.0;58.0;;;;;;;;6.0;94.0
1194;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2016;27.0;73.0;31.0;69.0;3.0;53.0;9.0;2.0;2.0;18.0;7.0;6.0;94.0
1195;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2017;24.0;76.0;27.0;73.0;4.0;58.0;8.0;2.0;2.0;18.0;7.0;5.0;95.0
1196;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2018;23.0;77.0;27.0;73.0;3.0;59.0;7.0;2.0;2.0;18.0;7.0;6.0;94.0
1197;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2019;19.0;81.0;22.0;78.0;6.0;61.0;7.0;3.0;2.0;15.0;7.0;7.0;93.0
1198;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Overijssel (PV);2020;18.0;82.0;21.0;79.0;4.0;64.0;8.0;2.0;2.0;16.0;6.0;5.0;95.0
1199;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2010;73.0;27.0;76.0;24.0;;;;;;;;9.0;91.0
1200;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2011;66.0;34.0;70.0;30.0;;;;;;;;18.0;82.0
1201;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2012;63.0;37.0;67.0;33.0;;;;;;;;19.0;81.0
1202;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2013;73.0;27.0;74.0;26.0;1.0;17.0;4.0;2.0;2.0;20.0;7.0;12.0;88.0
1203;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2014;71.0;29.0;72.0;28.0;6.0;15.0;3.0;1.0;2.0;22.0;7.0;14.0;86.0
1204;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2015;69.0;31.0;73.0;27.0;;;;;;;;20.0;80.0
1205;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2016;62.0;38.0;64.0;36.0;7.0;17.0;6.0;4.0;2.0;19.0;7.0;12.0;88.0
1206;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2017;61.0;39.0;61.0;39.0;5.0;20.0;7.0;4.0;3.0;15.0;7.0;19.0;81.0
1207;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2018;57.0;43.0;58.0;42.0;4.0;22.0;6.0;6.0;4.0;16.0;7.0;21.0;79.0
1208;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2019;55.0;45.0;56.0;44.0;4.0;24.0;7.0;3.0;6.0;18.0;7.0;14.0;86.0
1209;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Flevoland (PV);2020;52.0;48.0;53.0;47.0;4.0;31.0;4.0;5.0;3.0;15.0;7.0;12.0;88.0
1210;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2010;33.0;67.0;37.0;63.0;;;;;;;;13.0;87.0
1211;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2011;29.0;71.0;32.0;68.0;;;;;;;;12.0;88.0
1212;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2012;30.0;70.0;33.0;67.0;;;;;;;;10.0;90.0
1213;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2013;35.0;65.0;36.0;64.0;3.0;40.0;12.0;4.0;5.0;19.0;7.0;14.0;86.0
1214;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2014;37.0;63.0;38.0;62.0;5.0;38.0;11.0;3.0;4.0;19.0;7.0;12.0;88.0
1215;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2015;36.0;64.0;41.0;59.0;;;;;;;;8.0;92.0
1216;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2016;30.0;70.0;35.0;65.0;6.0;47.0;9.0;2.0;2.0;18.0;7.0;7.0;93.0
1217;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2017;27.0;73.0;30.0;70.0;8.0;51.0;8.0;2.0;2.0;17.0;7.0;6.0;94.0
1218;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2018;25.0;75.0;29.0;71.0;6.0;54.0;7.0;2.0;2.0;18.0;7.0;5.0;95.0
1219;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2019;21.0;79.0;24.0;76.0;9.0;56.0;7.0;2.0;1.0;15.0;6.0;6.0;94.0
1220;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Gelderland (PV);2020;20.0;80.0;23.0;77.0;2.0;64.0;8.0;2.0;1.0;14.0;6.0;7.0;93.0
1221;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2010;21.0;79.0;22.0;78.0;;;;;;;;25.0;75.0
1222;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2011;19.0;81.0;22.0;78.0;;;;;;;;24.0;76.0
1223;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2012;21.0;79.0;23.0;77.0;;;;;;;;23.0;77.0
1224;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2013;25.0;75.0;25.0;75.0;4.0;46.0;14.0;5.0;7.0;19.0;8.0;17.0;83.0
1225;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2014;26.0;74.0;27.0;73.0;4.0;42.0;16.0;6.0;6.0;18.0;7.0;15.0;85.0
1226;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2015;23.0;77.0;25.0;75.0;;;;;;;;14.0;86.0
1227;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2016;18.0;82.0;20.0;80.0;4.0;45.0;18.0;6.0;6.0;19.0;7.0;14.0;86.0
1228;Melk- en kalfkoeien (>= 2 jaar);100 tot 200 GVE;Utrecht (PV);2017;14.0;86.0;16.0;84.0;5.0;51.0;19.0;6.0;4.0;18.0;7.0;12.0;88.0
