ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
1587;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2013;;;;;;;;;;;;;
1588;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2014;;;;;;;;;;;;;
1589;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2015;;;;;;;;;;;;;
1590;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2016;17.0;83.0;21.0;79.0;0.0;4.0;14.0;17.0;44.0;24.0;;100.0;0.0
1591;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2017;25.0;75.0;35.0;65.0;1.0;3.0;11.0;14.0;35.0;24.0;;100.0;0.0
1592;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2018;26.0;74.0;37.0;63.0;0.0;7.0;13.0;9.0;33.0;24.0;;100.0;0.0
1593;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2019;25.0;75.0;26.0;74.0;0.0;8.0;10.0;16.0;40.0;24.0;;100.0;0.0
1594;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Groningen (PV);2020;30.0;70.0;28.0;72.0;12.0;5.0;6.0;11.0;38.0;24.0;;100.0;0.0
1595;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
1596;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2011;30.0;70.0;34.0;66.0;0.0;3.0;7.0;10.0;46.0;24.0;;100.0;0.0
1597;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2012;33.0;67.0;37.0;63.0;1.0;3.0;7.0;12.0;41.0;24.0;;100.0;0.0
1598;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
1599;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
1600;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
1601;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2016;41.0;59.0;50.0;50.0;0.0;3.0;6.0;3.0;37.0;24.0;;100.0;0.0
1602;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2017;41.0;59.0;49.0;51.0;1.0;3.0;3.0;13.0;32.0;24.0;;100.0;0.0
1603;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2018;43.0;57.0;48.0;52.0;1.0;1.0;6.0;11.0;33.0;24.0;;100.0;0.0
1604;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2019;44.0;56.0;54.0;46.0;0.0;2.0;7.0;7.0;30.0;24.0;;100.0;0.0
1605;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Fryslân (PV);2020;41.0;59.0;47.0;53.0;3.0;2.0;4.0;11.0;32.0;24.0;;100.0;0.0
1606;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
1607;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2011;28.0;72.0;34.0;66.0;1.0;5.0;10.0;13.0;37.0;24.0;;100.0;0.0
1608;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2012;23.0;77.0;26.0;74.0;3.0;5.0;8.0;13.0;46.0;24.0;;100.0;0.0
1609;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
1610;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2014;;;;;;;;;;;;;
1611;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2015;;;;;;;;;;;;;
1612;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2016;31.0;69.0;33.0;67.0;4.0;2.0;8.0;14.0;39.0;24.0;;100.0;0.0
1613;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2017;36.0;64.0;43.0;57.0;0.0;2.0;2.0;11.0;41.0;24.0;;100.0;0.0
1614;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2018;34.0;66.0;37.0;63.0;2.0;3.0;6.0;7.0;45.0;24.0;;100.0;0.0
1615;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2019;33.0;67.0;34.0;66.0;1.0;2.0;14.0;5.0;44.0;24.0;;100.0;0.0
1616;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Drenthe (PV);2020;30.0;70.0;34.0;66.0;2.0;2.0;9.0;8.0;44.0;24.0;;100.0;0.0
1617;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2010;;;;;;;;;;;;;
1618;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2011;31.0;69.0;34.0;66.0;3.0;7.0;7.0;7.0;41.0;24.0;;100.0;0.0
1619;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2012;27.0;73.0;33.0;67.0;2.0;7.0;10.0;11.0;38.0;24.0;;100.0;0.0
1620;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2013;;;;;;;;;;;;;
1621;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2014;;;;;;;;;;;;;
1622;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2015;;;;;;;;;;;;;
1623;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2016;32.0;68.0;36.0;64.0;2.0;4.0;8.0;14.0;37.0;24.0;;100.0;0.0
1624;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2017;36.0;64.0;37.0;63.0;2.0;3.0;11.0;11.0;36.0;24.0;;100.0;0.0
1625;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2018;36.0;64.0;38.0;62.0;1.0;5.0;9.0;13.0;35.0;24.0;;100.0;0.0
1626;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2019;36.0;64.0;35.0;65.0;2.0;5.0;10.0;14.0;35.0;24.0;;100.0;0.0
1627;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Overijssel (PV);2020;40.0;60.0;41.0;59.0;4.0;3.0;7.0;13.0;32.0;24.0;;100.0;0.0
1628;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2010;;;;;;;;;;;;;
1629;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2011;65.0;35.0;75.0;25.0;0.0;6.0;0.0;1.0;17.0;24.0;;100.0;0.0
1630;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2012;60.0;40.0;66.0;34.0;0.0;0.0;10.0;13.0;10.0;24.0;;100.0;0.0
1631;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2013;;;;;;;;;;;;;
1632;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2014;;;;;;;;;;;;;
1633;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2015;;;;;;;;;;;;;
1634;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2016;73.0;27.0;84.0;16.0;0.0;0.0;0.0;5.0;12.0;24.0;;100.0;0.0
1635;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2017;81.0;19.0;76.0;24.0;0.0;0.0;0.0;10.0;15.0;24.0;;100.0;0.0
1636;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2018;82.0;18.0;84.0;16.0;0.0;0.0;0.0;5.0;11.0;24.0;;100.0;0.0
1637;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2019;82.0;18.0;83.0;17.0;0.0;0.0;0.0;3.0;14.0;24.0;;100.0;0.0
1638;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Flevoland (PV);2020;82.0;18.0;90.0;10.0;0.0;0.0;0.0;2.0;8.0;24.0;;100.0;0.0
1639;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2010;;;;;;;;;;;;;
1640;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2011;32.0;68.0;35.0;65.0;2.0;6.0;11.0;10.0;35.0;24.0;;100.0;0.0
1641;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2012;32.0;68.0;36.0;64.0;1.0;5.0;13.0;11.0;34.0;24.0;;100.0;0.0
1642;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2013;;;;;;;;;;;;;
1643;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2014;;;;;;;;;;;;;
1644;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2015;;;;;;;;;;;;;
1645;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2016;35.0;65.0;40.0;60.0;1.0;6.0;8.0;11.0;34.0;24.0;;100.0;0.0
1646;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2017;38.0;62.0;44.0;56.0;1.0;6.0;9.0;11.0;28.0;24.0;;100.0;0.0
1647;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2018;44.0;56.0;46.0;54.0;3.0;7.0;8.0;13.0;23.0;24.0;;100.0;0.0
1648;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2019;47.0;53.0;50.0;50.0;1.0;7.0;10.0;9.0;23.0;24.0;;100.0;0.0
1649;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Gelderland (PV);2020;46.0;54.0;50.0;50.0;4.0;5.0;7.0;9.0;24.0;24.0;;100.0;0.0
1650;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2010;;;;;;;;;;;;;
1651;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2011;18.0;82.0;21.0;79.0;2.0;4.0;11.0;14.0;47.0;24.0;;100.0;0.0
1652;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2012;17.0;83.0;19.0;81.0;1.0;9.0;14.0;12.0;45.0;24.0;;100.0;0.0
1653;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2013;;;;;;;;;;;;;
1654;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2014;;;;;;;;;;;;;
1655;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2015;;;;;;;;;;;;;
1656;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2016;29.0;71.0;31.0;69.0;1.0;4.0;11.0;14.0;39.0;24.0;;100.0;0.0
1657;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2017;33.0;67.0;31.0;69.0;1.0;5.0;11.0;18.0;35.0;24.0;;100.0;0.0
1658;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2018;32.0;68.0;32.0;68.0;2.0;4.0;10.0;13.0;39.0;24.0;;100.0;0.0
1659;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2019;33.0;67.0;30.0;70.0;1.0;4.0;9.0;16.0;40.0;24.0;;100.0;0.0
1660;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Utrecht (PV);2020;30.0;70.0;32.0;68.0;4.0;5.0;7.0;13.0;40.0;24.0;;100.0;0.0
1661;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;;
1662;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2011;17.0;83.0;18.0;82.0;2.0;3.0;10.0;13.0;54.0;24.0;;100.0;0.0
1663;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2012;15.0;85.0;15.0;85.0;2.0;6.0;13.0;14.0;49.0;24.0;;100.0;0.0
1664;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;;
1665;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;;
1666;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;;
1667;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2016;22.0;78.0;22.0;78.0;2.0;5.0;8.0;9.0;54.0;24.0;;100.0;0.0
1668;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2017;19.0;81.0;18.0;82.0;0.0;3.0;9.0;16.0;55.0;24.0;;100.0;0.0
1669;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2018;23.0;77.0;21.0;79.0;0.0;4.0;9.0;17.0;49.0;24.0;;100.0;0.0
1670;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2019;22.0;78.0;16.0;84.0;1.0;2.0;9.0;22.0;50.0;24.0;;100.0;0.0
1671;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Holland (PV);2020;24.0;76.0;22.0;78.0;0.0;2.0;5.0;16.0;55.0;24.0;;100.0;0.0
1672;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;;
1673;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2011;16.0;84.0;19.0;81.0;3.0;5.0;11.0;13.0;49.0;24.0;;100.0;0.0
1674;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2012;15.0;85.0;16.0;84.0;3.0;8.0;12.0;19.0;42.0;24.0;;100.0;0.0
1675;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;;
1676;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;;
1677;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;;
1678;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2016;21.0;79.0;24.0;76.0;1.0;3.0;12.0;19.0;41.0;24.0;;100.0;0.0
1679;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2017;23.0;77.0;25.0;75.0;1.0;3.0;11.0;16.0;44.0;24.0;;100.0;0.0
1680;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2018;15.0;85.0;19.0;81.0;2.0;5.0;13.0;21.0;40.0;24.0;;100.0;0.0
1681;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2019;25.0;75.0;24.0;76.0;1.0;7.0;12.0;11.0;45.0;24.0;;100.0;0.0
1682;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zuid-Holland (PV);2020;29.0;71.0;28.0;72.0;7.0;6.0;5.0;10.0;43.0;24.0;;100.0;0.0
1683;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2010;;;;;;;;;;;;;
1684;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2011;29.0;71.0;44.0;56.0;1.0;2.0;12.0;9.0;32.0;24.0;;100.0;0.0
1685;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2012;27.0;73.0;36.0;64.0;2.0;1.0;11.0;16.0;34.0;24.0;;100.0;0.0
1686;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2013;;;;;;;;;;;;;
1687;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2014;;;;;;;;;;;;;
1688;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2015;;;;;;;;;;;;;
1689;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2016;25.0;75.0;33.0;67.0;3.0;3.0;7.0;12.0;43.0;24.0;;100.0;0.0
1690;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2017;21.0;79.0;20.0;80.0;0.0;2.0;20.0;12.0;47.0;24.0;;100.0;0.0
1691;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2018;27.0;73.0;20.0;80.0;0.0;3.0;19.0;13.0;45.0;24.0;;100.0;0.0
1692;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2019;36.0;64.0;45.0;55.0;0.0;2.0;26.0;8.0;18.0;24.0;;100.0;0.0
1693;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Zeeland (PV);2020;44.0;56.0;51.0;49.0;0.0;0.0;0.0;13.0;37.0;24.0;;100.0;0.0
1694;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;;
1695;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2011;60.0;40.0;65.0;35.0;3.0;5.0;6.0;6.0;15.0;24.0;;100.0;0.0
1696;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2012;62.0;38.0;70.0;30.0;2.0;6.0;6.0;4.0;12.0;24.0;;100.0;0.0
1697;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;;
1698;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;;
1699;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;;
1700;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2016;67.0;33.0;75.0;25.0;0.0;2.0;6.0;5.0;12.0;24.0;;100.0;0.0
1701;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2017;70.0;30.0;74.0;26.0;2.0;3.0;3.0;4.0;14.0;24.0;;100.0;0.0
1702;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2018;75.0;25.0;75.0;25.0;1.0;2.0;5.0;2.0;14.0;24.0;;100.0;0.0
1703;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2019;71.0;29.0;69.0;31.0;3.0;1.0;6.0;7.0;14.0;24.0;;100.0;0.0
1704;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Noord-Brabant (PV);2020;72.0;28.0;75.0;25.0;2.0;3.0;3.0;3.0;14.0;24.0;;100.0;0.0
1705;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2010;;;;;;;;;;;;;
1706;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2011;55.0;45.0;60.0;40.0;2.0;8.0;7.0;4.0;19.0;24.0;;100.0;0.0
1707;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2012;56.0;44.0;62.0;38.0;1.0;5.0;10.0;6.0;16.0;24.0;;100.0;0.0
1708;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2013;;;;;;;;;;;;;
1709;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2014;;;;;;;;;;;;;
1710;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2015;;;;;;;;;;;;;
1711;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2016;52.0;48.0;61.0;39.0;1.0;8.0;6.0;6.0;18.0;24.0;;100.0;0.0
1712;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2017;66.0;34.0;66.0;34.0;1.0;10.0;4.0;10.0;10.0;24.0;;100.0;0.0
1713;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2018;67.0;33.0;66.0;34.0;1.0;8.0;5.0;2.0;18.0;24.0;;100.0;0.0
1714;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2019;57.0;43.0;56.0;44.0;1.0;9.0;7.0;6.0;22.0;24.0;;100.0;0.0
1715;Jongvee melkveehouderij, < 1 jaar, ;0 tot 50 GVE;Limburg (PV);2020;63.0;38.0;63.0;37.0;11.0;2.0;4.0;5.0;15.0;24.0;;100.0;0.0
1716;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2010;;;;;;;;;;;;;
1717;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2011;46.0;54.0;47.0;53.0;2.0;7.0;11.0;10.0;22.0;24.0;;100.0;0.0
1718;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2012;47.0;53.0;48.0;52.0;2.0;8.0;11.0;10.0;20.0;24.0;;100.0;0.0
1719;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2013;;;;;;;;;;;;;
1720;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2014;;;;;;;;;;;;;
1721;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2015;;;;;;;;;;;;;
1722;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2016;50.0;50.0;51.0;49.0;3.0;7.0;12.0;10.0;17.0;24.0;;100.0;0.0
1723;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2017;52.0;48.0;53.0;47.0;3.0;7.0;11.0;10.0;16.0;24.0;;100.0;0.0
1724;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2018;58.0;42.0;58.0;42.0;3.0;6.0;10.0;9.0;14.0;24.0;;100.0;0.0
1725;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2019;58.0;42.0;58.0;42.0;3.0;7.0;9.0;9.0;15.0;24.0;;100.0;0.0
1726;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Nederland;2020;59.0;41.0;58.0;42.0;3.0;6.0;8.0;9.0;16.0;24.0;;100.0;0.0
1727;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2010;;;;;;;;;;;;;
1728;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2011;42.0;58.0;44.0;56.0;1.0;6.0;15.0;11.0;22.0;24.0;;100.0;0.0
1729;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2012;40.0;60.0;44.0;56.0;1.0;5.0;13.0;12.0;25.0;24.0;;100.0;0.0
1730;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2013;;;;;;;;;;;;;
1731;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2014;;;;;;;;;;;;;
1732;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2015;;;;;;;;;;;;;
1733;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2016;41.0;59.0;40.0;60.0;4.0;8.0;17.0;14.0;17.0;24.0;;100.0;0.0
1734;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2017;43.0;57.0;42.0;58.0;4.0;11.0;13.0;11.0;19.0;24.0;;100.0;0.0
1735;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2018;51.0;49.0;48.0;52.0;3.0;6.0;13.0;13.0;17.0;24.0;;100.0;0.0
1736;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2019;52.0;48.0;53.0;47.0;3.0;7.0;8.0;12.0;18.0;24.0;;100.0;0.0
1737;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Groningen (PV);2020;51.0;49.0;49.0;51.0;3.0;7.0;7.0;16.0;18.0;24.0;;100.0;0.0
1738;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
1739;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2011;50.0;50.0;51.0;49.0;2.0;4.0;9.0;10.0;24.0;24.0;;100.0;0.0
1740;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2012;53.0;47.0;53.0;47.0;3.0;5.0;10.0;8.0;20.0;24.0;;100.0;0.0
1741;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
1742;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
1743;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
1744;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2016;55.0;45.0;55.0;45.0;2.0;6.0;9.0;8.0;20.0;24.0;;100.0;0.0
1745;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2017;58.0;42.0;58.0;42.0;2.0;5.0;7.0;11.0;17.0;24.0;;100.0;0.0
1746;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2018;62.0;38.0;63.0;37.0;2.0;3.0;5.0;10.0;17.0;24.0;;100.0;0.0
1747;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2019;63.0;37.0;63.0;37.0;2.0;4.0;8.0;8.0;15.0;24.0;;100.0;0.0
