ID;ProvincieOpdrachtgever;Periode;TotaleBouwsom_1;TotaalNieuwbouw_2;Woningen_3;Bedrijfsgebouwen_4;AgrarischeGebouwen_5;IndustrieEnBouwnijverheid_6;HandelEnHoreca_7;VervoerEnCommunicatie_8;ZakelijkeDienstverlening_9;OpenbaarBestuur_10;Onderwijs_11;GezondheidsEnWelzijnszorg_12;OverigeDienstverlening_13;BouwsomOverig_14
528;Groningen (pv);1995 Januari;26;22;11;10;0;1;1;0;0;8;0;0;0;4
529;Groningen (pv);1995 Februari;21;18;15;3;1;1;0;0;0;1;0;0;0;3
530;Groningen (pv);1995 Maart;37;30;11;17;1;2;1;0;0;0;13;0;0;7
531;Groningen (pv);1995 1e kwartaal;83;69;37;30;3;3;2;0;0;9;13;0;0;14
532;Groningen (pv);1995 April;27;18;13;3;1;2;0;0;0;0;0;0;0;9
533;Groningen (pv);1995 Mei;27;22;15;7;2;1;0;0;2;0;0;0;2;5
534;Groningen (pv);1995 juni;22;19;15;4;2;0;0;0;0;2;0;0;0;3
535;Groningen (pv);1995 2e kwartaal;76;60;43;17;6;4;1;0;2;2;0;0;2;16
536;Groningen (pv);1995 Juli;40;33;27;5;2;3;0;0;0;0;0;0;0;7
537;Groningen (pv);1995 Augustus;49;39;36;2;1;0;0;0;1;0;0;0;0;10
538;Groningen (pv);1995 September;31;26;19;7;0;1;1;0;5;0;0;0;0;5
539;Groningen (pv);1995 3e kwartaal;120;99;82;17;3;5;2;1;6;0;0;0;0;21
540;Groningen (pv);1995 Oktober;25;20;16;4;0;1;2;0;0;0;0;0;1;5
541;Groningen (pv);1995 November;44;34;21;12;2;0;2;6;2;0;0;0;0;10
542;Groningen (pv);1995 December;39;34;23;8;1;0;5;0;0;2;0;0;0;5
543;Groningen (pv);1995 4e kwartaal;108;88;60;27;4;2;9;7;2;2;0;0;1;20
544;Groningen (pv);1995;388;317;222;94;15;14;15;8;11;13;14;1;3;71
545;Groningen (pv);1996 Januari;27;23;11;12;2;10;0;0;0;0;0;0;0;4
546;Groningen (pv);1996 Februari;24;15;10;2;0;0;0;0;0;0;0;2;0;9
547;Groningen (pv);1996 Maart;66;58;34;24;3;9;3;3;5;0;0;1;0;8
548;Groningen (pv);1996 1e kwartaal;116;95;55;39;5;19;3;3;5;0;0;4;0;21
549;Groningen (pv);1996 April;16;14;11;1;1;0;0;0;0;0;0;0;0;2
550;Groningen (pv);1996 Mei;56;46;26;21;2;5;2;2;5;0;4;1;0;10
551;Groningen (pv);1996 Juni;30;26;20;4;2;0;0;0;0;0;0;0;2;4
552;Groningen (pv);1996 2e kwartaal;103;87;58;28;5;5;2;2;5;0;5;2;2;16
553;Groningen (pv);1996 Juli;39;31;16;13;2;1;3;0;0;0;0;7;0;8
554;Groningen (pv);1996 Augustus;49;39;33;5;0;3;2;0;0;0;0;0;0;10
555;Groningen (pv);1996 September;26;22;15;6;2;1;3;0;0;0;0;0;0;4
556;Groningen (pv);1996 3e kwartaal;114;92;65;26;5;5;8;0;0;0;0;7;1;22
557;Groningen (pv);1996 Oktober;41;33;18;14;1;3;2;3;1;0;0;4;0;8
558;Groningen (pv);1996 November;45;39;31;7;2;1;1;2;1;0;0;0;0;6
559;Groningen (pv);1996 December;42;38;21;16;1;7;2;5;0;1;0;0;0;4
560;Groningen (pv);1996 4e kwartaal;128;109;70;37;4;10;5;10;2;1;0;4;1;19
561;Groningen (pv);1996;460;381;249;134;20;40;19;16;12;1;5;17;4;79
562;Groningen (pv);1997 Januari;20;12;9;3;0;1;1;1;0;0;0;0;0;8
563;Groningen (pv);1997 Februari;15;13;10;2;0;2;0;0;0;0;0;0;0;2
564;Groningen (pv);1997 Maart;38;28;23;5;1;0;1;0;0;0;0;0;3;10
565;Groningen (pv);1997 1e kwartaal;73;54;41;11;2;3;2;1;0;0;0;0;3;19
566;Groningen (pv);1997 April;45;38;16;22;2;1;3;0;0;16;0;0;0;7
567;Groningen (pv);1997 Mei;22;18;14;3;2;0;1;0;0;0;0;0;0;4
568;Groningen (pv);1997 Juni;48;38;22;14;2;1;2;0;5;0;0;0;4;10
569;Groningen (pv);1997 2e kwartaal;115;94;52;41;6;3;5;0;6;16;0;0;5;21
570;Groningen (pv);1997 Juli;24;20;11;8;3;1;3;0;1;0;0;0;0;4
571;Groningen (pv);1997 Augustus;30;28;20;8;4;1;1;0;0;0;0;2;0;2
572;Groningen (pv);1997 September;65;49;34;14;3;2;5;0;4;0;0;0;0;16
573;Groningen (pv);1997 3e kwartaal;119;98;65;32;10;4;9;0;5;0;0;4;0;21
574;Groningen (pv);1997 Oktober;32;29;18;11;1;1;0;6;2;0;1;0;0;3
575;Groningen (pv);1997 November;29;24;15;10;0;3;3;4;0;0;0;0;0;5
576;Groningen (pv);1997 December;54;41;30;10;5;2;1;0;1;0;0;1;0;13
577;Groningen (pv);1997 4e kwartaal;115;95;63;33;7;6;4;10;4;0;1;1;0;20
578;Groningen (pv);1997;422;340;221;120;25;16;20;12;15;17;1;5;9;82
579;Groningen (pv);1998 Januari;26;21;12;8;5;0;2;0;0;0;0;1;0;5
580;Groningen (pv);1998 Februari;30;26;19;7;0;1;1;0;3;0;1;0;1;4
581;Groningen (pv);1998 Maart;31;23;14;7;1;4;1;0;1;0;0;0;0;8
582;Groningen (pv);1998 1e kwartaal;88;71;44;25;7;5;5;0;4;0;2;1;1;17
583;Groningen (pv);1998 April;29;16;8;7;0;1;0;0;1;0;5;0;0;13
584;Groningen (pv);1998 Mei;36;30;11;20;3;4;3;1;3;0;0;5;1;6
585;Groningen (pv);1998 Juni;23;16;8;7;2;1;2;2;0;0;0;0;0;7
586;Groningen (pv);1998 2e kwartaal;89;62;28;34;5;5;5;3;4;0;5;5;2;27
587;Groningen (pv);1998 Juli;18;13;10;2;1;0;1;0;0;0;0;0;0;5
588;Groningen (pv);1998 Augustus;58;45;21;23;3;2;2;1;0;6;7;2;0;13
589;Groningen (pv);1998 September;61;51;29;22;4;2;4;1;0;2;0;5;4;10
590;Groningen (pv);1998 3e kwartaal;137;109;60;50;8;5;7;1;1;9;8;7;4;28
591;Groningen (pv);1998 Oktober;36;31;12;18;2;4;0;2;10;0;0;0;0;5
592;Groningen (pv);1998 November;38;31;17;13;1;0;2;0;5;0;0;5;0;7
593;Groningen (pv);1998 December;40;35;20;15;1;5;1;0;8;0;0;0;0;5
594;Groningen (pv);1998 4e kwartaal;115;98;50;49;5;9;4;2;24;0;0;5;0;17
595;Groningen (pv);1998;428;340;182;156;24;25;20;7;32;9;14;18;7;88
596;Groningen (pv);1999 Januari;25;22;9;13;2;0;1;7;2;0;0;1;0;3
597;Groningen (pv);1999 Februari;42;34;14;21;0;2;1;1;3;0;5;7;2;8
598;Groningen (pv);1999 Maart;40;27;20;6;1;1;1;0;1;1;0;1;0;13
599;Groningen (pv);1999 1e kwartaal;108;84;43;42;3;4;4;8;6;1;5;9;2;24
600;Groningen (pv);1999 April;35;31;11;21;3;2;2;4;0;0;0;0;10;4
601;Groningen (pv);1999 Mei;38;32;8;24;4;3;3;9;3;0;0;0;2;6
602;Groningen (pv);1999 Juni;35;30;18;10;2;0;0;0;2;6;0;0;0;5
603;Groningen (pv);1999 2e kwartaal;108;93;38;54;9;5;5;13;5;6;0;0;11;15
604;Groningen (pv);1999 Juli;23;19;9;9;1;0;0;0;1;0;0;6;1;4
605;Groningen (pv);1999 Augustus;28;22;12;9;1;1;0;0;4;0;0;3;0;6
606;Groningen (pv);1999 September;33;28;22;5;3;1;0;0;1;0;0;0;0;5
607;Groningen (pv);1999 3e kwartaal;83;68;43;24;5;2;1;0;5;0;0;10;1;15
608;Groningen (pv);1999 Oktober;30;24;16;7;2;1;2;1;0;0;1;0;0;6
609;Groningen (pv);1999 November;34;30;18;11;3;1;0;1;1;0;0;5;0;4
610;Groningen (pv);1999 December;74;58;34;24;3;0;9;0;2;0;1;2;7;16
611;Groningen (pv);1999 4e kwartaal;138;112;68;43;8;2;11;3;3;0;2;7;7;26
612;Groningen (pv);1999;437;358;191;167;25;14;22;24;19;8;7;26;22;79
613;Groningen (pv);2000 Januari;18;17;11;5;1;1;3;0;0;0;0;0;0;1
614;Groningen (pv);2000 Februari;21;18;11;6;1;2;1;1;1;0;0;0;0;3
615;Groningen (pv);2000 Maart;59;52;29;22;1;0;4;3;5;0;1;7;1;7
616;Groningen (pv);2000 1e kwartaal;98;86;53;34;3;3;7;5;7;0;1;7;1;12
617;Groningen (pv);2000 April;38;32;17;13;1;2;2;0;4;0;4;0;0;6
618;Groningen (pv);2000 Mei;28;24;13;10;1;2;0;0;3;0;0;4;0;4
619;Groningen (pv);2000 Juni;26;22;13;8;1;1;1;0;0;0;0;5;0;4
620;Groningen (pv);2000 2e kwartaal;91;76;43;32;4;5;3;0;7;0;4;9;0;15
621;Groningen (pv);2000 Juli;34;30;11;18;1;3;3;1;0;0;0;10;0;4
622;Groningen (pv);2000 Augustus;38;35;10;23;0;2;14;0;0;0;0;7;0;3
623;Groningen (pv);2000 September;28;22;14;7;1;1;2;0;1;1;0;0;1;6
624;Groningen (pv);2000 3e kwartaal;100;88;36;52;3;6;20;1;2;1;0;18;1;12
625;Groningen (pv);2000 Januari-september;289;251;132;119;9;15;30;6;16;1;6;34;2;38
626;Groningen (pv);2000 Oktober;87;56;37;19;2;8;4;0;5;0;0;0;0;31
627;Groningen (pv);2000 Januari-oktober;376;307;169;139;11;23;33;7;21;1;6;34;3;69
628;Groningen (pv);2000 Januari-november;437;347;184;164;13;26;35;7;27;2;16;35;3;90
629;Groningen (pv);2000 November;60;40;15;25;1;3;2;0;7;0;11;0;1;20
630;Groningen (pv);2000 December;20;18;13;3;0;0;0;1;0;1;0;1;0;2
631;Groningen (pv);2000 4e kwartaal;167;113;65;49;4;12;6;1;11;2;11;1;1;54
632;Groningen (pv);2000;456;364;196;168;13;26;36;8;27;3;16;36;3;92
633;Groningen (pv);2001 Januari;59;47;42;5;1;2;1;0;0;0;0;1;0;12
634;Groningen (pv);2001 Februari;39;28;20;8;4;1;0;2;0;0;0;1;0;11
635;Groningen (pv);2001 Maart;29;23;14;10;1;2;2;1;3;1;0;0;0;6
636;Groningen (pv);2001 1e kwartaal;127;98;76;23;6;5;3;3;4;1;0;1;0;29
637;Groningen (pv);2001 April;54;45;31;14;2;0;1;1;8;2;0;0;0;9
638;Groningen (pv);2001 Mei;68;56;43;13;1;3;2;4;2;0;0;1;0;12
639;Groningen (pv);2001 Juni;39;35;22;13;1;6;4;0;2;0;0;0;0;4
640;Groningen (pv);2001 2e kwartaal;161;136;96;40;4;9;7;4;12;2;0;1;1;25
641;Groningen (pv);2001 Juli;51;41;20;19;0;1;3;0;13;0;0;2;0;10
642;Groningen (pv);2001 Augustus;45;32;19;14;0;0;1;0;0;3;0;1;9;13
643;Groningen (pv);2001 September;68;52;29;23;1;0;9;0;7;0;2;0;4;16
644;Groningen (pv);2001 3e kwartaal;164;125;67;58;2;2;13;0;21;3;2;3;12;39
645;Groningen (pv);2001 Oktober;71;57;50;6;1;1;1;2;1;0;0;0;0;14
646;Groningen (pv);2001 November;45;32;18;13;1;1;0;1;9;0;0;1;0;13
647;Groningen (pv);2001 December;13;9;8;2;1;1;0;0;0;0;0;0;0;4
648;Groningen (pv);2001 4e kwartaal;129;98;76;22;3;3;2;3;10;0;0;1;0;31
649;Groningen (pv);2001 Januari-februari;98;75;62;13;5;3;1;2;1;0;0;1;0;23
650;Groningen (pv);2001 Januari-maart;127;98;76;23;6;5;3;3;4;1;0;1;0;29
651;Groningen (pv);2001 Januari-april;181;143;107;36;8;5;4;3;12;2;0;1;1;38
652;Groningen (pv);2001 Januari-mei;249;200;150;49;9;8;6;7;14;2;0;2;1;49
653;Groningen (pv);2001 Januari-juni;288;235;172;62;10;14;10;7;16;2;0;2;1;53
654;Groningen (pv);2001 Januari-juli;339;276;192;83;10;15;14;7;29;2;0;5;1;63
655;Groningen (pv);2001 Januari-augustus;384;308;211;97;10;16;14;7;30;5;0;5;10;76
656;Groningen (pv);2001 Januari-september;452;360;239;121;12;16;23;7;37;5;2;6;13;92
657;Groningen (pv);2001 Januari-oktober;523;417;289;128;13;17;24;9;38;5;2;6;14;106
658;Groningen (pv);2001 Januari-november;568;448;307;143;14;19;25;10;47;5;2;7;14;120
659;Groningen (pv);2001;582;459;315;144;15;19;25;10;47;5;2;7;14;123
660;Friesland;1995 Januari;26;22;17;4;0;1;1;0;0;0;0;0;2;4
661;Friesland;1995 Februari;49;41;35;3;1;1;0;0;0;0;0;1;0;8
662;Friesland;1995 Maart;46;39;18;20;0;0;2;7;4;5;0;2;0;7
663;Friesland;1995 1e kwartaal;121;102;71;32;3;3;4;7;4;5;0;3;3;19
664;Friesland;1995 April;27;23;16;4;2;0;0;0;0;0;0;0;2;4
665;Friesland;1995 Mei;43;38;23;13;1;3;1;0;0;0;0;6;2;5
666;Friesland;1995 juni;43;38;23;13;2;6;1;0;0;1;0;3;0;5
667;Friesland;1995 2e kwartaal;113;98;62;36;6;10;2;1;1;1;0;10;5;15
668;Friesland;1995 Juli;29;25;16;9;1;1;4;0;0;1;0;0;2;4
669;Friesland;1995 Augustus;46;36;27;7;2;2;1;0;0;0;0;1;1;10
670;Friesland;1995 September;33;22;16;4;1;3;0;0;0;0;0;0;0;11
671;Friesland;1995 3e kwartaal;108;83;59;22;5;6;5;0;1;1;0;1;3;25
672;Friesland;1995 Oktober;34;27;22;6;2;1;1;0;2;0;0;0;0;7
673;Friesland;1995 November;44;35;16;19;2;5;9;0;1;0;0;0;2;9
674;Friesland;1995 December;27;24;17;6;1;1;4;0;0;0;0;0;0;3
675;Friesland;1995 4e kwartaal;106;87;55;31;5;7;15;0;2;0;0;0;2;19
676;Friesland;1995;447;369;247;124;18;26;25;9;9;8;1;15;13;78
677;Friesland;1996 Januari;58;54;40;12;0;2;9;0;0;0;0;0;1;4
678;Friesland;1996 Februari;43;36;26;9;0;5;1;0;0;1;0;2;0;7
679;Friesland;1996 Maart;27;23;18;5;1;2;0;0;0;1;0;1;0;4
680;Friesland;1996 1e kwartaal;128;113;84;28;2;9;10;0;1;2;0;3;1;15
681;Friesland;1996 April;41;31;24;6;1;2;1;0;2;0;0;0;0;10
682;Friesland;1996 Mei;44;38;27;11;1;1;2;1;2;0;0;3;1;6
683;Friesland;1996 Juni;40;27;23;4;1;2;1;0;0;0;0;0;0;13
684;Friesland;1996 2e kwartaal;126;97;74;23;4;5;5;1;4;0;0;3;1;29
685;Friesland;1996 Juli;49;42;35;6;1;2;3;0;0;0;0;0;0;7
686;Friesland;1996 Augustus;38;26;22;2;1;0;1;0;0;0;0;0;0;12
687;Friesland;1996 September;47;40;28;10;2;5;2;1;0;0;0;0;0;7
688;Friesland;1996 3e kwartaal;133;107;85;22;4;8;6;2;1;0;0;0;1;26
689;Friesland;1996 Oktober;46;40;26;13;1;3;5;2;1;1;0;0;0;6
690;Friesland;1996 November;64;58;36;21;2;0;2;6;0;0;6;0;5;6
691;Friesland;1996 December;34;30;26;2;1;0;1;0;0;0;0;0;0;4
692;Friesland;1996 4e kwartaal;144;128;88;40;4;5;9;8;2;1;6;0;5;16
693;Friesland;1996;532;447;331;116;14;25;31;11;8;4;7;7;9;85
694;Friesland;1997 Januari;31;24;19;4;0;1;2;0;0;0;1;0;0;7
695;Friesland;1997 Februari;37;26;22;4;0;1;3;0;0;0;0;0;0;11
696;Friesland;1997 Maart;53;46;17;29;4;5;1;0;2;5;0;12;0;7
697;Friesland;1997 1e kwartaal;122;97;58;38;4;7;6;0;2;5;1;12;1;25
698;Friesland;1997 April;40;31;25;6;1;2;2;0;0;0;0;0;1;9
699;Friesland;1997 Mei;47;40;35;5;1;1;2;0;1;0;0;0;0;7
700;Friesland;1997 Juni;32;27;20;7;3;1;1;0;1;0;1;0;0;5
701;Friesland;1997 2e kwartaal;119;99;79;19;5;4;5;1;2;0;1;0;1;20
702;Friesland;1997 Juli;42;33;20;12;3;2;4;0;1;0;1;0;1;9
703;Friesland;1997 Augustus;31;26;18;8;1;1;3;0;1;0;2;0;0;5
704;Friesland;1997 September;45;41;33;6;1;2;1;0;2;0;0;0;0;4
705;Friesland;1997 3e kwartaal;118;100;71;28;6;5;8;1;4;0;3;0;1;18
706;Friesland;1997 Oktober;36;31;23;7;1;1;2;0;1;0;0;1;1;5
707;Friesland;1997 November;47;41;25;15;5;3;0;0;0;5;0;2;0;6
708;Friesland;1997 December;39;35;22;12;2;2;1;0;1;0;0;0;6;4
709;Friesland;1997 4e kwartaal;122;107;70;36;9;6;3;1;2;5;0;3;7;15
710;Friesland;1997;480;402;278;124;23;23;22;3;10;12;5;16;10;78
711;Friesland;1998 Januari;39;27;19;6;2;1;2;0;0;1;0;0;0;12
712;Friesland;1998 Februari;48;37;29;6;1;1;1;0;3;0;0;0;0;11
713;Friesland;1998 Maart;46;33;24;9;1;5;0;0;2;0;0;0;1;13
714;Friesland;1998 1e kwartaal;133;96;71;24;5;7;4;0;5;1;0;0;2;37
715;Friesland;1998 April;29;24;18;6;1;2;1;0;2;0;0;0;0;5
716;Friesland;1998 Mei;57;45;27;18;3;2;6;1;1;0;0;5;0;12
717;Friesland;1998 Juni;45;40;34;5;3;1;0;0;1;0;0;0;0;5
718;Friesland;1998 2e kwartaal;132;109;79;29;6;5;8;1;4;0;0;5;0;23
719;Friesland;1998 Juli;44;39;26;11;2;7;1;0;1;0;0;0;0;5
720;Friesland;1998 Augustus;50;32;21;11;2;3;1;1;1;0;0;0;3;18
721;Friesland;1998 September;68;55;35;18;4;2;7;2;1;0;0;0;2;13
722;Friesland;1998 3e kwartaal;162;127;83;42;7;12;10;4;4;0;0;0;5;35
723;Friesland;1998 Oktober;40;30;18;13;2;5;2;2;1;0;0;0;1;10
724;Friesland;1998 November;51;40;22;18;2;8;6;0;1;0;0;0;1;11
725;Friesland;1998 December;54;48;25;22;3;9;3;0;0;0;6;0;1;6
726;Friesland;1998 4e kwartaal;144;118;64;53;6;22;11;2;3;0;6;0;3;26
727;Friesland;1998;570;448;297;152;25;46;32;8;15;2;7;6;11;122
728;Friesland;1999 Januari;40;27;20;7;1;1;0;0;5;0;0;0;0;13
729;Friesland;1999 Februari;35;25;19;4;0;3;1;0;0;0;0;0;0;10
730;Friesland;1999 Maart;74;58;23;35;2;4;2;1;24;0;0;1;1;16
731;Friesland;1999 1e kwartaal;149;110;61;47;3;8;4;1;29;0;0;1;1;39
732;Friesland;1999 April;39;34;20;13;2;4;2;0;1;0;0;0;4;5
733;Friesland;1999 Mei;49;35;15;18;3;2;5;6;0;0;1;0;1;14
734;Friesland;1999 Juni;73;58;44;13;4;1;4;0;4;0;0;0;0;15
735;Friesland;1999 2e kwartaal;161;127;80;48;9;8;11;7;5;0;2;1;5;34
736;Friesland;1999 Juli;58;47;32;14;1;6;1;0;5;0;0;0;1;11
737;Friesland;1999 Augustus;45;39;32;6;1;2;0;0;3;0;0;0;0;6
738;Friesland;1999 September;78;68;39;29;2;4;3;0;5;12;1;1;1;10
739;Friesland;1999 3e kwartaal;182;154;103;50;4;12;4;1;12;12;2;1;2;28
740;Friesland;1999 Oktober;88;68;45;23;4;4;3;0;3;1;0;4;4;20
741;Friesland;1999 November;51;41;29;10;0;3;1;0;0;1;5;0;0;10
742;Friesland;1999 December;84;75;52;24;4;4;3;1;2;0;6;0;4;9
743;Friesland;1999 4e kwartaal;224;185;126;58;8;11;7;1;5;3;10;4;9;39
744;Friesland;1999;714;575;371;206;25;39;26;10;52;15;15;7;17;139
745;Friesland;2000 Januari;59;51;34;17;1;9;3;1;3;0;0;0;0;8
746;Friesland;2000 Februari;59;46;17;30;1;5;3;3;5;0;0;13;0;13
747;Friesland;2000 Maart;46;41;23;18;2;3;6;1;2;0;4;0;0;5
748;Friesland;2000 1e kwartaal;165;139;74;65;4;16;12;5;10;0;4;13;1;26
749;Friesland;2000 April;40;33;20;12;2;0;2;4;3;0;0;0;1;7
750;Friesland;2000 Mei;55;38;21;18;4;4;2;4;3;0;0;0;1;17
751;Friesland;2000 Juni;53;41;20;20;1;3;4;0;3;0;0;8;1;12
752;Friesland;2000 2e kwartaal;148;112;61;51;8;7;8;7;9;0;0;9;3;36
753;Friesland;2000 Juli;66;49;22;26;8;4;5;0;4;0;0;5;0;17
754;Friesland;2000 Augustus;54;47;26;21;1;3;7;1;1;0;7;0;1;7
755;Friesland;2000 September;50;41;29;10;2;1;0;0;2;0;0;4;1;9
756;Friesland;2000 3e kwartaal;171;137;77;59;11;9;12;2;7;0;7;9;2;34
757;Friesland;2000 Januari-september;483;388;212;174;23;33;32;14;25;0;11;30;6;95
758;Friesland;2000 Oktober;52;37;20;16;1;2;5;0;3;1;0;4;0;15
759;Friesland;2000 Januari-oktober;535;424;233;192;24;35;37;15;28;1;12;34;6;111
760;Friesland;2000 Januari-november;575;458;252;205;25;37;39;15;32;2;12;35;8;117
761;Friesland;2000 November;39;32;19;13;1;3;2;0;4;1;0;1;1;7
762;Friesland;2000 December;40;35;25;11;3;3;1;1;1;1;0;0;1;5
763;Friesland;2000 4e kwartaal;132;106;65;41;5;7;9;2;8;3;0;5;2;26
764;Friesland;2000;615;493;277;218;28;40;41;16;33;3;12;36;9;122
765;Friesland;2001 Januari;52;47;37;9;1;2;2;0;4;0;0;0;0;5
766;Friesland;2001 Februari;57;48;42;5;1;3;1;0;0;0;0;0;0;9
767;Friesland;2001 Maart;59;32;21;12;3;1;3;0;0;0;0;1;4;27
768;Friesland;2001 1e kwartaal;168;127;100;27;5;7;5;1;4;0;0;1;4;41
769;Friesland;2001 April;57;45;27;18;2;5;2;2;3;0;1;0;3;12
770;Friesland;2001 Mei;67;54;35;18;1;5;5;0;4;2;0;0;1;13
771;Friesland;2001 Juni;53;43;25;16;2;6;0;0;4;0;0;2;2;10
772;Friesland;2001 2e kwartaal;177;141;87;54;5;16;7;2;11;2;1;3;7;36
773;Friesland;2001 Juli;66;56;37;20;1;4;4;2;8;0;0;1;0;10
774;Friesland;2001 Augustus;55;38;22;15;2;3;1;0;2;0;2;2;3;17
775;Friesland;2001 September;71;52;35;17;2;3;1;0;1;0;0;9;1;19
776;Friesland;2001 3e kwartaal;191;146;94;51;5;10;5;3;11;0;2;11;4;45
777;Friesland;2001 Oktober;48;40;26;14;1;4;1;1;5;0;1;0;1;8
778;Friesland;2001 November;58;37;17;20;2;2;2;1;7;5;0;0;1;21
779;Friesland;2001 December;44;38;24;14;1;2;0;0;3;0;4;1;3;6
780;Friesland;2001 4e kwartaal;151;115;67;48;4;9;3;2;14;5;5;1;5;36
781;Friesland;2001 Januari-februari;109;95;79;14;2;5;3;0;4;0;0;0;0;14
782;Friesland;2001 Januari-maart;168;127;100;27;5;7;5;1;4;0;0;1;4;41
783;Friesland;2001 Januari-april;224;171;127;45;8;11;7;2;8;0;1;1;7;53
784;Friesland;2001 Januari-mei;292;225;162;63;9;16;12;2;12;2;1;1;8;67
785;Friesland;2001 Januari-juni;344;267;187;81;11;22;12;3;16;2;1;4;10;77
786;Friesland;2001 Januari-juli;411;324;225;99;12;26;16;5;23;2;1;4;10;87
787;Friesland;2001 Januari-augustus;465;362;247;115;14;29;17;5;26;2;3;6;13;103
788;Friesland;2001 Januari-september;536;414;282;132;15;33;18;5;27;2;3;15;14;122
789;Friesland;2001 Januari-oktober;584;454;307;147;17;37;19;7;31;2;4;15;15;130
790;Friesland;2001 Januari-november;642;490;324;166;18;39;21;8;38;7;4;15;16;152
791;Friesland;2001;686;528;348;180;19;41;21;8;41;7;8;16;19;158
792;Drenthe;1995 Januari;43;38;26;11;1;1;1;0;0;0;0;4;4;5
793;Drenthe;1995 Februari;22;18;14;2;0;0;1;0;0;0;0;1;0;4
794;Drenthe;1995 Maart;31;28;19;8;0;0;1;3;0;0;3;0;1;3
795;Drenthe;1995 1e kwartaal;96;84;59;25;2;2;3;3;1;0;3;5;6;12
796;Drenthe;1995 April;44;30;16;15;1;3;0;0;7;0;4;0;0;14
797;Drenthe;1995 Mei;31;22;17;5;1;1;1;0;1;0;0;0;1;9
798;Drenthe;1995 juni;28;22;15;4;0;0;2;0;1;0;0;0;1;6
799;Drenthe;1995 2e kwartaal;104;75;48;28;3;4;3;1;10;0;4;0;3;29
800;Drenthe;1995 Juli;38;33;24;9;2;1;4;0;0;0;2;0;0;5
801;Drenthe;1995 Augustus;27;17;10;5;1;1;0;0;0;0;0;1;2;10
802;Drenthe;1995 September;36;31;26;3;0;0;3;0;0;0;0;0;0;5
803;Drenthe;1995 3e kwartaal;101;80;60;21;4;3;8;1;0;0;2;1;2;21
804;Drenthe;1995 Oktober;28;24;18;3;0;0;2;0;1;0;0;0;0;4
805;Drenthe;1995 November;44;30;22;6;0;0;0;0;0;0;0;6;0;14
806;Drenthe;1995 December;25;22;16;6;0;2;2;0;0;0;0;0;2;3
807;Drenthe;1995 4e kwartaal;97;76;56;19;1;3;5;0;2;0;0;6;2;21
808;Drenthe;1995;398;315;224;91;10;11;18;5;13;0;8;13;13;83
809;Drenthe;1996 Januari;50;36;20;17;0;3;1;0;5;6;1;1;0;14
810;Drenthe;1996 Februari;39;33;17;15;1;1;0;1;1;0;0;10;1;6
811;Drenthe;1996 Maart;23;19;13;6;1;1;3;0;1;0;0;0;0;4
812;Drenthe;1996 1e kwartaal;112;88;49;37;3;5;4;1;6;6;1;10;1;24
813;Drenthe;1996 April;31;28;19;9;2;5;0;1;1;0;0;0;0;3
814;Drenthe;1996 Mei;29;26;22;3;1;0;1;0;0;0;0;1;0;3
815;Drenthe;1996 Juni;26;22;17;3;0;0;1;0;0;0;0;2;0;4
816;Drenthe;1996 2e kwartaal;86;76;58;18;3;5;3;2;1;0;0;4;0;10
817;Drenthe;1996 Juli;49;40;24;16;1;1;6;0;3;4;0;0;1;9
818;Drenthe;1996 Augustus;41;37;32;4;1;0;1;1;0;0;0;0;1;4
819;Drenthe;1996 September;29;24;20;3;0;1;1;0;0;0;0;0;1;5
820;Drenthe;1996 3e kwartaal;119;100;76;24;2;2;8;1;3;4;0;0;4;19
821;Drenthe;1996 Oktober;21;16;10;5;1;2;2;0;0;0;0;0;0;5
822;Drenthe;1996 November;39;32;20;12;0;2;2;0;1;4;1;0;2;7
823;Drenthe;1996 December;25;23;13;10;1;0;3;5;0;0;0;0;1;2
824;Drenthe;1996 4e kwartaal;85;71;42;30;2;5;7;5;2;4;1;1;3;14
825;Drenthe;1996;403;336;225;110;10;17;21;10;13;14;2;15;8;67
826;Drenthe;1997 Januari;36;27;19;7;1;4;0;0;0;2;0;0;0;9
827;Drenthe;1997 Februari;20;15;11;2;0;2;0;0;0;0;0;0;0;5
828;Drenthe;1997 Maart;28;23;20;1;0;0;0;0;0;0;1;0;0;5
829;Drenthe;1997 1e kwartaal;83;63;50;13;2;6;1;0;1;2;1;0;0;20
830;Drenthe;1997 April;38;35;12;23;0;20;3;0;0;0;0;0;0;3
831;Drenthe;1997 Mei;23;18;15;3;2;0;0;0;0;0;0;0;1;5
832;Drenthe;1997 Juni;42;37;26;11;2;4;2;0;1;0;0;0;2;5
833;Drenthe;1997 2e kwartaal;103;91;53;38;4;24;5;0;1;0;0;1;3;12
834;Drenthe;1997 Juli;34;25;19;6;1;2;1;0;1;0;0;0;1;9
835;Drenthe;1997 Augustus;30;28;16;12;1;1;4;5;0;0;0;0;1;2
836;Drenthe;1997 September;34;27;20;5;0;1;2;2;0;0;0;0;0;7
837;Drenthe;1997 3e kwartaal;98;81;55;25;2;4;7;8;2;0;0;0;2;17
838;Drenthe;1997 Oktober;54;43;30;12;1;4;2;0;2;3;0;0;0;11
839;Drenthe;1997 November;36;32;18;12;2;2;5;0;1;2;0;0;0;4
840;Drenthe;1997 December;59;52;41;9;1;0;1;0;6;0;0;1;0;7
