ID;SIC2008;Periods;Indices_1;Change_2;AggregatedChange_3
777;4674 Wholesale of hardware etc.;2008 3rd quarter;121.4;9.8;9.2
778;4674 Wholesale of hardware etc.;2008 4th quarter;127.3;-0.3;6.7
779;4674 Wholesale of hardware etc.;2008;129.8;6.7;6.7
780;4674 Wholesale of hardware etc.;2009 1st quarter;121.1;-8.4;-8.4
781;4674 Wholesale of hardware etc.;2009 2nd quarter;124.7;-9.9;-9.1
782;4674 Wholesale of hardware etc.;2009 3rd quarter;104.6;-13.9;-10.6
783;4674 Wholesale of hardware etc.;2009 4th quarter;113.5;-10.9;-10.7
784;4674 Wholesale of hardware etc.;2009;116.0;-10.7;-10.7
785;4674 Wholesale of hardware etc.;2010 1st quarter;111.3;-8.1;-8.1
786;4674 Wholesale of hardware etc.;2010 2nd quarter;116.8;-6.3;-7.2
787;4674 Wholesale of hardware etc.;2010 3rd quarter;104.6;0.1;-5.0
788;4674 Wholesale of hardware etc.;2010 4th quarter;113.1;-0.3;-3.9
789;4674 Wholesale of hardware etc.;2010;111.5;-3.9;-3.9
790;4674 Wholesale of hardware etc.;2011 1st quarter;115.3;3.5;3.5
791;4674 Wholesale of hardware etc.;2011 2nd quarter;120.1;2.8;3.2
792;4674 Wholesale of hardware etc.;2011 3rd quarter;108.4;3.6;3.3
793;4674 Wholesale of hardware etc.;2011 4th quarter;116.3;2.9;3.2
794;4674 Wholesale of hardware etc.;2011;115.0;3.2;3.2
795;4674 Wholesale of hardware etc.;2012 1st quarter;115.1;-0.2;-0.2
796;4674 Wholesale of hardware etc.;2012 2nd quarter;116.8;-2.8;-1.5
797;4674 Wholesale of hardware etc.;2012 3rd quarter;103.5;-4.5;-2.5
798;4674 Wholesale of hardware etc.;2012 4th quarter;114.5;-1.5;-2.2
799;4674 Wholesale of hardware etc.;2012;112.5;-2.2;-2.2
800;4675 Wholesale of chemical products;2005 1st quarter;;;
801;4675 Wholesale of chemical products;2005 2nd quarter;;;
802;4675 Wholesale of chemical products;2005 3rd quarter;;;
803;4675 Wholesale of chemical products;2005 4th quarter;;;
804;4675 Wholesale of chemical products;2005;;;
805;4675 Wholesale of chemical products;2006 1st quarter;;;
806;4675 Wholesale of chemical products;2006 2nd quarter;;;
807;4675 Wholesale of chemical products;2006 3rd quarter;;;
808;4675 Wholesale of chemical products;2006 4th quarter;;;
809;4675 Wholesale of chemical products;2006;;;
810;4675 Wholesale of chemical products;2007 1st quarter;96.6;;
811;4675 Wholesale of chemical products;2007 2nd quarter;111.0;;
812;4675 Wholesale of chemical products;2007 3rd quarter;110.9;;
813;4675 Wholesale of chemical products;2007 4th quarter;113.2;;
814;4675 Wholesale of chemical products;2007;107.9;;
815;4675 Wholesale of chemical products;2008 1st quarter;120.1;24.3;24.3
816;4675 Wholesale of chemical products;2008 2nd quarter;131.6;18.6;21.3
817;4675 Wholesale of chemical products;2008 3rd quarter;135.6;22.3;21.6
818;4675 Wholesale of chemical products;2008 4th quarter;102.4;-9.5;13.5
819;4675 Wholesale of chemical products;2008;122.4;13.5;13.5
820;4675 Wholesale of chemical products;2009 1st quarter;75.5;-37.1;-37.1
821;4675 Wholesale of chemical products;2009 2nd quarter;85.9;-34.8;-35.9
822;4675 Wholesale of chemical products;2009 3rd quarter;84.6;-37.6;-36.5
823;4675 Wholesale of chemical products;2009 4th quarter;77.3;-24.5;-34.0
824;4675 Wholesale of chemical products;2009;80.8;-34.0;-34.0
825;4675 Wholesale of chemical products;2010 1st quarter;93.2;23.4;23.4
826;4675 Wholesale of chemical products;2010 2nd quarter;107.8;25.6;24.6
827;4675 Wholesale of chemical products;2010 3rd quarter;95.0;12.3;20.4
828;4675 Wholesale of chemical products;2010 4th quarter;95.0;22.9;21.0
829;4675 Wholesale of chemical products;2010;97.8;21.0;21.0
830;4675 Wholesale of chemical products;2011 1st quarter;111.0;19.1;19.1
831;4675 Wholesale of chemical products;2011 2nd quarter;124.5;15.5;17.1
832;4675 Wholesale of chemical products;2011 3rd quarter;99.7;4.9;13.2
833;4675 Wholesale of chemical products;2011 4th quarter;96.7;1.8;10.4
834;4675 Wholesale of chemical products;2011;108.0;10.4;10.4
835;4675 Wholesale of chemical products;2012 1st quarter;108.3;-2.4;-2.4
836;4675 Wholesale of chemical products;2012 2nd quarter;121.3;-2.6;-2.5
837;4675 Wholesale of chemical products;2012 3rd quarter;102.1;2.5;-1.0
838;4675 Wholesale of chemical products;2012 4th quarter;102.6;6.1;0.6
839;4675 Wholesale of chemical products;2012;108.6;0.6;0.6
