ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
346;Mannen;35 tot 45 jarigen;2003;104.0;69.0;;18.0;;5.0;10.0;68.0;83.0;26.0;;21.0;18.0;6.0;12.0
347;Mannen;35 tot 45 jarigen;2004;96.0;62.0;;20.0;;6.0;7.0;59.0;105.0;30.0;;33.0;17.0;11.0;14.0
348;Mannen;35 tot 45 jarigen;2005;98.0;62.0;;22.0;2.0;6.0;6.0;60.0;106.0;27.0;;34.0;21.0;11.0;13.0
349;Mannen;35 tot 45 jarigen;2006;112.0;67.0;;24.0;;9.0;11.0;66.0;84.0;20.0;;26.0;17.0;11.0;11.0
350;Mannen;45 tot 55 jarigen;2000;58.0;37.0;;11.0;2.0;3.0;5.0;36.0;54.0;9.0;;14.0;21.0;2.0;8.0
351;Mannen;45 tot 55 jarigen;2001;55.0;36.0;;9.0;2.0;4.0;4.0;34.0;46.0;10.0;;15.0;15.0;2.0;5.0
352;Mannen;45 tot 55 jarigen;2002;57.0;39.0;;9.0;;4.0;5.0;38.0;45.0;14.0;;10.0;12.0;3.0;7.0
353;Mannen;45 tot 55 jarigen;2003;48.0;32.0;;9.0;2.0;2.0;3.0;29.0;67.0;22.0;;18.0;16.0;3.0;8.0
354;Mannen;45 tot 55 jarigen;2004;43.0;28.0;;9.0;2.0;;3.0;27.0;77.0;21.0;;27.0;17.0;4.0;8.0
355;Mannen;45 tot 55 jarigen;2005;50.0;28.0;;15.0;;2.0;4.0;26.0;78.0;18.0;;31.0;15.0;6.0;7.0
356;Mannen;45 tot 55 jarigen;2006;60.0;35.0;;15.0;;2.0;6.0;33.0;77.0;13.0;;33.0;17.0;5.0;9.0
357;Mannen;55 tot 65 jarigen;2000;11.0;6.0;;3.0;;;;5.0;44.0;6.0;;16.0;11.0;;11.0
358;Mannen;55 tot 65 jarigen;2001;11.0;6.0;;3.0;;;;5.0;37.0;6.0;;14.0;8.0;;8.0
359;Mannen;55 tot 65 jarigen;2002;14.0;10.0;;2.0;;;;9.0;37.0;7.0;;14.0;9.0;;7.0
360;Mannen;55 tot 65 jarigen;2003;16.0;8.0;;4.0;;;3.0;7.0;50.0;11.0;;17.0;9.0;;11.0
361;Mannen;55 tot 65 jarigen;2004;11.0;6.0;;3.0;;;2.0;6.0;60.0;15.0;;24.0;10.0;2.0;10.0
362;Mannen;55 tot 65 jarigen;2005;13.0;7.0;;5.0;;;;5.0;73.0;16.0;;28.0;14.0;2.0;13.0
363;Mannen;55 tot 65 jarigen;2006;18.0;8.0;;7.0;;;3.0;7.0;73.0;11.0;;33.0;12.0;;16.0
364;Mannen;Eenpersoonshuishouden;2000;114.0;47.0;34.0;15.0;;3.0;13.0;44.0;89.0;13.0;15.0;22.0;19.0;4.0;15.0
365;Mannen;Eenpersoonshuishouden;2001;105.0;53.0;22.0;14.0;2.0;4.0;10.0;49.0;90.0;18.0;22.0;17.0;17.0;3.0;14.0
366;Mannen;Eenpersoonshuishouden;2002;91.0;48.0;16.0;13.0;;5.0;7.0;45.0;92.0;21.0;18.0;16.0;14.0;7.0;16.0
367;Mannen;Eenpersoonshuishouden;2003;78.0;38.0;16.0;11.0;;2.0;9.0;33.0;120.0;34.0;15.0;29.0;22.0;4.0;15.0
368;Mannen;Eenpersoonshuishouden;2004;75.0;32.0;16.0;16.0;;3.0;8.0;29.0;131.0;33.0;17.0;38.0;19.0;7.0;16.0
369;Mannen;Eenpersoonshuishouden;2005;79.0;33.0;18.0;18.0;;3.0;7.0;31.0;145.0;27.0;20.0;47.0;26.0;10.0;16.0
370;Mannen;Eenpersoonshuishouden;2006;93.0;44.0;17.0;17.0;;2.0;11.0;70.0;129.0;19.0;19.0;43.0;22.0;8.0;18.0
371;Mannen;Alleenstaande ouder;2000;3.0;;;;;;;;4.0;;;;;;
372;Mannen;Alleenstaande ouder;2001;2.0;2.0;;;;;;2.0;3.0;;;;;;
373;Mannen;Alleenstaande ouder;2002;4.0;2.0;;;;;;2.0;5.0;;;;;;
374;Mannen;Alleenstaande ouder;2003;4.0;2.0;;;;;;;6.0;;;;2.0;;
375;Mannen;Alleenstaande ouder;2004;2.0;;;;;;;;7.0;;;3.0;2.0;;
376;Mannen;Alleenstaande ouder;2005;2.0;;;;;;;;6.0;2.0;;3.0;;;
377;Mannen;Alleenstaande ouder;2006;4.0;2.0;;;;;;35.0;8.0;;;3.0;3.0;;
378;Mannen;Lid van ouderpaar;2000;176.0;124.0;8.0;24.0;2.0;7.0;10.0;122.0;64.0;13.0;4.0;15.0;15.0;4.0;13.0
379;Mannen;Lid van ouderpaar;2001;177.0;123.0;8.0;27.0;2.0;9.0;9.0;123.0;58.0;15.0;3.0;15.0;12.0;3.0;10.0
380;Mannen;Lid van ouderpaar;2002;160.0;116.0;5.0;22.0;3.0;5.0;8.0;115.0;70.0;24.0;4.0;18.0;10.0;4.0;10.0
381;Mannen;Lid van ouderpaar;2003;139.0;97.0;4.0;23.0;2.0;4.0;8.0;96.0;89.0;32.0;3.0;21.0;15.0;4.0;14.0
382;Mannen;Lid van ouderpaar;2004;127.0;86.0;5.0;23.0;2.0;4.0;7.0;82.0;108.0;34.0;4.0;33.0;18.0;6.0;14.0
383;Mannen;Lid van ouderpaar;2005;128.0;81.0;5.0;31.0;;3.0;7.0;78.0;101.0;28.0;3.0;32.0;19.0;6.0;13.0
384;Mannen;Lid van ouderpaar;2006;156.0;99.0;6.0;32.0;2.0;7.0;10.0;59.0;88.0;24.0;2.0;31.0;14.0;6.0;12.0
385;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2000;103.0;73.0;8.0;13.0;;3.0;4.0;73.0;27.0;5.0;3.0;6.0;4.0;2.0;6.0
386;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2001;109.0;75.0;8.0;16.0;;5.0;5.0;76.0;25.0;7.0;3.0;5.0;3.0;;6.0
387;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2002;93.0;67.0;4.0;13.0;;2.0;4.0;68.0;32.0;12.0;4.0;7.0;3.0;2.0;5.0
388;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2003;79.0;57.0;3.0;12.0;;2.0;5.0;57.0;37.0;13.0;2.0;9.0;5.0;2.0;7.0
389;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2004;76.0;50.0;4.0;14.0;;3.0;5.0;47.0;49.0;14.0;4.0;14.0;7.0;3.0;8.0
390;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2005;70.0;43.0;4.0;17.0;;;4.0;42.0;45.0;14.0;3.0;13.0;8.0;2.0;6.0
391;Mannen;Ouderpaar, jongste kind 0 tot 6 jaar;2006;92.0;61.0;5.0;16.0;;4.0;5.0;18.0;35.0;10.0;2.0;10.0;5.0;3.0;5.0
392;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2000;37.0;25.0;;5.0;;2.0;3.0;25.0;15.0;3.0;;2.0;4.0;2.0;3.0
393;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2001;35.0;26.0;;4.0;;2.0;2.0;26.0;13.0;3.0;;4.0;3.0;;2.0
394;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2002;33.0;26.0;;4.0;;;2.0;24.0;16.0;5.0;;4.0;2.0;;3.0
395;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2003;30.0;22.0;;5.0;;;2.0;20.0;24.0;9.0;;4.0;6.0;;4.0
396;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2004;24.0;16.0;;5.0;;;2.0;15.0;24.0;8.0;;8.0;4.0;2.0;3.0
397;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2005;31.0;20.0;;7.0;;;;19.0;20.0;5.0;;7.0;3.0;2.0;3.0
398;Mannen;Ouderpaar, jongste kind 6 tot 12 jaar;2006;29.0;17.0;;6.0;;2.0;2.0;11.0;20.0;6.0;;7.0;3.0;;3.0
399;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2000;18.0;12.0;;3.0;;;;12.0;11.0;2.0;;3.0;3.0;;2.0
400;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2001;22.0;14.0;;5.0;;2.0;;14.0;10.0;2.0;;3.0;3.0;;
401;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2002;23.0;16.0;;3.0;;;2.0;15.0;12.0;4.0;;3.0;3.0;;
402;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2003;20.0;12.0;;4.0;;;;12.0;15.0;6.0;;4.0;2.0;;2.0
403;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2004;16.0;12.0;;2.0;;;;12.0;20.0;7.0;;6.0;5.0;;2.0
404;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2005;17.0;12.0;;4.0;;;;12.0;19.0;6.0;;6.0;4.0;;2.0
405;Mannen;Ouderpaar, jongste kind 12 tot 18 jaar;2006;22.0;12.0;;7.0;;;;7.0;17.0;4.0;;7.0;3.0;;3.0
406;Mannen;Ouderpaar met jongste kind >=18 jaar;2000;18.0;13.0;;3.0;;;;12.0;11.0;2.0;;3.0;4.0;;2.0
407;Mannen;Ouderpaar met jongste kind >=18 jaar;2001;12.0;7.0;;3.0;;;;7.0;10.0;3.0;;3.0;3.0;;2.0
408;Mannen;Ouderpaar met jongste kind >=18 jaar;2002;11.0;8.0;;2.0;;;;8.0;10.0;4.0;;3.0;2.0;;
409;Mannen;Ouderpaar met jongste kind >=18 jaar;2003;10.0;7.0;;2.0;;;;6.0;13.0;5.0;;4.0;2.0;;
410;Mannen;Ouderpaar met jongste kind >=18 jaar;2004;10.0;8.0;;2.0;;;;8.0;15.0;5.0;;5.0;2.0;;2.0
411;Mannen;Ouderpaar met jongste kind >=18 jaar;2005;11.0;7.0;;2.0;;;;6.0;16.0;3.0;;6.0;4.0;2.0;2.0
412;Mannen;Ouderpaar met jongste kind >=18 jaar;2006;14.0;8.0;;3.0;;;2.0;2.0;16.0;4.0;;7.0;3.0;;2.0
413;Mannen;Lid van een paar (geen ouder);2000;146.0;96.0;19.0;19.0;;2.0;9.0;93.0;57.0;12.0;4.0;14.0;15.0;;11.0
414;Mannen;Lid van een paar (geen ouder);2001;146.0;96.0;20.0;18.0;;2.0;8.0;95.0;49.0;13.0;2.0;16.0;9.0;;7.0
415;Mannen;Lid van een paar (geen ouder);2002;131.0;85.0;17.0;18.0;;2.0;9.0;82.0;49.0;17.0;4.0;11.0;9.0;;7.0
416;Mannen;Lid van een paar (geen ouder);2003;104.0;62.0;13.0;18.0;;2.0;7.0;60.0;69.0;28.0;4.0;18.0;9.0;;10.0
417;Mannen;Lid van een paar (geen ouder);2004;99.0;60.0;15.0;17.0;;;6.0;57.0;82.0;26.0;6.0;28.0;10.0;;11.0
418;Mannen;Lid van een paar (geen ouder);2005;107.0;63.0;13.0;21.0;;2.0;6.0;62.0;87.0;26.0;6.0;32.0;9.0;;13.0
419;Mannen;Lid van een paar (geen ouder);2006;122.0;72.0;15.0;21.0;;2.0;12.0;95.0;78.0;16.0;7.0;29.0;10.0;;16.0
420;Mannen;Minderjarig kind;2000;27.0;;27.0;;;;;;17.0;;17.0;;;;
421;Mannen;Minderjarig kind;2001;31.0;;31.0;;;;;;18.0;;17.0;;;;
422;Mannen;Minderjarig kind;2002;26.0;;26.0;;;;;;23.0;;23.0;;;;
423;Mannen;Minderjarig kind;2003;25.0;;25.0;;;;;;21.0;;21.0;;;;
424;Mannen;Minderjarig kind;2004;22.0;;22.0;;;;;;22.0;;22.0;;;;
425;Mannen;Minderjarig kind;2005;21.0;;21.0;;;;;;24.0;;24.0;;;;
426;Mannen;Minderjarig kind;2006;22.0;;22.0;;;;;4.0;26.0;;26.0;;;;
427;Mannen;Meerderjarig kind;2000;137.0;42.0;69.0;8.0;;;17.0;40.0;39.0;6.0;21.0;4.0;;;7.0
428;Mannen;Meerderjarig kind;2001;134.0;48.0;72.0;10.0;;;3.0;48.0;37.0;7.0;22.0;4.0;2.0;;2.0
429;Mannen;Meerderjarig kind;2002;127.0;46.0;66.0;8.0;;;7.0;44.0;53.0;14.0;31.0;4.0;;;3.0
430;Mannen;Meerderjarig kind;2003;119.0;42.0;61.0;11.0;;;4.0;38.0;60.0;16.0;33.0;8.0;;;2.0
431;Mannen;Meerderjarig kind;2004;109.0;36.0;60.0;9.0;;;4.0;33.0;82.0;17.0;46.0;11.0;2.0;;4.0
432;Mannen;Meerderjarig kind;2005;103.0;33.0;53.0;12.0;;;5.0;29.0;76.0;12.0;46.0;10.0;3.0;;5.0
433;Mannen;Meerderjarig kind;2006;125.0;37.0;69.0;14.0;;;4.0;;69.0;9.0;44.0;7.0;2.0;;6.0
434;Mannen;Overig lid van een huishouden;2000;16.0;6.0;7.0;2.0;;;;7.0;9.0;;5.0;;;;
435;Mannen;Overig lid van een huishouden;2001;13.0;5.0;4.0;2.0;;;2.0;4.0;8.0;2.0;3.0;;;;
436;Mannen;Overig lid van een huishouden;2002;13.0;4.0;5.0;3.0;;;;5.0;9.0;;3.0;2.0;;;
437;Mannen;Overig lid van een huishouden;2003;14.0;5.0;5.0;3.0;;;;4.0;17.0;4.0;8.0;2.0;;;2.0
438;Mannen;Overig lid van een huishouden;2004;12.0;4.0;5.0;2.0;;;;3.0;18.0;2.0;7.0;5.0;;;
439;Mannen;Overig lid van een huishouden;2005;16.0;7.0;5.0;2.0;;;;5.0;18.0;4.0;6.0;3.0;2.0;;
440;Mannen;Overig lid van een huishouden;2006;14.0;4.0;5.0;2.0;;;2.0;5.0;16.0;2.0;6.0;3.0;;;2.0
441;Mannen;CWI ingeschreven;2000;22.0;8.0;5.0;3.0;;;4.0;6.0;96.0;20.0;11.0;28.0;12.0;5.0;19.0
442;Mannen;CWI ingeschreven;2001;16.0;5.0;3.0;3.0;;;3.0;3.0;87.0;23.0;9.0;22.0;13.0;4.0;15.0
443;Mannen;CWI ingeschreven;2002;18.0;8.0;3.0;4.0;;;;7.0;110.0;41.0;13.0;26.0;14.0;4.0;14.0
444;Mannen;CWI ingeschreven;2003;21.0;7.0;5.0;4.0;;2.0;3.0;5.0;154.0;64.0;12.0;42.0;15.0;3.0;17.0
445;Mannen;CWI ingeschreven;2004;24.0;7.0;6.0;5.0;2.0;2.0;3.0;5.0;201.0;67.0;16.0;69.0;22.0;7.0;19.0
446;Mannen;CWI ingeschreven;2005;24.0;7.0;5.0;8.0;;;3.0;5.0;193.0;55.0;17.0;71.0;23.0;9.0;18.0
447;Mannen;CWI ingeschreven;2006;28.0;8.0;4.0;9.0;;;4.0;232.0;148.0;35.0;9.0;63.0;17.0;9.0;16.0
448;Mannen;Onderwijsniveau: lager;2000;209.0;90.0;65.0;24.0;3.0;6.0;21.0;85.0;133.0;16.0;33.0;26.0;32.0;5.0;20.0
449;Mannen;Onderwijsniveau: lager;2001;206.0;90.0;76.0;23.0;2.0;6.0;9.0;89.0;131.0;21.0;41.0;25.0;24.0;5.0;15.0
450;Mannen;Onderwijsniveau: lager;2002;185.0;87.0;59.0;21.0;3.0;4.0;10.0;83.0;141.0;27.0;49.0;21.0;20.0;7.0;17.0
451;Mannen;Onderwijsniveau: lager;2003;154.0;65.0;55.0;19.0;3.0;4.0;8.0;60.0;167.0;40.0;45.0;34.0;27.0;6.0;15.0
452;Mannen;Onderwijsniveau: lager;2004;138.0;53.0;55.0;19.0;3.0;3.0;6.0;48.0;173.0;34.0;52.0;45.0;23.0;5.0;14.0
453;Mannen;Onderwijsniveau: lager;2005;136.0;50.0;48.0;25.0;2.0;3.0;7.0;44.0;181.0;29.0;57.0;45.0;29.0;7.0;14.0
454;Mannen;Onderwijsniveau: lager;2006;165.0;61.0;60.0;27.0;;4.0;12.0;57.0;167.0;24.0;56.0;39.0;24.0;6.0;18.0
455;Mannen;Onderwijsniveau: middelbaar;2000;260.0;140.0;67.0;27.0;2.0;5.0;19.0;136.0;95.0;15.0;24.0;19.0;18.0;3.0;17.0
456;Mannen;Onderwijsniveau: middelbaar;2001;246.0;143.0;52.0;31.0;2.0;5.0;13.0;138.0;87.0;22.0;22.0;18.0;12.0;;11.0
457;Mannen;Onderwijsniveau: middelbaar;2002;227.0;128.0;52.0;25.0;2.0;5.0;14.0;122.0;106.0;32.0;25.0;20.0;14.0;3.0;11.0
458;Mannen;Onderwijsniveau: middelbaar;2003;200.0;106.0;47.0;31.0;2.0;2.0;11.0;100.0;138.0;44.0;29.0;28.0;17.0;2.0;17.0
459;Mannen;Onderwijsniveau: middelbaar;2004;175.0;90.0;39.0;28.0;2.0;3.0;13.0;86.0;174.0;49.0;37.0;44.0;19.0;6.0;18.0
460;Mannen;Onderwijsniveau: middelbaar;2005;189.0;94.0;41.0;37.0;2.0;4.0;12.0;89.0;188.0;44.0;37.0;57.0;22.0;7.0;21.0
461;Mannen;Onderwijsniveau: middelbaar;2006;213.0;106.0;47.0;37.0;2.0;5.0;15.0;101.0;171.0;32.0;36.0;51.0;20.0;7.0;23.0
462;Mannen;Onderwijsniveau: hoger;2000;148.0;84.0;33.0;17.0;;2.0;11.0;85.0;50.0;13.0;9.0;12.0;3.0;2.0;11.0
463;Mannen;Onderwijsniveau: hoger;2001;152.0;92.0;27.0;17.0;;5.0;10.0;92.0;42.0;12.0;6.0;10.0;5.0;2.0;8.0
464;Mannen;Onderwijsniveau: hoger;2002;136.0;85.0;23.0;18.0;;2.0;8.0;87.0;53.0;18.0;9.0;11.0;4.0;3.0;9.0
465;Mannen;Onderwijsniveau: hoger;2003;126.0;74.0;23.0;15.0;;2.0;11.0;70.0;74.0;31.0;10.0;16.0;5.0;;11.0
466;Mannen;Onderwijsniveau: hoger;2004;129.0;74.0;26.0;18.0;;3.0;7.0;71.0;94.0;26.0;13.0;26.0;9.0;5.0;14.0
467;Mannen;Onderwijsniveau: hoger;2005;130.0;73.0;26.0;22.0;;2.0;6.0;72.0;85.0;27.0;12.0;23.0;7.0;4.0;12.0
468;Mannen;Onderwijsniveau: hoger;2006;153.0;90.0;27.0;22.0;;2.0;11.0;86.0;71.0;14.0;10.0;23.0;7.0;4.0;12.0
469;Mannen;Onderwijsniveau: onbekend;2000;2.0;;;;;;;;;;;;;;
470;Mannen;Onderwijsniveau: onbekend;2001;4.0;2.0;;;;;;2.0;3.0;;;;;;
471;Mannen;Onderwijsniveau: onbekend;2002;3.0;2.0;;;;;;;;;;;;;
472;Mannen;Onderwijsniveau: onbekend;2003;3.0;2.0;;;;;;2.0;2.0;;;;;;
473;Mannen;Onderwijsniveau: onbekend;2004;4.0;;2.0;;;;;;8.0;3.0;;2.0;;;
474;Mannen;Onderwijsniveau: onbekend;2005;2.0;;;;;;;;3.0;;;;;;
475;Mannen;Onderwijsniveau: onbekend;2006;5.0;2.0;;;;;;2.0;5.0;;;2.0;;;
476;Mannen;Autochtonen;2000;480.0;258.0;122.0;52.0;4.0;7.0;37.0;254.0;176.0;31.0;44.0;36.0;38.0;3.0;24.0
477;Mannen;Autochtonen;2001;478.0;274.0;119.0;52.0;4.0;7.0;21.0;271.0;162.0;34.0;45.0;35.0;29.0;4.0;14.0
478;Mannen;Autochtonen;2002;435.0;246.0;107.0;48.0;4.0;6.0;25.0;241.0;193.0;53.0;56.0;34.0;27.0;5.0;18.0
479;Mannen;Autochtonen;2003;375.0;204.0;97.0;48.0;3.0;4.0;20.0;194.0;231.0;73.0;53.0;47.0;34.0;4.0;20.0
480;Mannen;Autochtonen;2004;339.0;178.0;90.0;47.0;4.0;4.0;16.0;168.0;278.0;78.0;68.0;70.0;34.0;6.0;22.0
481;Mannen;Autochtonen;2005;356.0;182.0;84.0;63.0;3.0;4.0;19.0;174.0;280.0;67.0;68.0;77.0;38.0;6.0;24.0
482;Mannen;Autochtonen;2006;420.0;218.0;101.0;66.0;3.0;5.0;28.0;208.0;250.0;47.0;66.0;69.0;35.0;5.0;27.0
483;Mannen;Allochtonen;2000;139.0;58.0;43.0;16.0;;7.0;14.0;53.0;103.0;14.0;22.0;21.0;15.0;6.0;24.0
484;Mannen;Allochtonen;2001;130.0;52.0;37.0;19.0;2.0;10.0;11.0;49.0;100.0;21.0;24.0;19.0;12.0;4.0;21.0
485;Mannen;Allochtonen;2002;115.0;56.0;28.0;16.0;;6.0;8.0;52.0;108.0;25.0;27.0;18.0;10.0;8.0;19.0
486;Mannen;Allochtonen;2003;107.0;43.0;29.0;19.0;2.0;5.0;10.0;38.0;150.0;42.0;30.0;32.0;16.0;5.0;24.0
487;Mannen;Allochtonen;2004;107.0;41.0;32.0;19.0;2.0;4.0;10.0;38.0;171.0;35.0;35.0;47.0;18.0;10.0;25.0
488;Mannen;Allochtonen;2005;101.0;36.0;31.0;22.0;;5.0;7.0;32.0;177.0;33.0;37.0;49.0;20.0;13.0;23.0
489;Mannen;Allochtonen;2006;116.0;40.0;34.0;22.0;2.0;7.0;11.0;38.0;164.0;24.0;37.0;46.0;17.0;12.0;28.0
490;Mannen;Westerse allochtonen;2000;66.0;33.0;16.0;9.0;;2.0;6.0;32.0;31.0;5.0;5.0;8.0;5.0;2.0;7.0
491;Mannen;Westerse allochtonen;2001;56.0;26.0;12.0;10.0;;2.0;5.0;26.0;31.0;8.0;7.0;7.0;3.0;;4.0
492;Mannen;Westerse allochtonen;2002;54.0;30.0;10.0;9.0;;3.0;3.0;28.0;33.0;10.0;8.0;7.0;3.0;;5.0
493;Mannen;Westerse allochtonen;2003;48.0;22.0;12.0;7.0;;2.0;3.0;19.0;43.0;14.0;7.0;10.0;5.0;;6.0
494;Mannen;Westerse allochtonen;2004;44.0;23.0;8.0;8.0;;;4.0;21.0;52.0;14.0;9.0;14.0;4.0;2.0;9.0
495;Mannen;Westerse allochtonen;2005;41.0;19.0;10.0;9.0;;;2.0;17.0;58.0;11.0;10.0;18.0;6.0;4.0;8.0
496;Mannen;Westerse allochtonen;2006;47.0;21.0;10.0;9.0;;2.0;4.0;20.0;49.0;6.0;10.0;15.0;6.0;2.0;9.0
497;Mannen;Niet-westerse allochtonen;2000;73.0;25.0;27.0;7.0;;5.0;9.0;21.0;71.0;9.0;17.0;13.0;10.0;5.0;17.0
498;Mannen;Niet-westerse allochtonen;2001;74.0;26.0;25.0;10.0;;7.0;6.0;24.0;70.0;13.0;17.0;12.0;8.0;3.0;16.0
499;Mannen;Niet-westerse allochtonen;2002;61.0;26.0;18.0;8.0;;3.0;5.0;24.0;74.0;15.0;19.0;12.0;7.0;7.0;14.0
500;Mannen;Niet-westerse allochtonen;2003;59.0;21.0;17.0;11.0;;3.0;7.0;19.0;107.0;28.0;23.0;22.0;11.0;5.0;18.0
501;Mannen;Niet-westerse allochtonen;2004;62.0;18.0;23.0;11.0;;3.0;6.0;18.0;119.0;21.0;26.0;33.0;14.0;8.0;17.0
502;Mannen;Niet-westerse allochtonen;2005;60.0;17.0;21.0;13.0;;4.0;4.0;15.0;119.0;22.0;27.0;31.0;14.0;9.0;15.0
503;Mannen;Niet-westerse allochtonen;2006;69.0;19.0;24.0;13.0;;5.0;7.0;18.0;115.0;17.0;27.0;32.0;12.0;10.0;18.0
504;Mannen;Herkomst: onbekend;2000;;;;;;;;;;;;;;;
505;Mannen;Herkomst: onbekend;2001;;;;;;;;;;;;;;;
506;Mannen;Herkomst: onbekend;2002;;;;;;;;;;;;;;;
507;Mannen;Herkomst: onbekend;2003;;;;;;;;;;;;;;;
508;Mannen;Herkomst: onbekend;2004;;;;;;;;;;;;;;;
509;Mannen;Herkomst: onbekend;2005;;;;;;;;;;;;;;;
510;Mannen;Herkomst: onbekend;2006;;;;;;;;41.0;;;;;;;
511;Mannen;Had een baan < 1 jaar geleden;2000;315.0;315.0;;;;;;289.0;45.0;45.0;;;;;
512;Mannen;Had een baan < 1 jaar geleden;2001;326.0;326.0;;;;;;304.0;56.0;56.0;;;;;
513;Mannen;Had een baan < 1 jaar geleden;2002;302.0;302.0;;;;;;276.0;78.0;78.0;;;;;
514;Mannen;Had een baan < 1 jaar geleden;2003;247.0;247.0;;;;;;217.0;115.0;115.0;;;;;
515;Mannen;Had een baan < 1 jaar geleden;2004;219.0;219.0;;;;;;193.0;113.0;113.0;;;;;
516;Mannen;Had een baan < 1 jaar geleden;2005;218.0;218.0;;;;;;191.0;100.0;100.0;;;;;
517;Mannen;Had een baan < 1 jaar geleden;2006;258.0;258.0;;;;;;14.0;71.0;71.0;;;;;
518;Mannen;Had een baan 1 tot 2 jaar geleden;2000;54.0;;;53.0;;;;18.0;23.0;;;22.0;;;
519;Mannen;Had een baan 1 tot 2 jaar geleden;2001;62.0;;;60.0;;;;17.0;25.0;;;24.0;;;
520;Mannen;Had een baan 1 tot 2 jaar geleden;2002;56.0;;2.0;54.0;;;;17.0;28.0;;;27.0;;;
521;Mannen;Had een baan 1 tot 2 jaar geleden;2003;59.0;;2.0;57.0;;;;15.0;48.0;;;47.0;;;
522;Mannen;Had een baan 1 tot 2 jaar geleden;2004;57.0;;;55.0;;;;13.0;64.0;;;64.0;;;
523;Mannen;Had een baan 1 tot 2 jaar geleden;2005;61.0;;;61.0;;;;15.0;59.0;;;58.0;;;
524;Mannen;Had een baan 1 tot 2 jaar geleden;2006;66.0;;2.0;64.0;;;;;47.0;;;46.0;;;
525;Mannen;Had een baan 2 tot 5  jaar geleden;2000;26.0;;;9.0;3.0;;13.0;;43.0;;;11.0;15.0;;16.0
526;Mannen;Had een baan 2 tot 5  jaar geleden;2001;24.0;;;7.0;2.0;;13.0;;38.0;;;10.0;14.0;;13.0
527;Mannen;Had een baan 2 tot 5  jaar geleden;2002;23.0;;;6.0;3.0;;13.0;;41.0;;;11.0;16.0;;14.0
528;Mannen;Had een baan 2 tot 5  jaar geleden;2003;23.0;;;5.0;2.0;;14.0;;57.0;;;17.0;19.0;;19.0
529;Mannen;Had een baan 2 tot 5  jaar geleden;2004;24.0;;;9.0;3.0;;11.0;;74.0;;;28.0;22.0;;22.0
530;Mannen;Had een baan 2 tot 5  jaar geleden;2005;35.0;;2.0;18.0;2.0;;13.0;;83.0;;;40.0;20.0;;22.0
531;Mannen;Had een baan 2 tot 5  jaar geleden;2006;39.0;;;18.0;3.0;;16.0;;89.0;;;43.0;15.0;;29.0
532;Mannen;Had een baan 5 tot 10 jaar geleden;2000;13.0;;;5.0;;;6.0;;49.0;;;15.0;15.0;;18.0
533;Mannen;Had een baan 5 tot 10 jaar geleden;2001;10.0;;;3.0;2.0;;5.0;;40.0;;;13.0;13.0;;13.0
534;Mannen;Had een baan 5 tot 10 jaar geleden;2002;10.0;;;3.0;2.0;;5.0;;31.0;;;7.0;9.0;;15.0
535;Mannen;Had een baan 5 tot 10 jaar geleden;2003;8.0;;;3.0;;;4.0;;36.0;;;7.0;13.0;;15.0
536;Mannen;Had een baan 5 tot 10 jaar geleden;2004;6.0;;;;;;4.0;;46.0;;;15.0;16.0;;15.0
537;Mannen;Had een baan 5 tot 10 jaar geleden;2005;7.0;;;4.0;;;2.0;;51.0;;;16.0;18.0;;15.0
538;Mannen;Had een baan 5 tot 10 jaar geleden;2006;11.0;;;4.0;;;6.0;;51.0;;;15.0;19.0;2.0;15.0
539;Mannen;Had een baan > 10 jaar geleden;2000;8.0;;;2.0;;;5.0;;40.0;;;8.0;22.0;;8.0
540;Mannen;Had een baan > 10 jaar geleden;2001;6.0;;;;;;3.0;;30.0;;;7.0;15.0;;8.0
