ID;SectorBranchesSIC2008;Periods;Employee_1;EmployedPerson_2;Employee_3;EmployedPerson_4;Total_5;NetTurnover_6;OtherRevenues_7;Total_8;Total_9;Total_10;InitialStockOfRawAndAuxiliaryMater_11;PurchasedRawAndAuxiliaryMaterials_12;ClosingStockRawAndAuxiliaryMat_13;Total_14;InitialStockOfCommodities_15;PurchasedCommodities_16;ClosingStockOfCommodities_17;PaymentsToSubcontractors_18;PurchaseValueNotElsewhereClassified_19;Total_20;GrossWagesAndSalaries_21;Total_22;EmployerPaidSocialInsurancePremiums_23;PensionAndEarlyRetirementPremiums_24;OtherSocialInsuranceCosts_25;OtherPersonnelCosts_26;Total_27;CostsOfEnergyUse_28;HousingCosts_29;EquipmentAndInventoryCosts_30;TransportCosts_31;SalesCosts_32;CommunicationCosts_33;CostsOfOtherServices_34;OtherLiabilities_35;DepreciationFixedAssets_36;OperatingResults_37;NetFinancialIncome_38;BalanceOfProvisions_39;NetExtraordinaryIncome_40;PreTaxResults_41
138;15 Manufacture of leather and footwear;2012;1.7;1.9;1.3;1.5;448.0;447.0;1.0;406.0;256.0;159.0;22.0;161.0;24.0;81.0;22.0;80.0;20.0;14.0;1.0;83.0;62.0;15.0;8.0;7.0;0.0;6.0;56.0;4.0;9.0;3.0;3.0;12.0;2.0;8.0;16.0;12.0;42.0;-5.0;0.0;0.0;37.0
139;15 Manufacture of leather and footwear;2013;1.7;2.1;1.4;1.7;469.0;467.0;2.0;416.0;284.0;174.0;13.0;179.0;18.0;98.0;22.0;104.0;28.0;12.0;0.0;75.0;56.0;12.0;7.0;5.0;0.0;7.0;46.0;4.0;6.0;3.0;4.0;12.0;1.0;7.0;10.0;11.0;53.0;-3.0;0.0;0.0;50.0
140;16+23 Man of wooden and buildingmaterial;2009;42.0;51.1;38.9;45.1;9195.0;9167.0;28.0;8654.0;4398.0;3453.0;557.0;3386.0;489.0;572.0;138.0;550.0;116.0;300.0;74.0;2198.0;1532.0;362.0;205.0;157.0;21.0;284.0;1648.0;387.0;228.0;221.0;135.0;111.0;28.0;225.0;313.0;410.0;541.0;-107.0;-5.0;10.0;440.0
141;16+23 Man of wooden and buildingmaterial;2010;41.5;49.6;38.1;44.7;8891.0;8814.0;77.0;8503.0;4353.0;3279.0;456.0;3262.0;439.0;790.0;159.0;791.0;160.0;259.0;25.0;2156.0;1496.0;354.0;203.0;151.0;22.0;283.0;1577.0;345.0;224.0;231.0;133.0;107.0;27.0;192.0;320.0;418.0;388.0;-43.0;-5.0;63.0;402.0
142;16+23 Man of wooden and buildingmaterial;2011;40.1;47.9;37.2;43.8;9769.0;9679.0;89.0;9336.0;4920.0;3731.0;464.0;3704.0;437.0;859.0;136.0;859.0;136.0;271.0;59.0;2292.0;1578.0;381.0;216.0;165.0;23.0;311.0;1684.0;364.0;232.0;241.0;161.0;111.0;27.0;214.0;335.0;440.0;433.0;-1.0;26.0;0.0;458.0
143;16+23 Man of wooden and buildingmaterial;2012;37.3;44.8;34.4;40.3;8762.0;8627.0;135.0;8506.0;4373.0;3364.0;427.0;3342.0;405.0;741.0;164.0;732.0;155.0;227.0;42.0;2131.0;1474.0;370.0;212.0;158.0;20.0;267.0;1612.0;338.0;212.0;243.0;137.0;100.0;25.0;225.0;334.0;391.0;255.0;-39.0;-17.0;34.0;234.0
144;16+23 Man of wooden and buildingmaterial;2013;35.1;41.9;32.4;38.1;8339.0;8278.0;61.0;8091.0;4252.0;3331.0;448.0;3282.0;399.0;684.0;100.0;698.0;115.0;221.0;17.0;1982.0;1350.0;362.0;201.0;160.0;16.0;255.0;1516.0;333.0;209.0;235.0;124.0;91.0;25.0;212.0;290.0;341.0;248.0;-58.0;-8.0;-6.0;177.0
145;16 Manufacture of wood products;2009;15.5;20.1;14.1;17.0;2729.0;2728.0;0.0;2544.0;1373.0;1139.0;248.0;1126.0;236.0;119.0;23.0;118.0;22.0;101.0;15.0;704.0;498.0;114.0;70.0;44.0;7.0;85.0;368.0;43.0;80.0;46.0;34.0;30.0;9.0;46.0;81.0;100.0;184.0;-17.0;0.0;7.0;175.0
146;16 Manufacture of wood products;2010;15.6;19.7;14.0;17.1;2790.0;2769.0;20.0;2675.0;1476.0;1163.0;216.0;1148.0;202.0;197.0;45.0;197.0;44.0;111.0;6.0;711.0;502.0;115.0;70.0;45.0;6.0;88.0;366.0;42.0;78.0;46.0;39.0;27.0;9.0;43.0;83.0;122.0;115.0;-15.0;1.0;15.0;115.0
147;16 Manufacture of wood products;2011;14.4;18.2;13.0;16.0;2925.0;2906.0;19.0;2765.0;1538.0;1216.0;184.0;1209.0;177.0;199.0;42.0;200.0;42.0;113.0;10.0;722.0;509.0;117.0;73.0;45.0;6.0;89.0;374.0;41.0;78.0;45.0;43.0;27.0;8.0;46.0;85.0;131.0;160.0;-7.0;2.0;8.0;162.0
148;16 Manufacture of wood products;2012;13.2;17.0;11.9;14.8;2611.0;2594.0;17.0;2465.0;1353.0;1066.0;175.0;1064.0;173.0;182.0;34.0;181.0;33.0;96.0;10.0;654.0;460.0;111.0;69.0;42.0;6.0;77.0;339.0;39.0;69.0;43.0;38.0;24.0;8.0;41.0;77.0;119.0;146.0;-5.0;2.0;7.0;149.0
149;16 Manufacture of wood products;2013;12.1;15.3;11.0;13.6;2395.0;2380.0;14.0;2310.0;1306.0;1043.0;194.0;1018.0;169.0;175.0;29.0;183.0;38.0;82.0;7.0;575.0;394.0;104.0;62.0;41.0;3.0;74.0;345.0;38.0;69.0;40.0;33.0;23.0;9.0;52.0;82.0;85.0;85.0;-13.0;0.0;-1.0;71.0
150;161 Sawmilling and planing of wood;2009;1.5;2.1;1.4;1.6;339.0;338.0;1.0;331.0;208.0;127.0;43.0;124.0;40.0;67.0;16.0;66.0;15.0;3.0;10.0;62.0;45.0;11.0;6.0;5.0;1.0;6.0;49.0;6.0;11.0;6.0;5.0;3.0;1.0;7.0;11.0;12.0;9.0;-1.0;0.0;1.0;8.0
151;161 Sawmilling and planing of wood;2010;1.5;1.8;1.2;1.4;385.0;383.0;2.0;370.0;245.0;136.0;37.0;135.0;36.0;101.0;27.0;98.0;25.0;7.0;1.0;61.0;45.0;10.0;6.0;4.0;1.0;6.0;49.0;5.0;11.0;6.0;7.0;3.0;1.0;5.0;11.0;14.0;15.0;-3.0;0.0;4.0;17.0
152;161 Sawmilling and planing of wood;2011;1.3;1.6;1.1;1.3;371.0;372.0;-1.0;354.0;231.0;141.0;31.0;140.0;30.0;80.0;24.0;79.0;23.0;8.0;1.0;62.0;45.0;9.0;6.0;3.0;1.0;7.0;48.0;5.0;10.0;6.0;7.0;3.0;1.0;6.0;11.0;13.0;18.0;-3.0;0.0;1.0;16.0
153;161 Sawmilling and planing of wood;2012;1.1;1.4;1.0;1.2;344.0;342.0;2.0;323.0;208.0;124.0;36.0;126.0;38.0;74.0;19.0;73.0;18.0;8.0;1.0;58.0;41.0;9.0;5.0;4.0;1.0;7.0;46.0;5.0;9.0;7.0;6.0;3.0;1.0;5.0;10.0;11.0;21.0;-2.0;1.0;1.0;21.0
154;161 Sawmilling and planing of wood;2013;1.2;1.5;1.1;1.3;349.0;345.0;4.0;326.0;214.0;131.0;52.0;118.0;39.0;78.0;21.0;84.0;27.0;5.0;0.0;55.0;40.0;9.0;6.0;3.0;0.0;6.0;44.0;6.0;7.0;5.0;5.0;4.0;1.0;5.0;13.0;12.0;23.0;-4.0;0.0;1.0;20.0
155;162 Manufacture of products of wood;2009;13.9;18.1;12.7;15.5;2389.0;2390.0;-1.0;2214.0;1165.0;1011.0;205.0;1002.0;196.0;52.0;7.0;52.0;7.0;98.0;4.0;642.0;454.0;103.0;64.0;39.0;7.0;79.0;319.0;37.0;69.0;40.0;28.0;27.0;8.0;39.0;71.0;88.0;176.0;-16.0;0.0;6.0;167.0
156;162 Manufacture of products of wood;2010;14.1;17.9;12.7;15.7;2405.0;2386.0;19.0;2306.0;1231.0;1027.0;180.0;1013.0;166.0;96.0;18.0;98.0;20.0;104.0;4.0;650.0;457.0;105.0;64.0;41.0;6.0;82.0;317.0;37.0;67.0;40.0;32.0;24.0;7.0;38.0;71.0;108.0;100.0;-13.0;0.0;11.0;98.0
157;162 Manufacture of products of wood;2011;13.1;16.6;11.9;14.7;2553.0;2533.0;20.0;2412.0;1307.0;1074.0;152.0;1069.0;147.0;119.0;18.0;121.0;20.0;106.0;9.0;660.0;464.0;108.0;67.0;41.0;6.0;82.0;326.0;36.0;68.0;39.0;36.0;25.0;7.0;40.0;75.0;118.0;142.0;-4.0;1.0;7.0;146.0
158;162 Manufacture of products of wood;2012;12.1;15.6;10.9;13.6;2267.0;2252.0;14.0;2142.0;1145.0;942.0;139.0;938.0;135.0;108.0;15.0;108.0;15.0;87.0;9.0;597.0;419.0;102.0;64.0;38.0;5.0;71.0;293.0;34.0;60.0;36.0;33.0;21.0;7.0;36.0;67.0;108.0;125.0;-3.0;1.0;6.0;129.0
159;162 Manufacture of products of wood;2013;10.9;13.8;9.9;12.4;2046.0;2036.0;10.0;1984.0;1092.0;912.0;142.0;900.0;130.0;96.0;8.0;100.0;11.0;76.0;6.0;520.0;354.0;95.0;57.0;38.0;3.0;68.0;301.0;32.0;62.0;35.0;28.0;19.0;7.0;47.0;69.0;72.0;61.0;-9.0;0.0;-2.0;51.0
160;1623 Manufacture other builders' joinery;2009;9.2;11.6;8.4;10.1;1563.0;1565.0;-2.0;1410.0;727.0;641.0;103.0;637.0;99.0;6.0;1.0;5.0;1.0;77.0;4.0;434.0;309.0;71.0;45.0;27.0;5.0;49.0;193.0;21.0;41.0;23.0;18.0;15.0;5.0;24.0;47.0;57.0;153.0;-9.0;0.0;1.0;146.0
161;1623 Manufacture other builders' joinery;2010;9.7;12.0;8.8;10.7;1525.0;1517.0;9.0;1447.0;737.0;627.0;109.0;612.0;94.0;20.0;1.0;23.0;3.0;86.0;4.0;446.0;317.0;74.0;45.0;29.0;5.0;50.0;193.0;20.0;43.0;24.0;20.0;14.0;5.0;23.0;45.0;71.0;78.0;-1.0;-2.0;5.0;80.0
162;1623 Manufacture other builders' joinery;2011;9.2;11.6;8.3;10.3;1627.0;1614.0;12.0;1534.0;790.0;659.0;96.0;654.0;91.0;38.0;1.0;40.0;3.0;86.0;8.0;460.0;325.0;77.0;48.0;29.0;5.0;53.0;200.0;21.0;43.0;25.0;21.0;14.0;5.0;25.0;48.0;84.0;93.0;4.0;-2.0;7.0;102.0
163;1623 Manufacture other builders' joinery;2012;8.6;11.0;7.7;9.6;1485.0;1475.0;10.0;1401.0;718.0;602.0;93.0;596.0;88.0;38.0;1.0;39.0;2.0;71.0;8.0;428.0;302.0;75.0;47.0;28.0;4.0;47.0;180.0;19.0;38.0;23.0;19.0;12.0;5.0;22.0;42.0;76.0;84.0;4.0;-1.0;6.0;92.0
164;1623 Manufacture other builders' joinery;2013;7.7;9.5;7.0;8.4;1288.0;1281.0;7.0;1272.0;675.0;567.0;88.0;552.0;74.0;52.0;4.0;55.0;6.0;50.0;6.0;363.0;253.0;71.0;42.0;30.0;2.0;36.0;186.0;17.0;39.0;22.0;18.0;14.0;5.0;23.0;47.0;48.0;16.0;-6.0;-1.0;2.0;12.0
165;17-18 Manufacture of paper and printing;2009;50.2;57.0;45.8;50.0;9788.0;9618.0;171.0;9412.0;4388.0;3648.0;347.0;3679.0;379.0;209.0;46.0;204.0;42.0;509.0;23.0;2435.0;1811.0;401.0;243.0;158.0;21.0;201.0;2059.0;355.0;266.0;336.0;75.0;130.0;36.0;281.0;581.0;530.0;377.0;-52.0;-23.0;-37.0;264.0
166;17-18 Manufacture of paper and printing;2010;49.4;54.8;44.3;48.6;10722.0;10628.0;94.0;10224.0;5312.0;4523.0;323.0;4562.0;363.0;333.0;62.0;341.0;69.0;411.0;46.0;2407.0;1780.0;408.0;251.0;158.0;16.0;202.0;1999.0;313.0;259.0;328.0;75.0;137.0;40.0;246.0;602.0;506.0;499.0;-74.0;-10.0;3.0;417.0
167;17-18 Manufacture of paper and printing;2011;47.6;52.7;42.7;46.9;10941.0;10859.0;82.0;10402.0;5433.0;4657.0;365.0;4624.0;333.0;354.0;36.0;353.0;34.0;383.0;39.0;2418.0;1782.0;408.0;261.0;147.0;17.0;211.0;2066.0;332.0;249.0;341.0;75.0;135.0;39.0;270.0;624.0;486.0;539.0;-85.0;-11.0;-103.0;341.0
168;17-18 Manufacture of paper and printing;2012;44.9;49.9;40.0;44.1;10405.0;10351.0;53.0;9996.0;5152.0;4221.0;310.0;4215.0;304.0;518.0;40.0;521.0;43.0;375.0;37.0;2350.0;1718.0;415.0;255.0;160.0;17.0;200.0;2054.0;329.0;244.0;333.0;71.0;126.0;38.0;269.0;644.0;440.0;409.0;-61.0;-12.0;-46.0;290.0
169;17-18 Manufacture of paper and printing;2013;42.9;48.6;38.4;41.7;10086.0;9990.0;97.0;9607.0;5053.0;4324.0;308.0;4298.0;282.0;382.0;34.0;383.0;35.0;318.0;29.0;2261.0;1641.0;393.0;245.0;148.0;12.0;215.0;1899.0;334.0;236.0;319.0;65.0;137.0;36.0;254.0;519.0;393.0;480.0;-61.0;-1.0;-19.0;399.0
170;17 Manufacture of paper ;2009;17.9;19.6;16.8;17.9;4825.0;4693.0;132.0;4644.0;2333.0;2112.0;172.0;2108.0;167.0;139.0;24.0;140.0;24.0;63.0;18.0;984.0;723.0;161.0;92.0;69.0;8.0;93.0;1064.0;268.0;96.0;142.0;20.0;58.0;11.0;168.0;300.0;263.0;181.0;-9.0;-3.0;-41.0;128.0
171;17 Manufacture of paper ;2010;18.4;20.1;17.4;18.7;5938.0;5879.0;59.0;5651.0;3324.0;3075.0;202.0;3104.0;232.0;176.0;44.0;183.0;51.0;58.0;16.0;1055.0;767.0;176.0;103.0;73.0;6.0;106.0;1027.0;244.0;109.0;150.0;22.0;70.0;14.0;137.0;282.0;245.0;287.0;-24.0;-3.0;-13.0;247.0
172;17 Manufacture of paper ;2011;18.1;19.7;17.0;18.3;6255.0;6208.0;47.0;5900.0;3565.0;3270.0;238.0;3239.0;206.0;216.0;21.0;214.0;19.0;72.0;7.0;1060.0;772.0;171.0;109.0;62.0;8.0;109.0;1050.0;261.0;103.0;162.0;22.0;66.0;13.0;161.0;262.0;226.0;355.0;-30.0;-2.0;-119.0;203.0
173;17 Manufacture of paper ;2012;18.4;19.9;17.2;18.6;6097.0;6065.0;32.0;5824.0;3465.0;2956.0;192.0;2950.0;187.0;390.0;27.0;391.0;28.0;113.0;7.0;1097.0;788.0;196.0;112.0;84.0;7.0;106.0;1057.0;261.0;110.0;169.0;22.0;65.0;13.0;175.0;243.0;205.0;273.0;-18.0;-4.0;-29.0;222.0
174;17 Manufacture of paper ;2013;17.5;19.6;16.4;17.6;5976.0;5913.0;63.0;5678.0;3379.0;2997.0;198.0;2979.0;180.0;315.0;19.0;316.0;21.0;64.0;3.0;1082.0;765.0;194.0;113.0;81.0;6.0;118.0;1014.0;265.0;109.0;174.0;25.0;62.0;14.0;154.0;211.0;203.0;299.0;-31.0;0.0;-16.0;251.0
175;171 Manufacture of pulp, paper,  -board;2009;4.2;4.6;4.1;4.3;1448.0;1455.0;-8.0;1444.0;595.0;569.0;45.0;571.0;47.0;6.0;1.0;6.0;1.0;10.0;10.0;260.0;195.0;39.0;23.0;15.0;2.0;25.0;462.0;194.0;32.0;56.0;4.0;22.0;3.0;68.0;83.0;127.0;4.0;-6.0;2.0;-25.0;-25.0
176;171 Manufacture of pulp, paper,  -board;2010;3.7;4.0;3.6;3.8;1569.0;1538.0;30.0;1518.0;789.0;773.0;40.0;782.0;50.0;4.0;4.0;5.0;5.0;4.0;9.0;243.0;177.0;39.0;21.0;17.0;2.0;26.0;398.0;166.0;30.0;58.0;3.0;21.0;2.0;54.0;64.0;87.0;51.0;0.0;-2.0;-14.0;35.0
177;171 Manufacture of pulp, paper,  -board;2011;3.8;4.1;3.7;3.9;1751.0;1738.0;14.0;1670.0;892.0;879.0;71.0;872.0;64.0;8.0;2.0;8.0;2.0;4.0;2.0;245.0;183.0;35.0;23.0;13.0;2.0;25.0;452.0;183.0;33.0;62.0;4.0;23.0;2.0;54.0;92.0;82.0;81.0;-9.0;-2.0;-122.0;-53.0
178;171 Manufacture of pulp, paper,  -board;2012;3.8;4.2;3.7;4.0;1704.0;1689.0;15.0;1608.0;829.0;796.0;50.0;800.0;55.0;26.0;2.0;27.0;2.0;4.0;3.0;265.0;189.0;47.0;25.0;22.0;3.0;27.0;448.0;181.0;37.0;60.0;4.0;21.0;2.0;58.0;85.0;67.0;96.0;-1.0;0.0;-26.0;69.0
179;171 Manufacture of pulp, paper,  -board;2013;3.8;4.2;3.7;3.9;1666.0;1653.0;14.0;1577.0;803.0;789.0;56.0;783.0;50.0;9.0;2.0;9.0;2.0;3.0;2.0;259.0;184.0;47.0;25.0;22.0;2.0;26.0;451.0;186.0;36.0;66.0;4.0;21.0;3.0;56.0;79.0;63.0;90.0;7.0;4.0;-13.0;87.0
180;172 Manufacture of articles of paper;2009;13.7;15.0;12.7;13.6;3377.0;3237.0;140.0;3201.0;1738.0;1543.0;127.0;1537.0;121.0;133.0;23.0;134.0;24.0;54.0;8.0;724.0;528.0;123.0;69.0;54.0;6.0;68.0;602.0;74.0;64.0;86.0;16.0;36.0;9.0;100.0;217.0;136.0;177.0;-3.0;-5.0;-16.0;153.0
181;172 Manufacture of articles of paper;2010;14.7;16.1;13.8;14.9;4370.0;4341.0;29.0;4134.0;2535.0;2302.0;161.0;2322.0;182.0;172.0;41.0;178.0;46.0;54.0;7.0;812.0;590.0;138.0;82.0;56.0;4.0;81.0;629.0;78.0;79.0;92.0;19.0;49.0;12.0;83.0;218.0;158.0;236.0;-24.0;-1.0;2.0;212.0
182;172 Manufacture of articles of paper;2011;14.3;15.7;13.3;14.4;4504.0;4470.0;34.0;4230.0;2673.0;2391.0;167.0;2366.0;142.0;208.0;19.0;206.0;17.0;69.0;5.0;815.0;590.0;136.0;86.0;50.0;5.0;85.0;598.0;78.0;70.0;99.0;18.0;44.0;11.0;108.0;170.0;144.0;274.0;-21.0;0.0;4.0;256.0
183;172 Manufacture of articles of paper;2012;14.5;15.7;13.5;14.6;4393.0;4376.0;17.0;4216.0;2636.0;2160.0;142.0;2150.0;132.0;363.0;25.0;364.0;26.0;109.0;4.0;832.0;600.0;149.0;87.0;62.0;4.0;79.0;610.0;81.0;73.0;109.0;18.0;44.0;11.0;118.0;158.0;139.0;177.0;-17.0;-4.0;-4.0;153.0
184;172 Manufacture of articles of paper;2013;13.7;15.5;12.7;13.7;4310.0;4261.0;50.0;4101.0;2576.0;2208.0;141.0;2196.0;130.0;306.0;17.0;308.0;19.0;61.0;1.0;823.0;581.0;147.0;88.0;59.0;4.0;92.0;562.0;79.0;73.0;108.0;21.0;41.0;11.0;97.0;132.0;140.0;209.0;-38.0;-4.0;-3.0;164.0
185;1721 Manufacture corrugated paper(board);2009;7.7;8.7;7.3;7.9;1847.0;1845.0;2.0;1769.0;1036.0;955.0;58.0;948.0;50.0;44.0;4.0;45.0;6.0;30.0;7.0;414.0;298.0;71.0;39.0;32.0;4.0;42.0;245.0;34.0;37.0;51.0;9.0;12.0;5.0;40.0;57.0;74.0;79.0;-6.0;-5.0;-14.0;55.0
186;1721 Manufacture corrugated paper(board);2010;7.7;8.6;7.2;8.0;2010.0;1995.0;15.0;1905.0;1128.0;995.0;65.0;1009.0;78.0;96.0;19.0;98.0;21.0;32.0;4.0;428.0;307.0;69.0;42.0;27.0;4.0;49.0;272.0;33.0;44.0;56.0;10.0;16.0;5.0;42.0;65.0;78.0;105.0;-13.0;-2.0;2.0;92.0
187;1721 Manufacture corrugated paper(board);2011;7.8;8.7;7.2;8.0;2216.0;2207.0;9.0;2087.0;1291.0;1162.0;80.0;1143.0;61.0;102.0;8.0;100.0;6.0;25.0;3.0;438.0;316.0;68.0;48.0;20.0;4.0;50.0;282.0;35.0;44.0;55.0;10.0;15.0;5.0;54.0;65.0;76.0;128.0;-12.0;-1.0;2.0;118.0
188;1721 Manufacture corrugated paper(board);2012;7.6;8.4;7.1;7.8;2163.0;2159.0;5.0;2030.0;1253.0;1126.0;63.0;1124.0;62.0;96.0;7.0;97.0;8.0;31.0;1.0;444.0;319.0;77.0;46.0;31.0;3.0;45.0;264.0;33.0;46.0;54.0;9.0;12.0;5.0;53.0;53.0;69.0;133.0;-7.0;-2.0;-6.0;118.0
189;1721 Manufacture corrugated paper(board);2013;7.4;8.7;6.9;7.8;2167.0;2164.0;3.0;2060.0;1277.0;1149.0;67.0;1144.0;61.0;106.0;11.0;107.0;12.0;22.0;0.0;445.0;310.0;76.0;48.0;28.0;3.0;57.0;268.0;33.0;46.0;55.0;14.0;14.0;4.0;44.0;58.0;70.0;107.0;-26.0;-4.0;-7.0;70.0
190;18 Printing and reproduction;2009;32.3;37.4;29.0;32.1;4963.0;4925.0;38.0;4768.0;2055.0;1535.0;175.0;1572.0;212.0;69.0;23.0;64.0;17.0;446.0;5.0;1451.0;1088.0;240.0;151.0;89.0;14.0;109.0;995.0;87.0;170.0;194.0;55.0;71.0;24.0;113.0;281.0;266.0;196.0;-43.0;-21.0;4.0;136.0
191;18 Printing and reproduction;2010;31.0;34.8;27.0;29.9;4784.0;4749.0;35.0;4573.0;1988.0;1448.0;122.0;1458.0;131.0;157.0;17.0;158.0;18.0;353.0;30.0;1352.0;1014.0;232.0;148.0;84.0;10.0;95.0;972.0;69.0;150.0;178.0;53.0;67.0;26.0;109.0;320.0;261.0;212.0;-50.0;-8.0;16.0;170.0
192;18 Printing and reproduction;2011;29.5;33.0;25.8;28.7;4686.0;4651.0;35.0;4502.0;1868.0;1387.0;128.0;1386.0;126.0;139.0;15.0;139.0;16.0;311.0;32.0;1358.0;1010.0;237.0;153.0;85.0;10.0;101.0;1016.0;71.0;146.0;179.0;53.0;69.0;26.0;109.0;363.0;260.0;185.0;-55.0;-9.0;16.0;138.0
193;18 Printing and reproduction;2012;26.5;30.0;22.8;25.5;4308.0;4286.0;21.0;4172.0;1687.0;1266.0;118.0;1264.0;117.0;129.0;13.0;130.0;14.0;262.0;30.0;1253.0;930.0;219.0;144.0;76.0;10.0;94.0;996.0;68.0;135.0;164.0;50.0;61.0;25.0;94.0;401.0;235.0;136.0;-43.0;-8.0;-17.0;67.0
194;18 Printing and reproduction;2013;25.4;28.9;22.1;24.1;4110.0;4076.0;34.0;3929.0;1675.0;1327.0;110.0;1319.0;102.0;67.0;15.0;67.0;15.0;255.0;26.0;1179.0;876.0;199.0;132.0;68.0;6.0;97.0;885.0;69.0;127.0;145.0;41.0;75.0;23.0;100.0;308.0;191.0;181.0;-29.0;-1.0;-3.0;148.0
195;181 Printing and services for printing;2009;31.2;36.1;28.1;31.1;4835.0;4799.0;36.0;4646.0;2017.0;1511.0;173.0;1549.0;211.0;62.0;22.0;57.0;17.0;439.0;5.0;1410.0;1056.0;234.0;147.0;87.0;14.0;107.0;957.0;85.0;163.0;191.0;53.0;68.0;24.0;109.0;265.0;262.0;189.0;-41.0;-21.0;6.0;133.0
196;181 Printing and services for printing;2010;30.0;33.6;26.1;29.0;4671.0;4636.0;34.0;4460.0;1950.0;1424.0;121.0;1433.0;130.0;153.0;17.0;154.0;17.0;344.0;30.0;1313.0;982.0;227.0;144.0;83.0;10.0;93.0;942.0;68.0;144.0;176.0;52.0;65.0;25.0;103.0;308.0;255.0;211.0;-49.0;-8.0;17.0;171.0
197;181 Printing and services for printing;2011;28.6;32.0;24.9;27.8;4563.0;4529.0;34.0;4381.0;1817.0;1347.0;125.0;1346.0;124.0;137.0;14.0;138.0;15.0;301.0;32.0;1319.0;979.0;232.0;148.0;84.0;10.0;99.0;990.0;68.0;143.0;177.0;52.0;68.0;25.0;107.0;351.0;255.0;183.0;-52.0;-9.0;18.0;139.0
198;181 Printing and services for printing;2012;25.6;29.0;22.1;24.8;4191.0;4170.0;21.0;4062.0;1637.0;1222.0;117.0;1221.0;116.0;124.0;13.0;126.0;14.0;261.0;30.0;1219.0;905.0;213.0;139.0;74.0;10.0;91.0;975.0;65.0;131.0;162.0;48.0;60.0;24.0;90.0;395.0;231.0;129.0;-42.0;-9.0;-17.0;61.0
199;181 Printing and services for printing;2013;24.6;28.0;21.4;23.3;3964.0;3931.0;33.0;3791.0;1604.0;1281.0;108.0;1273.0;100.0;42.0;15.0;42.0;15.0;254.0;26.0;1142.0;850.0;194.0;128.0;66.0;6.0;93.0;858.0;66.0;123.0;143.0;39.0;73.0;22.0;96.0;295.0;187.0;173.0;-30.0;-1.0;-3.0;139.0
200;1812 Other printing;2009;25.6;29.2;23.1;25.3;4092.0;4064.0;28.0;3937.0;1747.0;1294.0;122.0;1303.0;131.0;58.0;22.0;53.0;17.0;391.0;4.0;1156.0;866.0;193.0;122.0;71.0;12.0;86.0;816.0;73.0;128.0;164.0;42.0;60.0;20.0;90.0;240.0;218.0;155.0;-35.0;-19.0;5.0;106.0
201;1812 Other printing;2010;24.6;27.6;21.5;24.0;4015.0;3988.0;28.0;3832.0;1703.0;1226.0;106.0;1235.0;115.0;148.0;17.0;149.0;17.0;302.0;28.0;1097.0;819.0;189.0;121.0;67.0;10.0;79.0;820.0;59.0;120.0;157.0;43.0;57.0;21.0;89.0;275.0;212.0;183.0;-40.0;-5.0;11.0;148.0
202;1812 Other printing;2011;23.5;26.2;20.6;23.0;3916.0;3885.0;31.0;3750.0;1589.0;1155.0;111.0;1153.0;109.0;133.0;14.0;134.0;15.0;272.0;30.0;1088.0;808.0;189.0;122.0;67.0;9.0;82.0;861.0;59.0;116.0;158.0;41.0;60.0;20.0;93.0;315.0;211.0;167.0;-43.0;-5.0;10.0;129.0
203;1812 Other printing;2012;20.9;23.6;18.2;20.3;3576.0;3560.0;17.0;3459.0;1423.0;1038.0;102.0;1037.0;101.0;121.0;12.0;122.0;14.0;237.0;28.0;998.0;741.0;173.0;114.0;58.0;9.0;76.0;849.0;55.0;104.0;145.0;38.0;51.0;19.0;77.0;361.0;188.0;118.0;-34.0;-5.0;-23.0;56.0
204;1812 Other printing;2013;20.0;22.8;17.5;19.2;3389.0;3360.0;29.0;3240.0;1389.0;1102.0;95.0;1097.0;90.0;34.0;11.0;34.0;11.0;232.0;21.0;940.0;696.0;160.0;106.0;54.0;5.0;80.0;747.0;57.0;96.0;127.0;32.0;63.0;19.0;85.0;268.0;163.0;149.0;-28.0;0.0;-3.0;119.0
205;182 Reproduction of recorded media;2009;1.1;1.3;0.9;1.0;128.0;126.0;2.0;122.0;38.0;24.0;2.0;23.0;1.0;7.0;1.0;7.0;1.0;7.0;1.0;41.0;32.0;7.0;5.0;2.0;0.0;2.0;38.0;3.0;7.0;2.0;2.0;3.0;1.0;4.0;16.0;5.0;6.0;-1.0;0.0;-2.0;3.0
206;182 Reproduction of recorded media;2010;1.1;1.1;0.9;0.9;114.0;113.0;1.0;113.0;38.0;25.0;1.0;24.0;1.0;4.0;1.0;4.0;1.0;9.0;0.0;39.0;32.0;5.0;4.0;1.0;0.0;3.0;30.0;2.0;6.0;2.0;1.0;2.0;1.0;5.0;12.0;6.0;1.0;-1.0;0.0;-1.0;-1.0
207;182 Reproduction of recorded media;2011;0.9;0.9;0.8;0.8;123.0;122.0;1.0;121.0;52.0;41.0;3.0;40.0;3.0;1.0;0.0;1.0;0.0;10.0;0.0;39.0;31.0;6.0;4.0;1.0;0.0;2.0;26.0;3.0;3.0;3.0;1.0;1.0;1.0;2.0;12.0;5.0;2.0;-2.0;0.0;-1.0;-2.0
