ID;RegioS;GeslachtLeeftijd;Perioden;NieuwePupillen_1;TotaalBeeindigdeVoogdij_2;Meerderjarigheid_3;AndereReden_4;PupillenPer3112_5;NieuwePupillen_6;TotaalBeeindigdeVoorlopigeVoogdij_7;Ondertoezichtstelling_8;AndereReden_9;PupillenPer3112_10;NieuwePupillen_11;TotaalBeeindigdeOndertoezichtstelling_12;Voogdij_13;Meerderjarigheid_14;AndereReden_15;PupillenPer3112_16
498;Zuid-Nederland;Jongens;2001;62;139;121.0;18;669;27;21;3;18;20;515;507;25;2.0;480;2142
499;Zuid-Nederland;Jongens;2002;126;116;92.0;24;672;31;33;1;32;18;551;596;77;12.0;507;2128
500;Zuid-Nederland;Meisjes;1998;128;145;129.0;16;759;0;0;0;0;0;474;507;45;152.0;310;1770
501;Zuid-Nederland;Meisjes;1999;80;136;120.0;16;696;0;0;0;0;0;473;522;43;224.0;255;1767
502;Zuid-Nederland;Meisjes;2000;85;131;111.0;20;646;25;23;9;14;17;517;498;52;155.0;291;1805
503;Zuid-Nederland;Meisjes;2001;63;107;91.0;16;600;32;31;3;28;14;475;487;29;4.0;454;1801
504;Zuid-Nederland;Meisjes;2002;98;105;83.0;22;592;25;30;5;25;13;566;517;52;9.0;456;1854
505;Zuid-Nederland;0-4 jaar;1998;55;11;;0;99;0;0;0;0;0;182;62;0;;0;380
506;Zuid-Nederland;0-4 jaar;1999;45;8;;0;98;0;0;0;0;0;204;55;0;;0;390
507;Zuid-Nederland;0-4 jaar;2000;44;14;;14;96;24;21;2;19;15;175;63;17;;46;376
508;Zuid-Nederland;0-4 jaar;2001;39;14;;14;89;16;38;6;32;7;174;32;7;;25;388
509;Zuid-Nederland;0-4 jaar;2002;41;7;;7;103;17;52;6;46;8;206;60;13;;47;398
510;Zuid-Nederland;5-9 jaar;1998;55;5;;0;300;0;0;0;0;0;209;182;0;;0;920
511;Zuid-Nederland;5-9 jaar;1999;38;6;;0;296;0;0;0;0;0;230;145;0;;0;946
512;Zuid-Nederland;5-9 jaar;2000;31;5;;5;261;6;9;4;5;8;198;152;20;;132;907
513;Zuid-Nederland;5-9 jaar;2001;23;5;;5;237;10;1;0;1;10;213;135;15;;120;915
514;Zuid-Nederland;5-9 jaar;2002;62;10;;10;234;8;0;0;0;7;192;147;49;;98;892
515;Zuid-Nederland;10-14 jaar;1998;58;6;;0;555;0;0;0;0;0;353;245;0;;0;1349
516;Zuid-Nederland;10-14 jaar;1999;63;12;;0;530;0;0;0;0;0;312;216;0;;0;1261
517;Zuid-Nederland;10-14 jaar;2000;52;10;;10;526;6;7;4;3;4;371;214;35;;179;1295
518;Zuid-Nederland;10-14 jaar;2001;33;6;;6;507;9;2;0;2;6;324;177;22;;155;1326
519;Zuid-Nederland;10-14 jaar;2002;67;17;;17;482;14;2;0;2;6;348;224;46;;178;1300
520;Zuid-Nederland;15-17 jaar;1998;127;384;0.0;0;779;0;0;0;0;0;306;617;0;0.0;0;1255
521;Zuid-Nederland;15-17 jaar;1999;37;337;0.0;0;608;0;0;0;0;0;258;714;0;0.0;0;1292
522;Zuid-Nederland;15-17 jaar;2000;55;279;268.0;11;507;9;8;4;4;7;319;637;28;334.0;275;1356
523;Zuid-Nederland;15-17 jaar;2001;30;221;212.0;9;436;24;11;0;11;11;279;650;10;6.0;634;1314
524;Zuid-Nederland;15-17 jaar;2002;54;187;175.0;12;445;17;9;0;9;10;371;682;21;21.0;640;1392
525;Noord-Brabant;Totaal geslacht/leeftijd;1998;260;348;320.0;28;1359;0;0;0;0;0;628;730;61;209.0;460;2437
526;Noord-Brabant;Totaal geslacht/leeftijd;1999;132;301;276.0;25;1171;0;0;0;0;0;646;764;61;363.0;340;2412
527;Noord-Brabant;Totaal geslacht/leeftijd;2000;129;259;230.0;29;1029;30;35;11;24;24;648;671;67;213.0;391;2426
528;Noord-Brabant;Totaal geslacht/leeftijd;2001;86;191;168.0;23;925;53;39;6;33;32;651;638;41;4.0;593;2446
529;Noord-Brabant;Totaal geslacht/leeftijd;2002;162;165;133.0;32;916;48;54;4;50;30;708;724;90;19.0;615;2455
530;Noord-Brabant;Jongens;1998;154;231;212.0;19;774;0;0;0;0;0;342;389;30;111.0;248;1306
531;Noord-Brabant;Jongens;1999;72;195;185.0;10;639;0;0;0;0;0;335;393;31;194.0;168;1302
532;Noord-Brabant;Jongens;2000;70;146;132.0;14;552;14;16;3;13;15;324;353;33;113.0;207;1298
533;Noord-Brabant;Jongens;2001;41;107;95.0;12;489;25;18;3;15;20;340;314;17;1.0;296;1322
534;Noord-Brabant;Jongens;2002;90;85;70.0;15;488;28;30;0;30;18;352;388;53;11.0;324;1309
535;Noord-Brabant;Meisjes;1998;106;117;108.0;9;585;0;0;0;0;0;286;341;31;98.0;212;1131
536;Noord-Brabant;Meisjes;1999;60;106;91.0;15;532;0;0;0;0;0;311;371;30;169.0;172;1110
537;Noord-Brabant;Meisjes;2000;59;113;98.0;15;477;16;19;8;11;9;324;318;34;100.0;184;1128
538;Noord-Brabant;Meisjes;2001;45;84;73.0;11;436;28;21;3;18;12;311;324;24;3.0;297;1124
539;Noord-Brabant;Meisjes;2002;72;80;63.0;17;428;20;24;4;20;12;356;336;37;8.0;291;1146
540;Noord-Brabant;0-4 jaar;1998;47;6;;0;80;0;0;0;0;0;111;48;0;;0;239
541;Noord-Brabant;0-4 jaar;1999;34;8;;0;74;0;0;0;0;0;144;40;0;;0;252
542;Noord-Brabant;0-4 jaar;2000;32;8;;8;74;12;13;1;12;8;105;43;13;;30;240
543;Noord-Brabant;0-4 jaar;2001;17;8;;8;61;12;25;6;19;6;118;17;4;;13;257
544;Noord-Brabant;0-4 jaar;2002;26;5;;5;69;13;43;4;39;8;142;43;9;;34;267
545;Noord-Brabant;5-9 jaar;1998;47;5;;0;225;0;0;0;0;0;114;131;0;;0;574
546;Noord-Brabant;5-9 jaar;1999;23;6;;0;222;0;0;0;0;0;140;83;0;;0;600
547;Noord-Brabant;5-9 jaar;2000;20;5;;5;197;6;9;4;5;7;128;96;10;;86;571
548;Noord-Brabant;5-9 jaar;2001;18;3;;3;185;10;1;0;1;10;146;92;13;;79;576
549;Noord-Brabant;5-9 jaar;2002;45;9;;9;178;8;0;0;0;7;125;95;32;;63;575
550;Noord-Brabant;10-14 jaar;1998;46;6;;0;405;0;0;0;0;0;215;155;0;;0;834
551;Noord-Brabant;10-14 jaar;1999;43;8;;0;382;0;0;0;0;0;208;151;0;;0;772
552;Noord-Brabant;10-14 jaar;2000;35;9;;9;371;4;5;2;3;3;231;138;25;;113;795
553;Noord-Brabant;10-14 jaar;2001;25;4;;4;354;8;2;0;2;5;203;129;15;;114;807
554;Noord-Brabant;10-14 jaar;2002;50;9;;9;351;12;2;0;2;6;207;148;34;;114;789
555;Noord-Brabant;15-17 jaar;1998;120;331;0.0;0;649;0;0;0;0;0;188;396;0;0.0;0;790
556;Noord-Brabant;15-17 jaar;1999;32;279;0.0;0;493;0;0;0;0;0;154;490;0;0.0;0;788
557;Noord-Brabant;15-17 jaar;2000;42;237;230.0;7;387;8;8;4;4;6;184;394;19;213.0;162;820
558;Noord-Brabant;15-17 jaar;2001;26;176;168.0;8;325;23;11;0;11;11;184;400;9;4.0;387;806
559;Noord-Brabant;15-17 jaar;2002;41;142;133.0;9;318;15;9;0;9;9;234;438;15;19.0;404;824
560;Limburg;Totaal geslacht/leeftijd;1998;35;63;50.0;13;374;0;0;0;0;0;422;376;20;137.0;219;1467
561;Limburg;Totaal geslacht/leeftijd;1999;51;64;57.0;7;361;0;0;0;0;0;358;366;30;144.0;192;1477
562;Limburg;Totaal geslacht/leeftijd;2000;53;49;38.0;11;361;15;10;3;7;10;415;395;33;121.0;241;1508
563;Limburg;Totaal geslacht/leeftijd;2001;39;55;44.0;11;344;6;13;0;13;2;339;356;13;2.0;341;1497
564;Limburg;Totaal geslacht/leeftijd;2002;62;56;42.0;14;348;8;9;2;7;1;409;389;39;2.0;348;1527
565;Limburg;Jongens;1998;13;35;29.0;6;200;0;0;0;0;0;234;210;6;83.0;121;828
566;Limburg;Jongens;1999;31;34;28.0;6;197;0;0;0;0;0;196;215;17;89.0;109;820
567;Limburg;Jongens;2000;27;31;25.0;6;192;6;6;2;4;2;222;215;15;66.0;134;831
568;Limburg;Jongens;2001;21;32;26.0;6;180;2;3;0;3;0;175;193;8;1.0;184;820
569;Limburg;Jongens;2002;36;31;22.0;9;184;3;3;1;2;0;199;208;24;1.0;183;819
570;Limburg;Meisjes;1998;22;28;21.0;7;174;0;0;0;0;0;188;166;14;54.0;98;639
571;Limburg;Meisjes;1999;20;30;29.0;1;164;0;0;0;0;0;162;151;13;55.0;83;657
572;Limburg;Meisjes;2000;26;18;13.0;5;169;9;4;1;3;8;193;180;18;55.0;107;677
573;Limburg;Meisjes;2001;18;23;18.0;5;164;4;10;0;10;2;164;163;5;1.0;157;677
574;Limburg;Meisjes;2002;26;25;20.0;5;164;5;6;1;5;1;210;181;15;1.0;165;708
575;Limburg;0-4 jaar;1998;8;5;;0;19;0;0;0;0;0;71;14;0;;0;141
576;Limburg;0-4 jaar;1999;11;0;;0;24;0;0;0;0;0;60;15;0;;0;138
577;Limburg;0-4 jaar;2000;12;6;;6;22;12;8;1;7;7;70;20;4;;16;136
578;Limburg;0-4 jaar;2001;22;6;;6;28;4;13;0;13;1;56;15;3;;12;131
579;Limburg;0-4 jaar;2002;15;2;;2;34;4;9;2;7;0;64;17;4;;13;131
580;Limburg;5-9 jaar;1998;8;0;;0;75;0;0;0;0;0;95;51;0;;0;346
581;Limburg;5-9 jaar;1999;15;0;;0;74;0;0;0;0;0;90;62;0;;0;346
582;Limburg;5-9 jaar;2000;11;0;;0;64;0;0;0;0;1;70;56;10;;46;336
583;Limburg;5-9 jaar;2001;5;2;;2;52;0;0;0;0;0;67;43;2;;41;339
584;Limburg;5-9 jaar;2002;17;1;;1;56;0;0;0;0;0;67;52;17;;35;317
585;Limburg;10-14 jaar;1998;12;0;;0;150;0;0;0;0;0;138;90;0;;0;515
586;Limburg;10-14 jaar;1999;20;4;;0;148;0;0;0;0;0;104;65;0;;0;489
587;Limburg;10-14 jaar;2000;17;1;;1;155;2;2;2;0;1;140;76;10;;66;500
588;Limburg;10-14 jaar;2001;8;2;;2;153;1;0;0;0;1;121;48;7;;41;519
589;Limburg;10-14 jaar;2002;17;8;;8;131;2;0;0;0;0;141;76;12;;64;511
590;Limburg;15-17 jaar;1998;7;53;0.0;0;130;0;0;0;0;0;118;221;0;0.0;0;465
591;Limburg;15-17 jaar;1999;5;58;0.0;0;115;0;0;0;0;0;104;224;0;0.0;0;504
592;Limburg;15-17 jaar;2000;13;42;38.0;4;120;1;0;0;0;1;135;243;9;121.0;113;536
593;Limburg;15-17 jaar;2001;4;45;44.0;1;111;1;0;0;0;0;95;250;1;2.0;247;508
594;Limburg;15-17 jaar;2002;13;45;42.0;3;127;2;0;0;0;1;137;244;6;2.0;236;568
595;Onbekend;Totaal geslacht/leeftijd;1998;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
596;Onbekend;Totaal geslacht/leeftijd;1999;0;0;0.0;27;16;0;0;0;0;0;0;0;0;0.0;0;0
597;Onbekend;Totaal geslacht/leeftijd;2000;2;3;3.0;0;17;1;0;0;0;1;22;9;1;1.0;7;57
598;Onbekend;Totaal geslacht/leeftijd;2001;0;2;2.0;0;7;0;0;0;0;0;17;9;0;1.0;8;62
599;Onbekend;Totaal geslacht/leeftijd;2002;0;1;1.0;0;2;0;0;0;0;0;0;0;0;0.0;0;0
600;Onbekend;Jongens;1998;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
601;Onbekend;Jongens;1999;0;0;0.0;20;7;0;0;0;0;0;0;0;0;0.0;0;0
602;Onbekend;Jongens;2000;2;2;2.0;0;7;1;0;0;0;1;11;4;1;1.0;2;30
603;Onbekend;Jongens;2001;0;2;2.0;0;6;0;0;0;0;0;8;3;0;0.0;3;33
604;Onbekend;Jongens;2002;0;1;1.0;0;2;0;0;0;0;0;0;0;0;0.0;0;0
605;Onbekend;Meisjes;1998;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
606;Onbekend;Meisjes;1999;0;0;0.0;7;9;0;0;0;0;0;0;0;0;0.0;0;0
607;Onbekend;Meisjes;2000;0;1;1.0;0;10;0;0;0;0;0;11;5;0;0.0;5;27
608;Onbekend;Meisjes;2001;0;0;0.0;0;1;0;0;0;0;0;9;6;0;1.0;5;29
609;Onbekend;Meisjes;2002;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
610;Onbekend;0-4 jaar;1998;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0
611;Onbekend;0-4 jaar;1999;11;9;;0;0;0;0;0;0;0;0;0;0;;0;0
612;Onbekend;0-4 jaar;2000;0;0;;0;1;0;0;0;0;0;4;1;0;;1;3
613;Onbekend;0-4 jaar;2001;0;0;;0;0;0;0;0;0;0;3;0;0;;0;8
614;Onbekend;0-4 jaar;2002;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0
615;Onbekend;5-9 jaar;1998;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0
616;Onbekend;5-9 jaar;1999;12;8;;0;4;0;0;0;0;0;0;0;0;;0;0
617;Onbekend;5-9 jaar;2000;0;0;;0;3;0;0;0;0;0;7;1;0;;1;15
618;Onbekend;5-9 jaar;2001;0;0;;0;2;0;0;0;0;0;1;1;0;;1;14
619;Onbekend;5-9 jaar;2002;0;0;;0;1;0;0;0;0;0;0;0;0;;0;0
620;Onbekend;10-14 jaar;1998;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0
621;Onbekend;10-14 jaar;1999;0;9;;0;8;0;0;0;0;0;0;0;0;;0;0
622;Onbekend;10-14 jaar;2000;0;0;;0;6;1;0;0;0;1;3;2;0;;2;23
623;Onbekend;10-14 jaar;2001;0;0;;0;2;0;0;0;0;0;5;1;0;;1;23
624;Onbekend;10-14 jaar;2002;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0
625;Onbekend;15-17 jaar;1998;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
626;Onbekend;15-17 jaar;1999;11;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
627;Onbekend;15-17 jaar;2000;2;3;3.0;0;7;0;0;0;0;0;8;5;1;1.0;3;16
628;Onbekend;15-17 jaar;2001;0;2;2.0;0;3;0;0;0;0;0;8;7;0;1.0;6;17
629;Onbekend;15-17 jaar;2002;0;1;1.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0
