ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemersInDecember_1
3048;A-U Alle economische activiteiten;Haren;2020 december;
3049;A-U Alle economische activiteiten;Haren;2021 december;
3050;A-U Alle economische activiteiten;Haren;2022 december;
3051;A-U Alle economische activiteiten;Haren;2023 december;
3052;A-U Alle economische activiteiten;Harenkarspel;2010 december;5.1
3053;A-U Alle economische activiteiten;Harenkarspel;2011 december;5.5
3054;A-U Alle economische activiteiten;Harenkarspel;2012 december;4.8
3055;A-U Alle economische activiteiten;Harenkarspel;2013 december;
3056;A-U Alle economische activiteiten;Harenkarspel;2014 december;
3057;A-U Alle economische activiteiten;Harenkarspel;2015 december;
3058;A-U Alle economische activiteiten;Harenkarspel;2016 december;
3059;A-U Alle economische activiteiten;Harenkarspel;2017 december;
3060;A-U Alle economische activiteiten;Harenkarspel;2018 december;
3061;A-U Alle economische activiteiten;Harenkarspel;2019 december;
3062;A-U Alle economische activiteiten;Harenkarspel;2020 december;
3063;A-U Alle economische activiteiten;Harenkarspel;2021 december;
3064;A-U Alle economische activiteiten;Harenkarspel;2022 december;
3065;A-U Alle economische activiteiten;Harenkarspel;2023 december;
3066;A-U Alle economische activiteiten;Harlingen;2010 december;5.4
3067;A-U Alle economische activiteiten;Harlingen;2011 december;5.2
3068;A-U Alle economische activiteiten;Harlingen;2012 december;5.4
3069;A-U Alle economische activiteiten;Harlingen;2013 december;5.3
3070;A-U Alle economische activiteiten;Harlingen;2014 december;5.3
3071;A-U Alle economische activiteiten;Harlingen;2015 december;5.3
3072;A-U Alle economische activiteiten;Harlingen;2016 december;5.0
3073;A-U Alle economische activiteiten;Harlingen;2017 december;5.2
3074;A-U Alle economische activiteiten;Harlingen;2018 december;5.8
3075;A-U Alle economische activiteiten;Harlingen;2019 december;5.5
3076;A-U Alle economische activiteiten;Harlingen;2020 december;5.6
3077;A-U Alle economische activiteiten;Harlingen;2021 december;6.0
3078;A-U Alle economische activiteiten;Harlingen;2022 december;6.1
3079;A-U Alle economische activiteiten;Harlingen;2023 december;6.0
3080;A-U Alle economische activiteiten;Hattem;2010 december;3.3
3081;A-U Alle economische activiteiten;Hattem;2011 december;3.3
3082;A-U Alle economische activiteiten;Hattem;2012 december;3.4
3083;A-U Alle economische activiteiten;Hattem;2013 december;3.2
3084;A-U Alle economische activiteiten;Hattem;2014 december;3.4
3085;A-U Alle economische activiteiten;Hattem;2015 december;3.5
3086;A-U Alle economische activiteiten;Hattem;2016 december;3.5
3087;A-U Alle economische activiteiten;Hattem;2017 december;3.4
3088;A-U Alle economische activiteiten;Hattem;2018 december;3.6
3089;A-U Alle economische activiteiten;Hattem;2019 december;3.9
3090;A-U Alle economische activiteiten;Hattem;2020 december;3.9
3091;A-U Alle economische activiteiten;Hattem;2021 december;3.8
3092;A-U Alle economische activiteiten;Hattem;2022 december;3.8
3093;A-U Alle economische activiteiten;Hattem;2023 december;4.1
3094;A-U Alle economische activiteiten;Heemskerk;2010 december;9.8
3095;A-U Alle economische activiteiten;Heemskerk;2011 december;9.6
3096;A-U Alle economische activiteiten;Heemskerk;2012 december;9.5
3097;A-U Alle economische activiteiten;Heemskerk;2013 december;8.7
3098;A-U Alle economische activiteiten;Heemskerk;2014 december;9.3
3099;A-U Alle economische activiteiten;Heemskerk;2015 december;9.3
3100;A-U Alle economische activiteiten;Heemskerk;2016 december;10.0
3101;A-U Alle economische activiteiten;Heemskerk;2017 december;10.2
3102;A-U Alle economische activiteiten;Heemskerk;2018 december;10.9
3103;A-U Alle economische activiteiten;Heemskerk;2019 december;10.8
3104;A-U Alle economische activiteiten;Heemskerk;2020 december;10.2
3105;A-U Alle economische activiteiten;Heemskerk;2021 december;11.0
3106;A-U Alle economische activiteiten;Heemskerk;2022 december;11.2
3107;A-U Alle economische activiteiten;Heemskerk;2023 december;11.1
3108;A-U Alle economische activiteiten;Heemstede;2010 december;7.9
3109;A-U Alle economische activiteiten;Heemstede;2011 december;7.6
3110;A-U Alle economische activiteiten;Heemstede;2012 december;7.3
3111;A-U Alle economische activiteiten;Heemstede;2013 december;7.1
3112;A-U Alle economische activiteiten;Heemstede;2014 december;7.2
3113;A-U Alle economische activiteiten;Heemstede;2015 december;7.1
3114;A-U Alle economische activiteiten;Heemstede;2016 december;7.0
3115;A-U Alle economische activiteiten;Heemstede;2017 december;7.3
3116;A-U Alle economische activiteiten;Heemstede;2018 december;7.4
3117;A-U Alle economische activiteiten;Heemstede;2019 december;7.6
3118;A-U Alle economische activiteiten;Heemstede;2020 december;7.9
3119;A-U Alle economische activiteiten;Heemstede;2021 december;8.4
3120;A-U Alle economische activiteiten;Heemstede;2022 december;8.4
3121;A-U Alle economische activiteiten;Heemstede;2023 december;8.5
3122;A-U Alle economische activiteiten;Heerde;2010 december;7.1
3123;A-U Alle economische activiteiten;Heerde;2011 december;6.5
3124;A-U Alle economische activiteiten;Heerde;2012 december;6.3
3125;A-U Alle economische activiteiten;Heerde;2013 december;6.3
3126;A-U Alle economische activiteiten;Heerde;2014 december;6.1
3127;A-U Alle economische activiteiten;Heerde;2015 december;6.2
3128;A-U Alle economische activiteiten;Heerde;2016 december;6.5
3129;A-U Alle economische activiteiten;Heerde;2017 december;6.6
3130;A-U Alle economische activiteiten;Heerde;2018 december;5.9
3131;A-U Alle economische activiteiten;Heerde;2019 december;5.8
3132;A-U Alle economische activiteiten;Heerde;2020 december;5.9
3133;A-U Alle economische activiteiten;Heerde;2021 december;5.9
3134;A-U Alle economische activiteiten;Heerde;2022 december;5.8
3135;A-U Alle economische activiteiten;Heerde;2023 december;5.8
3136;A-U Alle economische activiteiten;Heerenveen;2010 december;26.9
3137;A-U Alle economische activiteiten;Heerenveen;2011 december;27.6
3138;A-U Alle economische activiteiten;Heerenveen;2012 december;27.7
3139;A-U Alle economische activiteiten;Heerenveen;2013 december;27.7
3140;A-U Alle economische activiteiten;Heerenveen;2014 december;29.5
3141;A-U Alle economische activiteiten;Heerenveen;2015 december;29.7
3142;A-U Alle economische activiteiten;Heerenveen;2016 december;32.3
3143;A-U Alle economische activiteiten;Heerenveen;2017 december;32.3
3144;A-U Alle economische activiteiten;Heerenveen;2018 december;32.3
3145;A-U Alle economische activiteiten;Heerenveen;2019 december;34.5
3146;A-U Alle economische activiteiten;Heerenveen;2020 december;32.7
3147;A-U Alle economische activiteiten;Heerenveen;2021 december;33.1
3148;A-U Alle economische activiteiten;Heerenveen;2022 december;33.9
3149;A-U Alle economische activiteiten;Heerenveen;2023 december;33.8
3150;A-U Alle economische activiteiten;Heerhugowaard;2010 december;22.5
3151;A-U Alle economische activiteiten;Heerhugowaard;2011 december;23.3
3152;A-U Alle economische activiteiten;Heerhugowaard;2012 december;22.3
3153;A-U Alle economische activiteiten;Heerhugowaard;2013 december;21.4
3154;A-U Alle economische activiteiten;Heerhugowaard;2014 december;21.0
3155;A-U Alle economische activiteiten;Heerhugowaard;2015 december;22.1
3156;A-U Alle economische activiteiten;Heerhugowaard;2016 december;22.4
3157;A-U Alle economische activiteiten;Heerhugowaard;2017 december;23.1
3158;A-U Alle economische activiteiten;Heerhugowaard;2018 december;23.6
3159;A-U Alle economische activiteiten;Heerhugowaard;2019 december;23.2
3160;A-U Alle economische activiteiten;Heerhugowaard;2020 december;23.4
3161;A-U Alle economische activiteiten;Heerhugowaard;2021 december;24.0
3162;A-U Alle economische activiteiten;Heerhugowaard;2022 december;
3163;A-U Alle economische activiteiten;Heerhugowaard;2023 december;
3164;A-U Alle economische activiteiten;Heerlen;2010 december;54.7
3165;A-U Alle economische activiteiten;Heerlen;2011 december;57.1
3166;A-U Alle economische activiteiten;Heerlen;2012 december;55.9
3167;A-U Alle economische activiteiten;Heerlen;2013 december;54.9
3168;A-U Alle economische activiteiten;Heerlen;2014 december;53.9
3169;A-U Alle economische activiteiten;Heerlen;2015 december;52.7
3170;A-U Alle economische activiteiten;Heerlen;2016 december;52.5
3171;A-U Alle economische activiteiten;Heerlen;2017 december;51.7
3172;A-U Alle economische activiteiten;Heerlen;2018 december;52.5
3173;A-U Alle economische activiteiten;Heerlen;2019 december;52.6
3174;A-U Alle economische activiteiten;Heerlen;2020 december;51.7
3175;A-U Alle economische activiteiten;Heerlen;2021 december;52.8
3176;A-U Alle economische activiteiten;Heerlen;2022 december;53.8
3177;A-U Alle economische activiteiten;Heerlen;2023 december;53.3
3178;A-U Alle economische activiteiten;Heeze-Leende;2010 december;4.9
3179;A-U Alle economische activiteiten;Heeze-Leende;2011 december;4.9
3180;A-U Alle economische activiteiten;Heeze-Leende;2012 december;5.1
3181;A-U Alle economische activiteiten;Heeze-Leende;2013 december;5.2
3182;A-U Alle economische activiteiten;Heeze-Leende;2014 december;5.1
3183;A-U Alle economische activiteiten;Heeze-Leende;2015 december;5.0
3184;A-U Alle economische activiteiten;Heeze-Leende;2016 december;5.1
3185;A-U Alle economische activiteiten;Heeze-Leende;2017 december;5.4
3186;A-U Alle economische activiteiten;Heeze-Leende;2018 december;5.4
3187;A-U Alle economische activiteiten;Heeze-Leende;2019 december;5.5
3188;A-U Alle economische activiteiten;Heeze-Leende;2020 december;5.5
3189;A-U Alle economische activiteiten;Heeze-Leende;2021 december;5.7
3190;A-U Alle economische activiteiten;Heeze-Leende;2022 december;5.9
3191;A-U Alle economische activiteiten;Heeze-Leende;2023 december;5.8
3192;A-U Alle economische activiteiten;Heiloo;2010 december;4.8
3193;A-U Alle economische activiteiten;Heiloo;2011 december;4.9
3194;A-U Alle economische activiteiten;Heiloo;2012 december;4.6
3195;A-U Alle economische activiteiten;Heiloo;2013 december;5.0
3196;A-U Alle economische activiteiten;Heiloo;2014 december;4.9
3197;A-U Alle economische activiteiten;Heiloo;2015 december;5.1
3198;A-U Alle economische activiteiten;Heiloo;2016 december;5.1
3199;A-U Alle economische activiteiten;Heiloo;2017 december;5.5
3200;A-U Alle economische activiteiten;Heiloo;2018 december;5.7
3201;A-U Alle economische activiteiten;Heiloo;2019 december;5.8
3202;A-U Alle economische activiteiten;Heiloo;2020 december;5.9
3203;A-U Alle economische activiteiten;Heiloo;2021 december;6.1
3204;A-U Alle economische activiteiten;Heiloo;2022 december;5.7
3205;A-U Alle economische activiteiten;Heiloo;2023 december;6.2
3206;A-U Alle economische activiteiten;Den Helder;2010 december;29.9
3207;A-U Alle economische activiteiten;Den Helder;2011 december;30.2
3208;A-U Alle economische activiteiten;Den Helder;2012 december;29.3
3209;A-U Alle economische activiteiten;Den Helder;2013 december;29.2
3210;A-U Alle economische activiteiten;Den Helder;2014 december;29.5
3211;A-U Alle economische activiteiten;Den Helder;2015 december;28.4
3212;A-U Alle economische activiteiten;Den Helder;2016 december;28.6
3213;A-U Alle economische activiteiten;Den Helder;2017 december;28.2
3214;A-U Alle economische activiteiten;Den Helder;2018 december;28.2
3215;A-U Alle economische activiteiten;Den Helder;2019 december;28.6
3216;A-U Alle economische activiteiten;Den Helder;2020 december;28.2
3217;A-U Alle economische activiteiten;Den Helder;2021 december;28.2
3218;A-U Alle economische activiteiten;Den Helder;2022 december;28.4
3219;A-U Alle economische activiteiten;Den Helder;2023 december;28.4
3220;A-U Alle economische activiteiten;Hellendoorn;2010 december;11.6
3221;A-U Alle economische activiteiten;Hellendoorn;2011 december;12.0
3222;A-U Alle economische activiteiten;Hellendoorn;2012 december;11.2
3223;A-U Alle economische activiteiten;Hellendoorn;2013 december;10.6
3224;A-U Alle economische activiteiten;Hellendoorn;2014 december;10.5
3225;A-U Alle economische activiteiten;Hellendoorn;2015 december;11.1
3226;A-U Alle economische activiteiten;Hellendoorn;2016 december;11.5
3227;A-U Alle economische activiteiten;Hellendoorn;2017 december;12.5
3228;A-U Alle economische activiteiten;Hellendoorn;2018 december;12.7
3229;A-U Alle economische activiteiten;Hellendoorn;2019 december;12.4
3230;A-U Alle economische activiteiten;Hellendoorn;2020 december;12.1
3231;A-U Alle economische activiteiten;Hellendoorn;2021 december;12.8
3232;A-U Alle economische activiteiten;Hellendoorn;2022 december;13.5
3233;A-U Alle economische activiteiten;Hellendoorn;2023 december;13.2
3234;A-U Alle economische activiteiten;Hellevoetsluis;2010 december;9.6
3235;A-U Alle economische activiteiten;Hellevoetsluis;2011 december;9.2
3236;A-U Alle economische activiteiten;Hellevoetsluis;2012 december;8.7
3237;A-U Alle economische activiteiten;Hellevoetsluis;2013 december;9.0
3238;A-U Alle economische activiteiten;Hellevoetsluis;2014 december;8.6
3239;A-U Alle economische activiteiten;Hellevoetsluis;2015 december;8.4
3240;A-U Alle economische activiteiten;Hellevoetsluis;2016 december;8.0
3241;A-U Alle economische activiteiten;Hellevoetsluis;2017 december;8.3
3242;A-U Alle economische activiteiten;Hellevoetsluis;2018 december;9.1
3243;A-U Alle economische activiteiten;Hellevoetsluis;2019 december;8.9
3244;A-U Alle economische activiteiten;Hellevoetsluis;2020 december;8.6
3245;A-U Alle economische activiteiten;Hellevoetsluis;2021 december;8.6
3246;A-U Alle economische activiteiten;Hellevoetsluis;2022 december;9.0
3247;A-U Alle economische activiteiten;Hellevoetsluis;2023 december;
3248;A-U Alle economische activiteiten;Helmond;2010 december;38.4
3249;A-U Alle economische activiteiten;Helmond;2011 december;40.1
3250;A-U Alle economische activiteiten;Helmond;2012 december;42.6
3251;A-U Alle economische activiteiten;Helmond;2013 december;43.5
3252;A-U Alle economische activiteiten;Helmond;2014 december;45.9
3253;A-U Alle economische activiteiten;Helmond;2015 december;44.0
3254;A-U Alle economische activiteiten;Helmond;2016 december;45.3
3255;A-U Alle economische activiteiten;Helmond;2017 december;46.3
3256;A-U Alle economische activiteiten;Helmond;2018 december;46.7
3257;A-U Alle economische activiteiten;Helmond;2019 december;46.9
3258;A-U Alle economische activiteiten;Helmond;2020 december;42.7
3259;A-U Alle economische activiteiten;Helmond;2021 december;44.3
3260;A-U Alle economische activiteiten;Helmond;2022 december;40.6
3261;A-U Alle economische activiteiten;Helmond;2023 december;41.6
3262;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2010 december;6.8
3263;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2011 december;7.2
3264;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2012 december;6.9
3265;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2013 december;7.4
3266;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2014 december;7.5
3267;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2015 december;7.5
3268;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2016 december;7.9
3269;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2017 december;8.3
3270;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2018 december;8.3
3271;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2019 december;8.7
3272;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2020 december;8.7
3273;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2021 december;8.9
3274;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2022 december;9.4
3275;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2023 december;9.6
3276;A-U Alle economische activiteiten;Hengelo (O.);2010 december;45.8
3277;A-U Alle economische activiteiten;Hengelo (O.);2011 december;45.9
3278;A-U Alle economische activiteiten;Hengelo (O.);2012 december;44.8
3279;A-U Alle economische activiteiten;Hengelo (O.);2013 december;44.3
3280;A-U Alle economische activiteiten;Hengelo (O.);2014 december;44.1
3281;A-U Alle economische activiteiten;Hengelo (O.);2015 december;44.3
3282;A-U Alle economische activiteiten;Hengelo (O.);2016 december;42.9
3283;A-U Alle economische activiteiten;Hengelo (O.);2017 december;43.8
3284;A-U Alle economische activiteiten;Hengelo (O.);2018 december;45.5
