ID;AgeMotherOn31December;Periods;TotalLiveBornChildren_1;FirstChild_2;SecondChild_3;ThirdChild_4;FourthOrFollowingChildren_5;TotalMaritalLiveBornChildren_6;FirstChild_7;SecondChild_8;ThirdChild_9;FourthOrFollowingChildren_10;TotalNonMaritalLiveBornChildren_11;FirstChild_12;SecondChild_13;ThirdChild_14;FourthOrFollowingChildren_15;TotalLiveBornChildren_16;FirstChild_17;SecondChild_18;ThirdChild_19;FourthOrFollowingChildren_20
915;28 years;1955;14835.0;4880.0;5143.0;2773.0;2039.0;14740.0;4833.0;5124.0;2760.0;2023.0;95.0;47.0;19.0;13.0;16.0;196.06;64.5;67.97;36.65;26.95
916;28 years;1956;15403.0;5127.0;5352.0;2853.0;2071.0;15297.0;5072.0;5331.0;2839.0;2055.0;106.0;55.0;21.0;14.0;16.0;199.59;66.43;69.35;36.97;26.84
917;28 years;1957;15788.0;5309.0;5637.0;2814.0;2028.0;15690.0;5255.0;5618.0;2801.0;2016.0;98.0;54.0;19.0;13.0;12.0;206.77;69.53;73.83;36.85;26.56
918;28 years;1958;16426.0;5547.0;5920.0;2992.0;1967.0;16330.0;5499.0;5904.0;2972.0;1955.0;96.0;48.0;16.0;20.0;12.0;208.86;70.53;75.27;38.04;25.01
919;28 years;1959;16636.0;5341.0;6223.0;3024.0;2048.0;16530.0;5288.0;6204.0;3010.0;2028.0;106.0;53.0;19.0;14.0;20.0;216.61;69.54;81.03;39.37;26.67
920;28 years;1960;16214.0;4935.0;6240.0;3050.0;1989.0;16104.0;4881.0;6220.0;3036.0;1967.0;110.0;54.0;20.0;14.0;22.0;208.96;63.6;80.42;39.31;25.63
921;28 years;1961;16304.0;4828.0;6323.0;3179.0;1974.0;16204.0;4786.0;6302.0;3164.0;1952.0;100.0;42.0;21.0;15.0;22.0;219.53;65.01;85.14;42.81;26.58
922;28 years;1962;16055.0;4672.0;6201.0;3268.0;1914.0;15947.0;4624.0;6172.0;3253.0;1898.0;108.0;48.0;29.0;15.0;16.0;213.64;62.17;82.52;43.49;25.47
923;28 years;1963;16266.0;4607.0;6357.0;3300.0;2002.0;16149.0;4554.0;6334.0;3284.0;1977.0;117.0;53.0;23.0;16.0;25.0;217.36;61.56;84.95;44.1;26.75
924;28 years;1964;16180.0;4604.0;6344.0;3348.0;1884.0;16058.0;4542.0;6318.0;3334.0;1864.0;122.0;62.0;26.0;14.0;20.0;213.46;60.74;83.69;44.17;24.86
925;28 years;1965;15734.0;4623.0;6339.0;3165.0;1607.0;15616.0;4563.0;6314.0;3149.0;1590.0;118.0;60.0;25.0;16.0;17.0;208.1;61.15;83.84;41.86;21.26
926;28 years;1966;15702.0;4616.0;6579.0;3085.0;1422.0;15563.0;4549.0;6551.0;3067.0;1396.0;139.0;67.0;28.0;18.0;26.0;197.51;58.06;82.75;38.8;17.89
927;28 years;1967;15704.0;4673.0;6763.0;3019.0;1249.0;15555.0;4598.0;6732.0;2999.0;1226.0;149.0;75.0;31.0;20.0;23.0;194.08;57.75;83.58;37.31;15.44
928;28 years;1968;15444.0;4414.0;6888.0;2984.0;1158.0;15311.0;4347.0;6862.0;2964.0;1138.0;133.0;67.0;26.0;20.0;20.0;186.41;53.28;83.14;36.02;13.98
929;28 years;1969;15478.0;4222.0;6964.0;3128.0;1164.0;15329.0;4143.0;6939.0;3103.0;1144.0;149.0;79.0;25.0;25.0;20.0;192.5;52.51;86.61;38.9;14.48
930;28 years;1970;15075.0;3862.0;7027.0;3041.0;1145.0;14932.0;3802.0;7000.0;3011.0;1119.0;143.0;60.0;27.0;30.0;26.0;179.31;45.94;83.58;36.17;13.62
931;28 years;1971;15274.0;4135.0;7262.0;2908.0;969.0;15161.0;4086.0;7235.0;2894.0;946.0;113.0;49.0;27.0;14.0;23.0;166.52;45.08;79.17;31.7;10.56
932;28 years;1972;15183.0;4424.0;7322.0;2633.0;804.0;15055.0;4361.0;7291.0;2615.0;788.0;128.0;63.0;31.0;18.0;16.0;157.08;45.77;75.75;27.24;8.32
933;28 years;1973;13168.0;3989.0;6590.0;2021.0;568.0;13070.0;3943.0;6573.0;2002.0;552.0;98.0;46.0;17.0;19.0;16.0;143.43;43.45;71.78;22.01;6.19
934;28 years;1974;17650.0;5686.0;9115.0;2292.0;557.0;17529.0;5630.0;9079.0;2278.0;542.0;121.0;56.0;36.0;14.0;15.0;138.72;44.69;71.64;18.01;4.38
935;28 years;1975;16798.0;5538.0;8696.0;2038.0;526.0;16653.0;5475.0;8653.0;2016.0;509.0;145.0;63.0;43.0;22.0;17.0;135.6;44.71;70.2;16.45;4.25
936;28 years;1976;16060.0;5478.0;8011.0;2061.0;510.0;15891.0;5405.0;7965.0;2036.0;485.0;169.0;73.0;46.0;25.0;25.0;138.14;47.12;68.91;17.73;4.39
937;28 years;1977;15634.0;5341.0;7836.0;1999.0;458.0;15426.0;5235.0;7780.0;1969.0;442.0;208.0;106.0;56.0;30.0;16.0;138.9;47.45;69.62;17.76;4.07
938;28 years;1978;15756.0;5505.0;7568.0;2124.0;559.0;15507.0;5372.0;7505.0;2090.0;540.0;249.0;133.0;63.0;34.0;19.0;142.71;49.86;68.55;19.24;5.06
939;28 years;1979;15463.0;5605.0;7217.0;2145.0;496.0;15161.0;5429.0;7146.0;2109.0;477.0;302.0;176.0;71.0;36.0;19.0;140.57;50.95;65.61;19.5;4.51
940;28 years;1980;16433.0;6017.0;7406.0;2416.0;594.0;16046.0;5806.0;7301.0;2366.0;573.0;387.0;211.0;105.0;50.0;21.0;145.17;53.15;65.42;21.34;5.25
941;28 years;1981;16121.0;6144.0;7110.0;2303.0;564.0;15672.0;5865.0;7003.0;2259.0;545.0;449.0;279.0;107.0;44.0;19.0;142.83;54.44;63.0;20.41;5.0
942;28 years;1982;15605.0;5848.0;6801.0;2335.0;621.0;15086.0;5544.0;6680.0;2262.0;600.0;519.0;304.0;121.0;73.0;21.0;137.39;51.49;59.88;20.56;5.47
943;28 years;1983;15370.0;6140.0;6528.0;2122.0;580.0;14727.0;5755.0;6371.0;2045.0;556.0;643.0;385.0;157.0;77.0;24.0;133.63;53.38;56.76;18.45;5.04
944;28 years;1984;16104.0;6832.0;6652.0;2034.0;586.0;15322.0;6374.0;6429.0;1959.0;560.0;782.0;458.0;223.0;75.0;26.0;138.42;58.72;57.18;17.48;5.04
945;28 years;1985;16377.0;7110.0;6636.0;2060.0;571.0;15529.0;6603.0;6391.0;1988.0;547.0;848.0;507.0;245.0;72.0;24.0;138.9;60.3;56.28;17.47;4.84
946;28 years;1986;17385.0;7484.0;7157.0;2135.0;609.0;16406.0;6912.0;6877.0;2042.0;575.0;979.0;572.0;280.0;93.0;34.0;145.21;62.51;59.78;17.83;5.09
947;28 years;1987;17463.0;7752.0;7000.0;2111.0;600.0;16403.0;7131.0;6716.0;1999.0;557.0;1060.0;621.0;284.0;112.0;43.0;142.39;63.21;57.08;17.21;4.89
948;28 years;1988;17037.0;7822.0;6569.0;2032.0;614.0;15899.0;7126.0;6262.0;1934.0;577.0;1138.0;696.0;307.0;98.0;37.0;139.13;63.88;53.64;16.59;5.01
949;28 years;1989;17087.0;7994.0;6532.0;1997.0;564.0;15931.0;7351.0;6170.0;1880.0;530.0;1156.0;643.0;362.0;117.0;34.0;135.33;63.31;51.74;15.82;4.47
950;28 years;1990;17405.0;8489.0;6461.0;1896.0;559.0;16031.0;7589.0;6131.0;1788.0;523.0;1374.0;900.0;330.0;108.0;36.0;137.61;67.12;51.08;14.99;4.42
951;28 years;1991;17338.0;8823.0;6230.0;1790.0;495.0;15922.0;7969.0;5843.0;1657.0;453.0;1416.0;854.0;387.0;133.0;42.0;135.12;68.76;48.55;13.95;3.86
952;28 years;1992;16623.0;8370.0;6044.0;1656.0;553.0;15154.0;7469.0;5625.0;1548.0;512.0;1469.0;901.0;419.0;108.0;41.0;127.63;64.27;46.41;12.72;4.25
953;28 years;1993;15750.0;8159.0;5626.0;1493.0;472.0;14229.0;7194.0;5222.0;1380.0;433.0;1521.0;965.0;404.0;113.0;39.0;123.23;63.84;44.02;11.68;3.69
954;28 years;1994;15486.0;8086.0;5469.0;1524.0;407.0;13810.0;7021.0;5013.0;1412.0;364.0;1676.0;1065.0;456.0;112.0;43.0;123.19;64.32;43.5;12.12;3.24
955;28 years;1995;14596.0;7761.0;5195.0;1264.0;376.0;12745.0;6658.0;4636.0;1123.0;328.0;1851.0;1103.0;559.0;141.0;48.0;117.06;62.24;41.66;10.14;3.02
956;28 years;1996;14434.0;7965.0;4858.0;1208.0;403.0;12379.0;6582.0;4328.0;1101.0;368.0;2055.0;1383.0;530.0;107.0;35.0;114.57;63.22;38.56;9.59;3.2
957;28 years;1997;15101.0;8669.0;4823.0;1228.0;381.0;12552.0;6982.0;4149.0;1074.0;347.0;2549.0;1687.0;674.0;154.0;34.0;114.79;65.9;36.66;9.34;2.9
958;28 years;1998;15204.0;8873.0;4784.0;1162.0;385.0;12325.0;6924.0;4051.0;1004.0;346.0;2879.0;1949.0;733.0;158.0;39.0;118.3;69.04;37.22;9.04;3.0
959;28 years;1999;14373.0;8394.0;4518.0;1137.0;324.0;11305.0;6300.0;3763.0;967.0;275.0;3068.0;2094.0;755.0;170.0;49.0;116.64;68.12;36.66;9.23;2.63
960;28 years;2000;14072.0;8213.0;4392.0;1154.0;313.0;10791.0;5966.0;3577.0;994.0;254.0;3281.0;2247.0;815.0;160.0;59.0;118.92;69.41;37.12;9.75;2.65
961;28 years;2001;12839.0;7499.0;4069.0;994.0;277.0;9657.0;5326.0;3260.0;831.0;240.0;3182.0;2173.0;809.0;163.0;37.0;117.51;68.64;37.24;9.1;2.54
962;28 years;2002;12353.0;7103.0;3976.0;1028.0;246.0;8961.0;4795.0;3125.0;834.0;207.0;3392.0;2308.0;851.0;194.0;39.0;117.31;67.45;37.76;9.76;2.34
963;28 years;2003;11907.0;6731.0;3976.0;971.0;229.0;8478.0;4446.0;3061.0;780.0;191.0;3429.0;2285.0;915.0;191.0;38.0;118.29;66.87;39.5;9.65;2.28
964;28 years;2004;11377.0;6525.0;3714.0;912.0;226.0;7872.0;4126.0;2811.0;751.0;184.0;3505.0;2399.0;903.0;161.0;42.0;114.88;65.89;37.5;9.21;2.28
965;28 years;2005;11406.0;6383.0;3876.0;921.0;226.0;7591.0;3917.0;2797.0;706.0;171.0;3815.0;2466.0;1079.0;215.0;55.0;116.2;65.03;39.49;9.38;2.3
966;28 years;2006;11597.0;6433.0;3959.0;962.0;243.0;7514.0;3773.0;2825.0;730.0;186.0;4083.0;2660.0;1134.0;232.0;57.0;117.13;64.97;39.99;9.72;2.45
967;28 years;2007;11314.0;6299.0;3835.0;957.0;223.0;7014.0;3533.0;2602.0;709.0;170.0;4300.0;2766.0;1233.0;248.0;53.0;115.25;64.16;39.06;9.75;2.27
968;28 years;2008;11964.0;6649.0;4069.0;994.0;252.0;7187.0;3575.0;2709.0;728.0;175.0;4777.0;3074.0;1360.0;266.0;77.0;118.14;65.66;40.18;9.82;2.49
969;28 years;2009;12136.0;6829.0;4024.0;1035.0;248.0;7144.0;3646.0;2564.0;768.0;166.0;4992.0;3183.0;1460.0;267.0;82.0;120.62;67.87;39.99;10.29;2.47
970;28 years;2010;11922.0;6693.0;4013.0;984.0;232.0;7279.0;3733.0;2667.0;709.0;170.0;4643.0;2960.0;1346.0;275.0;62.0;121.58;68.26;40.93;10.04;2.37
971;28 years;2011;11564.0;6398.0;3891.0;1022.0;253.0;7109.0;3626.0;2602.0;717.0;164.0;4455.0;2772.0;1289.0;305.0;89.0;118.37;65.49;39.83;10.46;2.59
972;28 years;2012;11696.0;6553.0;3935.0;957.0;251.0;7016.0;3620.0;2559.0;680.0;157.0;4680.0;2933.0;1376.0;277.0;94.0;116.85;65.47;39.31;9.56;2.51
973;28 years;2013;11610.0;6519.0;3906.0;935.0;250.0;6869.0;3533.0;2527.0;648.0;161.0;4741.0;2986.0;1379.0;287.0;89.0;113.9;63.95;38.32;9.17;2.45
974;28 years;2014;11950.0;6685.0;4083.0;959.0;223.0;6932.0;3583.0;2611.0;599.0;139.0;5018.0;3102.0;1472.0;360.0;84.0;114.28;63.93;39.05;9.17;2.13
975;29 years;1950;15250.0;3980.0;4966.0;3274.0;3030.0;15126.0;3919.0;4940.0;3255.0;3012.0;124.0;61.0;26.0;19.0;18.0;190.05;49.6;61.89;40.8;37.76
976;29 years;1951;14957.0;3985.0;4783.0;3217.0;2972.0;14850.0;3929.0;4763.0;3205.0;2953.0;107.0;56.0;20.0;12.0;19.0;189.48;50.48;60.59;40.75;37.65
977;29 years;1952;15180.0;4166.0;4875.0;3149.0;2990.0;15082.0;4119.0;4855.0;3135.0;2973.0;98.0;47.0;20.0;14.0;17.0;187.58;51.48;60.24;38.91;36.95
978;29 years;1953;14812.0;4018.0;4916.0;3062.0;2816.0;14723.0;3980.0;4894.0;3050.0;2799.0;89.0;38.0;22.0;12.0;17.0;187.71;50.92;62.3;38.81;35.69
979;29 years;1954;14416.0;3907.0;4820.0;3029.0;2660.0;14322.0;3858.0;4799.0;3016.0;2649.0;94.0;49.0;21.0;13.0;11.0;187.69;50.87;62.75;39.44;34.63
980;29 years;1955;14533.0;4038.0;4848.0;3043.0;2604.0;14453.0;4002.0;4829.0;3032.0;2590.0;80.0;36.0;19.0;11.0;14.0;191.17;53.12;63.77;40.03;34.25
981;29 years;1956;14918.0;4149.0;5013.0;3074.0;2682.0;14836.0;4107.0;4996.0;3065.0;2668.0;82.0;42.0;17.0;9.0;14.0;197.73;54.99;66.45;40.74;35.55
982;29 years;1957;15249.0;4207.0;5313.0;3099.0;2630.0;15161.0;4162.0;5296.0;3087.0;2616.0;88.0;45.0;17.0;12.0;14.0;198.35;54.72;69.11;40.31;34.21
983;29 years;1958;15483.0;4376.0;5446.0;3173.0;2488.0;15397.0;4336.0;5430.0;3158.0;2473.0;86.0;40.0;16.0;15.0;15.0;203.11;57.41;71.44;41.62;32.64
984;29 years;1959;16097.0;4215.0;5907.0;3364.0;2611.0;15992.0;4169.0;5888.0;3345.0;2590.0;105.0;46.0;19.0;19.0;21.0;205.02;53.68;75.23;42.85;33.25
985;29 years;1960;15669.0;4037.0;5748.0;3395.0;2489.0;15574.0;3989.0;5735.0;3382.0;2468.0;95.0;48.0;13.0;13.0;21.0;204.85;52.78;75.15;44.39;32.54
986;29 years;1961;15929.0;3900.0;5924.0;3520.0;2585.0;15840.0;3864.0;5906.0;3507.0;2563.0;89.0;36.0;18.0;13.0;22.0;205.99;50.43;76.61;45.52;33.43
987;29 years;1962;15271.0;3646.0;5621.0;3493.0;2511.0;15175.0;3606.0;5600.0;3476.0;2493.0;96.0;40.0;21.0;17.0;18.0;205.74;49.12;75.73;47.06;33.83
988;29 years;1963;15406.0;3628.0;5734.0;3498.0;2546.0;15303.0;3585.0;5718.0;3483.0;2517.0;103.0;43.0;16.0;15.0;29.0;205.23;48.33;76.39;46.6;33.92
989;29 years;1964;15083.0;3581.0;5609.0;3514.0;2379.0;14984.0;3533.0;5592.0;3502.0;2357.0;99.0;48.0;17.0;12.0;22.0;201.83;47.92;75.06;47.02;31.83
990;29 years;1965;14555.0;3593.0;5610.0;3311.0;2041.0;14451.0;3543.0;5592.0;3296.0;2020.0;104.0;50.0;18.0;15.0;21.0;192.24;47.46;74.1;43.73;26.96
991;29 years;1966;14162.0;3548.0;5689.0;3180.0;1745.0;14041.0;3492.0;5667.0;3163.0;1719.0;121.0;56.0;22.0;17.0;26.0;187.45;46.96;75.3;42.09;23.1
992;29 years;1967;13966.0;3524.0;5778.0;3102.0;1562.0;13838.0;3463.0;5757.0;3085.0;1533.0;128.0;61.0;21.0;17.0;29.0;175.93;44.39;72.79;39.08;19.68
993;29 years;1968;13845.0;3383.0;5923.0;3098.0;1441.0;13730.0;3330.0;5904.0;3080.0;1416.0;115.0;53.0;19.0;18.0;25.0;171.36;41.87;73.31;38.34;17.84
994;29 years;1969;14401.0;3228.0;6289.0;3356.0;1528.0;14258.0;3162.0;6265.0;3331.0;1500.0;143.0;66.0;24.0;25.0;28.0;173.84;38.97;75.92;40.51;18.45
995;29 years;1970;13293.0;2910.0;5974.0;3134.0;1275.0;13170.0;2856.0;5952.0;3120.0;1242.0;123.0;54.0;22.0;14.0;33.0;165.28;36.18;74.28;38.97;15.85
996;29 years;1971;12819.0;2858.0;5736.0;3046.0;1179.0;12710.0;2825.0;5705.0;3027.0;1153.0;109.0;33.0;31.0;19.0;26.0;152.2;33.93;68.1;36.17;14.0
997;29 years;1972;12680.0;3033.0;5924.0;2734.0;989.0;12595.0;3000.0;5904.0;2721.0;970.0;85.0;33.0;20.0;13.0;19.0;138.02;33.02;64.48;29.76;10.77
998;29 years;1973;12070.0;3123.0;5894.0;2291.0;762.0;11974.0;3081.0;5873.0;2275.0;745.0;96.0;42.0;21.0;16.0;17.0;124.73;32.27;60.91;23.68;7.88
999;29 years;1974;10809.0;2865.0;5494.0;1848.0;602.0;10706.0;2821.0;5466.0;1836.0;583.0;103.0;44.0;28.0;12.0;19.0;117.59;31.17;59.77;20.1;6.55
1000;29 years;1975;15002.0;4357.0;7603.0;2392.0;650.0;14876.0;4303.0;7570.0;2373.0;630.0;126.0;54.0;33.0;19.0;20.0;117.67;34.17;59.63;18.76;5.1
1001;29 years;1976;14682.0;4321.0;7427.0;2308.0;626.0;14508.0;4239.0;7390.0;2274.0;605.0;174.0;82.0;37.0;34.0;21.0;118.43;34.85;59.91;18.62;5.05
1002;29 years;1977;14079.0;4093.0;7135.0;2268.0;583.0;13884.0;4002.0;7084.0;2241.0;557.0;195.0;91.0;51.0;27.0;26.0;121.03;35.18;61.33;19.5;5.01
1003;29 years;1978;14029.0;4268.0;6939.0;2296.0;526.0;13806.0;4171.0;6879.0;2255.0;501.0;223.0;97.0;60.0;41.0;25.0;124.53;37.89;61.6;20.38;4.67
1004;29 years;1979;14168.0;4423.0;6608.0;2436.0;701.0;13904.0;4281.0;6547.0;2396.0;680.0;264.0;142.0;61.0;40.0;21.0;128.07;39.98;59.73;22.02;6.34
1005;29 years;1980;14464.0;4553.0;6674.0;2571.0;666.0;14136.0;4386.0;6593.0;2516.0;641.0;328.0;167.0;81.0;55.0;25.0;131.19;41.3;60.54;23.32;6.04
1006;29 years;1981;15008.0;4781.0;6839.0;2675.0;713.0;14600.0;4547.0;6737.0;2620.0;696.0;408.0;234.0;102.0;55.0;17.0;132.35;42.16;60.31;23.59;6.29
1007;29 years;1982;14370.0;4708.0;6458.0;2450.0;754.0;13826.0;4383.0;6331.0;2384.0;728.0;544.0;325.0;127.0;66.0;26.0;127.41;41.74;57.26;21.72;6.69
1008;29 years;1983;14507.0;5082.0;6291.0;2383.0;751.0;13861.0;4706.0;6135.0;2302.0;718.0;646.0;376.0;156.0;81.0;33.0;127.66;44.72;55.36;20.97;6.61
1009;29 years;1984;14953.0;5554.0;6283.0;2342.0;774.0;14244.0;5140.0;6089.0;2267.0;748.0;709.0;414.0;194.0;75.0;26.0;129.96;48.27;54.61;20.36;6.73
1010;29 years;1985;15651.0;5834.0;6682.0;2431.0;704.0;14835.0;5386.0;6435.0;2349.0;665.0;816.0;448.0;247.0;82.0;39.0;134.41;50.1;57.38;20.88;6.05
1011;29 years;1986;16589.0;6418.0;6939.0;2487.0;745.0;15649.0;5867.0;6684.0;2401.0;697.0;940.0;551.0;255.0;86.0;48.0;140.45;54.34;58.75;21.06;6.31
1012;29 years;1987;17173.0;6925.0;6997.0;2500.0;751.0;16087.0;6274.0;6721.0;2385.0;707.0;1086.0;651.0;276.0;115.0;44.0;143.32;57.79;58.39;20.86;6.27
1013;29 years;1988;17140.0;7205.0;6825.0;2387.0;723.0;16030.0;6573.0;6502.0;2281.0;674.0;1110.0;632.0;323.0;106.0;49.0;139.38;58.59;55.5;19.41;5.88
1014;29 years;1989;17313.0;7322.0;6815.0;2379.0;797.0;16171.0;6665.0;6495.0;2254.0;757.0;1142.0;657.0;320.0;125.0;40.0;141.04;59.65;55.52;19.38;6.49
1015;29 years;1990;18255.0;8082.0;7147.0;2320.0;706.0;16938.0;7263.0;6795.0;2205.0;675.0;1317.0;819.0;352.0;115.0;31.0;144.44;63.95;56.55;18.36;5.59
1016;29 years;1991;17973.0;8183.0;6884.0;2197.0;709.0;16594.0;7353.0;6525.0;2057.0;659.0;1379.0;830.0;359.0;140.0;50.0;141.51;64.43;54.2;17.3;5.58
1017;29 years;1992;17662.0;8278.0;6695.0;2047.0;642.0;16191.0;7387.0;6294.0;1916.0;594.0;1471.0;891.0;401.0;131.0;48.0;137.04;64.23;51.95;15.88;4.98
1018;29 years;1993;17879.0;8457.0;6847.0;1940.0;635.0;16204.0;7474.0;6360.0;1788.0;582.0;1675.0;983.0;487.0;152.0;53.0;136.58;64.6;52.3;14.82;4.85
1019;29 years;1994;17112.0;8341.0;6291.0;1898.0;582.0;15440.0;7314.0;5839.0;1764.0;523.0;1672.0;1027.0;452.0;134.0;59.0;133.5;65.07;49.08;14.81;4.54
1020;29 years;1995;16390.0;8282.0;5978.0;1623.0;507.0;14618.0;7216.0;5470.0;1471.0;461.0;1772.0;1066.0;508.0;152.0;46.0;130.29;65.84;47.52;12.9;4.03
1021;29 years;1996;16109.0;8380.0;5789.0;1506.0;434.0;14098.0;7066.0;5283.0;1361.0;388.0;2011.0;1314.0;506.0;145.0;46.0;128.95;67.08;46.34;12.06;3.47
1022;29 years;1997;16231.0;8614.0;5666.0;1489.0;462.0;13822.0;7018.0;5069.0;1324.0;411.0;2409.0;1596.0;597.0;165.0;51.0;128.49;68.19;44.86;11.79;3.66
1023;29 years;1998;17499.0;9632.0;5880.0;1495.0;492.0;14499.0;7568.0;5166.0;1323.0;442.0;3000.0;2064.0;714.0;172.0;50.0;132.53;72.95;44.53;11.32;3.73
1024;29 years;1999;17082.0;9430.0;5718.0;1497.0;437.0;13798.0;7199.0;4891.0;1321.0;387.0;3284.0;2231.0;827.0;176.0;50.0;132.25;73.01;44.27;11.59;3.38
1025;29 years;2000;16532.0;9140.0;5566.0;1402.0;424.0;12930.0;6755.0;4629.0;1191.0;355.0;3602.0;2385.0;937.0;211.0;69.0;133.37;73.74;44.9;11.31;3.42
1026;29 years;2001;15767.0;8560.0;5360.0;1392.0;455.0;11999.0;6011.0;4436.0;1161.0;391.0;3768.0;2549.0;924.0;231.0;64.0;132.29;71.82;44.97;11.68;3.82
1027;29 years;2002;14369.0;7785.0;4946.0;1273.0;365.0;10651.0;5309.0;3966.0;1066.0;310.0;3718.0;2476.0;980.0;207.0;55.0;130.66;70.79;44.98;11.58;3.32
1028;29 years;2003;14077.0;7612.0;4818.0;1300.0;347.0;10309.0;5109.0;3820.0;1093.0;287.0;3768.0;2503.0;998.0;207.0;60.0;133.07;71.96;45.55;12.29;3.28
1029;29 years;2004;13228.0;7092.0;4672.0;1145.0;319.0;9333.0;4547.0;3573.0;944.0;269.0;3895.0;2545.0;1099.0;201.0;50.0;131.06;70.26;46.29;11.34;3.16
1030;29 years;2005;13070.0;7002.0;4597.0;1158.0;313.0;8907.0;4302.0;3427.0;923.0;255.0;4163.0;2700.0;1170.0;235.0;58.0;131.89;70.66;46.39;11.69;3.16
1031;29 years;2006;12783.0;6732.0;4606.0;1122.0;323.0;8388.0;3934.0;3296.0;899.0;259.0;4395.0;2798.0;1310.0;223.0;64.0;130.39;68.67;46.98;11.45;3.3
1032;29 years;2007;12652.0;6757.0;4385.0;1196.0;314.0;7996.0;3801.0;3002.0;960.0;233.0;4656.0;2956.0;1383.0;236.0;81.0;127.6;68.15;44.22;12.06;3.17
1033;29 years;2008;13222.0;6879.0;4816.0;1230.0;297.0;8187.0;3757.0;3246.0;952.0;232.0;5035.0;3122.0;1570.0;278.0;65.0;134.14;69.79;48.86;12.48;3.01
1034;29 years;2009;13931.0;7443.0;4884.0;1278.0;326.0;8305.0;3950.0;3140.0;967.0;248.0;5626.0;3493.0;1744.0;311.0;78.0;136.59;72.98;47.89;12.53;3.2
1035;29 years;2010;13636.0;7272.0;4819.0;1238.0;307.0;8540.0;4161.0;3220.0;934.0;225.0;5096.0;3111.0;1599.0;304.0;82.0;134.77;71.87;47.63;12.24;3.03
1036;29 years;2011;13105.0;6924.0;4637.0;1205.0;339.0;8104.0;3839.0;3127.0;896.0;242.0;5001.0;3085.0;1510.0;309.0;97.0;133.01;70.28;47.07;12.23;3.44
1037;29 years;2012;12839.0;6700.0;4552.0;1202.0;385.0;7829.0;3638.0;3051.0;875.0;265.0;5010.0;3062.0;1501.0;327.0;120.0;130.98;68.35;46.44;12.26;3.93
1038;29 years;2013;12719.0;6650.0;4579.0;1175.0;315.0;7568.0;3539.0;3001.0;823.0;205.0;5151.0;3111.0;1578.0;352.0;110.0;126.78;66.29;45.64;11.71;3.14
1039;29 years;2014;13384.0;7030.0;4673.0;1275.0;406.0;8009.0;3829.0;3039.0;879.0;262.0;5375.0;3201.0;1634.0;396.0;144.0;130.78;68.69;45.66;12.46;3.97
1040;30 years;1950;15105.0;3183.0;4721.0;3446.0;3755.0;14989.0;3133.0;4701.0;3428.0;3727.0;116.0;50.0;20.0;18.0;28.0;185.18;39.02;57.88;42.25;46.04
1041;30 years;1951;14678.0;3176.0;4513.0;3321.0;3668.0;14579.0;3132.0;4491.0;3306.0;3650.0;99.0;44.0;22.0;15.0;18.0;183.15;39.63;56.31;41.44;45.77
1042;30 years;1952;14815.0;3356.0;4524.0;3309.0;3626.0;14724.0;3314.0;4505.0;3295.0;3610.0;91.0;42.0;19.0;14.0;16.0;188.82;42.77;57.66;42.17;46.21
1043;30 years;1953;14646.0;3292.0;4548.0;3269.0;3537.0;14555.0;3254.0;4526.0;3258.0;3517.0;91.0;38.0;22.0;11.0;20.0;182.22;40.96;56.59;40.67;44.01
1044;30 years;1954;14247.0;3118.0;4551.0;3208.0;3370.0;14173.0;3084.0;4531.0;3201.0;3357.0;74.0;34.0;20.0;7.0;13.0;181.5;39.72;57.98;40.87;42.93
1045;30 years;1955;14333.0;3333.0;4517.0;3249.0;3234.0;14247.0;3294.0;4499.0;3238.0;3216.0;86.0;39.0;18.0;11.0;18.0;187.11;43.51;58.97;42.41;42.22
1046;30 years;1956;14137.0;3176.0;4554.0;3211.0;3196.0;14055.0;3143.0;4536.0;3199.0;3177.0;82.0;33.0;18.0;12.0;19.0;186.47;41.89;60.07;42.35;42.16
1047;30 years;1957;14360.0;3229.0;4738.0;3247.0;3146.0;14277.0;3193.0;4719.0;3237.0;3128.0;83.0;36.0;19.0;10.0;18.0;191.02;42.95;63.03;43.19;41.85
1048;30 years;1958;14457.0;3280.0;4767.0;3251.0;3159.0;14374.0;3243.0;4750.0;3241.0;3140.0;83.0;37.0;17.0;10.0;19.0;188.2;42.7;62.06;42.32;41.12
1049;30 years;1959;14933.0;3264.0;5103.0;3455.0;3111.0;14842.0;3230.0;5085.0;3440.0;3087.0;91.0;34.0;18.0;15.0;24.0;196.11;42.86;67.01;45.37;40.86
1050;30 years;1960;14816.0;3065.0;5149.0;3528.0;3074.0;14727.0;3021.0;5132.0;3520.0;3054.0;89.0;44.0;17.0;8.0;20.0;188.86;39.07;65.64;44.97;39.19
1051;30 years;1961;15162.0;2994.0;5309.0;3684.0;3175.0;15071.0;2952.0;5293.0;3672.0;3154.0;91.0;42.0;16.0;12.0;21.0;198.79;39.26;69.61;48.3;41.63
1052;30 years;1962;14747.0;2823.0;5097.0;3718.0;3109.0;14652.0;2784.0;5077.0;3705.0;3086.0;95.0;39.0;20.0;13.0;23.0;190.71;36.51;65.92;48.08;40.21
1053;30 years;1963;14329.0;2673.0;5021.0;3639.0;2996.0;14236.0;2632.0;5005.0;3624.0;2975.0;93.0;41.0;16.0;15.0;21.0;193.16;36.03;67.69;49.06;40.39
