ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
321;B-E Industry (no construction), energy;2007 July - 2008 June;80.1;4.7;75.0;5.1;0.4
322;B-E Industry (no construction), energy;2007 October - 2008 September;80.7;5.2;75.6;5.5;0.3
323;B-E Industry (no construction), energy;2008 January - 2008 December;81.5;5.3;76.3;5.5;0.2
324;B-E Industry (no construction), energy;2008 April - 2009 March;82.4;4.5;77.4;4.9;0.4
325;B-E Industry (no construction), energy;2008 July - 2009 June;83.5;4.2;78.6;4.8;0.6
326;B-E Industry (no construction), energy;2008 October - 2009 September;84.4;4.5;79.7;5.5;0.9
327;B-E Industry (no construction), energy;2009 January - 2009 December;85.2;4.5;80.7;5.8;1.2
328;B-E Industry (no construction), energy;2009 April - 2010 March;84.4;2.4;80.4;3.9;1.4
329;B-E Industry (no construction), energy;2009 July - 2010 June;83.7;0.3;80.0;1.8;1.5
330;B-E Industry (no construction), energy;2009 October - 2010 September;82.2;-2.5;78.9;-1.0;1.6
331;B-E Industry (no construction), energy;2010 January - 2010 December;81.2;-4.7;78.2;-3.2;1.6
332;B-E Industry (no construction), energy;2010 April - 2011 March;81.6;-3.4;78.6;-2.2;1.2
333;B-E Industry (no construction), energy;2010 July - 2011 June;81.6;-2.5;78.8;-1.5;0.9
334;B-E Industry (no construction), energy;2010 October - 2011 September;82.1;-0.1;79.3;0.5;0.6
335;B-E Industry (no construction), energy;2011 January - 2011 December;83.4;2.7;80.6;3.1;0.3
336;B-E Industry (no construction), energy;2011 April - 2012 March;83.4;2.3;80.7;2.6;0.3
337;B-E Industry (no construction), energy;2011 July - 2012 June;83.8;2.7;81.2;3.0;0.4
338;B-E Industry (no construction), energy;2011 October - 2012 September;84.8;3.3;82.3;3.8;0.5
339;B-E Industry (no construction), energy;2012 January - 2012 December;85.7;2.8;83.3;3.5;0.7
340;B-E Industry (no construction), energy;2012 April - 2013 March;86.6;3.8;84.4;4.7;0.9
341;B-E Industry (no construction), energy;2012 July - 2013 June;86.6;3.3;84.6;4.3;0.9
342;B-E Industry (no construction), energy;2012 October - 2013 September;86.2;1.7;84.5;2.6;1.0
343;B-E Industry (no construction), energy;2013 January - 2013 December;85.9;0.2;84.3;1.2;1.0
344;B-E Industry (no construction), energy;2013 April - 2014 March;86.2;-0.5;84.8;0.5;0.9
345;B-E Industry (no construction), energy;2013 July - 2014 June;86.8;0.3;85.6;1.2;0.9
346;B-E Industry (no construction), energy;2013 October - 2014 September;87.3;1.2;86.2;2.0;0.8
347;B-E Industry (no construction), energy;2014 January - 2014 December;88.4;3.0;87.5;3.7;0.7
348;B-E Industry (no construction), energy;2014 April - 2015 March ;88.6;2.8;87.7;3.4;0.6
349;B-E Industry (no construction), energy;2014 July - 2015 June;88.9;2.4;88.1;2.9;0.5
350;B-E Industry (no construction), energy;2014 October - 2015 September;89.0;2.0;88.3;2.4;0.4
351;B-E Industry (no construction), energy;2015 January - 2015 December;88.2;-0.3;87.6;0.1;0.4
352;B-E Industry (no construction), energy;2015 April - 2016 March;88.8;0.2;88.1;0.5;0.3
353;B-E Industry (no construction), energy;2015 July - 2016 June;88.5;-0.4;88.0;-0.2;0.3
354;B-E Industry (no construction), energy;2015 October - 2016 September;89.0;0.0;88.5;0.3;0.3
355;B-E Industry (no construction), energy;2016 January - 2016 December;89.6;1.5;89.1;1.8;0.3
356;B-E Industry (no construction), energy;2016 April - 2017 March;89.1;0.3;88.7;0.6;0.3
357;B-E Industry (no construction), energy;2016 July - 2017 June;89.6;1.2;89.3;1.5;0.3
358;B-E Industry (no construction), energy;2016 October - 2017 September;90.0;1.1;89.6;1.2;0.1
359;B-E Industry (no construction), energy;2017 January - 2017 December;90.9;1.5;90.5;1.5;0.0
360;B-E Industry (no construction), energy;2017 April - 2018 March;91.9;3.1;91.4;3.1;-0.1
361;B-E Industry (no construction), energy;2017 July - 2018 June;92.7;3.5;92.3;3.4;-0.1
362;B-E Industry (no construction), energy;2017 October - 2018 September;93.3;3.7;92.9;3.7;0.0
363;B-E Industry (no construction), energy;2018 January - 2018 December;93.3;2.6;92.8;2.5;0.0
364;B-E Industry (no construction), energy;2018 April - 2019 March;93.9;2.2;93.4;2.1;0.0
365;B-E Industry (no construction), energy;2018 July - 2019 June;94.4;1.9;93.9;1.8;-0.1
366;B-E Industry (no construction), energy;2018 October - 2019 September;94.5;1.2;94.0;1.2;0.0
367;B-E Industry (no construction), energy;2019 January - 2019 December;95.4;2.3;95.0;2.4;0.1
368;B-E Industry (no construction), energy;2019 April - 2020 March;97.1;3.4;96.7;3.5;0.1
369;B-E Industry (no construction), energy;2019 July - 2020 June;97.0;2.8;96.7;3.0;0.2
370;B-E Industry (no construction), energy;2019 October - 2020 September;99.0;4.8;98.7;5.0;0.2
371;B-E Industry (no construction), energy;2020 January - 2020 December;99.2;4.0;98.9;4.1;0.1
372;B-E Industry (no construction), energy;2020 April - 2021 March;98.8;1.7;98.5;1.9;0.2
373;B-E Industry (no construction), energy;2020 July - 2021 June;99.2;2.3;99.1;2.5;0.2
374;B-E Industry (no construction), energy;2020 October - 2021 September;99.7;0.7;99.7;1.0;0.2
375;B-E Industry (no construction), energy;2021 January - 2021 December;100.0;0.8;100.0;1.1;0.3
376;B-E Industry (no construction), energy;2021 April - 2022 March;101.0;2.3;100.9;2.4;0.2
377;B-E Industry (no construction), energy;2021 July - 2022 June;103.0;3.8;103.0;4.0;0.1
378;B-E Industry (no construction), energy;2021 October - 2022 September;103.2;3.6;103.3;3.7;0.1
379;B-E Industry (no construction), energy;2022 January - 2022 December;105.0;5.0;105.1;5.1;0.1
380;B-E Industry (no construction), energy;2022 April - 2023 March;106.2;5.2;106.4;5.5;0.2
381;B-E Industry (no construction), energy;2022 July - 2023 June;108.2;5.0;108.6;5.3;0.3
382;B-E Industry (no construction), energy;2022 October - 2023 September;109.7;6.3;110.2;6.6;0.4
383;B-E Industry (no construction), energy;2023 January - 2023 December;111.6;6.3;112.2;6.7;0.4
384;B-E Industry (no construction), energy;2023 April - 2024 March;113.5;6.9;114.1;7.2;0.3
385;B-E Industry (no construction), energy;2023 July - 2024 June;114.6;5.9;115.3;6.2;0.3
386;B-E Industry (no construction), energy;2023 October - 2024 September;115.8;5.5;116.6;5.8;0.3
387;B-E Industry (no construction), energy;2024 January - 2024 December;117.0;4.8;117.9;5.1;0.3
388;C Manufacturing;2001;66.8;;58.6;;
389;C Manufacturing;2002;69.7;4.3;61.9;5.6;1.2
390;C Manufacturing;2003;71.3;2.3;64.0;3.6;1.2
391;C Manufacturing;2004;72.5;1.7;65.9;2.9;1.2
392;C Manufacturing;2005;73.5;1.4;67.7;2.6;1.2
393;C Manufacturing;2006;74.8;1.8;69.4;2.6;0.8
394;C Manufacturing;2007;76.8;2.6;71.6;3.1;0.5
395;C Manufacturing;2008;81.0;5.5;75.6;5.6;0.2
396;C Manufacturing;2009;84.9;4.8;80.2;6.1;1.2
397;C Manufacturing;2010;80.2;-5.5;77.0;-3.9;1.6
398;C Manufacturing;2011;82.6;2.9;79.5;3.2;0.3
399;C Manufacturing;2012;84.8;2.7;82.2;3.4;0.7
400;C Manufacturing;2013;85.0;0.2;83.1;1.1;0.9
401;C Manufacturing;2014;87.9;3.4;86.4;4.0;0.6
402;C Manufacturing;2015;87.7;-0.2;86.6;0.2;0.3
403;C Manufacturing;2016;89.2;1.6;88.3;2.1;0.4
404;C Manufacturing;2017;91.0;2.1;90.3;2.3;0.2
405;C Manufacturing;2018;93.3;2.5;92.6;2.5;0.1
406;C Manufacturing;2019;95.4;2.3;94.8;2.4;0.1
407;C Manufacturing;2020;99.2;4.0;98.7;4.1;0.1
408;C Manufacturing;2021;100.0;0.8;100.0;1.3;0.4
409;C Manufacturing;2022;104.9;4.9;105.0;5.0;0.1
410;C Manufacturing;2023;111.4;6.1;111.8;6.5;0.3
411;C Manufacturing;2024;116.7;4.8;117.3;5.0;0.2
412;C Manufacturing;2006 January - 2006 December;74.8;1.8;69.4;2.6;0.8
413;C Manufacturing;2006 April - 2007 March;75.5;;70.1;;
414;C Manufacturing;2006 July - 2007 June;76.0;;70.7;;
415;C Manufacturing;2006 October - 2007 September;76.2;;71.0;;
416;C Manufacturing;2007 January - 2007 December;76.8;2.6;71.6;3.1;0.5
417;C Manufacturing;2007 April - 2008 March;78.5;3.9;73.2;4.4;0.4
418;C Manufacturing;2007 July - 2008 June;79.8;5.0;74.5;5.4;0.3
419;C Manufacturing;2007 October - 2008 September;80.5;5.5;75.1;5.8;0.2
420;C Manufacturing;2008 January - 2008 December;81.0;5.5;75.6;5.6;0.2
421;C Manufacturing;2008 April - 2009 March;82.0;4.5;76.7;4.8;0.3
422;C Manufacturing;2008 July - 2009 June;83.0;4.1;77.9;4.7;0.6
423;C Manufacturing;2008 October - 2009 September;84.0;4.4;79.1;5.3;0.9
424;C Manufacturing;2009 January - 2009 December;84.9;4.8;80.2;6.1;1.2
425;C Manufacturing;2009 April - 2010 March;84.0;2.4;79.7;3.9;1.5
426;C Manufacturing;2009 July - 2010 June;83.0;0.0;79.1;1.5;1.6
427;C Manufacturing;2009 October - 2010 September;81.4;-3.0;77.9;-1.5;1.6
428;C Manufacturing;2010 January - 2010 December;80.2;-5.5;77.0;-3.9;1.6
429;C Manufacturing;2010 April - 2011 March;80.7;-3.9;77.5;-2.7;1.3
430;C Manufacturing;2010 July - 2011 June;80.8;-2.7;77.7;-1.8;0.9
431;C Manufacturing;2010 October - 2011 September;81.3;-0.2;78.2;0.4;0.6
432;C Manufacturing;2011 January - 2011 December;82.6;2.9;79.5;3.2;0.3
433;C Manufacturing;2011 April - 2012 March;82.6;2.4;79.6;2.7;0.3
434;C Manufacturing;2011 July - 2012 June;83.0;2.7;80.1;3.0;0.3
435;C Manufacturing;2011 October - 2012 September;84.0;3.3;81.2;3.8;0.5
436;C Manufacturing;2012 January - 2012 December;84.8;2.7;82.2;3.4;0.7
437;C Manufacturing;2012 April - 2013 March;85.7;3.8;83.3;4.7;0.8
438;C Manufacturing;2012 July - 2013 June;85.7;3.3;83.5;4.3;0.9
439;C Manufacturing;2012 October - 2013 September;85.4;1.7;83.3;2.6;0.9
440;C Manufacturing;2013 January - 2013 December;85.0;0.2;83.1;1.1;0.9
441;C Manufacturing;2013 April - 2014 March;85.4;-0.4;83.6;0.4;0.8
442;C Manufacturing;2013 July - 2014 June;86.1;0.4;84.5;1.2;0.7
443;C Manufacturing;2013 October - 2014 September;86.6;1.4;85.1;2.1;0.7
444;C Manufacturing;2014 January - 2014 December;87.9;3.4;86.4;4.0;0.6
445;C Manufacturing;2014 April - 2015 March ;88.1;3.2;86.7;3.7;0.5
446;C Manufacturing;2014 July - 2015 June;88.4;2.7;87.1;3.1;0.4
447;C Manufacturing;2014 October - 2015 September;88.5;2.2;87.3;2.6;0.4
448;C Manufacturing;2015 January - 2015 December;87.7;-0.2;86.6;0.2;0.3
449;C Manufacturing;2015 April - 2016 March;88.3;0.3;87.2;0.6;0.3
450;C Manufacturing;2015 July - 2016 June;88.1;-0.3;87.1;-0.1;0.3
451;C Manufacturing;2015 October - 2016 September;88.6;0.1;87.7;0.4;0.3
452;C Manufacturing;2016 January - 2016 December;89.2;1.6;88.3;2.1;0.4
453;C Manufacturing;2016 April - 2017 March;88.8;0.5;88.0;1.0;0.5
454;C Manufacturing;2016 July - 2017 June;89.5;1.7;88.9;2.1;0.5
455;C Manufacturing;2016 October - 2017 September;90.0;1.6;89.3;1.9;0.3
456;C Manufacturing;2017 January - 2017 December;91.0;2.1;90.3;2.3;0.2
457;C Manufacturing;2017 April - 2018 March;92.0;3.7;91.3;3.7;0.1
458;C Manufacturing;2017 July - 2018 June;92.8;3.7;92.2;3.6;0.0
459;C Manufacturing;2017 October - 2018 September;93.4;3.8;92.8;3.9;0.0
460;C Manufacturing;2018 January - 2018 December;93.3;2.5;92.6;2.5;0.1
461;C Manufacturing;2018 April - 2019 March;93.8;2.0;93.2;2.0;0.0
462;C Manufacturing;2018 July - 2019 June;94.4;1.7;93.7;1.7;0.0
463;C Manufacturing;2018 October - 2019 September;94.4;1.1;93.9;1.1;0.0
464;C Manufacturing;2019 January - 2019 December;95.4;2.3;94.8;2.4;0.1
465;C Manufacturing;2019 April - 2020 March;97.1;3.5;96.6;3.7;0.2
466;C Manufacturing;2019 July - 2020 June;97.0;2.8;96.6;3.1;0.3
467;C Manufacturing;2019 October - 2020 September;98.9;4.8;98.5;5.0;0.2
468;C Manufacturing;2020 January - 2020 December;99.2;4.0;98.7;4.1;0.1
469;C Manufacturing;2020 April - 2021 March;98.6;1.5;98.3;1.7;0.2
470;C Manufacturing;2020 July - 2021 June;99.2;2.3;99.1;2.5;0.3
471;C Manufacturing;2020 October - 2021 September;99.7;0.7;99.6;1.1;0.3
472;C Manufacturing;2021 January - 2021 December;100.0;0.8;100.0;1.3;0.4
473;C Manufacturing;2021 April - 2022 March;101.0;2.4;101.0;2.7;0.3
474;C Manufacturing;2021 July - 2022 June;103.1;4.0;103.1;4.1;0.1
475;C Manufacturing;2021 October - 2022 September;103.3;3.7;103.3;3.7;0.1
476;C Manufacturing;2022 January - 2022 December;104.9;4.9;105.0;5.0;0.1
477;C Manufacturing;2022 April - 2023 March;106.1;5.0;106.2;5.2;0.2
478;C Manufacturing;2022 July - 2023 June;108.0;4.7;108.3;5.0;0.3
479;C Manufacturing;2022 October - 2023 September;109.5;6.0;109.8;6.3;0.3
480;C Manufacturing;2023 January - 2023 December;111.4;6.1;111.8;6.5;0.3
481;C Manufacturing;2023 April - 2024 March;113.3;6.8;113.8;7.1;0.3
482;C Manufacturing;2023 July - 2024 June;114.4;5.9;114.9;6.1;0.2
483;C Manufacturing;2023 October - 2024 September;115.5;5.5;116.1;5.7;0.2
484;C Manufacturing;2024 January - 2024 December;116.7;4.8;117.3;5.0;0.2
485;24-30, 33 Metalectro;2001;64.3;;56.7;;
486;24-30, 33 Metalectro;2002;66.7;3.6;59.3;4.7;1.0
487;24-30, 33 Metalectro;2003;68.0;2.1;61.2;3.1;1.0
488;24-30, 33 Metalectro;2004;69.3;1.9;63.0;2.9;1.1
489;24-30, 33 Metalectro;2005;69.9;0.9;64.3;2.1;1.2
490;24-30, 33 Metalectro;2006;71.6;2.3;66.2;3.1;0.7
491;24-30, 33 Metalectro;2007;73.6;2.9;68.4;3.3;0.4
492;24-30, 33 Metalectro;2008;77.6;5.4;72.1;5.4;0.0
493;24-30, 33 Metalectro;2009;78.8;1.6;74.3;3.0;1.4
494;24-30, 33 Metalectro;2010;78.0;-1.0;74.7;0.6;1.6
495;24-30, 33 Metalectro;2011;80.4;3.1;77.3;3.5;0.4
496;24-30, 33 Metalectro;2012;82.9;3.1;80.4;4.0;0.9
497;24-30, 33 Metalectro;2013;83.0;0.1;81.3;1.0;0.9
498;24-30, 33 Metalectro;2014;87.0;4.8;85.5;5.2;0.4
499;24-30, 33 Metalectro;2015;86.6;-0.4;85.4;-0.1;0.3
500;24-30, 33 Metalectro;2016;87.8;1.4;86.9;1.8;0.4
501;24-30, 33 Metalectro;2017;90.7;3.2;89.8;3.3;0.1
502;24-30, 33 Metalectro;2018;92.2;1.7;91.3;1.7;0.0
503;24-30, 33 Metalectro;2019;94.3;2.3;93.5;2.5;0.1
504;24-30, 33 Metalectro;2020;98.4;4.3;97.7;4.5;0.2
505;24-30, 33 Metalectro;2021;100.0;1.6;100.0;2.3;0.7
506;24-30, 33 Metalectro;2022;104.8;4.8;105.0;5.0;0.2
507;24-30, 33 Metalectro;2023;112.1;7.0;112.6;7.2;0.2
508;24-30, 33 Metalectro;2024;117.1;4.5;117.8;4.6;0.1
509;24-30, 33 Metalectro;2006 January - 2006 December;71.6;2.3;66.2;3.1;0.7
510;24-30, 33 Metalectro;2006 April - 2007 March;72.2;;66.9;;
511;24-30, 33 Metalectro;2006 July - 2007 June;73.0;;67.7;;
512;24-30, 33 Metalectro;2006 October - 2007 September;73.1;;67.9;;
513;24-30, 33 Metalectro;2007 January - 2007 December;73.6;2.9;68.4;3.3;0.4
514;24-30, 33 Metalectro;2007 April - 2008 March;75.1;4.0;69.8;4.3;0.3
515;24-30, 33 Metalectro;2007 July - 2008 June;76.4;4.7;71.1;5.0;0.3
516;24-30, 33 Metalectro;2007 October - 2008 September;77.0;5.4;71.6;5.5;0.1
517;24-30, 33 Metalectro;2008 January - 2008 December;77.6;5.4;72.1;5.4;0.0
518;24-30, 33 Metalectro;2008 April - 2009 March;78.1;4.0;72.7;4.2;0.2
519;24-30, 33 Metalectro;2008 July - 2009 June;78.3;2.4;73.2;3.0;0.5
520;24-30, 33 Metalectro;2008 October - 2009 September;78.6;2.0;73.8;3.1;1.0
521;24-30, 33 Metalectro;2009 January - 2009 December;78.8;1.6;74.3;3.0;1.4
522;24-30, 33 Metalectro;2009 April - 2010 March;78.8;0.9;74.6;2.6;1.7
523;24-30, 33 Metalectro;2009 July - 2010 June;78.8;0.7;75.0;2.5;1.8
524;24-30, 33 Metalectro;2009 October - 2010 September;78.5;-0.2;74.9;1.5;1.7
525;24-30, 33 Metalectro;2010 January - 2010 December;78.0;-1.0;74.7;0.6;1.6
526;24-30, 33 Metalectro;2010 April - 2011 March;78.5;-0.4;75.2;0.8;1.2
527;24-30, 33 Metalectro;2010 July - 2011 June;78.8;0.0;75.7;0.9;0.9
528;24-30, 33 Metalectro;2010 October - 2011 September;79.2;0.9;76.1;1.6;0.6
529;24-30, 33 Metalectro;2011 January - 2011 December;80.4;3.1;77.3;3.5;0.4
530;24-30, 33 Metalectro;2011 April - 2012 March;80.5;2.6;77.5;3.1;0.4
531;24-30, 33 Metalectro;2011 July - 2012 June;80.9;2.7;78.1;3.2;0.5
532;24-30, 33 Metalectro;2011 October - 2012 September;82.1;3.6;79.4;4.4;0.7
533;24-30, 33 Metalectro;2012 January - 2012 December;82.9;3.1;80.4;4.0;0.9
534;24-30, 33 Metalectro;2012 April - 2013 March;83.7;4.0;81.4;5.0;1.0
535;24-30, 33 Metalectro;2012 July - 2013 June;83.8;3.5;81.7;4.6;1.0
536;24-30, 33 Metalectro;2012 October - 2013 September;83.4;1.6;81.5;2.6;1.0
537;24-30, 33 Metalectro;2013 January - 2013 December;83.0;0.1;81.3;1.0;0.9
538;24-30, 33 Metalectro;2013 April - 2014 March;83.5;-0.2;81.9;0.6;0.8
539;24-30, 33 Metalectro;2013 July - 2014 June;84.6;1.0;83.1;1.6;0.7
540;24-30, 33 Metalectro;2013 October - 2014 September;85.4;2.4;83.9;2.9;0.5
541;24-30, 33 Metalectro;2014 January - 2014 December;87.0;4.8;85.5;5.2;0.4
542;24-30, 33 Metalectro;2014 April - 2015 March ;87.2;4.3;85.7;4.7;0.3
543;24-30, 33 Metalectro;2014 July - 2015 June;87.5;3.5;86.2;3.8;0.3
544;24-30, 33 Metalectro;2014 October - 2015 September;87.5;2.5;86.2;2.8;0.3
545;24-30, 33 Metalectro;2015 January - 2015 December;86.6;-0.4;85.4;-0.1;0.3
546;24-30, 33 Metalectro;2015 April - 2016 March;87.1;-0.1;85.9;0.2;0.3
547;24-30, 33 Metalectro;2015 July - 2016 June;86.7;-1.0;85.6;-0.7;0.3
548;24-30, 33 Metalectro;2015 October - 2016 September;87.3;-0.3;86.3;0.1;0.3
549;24-30, 33 Metalectro;2016 January - 2016 December;87.8;1.4;86.9;1.8;0.4
550;24-30, 33 Metalectro;2016 April - 2017 March;87.7;0.7;86.8;1.1;0.4
551;24-30, 33 Metalectro;2016 July - 2017 June;88.8;2.4;87.9;2.7;0.3
552;24-30, 33 Metalectro;2016 October - 2017 September;89.3;2.3;88.5;2.5;0.2
553;24-30, 33 Metalectro;2017 January - 2017 December;90.7;3.2;89.8;3.3;0.1
554;24-30, 33 Metalectro;2017 April - 2018 March;91.5;4.4;90.7;4.4;0.1
555;24-30, 33 Metalectro;2017 July - 2018 June;92.3;4.0;91.5;4.1;0.1
556;24-30, 33 Metalectro;2017 October - 2018 September;92.8;3.9;92.0;4.0;0.1
557;24-30, 33 Metalectro;2018 January - 2018 December;92.2;1.7;91.3;1.7;0.0
558;24-30, 33 Metalectro;2018 April - 2019 March;92.6;1.1;91.7;1.1;0.0
559;24-30, 33 Metalectro;2018 July - 2019 June;93.0;0.8;92.1;0.7;-0.1
560;24-30, 33 Metalectro;2018 October - 2019 September;93.2;0.5;92.4;0.5;0.0
561;24-30, 33 Metalectro;2019 January - 2019 December;94.3;2.3;93.5;2.5;0.1
562;24-30, 33 Metalectro;2019 April - 2020 March;96.6;4.3;95.9;4.6;0.2
563;24-30, 33 Metalectro;2019 July - 2020 June;96.4;3.6;95.8;3.9;0.3
564;24-30, 33 Metalectro;2019 October - 2020 September;98.1;5.2;97.5;5.5;0.3
565;24-30, 33 Metalectro;2020 January - 2020 December;98.4;4.3;97.7;4.5;0.2
566;24-30, 33 Metalectro;2020 April - 2021 March;97.5;0.9;97.0;1.2;0.2
567;24-30, 33 Metalectro;2020 July - 2021 June;98.2;1.9;98.0;2.3;0.4
568;24-30, 33 Metalectro;2020 October - 2021 September;99.2;1.1;99.1;1.6;0.5
569;24-30, 33 Metalectro;2021 January - 2021 December;100.0;1.6;100.0;2.3;0.7
570;24-30, 33 Metalectro;2021 April - 2022 March;101.0;3.6;101.0;4.2;0.6
571;24-30, 33 Metalectro;2021 July - 2022 June;103.2;5.0;103.3;5.4;0.3
572;24-30, 33 Metalectro;2021 October - 2022 September;103.4;4.3;103.6;4.6;0.3
573;24-30, 33 Metalectro;2022 January - 2022 December;104.8;4.8;105.0;5.0;0.2
574;24-30, 33 Metalectro;2022 April - 2023 March;106.7;5.6;107.0;5.9;0.3
575;24-30, 33 Metalectro;2022 July - 2023 June;108.8;5.5;109.2;5.8;0.3
576;24-30, 33 Metalectro;2022 October - 2023 September;110.3;6.7;110.8;7.0;0.3
577;24-30, 33 Metalectro;2023 January - 2023 December;112.1;7.0;112.6;7.2;0.2
578;24-30, 33 Metalectro;2023 April - 2024 March;114.0;6.8;114.5;7.0;0.2
579;24-30, 33 Metalectro;2023 July - 2024 June;114.8;5.6;115.4;5.6;0.1
580;24-30, 33 Metalectro;2023 October - 2024 September;115.9;5.1;116.5;5.2;0.1
581;24-30, 33 Metalectro;2024 January - 2024 December;117.1;4.5;117.8;4.6;0.1
582;F Construction;2001;72.2;;64.2;;
583;F Construction;2002;75.2;4.2;67.4;5.1;0.8
584;F Construction;2003;77.7;3.3;70.3;4.2;0.9
585;F Construction;2004;79.3;2.0;72.3;2.9;0.8
586;F Construction;2005;80.1;1.1;73.8;2.1;1.0
587;F Construction;2006;81.8;2.1;75.9;2.9;0.8
588;F Construction;2007;83.2;1.7;77.5;2.1;0.4
589;F Construction;2008;86.5;3.9;80.8;4.2;0.3
590;F Construction;2009;87.1;0.7;82.1;1.6;0.9
591;F Construction;2010;87.8;0.8;84.1;2.4;1.6
592;F Construction;2011;87.4;-0.4;84.4;0.3;0.7
593;F Construction;2012;90.1;3.1;87.8;4.1;1.0
594;F Construction;2013;89.0;-1.2;87.8;0.0;1.3
595;F Construction;2014;88.4;-0.7;88.1;0.3;0.9
596;F Construction;2015;88.1;-0.3;88.2;0.1;0.4
597;F Construction;2016;90.3;2.5;90.6;2.8;0.3
598;F Construction;2017;90.6;0.3;90.9;0.3;0.0
599;F Construction;2018;93.2;2.9;93.4;2.7;-0.2
600;F Construction;2019;94.8;1.7;95.0;1.8;0.0
601;F Construction;2020;101.7;7.3;101.9;7.3;0.0
602;F Construction;2021;100.0;-1.7;100.0;-1.9;-0.2
603;F Construction;2022;104.1;4.1;104.1;4.1;0.0
604;F Construction;2023;109.4;5.1;109.4;5.0;0.0
