ID;Bestedingspatroon;Reisduur;SoortCijfers;Perioden;TotaalInterneToeristischeBestedingen_1;TotaalBestedingenDoorNietIngezetenen_2;ZakelijkMotief_3;RecreatiefMotief_4;TotaalBestedingenDoorIngezetenen_5;TotaalBestemmingNederland_6;ZakelijkMotief_7;RecreatiefMotief_8;TotaalBestemmingBuitenland_9;ZakelijkMotief_10;RecreatiefMotief_11;DuurzameRecreatiegoederen_12;SocialeOverdrachten_13
380;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2007;;1290;331;958;3703;99;35;64;3603;507;3098;;
381;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2008;;1330;341;988;3806;99;35;64;3706;520;3188;;
382;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2009;;1258;322;935;3579;94;33;61;3484;479;3006;;
383;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2010;;1278;327;950;3622;96;34;62;3525;474;3052;;
384;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2011;;1318;337;980;3736;100;36;64;3635;488;3149;;
385;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2001;;985;257;728;2976;91;30;61;2885;485;2400;;
386;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2002;;1052;275;777;3135;94;30;64;3041;482;2559;;
387;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2003;;982;250;732;3092;91;31;60;3001;486;2515;;
388;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2004;;1060;270;790;3197;93;33;60;3104;468;2636;;
389;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2005;;1163;298;865;3385;92;34;58;3293;478;2815;;
390;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2006;;1294;333;961;3523;98;35;63;3425;467;2958;;
391;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2007;;1303;334;969;3782;99;35;64;3683;514;3169;;
392;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2008;;1421;364;1057;4074;104;37;67;3970;551;3419;;
393;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2009;;1245;319;926;3666;93;33;60;3573;491;3082;;
394;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2010;;1265;324;941;3710;95;34;61;3615;486;3129;;
395;Bestedingen totaal vervoer;Meerdaags;Lopende prijzen;2011;;1330;341;989;3898;100;36;64;3798;509;3289;;
396;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;4456.0;1075;275;800;3198;1030;364;666;2179;330;1846;0.0;185.0
397;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;4478.0;1091;279;812;3199;1028;364;664;2182;335;1844;0.0;191.0
398;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;4397.0;1060;265;794;3140;952;336;616;2192;336;1853;0.0;202.0
399;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;4610.0;1139;285;854;3303;999;328;671;2308;326;1981;0.0;168.0
400;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;4809.0;1208;305;903;3427;1008;334;674;2419;326;2093;0.0;174.0
401;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;4977.0;1295;329;966;3516;1058;345;713;2461;335;2126;0.0;163.0
402;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;5292.0;1333;338;994;3796;1098;357;741;2697;370;2327;0.0;170.0
403;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;5450.0;1373;348;1024;3910;1131;368;764;2777;381;2396;0.0;175.0
404;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;5159.0;1299;329;969;3702;1071;349;723;2629;361;2268;0.0;165.0
405;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;5241.0;1320;334;985;3760;1088;354;735;2670;366;2304;0.0;168.0
406;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;5404.0;1361;344;1016;3877;1122;365;758;2753;377;2376;0.0;173.0
407;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2001;4189.0;1028;264;764;3002;886;312;574;2116;344;1772;0.0;159.0
408;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2002;4415.0;1097;282;815;3148;918;323;595;2230;350;1880;0.0;170.0
409;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2003;4259.0;1027;257;770;3044;900;316;584;2144;334;1810;0.0;188.0
410;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2004;4478.0;1105;277;828;3209;977;322;655;2232;325;1907;0.0;164.0
411;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2005;4809.0;1208;305;903;3427;1008;334;674;2419;326;2093;0.0;174.0
412;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2006;5135.0;1337;340;997;3630;1093;351;742;2537;336;2201;0.0;168.0
413;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2007;5391.0;1346;341;1005;3877;1149;365;784;2728;374;2354;0.0;168.0
414;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2008;5874.0;1466;371;1095;4225;1253;398;855;2972;407;2565;0.0;183.0
415;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2009;5147.0;1284;325;959;3703;1098;349;749;2605;357;2248;0.0;160.0
416;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2010;5229.0;1305;330;975;3761;1115;354;761;2646;362;2284;0.0;163.0
417;Bestedingen passagiersvervoer;Totaal eendaags en meerdaags;Lopende prijzen;2011;5495.0;1372;347;1025;3952;1172;372;800;2780;380;2400;0.0;171.0
418;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2001;;47;7;40;1008;954;337;618;54;38;16;;
419;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2002;;48;7;41;1003;948;337;612;55;39;16;;
420;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2003;;47;7;40;933;881;310;572;52;39;13;;
421;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2004;;46;7;39;972;921;299;622;51;39;12;;
422;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2005;;46;7;39;987;934;304;630;53;41;12;;
423;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2006;;44;7;37;1031;976;313;663;55;43;12;;
424;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2007;;44;7;37;1073;1015;325;690;58;45;13;;
425;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2008;;44;7;37;1108;1048;336;713;60;48;12;;
426;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2009;;42;7;35;1063;992;319;675;71;58;14;;
427;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2010;;43;7;36;1094;1007;323;686;88;71;18;;
428;Bestedingen passagiersvervoer;Eendaags;Prijsniveau 2005;2011;;44;7;37;1129;1039;333;708;91;74;18;;
429;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2001;;44;7;37;863;812;286;526;51;36;15;;
430;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2002;;46;7;39;893;841;297;544;52;37;15;;
431;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2003;;46;7;39;877;827;289;538;50;37;13;;
432;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2004;;46;7;39;952;902;293;609;50;38;12;;
433;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2005;;46;7;39;987;934;304;630;53;41;12;;
434;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2006;;44;7;37;1069;1013;320;693;56;44;12;;
435;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2007;;44;7;37;1125;1067;334;733;58;45;13;;
436;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2008;;46;7;39;1229;1166;365;801;63;50;13;;
437;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2009;;40;6;34;1092;1022;320;702;70;56;14;;
438;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2010;;41;6;35;1124;1037;324;713;87;69;18;;
439;Bestedingen passagiersvervoer;Eendaags;Lopende prijzen;2011;;43;6;37;1183;1091;341;750;92;73;19;;
440;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2001;;1028;268;761;2201;76;28;48;2125;291;1830;;
441;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2002;;1043;272;771;2206;79;28;51;2127;295;1828;;
442;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2003;;1013;258;754;2211;71;27;44;2140;296;1840;;
443;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2004;;1093;278;815;2334;77;29;48;2257;287;1969;;
444;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2005;;1162;298;864;2440;74;30;44;2366;285;2081;;
445;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2006;;1251;322;929;2487;81;31;50;2406;292;2114;;
446;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2007;;1289;331;957;2720;82;31;51;2638;324;2314;;
447;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2008;;1329;341;987;2798;82;31;51;2716;332;2384;;
448;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2009;;1257;322;934;2635;77;29;48;2557;303;2254;;
449;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2010;;1277;327;949;2661;79;30;49;2581;295;2286;;
450;Bestedingen passagiersvervoer;Meerdaags;Prijsniveau 2005;2011;;1317;337;979;2743;81;31;50;2661;303;2358;;
451;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2001;;984;257;727;2139;74;26;48;2065;308;1757;;
452;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2002;;1051;275;776;2255;77;26;51;2178;313;1865;;
453;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2003;;981;250;731;2167;73;27;46;2094;297;1797;;
454;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2004;;1059;270;789;2257;75;29;46;2182;287;1895;;
455;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2005;;1162;298;864;2440;74;30;44;2366;285;2081;;
456;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2006;;1293;333;960;2561;80;31;49;2481;292;2189;;
457;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2007;;1302;334;968;2752;82;31;51;2670;329;2341;;
458;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2008;;1420;364;1056;2996;87;33;54;2909;357;2552;;
459;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2009;;1244;319;925;2611;76;29;47;2535;301;2234;;
460;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2010;;1264;324;940;2637;78;30;48;2559;293;2266;;
461;Bestedingen passagiersvervoer;Meerdaags;Lopende prijzen;2011;;1329;341;988;2769;81;31;50;2688;307;2381;;
462;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;935.0;1;0;1;934;32;12;20;902;195;707;0.0;0.0
463;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;951.0;1;0;1;950;32;12;20;918;181;737;0.0;0.0
464;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;983.0;1;0;1;982;35;13;22;947;199;748;0.0;0.0
465;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;998.0;1;0;1;997;35;13;22;962;189;773;0.0;0.0
466;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;981.0;1;0;1;980;35;13;22;945;199;746;0.0;0.0
467;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;975.0;1;0;1;974;35;13;22;939;180;759;0.0;0.0
468;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;1023.0;1;0;1;1022;36;14;22;986;188;799;0.0;0.0
469;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;1049.0;1;0;1;1048;38;15;23;1010;193;818;0.0;0.0
470;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;981.0;1;0;1;980;36;14;22;944;181;765;0.0;0.0
471;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;997.0;1;0;1;996;36;14;22;960;184;778;0.0;0.0
472;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;1029.0;1;0;1;1028;38;15;23;990;190;803;0.0;0.0
473;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2001;869.0;1;0;1;868;32;12;20;836;182;654;0.0;0.0
474;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2002;912.0;1;0;1;911;32;12;20;879;174;705;0.0;0.0
475;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2003;963.0;1;0;1;962;35;13;22;927;196;731;0.0;0.0
476;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2004;976.0;1;0;1;975;35;13;22;940;187;753;0.0;0.0
477;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2005;981.0;1;0;1;980;35;13;22;945;199;746;0.0;0.0
478;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2006;997.0;1;0;1;996;35;13;22;961;181;780;0.0;0.0
479;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2007;1069.0;1;0;1;1068;36;14;22;1032;192;840;0.0;0.0
480;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2008;1118.0;1;0;1;1117;38;15;23;1079;201;878;0.0;0.0
481;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2009;1095.0;1;0;1;1094;38;15;23;1056;197;859;0.0;0.0
482;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2010;1113.0;1;0;1;1112;38;15;23;1074;200;874;0.0;0.0
483;Bestedingen reisbemiddeling en reisorg.;Totaal eendaags en meerdaags;Lopende prijzen;2011;1170.0;1;0;1;1169;40;16;24;1129;210;919;0.0;0.0
484;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2001;;0;0;0;31;15;8;7;16;5;11;;
485;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2002;;0;0;0;31;15;8;7;16;5;11;;
486;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2003;;0;0;0;37;17;9;8;20;7;13;;
487;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2004;;0;0;0;35;17;9;8;18;6;12;;
488;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2005;;0;0;0;35;17;9;8;18;6;12;;
489;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2006;;0;0;0;34;17;9;8;17;6;11;;
490;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2007;;0;0;0;38;19;10;9;19;7;12;;
491;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2008;;0;0;0;39;21;11;10;18;7;11;;
492;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2009;;0;0;0;35;19;10;9;16;6;10;;
493;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2010;;0;0;0;35;19;10;9;16;6;10;;
494;Bestedingen reisbemiddeling en reisorg.;Eendaags;Prijsniveau 2005;2011;;0;0;0;35;19;10;9;16;6;10;;
495;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2001;;0;0;0;31;15;8;7;16;5;11;;
496;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2002;;0;0;0;31;15;8;7;16;5;11;;
497;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2003;;0;0;0;37;17;9;8;20;7;13;;
498;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2004;;0;0;0;35;17;9;8;18;6;12;;
499;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2005;;0;0;0;35;17;9;8;18;6;12;;
500;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2006;;0;0;0;34;17;9;8;17;6;11;;
501;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2007;;0;0;0;38;19;10;9;19;7;12;;
502;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2008;;0;0;0;39;21;11;10;18;7;11;;
503;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2009;;0;0;0;39;21;11;10;18;7;11;;
504;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2010;;0;0;0;39;21;11;10;18;7;11;;
505;Bestedingen reisbemiddeling en reisorg.;Eendaags;Lopende prijzen;2011;;0;0;0;40;21;11;10;19;8;11;;
506;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2001;;1;0;1;903;17;4;13;886;190;696;;
507;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2002;;1;0;1;919;17;4;13;902;176;726;;
508;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2003;;1;0;1;945;18;4;14;927;192;735;;
509;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2004;;1;0;1;962;18;4;14;944;183;761;;
510;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2005;;1;0;1;945;18;4;14;927;193;734;;
511;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2006;;1;0;1;940;18;4;14;922;174;748;;
512;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2007;;1;0;1;984;17;4;13;967;180;787;;
513;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2008;;1;0;1;1009;17;4;13;992;185;807;;
514;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2009;;1;0;1;945;17;4;13;928;174;755;;
515;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2010;;1;0;1;961;17;4;13;944;177;768;;
516;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Prijsniveau 2005;2011;;1;0;1;993;19;5;14;974;183;793;;
517;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2001;;1;0;1;837;17;4;13;820;177;643;;
518;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2002;;1;0;1;880;17;4;13;863;169;694;;
519;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2003;;1;0;1;925;18;4;14;907;189;718;;
520;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2004;;1;0;1;940;18;4;14;922;181;741;;
521;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2005;;1;0;1;945;18;4;14;927;193;734;;
522;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2006;;1;0;1;962;18;4;14;944;175;769;;
523;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2007;;1;0;1;1030;17;4;13;1013;185;828;;
524;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2008;;1;0;1;1078;17;4;13;1061;194;867;;
525;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2009;;1;0;1;1055;17;4;13;1038;190;848;;
526;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2010;;1;0;1;1073;17;4;13;1056;193;863;;
527;Bestedingen reisbemiddeling en reisorg.;Meerdaags;Lopende prijzen;2011;;1;0;1;1129;19;5;14;1110;202;908;;
528;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;4548.0;262;6;256;2770;2770;32;2739;0;0;0;0.0;1518.0
529;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;4626.0;269;6;263;2849;2849;33;2817;0;0;0;0.0;1510.0
530;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;4587.0;260;6;254;2884;2884;34;2850;0;0;0;0.0;1444.0
531;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;4614.0;258;6;252;2914;2914;34;2880;0;0;0;0.0;1443.0
532;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;4639.0;258;6;252;2937;2937;36;2901;0;0;0;0.0;1444.0
533;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;4846.0;275;6;269;3076;3076;38;3038;0;0;0;0.0;1495.0
534;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;4977.0;285;6;279;3178;3178;38;3141;0;0;0;0.0;1515.0
535;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;4988.0;285;6;279;3192;3192;38;3155;0;0;0;0.0;1512.0
536;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;4942.0;280;6;274;3174;3174;37;3138;0;0;0;0.0;1489.0
537;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;4928.0;279;6;273;3165;3165;39;3127;0;0;0;0.0;1485.0
538;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;4917.0;279;6;273;3158;3158;39;3120;0;0;0;0.0;1481.0
539;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2001;4066.0;236;6;230;2487;2487;31;2456;0;0;0;0.0;1343.0
540;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2002;4280.0;250;6;244;2636;2636;32;2604;0;0;0;0.0;1394.0
541;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2003;4415.0;249;6;243;2776;2776;34;2742;0;0;0;0.0;1390.0
542;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2004;4525.0;255;6;249;2867;2867;34;2833;0;0;0;0.0;1403.0
543;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2005;4639.0;258;6;252;2937;2937;36;2901;0;0;0;0.0;1444.0
544;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2006;4902.0;277;6;271;3090;3090;38;3052;0;0;0;0.0;1535.0
545;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2007;5135.0;294;6;288;3245;3245;39;3206;0;0;0;0.0;1596.0
546;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2008;5273.0;302;6;296;3330;3330;40;3290;0;0;0;0.0;1641.0
547;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2009;5339.0;305;6;299;3373;3373;40;3333;0;0;0;0.0;1661.0
548;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2010;5421.0;310;6;304;3424;3424;42;3382;0;0;0;0.0;1687.0
549;Bestedingen totaal overige diensten;Totaal eendaags en meerdaags;Lopende prijzen;2011;5488.0;314;6;308;3466;3466;42;3424;0;0;0;0.0;1708.0
550;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2001;;24;0;24;2692;2692;32;2660;0;0;0;;
551;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2002;;24;0;24;2770;2770;33;2737;0;0;0;;
552;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2003;;24;0;24;2807;2807;34;2773;0;0;0;;
553;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2004;;22;0;22;2837;2837;34;2803;0;0;0;;
554;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2005;;22;0;22;2865;2865;36;2829;0;0;0;;
555;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2006;;22;0;22;3002;3002;38;2964;0;0;0;;
556;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2007;;23;0;23;3106;3106;38;3069;0;0;0;;
557;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2008;;25;0;25;3124;3124;38;3087;0;0;0;;
558;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2009;;25;0;25;3107;3107;37;3071;0;0;0;;
559;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2010;;25;0;25;3098;3098;39;3060;0;0;0;;
560;Bestedingen totaal overige diensten;Eendaags;Prijsniveau 2005;2011;;25;0;25;3091;3091;39;3053;0;0;0;;
561;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2001;;24;0;24;2424;2424;31;2393;0;0;0;;
562;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2002;;24;0;24;2570;2570;32;2538;0;0;0;;
563;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2003;;24;0;24;2706;2706;34;2672;0;0;0;;
564;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2004;;22;0;22;2792;2792;34;2758;0;0;0;;
565;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2005;;22;0;22;2865;2865;36;2829;0;0;0;;
566;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2006;;22;0;22;3015;3015;38;2977;0;0;0;;
567;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2007;;23;0;23;3170;3170;39;3131;0;0;0;;
568;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2008;;25;0;25;3257;3257;40;3217;0;0;0;;
569;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2009;;25;0;25;3299;3299;40;3259;0;0;0;;
570;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2010;;25;0;25;3349;3349;42;3307;0;0;0;;
571;Bestedingen totaal overige diensten;Eendaags;Lopende prijzen;2011;;25;0;25;3391;3391;42;3349;0;0;0;;
572;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2001;;238;6;232;78;78;0;78;0;0;0;;
573;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2002;;245;6;239;79;79;0;79;0;0;0;;
574;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2003;;236;6;230;77;77;0;77;0;0;0;;
575;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2004;;236;6;230;77;77;0;77;0;0;0;;
576;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2005;;236;6;230;72;72;0;72;0;0;0;;
