ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
1015;37-39 Riolering, afvalbeheer en sanering;1998;170;121;49;251.0;189.0;59.0;10.9;12.8;5.1;67.7;64.0;83.4
1016;37-39 Riolering, afvalbeheer en sanering;1999;212;153;59;310.0;241.0;67.0;23.5;27.3;14.3;68.3;63.6;87.9
1017;37-39 Riolering, afvalbeheer en sanering;2000;243;175;68;322.0;245.0;73.0;3.8;2.0;8.5;75.4;71.3;93.4
1018;37-39 Riolering, afvalbeheer en sanering;2001;252;178;74;330.0;247.0;78.0;2.5;0.6;7.4;76.4;72.1;94.6
1019;37-39 Riolering, afvalbeheer en sanering;2002;272;188;84;361.0;272.0;85.0;9.5;10.1;8.1;75.2;69.2;99.4
1020;37-39 Riolering, afvalbeheer en sanering;2003;276;191;85;375.0;283.0;87.0;3.7;4.3;2.4;73.6;67.4;98.2
1021;37-39 Riolering, afvalbeheer en sanering;2004;313;226;87;411.0;319.0;90.0;9.8;12.6;3.5;76.1;70.9;97.1
1022;37-39 Riolering, afvalbeheer en sanering;2005;319;231;88;411.0;317.0;91.0;0.0;-0.4;1.1;77.5;72.8;97.1
1023;37-39 Riolering, afvalbeheer en sanering;2006;416;324;92;488.0;390.0;97.0;18.5;22.9;6.8;85.3;83.0;95.0
1024;37-39 Riolering, afvalbeheer en sanering;2007;453;358;95;491.0;389.0;101.0;0.7;-0.3;4.3;92.3;92.0;94.0
1025;37-39 Riolering, afvalbeheer en sanering;2008;491;381;110;515.0;402.0;112.0;4.9;3.4;10.5;95.4;94.8;98.5
1026;37-39 Riolering, afvalbeheer en sanering;2009;445;331;114;497.0;379.0;117.0;-3.5;-5.8;4.5;89.5;87.4;97.7
1027;37-39 Riolering, afvalbeheer en sanering;2010;611;483;128;611.0;483.0;128.0;22.9;27.5;9.6;100.0;100.0;100.0
1028;37-39 Riolering, afvalbeheer en sanering;2011;737;596;141;686.0;545.0;141.0;12.3;12.8;10.2;107.4;109.4;100.0
1029;37-39 Riolering, afvalbeheer en sanering;2012;782;641;141;745.0;603.0;141.0;8.5;10.6;0.0;105.0;106.4;100.0
1030;37-39 Riolering, afvalbeheer en sanering;2013;744;595;149;753.0;602.0;151.0;1.2;-0.2;7.1;98.8;98.9;98.7
1031;37-39 Riolering, afvalbeheer en sanering;2014;693;548;145;721.0;572.0;148.0;-4.3;-4.9;-2.0;96.1;95.7;98.0
1032;37-39 Riolering, afvalbeheer en sanering;2015;782;625;157;848.0;685.0;162.0;17.6;19.7;9.7;92.2;91.2;96.8
1033;37-39 Riolering, afvalbeheer en sanering;2016;789;625;164;903.0;733.0;169.0;6.5;7.0;4.5;87.4;85.2;96.8
1034;F Bouwnijverheid;1995;5276;4434;842;6398.0;5271.0;1149.0;;;;82.5;84.1;73.3
1035;F Bouwnijverheid;1996;5714;4802;912;6833.0;5632.0;1225.0;6.8;6.8;6.7;83.6;85.3;74.5
1036;F Bouwnijverheid;1997;6070;5078;992;7172.0;5883.0;1318.0;5.0;4.5;7.6;84.6;86.3;75.3
1037;F Bouwnijverheid;1998;6414;5423;991;7577.0;6288.0;1308.0;5.7;6.9;-0.7;84.7;86.2;75.7
1038;F Bouwnijverheid;1999;6852;5859;993;8069.0;6809.0;1266.0;6.5;8.3;-3.2;84.9;86.1;78.4
1039;F Bouwnijverheid;2000;7457;6387;1070;8459.0;7140.0;1325.0;4.8;4.9;4.6;88.2;89.5;80.8
1040;F Bouwnijverheid;2001;7679;6552;1127;8607.0;7257.0;1356.0;1.7;1.6;2.3;89.2;90.3;83.1
1041;F Bouwnijverheid;2002;7622;6484;1138;8489.0;7200.0;1292.0;-1.4;-0.8;-4.7;89.8;90.1;88.1
1042;F Bouwnijverheid;2003;7276;6137;1139;8174.0;6939.0;1237.0;-3.7;-3.6;-4.2;89.0;88.4;92.0
1043;F Bouwnijverheid;2004;7092;5966;1126;7933.0;6724.0;1211.0;-2.9;-3.1;-2.1;89.4;88.7;93.0
1044;F Bouwnijverheid;2005;7512;6273;1239;8250.0;6905.0;1343.0;4.0;2.7;10.8;91.1;90.8;92.3
1045;F Bouwnijverheid;2006;8122;6924;1198;8741.0;7424.0;1317.0;6.0;7.5;-1.9;92.9;93.3;91.0
1046;F Bouwnijverheid;2007;9120;7839;1281;9505.0;8117.0;1387.0;8.7;9.3;5.3;95.9;96.6;92.4
1047;F Bouwnijverheid;2008;9806;8361;1445;9968.0;8473.0;1495.0;4.9;4.4;7.8;98.4;98.7;96.6
1048;F Bouwnijverheid;2009;9290;7742;1548;9647.0;8090.0;1559.0;-3.2;-4.5;4.3;96.3;95.7;99.3
1049;F Bouwnijverheid;2010;9008;7493;1515;9008.0;7493.0;1515.0;-6.6;-7.4;-2.8;100.0;100.0;100.0
1050;F Bouwnijverheid;2011;9347;7678;1669;8978.0;7326.0;1652.0;-0.3;-2.2;9.0;104.1;104.8;101.0
1051;F Bouwnijverheid;2012;8822;7149;1673;8364.0;6724.0;1644.0;-6.8;-8.2;-0.5;105.5;106.3;101.8
1052;F Bouwnijverheid;2013;8593;6933;1660;8168.0;6534.0;1639.0;-2.3;-2.8;-0.3;105.2;106.1;101.3
1053;F Bouwnijverheid;2014;8769;7213;1556;8350.0;6821.0;1528.0;2.2;4.4;-6.8;105.0;105.7;101.9
1054;F Bouwnijverheid;2015;9406;7689;1717;8834.0;7170.0;1664.0;5.8;5.1;8.9;106.5;107.2;103.2
1055;F Bouwnijverheid;2016;9953;8207;1746;9430.0;7749.0;1677.0;6.7;8.1;0.8;105.5;105.9;104.1
1056;41 Algemene bouw en projectontwikkeling;1995;1778;1476;302;2343.0;1883.0;458.0;;;;75.9;78.4;65.9
1057;41 Algemene bouw en projectontwikkeling;1996;1889;1554;335;2432.0;1926.0;510.0;3.8;2.3;11.3;77.7;80.7;65.7
1058;41 Algemene bouw en projectontwikkeling;1997;2020;1638;382;2562.0;1999.0;574.0;5.3;3.8;12.5;78.8;81.9;66.6
1059;41 Algemene bouw en projectontwikkeling;1998;2069;1688;381;2618.0;2054.0;572.0;2.2;2.7;-0.3;79.0;82.2;66.6
1060;41 Algemene bouw en projectontwikkeling;1999;2224;1823;401;2809.0;2233.0;578.0;7.3;8.7;1.0;79.2;81.6;69.4
1061;41 Algemene bouw en projectontwikkeling;2000;2379;1939;440;2890.0;2282.0;613.0;2.9;2.2;6.0;82.3;85.0;71.8
1062;41 Algemene bouw en projectontwikkeling;2001;2468;2003;465;2951.0;2327.0;629.0;2.1;2.0;2.7;83.6;86.1;73.9
1063;41 Algemene bouw en projectontwikkeling;2002;2405;1948;457;2807.0;2239.0;570.0;-4.9;-3.8;-9.5;85.7;87.0;80.2
1064;41 Algemene bouw en projectontwikkeling;2003;2363;1898;465;2742.0;2198.0;544.0;-2.3;-1.8;-4.6;86.2;86.3;85.5
1065;41 Algemene bouw en projectontwikkeling;2004;2393;1923;470;2767.0;2227.0;540.0;0.9;1.3;-0.6;86.5;86.3;87.0
1066;41 Algemene bouw en projectontwikkeling;2005;2579;2055;524;2913.0;2314.0;599.0;5.3;3.9;10.9;88.5;88.8;87.5
1067;41 Algemene bouw en projectontwikkeling;2006;2808;2309;499;3114.0;2535.0;578.0;6.9;9.5;-3.4;90.2;91.1;86.3
1068;41 Algemene bouw en projectontwikkeling;2007;3157;2618;539;3370.0;2758.0;611.0;8.2;8.8;5.6;93.7;94.9;88.3
1069;41 Algemene bouw en projectontwikkeling;2008;3439;2816;623;3529.0;2870.0;659.0;4.7;4.0;8.0;97.4;98.1;94.5
1070;41 Algemene bouw en projectontwikkeling;2009;3398;2697;701;3511.0;2803.0;709.0;-0.5;-2.3;7.5;96.8;96.2;98.9
1071;41 Algemene bouw en projectontwikkeling;2010;3203;2504;699;3203.0;2504.0;699.0;-8.8;-10.7;-1.4;100.0;100.0;100.0
1072;41 Algemene bouw en projectontwikkeling;2011;3203;2427;776;3090.0;2320.0;770.0;-3.5;-7.3;10.2;103.7;104.6;100.8
1073;41 Algemene bouw en projectontwikkeling;2012;2958;2194;764;2813.0;2065.0;750.0;-9.0;-11.0;-2.6;105.1;106.3;101.8
1074;41 Algemene bouw en projectontwikkeling;2013;2807;2036;771;2676.0;1920.0;760.0;-4.9;-7.0;1.3;104.9;106.1;101.5
1075;41 Algemene bouw en projectontwikkeling;2014;2839;2152;687;2707.0;2033.0;673.0;1.1;5.9;-11.4;104.9;105.9;102.0
1076;41 Algemene bouw en projectontwikkeling;2015;3044;2279;765;2881.0;2142.0;740.0;6.4;5.3;9.9;105.7;106.4;103.4
1077;41 Algemene bouw en projectontwikkeling;2016;3261;2495;766;3092.0;2356.0;735.0;7.3;10.0;-0.7;105.5;105.9;104.2
1078;42 Grond-, water-  en wegenbouw;1995;570;424;146;716.0;535.0;179.0;;;;79.6;79.2;81.7
1079;42 Grond-, water-  en wegenbouw;1996;604;446;158;756.0;565.0;188.0;5.6;5.7;5.5;79.9;78.9;83.8
1080;42 Grond-, water-  en wegenbouw;1997;659;483;176;811.0;602.0;206.0;7.3;6.5;9.5;81.2;80.2;85.3
1081;42 Grond-, water-  en wegenbouw;1998;659;486;173;804.0;598.0;203.0;-0.9;-0.6;-1.7;82.0;81.2;85.3
1082;42 Grond-, water-  en wegenbouw;1999;678;516;162;809.0;623.0;184.0;0.6;4.1;-9.2;83.8;82.8;88.0
1083;42 Grond-, water-  en wegenbouw;2000;733;568;165;857.0;670.0;185.0;5.9;7.6;0.6;85.6;84.8;89.1
1084;42 Grond-, water-  en wegenbouw;2001;778;609;169;900.0;711.0;187.0;5.0;6.2;1.2;86.5;85.6;90.2
1085;42 Grond-, water-  en wegenbouw;2002;821;642;179;926.0;735.0;191.0;3.0;3.3;1.8;88.6;87.4;93.8
1086;42 Grond-, water-  en wegenbouw;2003;767;590;177;871.0;686.0;184.0;-6.0;-6.7;-3.4;88.0;86.1;96.0
1087;42 Grond-, water-  en wegenbouw;2004;763;592;171;863.0;687.0;176.0;-0.9;0.2;-4.5;88.4;86.2;97.1
1088;42 Grond-, water-  en wegenbouw;2005;826;640;186;923.0;726.0;196.0;6.9;5.7;11.1;89.5;88.1;95.1
1089;42 Grond-, water-  en wegenbouw;2006;877;704;173;949.0;762.0;186.0;2.8;5.0;-4.8;92.4;92.3;92.9
1090;42 Grond-, water-  en wegenbouw;2007;932;761;171;975.0;793.0;182.0;2.7;4.0;-2.3;95.6;96.0;94.0
1091;42 Grond-, water-  en wegenbouw;2008;989;797;192;989.0;794.0;196.0;1.5;0.1;7.6;100.0;100.4;98.1
1092;42 Grond-, water-  en wegenbouw;2009;1002;788;214;1043.0;831.0;213.0;5.5;4.6;8.9;96.0;94.9;100.5
1093;42 Grond-, water-  en wegenbouw;2010;1031;818;213;1031.0;818.0;213.0;-1.2;-1.5;0.0;100.0;100.0;100.0
1094;42 Grond-, water-  en wegenbouw;2011;1043;808;235;998.0;767.0;231.0;-3.2;-6.2;8.5;104.5;105.3;101.7
1095;42 Grond-, water-  en wegenbouw;2012;1094;849;245;1025.0;788.0;237.0;2.7;2.7;2.6;106.8;107.8;103.4
1096;42 Grond-, water-  en wegenbouw;2013;1083;838;245;1012.0;775.0;237.0;-1.3;-1.6;0.0;107.0;108.1;103.4
1097;42 Grond-, water-  en wegenbouw;2014;1165;911;254;1103.0;859.0;244.0;9.0;10.9;2.9;105.6;106.0;104.2
1098;42 Grond-, water-  en wegenbouw;2015;1152;897;255;1108.0;865.0;243.0;0.4;0.7;-0.4;104.0;103.7;105.1
1099;42 Grond-, water-  en wegenbouw;2016;1130;881;249;1109.0;877.0;231.0;0.1;1.4;-4.7;101.9;100.4;107.7
1100;43 Gespecialiseerde bouw;1995;2928;2534;394;3359.0;2871.0;502.0;;;;87.2;88.3;78.5
1101;43 Gespecialiseerde bouw;1996;3221;2802;419;3657.0;3149.0;520.0;8.8;9.7;3.6;88.1;89.0;80.6
1102;43 Gespecialiseerde bouw;1997;3391;2957;434;3813.0;3290.0;535.0;4.3;4.5;2.9;88.9;89.9;81.2
1103;43 Gespecialiseerde bouw;1998;3686;3249;437;4156.0;3633.0;531.0;9.0;10.4;-0.7;88.7;89.4;82.3
1104;43 Gespecialiseerde bouw;1999;3950;3520;430;4452.0;3948.0;507.0;7.1;8.7;-4.6;88.7;89.2;84.8
1105;43 Gespecialiseerde bouw;2000;4345;3880;465;4708.0;4179.0;532.0;5.7;5.9;4.9;92.3;92.8;87.5
1106;43 Gespecialiseerde bouw;2001;4433;3940;493;4754.0;4214.0;544.0;1.0;0.8;2.4;93.2;93.5;90.6
1107;43 Gespecialiseerde bouw;2002;4396;3894;502;4746.0;4218.0;531.0;-0.2;0.1;-2.4;92.6;92.3;94.6
1108;43 Gespecialiseerde bouw;2003;4146;3649;497;4553.0;4048.0;509.0;-4.0;-4.0;-4.2;91.1;90.1;97.7
1109;43 Gespecialiseerde bouw;2004;3936;3451;485;4302.0;3808.0;495.0;-5.5;-5.9;-2.6;91.5;90.6;97.9
1110;43 Gespecialiseerde bouw;2005;4107;3578;529;4416.0;3866.0;548.0;2.6;1.5;10.7;93.0;92.6;96.5
1111;43 Gespecialiseerde bouw;2006;4437;3911;526;4680.0;4128.0;552.0;6.0;6.8;0.6;94.8;94.7;95.4
1112;43 Gespecialiseerde bouw;2007;5031;4460;571;5160.0;4566.0;594.0;10.3;10.6;7.6;97.5;97.7;96.2
1113;43 Gespecialiseerde bouw;2008;5378;4748;630;5448.0;4809.0;639.0;5.6;5.3;7.7;98.7;98.7;98.6
1114;43 Gespecialiseerde bouw;2009;4890;4257;633;5092.0;4455.0;637.0;-6.5;-7.4;-0.3;96.0;95.6;99.3
1115;43 Gespecialiseerde bouw;2010;4774;4171;603;4774.0;4171.0;603.0;-6.2;-6.4;-5.4;100.0;100.0;100.0
1116;43 Gespecialiseerde bouw;2011;5101;4443;658;4890.0;4239.0;651.0;2.4;1.6;8.0;104.3;104.8;101.1
1117;43 Gespecialiseerde bouw;2012;4770;4106;664;4526.0;3871.0;657.0;-7.4;-8.7;0.9;105.4;106.1;101.1
1118;43 Gespecialiseerde bouw;2013;4703;4059;644;4479.0;3839.0;642.0;-1.0;-0.8;-2.3;105.0;105.7;100.3
1119;43 Gespecialiseerde bouw;2014;4765;4150;615;4538.0;3928.0;610.0;1.3;2.3;-5.0;105.0;105.7;100.8
1120;43 Gespecialiseerde bouw;2015;5210;4513;697;4843.0;4162.0;682.0;6.7;6.0;11.7;107.6;108.4;102.3
1121;43 Gespecialiseerde bouw;2016;5562;4831;731;5224.0;4513.0;711.0;7.9;8.4;4.3;106.5;107.1;102.8
1122;G-I Handel, vervoer en horeca;1995;11724;4391;7333;16689.0;6449.0;10250.0;;;;70.2;68.1;71.5
1123;G-I Handel, vervoer en horeca;1996;12539;4816;7723;17415.0;6710.0;10714.0;4.4;4.1;4.5;72.0;71.8;72.1
1124;G-I Handel, vervoer en horeca;1997;13862;5237;8625;18940.0;7148.0;11801.0;8.8;6.5;10.2;73.2;73.3;73.1
1125;G-I Handel, vervoer en horeca;1998;14622;5302;9320;19876.0;7316.0;12570.0;4.9;2.3;6.5;73.6;72.5;74.1
1126;G-I Handel, vervoer en horeca;1999;15348;5662;9686;20457.0;7637.0;12832.0;2.9;4.4;2.1;75.0;74.1;75.5
1127;G-I Handel, vervoer en horeca;2000;17007;6347;10660;21520.0;7734.0;13794.0;5.2;1.3;7.5;79.0;82.1;77.3
1128;G-I Handel, vervoer en horeca;2001;18174;6488;11686;22464.0;7845.0;14641.0;4.4;1.4;6.1;80.9;82.7;79.8
1129;G-I Handel, vervoer en horeca;2002;19438;6793;12645;23725.0;8623.0;15114.0;5.6;9.9;3.2;81.9;78.8;83.7
1130;G-I Handel, vervoer en horeca;2003;19059;6367;12692;22934.0;8081.0;14850.0;-3.3;-6.3;-1.7;83.1;78.8;85.5
1131;G-I Handel, vervoer en horeca;2004;19951;6932;13019;23531.0;8473.0;15068.0;2.6;4.9;1.5;84.8;81.8;86.4
1132;G-I Handel, vervoer en horeca;2005;21194;7537;13657;23782.0;8562.0;15230.0;1.1;1.1;1.1;89.1;88.0;89.7
1133;G-I Handel, vervoer en horeca;2006;22570;8297;14273;24703.0;9056.0;15661.0;3.9;5.8;2.8;91.4;91.6;91.1
1134;G-I Handel, vervoer en horeca;2007;23754;8341;15413;25520.0;9078.0;16457.0;3.3;0.2;5.1;93.1;91.9;93.7
1135;G-I Handel, vervoer en horeca;2008;25000;9166;15834;25165.0;8900.0;16279.0;-1.4;-2.0;-1.1;99.3;103.0;97.3
1136;G-I Handel, vervoer en horeca;2009;23921;8006;15915;25033.0;8915.0;16129.0;-0.5;0.2;-0.9;95.6;89.8;98.7
1137;G-I Handel, vervoer en horeca;2010;25451;8944;16507;25451.0;8944.0;16507.0;1.7;0.3;2.3;100.0;100.0;100.0
1138;G-I Handel, vervoer en horeca;2011;27392;10071;17321;26134.0;8913.0;17221.0;2.7;-0.3;4.3;104.8;113.0;100.6
1139;G-I Handel, vervoer en horeca;2012;28546;10835;17711;26458.0;9090.0;17360.0;1.2;2.0;0.8;107.9;119.2;102.0
1140;G-I Handel, vervoer en horeca;2013;28864;10780;18084;26938.0;9338.0;17577.0;1.8;2.7;1.2;107.2;115.4;102.9
1141;G-I Handel, vervoer en horeca;2014;29191;10606;18585;27482.0;9577.0;17875.0;2.0;2.6;1.7;106.2;110.7;104.0
1142;G-I Handel, vervoer en horeca;2015;30534;10123;20411;29323.0;10000.0;19306.0;6.7;4.4;8.0;104.1;101.2;105.7
1143;G-I Handel, vervoer en horeca;2016;31051;10191;20860;30525.0;10830.0;19695.0;4.1;8.3;2.0;101.7;94.1;105.9
1144;G Handel;1995;5626;1984;3642;7730.0;2243.0;5436.0;;;;72.8;88.5;67.0
1145;G Handel;1996;6021;2231;3790;8103.0;2399.0;5636.0;4.8;7.0;3.7;74.3;93.0;67.2
1146;G Handel;1997;6701;2494;4207;8883.0;2645.0;6157.0;9.6;10.3;9.2;75.4;94.3;68.3
1147;G Handel;1998;7186;2554;4632;9511.0;2762.0;6689.0;7.1;4.4;8.7;75.6;92.5;69.2
1148;G Handel;1999;7619;2697;4922;9903.0;2901.0;6931.0;4.1;5.1;3.6;76.9;93.0;71.0
1149;G Handel;2000;8251;2762;5489;10425.0;2837.0;7581.0;5.3;-2.2;9.4;79.1;97.4;72.4
1150;G Handel;2001;9023;2796;6227;11033.0;2843.0;8237.0;5.8;0.2;8.7;81.8;98.3;75.6
1151;G Handel;2002;9706;2935;6771;11480.0;3051.0;8450.0;4.1;7.3;2.6;84.5;96.2;80.1
1152;G Handel;2003;9613;2829;6784;11213.0;2948.0;8292.0;-2.3;-3.4;-1.9;85.7;95.9;81.8
1153;G Handel;2004;9697;3038;6659;11169.0;3107.0;8059.0;-0.4;5.4;-2.8;86.8;97.8;82.6
1154;G Handel;2005;9762;3058;6704;10868.0;3097.0;7756.0;-2.7;-0.3;-3.8;89.8;98.8;86.4
1155;G Handel;2006;10859;3338;7521;11879.0;3294.0;8580.0;9.3;6.4;10.6;91.4;101.3;87.7
1156;G Handel;2007;11319;3341;7978;11943.0;3246.0;8702.0;0.5;-1.5;1.4;94.8;102.9;91.7
1157;G Handel;2008;11723;3503;8220;11862.0;3299.0;8560.0;-0.7;1.6;-1.6;98.8;106.2;96.0
1158;G Handel;2009;11916;3375;8541;11982.0;3309.0;8672.0;1.0;0.3;1.3;99.5;102.0;98.5
1159;G Handel;2010;12208;3341;8867;12208.0;3341.0;8867.0;1.9;1.0;2.2;100.0;100.0;100.0
1160;G Handel;2011;13049;3468;9581;12875.0;3288.0;9587.0;5.5;-1.6;8.1;101.4;105.5;99.9
1161;G Handel;2012;13278;3614;9664;12912.0;3336.0;9573.0;0.3;1.5;-0.1;102.8;108.3;101.0
1162;G Handel;2013;13400;3755;9645;13050.0;3514.0;9523.0;1.1;5.3;-0.5;102.7;106.9;101.3
1163;G Handel;2014;13722;3753;9969;13370.0;3592.0;9765.0;2.5;2.2;2.5;102.6;104.5;102.1
1164;G Handel;2015;15269;4061;11208;14689.0;3905.0;10771.0;9.9;8.7;10.3;103.9;104.0;104.1
1165;G Handel;2016;15722;4127;11595;15212.0;4115.0;11084.0;3.6;5.4;2.9;103.4;100.3;104.6
1166;45 Autohandel en -reparatie;1995;1419;1165;254;1641.0;1282.0;346.0;;;;86.5;90.9;73.4
1167;45 Autohandel en -reparatie;1996;1554;1283;271;1694.0;1319.0;362.0;3.2;2.9;4.7;91.7;97.2;74.8
1168;45 Autohandel en -reparatie;1997;1689;1384;305;1806.0;1396.0;400.0;6.6;5.8;10.3;93.5;99.1;76.3
1169;45 Autohandel en -reparatie;1998;1770;1442;328;1908.0;1474.0;424.0;5.6;5.6;5.9;92.8;97.8;77.4
1170;45 Autohandel en -reparatie;1999;1934;1578;356;2070.0;1611.0;444.0;8.5;9.3;4.9;93.5;97.9;80.1
1171;45 Autohandel en -reparatie;2000;1880;1482;398;1961.0;1477.0;482.0;-5.2;-8.3;8.4;95.8;100.3;82.6
1172;45 Autohandel en -reparatie;2001;1977;1532;445;2016.0;1501.0;516.0;2.8;1.6;7.0;98.1;102.0;86.3
1173;45 Autohandel en -reparatie;2002;2054;1588;466;2091.0;1573.0;517.0;3.7;4.8;0.2;98.2;101.0;90.2
1174;45 Autohandel en -reparatie;2003;2017;1559;458;2038.0;1534.0;502.0;-2.5;-2.5;-2.8;99.0;101.6;91.2
1175;45 Autohandel en -reparatie;2004;2081;1614;467;2073.0;1563.0;508.0;1.7;1.9;1.1;100.4;103.3;92.0
1176;45 Autohandel en -reparatie;2005;2080;1600;480;2079.0;1568.0;509.0;0.3;0.3;0.2;100.1;102.1;94.3
1177;45 Autohandel en -reparatie;2006;2250;1755;495;2219.0;1688.0;528.0;6.8;7.7;3.8;101.4;104.0;93.8
1178;45 Autohandel en -reparatie;2007;2229;1705;524;2142.0;1599.0;543.0;-3.5;-5.3;2.8;104.1;106.7;96.5
1179;45 Autohandel en -reparatie;2008;2287;1745;542;2161.0;1607.0;554.0;0.9;0.5;2.1;105.8;108.6;97.8
1180;45 Autohandel en -reparatie;2009;2337;1800;537;2193.0;1650.0;541.0;1.5;2.7;-2.4;106.6;109.1;99.3
1181;45 Autohandel en -reparatie;2010;2145;1599;546;2145.0;1599.0;546.0;-2.2;-3.1;0.9;100.0;100.0;100.0
1182;45 Autohandel en -reparatie;2011;2272;1709;563;2186.0;1623.0;563.0;1.9;1.5;3.1;103.9;105.3;100.0
1183;45 Autohandel en -reparatie;2012;2207;1652;555;2072.0;1523.0;550.0;-5.2;-6.1;-2.3;106.5;108.4;100.9
1184;45 Autohandel en -reparatie;2013;2274;1765;509;2136.0;1630.0;502.0;3.1;7.0;-8.6;106.4;108.3;101.3
1185;45 Autohandel en -reparatie;2014;2293;1704;589;2170.0;1597.0;574.0;1.6;-2.0;14.1;105.7;106.7;102.7
1186;45 Autohandel en -reparatie;2015;2562;1811;751;2402.0;1681.0;724.0;10.7;5.3;26.3;106.7;107.7;103.7
1187;45 Autohandel en -reparatie;2016;2621;1841;780;2479.0;1741.0;742.0;3.2;3.5;2.4;105.7;105.8;105.2
1188;46 Groothandel en handelsbemiddeling;1995;3492;674;2818;5056.0;762.0;4303.0;;;;69.1;88.5;65.5
1189;46 Groothandel en handelsbemiddeling;1996;3704;769;2935;5325.0;852.0;4465.0;5.3;11.9;3.8;69.6;90.2;65.7
1190;46 Groothandel en handelsbemiddeling;1997;4136;911;3225;5871.0;1003.0;4836.0;10.3;17.7;8.3;70.4;90.8;66.7
1191;46 Groothandel en handelsbemiddeling;1998;4557;932;3625;6430.0;1040.0;5376.0;9.5;3.7;11.2;70.9;89.6;67.4
1192;46 Groothandel en handelsbemiddeling;1999;4802;925;3877;6641.0;1026.0;5616.0;3.3;-1.4;4.5;72.3;90.2;69.0
1193;46 Groothandel en handelsbemiddeling;2000;5421;1062;4359;7287.0;1107.0;6187.0;9.7;7.9;10.2;74.4;95.9;70.5
1194;46 Groothandel en handelsbemiddeling;2001;6036;1056;4980;7835.0;1099.0;6777.0;7.5;-0.8;9.5;77.0;96.1;73.5
1195;46 Groothandel en handelsbemiddeling;2002;6562;1136;5426;8150.0;1220.0;6949.0;4.0;11.1;2.5;80.5;93.1;78.1
1196;46 Groothandel en handelsbemiddeling;2003;6518;1059;5459;7959.0;1157.0;6827.0;-2.3;-5.2;-1.8;81.9;91.5;80.0
1197;46 Groothandel en handelsbemiddeling;2004;6550;1203;5347;7892.0;1296.0;6599.0;-0.8;12.0;-3.3;83.0;92.9;81.0
1198;46 Groothandel en handelsbemiddeling;2005;6607;1250;5357;7583.0;1305.0;6272.0;-3.9;0.7;-5.0;87.1;95.8;85.4
1199;46 Groothandel en handelsbemiddeling;2006;7422;1311;6111;8356.0;1328.0;7035.0;10.2;1.8;12.2;88.8;98.7;86.9
1200;46 Groothandel en handelsbemiddeling;2007;7875;1381;6494;8516.0;1388.0;7130.0;1.9;4.5;1.4;92.5;99.5;91.1
1201;46 Groothandel en handelsbemiddeling;2008;8151;1472;6679;8409.0;1435.0;6970.0;-1.3;3.4;-2.2;96.9;102.6;95.8
1202;46 Groothandel en handelsbemiddeling;2009;8336;1349;6987;8513.0;1412.0;7100.0;1.2;-1.6;1.9;97.9;95.5;98.4
1203;46 Groothandel en handelsbemiddeling;2010;8757;1481;7276;8757.0;1481.0;7276.0;2.9;4.9;2.5;100.0;100.0;100.0
1204;46 Groothandel en handelsbemiddeling;2011;9346;1439;7907;9275.0;1372.0;7903.0;5.9;-7.4;8.6;100.8;104.9;100.1
1205;46 Groothandel en handelsbemiddeling;2012;9576;1607;7969;9397.0;1505.0;7887.0;1.3;9.7;-0.2;101.9;106.8;101.0
1206;46 Groothandel en handelsbemiddeling;2013;9572;1611;7961;9400.0;1542.0;7850.0;0.0;2.5;-0.5;101.8;104.5;101.4
1207;46 Groothandel en handelsbemiddeling;2014;9830;1686;8144;9646.0;1661.0;7975.0;2.6;7.7;1.6;101.9;101.5;102.1
1208;46 Groothandel en handelsbemiddeling;2015;11008;1874;9134;10641.0;1862.0;8769.0;10.3;12.1;10.0;103.4;100.7;104.2
1209;46 Groothandel en handelsbemiddeling;2016;11344;1909;9435;11004.0;1977.0;9017.0;3.4;6.2;2.8;103.1;96.6;104.6
1210;47 Detailhandel (niet in auto's);1995;715;145;570;953.0;181.0;770.0;;;;75.0;80.1;74.0
1211;47 Detailhandel (niet in auto's);1996;763;179;584;1007.0;211.0;792.0;5.6;16.6;2.8;75.8;84.9;73.7
1212;47 Detailhandel (niet in auto's);1997;876;199;677;1133.0;232.0;898.0;12.6;10.1;13.4;77.3;85.7;75.4
1213;47 Detailhandel (niet in auto's);1998;859;180;679;1114.0;231.0;879.0;-1.7;-0.5;-2.1;77.1;77.9;77.2
1214;47 Detailhandel (niet in auto's);1999;883;194;689;1110.0;241.0;865.0;-0.3;4.4;-1.6;79.5;80.4;79.7
1215;47 Detailhandel (niet in auto's);2000;950;218;732;1155.0;239.0;913.0;4.1;-1.0;5.5;82.2;91.3;80.2
1216;47 Detailhandel (niet in auto's);2001;1010;208;802;1181.0;228.0;951.0;2.2;-4.6;4.2;85.5;91.3;84.3
1217;47 Detailhandel (niet in auto's);2002;1090;211;879;1238.0;244.0;992.0;4.9;7.2;4.2;88.0;86.4;88.6
1218;47 Detailhandel (niet in auto's);2003;1078;211;867;1215.0;243.0;970.0;-1.8;-0.5;-2.2;88.7;86.8;89.4
